vot_parCodigo,vot_proCodigoProvincia,parDenominacion
0014,03,OBRERO                                       
0036,03,AUTONOMISTA                                  
0501,03,AL. FTE. PARA LA VICTORIA                    
0504,03,AL. FTE. CATAMARCA FEDERAL                   
0523,03,AL. FTE. CIVICO Y SOCIAL                     
0537,03,AL. FTE. MOV. DE ACCION POPULAR              
0001,04,MOV. DE INTEGRACION Y DESARROLLO (MID)       
0003,04,UNION CIVICA RADICAL (UCR)                   
0014,04,OBRERO                                       
0038,04,MOV. SOCIALISTA DE LOS TRABAJADORES (MST)    
0128,04,DEMOCRATA                                    
0144,04,MOV. DE UNIDAD POPULAR                       
0145,04,CONCENTRACION POPULAR                        
0148,04,ENCUENTRO POR CORDOBA                        
0507,04,AL. FRENTE ES POSIBLE                        
0564,04,AL. FTE. CIVICO                              
0565,04,"AL. FTE. DE IZQ. Y LOS TRAB., ANTICAPIT. Y SO"
0566,04,"AL. FTE.P/LA VICT., P/LA EQUID. Y LA JUST.SOC"
0567,04,AL. UNION POR CORDOBA - COMPROMISO FEDERAL   
0001,05,MOV. DE INTEGRACION Y DESARROLLO (MID)       
0002,05,JUSTICIALISTA                                
0003,05,UNION CIVICA RADICAL (UCR)                   
0005,05,DEMOCRATA CRISTIANO                          
0006,05,INTRANSIGENTE                                
0008,05,FEDERAL                                      
0009,05,DEMOCRATA PROGRESISTA                        
0012,05,COMUNISTA                                    
0019,05,CONSERVADOR POPULAR                          
0020,05,UNION DE CENTRO DEMOCRATICO (UCeDé)          
0033,05,NACIONALISTA CONSTITUCIONAL - UNIR           
0036,05,AUTONOMISTA                                  
0040,05,MOV. LIBRES DEL SUR                          
0044,05,ACCION POR LA REPUBLICA                      
0047,05,AFIRM. P/UNA REPUBLICA IGUALITARIA (ARI)     
0048,05,RECREAR PARA EL CRECIMIENTO                  
0050,05,SOCIALISTA                                   
0056,05,MOV. DE LAS PROV. UNIDAS                     
0120,05,POPULAR                                      
0289,05,LIBERAL                                      
0290,05,NUEVA DIRIGENCIA                             
0291,05,CRECER CON TODOS                             
0292,05,POR LA INTEGRIDAD                            
0293,05,DE TODOS                                     
0543,05,FTE. CORRENTINOS POR EL CAMBIO               
0545,05,PRO PROPUESTA REPUBLICANA                    
0586,05,FRENTE DE TODOS                              
0587,05,ENC. CORRIENTES - ACUERDO CIVICO Y SOCIAL    
0003,07,UNION CIVICA RADICAL (UCR)                   
0038,07,MOV. SOCIALISTA DE LOS TRABAJADORES (MST)    
0047,07,AFIRM. P/UNA REPUBLICA IGUALITARIA (ARI)     
0105,07,SOCIALISTA AUTENTICO DEL CHUBUT              
0109,07,ACCION CHUBUTENSE                            
0513,07,AL.FTE CIVICO POPULAR                        
0529,07,AL.FTE POR LA INTEGRACION                    
0002,11,JUSTICIALISTA                                
0101,11,MOV. FEDERALISTA PAMPEANO                    
0126,11,PUEBLO UNIDO                                 
0135,11,PUEBLO NUEVO                                 
0507,11,AL. FRENTE ES POSIBLE                        
0521,11,AL. FTE. AMPLIO                              
0538,11,AL. FTE. PAMPEANO CIVICO Y SOCIAL (FREPAM)   
0014,13,OBRERO                                       
0038,13,MOV. SOCIALISTA DE LOS TRABAJADORES (MST)    
0045,13,DE LOS TRABAJADORES SOCIALISTAS (PTS)        
0050,13,SOCIALISTA                                   
0165,13,JUNTOS POR MENDOZA                           
0167,13,ES POSIBLE                                   
0168,13,MENDOZA MERECE MAS                           
0169,13,LA COALICION                                 
0501,13,AL. FTE. PARA LA VICTORIA                    
0572,13,AL. FTE. UNIDAD PARA EL CAMBIO               
0573,13,FTE. CIVICO FEDERAL UCR - CONFE              
0574,13,FTE. DEMOCRATA - PRO                         
0014,21,OBRERO                                       
0030,21,SOCIALISTA AUTENTICO                         
0033,21,NACIONALISTA CONSTITUCIONAL - UNIR           
0036,21,AUTONOMISTA                                  
0037,21,MOV. P/ LA DIGNIDAD Y LA INDEPENDENCIA (MODIN
0038,21,MOV. SOCIALISTA DE LOS TRABAJADORES (MST)    
0042,21,POLITICA ABIERTA P/ LA INTEGR. SOC. (PAIS)   
0045,21,DE LOS TRABAJADORES SOCIALISTAS (PTS)        
0122,21,MOV. INDEPEND. RENOV.                        
0123,21,FTE. DE LOS JUBILADOS                        
0127,21,DEL CAMPO POPULAR                            
0512,21,AL. SANTA FE FEDERAL                         
0524,21,AL. FTE. PROGRESISTA CIVICO Y SOCIAL         
0534,21,FTE. PARA LA VICTORIA                        
0008,23,FEDERAL                                      
0014,23,OBRERO                                       
0022,23,HUMANISTA                                    
0040,23,MOV. LIBRES DEL SUR                          
0045,23,DE LOS TRABAJADORES SOCIALISTAS (PTS)        
0112,23,LABORISTA                                    
0119,23,FTE. DE PUEBLO UNIDO                         
0124,23,IZQUIERDA UNIDA                              
0130,23,FUERZA REPUBLICANA                           
0160,23,DE LA INDEPENDENCIA                          
0501,23,AL. FTE. PARA LA VICTORIA                    
0527,23,AL. FTE. UNION PRO - FEDERAL                 
0536,23,AL. FTE. ACUERDO CIVICO Y SOCIAL             
0563,23,AL. CON CONCIENC. VOLUNT. SOLID. (CON CO-VOS)
