codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0014,0501,0519
06,San Fernando,001,0001 ,0001,345,38,1,28,61,134
06,San Fernando,001,0001 ,0002,344,26,1,28,66,135
06,San Fernando,001,0001 ,0003,344,25,5,37,72,119
06,San Fernando,001,0001 ,0004,345,30,1,27,67,146
06,San Fernando,001,0001 ,0005,345,22,4,27,70,128
06,San Fernando,001,0001 ,0006,345,26,1,27,73,123
06,San Fernando,001,0001 ,0007,345,21,1,26,78,117
06,San Fernando,001,0001 ,0008,345,28,0,27,84,117
06,San Fernando,001,0001 ,0009,344,26,2,30,78,114
06,San Fernando,001,0001 ,0010,344,18,1,29,66,159
06,San Fernando,001,0001 ,0011,344,36,4,36,59,133
06,San Fernando,001,0001 ,0012,344,33,4,19,64,141
06,San Fernando,001,0001 ,0013,344,29,4,24,71,133
06,San Fernando,001,0001 ,0014,344,20,0,28,81,126
06,San Fernando,001,0002 ,0015,336,29,2,38,74,110
06,San Fernando,001,0002 ,0016,336,23,2,27,80,116
06,San Fernando,001,0002 ,0017,335,14,7,42,80,105
06,San Fernando,001,0002 ,0018,334,23,0,30,62,148
06,San Fernando,001,0002 ,0019,335,1,6,27,76,138
06,San Fernando,001,0002 ,0020,335,19,1,32,77,126
06,San Fernando,001,0002 ,0021,335,25,0,20,67,139
06,San Fernando,001,0002 ,0022,335,13,4,28,62,144
06,San Fernando,001,0002 ,0023,335,23,2,34,73,122
06,San Fernando,001,0002 ,0024,335,24,3,33,69,116
06,San Fernando,001,0002 ,0025,335,32,2,26,77,114
06,San Fernando,001,0002 ,0026,333,4,6,21,61,122
06,San Fernando,001,0002 ,0027,334,11,0,18,62,152
06,San Fernando,001,0003 ,0028,343,40,0,32,76,118
06,San Fernando,001,0003 ,0029,343,30,5,32,67,141
06,San Fernando,001,0003 ,0030,343,21,2,20,82,135
06,San Fernando,001,0003 ,0031,342,17,6,41,52,131
06,San Fernando,001,0003 ,0032,343,27,1,23,72,147
06,San Fernando,001,0003 ,0033,343,30,2,23,91,122
06,San Fernando,001,0003 ,0034,343,23,5,40,70,123
06,San Fernando,001,0003 ,0035,343,22,4,23,64,153
06,San Fernando,001,0003 ,0036,342,25,4,47,79,118
06,San Fernando,001,0003 ,0037,341,27,0,26,95,113
06,San Fernando,001,0003 ,0038,342,30,1,25,65,148
06,San Fernando,001,0003 ,0039,342,26,0,34,70,126
06,San Fernando,001,0003 ,0040,342,20,6,26,67,140
06,San Fernando,001,0003 ,0041,342,26,2,23,76,136
06,San Fernando,001,0004 ,0042,338,29,4,20,83,125
06,San Fernando,001,0004 ,0043,338,21,1,37,78,129
06,San Fernando,001,0004 ,0044,338,27,2,26,63,144
06,San Fernando,001,0004 ,0045,338,32,4,23,76,126
06,San Fernando,001,0004 ,0046,338,17,0,30,66,139
06,San Fernando,001,0004 ,0047,337,24,1,30,70,119
06,San Fernando,001,0004 ,0048,338,30,1,26,91,113
06,San Fernando,001,0004 ,0049,337,26,4,20,73,132
06,San Fernando,001,0004 ,0050,338,24,5,33,71,126
06,San Fernando,001,0004 ,0051,338,25,3,31,81,130
06,San Fernando,001,0004 ,0052,338,25,3,27,71,128
06,San Fernando,001,0004 ,0053,339,22,6,29,96,108
06,San Fernando,001,0004 ,0054,338,31,0,28,69,122
06,San Fernando,001,0004 ,0055,338,23,1,31,76,118
06,San Fernando,001,0004 ,0056,337,23,1,29,86,128
06,San Fernando,001,0004 ,0057,337,25,1,21,77,126
06,San Fernando,001,0004 ,0058,337,20,3,31,76,132
06,San Fernando,001,0005A,0059,346,30,0,29,111,102
06,San Fernando,001,0005A,0060,347,21,6,26,131,102
06,San Fernando,001,0005A,0061,347,27,3,29,120,84
06,San Fernando,001,0005A,0062,347,42,0,28,102,103
06,San Fernando,001,0005A,0063,347,43,0,27,114,108
06,San Fernando,001,0005A,0064,347,37,2,26,115,99
06,San Fernando,001,0005A,0065,347,6,28,40,86,119
06,San Fernando,001,0005A,0066,346,30,5,26,128,83
06,San Fernando,001,0005A,0067,346,34,6,30,105,103
06,San Fernando,001,0005A,0068,346,46,6,24,109,99
06,San Fernando,001,0005A,0069,346,38,3,20,128,101
06,San Fernando,001,0005A,0070,346,29,4,35,103,110
06,San Fernando,001,0005A,0071,346,25,2,25,126,103
06,San Fernando,001,0005A,0072,346,27,0,26,124,107
06,San Fernando,001,0005A,0073,345,28,2,33,116,83
06,San Fernando,001,0005A,0074,346,25,3,33,119,90
06,San Fernando,001,0005A,0075,346,32,2,32,103,119
06,San Fernando,001,0005A,0076,346,30,3,28,114,113
06,San Fernando,001,0005A,0077,345,36,0,26,116,96
06,San Fernando,001,0005A,0078,345,25,5,31,110,105
06,San Fernando,001,0005A,0079,346,22,5,25,98,127
06,San Fernando,001,0005A,0080,346,26,3,18,114,127
06,San Fernando,001,0005A,0081,346,37,1,26,116,107
06,San Fernando,001,0005A,0082,346,27,7,38,89,108
06,San Fernando,001,0005B,0083,337,0,0,24,166,53
06,San Fernando,001,0005B,0084,337,6,3,20,179,60
06,San Fernando,001,0005B,0085,336,28,3,18,165,62
06,San Fernando,001,0005B,0086,337,7,1,14,163,68
06,San Fernando,001,0005B,0087,337,32,0,39,146,66
06,San Fernando,001,0005B,0088,337,0,0,30,132,80
06,San Fernando,001,0005B,0089,337,4,0,15,162,77
06,San Fernando,001,0005B,0090,337,5,3,24,159,79
06,San Fernando,001,0005B,0091,337,0,5,18,170,66
06,San Fernando,001,0005B,0092,337,35,2,37,149,66
06,San Fernando,001,0005B,0093,337,51,0,19,165,62
06,San Fernando,001,0005B,0094,337,2,0,23,155,84
06,San Fernando,001,0005B,0095,336,3,2,15,157,67
06,San Fernando,001,0005B,0096,336,32,0,29,163,64
06,San Fernando,001,0005B,0097,336,30,2,31,150,76
06,San Fernando,001,0005B,0098,336,26,0,23,162,65
06,San Fernando,001,0006 ,0099,347,30,2,35,110,99
06,San Fernando,001,0006 ,0100,347,20,4,23,125,112
06,San Fernando,001,0006 ,0101,347,24,1,31,97,104
06,San Fernando,001,0006 ,0102,346,30,9,27,111,103
06,San Fernando,001,0006 ,0103,347,40,4,30,84,120
06,San Fernando,001,0006 ,0104,347,33,3,26,126,101
06,San Fernando,001,0006 ,0105,346,32,0,32,98,106
06,San Fernando,001,0007A,0106,340,40,5,27,111,95
06,San Fernando,001,0007A,0107,339,25,3,22,115,107
06,San Fernando,001,0007A,0108,340,29,6,19,107,108
06,San Fernando,001,0007A,0109,340,22,11,21,98,112
06,San Fernando,001,0007A,0110,340,0,0,29,109,113
06,San Fernando,001,0007A,0111,340,21,3,37,117,90
06,San Fernando,001,0007A,0112,340,27,3,35,110,104
06,San Fernando,001,0007A,0113,340,22,0,31,118,103
