codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00005,00009,00002,00077,00076
08,001,PARANÁ,02456,060511,0,0,25,98,95,7,9,25
08,001,PARANÁ,02456,060512,0,0,19,61,125,2,16,35
08,001,PARANÁ,02456,060513,0,0,28,70,109,7,11,20
08,001,PARANÁ,02456,060514,0,0,33,76,127,5,10,28
08,001,PARANÁ,02456,060515,0,0,4,66,140,2,13,23
08,001,PARANÁ,02456,060516,0,0,26,89,112,4,12,30
08,001,PARANÁ,02456,060517,0,0,21,73,129,5,9,26
08,001,PARANÁ,02456,060518,0,0,21,78,117,3,11,26
08,001,PARANÁ,02456,060519,0,0,19,70,112,4,15,26
08,001,PARANÁ,02456,060520,0,0,20,55,140,7,17,28
08,001,PARANÁ,02456,060521,0,0,37,83,108,3,7,22
08,001,PARANÁ,02456,060522,0,0,19,85,113,7,14,32
08,001,PARANÁ,02456,060523,0,0,15,71,109,11,15,35
08,001,PARANÁ,02456,060524,0,0,25,68,122,5,7,31
08,001,PARANÁ,02456,060525,0,0,19,104,91,4,9,27
08,001,PARANÁ,02456,060526,0,0,25,78,128,3,8,27
08,001,PARANÁ,02456,060527,0,0,20,101,79,8,17,27
08,001,PARANÁ,02456,060528,0,0,26,66,125,4,13,25
08,001,PARANÁ,02456,060529,0,0,16,67,116,8,10,18
08,001,PARANÁ,02456,060530,0,0,26,86,98,1,12,22
08,001,PARANÁ,02456,060531,0,0,16,63,120,2,9,30
08,001,PARANÁ,02456,060532,0,0,20,72,119,5,6,25
08,001,PARANÁ,02456,060533,0,0,12,99,97,3,7,23
08,001,PARANÁ,02456,060534,0,0,13,87,114,5,11,25
08,001,PARANÁ,02456,060535,0,0,16,82,99,4,13,30
08,001,PARANÁ,02456,060536,0,0,24,73,119,4,12,20
08,001,PARANÁ,02456,060537,0,0,17,75,121,4,18,20
08,001,PARANÁ,02456,060538,0,0,33,71,107,2,9,24
08,001,PARANÁ,02456,060539,0,0,0,86,104,2,9,23
08,001,PARANÁ,02456,060540,0,0,21,104,96,8,9,26
08,001,PARANÁ,02456,060541,0,0,27,58,131,5,11,26
