codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00068,00069,00001,00005,00009,00066,00072,00070,00071
06,025,GENERAL GÜEMES,02327,059052,0,0,0,3,0,7,110,1,1,0,1,0
06,025,GENERAL GÜEMES,02327,059053,0,0,0,12,0,5,129,72,3,1,0,0
06,025,GENERAL GÜEMES,02327,059054,0,0,14,22,0,1,185,36,1,4,0,0
06,025,GENERAL GÜEMES,02327,059055,0,0,22,9,0,5,153,36,2,7,0,0
06,025,GENERAL GÜEMES,02327,059056,0,0,19,7,0,14,119,69,5,1,0,0
06,025,GENERAL GÜEMES,02327,059057,0,0,19,14,1,5,146,47,0,2,2,1
06,025,GENERAL GÜEMES,02327,059058,0,0,0,15,0,5,141,41,3,3,0,2
06,025,GENERAL GÜEMES,02327,059059,0,0,0,15,1,4,165,37,0,0,0,0
06,025,GENERAL GÜEMES,02327,059060,0,0,20,10,0,4,179,25,2,8,0,0
06,025,GENERAL GÜEMES,02327,059061,0,0,1,0,0,0,148,58,2,5,0,2
06,025,GENERAL GÜEMES,02327,059062,0,0,24,13,0,5,106,82,0,0,1,0
06,025,GENERAL GÜEMES,02327,059063,0,0,13,14,0,6,170,47,1,4,0,0
06,025,GENERAL GÜEMES,02327,059064,0,0,6,19,0,5,162,46,3,2,0,1
06,025,GENERAL GÜEMES,02327,059065,0,0,16,8,0,6,161,49,0,3,0,3
06,025,GENERAL GÜEMES,02327,059066,0,0,14,9,0,4,152,9,1,0,0,2
06,025,GENERAL GÜEMES,02327,059067,0,0,0,22,3,7,137,59,2,1,1,0
06,025,GENERAL GÜEMES,02327,059068,0,0,3,14,0,7,139,68,2,4,0,4
06,025,GENERAL GÜEMES,02327,059069,0,0,10,10,1,4,172,51,1,1,1,2
06,025,GENERAL GÜEMES,02327,059070,0,0,14,13,0,4,168,40,0,6,0,0
06,025,GENERAL GÜEMES,02327,059071,0,0,18,15,1,3,159,34,1,5,0,1
06,025,GENERAL GÜEMES,02327,059072,0,0,16,5,1,3,153,51,0,4,1,0
06,025,GENERAL GÜEMES,02327,059073,0,0,0,21,1,0,140,105,2,0,0,0
06,025,GENERAL GÜEMES,02327,059074,0,0,43,0,3,0,196,0,7,0,2,0
06,025,GENERAL GÜEMES,02328,059075,0,0,0,9,24,0,193,1,2,1,0,0
06,025,GENERAL GÜEMES,02328,059076,0,0,22,11,0,2,158,22,0,0,0,0
06,025,GENERAL GÜEMES,02328,059077,0,0,8,15,0,2,181,40,2,2,0,2
06,025,GENERAL GÜEMES,02328,059078,0,0,23,12,0,0,167,30,3,2,0,2
06,025,GENERAL GÜEMES,02329,059079,0,0,30,4,0,0,156,4,0,0,0,0
06,025,GENERAL GÜEMES,02329,059080,0,0,0,0,0,0,0,0,0,0,0,0
06,025,GENERAL GÜEMES,02329,059081,0,0,15,0,0,0,202,8,1,0,0,1
06,025,GENERAL GÜEMES,02329,059082,0,0,23,0,1,1,186,0,2,1,0,3
06,025,GENERAL GÜEMES,02329,059083,0,0,0,0,0,0,0,0,0,0,0,0
06,025,GENERAL GÜEMES,02329,059084,0,0,0,0,18,1,166,0,1,1,0,0
06,025,GENERAL GÜEMES,02329,059085,0,0,9,0,0,0,38,2,0,3,0,1
06,025,GENERAL GÜEMES,02329,059086,0,0,13,0,0,0,222,11,1,0,0,5
06,025,GENERAL GÜEMES,02329,059087,0,0,2,0,0,1,199,2,0,0,0,6
06,025,GENERAL GÜEMES,02330,059088,0,0,3,0,0,0,180,16,1,0,0,0
06,025,GENERAL GÜEMES,02330,059089,0,0,6,1,0,0,170,12,0,0,0,1
06,025,GENERAL GÜEMES,02330,059090,0,0,12,0,1,0,161,18,1,0,0,0
06,025,GENERAL GÜEMES,02330,059091,0,0,11,1,0,1,197,11,0,2,0,0
06,025,GENERAL GÜEMES,02330,059092,0,0,1,0,2,0,197,9,0,0,0,0
06,025,GENERAL GÜEMES,02331,059093,0,0,2,2,1,3,162,50,0,0,0,0
06,025,GENERAL GÜEMES,02331,059094,0,0,19,0,0,0,147,67,0,0,0,1
06,025,GENERAL GÜEMES,02331,059095,0,0,26,0,0,1,153,55,3,0,0,0
06,025,GENERAL GÜEMES,02331,059096,0,0,5,6,1,0,157,46,0,0,0,0
06,025,GENERAL GÜEMES,02331,059097,0,0,5,0,0,0,170,51,0,0,0,0
06,025,GENERAL GÜEMES,02331,059098,0,0,0,0,0,0,188,40,0,0,0,2
06,025,GENERAL GÜEMES,02331,059099,0,0,3,0,0,0,162,51,0,0,0,0
06,025,GENERAL GÜEMES,02331,059100,0,0,0,0,1,0,178,58,0,0,0,0
06,025,GENERAL GÜEMES,02331,059101,0,0,1,5,0,0,197,36,4,0,0,0
06,025,GENERAL GÜEMES,02331,059102,0,0,11,3,1,0,175,48,0,1,0,0
06,025,GENERAL GÜEMES,02331,059103,0,0,9,3,1,1,161,55,1,2,0,2
06,025,GENERAL GÜEMES,02331,059104,0,0,4,4,0,1,146,62,1,1,0,0
06,025,GENERAL GÜEMES,02331,059105,0,0,0,0,0,1,142,57,0,0,0,0
06,025,GENERAL GÜEMES,02331,059106,0,0,1,0,0,0,189,49,0,1,0,0
06,025,GENERAL GÜEMES,02331,059107,0,0,4,7,0,0,158,47,0,0,0,0
06,025,GENERAL GÜEMES,02332,059108,0,0,6,0,0,0,137,36,0,0,1,0
06,025,GENERAL GÜEMES,02332,059109,0,0,7,0,1,1,155,32,0,0,0,0
06,025,GENERAL GÜEMES,02332,059110,0,0,2,0,0,0,150,28,2,0,0,0
06,025,GENERAL GÜEMES,02332,059111,0,0,4,2,0,0,158,16,0,0,0,0
06,025,GENERAL GÜEMES,02333,059112,0,0,4,4,0,0,183,67,0,1,0,0
06,025,GENERAL GÜEMES,02333,059113,0,0,0,4,0,0,151,76,0,1,0,0
06,025,GENERAL GÜEMES,02333,059114,0,0,16,0,0,0,161,78,0,0,0,0
06,025,GENERAL GÜEMES,02333,059115,0,0,12,1,0,0,155,71,0,0,0,0
06,025,GENERAL GÜEMES,02333,059116,0,0,13,1,0,1,142,90,0,0,0,0
06,025,GENERAL GÜEMES,02333,059117,0,0,8,0,0,1,150,102,0,0,0,0
06,025,GENERAL GÜEMES,02333,059118,0,0,2,0,1,1,119,116,1,0,1,0
06,025,GENERAL GÜEMES,02333,059119,0,0,5,2,2,0,145,78,0,0,0,2
06,025,GENERAL GÜEMES,02333,059120,0,0,0,2,0,0,150,83,0,0,0,0
06,025,GENERAL GÜEMES,02333,059121,0,0,6,0,1,0,152,96,0,0,0,0
06,025,GENERAL GÜEMES,02333,059122,0,0,8,0,0,0,133,81,0,0,0,0
06,025,GENERAL GÜEMES,02333,059123,0,0,10,0,0,3,155,75,0,0,0,1
06,025,GENERAL GÜEMES,02333,059124,0,0,2,7,0,0,164,86,0,1,0,0
06,025,GENERAL GÜEMES,02333,059125,0,0,3,4,1,0,140,92,0,1,0,2
06,025,GENERAL GÜEMES,02333,059126,0,0,3,3,0,1,159,74,0,1,0,0
06,025,GENERAL GÜEMES,02333,059127,0,0,1,6,1,1,128,106,0,0,0,0
06,025,GENERAL GÜEMES,02333,059128,0,0,3,1,0,0,153,86,0,0,0,0
06,025,GENERAL GÜEMES,02334,059129,0,0,7,6,0,0,175,20,0,0,1,0
06,025,GENERAL GÜEMES,02334,059130,0,0,7,1,1,0,204,18,1,1,0,1
06,025,GENERAL GÜEMES,02334,059131,0,0,20,2,0,1,165,27,0,0,0,0
06,025,GENERAL GÜEMES,02334,059132,0,0,7,3,4,1,152,40,1,0,0,0
06,025,GENERAL GÜEMES,02334,059133,0,0,11,0,1,1,181,34,2,2,0,1
06,025,GENERAL GÜEMES,02334,059134,0,0,7,0,4,0,190,27,0,0,0,0
06,025,GENERAL GÜEMES,02334,059135,0,0,7,6,0,0,189,26,0,0,0,1
06,025,GENERAL GÜEMES,02334,059136,0,0,0,1,0,0,190,22,0,1,0,0
06,025,GENERAL GÜEMES,02335,059137,0,0,10,17,0,0,153,16,0,0,0,0
06,025,GENERAL GÜEMES,02335,059138,0,0,1,21,0,1,160,41,2,1,0,0
06,025,GENERAL GÜEMES,02335,059139,0,0,6,9,1,0,149,22,0,2,0,0
06,025,GENERAL GÜEMES,02335,059140,0,0,0,9,0,0,158,31,0,0,0,1
06,025,GENERAL GÜEMES,02335,059141,0,0,3,0,0,0,195,17,0,2,1,0
06,025,GENERAL GÜEMES,02335,059142,0,0,1,0,0,2,164,31,0,0,0,0
06,025,GENERAL GÜEMES,02335,059143,0,0,26,4,0,4,114,48,0,0,0,2
06,025,GENERAL GÜEMES,02335,059144,0,0,0,0,1,0,146,4,0,0,0,1
06,025,GENERAL GÜEMES,02335,059145,0,0,0,12,0,0,153,24,0,0,0,1
06,025,GENERAL GÜEMES,02335,059146,0,0,49,7,0,4,158,39,1,2,1,1
06,025,GENERAL GÜEMES,02335,059147,0,0,13,16,0,1,154,27,2,0,0,1
06,025,GENERAL GÜEMES,02335,059148,0,0,14,0,0,0,149,19,1,0,0,0
06,025,GENERAL GÜEMES,02335,059149,0,0,11,12,0,2,131,27,1,0,1,1
06,025,GENERAL GÜEMES,02335,059150,0,0,1,14,0,4,144,40,0,1,0,0
06,025,GENERAL GÜEMES,02335,059151,0,0,1,19,0,0,136,19,0,0,0,2
06,025,GENERAL GÜEMES,02335,059152,0,0,23,26,0,3,139,28,0,0,0,0
06,025,GENERAL GÜEMES,02335,059153,0,0,2,10,0,0,162,30,0,2,0,3
06,025,GENERAL GÜEMES,02335,059154,0,0,2,14,0,1,127,40,0,0,0,1
06,025,GENERAL GÜEMES,02335,059155,0,0,2,0,0,1,136,39,1,0,0,0
06,025,GENERAL GÜEMES,02335,059156,0,0,0,10,0,1,178,26,0,1,0,1
06,025,GENERAL GÜEMES,02335,059157,0,0,2,4,0,1,145,31,0,0,0,0
06,025,GENERAL GÜEMES,02335,059158,0,0,1,4,0,1,128,46,2,1,0,1
06,025,GENERAL GÜEMES,02335,059159,0,0,0,12,0,0,161,1,1,0,0,0
06,025,GENERAL GÜEMES,02335,059160,0,0,16,19,1,2,155,18,0,0,0,1
06,025,GENERAL GÜEMES,02335,059161,0,0,3,14,0,0,127,44,1,0,0,2
06,025,GENERAL GÜEMES,02335,059162,0,0,14,17,1,0,146,20,0,0,0,0
06,025,GENERAL GÜEMES,02335,059163,0,0,15,17,0,4,132,38,1,3,0,2
06,025,GENERAL GÜEMES,02335,059164,0,0,8,18,0,4,141,37,2,0,0,1
06,025,GENERAL GÜEMES,02335,059165,0,0,21,15,0,0,155,36,0,1,0,0
06,025,GENERAL GÜEMES,02336,059166,0,0,1,0,0,0,129,1,0,0,0,0
06,025,GENERAL GÜEMES,02336,059167,0,0,6,2,0,0,132,4,0,0,0,0
06,025,GENERAL GÜEMES,02336,059168,0,0,3,0,0,0,128,6,0,0,0,0
06,025,GENERAL GÜEMES,02336,059169,0,0,0,0,0,0,112,0,0,0,0,0
06,025,GENERAL GÜEMES,02336,059170,0,0,0,6,0,1,91,7,1,0,0,0
06,025,GENERAL GÜEMES,02337,059171,0,0,0,1,0,1,147,40,0,0,0,0
06,025,GENERAL GÜEMES,02337,059172,0,0,0,0,0,0,132,47,0,0,0,1
06,025,GENERAL GÜEMES,02338,059173,0,0,0,6,0,0,208,15,0,1,0,1
06,025,GENERAL GÜEMES,02338,059174,0,0,11,8,0,0,179,24,0,1,0,0
06,025,GENERAL GÜEMES,02338,059175,0,0,15,0,0,0,152,41,0,0,0,1
06,025,GENERAL GÜEMES,02338,059176,0,0,0,4,0,1,198,12,0,4,0,0
06,025,GENERAL GÜEMES,02338,059177,0,0,6,0,0,0,191,11,0,0,0,0
06,025,GENERAL GÜEMES,02338,059178,0,0,11,4,1,2,190,17,0,0,0,0
06,025,GENERAL GÜEMES,02338,059179,0,0,0,7,1,4,195,16,0,0,0,0
06,025,GENERAL GÜEMES,02338,059180,0,0,11,4,1,1,181,17,1,0,0,0
06,025,GENERAL GÜEMES,02338,059181,0,0,0,0,1,0,143,19,0,0,0,0
06,025,GENERAL GÜEMES,02338,059182,0,0,24,6,1,3,170,29,1,0,0,1
06,025,GENERAL GÜEMES,02338,059183,0,0,3,2,0,1,189,25,1,0,0,0
06,025,GENERAL GÜEMES,02338,059184,0,0,0,15,0,2,180,15,0,0,0,0
06,025,GENERAL GÜEMES,02338,059185,0,0,4,0,0,0,179,16,1,0,0,0
06,025,GENERAL GÜEMES,02338,059186,0,0,0,8,24,0,170,1,0,0,0,0
06,025,GENERAL GÜEMES,02338,059187,0,0,2,0,0,0,175,28,0,0,0,0
06,025,GENERAL GÜEMES,02338,059188,0,0,0,2,0,7,177,23,0,2,0,0
06,025,GENERAL GÜEMES,02338,059189,0,0,0,5,0,3,194,17,1,0,0,0
06,025,GENERAL GÜEMES,02338,059190,0,0,2,5,0,1,173,18,0,1,1,0
06,025,GENERAL GÜEMES,02338,059191,0,0,0,0,0,0,195,22,0,0,0,0
06,025,GENERAL GÜEMES,02338,059192,0,0,3,6,0,1,204,15,1,0,0,0
06,025,GENERAL GÜEMES,02338,059193,0,0,8,10,0,0,187,16,0,0,0,1
06,025,GENERAL GÜEMES,02338,059194,0,0,8,5,0,2,186,22,0,0,0,0
