codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00001,00008,00005,00009,00071
10,001,GENERAL BELGRANO,02929,065193,0,0,25,21,6,88,64,1
10,001,GENERAL BELGRANO,02929,065194,0,0,29,15,11,108,56,3
10,001,GENERAL BELGRANO,02929,065195,0,0,29,16,17,95,63,2
10,001,GENERAL BELGRANO,02929,065196,0,0,26,16,19,115,46,5
10,001,GENERAL BELGRANO,02929,065197,0,0,27,18,7,105,42,2
10,001,GENERAL BELGRANO,02929,065198,0,0,30,17,9,119,55,1
10,001,GENERAL BELGRANO,02929,065199,0,0,50,0,15,118,47,3
10,001,GENERAL BELGRANO,02929,065200,0,0,43,20,9,88,68,1
10,001,GENERAL BELGRANO,02929,065201,0,0,35,12,7,104,66,0
10,001,GENERAL BELGRANO,02929,065202,0,0,35,20,13,91,58,4
10,001,GENERAL BELGRANO,02929,065203,0,0,25,22,10,100,50,15
10,001,GENERAL BELGRANO,02929,065204,0,0,35,16,11,86,74,4
10,001,GENERAL BELGRANO,02929,065205,0,0,26,13,13,101,52,6
10,001,GENERAL BELGRANO,02929,065206,0,0,29,18,8,106,51,3
10,001,GENERAL BELGRANO,02929,065207,0,0,33,13,7,97,65,3
10,001,GENERAL BELGRANO,02929,065208,0,0,0,0,0,0,0,0
10,001,GENERAL BELGRANO,02929,065209,0,0,0,0,0,0,0,0
10,001,GENERAL BELGRANO,02929,065210,0,0,40,12,20,94,52,4
10,001,GENERAL BELGRANO,02929,065211,0,0,24,22,11,99,55,3
10,001,GENERAL BELGRANO,02929,065212,0,0,22,17,16,108,56,10
10,001,GENERAL BELGRANO,02929,065213,0,0,25,20,12,89,58,1
10,001,GENERAL BELGRANO,02929,065214,0,0,27,21,15,111,44,4
10,001,GENERAL BELGRANO,02929,065215,0,0,23,17,20,110,41,3
10,001,GENERAL BELGRANO,02929,065216,0,0,39,19,9,93,62,5
10,001,GENERAL BELGRANO,02930,065217,0,0,23,15,3,41,128,3
10,001,GENERAL BELGRANO,02930,065218,0,0,32,18,12,49,108,4
10,001,GENERAL BELGRANO,02930,065219,0,0,30,20,9,48,131,2
10,001,GENERAL BELGRANO,02930,065220,0,0,27,15,14,45,117,5
10,001,GENERAL BELGRANO,02930,065221,0,0,18,23,11,45,120,3
10,001,GENERAL BELGRANO,02930,065222,0,0,16,18,9,52,119,1
10,001,GENERAL BELGRANO,02930,065223,0,0,14,27,7,67,116,2
10,001,GENERAL BELGRANO,02931,065224,0,0,17,17,7,38,119,1
10,001,GENERAL BELGRANO,02931,065225,0,0,19,17,13,39,106,4
10,001,GENERAL BELGRANO,02931,065226,0,0,21,15,6,38,108,2
10,001,GENERAL BELGRANO,02931,065227,0,0,16,19,5,44,106,1
10,001,GENERAL BELGRANO,02931,065228,0,0,0,10,8,35,119,3
10,001,GENERAL BELGRANO,02931,065229,0,0,16,11,8,54,119,2
10,001,GENERAL BELGRANO,02931,065230,0,0,16,9,6,58,100,1
10,001,GENERAL BELGRANO,02931,065231,0,0,18,13,7,32,118,1
10,001,GENERAL BELGRANO,02931,065232,0,0,27,14,11,28,118,2
10,001,GENERAL BELGRANO,02932,065233,0,0,31,26,18,105,53,0
10,001,GENERAL BELGRANO,02932,065234,0,0,35,12,12,110,72,4
10,001,GENERAL BELGRANO,02932,065235,0,0,33,13,8,87,57,3
10,001,GENERAL BELGRANO,02932,065236,0,0,3,17,15,100,56,5
10,001,GENERAL BELGRANO,02932,065237,0,0,28,18,21,94,56,2
10,001,GENERAL BELGRANO,02932,065238,0,0,26,23,20,104,64,4
10,001,GENERAL BELGRANO,02932,065239,0,0,30,18,9,102,79,0
10,001,GENERAL BELGRANO,02932,065240,0,0,24,15,17,95,74,3
10,001,GENERAL BELGRANO,02932,065241,0,0,26,19,15,97,73,0
10,001,GENERAL BELGRANO,02932,065242,0,0,0,18,21,94,58,3
10,001,GENERAL BELGRANO,02932,065243,0,0,28,14,9,109,74,2
10,001,GENERAL BELGRANO,02932,065244,0,0,52,11,18,96,58,2
10,001,GENERAL BELGRANO,02932,065245,0,0,43,11,7,101,60,3
10,001,GENERAL BELGRANO,02932,065246,0,0,26,23,12,104,47,4
10,001,GENERAL BELGRANO,02932,065247,0,0,24,12,15,121,71,0
