codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0081,0131,0133,0134,0135,0136,0137,0138,0180,0188,0525
21,Belgrano,001,0402 ,0001,351,33,0,0,57,5,1,74,1,8,56,0,1,21
21,Belgrano,001,0402 ,0002,351,24,0,0,58,5,0,91,0,2,59,0,0,21
21,Belgrano,001,0402 ,0003,351,27,0,0,54,10,2,85,0,2,56,0,0,26
21,Belgrano,001,0402 ,0004,351,24,0,0,41,8,1,110,1,3,48,0,0,13
21,Belgrano,001,0402 ,0005,350,17,2,0,49,9,0,92,2,3,59,1,0,25
21,Belgrano,001,0402 ,0006,350,14,0,0,31,5,0,115,0,2,62,0,0,15
21,Belgrano,001,0402 ,0007,351,27,0,0,37,8,1,91,0,1,54,0,0,16
21,Belgrano,001,0402 ,0008,350,25,5,0,41,8,0,104,0,5,56,0,0,24
21,Belgrano,001,0402 ,0009,353,20,0,0,36,10,0,106,2,5,52,0,0,27
21,Belgrano,001,0402 ,0010,350,22,5,0,39,4,1,80,1,3,62,0,0,25
21,Belgrano,001,0402 ,0011,350,29,0,3,56,2,1,107,2,0,41,0,0,15
21,Belgrano,001,0402 ,0012,350,8,0,0,57,16,0,93,0,7,50,2,2,20
21,Belgrano,001,0402 ,0013,350,22,12,0,68,6,2,69,1,2,55,1,1,16
21,Belgrano,001,0402 ,0014,351,31,0,2,54,7,0,81,0,1,59,0,0,25
21,Belgrano,001,0402 ,0015,350,24,4,0,56,4,1,73,0,3,62,0,2,14
21,Belgrano,001,0402 ,0016,350,62,0,0,45,7,0,75,0,4,20,0,0,43
21,Belgrano,001,0402 ,0017,350,18,6,1,58,5,0,77,1,1,54,0,1,12
21,Belgrano,001,0402 ,0018,350,20,1,0,46,7,0,119,1,3,39,0,0,23
21,Belgrano,001,0402 ,0019,351,19,5,0,62,10,1,86,0,5,51,0,0,12
21,Belgrano,001,0402 ,0020,352,37,0,0,35,7,0,88,3,7,41,0,1,22
21,Belgrano,001,0402 ,0021,350,28,0,0,49,6,0,120,2,3,47,0,0,19
21,Belgrano,001,0402 ,0022,350,20,0,0,53,7,0,109,1,3,52,12,0,12
21,Belgrano,001,0402 ,0023,350,51,2,0,47,3,0,84,1,4,45,0,0,22
21,Belgrano,001,0402 ,0024,350,30,0,0,51,8,2,87,1,3,48,0,0,17
21,Belgrano,001,0402 ,0025,353,25,0,0,34,8,0,106,0,2,38,0,0,16
21,Belgrano,001,0402 ,0026,351,25,0,0,46,2,2,94,2,0,52,0,0,28
21,Belgrano,001,0402 ,0027,350,35,0,2,41,10,0,84,0,3,50,0,0,21
21,Belgrano,001,0402 ,0028,350,25,0,0,41,6,2,76,1,3,58,0,0,31
21,Belgrano,001,0402 ,0029,327,28,0,1,42,9,0,93,2,3,46,1,0,10
21,Belgrano,001,0403 ,0030,352,18,2,1,102,7,0,42,0,2,42,1,0,18
21,Belgrano,001,0403 ,0031,351,35,0,2,93,4,2,40,0,4,30,2,0,24
21,Belgrano,001,0403 ,0032,351,15,7,0,71,6,0,74,0,3,42,0,0,22
21,Belgrano,001,0403 ,0033,350,30,0,0,78,0,0,52,0,3,42,0,0,20
21,Belgrano,001,0403 ,0034,350,23,3,1,57,5,1,95,1,5,40,0,0,28
21,Belgrano,001,0403 ,0035,351,40,0,1,108,3,0,54,0,1,31,0,0,25
21,Belgrano,001,0403 ,0036,351,18,0,0,75,6,0,72,0,6,32,1,0,19
21,Belgrano,001,0403 ,0037,350,26,0,0,67,6,1,59,0,2,36,0,0,34
