codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0001,0002,0003,0005,0014,0038,0041,0042,0048,0057,0128,0139,0141,0142,0144,0145,0147,0148,0161,0507,0564,0565,0566
04,Capital,001,0008B,0410,378,1,6,0,19,96,1,4,1,6,2,0,2,1,3,0,0,0,1,7,9,3,4,74,11,9
04,Capital,001,0008B,0411,378,0,2,0,25,70,4,3,2,9,7,7,3,2,5,0,3,1,1,3,2,4,2,97,6,7
04,Capital,001,0008B,0412,378,3,4,0,14,87,3,5,2,3,2,1,9,3,6,1,4,1,2,3,8,2,2,71,10,9
04,Capital,001,0008B,0413,378,5,4,1,12,71,8,6,2,2,3,2,2,1,3,4,1,0,4,8,4,13,1,87,24,5
04,Capital,001,0008B,0414,378,6,7,0,17,71,4,4,2,4,0,1,4,0,2,1,21,1,0,1,5,11,0,78,9,7
04,Capital,001,0008B,0415,378,2,10,1,19,94,5,5,0,3,1,2,6,1,5,2,5,2,3,6,3,8,0,80,11,8
04,Capital,001,0008B,0416,377,1,12,0,30,74,0,6,2,5,4,7,1,4,1,0,0,1,3,4,3,6,5,82,10,3
04,Capital,001,0008B,0417,377,5,8,0,30,88,4,1,2,2,3,2,0,2,5,3,0,2,1,8,5,12,0,62,9,3
04,Capital,001,0008B,0418,377,8,5,2,12,90,7,1,0,1,4,5,0,0,2,2,3,0,0,3,6,4,2,81,8,4
04,Capital,001,0008B,0419,377,0,5,3,25,89,4,0,2,0,4,2,1,3,3,0,9,3,0,4,1,0,1,100,7,18
04,Capital,001,0008B,0420,377,4,10,3,10,75,9,3,2,5,1,7,5,0,2,1,2,0,2,5,6,0,3,89,15,8
04,Capital,001,0008B,0421,377,3,12,2,14,84,0,3,3,3,2,1,1,0,7,3,3,0,1,4,5,4,0,74,14,7
04,Capital,001,0008B,3940,380,5,8,2,18,57,1,3,2,8,3,3,4,1,7,0,4,1,4,0,2,13,4,76,9,2
04,Capital,001,0008B,3941,380,2,4,0,25,67,8,3,1,9,7,0,5,0,0,3,2,1,0,2,5,6,3,91,8,8
04,Capital,001,0008B,3942,380,0,3,1,35,77,2,2,5,4,3,2,2,3,0,0,1,2,0,9,8,6,1,72,11,11
04,Capital,001,0008B,3943,380,0,0,3,22,19,9,4,5,2,1,5,3,1,5,4,1,1,1,5,2,6,1,0,2,0
04,Capital,001,0008B,3944,380,17,0,0,14,89,8,5,1,4,0,4,1,1,1,2,3,2,0,2,10,3,3,83,7,7
04,Capital,001,0008B,3945,380,8,2,1,24,70,12,5,4,6,0,2,2,1,2,0,5,1,1,2,8,8,0,80,10,4
04,Capital,001,0008B,3946,380,5,11,1,18,85,2,1,3,0,3,4,1,0,1,0,0,3,1,5,16,8,4,68,12,13
04,Capital,001,0008B,3947,379,4,4,1,15,71,3,5,1,6,14,2,1,1,2,4,0,0,2,2,7,2,3,98,11,5
04,Capital,001,0008B,3948,379,2,3,1,24,76,1,4,2,0,6,4,3,3,5,0,0,2,1,7,4,0,1,88,12,11
04,Capital,001,0008B,3949,379,5,7,1,19,58,0,2,3,1,3,5,2,2,15,2,0,1,2,1,9,6,2,87,5,4
04,Capital,001,0008B,3950,379,0,0,0,17,66,5,1,0,10,3,2,6,1,1,1,4,0,1,2,2,7,1,98,8,5
04,Capital,001,0008B,3951,379,6,1,2,23,65,6,1,0,1,2,0,1,0,1,7,5,1,3,1,3,2,2,97,9,19
04,Capital,001,0008B,3952,379,7,7,9,20,49,1,2,3,5,2,1,3,2,0,2,1,3,1,11,6,14,4,103,12,6
04,Capital,001,0008B,3953,379,0,0,0,0,65,3,7,0,7,1,3,0,1,2,2,0,0,0,0,3,2,2,90,9,13
04,Capital,001,0008B,3954,379,3,5,2,34,56,0,6,2,2,14,8,0,1,0,2,0,4,0,10,0,1,0,89,4,15
04,Capital,001,0008B,3955,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Capital,001,0008B,3956,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Capital,001,0008B,3957,379,11,0,1,9,78,9,1,2,6,2,2,0,0,4,4,4,0,1,4,3,8,2,95,7,11
04,Capital,001,0008B,3958,379,3,9,2,13,67,1,2,3,1,2,2,3,0,4,13,3,0,1,8,7,0,2,71,11,13
04,Capital,001,0008B,3959,379,1,11,1,19,60,5,2,4,7,2,2,0,0,5,6,9,1,2,1,3,10,2,65,7,3
04,Capital,001,0008B,3960,379,5,0,1,12,72,2,0,2,0,8,13,4,0,2,1,2,4,2,4,5,0,0,84,9,17
04,Capital,001,0008B,3961,379,1,7,1,13,78,1,4,1,9,2,3,2,1,1,1,10,2,2,6,4,3,1,84,7,9
04,Capital,001,0008B,3962,379,13,7,1,14,77,5,5,6,5,4,6,6,1,4,2,2,2,1,1,6,2,0,73,12,11
04,Capital,001,0008B,3963,379,4,6,2,9,54,12,2,0,3,15,4,0,0,5,2,3,3,1,1,4,1,3,96,14,5
04,Capital,001,0008C,0422,364,7,6,3,29,73,4,5,2,2,2,6,7,2,2,5,2,1,1,2,3,7,0,69,13,14
04,Capital,001,0008C,0423,364,6,2,2,19,71,9,5,2,9,0,3,4,0,3,4,3,0,3,2,3,4,1,92,9,4
04,Capital,001,0008C,0424,364,3,7,2,86,93,2,3,0,1,4,5,6,1,0,0,2,1,1,4,9,0,0,80,5,10
04,Capital,001,0008C,0425,364,10,9,4,21,81,2,3,3,1,11,4,1,2,4,4,0,1,1,11,1,5,0,79,6,12
04,Capital,001,0008C,0426,364,0,8,0,17,74,3,3,2,7,1,2,2,2,9,0,17,1,2,7,1,7,2,85,6,9
04,Capital,001,0008C,0427,363,2,9,2,10,74,4,6,1,7,13,6,2,1,8,1,5,0,1,10,10,6,1,80,9,8
04,Capital,001,0008C,0428,363,3,7,1,28,74,2,3,4,4,0,1,11,3,1,4,5,2,1,4,6,3,2,80,7,8
04,Capital,001,0008C,0429,363,10,6,1,21,62,2,6,1,5,2,2,4,1,2,5,2,0,1,1,4,2,2,88,12,11
04,Capital,001,0008C,0430,363,4,12,2,14,82,5,0,3,8,19,4,4,1,7,6,3,6,0,1,3,4,3,75,10,6
04,Capital,001,0008C,0431,363,0,0,0,26,77,7,7,1,8,3,4,3,2,3,2,1,3,1,2,4,5,3,81,10,21
04,Capital,001,0008C,0432,363,1,9,0,27,61,6,5,2,9,0,3,0,1,1,6,1,4,2,2,11,2,1,78,12,9
04,Capital,001,0008C,0433,363,3,5,5,15,72,1,3,1,0,15,2,6,1,2,1,1,3,1,1,1,0,0,118,4,21
04,Capital,001,0008C,3964,383,8,11,1,13,66,7,4,1,4,5,4,6,1,9,5,17,3,3,4,2,4,3,91,5,8
04,Capital,001,0008C,3965,383,3,14,1,25,82,0,2,3,0,5,6,5,1,4,1,3,1,0,8,3,0,2,86,12,10
04,Capital,001,0008C,3966,383,5,10,3,11,66,3,8,3,3,2,2,1,1,4,15,7,1,1,4,4,1,0,106,8,12
04,Capital,001,0008C,3967,382,0,0,4,17,59,18,3,1,5,3,2,7,1,5,4,5,2,1,0,1,6,1,100,12,7
04,Capital,001,0008C,3968,382,5,8,0,18,73,0,4,3,1,1,0,6,1,6,1,10,2,1,15,11,0,0,101,5,17
04,Capital,001,0008C,3969,382,0,14,1,12,67,0,6,1,4,8,5,2,0,30,2,1,1,2,2,1,9,1,92,3,4
04,Capital,001,0008C,3970,382,15,3,2,6,67,13,1,2,1,6,9,2,0,7,1,1,2,1,3,5,10,1,99,6,0
04,Capital,001,0008C,3971,382,3,3,2,6,73,8,5,2,7,1,6,4,1,5,6,11,4,0,3,5,3,3,95,13,7
04,Capital,001,0008C,3972,382,2,15,1,22,55,1,9,1,1,2,3,5,0,5,11,2,0,2,5,6,3,4,94,7,19
04,Capital,001,0008C,3973,382,35,0,2,17,50,2,7,1,3,1,10,11,4,7,0,1,1,0,3,4,3,4,106,9,9
04,Capital,001,0009 ,0434,356,2,7,1,4,102,2,5,3,6,7,2,1,4,4,1,0,0,3,0,8,4,1,81,17,4
04,Capital,001,0009 ,0435,356,2,4,0,5,127,4,4,1,6,3,2,2,4,0,1,3,3,0,1,5,4,4,74,11,4
04,Capital,001,0009 ,0436,356,0,5,1,8,108,2,1,2,8,3,0,0,3,2,0,1,3,0,1,10,4,1,77,12,4
04,Capital,001,0009 ,0437,356,0,5,0,4,101,1,4,3,3,1,2,2,4,1,1,0,3,3,2,9,3,2,74,17,6
04,Capital,001,0009 ,0438,355,0,3,1,9,93,0,1,7,3,0,1,0,4,1,1,6,4,2,0,15,4,4,87,13,8
04,Capital,001,0009 ,0439,355,3,7,1,10,111,1,0,2,3,0,4,2,0,1,2,0,1,0,0,11,9,2,65,17,3
04,Capital,001,0009 ,0440,355,0,2,0,6,91,7,5,6,0,1,6,1,0,3,2,3,1,1,4,10,5,6,71,12,7
04,Capital,001,0009 ,0441,355,4,2,1,2,103,3,2,6,9,5,4,1,4,1,1,1,3,1,1,7,4,0,68,13,6
04,Capital,001,0009 ,0442,355,4,4,0,12,105,1,2,5,3,3,3,2,0,1,0,4,1,0,5,10,2,0,64,12,6
04,Capital,001,0009 ,3974,389,4,3,1,20,119,3,5,3,8,1,2,0,3,3,2,0,3,2,2,13,1,2,78,9,3
04,Capital,001,0009 ,3975,389,5,3,2,6,114,4,0,5,1,1,2,2,2,3,1,4,4,2,4,14,6,3,85,20,12
04,Capital,001,0009 ,3976,389,7,4,0,14,105,1,4,1,14,0,2,1,1,0,1,1,3,1,2,8,13,3,93,13,1
04,Capital,001,0009 ,3977,389,3,4,1,17,100,2,2,3,11,5,2,2,4,3,1,0,1,0,10,12,8,3,90,17,10
04,Capital,001,0009 ,3978,389,7,6,2,12,111,1,7,3,0,1,2,0,1,3,3,0,2,0,4,10,5,2,76,16,14
04,Capital,001,0009 ,3979,388,6,7,3,15,103,5,4,5,11,2,2,0,2,4,0,0,0,1,0,6,4,1,95,15,7
04,Capital,001,0009 ,3980,388,8,5,0,18,113,0,4,2,4,0,1,1,2,0,0,0,2,0,7,11,2,2,95,5,5
04,Capital,001,0009A,0443,379,8,3,1,13,98,7,1,1,9,0,3,1,1,1,1,1,2,2,6,8,3,3,88,8,1
04,Capital,001,0009A,0444,379,5,6,0,10,90,2,4,3,5,3,3,0,2,4,3,0,1,1,6,5,4,5,86,19,5
04,Capital,001,0009A,0445,378,0,8,0,16,82,7,2,3,4,4,4,1,0,0,0,3,0,0,0,8,5,5,96,12,9
04,Capital,001,0009A,0446,378,0,6,0,6,97,3,4,3,1,1,0,1,1,2,4,8,2,0,3,5,4,4,79,7,12
04,Capital,001,0009A,0447,378,4,4,0,19,83,1,4,5,7,1,7,2,0,2,3,0,1,0,0,7,6,3,108,9,5
04,Capital,001,0009A,0448,378,0,0,1,10,78,3,0,2,4,3,0,3,0,6,4,8,3,1,13,7,2,3,89,13,8
04,Capital,001,0009A,0449,378,4,3,1,10,87,2,5,2,4,1,1,3,0,2,5,1,1,1,14,10,4,1,82,15,18
04,Capital,001,0009A,3981,385,3,7,3,18,92,3,7,1,0,5,7,2,2,5,2,2,2,0,2,8,1,4,114,14,12
04,Capital,001,0009A,3982,385,6,4,1,15,66,5,8,4,2,5,3,1,2,0,1,1,3,1,0,1,2,2,106,19,9
04,Capital,001,0009A,3983,384,2,6,1,20,92,9,1,3,3,6,6,4,3,1,1,0,0,0,1,9,10,1,90,9,3
04,Capital,001,0009A,3984,384,5,4,2,13,76,11,5,7,1,3,6,3,1,2,0,2,1,0,1,10,4,2,112,14,8
04,Capital,001,0009A,3985,384,5,4,1,11,87,11,4,4,8,6,5,1,1,5,3,3,1,2,2,8,3,6,84,18,6
04,Capital,001,0009A,3986,384,7,4,1,9,76,10,0,3,10,1,4,3,0,5,0,3,2,1,2,4,5,3,105,6,6
04,Capital,001,0009B,0450,368,2,3,1,14,112,3,0,4,4,5,0,1,2,2,1,0,2,2,1,8,2,2,81,12,7
04,Capital,001,0009B,0451,368,5,8,2,3,114,7,6,3,3,1,2,5,0,7,1,0,0,1,1,7,9,1,73,11,6
04,Capital,001,0009B,0452,368,2,5,1,7,113,2,2,1,12,1,2,4,0,6,3,0,3,1,1,11,5,3,75,15,13
04,Capital,001,0009B,0453,368,11,5,2,19,110,6,4,3,2,2,2,1,2,1,1,0,1,0,5,9,11,3,62,21,15
04,Capital,001,0009B,0454,368,0,2,2,19,104,10,4,3,1,2,1,1,0,1,0,0,1,0,1,8,3,4,70,14,16
04,Capital,001,0009B,0455,368,1,3,0,16,111,3,1,0,5,3,5,0,1,1,3,2,0,2,0,8,3,3,76,11,6
04,Capital,001,0009B,0456,368,2,5,0,10,107,1,3,1,4,6,2,0,2,5,2,1,1,1,1,8,3,2,79,14,6
04,Capital,001,0009B,0457,368,5,9,4,17,101,5,2,4,0,3,3,0,0,1,1,0,2,1,1,6,0,0,82,0,0
04,Capital,001,0009B,0458,368,11,5,1,17,93,9,0,3,5,2,0,2,0,1,0,1,1,1,0,11,6,1,95,9,2
04,Capital,001,0009B,0459,367,0,0,1,14,117,1,4,1,0,2,0,4,1,1,1,7,2,0,0,6,2,2,79,14,12
04,Capital,001,0009B,0460,367,6,7,1,20,102,0,6,5,3,2,3,0,0,1,1,2,1,2,2,4,8,1,66,10,21
04,Capital,001,0009B,0461,367,0,14,3,13,102,3,2,2,6,1,1,1,0,2,1,3,0,0,2,4,3,0,70,21,5
04,Capital,001,0009B,3987,355,3,7,0,9,106,8,2,3,3,1,1,3,1,3,0,2,2,1,0,9,11,2,73,11,11
04,Capital,001,0009B,3988,355,6,0,2,7,113,1,1,0,4,4,3,5,0,0,0,0,1,3,6,9,8,3,71,5,5
04,Capital,001,0009B,3989,355,9,9,0,3,76,3,4,4,6,9,0,0,1,2,2,0,4,0,1,11,2,3,87,13,7
04,Capital,001,0009B,3990,355,6,8,2,5,79,2,2,3,2,0,9,3,0,0,2,4,1,3,3,5,12,8,71,15,10
04,Capital,001,0009B,3991,355,4,5,4,10,87,7,1,3,4,2,4,1,4,3,0,1,4,0,0,6,7,4,82,8,6
04,Capital,001,0009B,3992,355,11,2,2,9,97,10,2,3,2,0,1,1,3,0,0,3,2,0,3,6,7,3,73,16,6
04,Capital,001,0009B,3993,355,4,0,2,12,82,3,1,3,2,4,1,3,0,3,3,2,1,1,0,5,4,5,87,13,12
04,Capital,001,0009B,3994,355,3,3,0,18,97,2,1,3,5,1,0,1,3,6,2,1,3,1,0,5,3,1,69,10,7
04,Capital,001,0009B,3995,354,1,0,0,23,99,0,0,4,1,2,0,2,1,3,1,9,0,0,2,5,0,3,65,9,11
04,Capital,001,0009B,3996,354,0,0,4,24,100,4,2,1,6,1,0,2,1,0,0,0,0,1,1,2,4,5,78,15,1
04,Capital,001,0009B,3997,354,5,8,2,7,95,1,5,3,2,3,3,4,0,0,0,3,1,2,5,9,3,3,73,15,9
04,Capital,001,0009C,0462,376,4,9,2,30,65,3,3,8,6,0,3,4,5,9,2,0,1,0,1,6,2,2,78,9,5
04,Capital,001,0009C,0463,376,2,6,4,7,56,3,6,0,3,3,6,2,1,5,6,7,2,1,6,1,5,2,112,3,11
04,Capital,001,0009C,0464,376,0,9,1,16,65,3,5,4,5,0,1,4,1,7,1,11,1,1,2,2,3,1,89,16,8
04,Capital,001,0009C,0465,376,1,9,4,14,78,0,4,3,3,9,8,0,2,3,1,3,2,0,2,5,7,2,92,7,5
04,Capital,001,0009C,0466,376,3,4,0,27,85,2,0,3,7,8,3,4,0,1,5,4,0,0,3,5,3,3,79,5,8
04,Capital,001,0009C,0467,376,8,6,0,19,72,4,5,1,4,8,2,3,1,2,4,3,2,3,5,1,3,1,94,7,7
04,Capital,001,0009C,0468,376,3,9,0,18,74,27,4,4,12,2,1,0,1,2,1,3,1,0,8,9,1,3,74,9,8
04,Capital,001,0009C,0469,376,4,4,0,21,90,0,0,6,5,2,0,2,2,0,4,2,1,2,2,5,1,2,93,2,2
04,Capital,001,0009C,0470,375,7,4,1,19,68,6,3,1,9,5,3,1,1,0,8,2,3,1,3,4,7,1,95,3,3
04,Capital,001,0009C,0471,375,6,4,0,16,82,5,3,3,1,0,4,0,3,1,4,1,1,1,7,9,3,3,86,13,8
04,Capital,001,0009C,0472,375,8,6,0,18,100,9,2,2,6,5,2,5,0,1,3,3,0,3,0,4,7,1,78,7,0
04,Capital,001,0009C,0473,375,0,3,1,19,65,5,2,4,8,5,1,3,0,0,1,3,0,1,3,3,6,6,95,9,12
04,Capital,001,0009C,0474,375,5,7,0,15,65,8,1,0,5,5,5,1,1,2,0,5,1,2,2,4,4,4,95,10,5
04,Capital,001,0009C,0475,375,9,4,0,16,83,0,5,8,7,4,0,1,0,2,11,2,1,2,3,3,5,2,74,11,2
04,Capital,001,0009C,0476,375,6,7,4,13,69,1,5,4,1,2,4,4,2,3,8,1,0,2,7,5,2,4,81,8,16
04,Capital,001,0009C,0477,375,5,5,1,27,62,4,3,3,2,2,4,3,0,3,4,4,0,2,6,4,7,3,90,7,12
04,Capital,001,0009C,0478,375,3,0,2,2,75,6,3,2,1,2,5,5,3,3,4,5,0,1,7,4,11,2,77,5,7
04,Capital,001,0009C,0479,375,1,5,2,16,78,8,3,1,10,3,3,4,1,2,0,2,0,1,2,10,6,4,85,13,6
04,Capital,001,0009C,0480,375,1,7,1,25,78,2,4,4,4,2,4,3,2,6,1,2,1,1,4,8,6,0,90,8,2
04,Capital,001,0009C,0481,375,0,0,1,28,75,4,2,1,7,1,4,4,2,1,2,5,1,0,2,7,6,1,82,7,5
04,Capital,001,0009C,3998,386,5,7,1,13,65,2,3,1,2,0,4,8,2,23,0,4,1,1,0,3,4,1,95,14,9
04,Capital,001,0009C,3999,386,8,9,3,24,63,9,2,2,4,3,1,3,0,1,1,1,4,1,1,6,5,3,99,8,6
04,Capital,001,0009C,4000,385,3,4,0,7,73,1,3,3,2,3,2,4,3,3,2,11,0,0,21,4,4,4,108,8,12
04,Capital,001,0009C,4001,385,3,6,2,24,60,4,1,4,6,12,4,1,1,2,1,5,5,1,9,3,3,1,96,10,9
04,Capital,001,0009C,4002,385,13,3,4,10,66,2,2,3,6,2,2,0,0,4,7,10,0,0,11,4,7,4,86,9,8
04,Capital,001,0009C,4003,385,0,0,1,17,63,11,9,3,10,0,3,0,0,2,3,1,0,1,1,4,4,4,94,10,3
04,Capital,001,0009C,4004,385,2,6,0,18,80,3,4,7,5,2,4,7,1,2,4,2,0,1,3,2,5,3,100,9,4
04,Capital,001,0009C,4005,385,4,9,0,11,63,0,4,9,14,4,5,3,0,0,13,4,2,0,3,6,2,2,86,10,4
04,Capital,001,0009C,4006,385,1,9,1,17,67,1,0,2,4,6,14,2,2,4,6,3,0,1,4,6,14,0,95,15,3
04,Capital,001,0009C,4007,385,8,7,2,13,78,3,4,0,5,1,0,10,0,0,6,3,1,3,3,4,3,0,103,14,3
04,Capital,001,0009C,4008,385,5,5,1,21,49,2,7,3,9,9,2,4,0,0,3,1,3,2,1,5,3,4,102,12,8
04,Capital,001,0009C,4009,385,4,5,2,10,61,0,4,6,1,1,2,1,0,8,3,13,3,2,4,6,2,1,109,9,12
04,Capital,001,0009C,4010,385,3,6,1,19,64,5,6,3,5,7,6,3,0,0,1,0,5,2,3,5,11,3,97,10,9
04,Capital,001,0009C,4011,385,5,2,3,14,52,7,2,2,4,7,3,3,1,0,5,2,2,1,8,4,6,1,106,14,14
04,Capital,001,0009C,4012,385,15,8,1,25,79,1,1,4,6,2,8,6,1,1,5,4,1,1,3,3,4,4,82,7,9
04,Capital,001,0009C,4013,385,5,6,0,14,64,5,3,5,5,24,0,1,1,1,6,2,1,0,1,6,4,2,106,10,5
04,Capital,001,0009C,4014,385,4,7,5,14,64,3,8,0,8,1,7,7,0,2,2,3,0,1,4,6,3,2,89,8,6
04,Capital,001,0009D,0482,374,5,5,1,7,98,2,5,6,0,1,2,5,1,3,1,1,2,2,4,9,4,1,104,21,10
04,Capital,001,0009D,0483,374,4,5,3,21,127,4,4,2,2,1,0,2,1,1,1,0,0,0,1,7,4,1,86,15,7
04,Capital,001,0009D,0484,374,1,2,0,7,118,0,4,3,6,0,3,13,2,1,0,2,2,1,4,8,4,5,83,10,5
04,Capital,001,0009D,0485,374,1,5,0,9,109,1,6,8,6,1,0,0,4,4,1,1,1,2,5,9,3,5,99,19,3
04,Capital,001,0009D,0486,374,4,7,3,17,105,1,5,9,7,3,6,2,2,0,0,2,5,0,1,14,2,3,82,11,5
04,Capital,001,0009D,0487,374,1,3,8,10,112,3,2,4,1,1,4,3,0,6,1,2,1,1,3,10,5,2,91,11,15
04,Capital,001,0009D,0488,374,5,2,0,18,96,2,2,3,10,1,2,2,1,1,1,3,0,1,6,15,2,4,105,12,9
04,Capital,001,0009D,0489,374,0,3,0,24,101,1,6,4,3,6,3,2,1,1,1,0,1,2,1,6,3,2,81,12,12
04,Capital,001,0009D,0490,374,5,6,0,14,110,6,11,7,9,0,2,1,0,1,0,2,0,0,2,6,5,4,89,11,1
04,Capital,001,0009D,0491,374,3,2,1,22,110,2,7,5,8,1,0,0,2,2,0,2,2,2,1,7,1,1,100,11,4
04,Capital,001,0009D,0492,374,4,6,2,8,105,2,3,4,2,1,1,2,0,0,0,2,1,0,2,6,2,1,103,19,16
04,Capital,001,0009D,0493,374,8,0,0,20,99,4,1,3,4,3,4,4,2,1,1,1,3,0,0,16,1,1,96,19,11
04,Capital,001,0009D,0494,373,0,0,0,10,128,2,1,1,1,1,1,0,2,4,1,0,1,0,1,6,10,0,91,19,22
04,Capital,001,0009D,4015,365,2,8,0,11,99,5,4,5,6,3,1,1,0,0,4,0,1,2,3,9,1,6,97,13,12
04,Capital,001,0009D,4016,365,3,8,1,15,96,4,1,2,8,0,0,3,1,8,2,2,0,0,2,9,6,2,104,14,10
04,Capital,001,0009D,4017,364,0,0,2,13,85,6,6,2,4,2,1,2,2,1,0,3,2,1,2,9,8,3,100,7,5
04,Capital,001,0009D,4018,364,4,3,2,17,93,5,2,3,7,3,2,0,2,2,1,1,2,0,0,11,6,4,96,12,6
04,Capital,001,0009D,4019,364,3,10,1,23,92,1,5,3,4,0,6,1,2,2,3,0,3,1,1,3,3,3,100,17,4
04,Capital,001,0009D,4020,364,2,5,0,25,83,1,1,0,8,1,3,3,1,3,13,1,3,0,4,7,6,3,101,12,9
04,Capital,001,0009D,4021,364,8,6,0,12,83,5,5,3,0,1,2,3,0,2,0,0,3,2,4,3,2,1,109,15,18
04,Capital,001,0009D,4022,364,13,8,2,22,83,2,5,4,0,1,0,0,0,5,1,4,0,1,1,11,0,4,92,16,17
04,Capital,001,0009D,4023,364,0,0,2,17,99,2,1,6,8,5,7,5,0,2,1,0,3,0,0,5,3,2,106,8,20
04,Capital,001,0009D,4024,364,2,4,2,22,92,3,3,9,14,1,4,5,0,1,0,0,1,1,2,6,0,4,94,13,6
04,Capital,001,0009E,0495,351,5,7,0,18,65,0,1,3,5,3,4,0,5,3,3,0,3,0,2,7,4,1,94,9,12
04,Capital,001,0009E,0496,351,0,4,1,12,81,1,6,2,1,0,4,0,3,4,2,6,4,2,1,3,1,2,86,8,12
04,Capital,001,0009E,0497,351,5,5,1,14,67,2,3,4,4,1,4,2,2,3,1,2,2,0,3,3,4,1,85,18,8
04,Capital,001,0009E,0498,351,0,4,1,15,66,7,5,2,3,4,1,6,0,3,5,0,0,2,1,6,2,2,88,10,5
04,Capital,001,0009E,0499,351,3,4,0,10,73,0,3,4,3,3,5,3,0,2,1,0,1,1,5,5,4,3,94,10,5
04,Capital,001,0009E,0500,351,1,9,2,8,67,0,3,0,5,0,4,3,1,3,2,3,0,3,7,4,1,2,83,10,10
04,Capital,001,0009E,0501,351,7,2,2,21,74,0,3,2,8,0,3,0,1,0,1,1,2,2,0,2,1,2,77,11,8
04,Capital,001,0009E,4025,363,5,5,2,12,64,1,1,3,2,3,1,3,1,0,2,2,0,1,3,2,6,2,83,13,11
04,Capital,001,0009E,4026,363,4,5,0,20,79,2,5,3,4,2,4,2,0,3,0,0,0,0,2,5,10,5,103,12,4
04,Capital,001,0009E,4027,363,4,8,1,12,63,0,3,4,2,2,2,4,2,1,1,0,1,0,3,2,2,0,84,9,15
04,Capital,001,0009E,4028,362,6,3,1,22,62,1,2,4,5,1,2,2,1,1,2,0,1,2,6,7,4,2,94,10,3
04,Capital,001,0009E,4029,362,0,0,0,0,59,0,5,4,2,4,3,2,4,4,0,1,0,1,3,4,4,2,92,5,6
04,Capital,001,0009E,4030,362,6,2,0,12,51,5,3,6,7,5,2,0,1,2,0,1,3,1,2,4,0,0,103,14,9
04,Capital,001,0009F,0502,373,4,1,1,16,88,0,6,3,6,3,5,3,1,0,2,4,1,0,0,6,2,2,88,10,6
04,Capital,001,0009F,0503,373,3,10,0,15,89,1,4,2,6,3,4,1,1,4,4,4,1,0,5,12,2,3,78,8,4
04,Capital,001,0009F,0504,373,0,2,1,3,99,2,2,1,5,2,4,6,1,2,4,0,1,0,2,6,4,1,86,10,11
04,Capital,001,0009F,0505,373,3,7,0,13,89,3,1,3,5,0,2,3,2,3,0,10,1,0,1,4,3,1,92,10,8
04,Capital,001,0009F,0506,373,5,6,5,9,95,5,4,1,2,2,0,0,0,2,1,1,0,1,4,4,2,1,78,18,15
04,Capital,001,0009F,0507,373,5,7,1,11,100,5,2,5,2,5,2,0,1,4,3,3,0,0,0,12,1,1,87,13,11
04,Capital,001,0009F,0508,373,5,2,0,6,91,0,1,5,4,1,0,2,0,8,1,9,1,2,3,6,3,2,81,12,8
04,Capital,001,0009F,0509,373,2,5,1,12,73,3,3,2,5,6,1,9,2,4,1,2,2,1,3,3,2,2,96,13,9
04,Capital,001,0009F,0510,373,3,5,1,8,102,0,5,2,9,0,0,1,0,2,4,4,1,0,0,5,4,1,86,17,6
04,Capital,001,0009F,0511,373,7,5,1,14,74,0,5,5,9,0,0,0,3,6,5,0,0,1,4,11,0,0,95,14,0
04,Capital,001,0009F,0512,373,4,4,0,13,88,0,2,5,4,6,1,0,0,1,0,0,0,1,6,7,3,1,71,15,14
04,Capital,001,0009F,0513,373,1,4,1,22,72,5,2,3,2,1,1,1,3,2,2,9,2,1,8,3,4,3,81,10,10
04,Capital,001,0009F,0514,373,5,6,1,7,90,3,3,2,5,2,1,0,1,3,3,8,2,1,5,3,7,2,82,15,9
04,Capital,001,0009F,0515,373,5,3,1,18,64,0,4,3,8,0,1,0,0,3,3,5,1,0,1,7,5,1,85,13,6
04,Capital,001,0009F,0516,373,6,3,1,10,83,0,2,2,3,0,2,1,1,0,7,4,2,3,2,13,5,6,78,8,8
04,Capital,001,0009F,0517,372,6,11,0,6,93,1,2,3,0,5,4,7,0,1,1,0,1,0,3,7,1,0,88,8,8
04,Capital,001,0009F,0518,372,0,1,1,13,88,3,6,2,11,1,5,2,1,2,2,6,0,5,3,5,2,2,102,16,3
04,Capital,001,0009F,0519,372,8,9,0,18,77,3,5,3,6,2,0,0,0,0,0,3,1,4,3,1,0,2,99,11,6
04,Capital,001,0009F,0520,372,14,5,0,9,84,0,3,2,4,5,1,0,2,1,2,1,2,2,0,5,10,2,81,13,7
04,Capital,001,0009F,0521,372,0,4,0,8,89,0,5,4,9,3,3,1,1,1,1,0,1,0,2,11,3,0,91,10,2
04,Capital,001,0009F,0522,372,12,0,0,13,62,0,3,2,9,5,4,0,1,0,0,0,0,2,0,6,1,3,100,10,7
04,Capital,001,0009F,0523,372,6,7,2,20,70,2,6,4,2,6,6,2,3,2,1,2,1,0,3,3,2,3,92,11,10
04,Capital,001,0009F,4031,376,5,0,2,13,61,2,5,3,2,2,6,3,1,1,0,3,0,2,3,4,5,1,101,6,13
04,Capital,001,0009F,4032,376,10,8,0,7,74,0,7,1,1,4,0,6,1,6,1,3,3,0,2,5,0,3,76,10,12
