codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00092,00001,00008,00005,00010,00009,00002,00091,00050,00061,00093,00004
21,006,GENERAL LÓPEZ,04686,086935,0,0,0,0,23,6,73,21,112,2,0,0,1,0,10
21,006,GENERAL LÓPEZ,04686,086936,0,0,4,0,31,6,97,15,96,1,0,0,0,0,9
21,006,GENERAL LÓPEZ,04686,086937,0,0,5,0,27,4,80,7,116,2,0,0,0,1,5
21,006,GENERAL LÓPEZ,04686,086938,0,0,2,0,44,11,71,6,111,0,0,0,0,0,6
21,006,GENERAL LÓPEZ,04686,086939,0,0,12,0,38,4,68,14,120,2,0,0,0,0,0
21,006,GENERAL LÓPEZ,04686,086940,0,0,5,0,30,4,56,10,128,3,0,0,2,2,12
21,006,GENERAL LÓPEZ,04686,086941,0,0,0,1,31,4,85,11,109,0,0,0,0,0,14
21,006,GENERAL LÓPEZ,04686,086942,0,0,4,1,28,7,71,11,108,1,0,0,0,3,8
21,006,GENERAL LÓPEZ,04686,086943,0,0,5,2,30,10,67,17,108,1,0,0,0,0,9
21,006,GENERAL LÓPEZ,04686,086944,0,0,4,0,40,8,59,15,104,7,0,0,0,0,12
21,006,GENERAL LÓPEZ,04686,086945,0,0,6,0,25,7,85,10,104,0,0,1,0,1,11
21,006,GENERAL LÓPEZ,04686,086946,0,0,1,0,30,7,72,14,106,0,0,0,0,1,15
21,006,GENERAL LÓPEZ,04686,086947,0,0,1,0,39,7,45,6,140,2,1,0,0,1,4
21,006,GENERAL LÓPEZ,04686,086948,0,0,15,0,18,4,85,9,95,1,0,0,0,1,6
21,006,GENERAL LÓPEZ,04686,086949,0,0,5,2,28,4,82,7,110,2,1,0,0,1,14
21,006,GENERAL LÓPEZ,04686,086950,0,0,9,1,36,5,80,10,105,1,1,2,0,0,6
21,006,GENERAL LÓPEZ,04686,086951,0,0,4,0,26,8,76,12,110,1,1,0,0,0,3
21,006,GENERAL LÓPEZ,04686,086952,0,0,8,1,24,7,83,10,110,2,0,0,1,0,11
21,006,GENERAL LÓPEZ,04686,086953,0,0,0,1,25,5,98,14,99,1,0,0,0,0,8
21,006,GENERAL LÓPEZ,04686,086954,0,0,2,0,29,5,63,12,124,1,0,2,0,0,11
21,006,GENERAL LÓPEZ,04686,086955,0,0,9,0,25,2,80,14,91,2,1,0,1,0,5
21,006,GENERAL LÓPEZ,04686,086956,0,0,10,0,39,4,59,10,111,2,0,0,0,2,12
21,006,GENERAL LÓPEZ,04686,086957,0,0,1,0,36,7,50,22,98,0,0,0,0,0,7
21,006,GENERAL LÓPEZ,04686,086958,0,0,3,0,32,11,77,15,102,0,0,1,3,1,3
21,006,GENERAL LÓPEZ,04686,086959,0,0,2,0,26,5,81,7,114,0,0,0,0,1,9
21,006,GENERAL LÓPEZ,04686,086960,0,0,10,0,32,3,81,10,104,2,0,0,0,0,12
21,006,GENERAL LÓPEZ,04686,086961,0,0,9,0,23,4,86,15,104,0,2,0,0,0,6
21,006,GENERAL LÓPEZ,04686,086962,0,0,4,0,28,5,53,9,126,4,0,0,0,0,13
21,006,GENERAL LÓPEZ,04686,086963,0,0,1,1,32,5,80,16,119,1,0,1,1,0,6
21,006,GENERAL LÓPEZ,04686,086964,0,0,0,0,16,6,94,9,115,1,0,0,0,0,6
21,006,GENERAL LÓPEZ,04686,086965,0,0,7,0,28,6,79,3,109,0,0,0,0,0,12
21,006,GENERAL LÓPEZ,04686,086966,0,0,7,0,25,6,81,13,125,1,1,0,1,0,10
21,006,GENERAL LÓPEZ,04686,086967,0,0,5,0,19,3,87,12,109,2,1,0,0,0,7
21,006,GENERAL LÓPEZ,04686,086968,0,0,4,0,29,3,116,10,78,0,0,0,0,0,6
21,006,GENERAL LÓPEZ,04686,086969,0,0,17,0,30,8,67,17,100,3,1,1,0,0,6
21,006,GENERAL LÓPEZ,04686,086970,0,0,5,0,33,5,70,7,108,3,0,0,0,0,9
21,006,GENERAL LÓPEZ,04686,086971,0,0,5,0,31,8,76,4,112,2,0,0,0,0,14
21,006,GENERAL LÓPEZ,04686,086972,0,0,8,1,24,7,79,6,116,1,0,0,0,0,13
21,006,GENERAL LÓPEZ,04686,086973,0,0,0,0,35,3,83,13,101,3,0,0,0,0,9
21,006,GENERAL LÓPEZ,04686,086974,0,0,4,0,29,2,92,8,105,0,0,0,0,0,11
21,006,GENERAL LÓPEZ,04686,086975,0,0,1,1,26,2,92,3,105,1,0,0,1,0,14
21,006,GENERAL LÓPEZ,04686,086976,0,0,6,0,35,1,81,5,110,2,0,2,0,0,4
21,006,GENERAL LÓPEZ,04686,086977,0,0,6,0,25,3,90,10,86,2,0,0,1,0,6
21,006,GENERAL LÓPEZ,04686,086978,0,0,4,0,25,10,79,6,103,5,0,0,0,0,10
21,006,GENERAL LÓPEZ,04686,086979,0,0,6,0,33,2,69,10,130,0,0,0,0,0,9
21,006,GENERAL LÓPEZ,04686,086980,0,0,9,0,28,3,74,12,105,2,0,0,0,0,8
21,006,GENERAL LÓPEZ,04686,086981,0,0,10,0,35,5,66,6,132,1,0,0,0,1,17
21,006,GENERAL LÓPEZ,04686,086982,0,0,7,0,27,3,80,5,101,3,0,0,1,1,10
21,006,GENERAL LÓPEZ,04686,086983,0,0,8,0,29,4,88,13,109,2,1,0,1,1,10
21,006,GENERAL LÓPEZ,04686,086984,0,0,4,0,29,1,81,7,101,1,0,1,0,0,4
21,006,GENERAL LÓPEZ,04686,086985,0,0,8,0,20,2,35,2,74,2,0,0,0,1,3
21,006,GENERAL LÓPEZ,04687,086986,0,0,4,1,28,4,101,11,77,1,0,0,0,0,9
21,006,GENERAL LÓPEZ,04687,086987,0,0,0,0,24,4,117,13,76,3,1,1,0,0,3
21,006,GENERAL LÓPEZ,04687,086988,0,0,12,0,37,4,84,18,77,0,1,1,0,0,8
21,006,GENERAL LÓPEZ,04687,086989,0,0,4,0,27,5,100,6,86,1,0,0,1,0,12
21,006,GENERAL LÓPEZ,04687,086990,0,0,2,0,25,10,109,6,74,1,0,0,0,4,9
21,006,GENERAL LÓPEZ,04687,086991,0,0,3,2,34,7,91,5,90,1,0,0,0,0,13
21,006,GENERAL LÓPEZ,04687,086992,0,0,4,0,27,5,0,6,107,4,0,0,0,1,7
21,006,GENERAL LÓPEZ,04687,086993,0,0,7,1,22,5,103,4,96,0,0,1,0,1,12
21,006,GENERAL LÓPEZ,04687,086994,0,0,1,0,27,3,104,9,90,4,0,0,0,0,6
21,006,GENERAL LÓPEZ,04687,086995,0,0,5,0,26,3,82,12,89,3,1,0,2,0,6
21,006,GENERAL LÓPEZ,04687,086996,0,0,6,0,25,9,96,6,101,0,0,1,0,0,4
21,006,GENERAL LÓPEZ,04687,086997,0,0,7,0,36,6,84,13,99,2,0,0,0,0,10
21,006,GENERAL LÓPEZ,04687,086998,0,0,2,0,26,6,71,5,116,1,0,1,0,3,8
21,006,GENERAL LÓPEZ,04687,086999,0,0,1,0,20,4,90,14,88,3,0,0,0,0,9
21,006,GENERAL LÓPEZ,04687,087000,0,0,3,0,32,5,102,8,102,1,0,0,1,0,7
21,006,GENERAL LÓPEZ,04687,087001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,006,GENERAL LÓPEZ,04687,087002,0,0,6,0,32,5,94,15,95,2,0,0,0,0,9
21,006,GENERAL LÓPEZ,04687,087003,0,0,10,0,30,2,79,8,117,0,0,0,0,0,5
21,006,GENERAL LÓPEZ,04687,087004,0,0,3,0,30,6,96,6,98,1,0,0,0,1,3
21,006,GENERAL LÓPEZ,04687,087005,0,0,2,0,26,6,88,11,104,3,0,0,0,1,8
21,006,GENERAL LÓPEZ,04687,087006,0,0,1,2,28,7,88,16,99,0,0,0,0,0,7
21,006,GENERAL LÓPEZ,04687,087007,0,0,2,0,27,8,89,9,99,2,0,0,0,0,9
21,006,GENERAL LÓPEZ,04687,087008,0,0,8,0,17,0,94,10,113,0,1,0,0,1,5
21,006,GENERAL LÓPEZ,04687,087009,0,0,3,0,27,8,106,10,85,0,0,0,0,0,7
21,006,GENERAL LÓPEZ,04687,087010,0,0,6,0,29,2,91,10,88,0,0,0,1,0,10
21,006,GENERAL LÓPEZ,04687,087011,0,0,9,0,28,107,91,13,0,1,0,0,0,1,9
21,006,GENERAL LÓPEZ,04687,087012,0,0,2,0,30,4,101,7,102,2,0,0,0,2,10
21,006,GENERAL LÓPEZ,04687,087013,0,0,1,0,27,5,106,10,97,2,0,0,0,0,9
21,006,GENERAL LÓPEZ,04687,087014,0,0,4,0,26,5,107,5,101,3,0,0,1,1,0
21,006,GENERAL LÓPEZ,04687,087015,0,0,11,0,28,3,116,9,83,1,0,0,0,0,11
21,006,GENERAL LÓPEZ,04687,087016,0,0,11,0,43,4,66,11,116,1,0,0,0,1,13
21,006,GENERAL LÓPEZ,04687,087017,0,0,6,0,26,6,87,13,97,1,0,1,0,1,9
21,006,GENERAL LÓPEZ,04687,087018,0,0,6,0,31,3,77,7,119,1,0,0,0,0,10
21,006,GENERAL LÓPEZ,04687,087019,0,0,6,0,17,6,86,6,115,1,0,0,0,0,4
21,006,GENERAL LÓPEZ,04687,087020,0,0,2,1,24,4,0,10,96,2,0,0,1,0,3
21,006,GENERAL LÓPEZ,04687,087021,0,0,0,0,25,4,125,17,71,4,0,0,0,7,0
21,006,GENERAL LÓPEZ,04687,087022,0,0,4,2,29,6,96,8,92,0,0,0,0,0,15
21,006,GENERAL LÓPEZ,04687,087023,0,0,0,0,29,4,96,14,94,3,1,0,0,0,11
21,006,GENERAL LÓPEZ,04687,087024,0,0,5,0,34,7,89,6,118,0,0,1,0,1,6
21,006,GENERAL LÓPEZ,04687,087025,0,0,4,0,31,5,95,10,97,1,0,1,0,0,14
21,006,GENERAL LÓPEZ,04687,087026,0,0,7,0,27,1,94,8,103,1,0,0,0,0,3
21,006,GENERAL LÓPEZ,04687,087027,0,0,4,1,36,2,94,14,87,0,2,0,0,0,6
21,006,GENERAL LÓPEZ,04687,087028,0,0,4,0,26,7,101,19,82,1,0,0,1,1,6
21,006,GENERAL LÓPEZ,04687,087029,0,0,1,0,11,1,48,4,73,0,0,0,0,0,7
21,006,GENERAL LÓPEZ,04687,087030,0,0,2,0,14,4,64,8,56,0,0,1,0,0,2
21,006,GENERAL LÓPEZ,04688,087031,0,0,1,0,34,3,91,2,106,2,0,1,0,1,9
21,006,GENERAL LÓPEZ,04688,087032,0,0,7,0,25,5,79,6,94,2,0,0,0,0,5
21,006,GENERAL LÓPEZ,04688,087033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,006,GENERAL LÓPEZ,04688,087034,0,0,3,0,26,7,86,13,80,1,1,0,1,0,5
21,006,GENERAL LÓPEZ,04688,087035,0,0,2,0,38,8,85,7,128,0,0,0,0,1,5
21,006,GENERAL LÓPEZ,04688,087036,0,0,3,0,27,6,80,11,125,2,0,1,0,0,6
21,006,GENERAL LÓPEZ,04688,087037,0,0,7,0,39,7,70,10,113,2,1,0,0,1,5
21,006,GENERAL LÓPEZ,04688,087038,0,0,11,0,22,5,81,14,94,1,1,0,0,2,13
21,006,GENERAL LÓPEZ,04688,087039,0,0,10,0,27,3,64,3,112,3,0,2,1,0,8
21,006,GENERAL LÓPEZ,04688,087040,0,0,1,0,24,6,73,4,117,3,0,0,0,1,9
21,006,GENERAL LÓPEZ,04688,087041,0,0,3,0,24,5,102,10,100,0,0,1,0,0,6
21,006,GENERAL LÓPEZ,04688,087042,0,0,3,1,41,6,97,8,103,1,0,0,0,0,9
21,006,GENERAL LÓPEZ,04688,087043,0,0,2,0,24,3,88,6,109,3,0,0,0,0,6
21,006,GENERAL LÓPEZ,04688,087044,0,0,8,0,24,5,78,8,107,0,0,1,0,0,5
21,006,GENERAL LÓPEZ,04688,087045,0,0,5,1,29,1,89,3,109,1,1,2,0,0,8
21,006,GENERAL LÓPEZ,04688,087046,0,0,3,0,29,8,80,9,116,0,0,0,0,0,0
21,006,GENERAL LÓPEZ,04688,087047,0,0,3,0,31,3,87,6,98,3,0,1,1,1,0
21,006,GENERAL LÓPEZ,04688,087048,0,0,5,0,31,4,81,13,92,1,0,0,0,1,2
21,006,GENERAL LÓPEZ,04688,087049,0,0,6,0,31,3,63,7,120,1,0,0,0,0,10
21,006,GENERAL LÓPEZ,04688,087050,0,0,4,1,19,11,96,9,105,2,0,1,0,1,4
21,006,GENERAL LÓPEZ,04688,087051,0,0,8,3,35,2,99,12,82,1,0,0,0,0,7
21,006,GENERAL LÓPEZ,04688,087052,0,0,1,0,21,5,84,5,101,4,0,0,0,0,8
21,006,GENERAL LÓPEZ,04688,087053,0,0,4,1,29,8,93,5,93,1,0,0,0,0,7
21,006,GENERAL LÓPEZ,04688,087054,0,0,19,0,28,3,81,7,113,0,0,0,1,0,12
21,006,GENERAL LÓPEZ,04688,087055,0,0,7,0,27,3,79,2,118,1,0,0,1,0,10
21,006,GENERAL LÓPEZ,04688,087056,0,0,2,0,30,2,104,7,89,1,0,1,0,0,4
21,006,GENERAL LÓPEZ,04688,087057,0,0,3,0,25,5,85,15,120,1,0,0,0,0,2
21,006,GENERAL LÓPEZ,04688,087058,0,0,5,0,30,5,65,7,123,1,0,0,0,1,8
21,006,GENERAL LÓPEZ,04688,087059,0,0,6,0,28,5,64,9,112,0,0,0,1,0,6
21,006,GENERAL LÓPEZ,04688,087060,0,0,2,3,30,4,91,6,101,1,0,0,0,1,13
21,006,GENERAL LÓPEZ,04688,087061,0,0,1,0,25,3,88,9,90,0,0,0,0,0,10
21,006,GENERAL LÓPEZ,04688,087062,0,0,3,1,12,3,53,1,85,0,0,0,0,0,11
21,006,GENERAL LÓPEZ,04689,087063,0,0,5,1,22,2,113,4,100,0,1,0,0,0,6
21,006,GENERAL LÓPEZ,04689,087064,0,0,5,0,36,1,109,2,99,0,0,0,0,0,3
21,006,GENERAL LÓPEZ,04689,087065,0,0,5,0,21,0,113,4,118,2,0,0,0,0,5
21,006,GENERAL LÓPEZ,04689,087066,0,0,12,0,27,5,96,0,98,2,0,0,0,0,7
21,006,GENERAL LÓPEZ,04689,087067,0,0,5,0,24,3,104,4,108,0,0,0,0,0,8
21,006,GENERAL LÓPEZ,04689,087068,0,0,3,1,20,1,132,7,95,2,1,0,0,1,2
21,006,GENERAL LÓPEZ,04689,087069,0,0,5,0,22,3,102,5,125,1,0,0,1,0,3
21,006,GENERAL LÓPEZ,04689,087070,0,0,5,1,28,2,101,5,118,0,0,0,0,0,9
21,006,GENERAL LÓPEZ,04689,087071,0,0,7,1,18,2,110,3,101,4,0,0,0,0,8
21,006,GENERAL LÓPEZ,04689,087072,0,0,9,0,27,4,126,5,85,2,0,0,0,1,4
21,006,GENERAL LÓPEZ,04689,087073,0,0,8,0,15,4,105,13,101,2,0,0,1,1,8
21,006,GENERAL LÓPEZ,04689,087074,0,0,11,0,29,4,110,3,95,2,0,0,1,0,7
21,006,GENERAL LÓPEZ,04689,087075,0,0,3,0,33,3,94,9,105,1,0,0,0,0,6
21,006,GENERAL LÓPEZ,04689,087076,0,0,1,0,32,2,90,8,115,4,0,0,0,0,5
21,006,GENERAL LÓPEZ,04689,087077,0,0,0,0,9,0,40,0,29,1,0,0,0,0,3
21,006,GENERAL LÓPEZ,04690,087078,0,0,5,0,32,4,119,3,107,1,0,0,0,2,10
21,006,GENERAL LÓPEZ,04690,087079,0,0,6,7,28,5,91,4,123,1,1,1,0,0,3
21,006,GENERAL LÓPEZ,04690,087080,0,0,7,0,32,3,110,3,93,0,0,0,0,0,5
21,006,GENERAL LÓPEZ,04690,087081,0,0,4,1,29,5,81,2,133,0,1,0,0,2,4
21,006,GENERAL LÓPEZ,04690,087082,0,0,13,0,0,8,110,2,91,1,0,0,0,0,6
21,006,GENERAL LÓPEZ,04690,087083,0,0,5,0,24,5,97,2,125,2,0,0,0,0,3
21,006,GENERAL LÓPEZ,04690,087084,0,0,8,0,16,1,100,6,126,1,0,0,0,1,4
21,006,GENERAL LÓPEZ,04690,087085,0,0,4,0,24,3,113,8,97,1,0,0,0,0,9
21,006,GENERAL LÓPEZ,04690,087086,0,0,5,0,27,5,101,5,108,2,0,1,0,0,1
21,006,GENERAL LÓPEZ,04690,087087,0,0,12,0,20,8,95,5,111,2,0,0,0,0,3
21,006,GENERAL LÓPEZ,04690,087088,0,0,20,2,23,4,92,7,103,0,0,0,0,0,0
21,006,GENERAL LÓPEZ,04690,087089,0,0,1,0,11,5,51,3,45,1,0,1,0,0,0
21,007,GENERAL OBLIGADO,04691,087090,0,0,4,1,5,1,117,8,13,0,0,1,0,0,1
21,007,GENERAL OBLIGADO,04691,087091,0,0,1,0,13,0,96,5,35,0,0,0,0,0,3
21,007,GENERAL OBLIGADO,04692,087092,0,0,2,0,17,5,124,1,75,1,0,1,0,0,10
21,007,GENERAL OBLIGADO,04692,087093,0,0,5,1,22,4,131,3,67,3,0,1,0,1,4
21,007,GENERAL OBLIGADO,04692,087094,0,0,1,0,13,2,71,4,160,1,0,0,0,0,8
21,007,GENERAL OBLIGADO,04692,087095,0,0,3,0,13,3,121,3,92,0,0,0,0,0,4
21,007,GENERAL OBLIGADO,04692,087096,0,0,3,0,12,4,95,5,125,0,0,0,1,0,7
21,007,GENERAL OBLIGADO,04692,087097,0,0,2,0,16,4,121,4,88,0,0,0,0,0,7
21,007,GENERAL OBLIGADO,04692,087098,0,0,13,0,13,2,99,5,107,0,0,1,0,0,6
21,007,GENERAL OBLIGADO,04692,087099,0,0,2,0,15,1,126,3,79,0,0,1,0,0,7
21,007,GENERAL OBLIGADO,04692,087100,0,0,1,1,20,0,113,2,89,0,0,1,0,0,2
21,007,GENERAL OBLIGADO,04692,087101,0,0,0,0,12,1,149,4,81,0,0,0,0,0,5
21,007,GENERAL OBLIGADO,04692,087102,0,0,14,0,19,1,84,6,110,1,0,0,0,0,5
21,007,GENERAL OBLIGADO,04692,087103,0,0,2,0,20,3,96,5,122,1,0,0,0,0,5
21,007,GENERAL OBLIGADO,04692,087104,0,0,3,1,9,2,68,5,157,0,0,2,1,0,10
21,007,GENERAL OBLIGADO,04692,087105,0,0,3,1,18,2,110,3,68,2,0,0,0,0,10
21,007,GENERAL OBLIGADO,04692,087106,0,0,9,0,23,1,102,3,117,1,1,0,0,0,3
21,007,GENERAL OBLIGADO,04692,087107,0,0,2,1,7,1,101,3,102,0,0,3,0,1,3
21,007,GENERAL OBLIGADO,04692,087108,0,0,2,0,14,0,115,6,98,0,0,1,0,0,2
21,007,GENERAL OBLIGADO,04692,087109,0,0,2,0,35,4,89,1,127,0,1,1,0,0,3
21,007,GENERAL OBLIGADO,04692,087110,0,0,2,0,16,0,129,1,78,1,0,0,0,1,5
21,007,GENERAL OBLIGADO,04692,087111,0,0,3,0,10,1,34,2,71,1,0,0,0,0,3
21,007,GENERAL OBLIGADO,04692,087112,0,0,4,0,11,1,38,0,88,0,0,0,0,0,5
21,007,GENERAL OBLIGADO,04693,087113,0,0,20,0,16,2,146,4,62,1,0,3,0,0,2
21,007,GENERAL OBLIGADO,04693,087114,0,0,24,0,6,1,135,1,42,0,0,0,0,0,0
21,007,GENERAL OBLIGADO,04694,087115,0,0,5,0,25,3,75,3,158,1,0,1,0,2,0
21,007,GENERAL OBLIGADO,04694,087116,0,0,0,0,9,0,33,0,30,0,0,0,0,0,0
21,007,GENERAL OBLIGADO,04695,087117,0,0,1,0,25,5,108,5,90,1,0,0,3,0,4
21,007,GENERAL OBLIGADO,04695,087118,0,0,5,0,19,3,112,8,105,0,0,1,0,0,9
21,007,GENERAL OBLIGADO,04695,087119,0,0,8,0,19,7,114,4,111,1,0,0,0,1,7
21,007,GENERAL OBLIGADO,04695,087120,0,0,2,0,20,3,105,12,101,1,0,0,0,0,5
21,007,GENERAL OBLIGADO,04695,087121,0,0,12,0,22,2,73,1,128,0,0,0,2,0,8
21,007,GENERAL OBLIGADO,04695,087122,0,0,3,0,21,5,113,11,97,2,0,2,1,0,3
21,007,GENERAL OBLIGADO,04695,087123,0,0,12,0,17,7,87,6,101,1,1,0,0,0,13
21,007,GENERAL OBLIGADO,04695,087124,0,0,6,0,24,3,59,3,132,0,0,0,0,1,4
21,007,GENERAL OBLIGADO,04695,087125,0,0,16,0,16,0,36,4,171,1,0,0,0,0,13
21,007,GENERAL OBLIGADO,04695,087126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,007,GENERAL OBLIGADO,04695,087127,0,0,2,0,19,5,86,9,124,0,0,1,0,1,7
21,007,GENERAL OBLIGADO,04695,087128,0,0,2,0,20,7,80,4,123,0,1,0,0,0,3
21,007,GENERAL OBLIGADO,04695,087129,0,0,2,0,23,4,77,1,133,2,0,1,0,0,6
21,007,GENERAL OBLIGADO,04695,087130,0,0,1,0,31,4,79,5,118,0,0,0,0,0,7
21,007,GENERAL OBLIGADO,04695,087131,0,0,8,0,22,2,66,1,141,2,1,0,0,0,10
21,007,GENERAL OBLIGADO,04695,087132,0,0,8,2,12,5,88,4,113,1,0,1,0,0,7
21,007,GENERAL OBLIGADO,04695,087133,0,0,5,0,16,2,97,5,101,1,0,1,0,0,7
21,007,GENERAL OBLIGADO,04695,087134,0,0,1,1,22,6,71,1,143,0,0,0,0,0,13
21,007,GENERAL OBLIGADO,04695,087135,0,0,1,0,16,4,107,3,87,0,0,0,1,0,5
21,007,GENERAL OBLIGADO,04695,087136,0,0,4,0,23,2,131,7,88,1,0,1,1,0,6
21,007,GENERAL OBLIGADO,04695,087137,0,0,2,0,23,2,68,7,129,3,0,0,0,0,15
21,007,GENERAL OBLIGADO,04695,087138,0,0,4,0,24,3,79,7,115,2,0,0,0,0,8
21,007,GENERAL OBLIGADO,04695,087139,0,0,7,0,13,1,70,5,148,1,0,0,0,0,6
21,007,GENERAL OBLIGADO,04695,087140,0,0,1,0,13,2,106,6,89,0,0,1,0,0,1
21,007,GENERAL OBLIGADO,04695,087141,0,0,5,0,18,1,150,11,58,0,0,0,0,1,6
21,007,GENERAL OBLIGADO,04695,087142,0,0,8,0,15,3,101,3,116,1,0,0,0,1,0
21,007,GENERAL OBLIGADO,04695,087143,0,0,1,0,18,7,110,7,99,0,1,0,2,0,8
21,007,GENERAL OBLIGADO,04695,087144,0,0,5,2,22,4,62,5,147,0,0,0,0,0,9
21,007,GENERAL OBLIGADO,04695,087145,0,0,8,3,20,6,101,6,98,0,0,1,0,0,6
21,007,GENERAL OBLIGADO,04695,087146,0,0,5,0,23,6,87,9,123,0,0,0,0,1,8
21,007,GENERAL OBLIGADO,04695,087147,0,0,7,1,13,3,126,3,99,0,0,0,0,1,10
21,007,GENERAL OBLIGADO,04695,087148,0,0,3,0,22,5,75,6,138,0,0,1,0,0,10
21,007,GENERAL OBLIGADO,04695,087149,0,0,2,0,21,3,135,3,69,4,1,2,0,0,9
21,007,GENERAL OBLIGADO,04695,087150,0,0,1,0,19,4,65,8,126,2,0,1,0,0,11
21,007,GENERAL OBLIGADO,04695,087151,0,0,3,0,26,2,109,3,90,0,0,1,0,0,6
21,007,GENERAL OBLIGADO,04695,087152,0,0,1,0,18,7,108,10,88,1,1,0,1,0,5
21,007,GENERAL OBLIGADO,04695,087153,0,0,3,0,31,4,54,4,148,0,1,1,0,0,14
21,007,GENERAL OBLIGADO,04695,087154,0,0,0,0,20,5,71,2,145,0,0,0,0,0,5
21,007,GENERAL OBLIGADO,04695,087155,0,0,5,0,21,4,134,9,76,0,0,0,0,0,3
21,007,GENERAL OBLIGADO,04695,087156,0,0,5,0,24,3,95,3,121,0,0,2,1,0,1
21,007,GENERAL OBLIGADO,04695,087157,0,0,3,2,24,6,105,7,85,2,0,2,0,0,7
21,007,GENERAL OBLIGADO,04695,087158,0,0,2,0,24,3,71,4,144,1,0,1,0,1,3
21,007,GENERAL OBLIGADO,04695,087159,0,0,4,1,29,4,69,9,139,2,1,0,0,1,9
21,007,GENERAL OBLIGADO,04695,087160,0,0,0,1,25,7,101,3,114,0,0,0,0,0,5
21,007,GENERAL OBLIGADO,04695,087161,0,0,7,1,19,5,94,15,78,0,0,0,0,1,8
21,007,GENERAL OBLIGADO,04695,087162,0,0,5,0,20,3,108,8,98,2,0,1,1,0,8
21,007,GENERAL OBLIGADO,04695,087163,0,0,8,0,11,0,123,10,75,2,0,0,0,0,8
21,007,GENERAL OBLIGADO,04695,087164,0,0,6,0,21,4,86,6,122,0,0,0,0,0,10
21,007,GENERAL OBLIGADO,04695,087165,0,0,0,0,27,1,79,1,98,1,0,0,0,0,6
21,007,GENERAL OBLIGADO,04695,087166,0,0,4,2,19,6,57,6,120,1,1,0,0,0,5
21,007,GENERAL OBLIGADO,04695,087167,0,0,1,0,14,2,82,4,119,2,0,0,0,0,7
21,007,GENERAL OBLIGADO,04695,087168,0,0,1,0,19,5,110,1,96,1,1,0,0,0,9
21,007,GENERAL OBLIGADO,04695,087169,0,0,1,0,26,6,56,5,132,3,0,1,0,0,7
21,007,GENERAL OBLIGADO,04695,087170,0,0,0,0,16,3,96,4,123,1,0,0,0,0,4
21,007,GENERAL OBLIGADO,04695,087171,0,0,13,0,17,3,81,3,139,0,0,0,0,0,3
21,007,GENERAL OBLIGADO,04695,087172,0,0,4,0,12,4,106,8,100,1,0,1,2,0,7
21,007,GENERAL OBLIGADO,04695,087173,0,0,6,0,25,0,89,8,96,1,1,0,0,0,5
21,007,GENERAL OBLIGADO,04695,087174,0,0,5,0,21,7,72,4,137,2,1,1,0,0,5
21,007,GENERAL OBLIGADO,04695,087175,0,0,4,0,20,4,30,1,71,0,1,1,0,0,4
21,007,GENERAL OBLIGADO,04695,087176,0,0,4,0,13,1,29,2,88,0,0,0,0,0,3
21,007,GENERAL OBLIGADO,04696,087177,0,0,2,0,17,3,125,2,103,2,0,1,0,0,0
21,007,GENERAL OBLIGADO,04696,087178,0,0,5,0,34,1,117,6,114,0,1,0,0,0,12
21,007,GENERAL OBLIGADO,04696,087179,0,0,10,0,26,5,128,0,79,1,0,0,0,2,5
21,007,GENERAL OBLIGADO,04696,087180,0,0,6,1,19,5,113,3,96,0,0,0,1,2,9
21,007,GENERAL OBLIGADO,04696,087181,0,0,3,0,17,2,133,7,85,0,1,0,0,0,4
21,007,GENERAL OBLIGADO,04696,087182,0,0,1,2,24,2,100,10,98,0,0,1,0,0,5
21,007,GENERAL OBLIGADO,04696,087183,0,0,7,0,21,3,126,5,88,2,1,0,0,0,7
21,007,GENERAL OBLIGADO,04696,087184,0,0,11,0,24,3,47,6,157,1,0,2,0,1,15
21,007,GENERAL OBLIGADO,04696,087185,0,0,9,1,12,5,87,6,121,2,0,0,0,0,11
21,007,GENERAL OBLIGADO,04696,087186,0,0,4,0,24,3,61,5,175,0,0,0,2,0,9
21,007,GENERAL OBLIGADO,04696,087187,0,0,1,0,15,3,117,3,123,0,0,0,0,0,5
21,007,GENERAL OBLIGADO,04696,087188,0,0,5,0,12,3,114,8,91,2,0,1,0,0,8
21,007,GENERAL OBLIGADO,04696,087189,0,0,4,1,12,0,141,3,86,1,0,0,1,0,6
21,007,GENERAL OBLIGADO,04696,087190,0,0,7,0,17,1,71,1,156,2,0,0,1,0,10
21,007,GENERAL OBLIGADO,04696,087191,0,0,1,0,19,5,99,4,107,2,0,0,0,0,2
21,007,GENERAL OBLIGADO,04696,087192,0,0,6,0,18,4,89,5,158,1,0,1,0,0,9
21,007,GENERAL OBLIGADO,04696,087193,0,0,3,1,19,2,117,6,102,0,0,0,0,1,12
21,007,GENERAL OBLIGADO,04696,087194,0,0,26,0,0,4,88,6,140,0,0,1,0,0,8
21,007,GENERAL OBLIGADO,04696,087195,0,0,4,0,20,1,139,8,76,0,0,1,1,0,8
21,007,GENERAL OBLIGADO,04696,087196,0,0,7,0,22,4,112,9,93,0,0,0,0,0,5
