codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0005,0036,0047,0055,0131,0133,0134,0178
21,Belgrano,001,0402 ,0001,350,17,2,25,6,1,10,4,99,28,95,1
21,Belgrano,001,0402 ,0002,350,8,0,27,6,5,12,7,76,26,101,11
21,Belgrano,001,0402 ,0003,350,14,3,37,14,8,14,7,77,23,85,0
21,Belgrano,001,0402 ,0004,352,20,0,35,8,6,21,8,77,18,100,3
21,Belgrano,001,0402 ,0005,350,11,4,36,6,12,4,11,90,20,85,1
21,Belgrano,001,0402 ,0006,350,11,3,30,5,8,22,10,72,27,72,7
21,Belgrano,001,0402 ,0007,350,8,4,30,3,11,16,7,63,21,117,2
21,Belgrano,001,0402 ,0008,350,16,1,42,5,5,21,7,58,27,98,2
21,Belgrano,001,0402 ,0009,350,9,0,29,3,2,5,19,87,31,96,5
21,Belgrano,001,0402 ,0010,350,13,4,38,9,1,13,11,79,27,78,9
21,Belgrano,001,0402 ,0011,350,13,0,28,9,2,14,8,105,21,73,5
21,Belgrano,001,0402 ,0012,350,19,0,44,8,4,12,9,104,22,65,0
21,Belgrano,001,0402 ,0013,350,4,0,29,10,5,12,12,86,16,103,7
21,Belgrano,001,0402 ,0014,350,0,0,0,0,0,0,0,0,0,0,0
21,Belgrano,001,0402 ,0015,350,0,0,0,0,0,0,0,0,0,0,0
21,Belgrano,001,0402 ,0016,350,0,0,0,0,0,0,0,0,0,0,0
21,Belgrano,001,0402 ,0017,350,10,0,27,6,4,9,10,73,19,110,2
21,Belgrano,001,0402 ,0018,350,14,1,48,6,8,9,7,64,25,79,15
21,Belgrano,001,0402 ,0019,350,8,0,40,5,8,12,10,84,28,89,5
21,Belgrano,001,0402 ,0020,350,13,0,38,14,2,12,10,71,27,88,0
21,Belgrano,001,0402 ,0021,350,12,3,30,5,5,14,17,84,25,85,7
21,Belgrano,001,0402 ,0022,350,0,0,0,0,0,0,0,0,0,0,0
21,Belgrano,001,0402 ,0023,350,18,0,34,6,5,12,20,69,18,80,2
21,Belgrano,001,0402 ,0024,350,3,5,35,2,11,17,13,72,18,79,4
21,Belgrano,001,0402 ,0025,350,20,0,45,7,10,16,9,67,23,89,1
21,Belgrano,001,0402 ,0026,350,22,3,40,6,6,19,6,62,21,99,4
21,Belgrano,001,0402 ,0027,270,5,5,29,3,9,7,9,66,22,66,5
21,Belgrano,001,0403 ,0028,350,24,8,15,2,6,1,7,132,16,71,4
21,Belgrano,001,0403 ,0029,351,19,0,19,2,6,9,4,125,32,67,5
21,Belgrano,001,0403 ,0030,350,19,0,13,9,7,4,6,109,33,88,5
21,Belgrano,001,0403 ,0031,350,27,0,16,3,12,7,15,89,30,75,0
21,Belgrano,001,0403 ,0032,349,19,0,14,10,8,6,5,114,39,79,1
21,Belgrano,001,0403 ,0033,350,17,0,16,2,9,11,8,108,46,64,4
21,Belgrano,001,0403 ,0034,350,21,0,11,11,4,10,9,82,37,79,1
21,Belgrano,001,0403 ,0035,350,14,4,15,3,6,9,9,110,22,80,2
21,Belgrano,001,0403 ,0036,350,18,0,11,5,10,8,13,114,37,59,8
21,Belgrano,001,0403 ,0037,350,10,0,13,7,5,5,9,142,36,57,4
21,Belgrano,001,0403 ,0038,350,30,0,6,3,7,10,19,97,35,80,2
21,Belgrano,001,0403 ,0039,350,23,0,9,10,3,10,2,131,29,63,6
21,Belgrano,001,0403 ,0040,350,25,0,10,8,8,4,1,135,28,54,5
21,Belgrano,001,0403 ,0041,350,19,0,8,2,3,7,10,144,22,54,5
21,Belgrano,001,0403 ,0042,350,18,0,11,15,1,2,5,131,31,54,1
21,Belgrano,001,0403 ,0043,350,19,0,15,7,3,9,9,129,24,84,0
21,Belgrano,001,0403 ,0044,350,16,0,10,1,5,6,12,134,32,63,4
21,Belgrano,001,0403 ,0045,350,20,0,21,3,3,6,14,100,26,74,8
21,Belgrano,001,0403 ,0046,350,15,0,15,3,5,2,12,154,26,51,0
21,Belgrano,001,0403 ,0047,350,18,0,16,5,5,6,6,121,42,57,7
21,Belgrano,001,0403 ,0048,350,15,0,14,11,10,4,3,116,39,63,2
21,Belgrano,001,0403 ,0049,350,9,5,9,3,6,9,9,134,44,60,0
21,Belgrano,001,0403 ,0050,350,22,0,16,3,7,8,10,104,25,79,6
21,Belgrano,001,0403 ,0051,350,13,0,14,6,9,10,8,102,32,68,5
21,Belgrano,001,0403 ,0052,350,15,0,11,7,5,7,7,125,25,71,2
21,Belgrano,001,0403 ,0053,350,16,0,14,3,5,9,4,126,30,55,3
21,Belgrano,001,0403 ,0054,350,8,8,13,8,2,12,11,119,22,75,4
21,Belgrano,001,0403 ,0055,157,5,0,4,2,1,5,4,50,14,43,3
21,Belgrano,001,0404A,0056,349,13,0,23,7,2,6,5,119,19,69,4
21,Belgrano,001,0404A,0057,350,7,0,20,2,2,10,6,102,12,76,9
21,Belgrano,001,0404A,0058,350,15,0,15,8,2,10,8,98,20,94,4
21,Belgrano,001,0404A,0059,350,13,0,22,9,3,14,8,81,22,99,6
21,Belgrano,001,0404A,0060,350,16,0,25,4,4,8,14,101,23,83,2
21,Belgrano,001,0404A,0061,350,13,1,16,5,5,16,6,83,17,105,6
21,Belgrano,001,0404A,0062,350,26,0,21,6,2,3,5,116,15,75,2
21,Belgrano,001,0404A,0063,350,23,0,19,2,6,9,5,85,13,89,6
21,Belgrano,001,0404A,0064,350,12,3,18,8,5,6,7,84,19,107,4
21,Belgrano,001,0404A,0065,350,9,1,21,4,13,9,10,80,23,102,2
21,Belgrano,001,0404A,0066,350,13,0,27,4,4,12,5,84,22,102,11
21,Belgrano,001,0404A,0067,350,18,0,17,3,3,10,4,95,19,94,8
21,Belgrano,001,0404A,0068,350,15,0,16,3,2,8,7,105,18,87,3
21,Belgrano,001,0404A,0069,351,12,0,22,7,4,9,9,113,14,68,2
21,Belgrano,001,0404A,0070,351,25,0,10,3,1,12,6,125,23,64,4
21,Belgrano,001,0404A,0071,350,11,0,25,11,3,4,2,110,25,85,1
21,Belgrano,001,0404A,0072,350,8,0,19,4,2,4,2,126,16,87,12
21,Belgrano,001,0404A,0073,350,9,4,15,2,9,10,12,104,19,102,3
21,Belgrano,001,0404A,0074,350,12,0,8,2,8,8,10,123,20,75,1
21,Belgrano,001,0404A,0075,351,19,0,21,4,4,14,11,106,21,77,7
21,Belgrano,001,0404A,0076,350,10,4,24,4,7,8,7,116,14,84,0
21,Belgrano,001,0404A,0077,350,20,0,24,8,1,15,8,75,17,95,5
21,Belgrano,001,0404A,0078,350,10,0,18,5,5,16,13,94,18,90,4
21,Belgrano,001,0404A,0079,350,8,0,16,7,6,8,8,121,21,72,3
21,Belgrano,001,0404A,0080,350,25,0,15,7,1,9,7,101,19,87,0
21,Belgrano,001,0404A,0081,350,9,0,25,6,11,9,4,109,22,80,6
21,Belgrano,001,0404A,0082,350,7,0,20,1,1,8,14,98,17,91,11
21,Belgrano,001,0404A,0083,350,17,0,15,7,10,10,18,91,19,92,5
21,Belgrano,001,0404A,0084,350,5,1,19,4,3,10,5,120,19,86,1
21,Belgrano,001,0404A,0085,305,8,0,16,1,4,13,8,97,20,78,4
21,Belgrano,001,0404B,0086,350,11,0,28,10,5,6,11,116,20,88,1
21,Belgrano,001,0404B,0087,350,15,0,30,13,3,12,8,120,16,68,2
21,Belgrano,001,0404B,0088,350,11,0,31,16,4,8,6,90,14,100,6
21,Belgrano,001,0404B,0089,223,3,0,16,3,2,8,11,67,17,48,2
21,Belgrano,001,0405 ,0090,350,10,0,24,5,4,11,24,77,20,80,8
21,Belgrano,001,0405 ,0091,350,11,0,20,15,6,8,10,94,30,95,0
21,Belgrano,001,0405 ,0092,350,15,0,21,8,3,20,22,64,27,94,8
21,Belgrano,001,0405 ,0093,350,14,0,20,10,4,9,17,84,32,84,8
21,Belgrano,001,0405 ,0094,350,9,0,22,5,8,10,20,94,29,82,3
21,Belgrano,001,0405 ,0095,350,5,0,19,5,7,14,0,75,20,103,17
21,Belgrano,001,0405 ,0096,335,6,4,25,3,14,12,16,63,22,114,5
21,Belgrano,001,0406 ,0097,350,8,0,21,1,7,6,7,128,14,90,3
21,Belgrano,001,0406 ,0098,350,11,0,26,2,6,5,2,149,21,78,3
21,Belgrano,001,0406 ,0099,350,9,0,27,1,3,10,7,124,16,90,7
21,Belgrano,001,0406 ,0100,350,5,0,24,8,2,10,6,115,15,95,6
21,Belgrano,001,0406 ,0101,350,12,0,21,6,5,11,4,131,11,94,11
21,Belgrano,001,0406 ,0102,100,1,0,7,0,2,2,1,47,5,21,1
21,Caseros,002,0364 ,0103,352,0,0,0,0,0,0,0,0,0,0,0
21,Caseros,002,0364 ,0104,350,18,0,23,6,1,17,5,96,16,93,12
21,Caseros,002,0364 ,0105,350,0,0,0,0,0,0,0,0,0,0,0
21,Caseros,002,0364 ,0106,351,7,3,32,1,1,7,3,107,9,104,16
21,Caseros,002,0364 ,0107,350,0,0,0,0,0,0,0,0,0,0,0
21,Caseros,002,0364 ,0108,350,14,0,20,0,1,9,6,95,14,115,4
21,Caseros,002,0364 ,0109,351,10,0,26,9,6,11,7,103,9,94,1
21,Caseros,002,0364 ,0110,350,10,0,21,5,2,13,10,121,9,101,0
21,Caseros,002,0364 ,0111,350,17,0,17,0,7,8,10,114,15,84,9
21,Caseros,002,0364 ,0112,351,10,0,37,3,3,9,9,109,11,98,5
21,Caseros,002,0364 ,0113,350,13,0,17,7,3,21,9,110,5,98,0
21,Caseros,002,0364 ,0114,350,6,3,21,2,3,9,3,134,16,73,5
21,Caseros,002,0364 ,0115,350,15,0,19,2,3,15,7,104,5,106,8
21,Caseros,002,0364 ,0116,350,12,0,28,6,4,7,5,117,12,80,9
21,Caseros,002,0364 ,0117,350,9,0,23,4,2,12,11,121,7,85,2
21,Caseros,002,0364 ,0118,350,13,0,23,4,4,18,10,88,8,119,2
21,Caseros,002,0364 ,0119,343,18,0,32,2,8,10,5,92,11,108,1
21,Caseros,002,0365 ,0120,351,10,1,43,11,9,14,10,77,31,83,11
21,Caseros,002,0365 ,0121,350,12,0,41,4,1,21,16,67,16,96,8
21,Caseros,002,0365 ,0122,350,22,0,31,11,7,13,11,86,22,81,5
21,Caseros,002,0365 ,0123,350,18,2,31,8,11,16,9,80,14,97,4
21,Caseros,002,0365 ,0124,350,18,0,37,22,9,7,17,85,21,84,1
21,Caseros,002,0365 ,0125,350,18,0,35,7,10,15,11,74,25,99,6
21,Caseros,002,0365 ,0126,350,31,0,27,6,10,13,12,75,17,87,0
21,Caseros,002,0365 ,0127,168,14,0,20,2,9,9,4,36,6,38,3
21,Caseros,002,0365A,0128,7,0,0,1,0,0,0,0,4,0,1,2
21,Caseros,002,0366 ,0129,350,15,3,35,6,7,8,3,82,17,95,2
21,Caseros,002,0366 ,0130,350,11,0,34,4,5,12,7,99,13,90,4
21,Caseros,002,0366 ,0131,349,7,0,26,3,5,7,10,106,25,93,6
21,Caseros,002,0366 ,0132,350,14,0,37,6,1,13,17,97,19,86,0
21,Caseros,002,0366 ,0133,350,10,0,33,9,2,9,8,106,17,67,4
21,Caseros,002,0366 ,0134,140,7,0,17,1,0,6,1,29,6,46,1
21,Caseros,002,0367 ,0135,350,13,4,21,3,3,12,13,114,11,96,1
21,Caseros,002,0367 ,0136,350,11,2,10,0,10,10,0,109,13,103,3
21,Caseros,002,0367 ,0137,350,10,3,15,1,3,13,1,88,20,107,4
