codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00005,00084,00009,00072,00076
14,001,CAPITAL,03501,072898,0,0,11,28,43,134,4,11
14,001,CAPITAL,03501,072899,0,0,15,33,38,139,7,11
14,001,CAPITAL,03501,072900,0,0,21,43,34,121,5,19
14,001,CAPITAL,03501,072901,0,0,30,21,38,138,7,11
14,001,CAPITAL,03501,072902,0,0,24,38,37,112,2,1
14,001,CAPITAL,03501,072903,0,0,21,29,38,136,5,9
14,001,CAPITAL,03501,072904,0,0,27,1,42,130,3,15
14,001,CAPITAL,03501,072905,0,0,25,25,52,126,5,10
14,001,CAPITAL,03501,072906,0,0,33,33,44,130,0,0
14,001,CAPITAL,03501,072907,0,0,17,30,46,116,7,13
14,001,CAPITAL,03501,072908,0,0,15,23,49,127,6,17
14,001,CAPITAL,03501,072909,0,0,17,40,41,108,8,17
14,001,CAPITAL,03501,072910,0,0,28,31,34,124,6,12
14,001,CAPITAL,03501,072911,0,0,18,41,32,128,2,11
14,001,CAPITAL,03501,072912,0,0,20,31,38,151,3,12
14,001,CAPITAL,03501,072913,0,0,23,39,38,112,7,9
14,001,CAPITAL,03501,072914,0,0,19,27,27,122,2,8
14,001,CAPITAL,03501,072915,0,0,13,22,37,128,2,13
14,001,CAPITAL,03501,072916,0,0,8,31,42,144,5,10
14,001,CAPITAL,03501,072917,0,0,15,20,44,106,3,18
14,001,CAPITAL,03501,072918,0,0,12,33,42,122,2,10
14,001,CAPITAL,03501,072919,0,0,21,30,39,131,8,19
14,001,CAPITAL,03501,072920,0,0,27,25,40,136,2,2
14,001,CAPITAL,03501,072921,0,0,33,34,26,116,2,17
14,001,CAPITAL,03501,072922,0,0,18,31,39,134,7,11
14,001,CAPITAL,03501,072923,0,0,29,35,43,127,3,10
14,001,CAPITAL,03501,072924,0,0,12,34,32,128,10,11
14,001,CAPITAL,03501,072925,0,0,19,40,43,132,9,3
14,001,CAPITAL,03501,072926,0,0,16,41,19,138,6,12
14,001,CAPITAL,03501,072927,0,0,22,33,34,122,5,9
14,001,CAPITAL,03501,072928,0,0,14,27,43,120,10,4
