codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00083,00008,00005,00082
13,001,CAPITAL,03309,068761,0,0,16,133,10,46,25
13,001,CAPITAL,03309,068762,0,0,12,145,20,55,22
13,001,CAPITAL,03309,068763,0,0,16,154,8,48,23
13,001,CAPITAL,03309,068764,0,0,20,132,20,54,21
13,001,CAPITAL,03309,068765,0,0,17,130,16,62,26
13,001,CAPITAL,03309,068766,0,0,19,133,11,42,30
13,001,CAPITAL,03309,068767,0,0,25,142,12,57,22
13,001,CAPITAL,03309,068768,0,0,15,146,10,56,20
13,001,CAPITAL,03309,068769,0,0,16,138,18,76,18
13,001,CAPITAL,03309,068770,0,0,14,133,14,65,18
13,001,CAPITAL,03309,068771,0,0,15,140,14,71,23
13,001,CAPITAL,03309,068772,0,0,15,128,14,60,26
13,001,CAPITAL,03310,068773,0,0,15,157,10,53,21
13,001,CAPITAL,03310,068774,0,0,10,138,5,53,25
13,001,CAPITAL,03310,068775,0,0,12,167,4,47,25
13,001,CAPITAL,03310,068776,0,0,18,161,5,41,26
13,001,CAPITAL,03310,068777,0,0,13,148,15,60,15
13,001,CAPITAL,03310,068778,0,0,16,148,8,38,28
13,001,CAPITAL,03311,068779,0,0,9,132,6,39,20
13,001,CAPITAL,03311,068780,0,0,9,148,7,41,18
13,001,CAPITAL,03311,068781,0,0,9,120,9,38,34
13,001,CAPITAL,03311,068782,0,0,12,130,11,44,21
13,001,CAPITAL,03311,068783,0,0,20,134,11,40,21
13,001,CAPITAL,03312,068784,0,0,18,165,6,46,20
13,001,CAPITAL,03312,068785,0,0,12,163,9,32,19
13,001,CAPITAL,03312,068786,0,0,11,163,9,31,25
13,001,CAPITAL,03312,068787,0,0,11,180,7,40,21
13,001,CAPITAL,03312,068788,0,0,13,161,3,51,26
13,001,CAPITAL,03312,068789,0,0,11,151,7,43,18
13,001,CAPITAL,03312,068790,0,0,19,158,9,20,15
13,001,CAPITAL,03313,068791,0,0,14,154,14,47,22
13,001,CAPITAL,03313,068792,0,0,10,150,9,27,25
13,001,CAPITAL,03313,068793,0,0,13,165,3,41,19
13,001,CAPITAL,03313,068794,0,0,11,156,6,40,29
13,001,CAPITAL,03313,068795,0,0,14,159,6,43,15
13,001,CAPITAL,03313,068796,0,0,18,177,4,37,13
13,001,CAPITAL,03313,068797,0,0,18,145,7,47,20
13,001,CAPITAL,03313,068798,0,0,10,172,7,38,21
13,001,CAPITAL,03313,068799,0,0,5,177,8,54,19
13,001,CAPITAL,03314,068800,0,0,9,165,5,39,27
13,001,CAPITAL,03314,068801,0,0,1,175,9,24,16
13,001,CAPITAL,03314,068802,0,0,21,172,6,32,23
13,001,CAPITAL,03314,068803,0,0,14,167,6,36,18
13,001,CAPITAL,03314,068804,0,0,24,154,4,50,27
13,001,CAPITAL,03314,068805,0,0,7,165,7,35,22
13,001,CAPITAL,03314,068806,0,0,21,174,7,28,21
13,001,CAPITAL,03314,068807,0,0,15,146,9,45,23
13,001,CAPITAL,03314,068808,0,0,14,178,6,38,25
13,001,CAPITAL,03314,068809,0,0,16,176,9,25,26
13,001,CAPITAL,03314,068810,0,0,17,165,10,47,25
13,001,CAPITAL,03314,068811,0,0,17,164,6,36,25
13,001,CAPITAL,03315,068812,0,0,18,157,11,43,20
13,001,CAPITAL,03315,068813,0,0,14,154,10,37,23
13,001,CAPITAL,03315,068814,0,0,20,140,2,40,34
13,001,CAPITAL,03315,068815,0,0,22,131,10,39,22
13,001,CAPITAL,03315,068816,0,0,17,158,13,33,25
13,001,CAPITAL,03315,068817,0,0,15,165,8,40,23
13,001,CAPITAL,03315,068818,0,0,16,145,9,33,25
13,001,CAPITAL,03315,068819,0,0,16,135,7,37,30
13,001,CAPITAL,03315,068820,0,0,11,154,8,33,43
13,001,CAPITAL,03316,068821,0,0,18,125,17,44,20
