codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0008,0033,0065,0171,0174,0188,0202,0211,0259,0502,0503,0510,0530,0546,0554,0560,0580
21,General López,006,0399C,1453,351,22,0,2,1,3,0,12,15,6,3,6,96,7,3,3,37,24,6,1
21,General López,006,0399C,1454,351,10,22,1,1,2,1,8,13,5,0,7,77,4,7,3,14,25,8,4
21,General López,006,0399C,1455,351,11,11,0,0,3,1,8,19,4,3,2,91,3,0,7,61,25,4,0
21,General López,006,0399C,1456,350,9,8,1,1,0,0,7,31,7,5,3,75,4,3,7,51,16,10,1
21,General López,006,0399C,1457,351,14,14,0,0,1,0,12,16,9,5,2,89,3,5,10,37,22,2,1
21,General López,006,0399C,1458,351,12,10,1,2,1,1,11,15,16,3,2,88,5,4,4,43,21,4,1
21,General López,006,0399C,1459,351,7,20,0,1,0,2,9,21,9,4,1,85,2,3,2,55,26,3,2
21,General López,006,0399C,1460,351,13,11,0,1,1,0,7,29,6,3,2,68,2,3,6,46,15,4,1
21,General López,006,0399C,1461,351,3,11,3,0,3,4,4,18,10,1,0,101,5,11,5,33,19,5,1
21,General López,006,0399C,1462,351,3,13,0,0,1,2,9,26,11,2,4,82,2,6,2,45,27,0,4
21,General López,006,0399C,1463,351,11,9,0,0,1,5,6,21,5,3,3,105,1,6,4,43,23,3,0
21,General López,006,0399C,1464,351,10,16,0,0,5,2,8,6,9,5,3,82,3,3,4,50,20,6,0
21,General López,006,0399C,1465,351,13,7,1,0,1,2,14,23,14,4,1,77,3,2,1,47,24,4,0
21,General López,006,0399C,1466,351,15,20,1,1,2,2,5,16,9,0,4,82,5,3,3,48,21,4,3
21,General López,006,0399C,1467,351,9,23,2,1,2,0,15,16,4,4,3,74,4,7,2,52,19,12,0
21,General López,006,0399C,1468,351,6,11,2,0,2,1,12,21,7,2,2,87,3,4,4,48,32,3,9
21,General López,006,0399C,1469,351,11,9,1,0,2,0,5,19,6,4,2,90,3,1,7,58,19,2,5
21,General López,006,0399C,1470,351,5,12,0,1,0,0,10,14,9,1,8,101,4,2,3,40,28,2,0
21,General López,006,0399C,1471,351,7,14,0,1,2,0,10,7,6,1,4,104,4,4,5,48,25,12,0
21,General López,006,0399C,1472,351,14,8,0,1,2,3,9,10,6,1,9,85,4,3,4,52,20,1,2
21,General López,006,0399C,1473,351,13,22,1,1,0,0,20,28,4,3,5,53,8,2,4,40,15,2,0
21,General López,006,0399C,1474,351,8,11,2,0,1,1,15,22,6,6,2,86,4,2,3,39,24,4,0
21,General López,006,0399C,1475,82,1,3,0,0,1,0,3,4,2,1,0,18,1,1,0,11,6,1,1
21,General López,006,0400 ,1476,350,14,15,0,1,4,0,9,1,4,1,5,91,4,2,5,52,20,5,0
21,General López,006,0400 ,1477,350,11,14,2,1,1,1,11,8,2,3,1,105,1,3,1,47,28,1,1
21,General López,006,0400 ,1478,351,27,0,1,0,1,0,3,7,3,1,2,121,3,3,1,52,32,5,1
21,General López,006,0400 ,1479,351,29,0,1,0,2,0,3,3,6,1,1,126,1,7,0,34,24,1,0
21,General López,006,0400 ,1480,351,9,19,0,0,3,0,8,14,4,3,7,104,0,3,3,26,43,1,0
21,General López,006,0400 ,1481,351,28,0,0,0,0,0,5,10,2,2,2,81,4,4,2,56,46,2,2
21,General López,006,0400 ,1482,351,36,0,0,1,3,1,14,12,6,0,3,88,5,0,2,33,36,2,2
21,General López,006,0400 ,1483,351,32,0,0,1,1,0,10,12,2,1,2,81,2,9,0,39,34,2,1
21,General López,006,0400 ,1484,351,25,0,0,1,0,1,5,12,2,2,1,103,3,4,0,43,38,2,3
21,General López,006,0400 ,1485,351,43,0,0,2,2,0,7,19,0,5,1,86,3,6,3,42,29,2,2
21,General López,006,0400 ,1486,350,24,0,0,1,0,1,6,2,1,0,2,112,1,4,3,45,29,0,1
21,General López,006,0400 ,1487,351,33,0,0,0,1,0,8,5,3,2,4,88,2,4,3,60,22,2,6
21,General López,006,0400 ,1488,351,15,18,0,0,1,1,6,8,4,0,0,87,4,6,2,59,28,9,0
21,General López,006,0400 ,1489,351,15,18,0,0,1,0,4,11,1,1,1,103,1,5,5,35,43,5,0
21,General López,006,0400 ,1490,351,43,0,2,1,0,2,10,9,2,1,3,90,2,5,3,43,26,0,2
21,General López,006,0400 ,1491,350,44,0,0,0,0,0,10,10,5,1,1,90,1,1,3,56,28,0,2
21,General López,006,0400 ,1492,350,49,0,2,1,1,2,7,13,5,2,11,85,1,1,4,35,15,2,5
21,General López,006,0400 ,1493,350,25,0,0,1,5,1,14,10,3,1,3,105,3,3,3,38,27,4,3
21,General López,006,0400 ,1494,351,29,0,1,4,3,2,2,11,4,1,0,90,3,5,2,55,28,2,3
21,General López,006,0400 ,1495,351,9,25,0,0,2,0,10,3,5,1,6,102,3,5,1,30,26,2,1
21,General López,006,0400 ,1496,350,28,0,0,0,2,0,12,16,4,3,2,85,2,4,3,47,23,4,1
21,General López,006,0400 ,1497,350,9,23,0,2,2,1,11,10,9,1,3,63,1,5,6,50,27,7,1
21,General López,006,0400 ,1498,351,12,23,1,0,2,2,10,4,2,0,3,96,3,7,4,46,26,3,2
21,General López,006,0400 ,1499,156,12,0,0,0,0,0,4,5,4,2,2,48,1,4,0,19,6,1,0
21,General López,006,0401A,1500,351,22,0,1,0,0,0,7,4,2,2,0,66,5,6,3,70,60,1,3
21,General López,006,0401A,1501,351,27,0,1,1,1,0,4,4,1,3,0,72,2,4,1,60,66,3,1
21,General López,006,0401A,1502,350,31,0,1,0,1,1,2,4,2,1,3,83,0,6,2,61,72,2,1
21,General López,006,0401A,1503,351,24,0,2,1,2,0,6,8,0,1,4,65,2,5,2,68,57,2,2
21,General López,006,0401A,1504,350,17,0,1,1,1,1,5,6,5,0,5,78,1,1,0,65,56,5,1
21,General López,006,0401A,1505,350,20,0,0,1,1,0,3,5,3,0,3,67,1,3,4,76,69,7,0
21,General López,006,0401A,1506,351,8,14,0,0,2,1,7,8,5,1,3,72,3,8,4,57,61,1,1
21,General López,006,0401A,1507,350,4,16,0,0,0,3,2,6,4,1,0,80,0,2,5,59,73,4,2
21,General López,006,0401A,1508,350,9,20,0,0,0,2,8,10,1,2,4,55,0,5,3,57,65,3,1
21,General López,006,0401A,1509,351,24,0,1,1,1,0,3,13,7,1,2,61,6,2,7,68,52,3,0
21,General López,006,0401A,1510,350,6,20,0,0,2,0,3,4,5,2,1,77,2,0,5,74,47,1,2
21,General López,006,0401A,1511,350,29,0,1,0,2,0,6,13,0,1,5,58,3,1,3,65,63,2,0
21,General López,006,0401A,1512,350,17,0,3,0,0,1,0,11,3,0,0,89,1,4,0,53,68,5,1
21,General López,006,0401A,1513,350,18,0,0,1,1,0,4,4,6,3,1,70,5,4,2,66,65,3,2
21,General López,006,0401A,1514,103,1,0,0,0,0,0,1,4,1,1,0,21,3,2,1,21,19,0,1
21,General López,006,0401B,1515,350,8,18,1,0,0,0,12,8,7,2,1,62,1,3,6,53,68,11,4
21,General López,006,0401B,1516,351,11,17,0,0,1,1,8,13,6,2,1,68,0,5,6,44,67,7,6
21,General López,006,0401B,1517,351,8,12,2,0,0,0,14,12,6,0,3,52,1,2,6,73,67,7,0
21,General López,006,0401B,1518,350,35,0,0,0,0,0,5,15,3,5,1,72,7,5,5,35,75,6,5
21,General López,006,0401B,1519,351,44,0,1,0,7,1,7,10,4,5,4,47,2,4,1,62,58,6,1
21,General López,006,0401B,1520,351,29,0,1,0,2,0,10,12,6,5,4,67,1,7,4,60,58,11,2
21,General López,006,0401B,1521,350,9,27,12,0,0,1,9,9,5,2,1,77,2,4,8,60,47,3,3
21,General López,006,0401B,1522,351,5,25,1,0,0,2,8,3,6,4,1,55,4,8,5,77,54,8,2
21,General López,006,0401B,1523,351,6,24,0,1,2,1,8,9,0,2,3,71,3,3,2,66,60,3,5
21,General López,006,0401B,1524,350,6,24,4,0,5,0,11,10,2,1,3,57,1,4,6,55,46,10,0
21,General López,006,0401B,1525,351,17,0,3,0,3,0,11,5,4,5,2,72,4,3,0,68,54,4,2
21,General López,006,0401B,1526,154,13,0,2,0,1,2,2,10,5,0,2,14,2,3,4,20,33,3,1
21,General Obligado,007,0220 ,1527,187,1,0,1,0,9,2,3,10,1,1,7,13,2,0,6,74,6,3,3
21,General Obligado,007,0220 ,1528,188,3,9,2,0,2,0,6,9,2,2,3,31,1,3,4,50,14,2,2
21,General Obligado,007,0221 ,1529,351,8,14,1,0,6,0,9,3,4,2,3,50,0,9,3,112,28,0,3
21,General Obligado,007,0221 ,1530,351,11,21,4,0,4,1,12,11,7,2,1,46,1,5,2,107,24,1,3
21,General Obligado,007,0221 ,1531,350,19,0,0,0,0,2,2,4,2,0,1,108,0,0,1,65,49,0,0
21,General Obligado,007,0221 ,1532,351,5,17,1,3,2,2,2,8,0,2,4,51,0,3,0,89,56,1,1
21,General Obligado,007,0221 ,1533,350,10,19,0,3,0,1,7,1,1,0,7,83,2,3,2,80,41,1,2
21,General Obligado,007,0221 ,1534,350,8,22,0,0,3,3,1,12,1,3,5,42,0,3,2,93,37,0,3
21,General Obligado,007,0221 ,1535,351,9,20,0,0,0,1,1,13,2,4,2,55,0,3,1,102,25,1,1
21,General Obligado,007,0221 ,1536,351,9,16,0,5,4,2,7,7,3,2,4,56,0,3,1,91,33,2,2
21,General Obligado,007,0221 ,1537,351,7,12,2,0,1,1,3,3,1,1,5,53,1,3,4,107,27,0,2
21,General Obligado,007,0221 ,1538,351,7,19,0,0,0,0,3,4,3,0,3,64,5,1,2,96,37,2,2
21,General Obligado,007,0221 ,1539,351,3,18,0,3,0,0,4,18,2,1,2,66,4,0,4,67,56,0,2
21,General Obligado,007,0221 ,1540,351,4,13,3,0,1,0,4,4,2,3,1,75,2,4,1,91,43,3,4
21,General Obligado,007,0221 ,1541,350,6,13,0,2,1,0,5,2,1,1,3,87,3,1,2,89,47,0,2
21,General Obligado,007,0221 ,1542,351,16,12,1,3,1,2,3,4,4,2,1,54,1,3,2,76,46,0,4
21,General Obligado,007,0221 ,1543,351,6,16,3,0,1,3,11,12,3,1,7,34,0,4,3,98,40,1,4
21,General Obligado,007,0221 ,1544,351,3,17,0,2,4,1,1,2,2,3,1,77,1,1,1,93,33,0,0
21,General Obligado,007,0221 ,1545,350,8,19,0,1,1,3,3,7,3,1,2,81,2,3,3,79,40,1,3
21,General Obligado,007,0221 ,1546,351,7,17,0,0,0,0,8,7,2,0,5,51,0,3,9,105,33,2,0
21,General Obligado,007,0221 ,1547,351,10,23,1,0,0,3,2,8,4,4,7,53,2,9,3,105,33,1,0
21,General Obligado,007,0221 ,1548,280,7,9,0,0,1,0,3,5,1,1,8,83,1,3,1,51,49,0,0
21,General Obligado,007,0221A,1549,51,1,0,1,0,0,0,1,1,1,0,1,2,0,1,0,9,5,0,1
21,General Obligado,007,0222 ,1550,351,8,6,1,0,0,1,1,15,4,6,2,34,3,4,3,77,110,0,6
21,General Obligado,007,0222 ,1551,266,7,5,1,1,4,0,0,21,0,10,8,12,0,6,3,44,83,0,0
21,General Obligado,007,0222A,1552,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,General Obligado,007,0223 ,1553,351,7,15,0,3,1,2,5,8,5,3,11,35,1,5,5,18,124,1,1
21,General Obligado,007,0223 ,1554,91,2,2,1,0,1,2,4,3,1,1,0,10,0,1,0,11,27,0,0
21,General Obligado,007,0223A,1555,107,2,5,0,1,0,0,2,2,0,0,4,22,0,1,5,2,19,0,0
21,General Obligado,007,0224 ,1556,351,7,12,1,0,1,0,9,19,6,0,7,68,0,1,7,55,33,5,4
21,General Obligado,007,0224 ,1557,351,5,11,2,3,1,2,10,26,4,1,15,60,6,6,4,60,28,1,2
21,General Obligado,007,0224 ,1558,351,10,12,1,0,1,1,7,26,8,1,3,75,5,6,2,48,31,6,6
21,General Obligado,007,0224 ,1559,351,8,16,2,2,1,0,14,16,3,10,6,72,1,3,8,46,23,4,0
21,General Obligado,007,0224 ,1560,351,10,10,2,2,3,2,8,41,6,0,5,85,2,6,6,37,21,7,0
21,General Obligado,007,0224 ,1561,351,13,11,1,0,3,3,4,24,7,5,4,55,3,3,6,62,35,2,0
21,General Obligado,007,0224 ,1562,351,9,15,1,0,1,1,10,19,4,3,3,76,2,5,2,54,29,4,6
21,General Obligado,007,0224 ,1563,351,5,11,2,0,1,0,4,16,5,0,4,105,4,6,4,30,29,2,3
21,General Obligado,007,0224 ,1564,351,4,6,2,2,1,0,6,39,3,1,1,113,1,3,6,23,36,4,1
21,General Obligado,007,0224 ,1565,351,9,9,0,0,5,2,12,6,7,2,7,3,3,7,6,10,7,3,4
21,General Obligado,007,0224 ,1566,351,8,12,2,0,0,1,21,26,4,1,5,80,2,2,10,44,21,1,0
21,General Obligado,007,0224 ,1567,351,9,15,3,0,2,0,9,32,3,3,5,85,2,4,8,34,30,7,0
21,General Obligado,007,0224 ,1568,351,9,11,1,0,1,2,8,20,4,3,2,89,3,4,8,48,18,2,0
21,General Obligado,007,0224 ,1569,350,7,5,0,0,3,3,5,16,1,3,6,99,11,2,3,39,30,2,3
21,General Obligado,007,0224 ,1570,351,9,9,0,0,1,3,6,24,7,1,4,106,3,4,1,94,28,7,1
21,General Obligado,007,0224 ,1571,351,8,21,1,2,0,2,14,21,3,7,4,73,5,1,11,59,19,0,0
21,General Obligado,007,0224 ,1572,351,14,11,2,1,7,2,5,21,1,3,4,79,3,5,7,59,21,4,3
21,General Obligado,007,0224 ,1573,351,5,6,2,0,1,2,6,24,6,1,3,96,6,2,3,46,24,2,5
21,General Obligado,007,0224 ,1574,351,8,21,2,1,2,4,9,29,0,5,3,60,7,4,1,46,19,13,0
21,General Obligado,007,0224 ,1575,351,5,21,1,0,5,3,8,15,6,1,2,55,6,9,9,53,38,4,3
21,General Obligado,007,0224 ,1576,350,7,10,0,1,1,3,8,25,4,4,1,98,4,8,4,39,20,1,4
21,General Obligado,007,0224 ,1577,351,3,20,1,2,5,1,18,14,3,1,10,69,1,4,5,52,19,1,2
21,General Obligado,007,0224 ,1578,351,6,7,0,33,3,2,4,30,6,4,2,107,4,3,3,37,23,0,4
21,General Obligado,007,0224 ,1579,350,8,15,4,1,3,6,12,17,4,3,6,44,5,4,6,67,18,4,5
21,General Obligado,007,0224 ,1580,351,5,15,0,2,5,3,5,10,4,8,11,55,7,3,6,67,30,3,4
21,General Obligado,007,0224 ,1581,350,5,7,2,3,5,5,17,58,3,2,9,53,1,5,5,41,17,1,1
21,General Obligado,007,0224 ,1582,350,10,9,0,1,1,3,18,33,3,5,0,78,5,4,7,41,25,1,1
21,General Obligado,007,0224 ,1583,351,8,11,1,1,1,1,8,26,5,2,3,80,3,1,9,35,30,2,0
21,General Obligado,007,0224 ,1584,351,12,13,0,0,1,2,17,26,6,8,5,55,6,4,14,42,17,3,1
21,General Obligado,007,0224 ,1585,351,11,10,0,1,3,1,19,34,3,1,6,86,0,3,6,37,33,5,1
21,General Obligado,007,0224 ,1586,351,7,12,0,3,2,1,8,38,7,3,3,69,2,3,11,65,18,6,3
21,General Obligado,007,0224 ,1587,351,12,10,0,0,2,0,8,38,1,3,4,71,6,3,11,51,19,5,3
21,General Obligado,007,0224 ,1588,351,8,13,0,0,1,1,14,21,3,3,4,79,2,1,9,58,22,3,1
21,General Obligado,007,0224 ,1589,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,General Obligado,007,0224 ,1590,351,7,9,3,2,3,4,10,18,2,3,5,78,1,0,4,61,20,3,5
21,General Obligado,007,0224 ,1591,351,5,7,0,0,0,3,9,33,7,3,7,89,3,2,2,44,29,5,0
21,General Obligado,007,0224 ,1592,351,3,14,0,0,0,0,1,37,2,1,0,110,2,4,2,40,22,9,1
21,General Obligado,007,0224 ,1593,351,8,11,1,0,4,0,15,13,9,1,0,74,6,4,3,57,25,2,3
21,General Obligado,007,0224 ,1594,350,7,18,3,0,0,4,7,27,7,3,9,56,6,3,11,69,32,2,0
21,General Obligado,007,0224 ,1595,351,3,8,0,1,1,2,6,26,1,0,2,102,7,3,2,46,37,3,0
21,General Obligado,007,0224 ,1596,351,8,17,1,0,2,3,7,25,11,2,6,48,5,2,5,52,33,0,2
21,General Obligado,007,0224 ,1597,351,10,9,0,0,1,2,7,34,1,3,7,109,0,2,2,40,32,2,0
21,General Obligado,007,0224 ,1598,351,8,17,0,1,1,1,7,21,3,3,4,84,5,3,2,40,30,0,0
21,General Obligado,007,0224 ,1599,351,7,10,1,0,3,1,8,18,4,5,7,6,4,1,6,8,6,1,1
21,General Obligado,007,0224 ,1600,351,6,9,0,0,0,2,12,18,5,5,3,47,3,4,9,54,22,5,2
21,General Obligado,007,0224 ,1601,351,6,18,0,2,7,2,4,22,2,3,7,55,1,5,6,68,27,1,2
21,General Obligado,007,0224 ,1602,351,4,9,0,2,2,4,19,24,4,3,2,74,7,2,6,41,21,3,2
21,General Obligado,007,0224 ,1603,351,14,9,1,1,5,2,8,14,5,0,5,84,6,5,3,51,18,5,1
21,General Obligado,007,0224 ,1604,351,4,7,0,0,3,1,5,12,8,2,2,81,0,1,3,54,18,8,1
21,General Obligado,007,0224 ,1605,351,7,7,0,2,2,3,7,29,6,1,3,81,2,7,2,45,28,6,0
21,General Obligado,007,0224 ,1606,351,12,19,0,0,3,3,8,21,6,3,5,87,3,4,7,36,27,3,2
21,General Obligado,007,0224 ,1607,351,12,13,3,0,1,1,9,15,3,5,7,48,4,14,11,64,28,3,3
21,General Obligado,007,0224 ,1608,351,11,7,0,0,1,3,4,29,2,4,3,102,5,3,4,37,25,5,1
21,General Obligado,007,0224 ,1609,351,11,7,0,2,0,2,4,14,4,1,1,106,4,5,2,46,21,6,2
21,General Obligado,007,0224 ,1610,350,12,15,0,1,1,1,7,18,0,2,5,92,1,5,9,38,20,2,2
21,General Obligado,007,0224 ,1611,351,6,7,3,0,2,1,9,25,4,3,4,74,2,10,8,40,21,7,0
21,General Obligado,007,0224 ,1612,351,10,9,0,2,8,3,8,15,3,5,4,81,2,7,4,48,27,5,2
21,General Obligado,007,0224 ,1613,351,9,10,1,0,2,2,9,15,5,3,4,104,5,2,2,36,24,9,2
21,General Obligado,007,0224 ,1614,246,5,6,0,0,0,1,3,21,3,1,0,82,2,3,2,28,21,4,0
21,General Obligado,007,0224A,1615,214,2,9,0,0,0,1,5,15,3,3,2,42,0,4,4,20,21,4,6
21,General Obligado,007,0224B,1616,351,18,3,2,2,28,5,7,17,5,6,22,10,1,9,11,54,22,0,0
21,General Obligado,007,0224B,1617,351,26,10,2,1,3,3,5,13,8,5,2,13,0,15,29,106,22,2,7
21,General Obligado,007,0224B,1618,137,2,4,1,1,3,0,2,4,1,3,5,7,0,1,3,53,7,3,1
21,General Obligado,007,0224C,1619,350,13,24,2,0,3,1,10,16,6,7,9,66,3,7,3,53,27,3,4
21,General Obligado,007,0224C,1620,351,10,13,5,0,1,0,12,14,4,7,6,87,5,6,4,50,27,7,4
21,General Obligado,007,0224C,1621,351,13,12,0,0,1,2,12,29,7,3,5,84,3,9,11,31,24,2,7
21,General Obligado,007,0224C,1622,351,9,9,0,3,8,0,6,19,5,4,7,93,3,9,6,56,18,2,1
21,General Obligado,007,0224C,1623,351,7,22,2,0,2,0,8,17,3,4,4,96,8,3,3,48,33,7,0
21,General Obligado,007,0224C,1624,350,13,17,0,0,0,3,20,15,6,3,10,86,2,6,5,54,12,1,0
21,General Obligado,007,0224C,1625,351,7,21,2,3,3,2,10,16,4,8,2,86,6,6,9,43,20,1,3
21,General Obligado,007,0224C,1626,351,8,17,1,3,7,4,11,19,5,5,3,86,0,11,8,37,26,5,3
21,General Obligado,007,0224C,1627,350,8,12,2,3,0,2,20,14,6,4,10,60,3,11,6,62,20,11,3
21,General Obligado,007,0224C,1628,351,9,17,0,0,3,1,13,11,2,3,3,97,7,4,9,44,32,2,4
21,General Obligado,007,0224C,1629,351,12,16,4,1,5,3,8,23,8,3,7,72,6,9,5,61,25,2,1
21,General Obligado,007,0224C,1630,351,3,17,2,0,1,1,15,28,8,8,5,78,4,7,9,41,28,1,5
21,General Obligado,007,0224C,1631,351,13,18,0,3,4,1,12,16,3,4,4,68,7,1,6,44,24,0,2
21,General Obligado,007,0224C,1632,351,9,17,3,2,8,3,11,28,3,6,12,81,5,12,4,41,26,3,1
21,General Obligado,007,0224C,1633,351,11,13,1,2,2,1,8,17,8,10,8,66,1,9,2,56,31,2,2
21,General Obligado,007,0224C,1634,351,11,14,1,1,1,2,10,24,5,2,1,105,3,11,5,40,32,1,4
21,General Obligado,007,0224C,1635,351,10,16,1,1,2,1,11,11,1,1,2,70,6,10,5,67,18,2,1
21,General Obligado,007,0224C,1636,351,14,15,0,1,0,0,14,25,2,1,5,62,4,5,8,63,32,3,0
21,General Obligado,007,0224C,1637,351,16,15,2,1,1,0,9,28,6,2,3,67,9,8,13,56,26,4,1
21,General Obligado,007,0224C,1638,352,15,9,3,1,2,4,15,26,6,3,13,77,1,3,4,43,22,2,2
21,General Obligado,007,0224C,1639,351,8,14,0,0,3,1,13,22,7,6,4,54,6,1,9,45,40,4,5
21,General Obligado,007,0224C,1640,288,9,7,0,0,1,0,7,24,1,0,2,92,4,5,4,34,30,4,0
21,General Obligado,007,0224D,1641,351,14,8,4,0,5,2,20,6,9,5,2,39,5,3,4,81,19,3,3
21,General Obligado,007,0224D,1642,351,12,14,3,1,5,2,25,17,3,7,10,37,3,9,13,61,17,1,0
21,General Obligado,007,0224D,1643,351,6,18,5,5,6,4,12,23,8,7,12,41,2,10,7,54,16,3,0
21,General Obligado,007,0224D,1644,351,11,22,0,3,4,0,15,26,11,2,10,57,2,9,7,38,24,6,3
21,General Obligado,007,0224D,1645,351,7,17,7,2,10,2,14,16,7,5,6,34,3,3,10,58,27,4,3
21,General Obligado,007,0224D,1646,351,10,19,1,2,2,2,19,17,10,4,11,46,4,10,14,42,16,3,4
21,General Obligado,007,0224D,1647,351,15,24,1,3,0,2,17,14,6,4,6,47,4,6,6,60,26,5,3
21,General Obligado,007,0224D,1648,351,11,22,1,3,3,1,10,9,5,1,1,45,3,11,11,58,27,4,1
21,General Obligado,007,0224D,1649,350,10,18,1,0,2,5,13,9,8,1,6,41,1,7,3,66,18,4,4
21,General Obligado,007,0224D,1650,351,12,23,0,0,5,0,2,20,12,3,7,54,2,7,3,58,22,3,7
21,General Obligado,007,0224D,1651,350,7,19,4,2,3,6,27,16,6,6,14,21,1,4,15,66,13,5,2
21,General Obligado,007,0224D,1652,351,3,22,0,2,2,1,14,13,5,9,9,40,4,10,14,48,27,4,1
21,General Obligado,007,0224D,1653,351,15,15,2,4,7,2,8,12,11,1,6,29,1,7,16,53,16,2,0
21,General Obligado,007,0224D,1654,351,9,20,2,0,5,9,9,6,15,7,19,33,5,13,6,45,28,5,3
21,General Obligado,007,0224D,1655,350,11,15,0,0,7,2,15,21,8,13,8,23,6,11,8,62,24,3,12
21,General Obligado,007,0224D,1656,351,10,21,3,1,5,0,14,21,9,6,6,36,1,8,7,59,23,1,1
21,General Obligado,007,0224D,1657,351,8,14,3,0,5,2,9,14,4,2,16,65,2,8,20,55,16,4,1
21,General Obligado,007,0224D,1658,351,9,17,3,1,6,4,22,10,9,6,5,40,3,15,17,75,22,4,5
21,General Obligado,007,0224D,1659,351,4,21,4,4,4,4,16,18,8,6,9,32,5,6,6,63,19,2,5
21,General Obligado,007,0224D,1660,351,15,28,3,0,2,8,7,8,6,5,3,58,2,7,12,70,12,1,1
21,General Obligado,007,0224D,1661,351,8,18,12,1,3,10,16,8,8,11,9,41,9,6,9,60,19,3,3
21,General Obligado,007,0224D,1662,351,14,21,2,1,5,3,5,17,5,3,11,31,3,11,15,49,10,2,7
21,General Obligado,007,0224D,1663,351,14,15,2,1,2,1,5,20,7,2,16,32,1,13,7,49,34,1,5
21,General Obligado,007,0224D,1664,351,10,16,1,4,4,1,16,3,5,5,7,59,0,6,11,79,19,3,1
21,General Obligado,007,0224D,1665,351,5,14,2,1,9,4,13,21,6,9,17,60,4,8,9,49,24,2,6
21,General Obligado,007,0224D,1666,350,10,12,4,2,0,2,10,11,5,4,9,22,0,3,13,77,26,0,2
21,General Obligado,007,0224D,1667,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,General Obligado,007,0224D,1668,175,6,8,2,3,0,1,8,3,6,1,2,31,1,1,2,22,9,1,3
21,General Obligado,007,0224E,1669,351,10,14,2,1,7,3,12,12,5,3,5,58,1,8,10,79,22,8,5
21,General Obligado,007,0224E,1670,351,5,11,6,0,9,2,25,21,5,4,3,44,7,5,5,74,18,7,2
21,General Obligado,007,0224E,1671,351,8,19,3,2,7,7,12,28,3,6,10,56,4,6,13,64,22,3,0
21,General Obligado,007,0224E,1672,351,14,12,1,1,1,2,15,22,1,4,12,49,0,5,10,65,23,3,3
21,General Obligado,007,0224E,1673,350,7,19,4,1,2,8,9,17,3,7,8,53,6,6,12,56,18,3,5
21,General Obligado,007,0224E,1674,351,6,14,3,1,6,2,8,20,3,3,7,73,1,3,4,43,19,3,2
21,General Obligado,007,0224E,1675,351,11,20,0,3,6,3,13,20,8,2,6,60,1,11,10,45,12,5,1
21,General Obligado,007,0224E,1676,351,12,18,2,0,6,0,15,25,5,6,10,37,2,5,16,48,32,0,2
21,General Obligado,007,0224E,1677,350,16,13,0,4,7,3,4,25,3,5,6,72,1,2,8,55,23,2,7
21,General Obligado,007,0224E,1678,351,12,30,1,3,7,4,19,22,5,12,27,48,7,4,9,34,16,0,3
21,General Obligado,007,0224E,1679,351,10,13,2,0,1,0,13,18,11,4,2,62,6,13,17,59,27,6,3
21,General Obligado,007,0224E,1680,351,7,13,2,0,2,3,13,22,9,6,13,49,4,10,9,67,14,5,1
21,General Obligado,007,0224E,1681,352,7,16,0,1,1,4,14,30,9,8,14,63,0,2,7,54,25,2,1
21,General Obligado,007,0224E,1682,351,10,12,0,1,9,2,8,26,4,3,7,55,4,2,9,65,29,5,0
21,General Obligado,007,0224E,1683,350,13,23,3,1,3,2,16,35,6,1,8,51,3,8,12,45,21,2,2
21,General Obligado,007,0224E,1684,352,12,22,1,1,3,2,18,13,6,4,7,47,5,8,10,67,20,12,2
21,General Obligado,007,0224E,1685,351,10,18,0,0,4,1,7,13,5,1,5,67,5,7,9,63,22,5,2
21,General Obligado,007,0224E,1686,351,13,26,1,0,1,1,5,26,7,8,5,61,5,11,9,46,26,1,4
21,General Obligado,007,0224E,1687,351,9,12,1,3,1,3,21,17,8,2,7,69,7,5,14,64,18,4,2
21,General Obligado,007,0224E,1688,351,15,20,3,1,1,2,20,38,14,3,10,59,1,8,10,57,15,0,0
21,General Obligado,007,0224E,1689,351,15,17,2,3,3,4,16,17,9,6,3,71,5,5,15,34,39,2,3
21,General Obligado,007,0224E,1690,351,9,23,0,0,14,1,15,27,11,7,4,48,1,7,5,40,15,3,3
21,General Obligado,007,0224E,1691,351,10,18,1,6,4,7,18,21,8,5,8,56,4,7,7,70,14,3,0
21,General Obligado,007,0224E,1692,351,12,14,0,0,5,1,24,36,10,1,7,31,7,5,7,52,21,4,1
21,General Obligado,007,0224E,1693,351,6,13,1,0,6,3,16,17,12,6,7,52,1,5,10,70,18,2,3
21,General Obligado,007,0224E,1694,350,7,9,3,5,1,3,9,17,10,2,5,63,6,3,5,62,31,6,4
21,General Obligado,007,0224E,1695,351,11,15,0,2,5,1,19,17,2,5,7,62,3,14,8,47,22,5,1
21,General Obligado,007,0224E,1696,351,10,10,0,1,4,0,13,16,5,8,10,63,4,4,2,71,20,2,0
21,General Obligado,007,0224E,1697,351,5,12,0,0,2,5,19,13,6,4,9,59,6,6,5,71,15,4,3
21,General Obligado,007,0224E,1698,351,10,12,1,0,0,2,13,20,0,1,3,71,2,11,4,47,33,2,2
