codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00001,00008,00005,00009,00090,00089
18,001,CAPITAL,04197,081826,0,0,9,18,6,47,165,0,12
18,001,CAPITAL,04197,081827,0,0,10,24,3,27,156,0,10
18,001,CAPITAL,04197,081828,0,0,9,11,3,39,155,1,10
18,001,CAPITAL,04197,081829,0,0,15,12,4,32,170,0,4
18,001,CAPITAL,04197,081830,0,0,10,14,4,32,177,1,6
18,001,CAPITAL,04197,081831,0,0,11,12,2,36,170,1,5
18,001,CAPITAL,04197,081832,0,0,16,11,3,30,178,0,12
18,001,CAPITAL,04197,081833,0,0,8,14,2,42,175,0,13
18,001,CAPITAL,04197,081834,0,0,6,13,2,40,160,0,6
18,001,CAPITAL,04197,081835,0,0,10,13,3,55,169,0,7
18,001,CAPITAL,04197,081836,0,0,15,14,2,27,162,1,8
18,001,CAPITAL,04197,081837,0,0,17,22,4,42,153,0,7
18,001,CAPITAL,04197,081838,0,0,21,18,5,28,156,0,6
18,001,CAPITAL,04197,081839,0,0,11,22,4,44,155,0,8
18,001,CAPITAL,04198,081840,0,0,8,14,1,42,152,1,2
18,001,CAPITAL,04198,081841,0,0,10,15,4,42,148,0,1
18,001,CAPITAL,04198,081842,0,0,0,12,2,35,167,0,5
18,001,CAPITAL,04198,081843,0,0,9,18,0,31,129,0,9
18,001,CAPITAL,04198,081844,0,0,11,20,2,48,134,0,4
18,001,CAPITAL,04198,081845,0,0,6,11,3,33,160,0,8
18,001,CAPITAL,04198,081846,0,0,10,15,1,49,172,0,7
18,001,CAPITAL,04199,081847,0,0,2,24,6,38,141,0,6
18,001,CAPITAL,04199,081848,0,0,11,25,4,38,149,1,6
18,001,CAPITAL,04199,081849,0,0,6,16,7,47,163,0,7
18,001,CAPITAL,04199,081850,0,0,12,10,1,39,166,1,8
18,001,CAPITAL,04199,081851,0,0,6,10,2,46,152,1,17
18,001,CAPITAL,04199,081852,0,0,10,10,4,41,163,0,9
18,001,CAPITAL,04199,081853,0,0,12,15,1,41,164,0,11
18,001,CAPITAL,04200,081854,0,0,18,23,4,54,116,0,7
18,001,CAPITAL,04200,081855,0,0,11,29,6,45,131,3,11
18,001,CAPITAL,04200,081856,0,0,3,21,0,55,136,0,5
18,001,CAPITAL,04200,081857,0,0,10,14,5,61,142,0,9
18,001,CAPITAL,04200,081858,0,0,7,24,5,54,148,0,6
18,001,CAPITAL,04201,081859,0,0,14,26,3,70,144,0,6
18,001,CAPITAL,04201,081860,0,0,14,17,2,89,139,0,7
18,001,CAPITAL,04201,081861,0,0,5,34,1,73,141,0,5
18,001,CAPITAL,04201,081862,0,0,12,22,3,78,147,1,11
18,001,CAPITAL,04201,081863,0,0,5,25,4,66,147,0,9
18,001,CAPITAL,04201,081864,0,0,7,29,3,66,147,0,3
18,001,CAPITAL,04201,081865,0,0,11,18,3,80,122,0,7
18,001,CAPITAL,04201,081866,0,0,20,26,6,8,115,1,10
18,001,CAPITAL,04202,081867,0,0,11,19,9,130,83,0,6
18,001,CAPITAL,04202,081868,0,0,15,21,3,132,99,1,3
18,001,CAPITAL,04202,081869,0,0,18,28,3,105,90,2,7
18,001,CAPITAL,04202,081870,0,0,16,20,2,113,11,2,9
18,001,CAPITAL,04202,081871,0,0,5,25,3,129,93,0,0
18,001,CAPITAL,04202,081872,0,0,4,29,0,114,84,1,6
18,001,CAPITAL,04202,081873,0,0,0,19,5,115,97,0,4
18,001,CAPITAL,04202,081874,0,0,14,28,5,117,102,1,6
18,001,CAPITAL,04202,081875,0,0,21,20,2,129,80,0,6
18,001,CAPITAL,04202,081876,0,0,15,20,3,130,87,1,5
18,001,CAPITAL,04202,081877,0,0,10,46,5,136,75,1,6
18,001,CAPITAL,04203,081878,0,0,13,12,2,189,41,1,2
18,001,CAPITAL,04203,081879,0,0,4,18,2,189,31,0,1
18,001,CAPITAL,04203,081880,0,0,0,4,2,173,50,1,5
18,001,CAPITAL,04203,081881,0,0,19,12,2,187,47,1,0
18,001,CAPITAL,04203,081882,0,0,0,14,2,196,35,1,4
18,001,CAPITAL,04203,081883,0,0,17,12,2,177,34,1,0
18,001,CAPITAL,04203,081884,0,0,6,21,6,182,48,0,2
18,001,CAPITAL,04203,081885,0,0,11,17,1,170,32,2,1
18,001,CAPITAL,04203,081886,0,0,0,20,2,162,61,1,1
18,001,CAPITAL,04203,081887,0,0,13,20,4,138,63,0,3
18,001,CAPITAL,04203,081888,0,0,12,17,3,165,61,0,4
18,001,CAPITAL,04203,081889,0,0,14,2,5,163,58,0,0
18,001,CAPITAL,04203,081890,0,0,0,14,1,167,57,3,3
18,001,CAPITAL,04204,081891,0,0,2,24,4,92,96,0,0
18,001,CAPITAL,04204,081892,0,0,2,26,7,109,85,1,5
18,001,CAPITAL,04204,081893,0,0,15,34,2,104,84,0,5
18,001,CAPITAL,04204,081894,0,0,12,22,5,97,107,0,4
18,001,CAPITAL,04204,081895,0,0,4,31,4,106,88,0,5
18,001,CAPITAL,04204,081896,0,0,0,36,3,99,82,0,8
18,001,CAPITAL,04204,081897,0,0,14,25,3,106,101,0,3
18,001,CAPITAL,04204,081898,0,0,2,22,2,108,109,1,2
18,001,CAPITAL,04204,081899,0,0,19,28,1,92,104,1,4
18,001,CAPITAL,04204,081900,0,0,0,0,5,109,112,0,1
18,001,CAPITAL,04204,081901,0,0,13,32,7,18,78,2,2
18,001,CAPITAL,04205,081902,0,0,14,25,8,82,114,1,5
18,001,CAPITAL,04205,081903,0,0,14,29,4,74,130,0,0
18,001,CAPITAL,04205,081904,0,0,13,19,7,84,129,0,0
18,001,CAPITAL,04205,081905,0,0,15,24,3,76,134,0,5
18,001,CAPITAL,04205,081906,0,0,11,24,4,55,144,0,5
18,001,CAPITAL,04205,081907,0,0,13,23,2,73,158,0,4
18,001,CAPITAL,04205,081908,0,0,17,14,3,74,145,1,6
18,001,CAPITAL,04205,081909,0,0,17,24,4,59,130,4,4
18,001,CAPITAL,04205,081910,0,0,8,28,8,77,128,0,5
18,001,CAPITAL,04205,081911,0,0,7,40,2,82,119,0,4
18,001,CAPITAL,04205,081912,0,0,19,23,4,83,127,1,5
18,001,CAPITAL,04205,081913,0,0,9,19,4,89,142,1,3
18,001,CAPITAL,04205,081914,0,0,3,17,5,68,150,0,5
18,001,CAPITAL,04205,081915,0,0,14,32,5,79,124,0,6
18,001,CAPITAL,04206,081916,0,0,12,23,0,101,118,0,9
18,001,CAPITAL,04206,081917,0,0,11,24,5,74,147,0,6
18,001,CAPITAL,04206,081918,0,0,0,22,6,65,131,0,11
18,001,CAPITAL,04206,081919,0,0,11,24,5,84,118,0,5
18,001,CAPITAL,04206,081920,0,0,9,31,9,81,120,0,5
18,001,CAPITAL,04206,081921,0,0,12,20,10,61,140,0,10
18,001,CAPITAL,04206,081922,0,0,9,20,6,66,147,7,5
18,001,CAPITAL,04207,081923,0,0,12,20,6,132,76,0,6
18,001,CAPITAL,04207,081924,0,0,10,21,0,113,115,4,7
18,001,CAPITAL,04207,081925,0,0,22,25,4,103,91,1,4
18,001,CAPITAL,04207,081926,0,0,12,29,0,116,104,0,3
18,001,CAPITAL,04207,081927,0,0,11,20,3,105,102,1,6
18,001,CAPITAL,04207,081928,0,0,11,26,2,113,101,1,5
18,001,CAPITAL,04207,081929,0,0,8,21,9,107,104,0,6
18,001,CAPITAL,04207,081930,0,0,9,28,6,136,81,2,3
18,001,CAPITAL,04208,081931,0,0,2,18,10,144,80,1,4
18,001,CAPITAL,04208,081932,0,0,10,16,5,149,90,0,3
18,001,CAPITAL,04208,081933,0,0,9,32,6,139,78,0,2
18,001,CAPITAL,04208,081934,0,0,22,15,0,133,74,0,5
18,001,CAPITAL,04208,081935,0,0,0,0,0,0,0,0,0
18,001,CAPITAL,04208,081936,0,0,6,15,1,165,77,1,4
18,001,CAPITAL,04208,081937,0,0,13,26,7,96,103,0,0
18,001,CAPITAL,04208,081938,0,0,21,26,5,130,72,1,9
18,001,CAPITAL,04208,081939,0,0,2,24,5,124,86,0,5
18,001,CAPITAL,04208,081940,0,0,18,30,2,121,87,1,4
18,001,CAPITAL,04208,081941,0,0,16,22,1,128,84,0,1
18,001,CAPITAL,04208,081942,0,0,16,16,2,129,84,1,3
18,001,CAPITAL,04209,081943,0,0,17,29,7,106,116,0,2
18,001,CAPITAL,04209,081944,0,0,0,33,6,133,85,1,9
18,001,CAPITAL,04209,081945,0,0,21,25,6,112,107,0,6
18,001,CAPITAL,04209,081946,0,0,12,30,7,122,102,1,12
18,001,CAPITAL,04209,081947,0,0,25,31,4,112,114,0,9
18,001,CAPITAL,04210,081948,0,0,12,26,7,111,119,0,3
18,001,CAPITAL,04210,081949,0,0,20,36,6,78,127,0,9
18,001,CAPITAL,04210,081950,0,0,15,24,6,93,107,0,15
18,001,CAPITAL,04210,081951,0,0,9,16,4,97,136,1,3
18,001,CAPITAL,04210,081952,0,0,16,29,5,92,35,0,7
18,001,CAPITAL,04210,081953,0,0,19,33,5,86,124,0,5
18,001,CAPITAL,04210,081954,0,0,0,31,10,89,107,0,10
18,001,CAPITAL,04210,081955,0,0,18,20,6,85,129,0,5
18,001,CAPITAL,04210,081956,0,0,11,26,2,99,116,1,12
18,001,CAPITAL,04210,081957,0,0,16,38,5,103,102,0,6
18,001,CAPITAL,04210,081958,0,0,15,18,4,65,162,0,5
18,001,CAPITAL,04210,081959,0,0,11,31,7,77,131,0,7
18,001,CAPITAL,04210,081960,0,0,11,26,3,73,130,1,15
18,001,CAPITAL,04210,081961,0,0,11,33,10,81,125,0,7
18,001,CAPITAL,04211,081962,0,0,12,19,3,79,112,0,10
18,001,CAPITAL,04211,081963,0,0,17,19,6,102,114,0,5
18,001,CAPITAL,04211,081964,0,0,18,15,9,90,101,0,0
18,001,CAPITAL,04211,081965,0,0,15,25,4,95,97,1,8
18,001,CAPITAL,04211,081966,0,0,11,30,7,83,100,0,6
18,001,CAPITAL,04211,081967,0,0,15,19,3,94,109,0,7
18,001,CAPITAL,04211,081968,0,0,0,0,0,0,0,0,0
18,001,CAPITAL,04211,081969,0,0,11,20,3,114,93,0,5
18,001,CAPITAL,04212,081970,0,0,9,27,6,53,139,0,16
18,001,CAPITAL,04212,081971,0,0,21,18,8,38,146,0,11
18,001,CAPITAL,04212,081972,0,0,17,14,2,51,149,0,14
18,001,CAPITAL,04212,081973,0,0,13,40,6,64,121,1,7
