codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0005,0038,0044,0048,0051,0059,0131,0132,0133,0134,0154,0309
08,Paraná                                  ,001,0008 ,0079,380,28,5,6,2,0,8,6,61,57,3,30,101,3,1
08,Paraná                                  ,001,0008 ,0080,380,2,7,0,2,0,8,6,61,48,4,26,132,0,2
08,Paraná                                  ,001,0008 ,0081,380,7,5,2,4,0,3,6,68,51,9,19,102,2,2
08,Paraná                                  ,001,0008 ,0082,380,3,17,0,2,0,5,10,50,23,7,28,145,0,2
08,Paraná                                  ,001,0008 ,0083,380,19,5,6,4,0,4,8,71,35,1,28,118,5,5
08,Paraná                                  ,001,0008 ,0084,380,36,3,2,0,0,11,5,64,50,6,31,89,2,3
08,Paraná                                  ,001,0008 ,0085,380,0,0,2,4,0,7,6,71,54,3,23,106,1,1
08,Paraná                                  ,001,0008 ,0086,760,18,5,10,4,0,8,12,152,112,2,42,264,2,4
08,Paraná                                  ,001,0008 ,0087,760,25,19,0,6,2,8,10,124,96,4,60,256,2,8
08,Paraná                                  ,001,0008 ,0088,760,22,4,4,6,8,10,14,200,92,10,52,214,8,10
08,Paraná                                  ,001,0008 ,0089,760,28,8,0,10,4,14,14,148,104,4,62,252,4,10
08,Paraná                                  ,001,0008 ,0090,760,3,3,8,6,0,14,12,178,112,10,56,240,2,4
08,Paraná                                  ,001,0008 ,0091,760,6,7,2,4,2,14,6,170,114,4,62,238,2,4
08,Paraná                                  ,001,0008 ,0092,760,0,0,2,6,0,14,10,194,90,2,74,242,4,4
08,Paraná                                  ,001,0008 ,0093,760,8,18,2,8,0,6,8,134,100,10,88,242,0,12
08,Paraná                                  ,001,0008 ,0094,760,0,0,4,4,0,14,10,146,92,6,52,236,4,10
08,Paraná                                  ,001,0008 ,0095,760,40,11,4,8,2,6,20,172,74,8,48,270,10,6
08,Paraná                                  ,001,0008 ,0096,760,30,17,4,10,2,12,12,134,98,10,62,266,4,6
08,Paraná                                  ,001,0008 ,0097,584,13,8,4,4,0,8,8,110,54,8,54,330,4,2
08,Paraná                                  ,001,0008 ,0098,584,11,7,0,8,0,14,8,170,98,6,50,238,0,12
08,Paraná                                  ,001,0008 ,0099,380,2,10,5,5,0,4,3,62,46,1,28,106,1,5
08,Paraná                                  ,001,0008 ,0100,380,0,0,1,2,0,7,2,74,46,0,28,116,0,0
08,Paraná                                  ,001,0008 ,0101,380,12,4,1,2,0,4,7,76,39,1,18,124,1,3
08,Paraná                                  ,001,0008 ,0102,380,0,0,1,2,0,8,6,69,38,1,30,119,0,1
08,Paraná                                  ,001,0008 ,0103,380,4,4,3,3,0,2,2,70,47,2,29,118,2,0
08,Paraná                                  ,001,0008 ,0104,380,1,6,2,5,0,4,4,72,39,2,25,135,2,4
08,Paraná                                  ,001,0008 ,0105,380,3,5,2,3,0,3,2,79,35,0,25,127,0,2
08,Paraná                                  ,001,0008 ,0106,380,18,5,0,0,0,7,4,82,47,3,21,112,1,1
08,Paraná                                  ,001,0008 ,0107,380,0,6,1,3,0,1,5,74,42,3,28,123,0,2
08,Paraná                                  ,001,0008 ,0108,380,3,6,2,0,0,8,6,76,37,3,27,113,1,5
08,Paraná                                  ,001,0008 ,0109,380,12,4,3,2,0,5,2,77,41,1,28,128,0,4
08,Paraná                                  ,001,0008 ,0110,380,2,8,2,2,0,3,8,80,46,1,27,112,1,3
08,Paraná                                  ,001,0008 ,0111,380,3,6,0,4,0,5,4,79,47,3,25,117,1,0
08,Paraná                                  ,001,0008 ,0112,380,25,8,3,0,0,2,2,68,31,5,27,127,1,3
08,Paraná                                  ,001,0008 ,0113,312,21,0,1,6,0,11,3,61,36,2,22,96,3,3
08,Paraná                                  ,001,0009 ,0099,380,2,14,0,8,0,1,8,33,30,6,20,160,2,2
08,Paraná                                  ,001,0009 ,0100,380,0,0,3,2,0,1,0,28,23,8,23,169,3,5
08,Paraná                                  ,001,0009 ,0101,380,8,12,3,2,0,4,4,28,28,1,28,151,2,2
08,Paraná                                  ,001,0009 ,0102,380,0,0,0,2,0,3,0,31,37,1,33,159,1,1
08,Paraná                                  ,001,0009 ,0103,380,0,0,2,0,0,3,3,26,24,0,21,168,0,1
08,Paraná                                  ,001,0009 ,0104,208,1,2,0,2,0,3,1,15,18,2,10,98,2,0
08,Paraná                                  ,001,0009 ,0105,208,0,0,1,1,0,3,0,28,12,0,11,100,0,1
08,Paraná                                  ,001,0009 ,0114,380,6,9,1,1,0,0,2,30,29,2,28,180,2,4
08,Paraná                                  ,001,0009 ,0115,380,0,0,0,1,0,3,4,44,30,0,27,172,1,3
08,Paraná                                  ,001,0009 ,0116,380,3,0,0,0,0,2,5,53,29,3,36,169,1,4
08,Paraná                                  ,001,0009 ,0117,380,7,4,1,0,0,1,3,35,22,3,25,193,4,1
08,Paraná                                  ,001,0009 ,0118,380,15,5,1,3,0,1,1,30,28,0,28,196,2,3
08,Paraná                                  ,001,0009 ,0119,225,0,0,1,1,0,3,0,14,15,2,14,116,0,1
08,Paraná                                  ,001,0009 ,0120,226,0,0,1,1,0,2,3,18,15,0,16,102,1,1
08,Paraná                                  ,001,0010 ,0106,380,0,0,2,1,0,3,3,61,29,2,41,126,1,3
08,Paraná                                  ,001,0010 ,0107,380,14,4,0,3,0,5,3,60,25,2,43,132,0,1
08,Paraná                                  ,001,0010 ,0108,380,3,12,1,2,0,3,6,45,45,2,36,139,3,2
08,Paraná                                  ,001,0010 ,0109,380,0,0,2,3,0,4,3,37,29,6,37,131,1,0
08,Paraná                                  ,001,0010 ,0110,380,0,6,1,2,0,5,2,40,51,3,29,134,1,0
08,Paraná                                  ,001,0010 ,0111,380,19,9,0,4,0,4,7,44,33,7,34,130,1,1
08,Paraná                                  ,001,0010 ,0112,243,25,8,0,3,0,2,3,51,25,1,22,68,3,0
08,Paraná                                  ,001,0010 ,0113,244,4,5,2,1,0,4,1,40,21,1,18,92,0,2
08,Paraná                                  ,001,0010 ,0121,380,0,0,0,0,0,0,0,59,44,5,37,138,0,0
08,Paraná                                  ,001,0010 ,0122,380,0,0,0,1,0,2,2,76,41,0,28,135,4,3
08,Paraná                                  ,001,0010 ,0123,380,0,0,2,2,0,2,5,67,34,4,30,133,0,2
08,Paraná                                  ,001,0010 ,0124,380,31,0,1,3,0,0,2,70,42,5,29,132,0,2
08,Paraná                                  ,001,0010 ,0125,380,6,7,1,1,0,5,1,54,36,6,27,157,3,1
08,Paraná                                  ,001,0010 ,0126,380,0,0,0,1,0,8,0,62,35,0,41,140,6,4
08,Paraná                                  ,001,0010 ,0127,380,19,8,6,2,0,6,1,58,37,1,27,140,0,0
08,Paraná                                  ,001,0010 ,0128,264,11,5,0,3,0,2,0,49,21,2,23,89,2,0
08,Paraná                                  ,001,0010 ,0129,265,0,0,0,1,0,3,5,49,31,0,18,98,1,3
08,Paraná                                  ,001,0011 ,0114,380,0,0,2,4,0,4,4,38,21,3,22,170,2,5
08,Paraná                                  ,001,0011 ,0115,380,0,0,0,0,0,4,0,44,31,2,31,155,3,4
08,Paraná                                  ,001,0011 ,0116,380,19,6,0,7,0,1,6,38,35,2,18,146,0,2
08,Paraná                                  ,001,0011 ,0117,380,0,0,2,5,0,3,5,32,32,1,30,159,0,1
08,Paraná                                  ,001,0011 ,0118,380,4,3,0,3,0,3,3,41,53,3,17,141,4,1
08,Paraná                                  ,001,0011 ,0119,380,4,0,1,2,0,2,4,46,25,6,28,158,6,2
08,Paraná                                  ,001,0011 ,0120,380,0,0,3,2,0,1,0,34,25,2,30,153,4,3
08,Paraná                                  ,001,0011 ,0121,380,7,6,1,2,0,4,3,33,30,2,36,145,2,2
08,Paraná                                  ,001,0011 ,0122,380,0,0,0,0,0,3,3,38,37,8,20,150,2,2
08,Paraná                                  ,001,0011 ,0123,380,2,5,2,3,0,1,4,38,40,4,35,144,2,2
08,Paraná                                  ,001,0011 ,0124,380,0,0,2,4,0,2,3,31,31,2,39,156,1,0
08,Paraná                                  ,001,0011 ,0125,380,6,7,3,4,0,1,4,39,27,2,31,147,2,4
08,Paraná                                  ,001,0011 ,0126,380,0,0,2,0,0,6,2,31,37,2,32,139,3,0
08,Paraná                                  ,001,0011 ,0127,380,0,0,0,4,0,4,1,31,27,2,20,166,3,0
08,Paraná                                  ,001,0011 ,0128,233,0,0,0,2,0,1,4,21,16,2,16,90,1,3
08,Paraná                                  ,001,0011 ,0130,380,0,0,0,1,0,4,2,45,23,2,32,175,4,4
08,Paraná                                  ,001,0011 ,0131,380,2,2,2,1,0,1,2,34,44,0,24,171,2,3
08,Paraná                                  ,001,0011 ,0132,380,0,0,0,5,6,1,1,51,33,3,13,174,0,1
08,Paraná                                  ,001,0011 ,0133,380,0,0,0,2,0,2,6,58,22,0,0,162,5,1
08,Paraná                                  ,001,0011 ,0134,380,0,0,0,2,0,4,2,48,37,3,21,154,4,1
08,Paraná                                  ,001,0011 ,0135,380,9,3,1,2,0,1,2,55,24,2,42,157,1,2
08,Paraná                                  ,001,0011 ,0136,380,0,0,1,0,0,3,1,42,30,3,35,161,3,2
08,Paraná                                  ,001,0011 ,0137,380,4,6,0,4,0,2,1,47,28,2,24,181,3,2
08,Paraná                                  ,001,0011 ,0138,380,4,6,0,1,0,1,3,45,23,2,27,181,1,0
08,Paraná                                  ,001,0011 ,0139,380,10,4,3,1,0,3,3,56,20,1,16,177,4,1
08,Paraná                                  ,001,0011 ,0140,380,0,0,4,2,0,2,3,44,33,2,24,152,1,4
08,Paraná                                  ,001,0011 ,0141,380,0,0,2,1,0,2,7,50,26,0,31,169,2,1
08,Paraná                                  ,001,0011 ,0142,380,0,0,2,4,0,3,5,52,34,3,26,161,1,0
08,Paraná                                  ,001,0011 ,0143,380,0,0,2,0,0,7,6,44,31,1,15,167,4,2
08,Paraná                                  ,001,0011 ,0144,380,0,0,0,1,0,2,1,59,23,6,25,166,2,0
08,Paraná                                  ,001,0011 ,0145,256,4,6,0,3,0,0,0,37,20,0,24,101,3,1
08,Paraná                                  ,001,0012 ,0129,380,0,0,0,3,0,2,15,52,30,0,32,136,0,5
08,Paraná                                  ,001,0012 ,0130,380,19,7,2,3,0,6,7,43,37,2,24,123,1,2
08,Paraná                                  ,001,0012 ,0131,380,3,5,1,1,0,4,6,59,45,3,32,113,2,1
08,Paraná                                  ,001,0012 ,0132,380,20,4,2,4,0,7,13,51,42,0,23,128,3,1
08,Paraná                                  ,001,0012 ,0133,380,3,12,4,0,0,4,6,59,49,2,27,116,1,2
08,Paraná                                  ,001,0012 ,0134,380,23,9,0,4,0,2,9,60,50,4,29,104,0,3
08,Paraná                                  ,001,0012 ,0135,380,5,5,1,1,0,7,8,71,42,3,29,112,2,1
08,Paraná                                  ,001,0012 ,0136,380,0,0,3,2,0,2,5,62,46,3,31,108,2,4
08,Paraná                                  ,001,0012 ,0137,380,27,12,4,0,0,7,12,57,42,5,26,109,3,1
08,Paraná                                  ,001,0012 ,0138,380,21,2,1,3,0,6,3,58,35,1,32,130,2,2
08,Paraná                                  ,001,0012 ,0139,380,1,7,2,2,0,6,3,54,44,2,45,100,0,3
08,Paraná                                  ,001,0012 ,0140,380,34,0,5,3,0,6,3,52,45,5,0,112,0,4
08,Paraná                                  ,001,0012 ,0141,380,0,0,0,2,4,6,7,58,47,5,36,110,1,2
08,Paraná                                  ,001,0012 ,0142,380,17,3,4,3,1,7,7,57,38,2,32,121,2,4
08,Paraná                                  ,001,0012 ,0143,380,0,0,2,2,1,3,6,50,36,2,31,136,0,0
08,Paraná                                  ,001,0012 ,0144,380,1,10,0,2,5,5,3,54,40,3,25,133,1,5
08,Paraná                                  ,001,0012 ,0145,380,27,0,5,1,2,6,5,70,36,1,26,112,1,2
08,Paraná                                  ,001,0012 ,0146,760,3,6,6,6,2,10,12,120,104,10,78,256,4,6
08,Paraná                                  ,001,0012 ,0147,760,35,6,4,4,0,10,20,132,82,4,50,228,10,8
08,Paraná                                  ,001,0012 ,0148,760,27,7,6,12,4,10,12,132,80,8,66,276,4,6
08,Paraná                                  ,001,0012 ,0149,760,2,3,10,12,0,12,10,144,82,4,54,224,4,6
08,Paraná                                  ,001,0012 ,0150,760,0,0,4,4,0,10,26,152,86,12,58,248,2,4
08,Paraná                                  ,001,0012 ,0151,760,19,6,12,14,0,8,22,166,98,8,72,214,4,6
08,Paraná                                  ,001,0012 ,0152,760,7,6,8,4,0,16,26,138,96,10,64,230,4,4
08,Paraná                                  ,001,0012 ,0153,603,40,12,0,8,0,10,12,164,98,4,44,192,4,10
08,Paraná                                  ,001,0012 ,0154,380,18,3,1,5,0,2,4,54,0,0,117,28,3,0
08,Paraná                                  ,001,0012 ,0155,380,21,5,3,2,0,2,7,66,44,2,26,112,4,1
08,Paraná                                  ,001,0012 ,0156,380,5,7,0,3,0,2,11,54,46,1,26,123,3,1
08,Paraná                                  ,001,0012 ,0157,380,0,0,1,1,0,1,3,52,40,3,33,145,2,0
08,Paraná                                  ,001,0012 ,0158,380,6,7,0,4,3,5,11,58,41,2,26,114,4,4
08,Paraná                                  ,001,0012 ,0159,380,26,7,4,2,1,3,9,78,37,3,37,98,2,0
08,Paraná                                  ,001,0012 ,0160,380,0,0,1,4,0,4,4,67,37,2,32,129,1,1
08,Paraná                                  ,001,0012 ,0161,380,4,8,0,4,0,5,10,61,27,2,32,128,1,4
08,Paraná                                  ,001,0012 ,0162,380,3,3,1,4,0,6,8,73,30,2,25,130,1,2
08,Paraná                                  ,001,0012 ,0163,380,16,0,1,5,2,2,5,72,37,3,22,123,3,1
08,Paraná                                  ,001,0012 ,0164,380,0,0,3,3,0,7,8,71,33,1,22,117,5,0
08,Paraná                                  ,001,0012 ,0165,380,0,0,2,2,0,5,9,67,43,1,27,116,3,2
08,Paraná                                  ,001,0012 ,0166,380,1,8,1,1,2,1,6,80,43,5,29,98,1,3
08,Paraná                                  ,001,0012 ,0167,380,17,5,0,2,0,3,4,53,47,3,18,132,2,2
08,Paraná                                  ,001,0012 ,0168,380,0,0,3,3,1,3,11,69,36,4,22,127,1,1
08,Paraná                                  ,001,0012 ,0169,380,14,10,1,1,1,1,7,78,40,0,33,115,0,1
08,Paraná                                  ,001,0012 ,0170,380,3,11,4,5,0,3,6,70,43,4,34,91,4,2
08,Paraná                                  ,001,0012 ,0171,380,4,4,1,0,0,3,14,76,27,2,23,133,1,1
08,Paraná                                  ,001,0012 ,0172,380,12,6,3,2,0,2,4,52,30,4,24,147,4,2
08,Paraná                                  ,001,0012 ,0173,380,0,0,2,3,0,4,5,54,42,2,23,124,2,3
08,Paraná                                  ,001,0012 ,0174,270,11,5,2,4,0,5,8,53,31,4,18,89,2,3
