codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00001,00008,00005,00096,00009
23,001,CAPITAL,05349,095970,0,0,29,24,20,32,9,137
23,001,CAPITAL,05349,095971,0,0,23,20,9,43,11,145
23,001,CAPITAL,05349,095972,0,0,21,29,12,32,11,143
23,001,CAPITAL,05349,095973,0,0,26,20,16,47,11,119
23,001,CAPITAL,05349,095974,0,0,22,22,14,46,6,140
23,001,CAPITAL,05349,095975,0,0,22,20,8,32,8,149
23,001,CAPITAL,05349,095976,0,0,25,19,13,49,8,135
23,001,CAPITAL,05349,095977,0,0,20,21,6,42,13,148
23,001,CAPITAL,05349,095978,0,0,0,22,14,47,6,130
23,001,CAPITAL,05349,095979,0,0,28,11,8,49,10,150
23,001,CAPITAL,05349,095980,0,0,21,17,8,57,10,123
23,001,CAPITAL,05349,095981,0,0,18,20,8,34,8,153
23,001,CAPITAL,05349,095982,0,0,25,21,14,48,5,129
23,001,CAPITAL,05349,095983,0,0,20,24,15,32,10,148
23,001,CAPITAL,05349,095984,0,0,17,16,12,60,10,125
23,001,CAPITAL,05349,095985,0,0,24,22,14,47,13,122
23,001,CAPITAL,05349,095986,0,0,16,18,11,42,12,135
23,001,CAPITAL,05349,095987,0,0,13,32,15,50,6,123
23,001,CAPITAL,05349,095988,0,0,22,19,9,43,8,135
23,001,CAPITAL,05350,095989,0,0,21,26,6,44,8,153
23,001,CAPITAL,05350,095990,0,0,1,18,9,60,3,133
23,001,CAPITAL,05350,095991,0,0,15,14,8,117,11,72
23,001,CAPITAL,05350,095992,0,0,15,24,14,44,10,149
23,001,CAPITAL,05350,095993,0,0,11,18,18,58,14,112
23,001,CAPITAL,05350,095994,0,0,16,17,2,56,14,139
23,001,CAPITAL,05350,095995,0,0,33,18,8,47,13,123
23,001,CAPITAL,05350,095996,0,0,16,19,17,54,12,130
23,001,CAPITAL,05350,095997,0,0,30,24,10,35,17,151
23,001,CAPITAL,05350,095998,0,0,19,21,9,42,9,126
23,001,CAPITAL,05350,095999,0,0,13,21,8,37,10,135
23,001,CAPITAL,05351,096000,0,0,21,24,16,54,18,131
23,001,CAPITAL,05351,096001,0,0,31,30,10,55,14,133
23,001,CAPITAL,05351,096002,0,0,28,22,19,52,10,136
23,001,CAPITAL,05351,096003,0,0,23,17,15,51,14,128
23,001,CAPITAL,05351,096004,0,0,24,27,13,37,14,135
23,001,CAPITAL,05351,096005,0,0,18,19,15,55,18,134
23,001,CAPITAL,05351,096006,0,0,0,0,0,0,0,0
23,001,CAPITAL,05351,096007,0,0,29,30,20,44,13,122
23,001,CAPITAL,05351,096008,0,0,18,22,13,60,16,135
