codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0005,0022,0047,0050,0052,0055,0187,0245,0249,0250,0436
24,Ushuaia,001,0001 ,0001,332,5,9,23,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0001 ,0002,332,5,18,13,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0001 ,0003,332,2,9,19,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0001 ,0004,331,4,19,19,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0001 ,0005,331,3,10,11,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0001 ,0006,331,0,15,21,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0001 ,0007,331,3,7,21,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0001 ,0008,331,2,8,15,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0001 ,0142,339,4,16,18,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0001 ,0143,339,5,8,18,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0001 ,0144,339,0,9,16,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0001 ,0145,339,4,14,15,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0001 ,0146,339,3,9,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0001 ,0147,339,3,13,19,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0001 ,0148,338,2,11,17,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0001 ,0149,338,0,13,12,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0001 ,0150,338,5,11,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0002 ,0009,337,3,11,19,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0002 ,0010,337,0,11,21,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0002 ,0011,336,2,15,20,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0002 ,0012,336,6,0,18,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0002 ,0013,336,3,13,17,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0002 ,0151,300,4,8,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0002 ,0152,300,2,15,12,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0002 ,0153,299,2,14,20,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0002 ,0154,299,1,8,17,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0002 ,0155,299,2,11,8,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0002 ,0156,299,4,5,19,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0003 ,0014,330,1,14,13,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0003 ,0015,330,3,14,14,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0003 ,0016,330,2,20,18,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0003 ,0017,330,5,16,23,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0003 ,0018,329,2,14,12,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0003 ,0019,329,6,16,17,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0003 ,0020,329,0,12,18,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0003 ,0021,329,1,16,25,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0003 ,0022,329,4,18,18,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0003 ,0157,317,1,11,14,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0003 ,0158,317,2,6,17,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0003 ,0159,317,5,12,11,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0003 ,0160,317,2,8,15,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0003 ,0161,317,8,9,15,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0003 ,0162,316,3,13,11,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0003 ,0163,316,3,13,16,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0003 ,0164,316,8,8,17,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0003 ,0165,316,7,12,14,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0003 ,0166,316,5,10,12,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0023,350,7,8,15,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0024,350,0,12,12,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0025,350,4,7,12,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0026,350,1,15,10,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0027,350,4,19,13,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0028,350,4,13,20,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0029,350,2,11,24,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0030,349,0,12,24,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0031,349,1,23,11,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0032,349,1,20,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0033,349,6,19,9,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0034,349,8,0,15,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0035,349,2,16,10,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0036,349,5,21,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0167,347,4,16,12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0168,347,2,6,14,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0169,347,62,14,15,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0170,347,2,14,19,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0171,347,6,17,11,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0172,347,2,10,14,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0173,347,3,13,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0174,347,1,11,12,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0175,347,7,9,12,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0176,346,2,17,10,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0177,346,3,13,15,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0178,346,8,0,19,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0179,346,5,10,16,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0180,346,5,9,7,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Ushuaia,001,0004 ,0181,346,2,19,9,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
