codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0001,0041,0047,0050,0111,0219,0269,0270,0271,0272
14,Capital                                 ,001,0001 ,0001,450,0,0,3,2,10,9,2,62,72,52,43,2
14,Capital                                 ,001,0001 ,0002,450,20,2,3,2,11,11,2,59,82,44,47,1
14,Capital                                 ,001,0001 ,0003,450,28,10,8,0,9,15,0,69,72,57,34,2
14,Capital                                 ,001,0001 ,0004,450,21,3,4,1,9,15,2,64,69,38,39,0
14,Capital                                 ,001,0001 ,0005,450,42,0,7,3,14,11,2,65,71,49,35,0
14,Capital                                 ,001,0001 ,0006,450,36,1,6,3,10,19,3,62,80,33,34,2
14,Capital                                 ,001,0001 ,0007,450,17,4,6,2,8,17,3,55,75,53,50,0
14,Capital                                 ,001,0001 ,0008,450,29,8,3,3,15,12,2,55,71,37,58,3
14,Capital                                 ,001,0001 ,0009,450,34,3,7,2,9,16,2,53,70,34,36,0
14,Capital                                 ,001,0001 ,0010,450,34,0,0,2,11,17,4,58,71,47,46,0
14,Capital                                 ,001,0001 ,0011,450,27,3,11,5,9,12,2,49,69,48,50,3
14,Capital                                 ,001,0001 ,0012,450,26,4,3,2,9,13,4,56,97,49,39,1
14,Capital                                 ,001,0001 ,0013,450,36,12,5,5,9,16,5,52,69,53,38,0
14,Capital                                 ,001,0001 ,0014,450,33,8,5,2,12,14,2,55,80,46,41,1
14,Capital                                 ,001,0001 ,0015,450,39,4,6,0,14,10,1,55,77,52,51,4
14,Capital                                 ,001,0001 ,0016,450,34,1,1,0,10,14,2,60,73,29,47,2
14,Capital                                 ,001,0001 ,0017,450,6,2,6,3,7,10,2,75,88,45,33,0
14,Capital                                 ,001,0001 ,0018,450,20,4,2,2,9,14,2,69,79,44,50,3
14,Capital                                 ,001,0001 ,0019,450,28,8,1,7,14,16,3,52,77,55,47,2
14,Capital                                 ,001,0001 ,0020,450,20,12,1,2,9,11,1,59,76,39,49,0
14,Capital                                 ,001,0001 ,0021,281,4,6,7,0,9,12,0,47,37,26,24,0
14,Capital                                 ,001,0001 ,0740,450,0,0,2,1,4,7,2,65,82,37,41,0
14,Capital                                 ,001,0001 ,0741,450,33,8,4,1,7,14,2,56,78,30,34,1
14,Capital                                 ,001,0001 ,0742,450,31,4,6,3,10,12,7,52,66,36,49,1
14,Capital                                 ,001,0001 ,0743,450,29,15,6,2,6,17,2,47,78,40,33,0
14,Capital                                 ,001,0001 ,0744,450,34,7,5,1,15,9,3,58,84,34,41,0
14,Capital                                 ,001,0001 ,0745,450,37,2,4,2,4,24,3,60,69,49,48,1
14,Capital                                 ,001,0001 ,0746,450,38,1,6,2,9,16,4,63,71,22,48,2
14,Capital                                 ,001,0001 ,0747,450,27,5,7,2,4,15,3,57,73,39,45,1
14,Capital                                 ,001,0001 ,0748,450,26,7,9,2,3,10,7,57,74,40,53,1
14,Capital                                 ,001,0001 ,0749,450,22,5,7,0,5,10,5,72,81,29,43,0
14,Capital                                 ,001,0001 ,0750,450,31,2,5,2,5,20,11,59,86,35,40,0
14,Capital                                 ,001,0001 ,0751,450,0,0,2,2,4,16,5,63,67,42,46,4
14,Capital                                 ,001,0001 ,0752,450,0,0,4,4,10,13,5,62,67,58,36,1
14,Capital                                 ,001,0001 ,0753,450,32,2,9,3,8,11,5,55,81,49,47,2
14,Capital                                 ,001,0001 ,0754,450,32,7,5,4,5,17,3,56,85,30,43,2
14,Capital                                 ,001,0001 ,0755,450,31,7,7,5,12,8,7,60,81,38,29,3
14,Capital                                 ,001,0001 ,0756,450,4,4,1,4,13,7,3,55,77,44,48,1
14,Capital                                 ,001,0001 ,0757,331,22,1,3,2,5,10,5,36,63,28,45,3
14,Capital                                 ,001,0002 ,0022,450,27,2,7,4,2,15,2,96,113,38,38,2
14,Capital                                 ,001,0002 ,0023,450,44,0,4,5,1,12,0,84,89,42,33,3
14,Capital                                 ,001,0002 ,0024,450,33,1,3,3,4,3,3,112,95,36,40,2
14,Capital                                 ,001,0002 ,0025,450,32,10,4,1,5,11,1,83,100,41,49,2
14,Capital                                 ,001,0002 ,0026,450,24,14,5,1,4,10,0,97,80,36,47,4
14,Capital                                 ,001,0002 ,0027,450,35,5,11,4,6,9,5,83,104,38,42,1
14,Capital                                 ,001,0002 ,0028,450,33,6,2,4,9,9,2,69,89,38,41,2
14,Capital                                 ,001,0002 ,0029,450,18,0,10,3,2,11,4,88,119,28,32,6
14,Capital                                 ,001,0002 ,0030,450,39,5,13,5,3,10,3,73,86,26,51,2
14,Capital                                 ,001,0002 ,0031,450,40,9,4,3,1,4,3,97,95,31,42,1
14,Capital                                 ,001,0002 ,0032,450,38,8,7,4,8,22,2,70,78,42,46,5
14,Capital                                 ,001,0002 ,0033,450,36,5,8,3,4,11,3,80,87,50,41,2
14,Capital                                 ,001,0002 ,0034,450,41,8,7,3,5,6,1,87,102,32,44,0
14,Capital                                 ,001,0002 ,0035,450,27,4,6,3,0,9,4,113,80,33,43,3
14,Capital                                 ,001,0002 ,0036,450,39,4,4,2,3,8,1,84,94,32,46,3
14,Capital                                 ,001,0002 ,0037,450,50,4,6,5,5,16,4,87,76,43,38,1
14,Capital                                 ,001,0002 ,0038,450,36,1,8,0,2,12,1,75,78,30,48,1
14,Capital                                 ,001,0002 ,0039,450,44,7,4,1,4,7,1,80,99,46,29,2
14,Capital                                 ,001,0002 ,0040,450,0,0,5,0,4,16,4,84,107,22,37,2
14,Capital                                 ,001,0002 ,0041,450,0,0,6,3,2,6,3,77,95,31,59,0
14,Capital                                 ,001,0002 ,0042,450,34,4,4,1,4,10,4,85,101,38,41,5
14,Capital                                 ,001,0002 ,0043,382,39,1,2,0,1,13,4,71,85,28,32,1
14,Capital                                 ,001,0002 ,0758,450,22,4,4,1,9,10,4,98,69,29,39,0
14,Capital                                 ,001,0002 ,0759,450,30,3,3,0,8,4,6,73,82,38,33,2
14,Capital                                 ,001,0002 ,0760,450,31,14,6,3,2,13,7,88,80,21,32,5
14,Capital                                 ,001,0002 ,0761,450,22,7,2,2,1,15,5,96,89,22,36,1
14,Capital                                 ,001,0002 ,0762,450,31,7,5,3,5,11,3,77,86,34,30,4
14,Capital                                 ,001,0002 ,0763,450,7,2,4,5,4,6,5,86,87,33,48,4
14,Capital                                 ,001,0002 ,0764,450,5,2,4,6,5,12,5,76,80,36,37,2
14,Capital                                 ,001,0002 ,0765,450,27,0,7,3,2,15,2,88,81,38,33,0
14,Capital                                 ,001,0002 ,0766,450,30,5,10,4,3,6,1,74,98,19,56,3
14,Capital                                 ,001,0002 ,0767,450,9,2,3,6,5,9,2,89,100,36,34,3
14,Capital                                 ,001,0002 ,0768,450,36,13,8,3,2,14,8,79,84,35,40,3
14,Capital                                 ,001,0002 ,0769,450,20,6,4,4,2,8,2,79,69,27,48,1
14,Capital                                 ,001,0002 ,0770,450,38,5,2,1,3,5,4,81,91,19,45,4
14,Capital                                 ,001,0002 ,0771,450,19,9,4,1,4,6,4,94,73,44,36,1
14,Capital                                 ,001,0002 ,0772,450,7,7,3,1,8,11,1,95,76,26,56,3
14,Capital                                 ,001,0002 ,0773,450,30,2,9,0,4,14,8,88,83,23,32,6
14,Capital                                 ,001,0002 ,0774,450,71,4,6,4,2,8,5,74,77,26,34,4
14,Capital                                 ,001,0002 ,0775,450,32,5,9,2,8,14,4,76,88,28,40,0
14,Capital                                 ,001,0002 ,0776,450,32,3,6,3,1,0,0,83,92,25,31,2
14,Capital                                 ,001,0002 ,0777,450,36,3,6,3,2,11,3,67,77,30,58,1
14,Capital                                 ,001,0002 ,0778,270,24,0,1,3,4,5,3,62,52,22,13,0
14,Capital                                 ,001,0003 ,0044,450,0,0,1,3,3,9,1,87,91,39,48,5
14,Capital                                 ,001,0003 ,0045,450,31,6,3,6,9,16,1,78,109,39,43,1
14,Capital                                 ,001,0003 ,0046,450,39,1,9,3,13,15,5,84,106,33,40,3
14,Capital                                 ,001,0003 ,0047,450,21,0,4,4,7,11,0,89,93,38,36,2
14,Capital                                 ,001,0003 ,0048,450,27,14,4,3,4,14,0,84,95,31,46,3
14,Capital                                 ,001,0003 ,0049,450,33,12,1,1,6,13,7,88,83,42,40,2
14,Capital                                 ,001,0003 ,0050,450,34,5,5,5,5,10,5,86,89,34,41,3
14,Capital                                 ,001,0003 ,0051,450,31,12,5,4,6,7,1,87,88,38,59,0
14,Capital                                 ,001,0003 ,0052,450,37,4,6,8,6,12,2,67,82,39,57,3
14,Capital                                 ,001,0003 ,0053,450,5,7,6,0,8,11,1,93,87,34,51,0
14,Capital                                 ,001,0003 ,0054,450,38,10,3,5,8,15,1,90,79,58,43,1
14,Capital                                 ,001,0003 ,0055,450,6,6,7,3,8,9,2,98,92,42,38,2
14,Capital                                 ,001,0003 ,0056,450,54,4,4,6,3,15,3,86,93,36,43,3
14,Capital                                 ,001,0003 ,0057,450,0,0,6,1,6,10,4,89,80,45,28,4
14,Capital                                 ,001,0003 ,0058,450,37,4,9,7,7,11,3,78,88,42,40,2
14,Capital                                 ,001,0003 ,0059,450,30,10,6,3,3,18,3,83,93,28,43,4
14,Capital                                 ,001,0003 ,0060,450,32,3,6,4,2,17,5,91,101,30,50,0
14,Capital                                 ,001,0003 ,0061,450,38,3,8,4,4,11,2,84,96,45,31,0
14,Capital                                 ,001,0003 ,0062,450,35,5,5,5,6,21,3,77,87,49,42,3
14,Capital                                 ,001,0003 ,0063,450,19,1,11,2,5,19,4,99,92,35,39,2
14,Capital                                 ,001,0003 ,0064,115,4,1,1,2,1,4,1,29,21,10,9,0
14,Capital                                 ,001,0003 ,0779,450,31,7,2,5,3,5,2,76,98,29,33,1
14,Capital                                 ,001,0003 ,0780,450,48,4,0,3,9,10,6,83,81,27,38,3
14,Capital                                 ,001,0003 ,0781,450,38,9,5,4,4,9,8,78,81,41,28,2
