codprov,coddepto,depto,circuito,mesa,electores,blancos,nulos,00007,00055,00056,00008,00005,00009,00001,00002,00003,00057,00004,00006
01,009,Comuna 9,00099,004075,347,7,7,2,0,2,10,97,113,35,2,2,2,12,0
01,009,Comuna 9,00099,004076,349,16,2,3,1,0,17,89,132,18,2,1,0,4,0
01,009,Comuna 9,00099,004077,349,8,1,4,1,0,14,75,123,40,2,1,0,14,1
01,009,Comuna 9,00099,004078,354,14,6,4,0,0,9,91,112,30,5,2,0,10,0
01,009,Comuna 9,00099,004079,349,11,0,8,0,1,8,97,120,30,2,1,0,8,0
01,009,Comuna 9,00099,004080,348,7,5,4,1,1,8,95,129,22,2,2,1,13,0
01,009,Comuna 9,00099,004081,349,5,1,4,0,0,12,96,123,23,6,2,1,12,1
01,009,Comuna 9,00099,004082,349,22,2,2,2,1,8,104,99,31,3,1,0,3,2
01,009,Comuna 9,00099,004083,346,11,5,4,0,1,7,86,116,24,3,3,0,11,0
01,009,Comuna 9,00099,004084,345,9,0,3,2,1,9,97,128,33,2,0,1,4,0
01,009,Comuna 9,00099,004085,349,12,2,4,0,0,6,89,118,34,1,3,0,16,0
01,009,Comuna 9,00099,004086,352,13,1,3,1,0,10,91,122,29,3,6,0,8,0
01,009,Comuna 9,00099,004087,348,11,0,4,1,0,10,88,114,34,3,0,1,8,0
01,009,Comuna 9,00099,004088,348,15,2,2,2,0,6,72,136,34,3,1,0,8,1
01,009,Comuna 9,00099,004089,348,10,2,0,0,1,23,83,127,33,1,0,0,9,0
01,009,Comuna 9,00099,004090,347,12,2,3,0,3,6,92,119,29,0,2,0,13,1
01,009,Comuna 9,00099,004091,348,10,6,3,1,0,7,100,126,26,1,1,1,6,0
01,009,Comuna 9,00099,004092,348,18,2,5,0,0,11,65,128,35,2,4,0,12,0
01,009,Comuna 9,00099,004093,351,8,2,3,0,0,13,85,120,32,0,1,0,15,0
01,009,Comuna 9,00099,004094,348,7,0,4,0,1,8,95,123,24,3,5,0,9,1
01,009,Comuna 9,00099,004095,347,8,6,5,0,0,7,74,126,32,1,1,1,13,0
01,009,Comuna 9,00099,004096,347,2,1,3,0,1,7,87,135,24,2,4,0,10,0
01,009,Comuna 9,00099,004097,348,6,5,5,2,0,13,80,133,29,4,0,0,12,1
01,009,Comuna 9,00099,004098,345,10,3,5,0,3,3,90,129,28,3,2,0,11,0
01,009,Comuna 9,00099,004099,348,9,3,4,1,1,9,85,137,34,4,0,0,7,1
01,009,Comuna 9,00099,004100,348,9,1,3,1,1,10,81,121,35,2,0,2,12,1
01,009,Comuna 9,00099,004101,351,6,2,2,0,0,11,103,113,29,4,0,0,6,1
01,009,Comuna 9,00100,004102,349,16,3,3,3,1,9,87,133,25,2,0,1,7,0
01,009,Comuna 9,00100,004103,349,13,4,5,1,0,8,96,120,22,5,1,0,11,0
01,009,Comuna 9,00100,004104,349,10,1,6,1,0,9,90,130,32,2,1,0,13,1
01,009,Comuna 9,00100,004105,350,12,2,3,0,0,12,86,118,18,5,2,0,16,1
01,009,Comuna 9,00100,004106,349,17,3,7,0,0,14,94,107,29,2,1,1,11,0
01,009,Comuna 9,00100,004107,348,8,0,3,2,2,12,78,139,24,5,1,0,11,0
01,009,Comuna 9,00100,004108,353,19,0,3,2,0,8,96,124,36,1,0,0,8,1
01,009,Comuna 9,00100,004109,348,8,2,5,1,0,10,94,129,27,1,2,0,8,0
01,009,Comuna 9,00100,004110,348,9,3,3,0,3,11,103,121,26,1,0,0,4,1
01,009,Comuna 9,00100,004111,348,10,0,8,4,0,9,82,130,24,1,2,3,15,0
01,009,Comuna 9,00100,004112,346,13,3,0,0,1,10,74,138,31,3,0,0,13,0
01,009,Comuna 9,00100,004113,354,17,4,4,1,0,20,87,103,33,2,1,0,7,1
01,009,Comuna 9,00100,004114,347,4,1,4,1,0,13,79,144,23,2,5,0,11,0
01,009,Comuna 9,00100,004115,349,7,2,3,2,0,15,86,126,31,1,1,0,18,0
01,009,Comuna 9,00100,004116,350,16,6,3,1,1,12,93,107,25,3,0,1,11,0
01,009,Comuna 9,00100,004117,347,8,2,3,0,1,16,96,117,38,2,2,0,12,0
01,009,Comuna 9,00100,004118,348,12,2,4,2,1,13,82,121,20,0,3,0,8,1
01,009,Comuna 9,00100,004119,348,16,0,3,3,1,9,79,121,28,4,2,0,12,1
01,009,Comuna 9,00100,004120,347,16,0,3,1,0,13,95,104,24,6,3,0,12,1
01,009,Comuna 9,00100,004121,352,11,0,3,2,0,8,91,114,23,1,3,1,9,1
01,009,Comuna 9,00100,004122,348,16,2,2,0,1,8,90,120,42,0,1,0,9,0
01,009,Comuna 9,00100,004123,350,12,1,4,1,2,16,101,117,23,5,2,0,13,2
01,009,Comuna 9,00100,004124,349,11,2,2,1,2,10,86,137,35,2,1,0,10,0
01,009,Comuna 9,00100,004125,348,21,2,3,2,1,11,76,115,26,3,5,0,21,0
01,009,Comuna 9,00100,004126,348,15,1,7,0,0,10,92,120,23,1,1,0,9,0
01,009,Comuna 9,00100,004127,348,8,1,5,0,1,7,91,124,28,3,1,0,10,0
01,009,Comuna 9,00100,004128,350,18,1,1,1,1,17,92,116,26,0,1,1,5,0
01,009,Comuna 9,00100,004129,355,13,6,3,1,0,9,89,117,27,1,1,0,7,0
01,009,Comuna 9,00100,004130,349,8,0,5,0,0,12,117,113,25,1,3,0,6,0
01,009,Comuna 9,00100,004131,348,14,3,6,1,0,9,111,105,29,2,0,0,10,0
01,009,Comuna 9,00100,004132,348,3,5,5,3,1,15,75,126,22,1,7,0,3,1
01,009,Comuna 9,00100,004133,349,12,0,8,0,0,13,110,102,18,1,1,0,9,0
01,009,Comuna 9,00100,004134,349,7,3,4,1,0,11,100,119,23,5,0,0,10,0
01,009,Comuna 9,00100,004135,352,11,4,3,1,1,5,99,121,19,8,2,0,11,0
01,009,Comuna 9,00100,004136,349,9,2,4,1,0,12,96,126,26,2,3,0,11,2
01,009,Comuna 9,00100,004137,347,16,0,2,1,0,7,93,123,31,2,1,1,10,0
01,009,Comuna 9,00100,004138,349,9,3,0,3,0,12,83,131,28,2,3,0,9,1
01,009,Comuna 9,00100,004139,349,17,2,3,0,0,16,99,130,25,1,1,0,9,0
01,009,Comuna 9,00100,004140,350,13,8,5,1,1,7,88,128,20,1,1,1,9,2
01,009,Comuna 9,00100,004141,353,33,0,2,0,0,9,79,138,37,0,2,0,0,1
01,009,Comuna 9,00101,004142,348,15,5,1,2,1,7,93,111,26,2,2,1,10,1
01,009,Comuna 9,00101,004143,349,14,7,4,0,0,18,80,117,30,2,1,1,9,1
01,009,Comuna 9,00101,004144,350,8,3,5,0,0,14,92,108,23,2,0,0,4,1
01,009,Comuna 9,00101,004145,347,16,2,5,1,0,10,92,111,23,4,3,0,4,0
01,009,Comuna 9,00101,004146,347,23,0,3,1,0,5,86,114,15,4,5,0,5,0
01,009,Comuna 9,00101,004147,348,12,0,6,0,1,14,88,114,22,3,0,1,6,0
01,009,Comuna 9,00101,004148,354,20,0,2,1,1,11,87,123,15,1,2,1,11,2
01,009,Comuna 9,00101,004149,349,6,3,2,2,0,16,89,111,20,2,0,2,9,0
01,009,Comuna 9,00101,004150,349,15,3,3,1,0,4,85,122,34,3,1,0,12,0
01,009,Comuna 9,00101,004151,348,4,3,2,0,1,11,113,104,17,2,2,1,3,0
01,009,Comuna 9,00101,004152,349,13,5,5,2,1,8,89,108,24,3,3,0,6,0
01,009,Comuna 9,00101,004153,348,13,3,4,0,0,12,94,106,31,4,1,1,2,0
01,009,Comuna 9,00101,004154,348,10,3,5,3,0,13,103,110,21,2,2,0,10,1
01,009,Comuna 9,00101,004155,353,10,3,3,0,0,13,82,113,27,1,1,0,2,0
01,009,Comuna 9,00101,004156,349,18,6,3,0,0,7,108,99,21,5,0,0,7,1
01,009,Comuna 9,00101,004157,349,12,0,3,2,2,6,83,111,25,0,3,0,8,0
01,009,Comuna 9,00101,004158,348,6,4,4,0,1,12,92,92,29,4,4,1,16,1
01,009,Comuna 9,00101,004159,348,5,3,0,1,0,11,91,104,28,4,2,0,12,0
01,009,Comuna 9,00101,004160,348,17,5,7,1,0,12,60,134,20,4,1,0,9,0
01,009,Comuna 9,00101,004161,352,11,4,3,0,0,6,80,123,31,7,1,0,13,1
01,009,Comuna 9,00101,004162,353,11,5,1,0,0,6,106,119,22,2,4,0,9,2
01,009,Comuna 9,00101,004163,348,8,0,2,0,0,9,75,113,37,4,6,1,7,1
01,009,Comuna 9,00101,004164,347,21,0,2,0,0,11,86,113,24,1,0,0,6,0
01,009,Comuna 9,00101,004165,349,12,6,2,1,0,14,106,104,29,6,0,0,8,0
01,009,Comuna 9,00101,004166,347,12,2,4,0,0,13,86,101,27,6,2,0,6,0
01,009,Comuna 9,00101,004167,353,11,5,2,3,0,16,73,113,22,2,2,1,10,3
01,009,Comuna 9,00101,004168,350,9,6,3,1,1,18,79,108,30,4,0,0,17,0
01,009,Comuna 9,00101,004169,347,12,3,2,2,0,8,96,101,20,2,2,0,6,0
01,009,Comuna 9,00101,004170,349,7,2,4,1,1,9,83,125,28,0,0,0,14,1
01,009,Comuna 9,00101,004171,350,12,1,5,1,0,13,99,120,12,5,2,0,5,0
01,009,Comuna 9,00101,004172,352,13,2,3,2,0,10,100,114,22,5,1,0,7,0
01,009,Comuna 9,00101,004173,348,12,0,1,0,0,8,85,119,27,3,1,0,9,0
01,009,Comuna 9,00101,004174,349,10,0,5,1,0,10,93,116,31,2,3,0,8,0
01,009,Comuna 9,00101,004175,348,8,3,6,1,0,10,97,105,26,4,10,0,10,0
01,009,Comuna 9,00101,004176,348,6,4,1,1,0,13,109,118,25,2,0,0,11,0
01,009,Comuna 9,00101,004177,347,9,2,5,0,0,5,89,113,28,0,1,0,7,0
01,009,Comuna 9,00101,004178,348,16,0,3,0,0,7,84,136,24,2,0,1,7,0
01,009,Comuna 9,00101,004179,348,14,11,4,1,0,9,90,97,30,2,4,0,5,1
01,009,Comuna 9,00101,004180,352,11,4,4,1,0,13,87,100,33,2,0,0,15,1
01,009,Comuna 9,00101,004181,347,6,4,3,1,0,6,90,120,21,1,2,0,6,0
01,009,Comuna 9,00101,004182,348,6,0,4,1,3,10,84,108,28,2,0,0,13,0
01,009,Comuna 9,00101,004183,347,10,2,2,0,0,13,90,109,27,4,1,0,4,1
01,009,Comuna 9,00101,004184,347,8,2,2,1,0,13,100,109,27,4,3,0,11,0
01,009,Comuna 9,00101,004185,346,8,2,7,0,0,15,89,110,20,4,0,0,11,0
01,009,Comuna 9,00101,004186,350,11,4,3,1,1,11,86,113,20,5,4,1,8,0
01,009,Comuna 9,00101,004187,348,14,2,3,2,0,8,86,106,27,1,2,0,12,0
01,009,Comuna 9,00101,004188,349,8,2,2,2,0,13,80,103,31,0,2,3,13,0
01,009,Comuna 9,00101,004189,347,13,1,4,0,1,16,95,114,14,3,1,1,7,0
01,009,Comuna 9,00101,004190,346,4,6,4,0,0,9,96,115,25,1,0,1,8,2
01,009,Comuna 9,00101,004191,350,11,2,5,0,1,8,77,123,29,2,1,0,7,0
01,010,Comuna 10,00102,004192,342,7,9,6,0,2,17,68,130,25,1,1,0,7,0
01,010,Comuna 10,00102,004193,341,10,5,7,0,1,17,84,123,28,0,1,0,8,0
01,010,Comuna 10,00102,004194,340,12,1,5,1,0,11,70,130,26,3,2,1,14,0
01,010,Comuna 10,00102,004195,343,12,5,6,0,1,14,67,133,30,4,1,0,9,0
01,010,Comuna 10,00102,004196,341,11,1,6,2,0,10,72,136,29,1,0,0,7,1
01,010,Comuna 10,00102,004197,347,9,1,4,1,1,9,86,122,26,3,3,0,14,2
01,010,Comuna 10,00102,004198,343,7,8,2,1,0,15,89,120,23,3,0,0,12,0
01,010,Comuna 10,00102,004199,342,4,2,5,0,0,15,70,154,20,4,2,0,9,0
01,010,Comuna 10,00102,004200,341,6,0,2,0,0,12,71,138,28,3,2,0,10,0
01,010,Comuna 10,00102,004201,342,13,2,7,0,0,17,79,113,32,0,1,1,15,0
01,010,Comuna 10,00102,004202,341,40,2,4,0,2,13,97,115,4,3,2,0,12,1
01,010,Comuna 10,00102,004203,342,11,4,5,0,2,5,77,135,28,3,1,0,5,0
01,010,Comuna 10,00102,004204,342,9,4,4,1,3,17,98,110,16,2,2,0,10,0
01,010,Comuna 10,00102,004205,338,7,2,6,0,0,9,91,122,35,2,3,0,8,0
01,010,Comuna 10,00102,004206,342,9,4,4,1,0,11,78,128,16,2,1,0,11,0
01,010,Comuna 10,00102,004207,366,7,3,3,1,0,7,88,118,26,9,9,0,6,0
01,010,Comuna 10,00102,004208,342,13,1,5,2,1,10,95,109,26,4,2,0,10,0
01,010,Comuna 10,00102,004209,342,10,4,2,0,1,18,83,129,21,1,2,1,11,0
01,010,Comuna 10,00102,004210,341,14,0,3,2,0,13,95,112,23,1,1,0,9,1
01,010,Comuna 10,00102,004211,341,11,3,1,1,1,8,78,106,43,7,2,0,10,0
01,010,Comuna 10,00102,004212,341,20,0,2,1,0,12,98,109,23,2,2,0,9,0
01,010,Comuna 10,00102,004213,339,8,2,7,0,0,18,72,111,36,8,0,0,9,0
01,010,Comuna 10,00102,004214,341,9,3,2,0,1,5,99,105,26,3,8,0,12,0
01,010,Comuna 10,00102,004215,342,12,3,2,0,1,6,78,130,31,5,1,0,5,0
01,010,Comuna 10,00102,004216,341,12,3,3,0,1,9,65,135,24,0,8,0,15,0
01,010,Comuna 10,00102,004217,345,4,6,5,1,0,17,66,108,42,2,1,0,15,0
01,010,Comuna 10,00102,004218,343,13,0,6,1,0,9,86,96,40,2,3,0,11,0
01,010,Comuna 10,00102,004219,340,9,4,4,0,0,7,90,115,40,2,1,0,8,0
01,010,Comuna 10,00102,004220,342,11,3,2,3,1,13,79,133,28,1,2,0,13,0
01,010,Comuna 10,00102,004221,342,9,4,6,0,2,11,79,137,20,3,2,0,11,1
01,010,Comuna 10,00102,004222,340,13,3,4,0,4,14,83,112,21,3,1,0,13,0
01,010,Comuna 10,00102,004223,343,11,3,4,0,0,5,82,115,32,2,2,0,8,0
01,010,Comuna 10,00102,004224,342,9,5,3,0,0,12,84,137,19,1,1,0,13,1
01,010,Comuna 10,00102,004225,343,8,1,4,1,1,10,78,128,28,1,4,0,11,1
01,010,Comuna 10,00102,004226,342,15,7,1,1,0,12,90,103,26,1,5,1,10,2
01,010,Comuna 10,00102,004227,343,11,5,2,1,0,10,81,113,28,1,2,1,10,1
01,010,Comuna 10,00102,004228,342,10,2,8,0,0,13,75,133,15,2,1,0,8,0
01,010,Comuna 10,00102,004229,342,12,2,0,0,1,12,80,135,19,1,3,1,9,1
01,010,Comuna 10,00102,004230,343,11,1,6,0,0,16,87,128,24,4,2,0,9,0
01,010,Comuna 10,00103,004231,346,15,6,3,1,0,9,81,127,25,2,1,1,11,2
01,010,Comuna 10,00103,004232,344,9,3,0,0,1,15,85,120,27,3,2,0,8,0
01,010,Comuna 10,00103,004233,345,11,2,4,0,0,17,91,105,24,6,6,1,9,1
01,010,Comuna 10,00103,004234,348,0,7,6,0,0,17,73,135,25,0,2,0,11,0
01,010,Comuna 10,00103,004235,345,11,4,5,1,0,6,85,115,31,5,8,0,13,0
01,010,Comuna 10,00103,004236,344,16,3,4,1,1,7,91,113,35,3,3,0,12,0
01,010,Comuna 10,00103,004237,346,7,3,8,1,2,13,80,135,14,2,4,0,14,0
01,010,Comuna 10,00103,004238,345,7,3,5,1,3,12,78,121,32,1,5,0,8,0
01,010,Comuna 10,00103,004239,347,5,10,6,0,0,13,96,112,30,2,4,0,8,0
01,010,Comuna 10,00103,004240,346,7,7,5,1,0,11,86,124,33,3,6,0,3,1
01,010,Comuna 10,00103,004241,347,20,1,8,0,0,15,73,105,36,3,5,0,8,1
01,010,Comuna 10,00103,004242,347,11,3,6,0,1,16,81,123,25,2,6,1,7,0
01,010,Comuna 10,00103,004243,345,15,4,2,1,2,13,87,117,27,4,5,0,8,0
01,010,Comuna 10,00103,004244,351,8,3,8,1,1,9,82,126,21,4,5,0,10,0
01,010,Comuna 10,00103,004245,346,10,5,0,1,0,19,87,122,22,1,3,1,13,2
01,010,Comuna 10,00103,004246,346,13,2,0,1,0,15,84,103,20,0,4,1,12,0
01,010,Comuna 10,00103,004247,346,17,2,1,0,0,10,90,131,20,2,2,0,10,0
01,010,Comuna 10,00103,004248,346,13,1,4,1,0,10,71,120,21,10,3,0,11,0
01,010,Comuna 10,00103,004249,345,0,1,2,1,0,11,80,130,17,2,2,1,11,8
01,010,Comuna 10,00103,004250,345,13,3,4,1,2,9,86,113,34,4,5,0,6,0
01,010,Comuna 10,00103,004251,347,8,6,3,0,0,8,87,121,22,4,4,1,12,3
01,010,Comuna 10,00103,004252,344,9,2,1,2,0,11,103,118,22,2,1,0,7,0
01,010,Comuna 10,00103,004253,346,9,7,7,2,0,4,89,114,31,1,2,0,11,0
01,010,Comuna 10,00103,004254,346,10,5,1,1,1,14,86,127,29,2,4,0,4,0
01,010,Comuna 10,00103,004255,342,13,2,2,0,2,10,79,116,27,4,2,0,12,0
01,010,Comuna 10,00103,004256,345,7,2,2,1,2,9,97,127,19,2,2,0,8,0
01,010,Comuna 10,00103,004257,346,11,4,6,0,0,12,88,120,33,1,4,0,9,0
01,010,Comuna 10,00103,004258,345,15,1,6,2,1,12,105,109,26,2,0,0,9,1
01,010,Comuna 10,00103,004259,341,13,1,2,2,1,13,78,120,33,3,2,0,3,0
01,010,Comuna 10,00103,004260,342,5,4,10,1,2,14,80,113,28,3,2,0,6,1
01,010,Comuna 10,00103,004261,343,15,7,4,0,2,9,100,107,25,5,3,0,9,0
01,010,Comuna 10,00103,004262,345,20,4,4,2,0,14,95,96,34,4,4,1,9,0
01,010,Comuna 10,00103,004263,343,10,6,0,0,0,13,75,118,35,1,3,0,13,0
01,010,Comuna 10,00103,004264,342,12,4,1,2,0,7,95,103,34,3,2,0,8,0
01,010,Comuna 10,00103,004265,345,10,2,4,0,1,16,81,107,33,4,2,0,10,1
01,010,Comuna 10,00103,004266,344,14,2,2,0,2,9,88,114,31,2,2,0,15,0
01,010,Comuna 10,00103,004267,348,15,1,4,1,0,14,82,123,25,0,1,0,7,0
01,010,Comuna 10,00104,004268,345,10,1,9,1,0,12,103,104,31,2,0,0,9,0
01,010,Comuna 10,00104,004269,344,13,4,7,0,1,14,101,100,34,1,5,0,9,0
01,010,Comuna 10,00104,004270,346,8,4,10,1,1,9,84,117,28,4,2,0,8,0
01,010,Comuna 10,00104,004271,345,14,7,5,0,0,15,104,120,21,1,1,1,5,0
01,010,Comuna 10,00104,004272,345,11,1,3,1,3,13,106,115,25,3,0,0,8,0
01,010,Comuna 10,00104,004273,346,6,3,11,1,0,16,81,122,28,2,4,0,3,1
01,010,Comuna 10,00104,004274,348,15,0,5,1,1,21,98,97,32,3,2,0,10,0
01,010,Comuna 10,00104,004275,345,25,8,5,1,1,4,97,102,26,2,3,0,9,0
01,010,Comuna 10,00104,004276,345,16,6,2,1,2,9,103,98,26,2,2,0,9,1
01,010,Comuna 10,00104,004277,346,16,5,4,0,0,14,100,113,26,2,5,0,6,0
01,010,Comuna 10,00104,004278,347,12,2,3,1,1,11,97,105,33,3,1,0,13,0
01,010,Comuna 10,00104,004279,343,9,3,4,1,1,10,104,114,27,0,3,0,8,1
01,010,Comuna 10,00104,004280,345,20,0,10,3,0,9,92,112,21,3,1,0,11,0
01,010,Comuna 10,00104,004281,346,12,3,3,0,1,12,81,135,27,1,0,0,12,1
01,010,Comuna 10,00104,004282,348,16,5,6,1,2,14,80,98,32,3,0,1,10,1
01,010,Comuna 10,00104,004283,345,21,7,4,0,2,7,84,113,27,6,0,0,13,0
01,010,Comuna 10,00104,004284,347,11,6,3,0,0,14,84,115,35,3,2,0,5,0
01,010,Comuna 10,00104,004285,343,27,2,2,3,0,8,97,106,25,3,0,0,0,0
01,010,Comuna 10,00104,004286,343,1,7,3,2,0,12,97,104,34,3,3,0,10,2
01,010,Comuna 10,00104,004287,345,29,2,3,0,3,17,84,98,23,3,9,0,6,0
01,010,Comuna 10,00104,004288,344,30,0,1,1,1,16,93,117,31,1,1,0,0,0
01,010,Comuna 10,00104,004289,346,13,0,6,1,1,14,102,110,28,4,0,0,12,0
01,010,Comuna 10,00104,004290,347,12,1,1,1,0,4,95,105,31,2,1,0,11,0
01,010,Comuna 10,00104,004291,345,14,0,3,1,2,12,89,109,38,1,1,0,6,0
01,010,Comuna 10,00104,004292,348,16,1,5,3,0,11,93,118,25,4,4,1,10,0
01,010,Comuna 10,00104,004293,349,11,5,4,0,0,9,103,115,17,1,3,0,6,0
01,010,Comuna 10,00104,004294,347,15,3,3,1,0,11,86,124,34,4,0,0,3,0
01,010,Comuna 10,00104,004295,345,10,3,2,2,0,15,103,103,22,7,1,0,6,0
01,010,Comuna 10,00104,004296,346,10,6,3,1,0,14,104,107,31,3,1,1,10,0
01,010,Comuna 10,00104,004297,345,7,4,3,0,1,7,102,106,23,2,5,0,7,0
01,010,Comuna 10,00104,004298,345,13,10,6,0,1,11,87,110,33,3,1,1,11,2
01,010,Comuna 10,00104,004299,349,17,10,0,1,0,14,94,108,24,2,3,1,9,0
01,010,Comuna 10,00104,004300,344,7,3,4,0,1,6,105,99,34,4,2,2,13,1
01,010,Comuna 10,00104,004301,345,20,0,6,0,2,11,108,106,15,0,1,1,8,0
01,010,Comuna 10,00104,004302,343,14,2,3,0,0,13,105,107,23,2,1,0,14,1
01,010,Comuna 10,00104,004303,347,7,0,6,1,1,14,83,133,23,4,1,0,14,0
01,010,Comuna 10,00105,004304,349,13,4,4,1,0,15,90,112,29,4,1,0,12,1
01,010,Comuna 10,00105,004305,347,14,5,3,1,0,13,80,123,27,4,5,0,10,0
01,010,Comuna 10,00105,004306,346,7,0,3,0,1,16,95,109,30,3,2,0,7,0
01,010,Comuna 10,00105,004307,350,11,1,2,0,1,11,88,125,27,2,4,0,4,0
01,010,Comuna 10,00105,004308,348,13,2,4,0,0,14,111,109,16,7,1,0,4,0
01,010,Comuna 10,00105,004309,348,10,2,7,1,0,8,76,140,23,4,3,0,9,0
01,010,Comuna 10,00105,004310,348,8,3,6,1,1,14,88,129,31,4,2,0,8,0
01,010,Comuna 10,00105,004311,347,9,0,5,0,0,18,86,114,25,3,0,1,9,1
01,010,Comuna 10,00105,004312,348,12,2,2,0,1,17,89,114,17,6,1,0,15,1
01,010,Comuna 10,00105,004313,353,8,4,5,1,0,17,104,106,21,2,1,1,11,0
01,010,Comuna 10,00105,004314,349,11,5,5,1,0,24,81,126,19,1,0,0,7,1
01,010,Comuna 10,00105,004315,348,20,3,0,0,1,10,96,116,33,2,1,0,1,0
01,010,Comuna 10,00105,004316,347,12,4,3,0,0,6,107,117,27,5,1,1,6,0
01,010,Comuna 10,00105,004317,347,14,7,2,0,0,6,77,125,32,3,6,0,8,0
01,010,Comuna 10,00105,004318,346,7,1,2,1,1,12,94,112,33,2,2,1,9,0
01,010,Comuna 10,00105,004319,350,9,3,4,1,0,11,85,120,25,3,4,1,12,0
01,010,Comuna 10,00105,004320,347,14,3,4,0,0,15,100,109,27,5,1,0,6,0
01,010,Comuna 10,00105,004321,347,12,2,7,0,0,21,77,115,38,1,4,0,5,0
01,010,Comuna 10,00105,004322,348,6,2,8,1,0,12,80,124,26,2,2,0,9,0
01,010,Comuna 10,00105,004323,345,17,2,4,0,1,11,92,120,27,3,2,1,9,0
01,010,Comuna 10,00105,004324,351,13,2,3,0,0,7,89,133,18,3,3,2,13,0
01,010,Comuna 10,00105,004325,348,9,2,7,3,0,14,77,133,29,6,3,1,13,0
01,010,Comuna 10,00105,004326,349,15,4,8,2,1,9,99,105,24,8,5,0,6,0
01,010,Comuna 10,00105,004327,348,12,2,4,0,0,15,111,108,17,0,0,0,5,0
01,010,Comuna 10,00105,004328,347,5,5,1,0,3,11,89,110,21,1,5,0,17,0
01,010,Comuna 10,00105,004329,345,9,2,3,1,1,6,89,98,31,4,0,2,7,0
01,010,Comuna 10,00105,004330,349,10,0,8,0,1,10,97,120,30,8,1,0,0,0
01,010,Comuna 10,00105,004331,350,16,0,4,1,0,11,81,112,23,1,2,1,8,0
01,010,Comuna 10,00105,004332,347,9,4,12,2,0,6,81,128,28,1,2,1,6,0
01,010,Comuna 10,00105,004333,349,15,1,5,2,0,12,84,133,33,6,0,0,2,0
01,010,Comuna 10,00105,004334,348,10,4,2,0,1,8,85,130,37,3,2,0,2,0
01,010,Comuna 10,00105,004335,348,17,3,0,1,1,17,104,127,20,1,1,0,7,0
01,010,Comuna 10,00105,004336,345,15,2,5,1,1,16,82,103,32,3,6,0,11,0
01,010,Comuna 10,00105,004337,349,8,3,2,0,0,16,83,130,37,2,4,0,11,0
01,010,Comuna 10,00105,004338,350,10,1,1,1,0,10,90,137,22,1,1,0,12,0
01,010,Comuna 10,00105,004339,348,5,4,4,1,0,13,101,112,26,4,0,0,18,1
01,010,Comuna 10,00105,004340,348,20,0,2,1,2,14,82,120,29,4,2,0,12,0
01,010,Comuna 10,00105,004341,348,8,7,3,0,3,12,87,141,32,1,1,0,4,0
01,010,Comuna 10,00105,004342,347,7,3,4,0,3,18,96,116,19,5,3,0,11,0
01,010,Comuna 10,00105,004343,348,13,4,2,0,0,13,99,105,28,1,7,2,3,0
01,010,Comuna 10,00105,004344,346,10,5,2,0,0,9,74,125,36,0,0,1,8,0
01,010,Comuna 10,00105,004345,348,5,2,6,0,1,13,99,124,23,4,2,0,11,1
01,010,Comuna 10,00105,004346,348,10,5,3,2,2,6,87,113,22,1,3,0,16,0
01,010,Comuna 10,00105,004347,351,16,5,4,2,0,13,82,118,29,4,1,0,8,0
01,010,Comuna 10,00105,004348,347,10,3,4,1,0,10,87,117,23,5,4,0,9,0
01,010,Comuna 10,00105,004349,347,12,2,3,3,1,14,85,122,29,0,5,0,10,0
01,010,Comuna 10,00105,004350,347,6,3,5,2,0,13,84,126,27,3,0,0,6,1
01,010,Comuna 10,00105,004351,350,23,1,7,1,2,10,81,117,27,2,1,0,13,0
01,010,Comuna 10,00105,004352,348,10,5,6,0,1,11,93,128,23,2,0,0,7,0
01,010,Comuna 10,00105,004353,347,9,3,2,3,1,9,86,115,26,2,1,1,16,0
01,010,Comuna 10,00105,004354,348,11,4,6,2,2,17,99,110,21,1,4,1,9,0
01,010,Comuna 10,00105,004355,347,9,4,4,1,0,14,94,125,32,2,1,0,7,1
01,010,Comuna 10,00105,004356,350,6,2,3,2,1,5,74,140,31,4,0,1,9,0
01,010,Comuna 10,00105,004357,350,10,4,2,2,0,10,91,119,30,3,1,0,6,1
01,010,Comuna 10,00106,004358,348,14,6,1,2,1,7,84,119,28,1,5,0,4,0
01,010,Comuna 10,00106,004359,347,10,5,7,0,0,12,96,109,24,1,1,0,8,1
01,010,Comuna 10,00106,004360,349,16,3,7,3,2,25,73,108,17,1,4,0,15,0
01,010,Comuna 10,00106,004361,345,13,5,4,0,0,11,80,116,32,7,0,0,9,1
01,010,Comuna 10,00106,004362,349,17,0,0,0,0,12,89,119,30,6,1,0,15,0
01,010,Comuna 10,00106,004363,348,5,8,5,1,1,13,101,106,34,5,3,1,8,0
01,010,Comuna 10,00106,004364,347,8,3,4,0,0,14,103,103,30,4,1,0,1,0
01,010,Comuna 10,00106,004365,347,9,1,5,1,0,11,83,126,21,6,5,0,4,1
01,010,Comuna 10,00106,004366,347,12,8,3,1,1,12,90,121,27,2,2,1,4,1
01,010,Comuna 10,00106,004367,347,9,1,2,1,0,12,108,101,35,3,1,0,9,1
01,010,Comuna 10,00106,004368,347,8,6,8,0,0,12,92,109,28,2,4,0,11,0
01,010,Comuna 10,00106,004369,346,11,2,3,3,2,12,85,111,42,1,2,0,6,0
01,010,Comuna 10,00106,004370,347,11,4,6,1,2,9,88,112,16,6,2,0,14,0
