codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0001,0002,0003,0005,0008,0009,0019,0036,0041,0044,0047,0048,0050,0054,0111,0137,0173,0280,0281,0282,0283,0284,0286,0287,0288,0289,0290,0291
05,Capital                                 ,001,0001 ,0001,450,11,4,3,34,95,2,NA,0,4,4,1,20,9,13,0,9,2,6,0,2,0,6,3,20,7,0,1,20,21,2
05,Capital                                 ,001,0001 ,0002,450,3,5,1,22,80,2,NA,1,3,4,1,11,6,9,0,11,2,10,4,3,0,5,0,11,2,4,0,8,54,6
05,Capital                                 ,001,0001 ,0003,450,3,7,4,16,80,3,NA,4,1,5,5,0,8,10,0,6,4,15,3,1,0,8,5,15,4,5,1,15,38,4
05,Capital                                 ,001,0001 ,0004,450,7,8,3,23,66,1,NA,1,4,3,9,19,11,5,0,2,5,25,1,1,1,5,4,13,5,5,1,10,48,3
05,Capital                                 ,001,0001 ,0005,450,20,8,2,25,82,2,NA,2,2,1,8,6,6,11,0,2,3,18,1,0,1,7,0,14,6,4,0,18,52,0
05,Capital                                 ,001,0001 ,0006,450,11,7,2,15,97,1,NA,0,0,3,1,9,5,15,0,10,2,17,0,2,4,2,3,11,3,4,1,19,29,8
05,Capital                                 ,001,0001 ,0007,450,7,6,1,24,80,2,NA,2,4,1,3,13,10,14,0,6,1,23,0,4,1,1,7,12,4,2,1,12,32,5
05,Capital                                 ,001,0001 ,0008,450,13,5,1,20,90,2,NA,1,1,1,2,9,8,12,0,8,6,24,3,3,0,2,4,17,8,5,0,17,29,7
05,Capital                                 ,001,0001 ,0009,450,5,6,1,9,78,1,NA,0,1,2,2,23,9,12,0,17,2,16,1,0,1,4,5,17,4,2,2,10,33,6
05,Capital                                 ,001,0001 ,0010,450,4,5,4,12,98,6,NA,0,2,2,16,16,4,13,0,12,1,27,0,1,0,7,4,24,8,3,2,20,4,5
05,Capital                                 ,001,0001 ,0011,450,6,3,4,20,98,4,NA,2,0,1,4,6,6,4,0,5,2,18,3,0,1,3,6,20,3,4,0,19,16,3
05,Capital                                 ,001,0001 ,0012,259,4,0,0,14,41,4,NA,0,2,1,4,7,6,6,0,3,1,16,0,0,0,1,1,11,3,0,0,9,28,3
05,Capital                                 ,001,0001 ,0796,450,22,7,2,30,86,4,NA,1,0,0,6,8,6,15,0,9,5,0,1,1,1,2,4,14,3,4,0,16,20,5
05,Capital                                 ,001,0001 ,0797,450,19,5,1,37,70,1,NA,2,1,0,5,11,6,8,0,6,4,13,1,0,0,11,4,17,7,6,1,13,36,2
05,Capital                                 ,001,0001 ,0798,450,7,7,4,35,70,5,NA,3,2,4,7,11,1,10,0,8,5,10,0,0,0,6,6,17,5,2,0,16,33,7
05,Capital                                 ,001,0001 ,0799,450,30,7,2,48,98,1,NA,2,0,0,8,3,9,9,0,10,14,13,1,2,0,1,2,15,12,7,0,7,13,5
05,Capital                                 ,001,0001 ,0800,450,7,12,1,23,104,1,NA,1,0,0,2,3,7,15,0,7,6,20,2,1,0,10,5,0,8,2,1,11,18,2
05,Capital                                 ,001,0001 ,0801,450,6,10,1,60,78,2,NA,0,2,2,5,4,7,10,0,4,5,18,2,2,0,5,6,6,4,3,1,15,17,3
05,Capital                                 ,001,0001 ,0802,450,24,7,3,22,90,1,NA,2,2,1,13,0,8,10,0,8,7,17,0,1,0,7,6,9,3,6,0,26,26,6
05,Capital                                 ,001,0001 ,0803,450,11,9,1,24,64,2,NA,0,0,0,4,17,8,16,0,7,6,17,1,2,1,9,1,17,6,5,3,9,38,7
05,Capital                                 ,001,0001 ,0804,288,16,7,0,30,55,3,NA,0,1,0,2,6,6,12,0,7,3,3,1,1,4,4,5,9,1,2,2,10,22,3
05,Capital                                 ,001,0001 ,0805,289,8,3,0,20,93,3,NA,0,0,0,5,3,4,7,0,3,5,3,1,1,1,3,2,14,6,1,1,20,22,4
05,Capital                                 ,001,0002 ,0013,450,12,9,0,21,118,2,NA,0,0,1,4,4,1,9,0,9,3,11,2,2,3,11,3,44,10,3,1,17,19,8
05,Capital                                 ,001,0002 ,0014,450,3,9,2,38,61,4,NA,2,0,1,31,10,8,6,0,21,4,17,0,0,0,14,3,24,8,1,0,19,32,7
05,Capital                                 ,001,0002 ,0015,450,14,5,0,25,87,3,NA,0,3,2,25,14,9,6,0,7,3,17,0,0,3,3,2,31,12,6,0,21,29,3
05,Capital                                 ,001,0002 ,0016,450,6,4,0,27,84,1,NA,0,0,1,6,12,4,4,0,11,5,41,1,2,0,11,4,33,3,3,1,13,30,12
05,Capital                                 ,001,0002 ,0017,450,11,1,0,36,113,0,NA,0,3,2,4,9,11,3,0,10,3,6,0,0,1,12,6,36,12,2,2,8,27,5
05,Capital                                 ,001,0002 ,0018,450,4,12,0,37,110,2,NA,0,2,4,2,7,2,5,0,14,2,13,0,4,1,7,2,31,9,4,1,10,11,11
05,Capital                                 ,001,0002 ,0019,450,5,9,1,24,118,0,NA,1,2,4,3,7,8,2,0,8,2,9,0,1,0,23,1,27,13,3,2,15,24,8
05,Capital                                 ,001,0002 ,0020,450,16,5,2,43,91,3,NA,1,1,7,5,8,5,7,0,15,3,9,4,0,1,11,3,30,11,4,1,11,10,4
05,Capital                                 ,001,0002 ,0021,450,13,9,1,35,122,4,NA,0,0,2,7,0,5,3,0,9,3,26,1,0,0,9,1,42,7,0,1,10,5,12
05,Capital                                 ,001,0002 ,0022,450,10,4,2,42,80,2,NA,0,2,5,2,8,7,3,0,18,2,23,2,1,1,11,1,37,9,3,1,17,2,5
