codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0008,0068,0187,0234,0262,0324,0325,0501,0502,0503,0504,0505,0506
01,Comuna 01,001,0001 ,0001,349,4,4,2,6,10,3,5,0,0,55,65,59,8,23,6
01,Comuna 01,001,0001 ,0002,350,3,3,0,5,9,2,3,0,1,48,75,64,8,15,11
01,Comuna 01,001,0001 ,0003,349,1,2,2,8,9,3,1,1,1,70,68,60,8,10,12
01,Comuna 01,001,0001 ,0004,350,6,5,0,6,7,2,3,1,3,73,78,60,2,13,7
01,Comuna 01,001,0001 ,0005,349,4,5,1,3,3,3,1,0,0,62,73,56,4,14,6
01,Comuna 01,001,0001 ,0006,349,4,4,1,0,8,2,2,3,3,63,77,62,5,14,4
01,Comuna 01,001,0001 ,0007,349,6,3,0,5,13,2,2,0,2,52,75,63,4,18,5
01,Comuna 01,001,0001 ,0008,348,10,5,3,4,9,6,1,1,2,66,56,62,5,15,8
01,Comuna 01,001,0001 ,0009,350,6,4,0,6,13,5,2,0,3,57,87,50,2,16,8
01,Comuna 01,001,0001 ,0010,349,5,2,1,5,10,1,6,1,1,62,85,67,2,9,3
01,Comuna 01,001,0001 ,0011,349,4,6,0,7,8,1,2,1,0,65,72,52,6,17,10
01,Comuna 01,001,0001 ,0012,349,2,1,0,0,0,0,0,0,0,0,0,0,8,10,7
01,Comuna 01,001,0001 ,0013,350,5,5,1,8,5,1,1,3,4,61,87,52,6,9,7
01,Comuna 01,001,0001 ,0014,348,2,4,1,4,8,1,6,1,4,53,73,74,6,13,6
01,Comuna 01,001,0001 ,0015,350,1,5,0,5,4,2,1,1,2,65,66,62,5,11,5
01,Comuna 01,001,0001 ,0016,350,1,1,0,56,11,5,3,2,1,56,70,62,4,16,3
01,Comuna 01,001,0001 ,0017,348,6,1,2,3,13,3,2,2,1,67,70,50,6,13,4
01,Comuna 01,001,0001 ,0018,349,3,6,1,1,4,3,2,1,0,59,88,58,10,12,5
01,Comuna 01,001,0001 ,0019,349,7,4,1,8,8,6,2,0,3,47,101,51,3,11,4
01,Comuna 01,001,0001 ,0020,348,7,2,0,7,6,5,0,1,1,62,71,67,8,11,6
01,Comuna 01,001,0001 ,0021,349,6,2,1,3,0,5,5,2,0,59,73,70,5,15,3
01,Comuna 01,001,0001 ,0022,349,0,8,0,4,11,4,7,1,3,56,71,58,1,18,3
01,Comuna 01,001,0001 ,0023,348,2,0,1,4,8,2,3,0,3,58,67,56,5,10,13
01,Comuna 01,001,0001 ,0024,348,6,2,2,0,13,4,2,1,1,77,77,49,8,10,5
01,Comuna 01,001,0001 ,0025,348,4,5,3,1,9,2,5,1,2,73,64,60,2,11,8
01,Comuna 01,001,0001 ,0026,349,2,5,0,4,5,4,5,0,0,66,67,69,8,9,3
01,Comuna 01,001,0001 ,0027,348,5,3,0,2,10,4,5,3,1,59,85,70,1,12,8
01,Comuna 01,001,0001 ,0028,348,6,5,0,1,14,5,6,0,0,51,83,54,4,17,9
01,Comuna 01,001,0001 ,0029,348,7,6,3,2,11,6,3,1,5,62,64,59,8,8,9
