codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0014,0038,0045,0050,0165,0167,0168,0169,0501,0572,0573,0574
13,Capital,001,0005 ,0025,259,7,0,2,1,3,3,0,0,3,4,19,6,95,45
13,Capital,001,0006 ,0021,350,8,3,4,3,1,4,3,0,3,1,21,2,132,77
13,Capital,001,0006 ,0022,350,5,2,0,2,2,4,2,0,1,4,27,2,122,75
13,Capital,001,0006 ,0023,350,5,9,0,7,2,7,2,1,3,8,22,3,131,65
13,Capital,001,0006 ,0024,350,0,2,2,2,3,5,2,2,2,8,27,4,125,61
13,Capital,001,0006 ,0025,350,0,0,1,5,3,5,0,0,3,4,21,3,140,68
13,Capital,001,0006 ,0026,618,17,1,6,14,2,12,4,4,8,6,46,6,280,116
13,Capital,001,0006 ,0027,618,19,11,2,0,6,6,2,0,10,14,44,12,294,112
13,Capital,001,0006 ,0028,350,0,0,2,0,1,4,0,2,2,7,14,3,144,58
13,Capital,001,0006 ,0029,350,8,2,1,0,2,6,0,2,1,8,22,6,125,56
13,Capital,001,0006 ,0030,350,27,4,1,3,2,5,1,0,2,4,5,8,128,57
13,Capital,001,0006 ,0031,350,13,5,0,1,0,3,2,1,4,1,19,3,137,68
13,Capital,001,0006 ,0032,333,2,2,4,0,1,4,1,2,2,2,23,6,134,51
13,Capital,001,0006 ,0033,334,5,3,2,2,4,4,1,2,1,7,21,4,132,62
13,Capital,001,0007 ,0028,350,3,7,3,5,2,5,3,1,4,2,28,6,126,68
13,Capital,001,0007 ,0029,350,8,2,2,5,4,2,3,2,3,12,36,4,103,64
13,Capital,001,0007 ,0030,350,21,0,3,3,1,11,2,0,5,2,16,6,123,52
13,Capital,001,0007 ,0031,234,3,7,2,4,1,3,1,0,1,1,24,2,81,46
13,Capital,001,0007 ,0032,235,4,4,0,0,0,2,0,0,1,4,17,2,75,43
13,Capital,001,0007 ,0034,350,0,0,2,4,4,7,2,3,4,8,35,5,119,60
13,Capital,001,0007 ,0035,350,10,3,0,3,2,3,1,0,2,2,32,8,114,76
13,Capital,001,0007 ,0036,350,0,1,3,0,2,3,0,0,5,10,25,11,123,62
13,Capital,001,0007 ,0037,350,8,0,3,2,3,3,1,0,5,6,26,6,125,68
13,Capital,001,0007 ,0038,200,3,2,0,1,0,0,2,0,3,4,15,6,89,28
13,Capital,001,0007 ,0039,201,2,2,3,0,0,2,0,0,1,7,23,6,81,30
13,Capital,001,0008 ,0033,350,6,0,1,4,1,9,2,2,1,13,27,2,114,53
13,Capital,001,0008 ,0034,350,3,1,5,3,1,4,1,1,5,5,26,7,121,5
13,Capital,001,0008 ,0035,226,3,2,4,0,4,1,2,2,1,3,13,8,86,36
13,Capital,001,0008 ,0036,227,2,3,7,3,4,2,0,0,0,5,15,3,89,25
13,Capital,001,0008 ,0040,350,4,2,4,3,2,11,1,2,4,7,28,5,113,48
13,Capital,001,0008 ,0041,350,13,9,2,0,4,9,0,1,0,6,32,9,129,43
13,Capital,001,0008 ,0042,350,9,0,0,3,6,6,4,1,2,6,26,1,122,41
13,Capital,001,0008 ,0043,182,1,0,0,2,1,4,1,0,1,2,12,4,77,25
13,Capital,001,0008 ,0044,183,0,0,1,0,0,5,0,0,0,1,9,2,74,30
13,Capital,001,0009 ,0037,350,4,2,3,3,3,4,0,2,2,5,32,2,126,45
13,Capital,001,0009 ,0038,346,2,2,5,1,1,7,2,2,3,2,39,4,123,42
13,Capital,001,0009 ,0039,347,7,9,6,5,4,11,2,0,1,7,30,3,108,39
13,Capital,001,0009 ,0045,350,1,1,3,2,4,7,3,0,3,5,32,3,125,48
13,Capital,001,0009 ,0046,350,5,2,3,3,4,3,0,1,4,5,32,4,117,50
13,Capital,001,0009 ,0047,263,2,2,1,1,4,6,0,1,1,3,33,4,97,31
13,Capital,001,0009 ,0048,264,1,3,3,1,4,4,1,0,1,3,23,2,97,32
13,Capital,001,0010 ,0040,350,5,5,2,3,0,9,3,2,9,7,3,8,108,45
13,Capital,001,0010 ,0041,206,3,1,1,0,2,7,0,1,1,4,25,3,75,37
13,Capital,001,0010 ,0042,207,9,2,3,0,1,4,2,0,1,5,19,4,58,35
13,Capital,001,0010 ,0049,350,0,0,2,1,2,6,0,1,2,7,25,4,137,43
13,Capital,001,0010 ,0050,247,1,1,3,2,1,5,1,2,1,5,19,5,90,36
13,Capital,001,0010 ,0051,247,1,4,3,1,2,3,0,1,2,6,23,3,91,32
13,Capital,001,0011 ,0043,211,4,1,0,5,2,1,1,0,0,2,28,4,64,28
13,Capital,001,0011 ,0044,211,5,4,4,3,2,1,1,1,4,2,20,2,61,35
13,Capital,001,0011 ,0052,215,2,3,1,3,1,1,0,1,1,2,22,1,65,31
13,Capital,001,0011 ,0053,215,3,5,1,0,2,4,0,0,3,1,7,5,69,23
13,Capital,001,0012 ,0045,280,4,4,3,3,3,4,4,0,0,3,27,5,117,32
13,Capital,001,0012 ,0046,281,4,5,2,2,4,8,2,0,6,6,31,5,91,38
13,Capital,001,0012 ,0054,296,4,3,2,2,0,8,3,1,1,0,25,8,132,29
13,Capital,001,0012 ,0055,296,4,3,1,4,3,7,1,0,4,6,33,4,107,33
13,Capital,001,0013 ,0047,350,0,0,4,4,5,4,4,2,0,5,46,10,111,45
13,Capital,001,0013 ,0048,257,4,4,2,2,4,3,1,2,3,5,29,10,83,34
13,Capital,001,0013 ,0049,258,2,8,8,3,5,3,2,1,1,7,32,1,71,30
13,Capital,001,0013 ,0056,350,3,12,2,3,5,5,4,2,4,12,40,6,103,50
13,Capital,001,0013 ,0057,280,1,1,1,2,2,4,2,1,2,6,43,5,101,33
13,Capital,001,0013 ,0058,281,9,2,3,3,0,1,0,0,4,6,35,13,100,34
13,Capital,001,0014 ,0050,350,0,0,3,6,3,10,4,0,5,8,54,2,98,42
13,Capital,001,0014 ,0051,350,8,1,8,0,1,0,3,0,0,13,39,8,128,29
13,Capital,001,0014 ,0052,350,12,4,6,0,4,4,1,3,4,4,49,3,122,33
13,Capital,001,0014 ,0053,350,2,8,8,2,3,3,3,1,3,10,46,7,131,38
13,Capital,001,0014 ,0054,350,5,8,2,2,6,7,2,1,3,6,36,6,116,38
13,Capital,001,0014 ,0055,350,4,7,3,5,2,2,4,1,3,6,37,3,126,31
13,Capital,001,0014 ,0056,263,0,0,3,4,3,3,0,0,5,8,3,2,86,30
13,Capital,001,0014 ,0057,263,7,4,3,3,2,4,2,0,3,8,38,0,94,29
13,Capital,001,0014 ,0059,350,10,5,3,4,0,10,4,1,2,2,52,4,130,43
13,Capital,001,0014 ,0060,350,0,3,2,5,4,5,3,1,1,7,50,5,124,38
13,Capital,001,0014 ,0061,350,2,12,1,5,2,2,3,0,1,8,40,8,135,33
13,Capital,001,0014 ,0062,350,0,10,8,1,5,10,4,3,1,5,48,11,119,33
13,Capital,001,0014 ,0063,350,0,0,5,2,4,7,2,0,3,6,56,6,130,36
13,Capital,001,0014 ,0064,350,3,14,3,3,5,3,2,0,2,4,44,8,130,32
13,Capital,001,0014 ,0065,350,2,8,4,1,2,10,1,3,1,8,39,8,122,42
13,Capital,001,0014 ,0066,232,10,0,2,2,1,4,0,1,1,4,17,6,84,34
13,Capital,001,0014 ,0067,232,7,1,0,2,1,3,2,0,1,6,34,5,86,32
13,Capital,001,0015 ,0058,350,8,3,5,2,3,4,0,2,4,3,30,7,136,50
13,Capital,001,0015 ,0059,273,2,2,1,0,3,7,2,2,1,7,24,8,86,43
13,Capital,001,0015 ,0060,273,3,3,2,2,4,7,3,5,5,3,21,3,102,35
13,Capital,001,0015 ,0068,350,3,8,1,5,11,4,3,2,5,1,2,9,108,52
13,Capital,001,0015 ,0069,322,115,7,4,0,7,8,2,1,2,5,22,9,133,41
13,Capital,001,0015 ,0070,322,2,4,2,2,3,6,2,0,7,16,22,11,111,37
13,Capital,001,0016 ,0061,299,0,4,3,1,1,8,0,0,5,5,23,2,121,42
13,Capital,001,0016 ,0062,299,2,1,5,3,3,6,4,0,2,11,21,2,120,49
13,Capital,001,0016 ,0071,350,3,6,3,3,0,5,1,0,0,8,19,5,144,46
13,Capital,001,0016 ,0072,203,2,1,1,1,3,4,0,0,0,4,20,7,77,18
13,Capital,001,0016 ,0073,203,4,5,1,2,1,1,1,1,4,3,7,6,92,35
13,Capital,001,0017 ,0063,350,4,10,2,5,6,7,1,0,1,13,35,9,127,49
13,Capital,001,0017 ,0064,350,12,7,2,5,4,8,3,3,0,4,30,5,129,55
13,Capital,001,0017 ,0065,350,5,2,4,4,0,7,5,2,5,10,47,5,138,44
13,Capital,001,0017 ,0066,350,0,0,7,3,3,6,6,1,1,5,12,3,126,49
13,Capital,001,0017 ,0067,350,4,3,4,2,6,10,3,1,3,7,36,5,137,53
13,Capital,001,0017 ,0068,350,6,5,4,3,6,5,2,1,3,4,40,8,126,38
13,Capital,001,0017 ,0069,301,6,8,2,4,4,6,1,0,0,4,36,9,123,28
13,Capital,001,0017 ,0070,302,10,4,5,8,3,3,1,2,4,6,34,5,103,44
13,Capital,001,0017 ,0074,350,8,1,3,7,5,11,0,2,5,6,38,13,138,31
13,Capital,001,0017 ,0075,350,0,0,2,0,0,8,0,2,1,8,35,6,152,55
13,Capital,001,0017 ,0076,350,7,3,2,3,3,5,3,2,5,5,37,11,138,41
13,Capital,001,0017 ,0077,350,16,2,5,6,3,11,4,0,4,6,30,7,135,39
13,Capital,001,0017 ,0078,350,2,3,6,0,5,2,0,1,4,5,34,12,136,44
13,Capital,001,0017 ,0079,350,7,6,4,2,3,10,1,0,3,5,32,9,138,42
13,Capital,001,0017 ,0080,350,2,9,3,2,4,5,2,0,2,7,28,13,148,34
13,Capital,001,0017 ,0081,348,3,3,5,4,2,7,2,0,2,5,36,14,144,35
13,Capital,001,0017 ,0082,348,17,3,0,5,4,4,3,1,3,5,25,5,162,39
13,Capital,001,0018 ,0071,350,14,6,4,5,5,12,3,0,7,2,36,5,141,42
13,Capital,001,0018 ,0072,350,0,3,4,3,2,5,0,1,2,6,40,5,132,67
13,Capital,001,0018 ,0073,350,0,6,4,2,3,3,0,0,4,7,54,8,116,56
13,Capital,001,0018 ,0074,350,2,9,2,6,2,14,1,1,2,9,29,8,198,11
13,Capital,001,0018 ,0075,350,9,3,2,3,1,10,4,1,5,9,31,8,138,44
13,Capital,001,0018 ,0076,350,8,7,1,2,0,5,0,3,4,11,56,5,114,55
13,Capital,001,0018 ,0077,322,8,0,4,4,4,6,1,0,1,4,29,9,131,41
13,Capital,001,0018 ,0078,323,8,10,4,1,4,3,3,0,3,8,39,7,106,47
13,Capital,001,0018 ,0083,350,8,2,2,1,2,10,0,0,3,6,13,13,144,45
13,Capital,001,0018 ,0084,350,33,9,1,4,2,9,2,1,1,0,27,7,136,45
13,Capital,001,0018 ,0085,350,1,5,0,4,3,4,2,0,1,3,16,10,160,50
13,Capital,001,0018 ,0086,350,0,1,2,4,4,3,2,2,5,2,26,7,135,57
13,Capital,001,0018 ,0087,350,10,4,1,3,5,5,2,0,5,6,31,5,137,34
13,Capital,001,0018 ,0088,350,4,2,2,4,1,11,1,1,3,10,25,6,153,43
13,Capital,001,0018 ,0089,350,6,5,0,2,0,4,5,0,1,8,35,4,138,43
13,Capital,001,0018 ,0090,350,1,2,3,5,3,3,1,1,4,8,36,6,132,51
13,Capital,001,0018 ,0091,261,6,3,0,1,2,10,2,1,2,2,18,8,102,38
13,Capital,001,0018 ,0092,261,3,1,0,1,2,4,2,3,2,4,22,9,106,28
13,Capital,001,0018A,0079,350,0,0,0,6,0,0,6,0,0,6,61,0,121,31
13,Capital,001,0018A,0080,350,7,10,3,4,4,7,6,1,5,0,4,6,118,31
13,Capital,001,0018A,0081,350,12,4,9,1,0,2,4,0,0,5,61,3,126,20
13,Capital,001,0018A,0082,350,7,4,2,1,2,2,3,0,0,2,56,0,130,24
13,Capital,001,0018A,0083,350,14,10,5,0,6,5,5,2,1,4,68,3,103,21
13,Capital,001,0018A,0084,350,3,3,0,0,0,0,0,0,0,0,0,0,0,0
13,Capital,001,0018A,0085,350,4,2,2,1,1,2,6,2,3,4,70,1,124,24
13,Capital,001,0018A,0086,350,0,4,6,1,3,1,5,1,1,7,55,1,130,24
13,Capital,001,0018A,0087,350,9,5,4,1,3,6,4,0,1,1,52,2,133,21
13,Capital,001,0018A,0088,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Capital,001,0018A,0089,350,12,6,4,3,2,0,2,0,2,6,48,3,114,25
13,Capital,001,0018A,0090,350,10,8,0,3,3,0,4,2,1,1,77,1,133,24
13,Capital,001,0018A,0091,212,0,6,3,4,3,1,1,2,2,3,38,0,65,16
13,Capital,001,0018A,0092,212,9,5,3,2,4,4,2,0,0,0,41,0,73,17
13,Capital,001,0018A,0093,350,2,4,3,0,1,2,3,1,2,0,4,7,152,21
13,Capital,001,0018A,0094,350,4,0,1,4,5,7,2,0,0,7,64,4,132,23
13,Capital,001,0018A,0095,350,7,11,5,2,3,7,3,2,4,1,58,8,132,21
13,Capital,001,0018A,0096,350,0,0,4,0,0,1,3,2,6,0,70,5,136,21
13,Capital,001,0018A,0097,350,6,14,8,2,0,7,0,2,2,1,54,4,153,25
13,Capital,001,0018A,0098,350,3,7,3,3,3,2,0,2,3,6,0,14,57,150
13,Capital,001,0018A,0099,350,0,5,0,1,2,4,2,1,0,3,66,6,136,24
13,Capital,001,0018A,0100,350,8,0,4,2,2,0,3,1,4,1,68,4,157,19
13,Capital,001,0018A,0101,350,0,5,2,1,0,5,2,1,5,3,63,4,140,22
13,Capital,001,0018A,0102,350,17,4,8,4,4,3,1,3,1,2,66,4,138,23
13,Capital,001,0018A,0103,350,0,0,6,3,5,5,1,2,2,3,34,3,142,28
13,Capital,001,0018A,0104,350,15,0,3,1,3,2,1,0,1,5,59,2,139,29
13,Capital,001,0018A,0105,180,4,5,1,0,3,1,4,0,2,0,34,0,86,12
13,Capital,001,0018A,0106,181,0,0,4,0,1,4,1,0,0,2,35,3,63,14
13,Capital,001,0018B,0093,350,9,2,1,2,5,2,1,0,2,3,33,2,145,79
13,Capital,001,0018B,0094,350,3,7,5,0,2,4,0,1,0,12,21,10,140,69
13,Capital,001,0018B,0095,350,10,0,3,0,0,6,0,0,1,5,35,7,150,63
13,Capital,001,0018B,0096,301,8,5,1,2,3,2,1,0,0,12,37,3,111,53
13,Capital,001,0018B,0097,302,7,3,0,1,3,5,2,3,1,5,20,5,128,70
13,Capital,001,0018B,0107,350,1,0,0,5,0,4,1,1,4,11,31,3,171,64
13,Capital,001,0018B,0108,350,13,2,2,1,1,4,1,0,2,3,30,11,123,93
13,Capital,001,0018B,0109,350,2,6,0,0,0,5,1,0,2,4,23,8,161,63
13,Capital,001,0018B,0110,350,6,1,3,1,1,3,0,0,2,6,33,6,150,68
13,Capital,001,0018B,0111,180,2,2,1,0,1,1,1,0,2,2,22,3,83,33
13,Capital,001,0018B,0112,181,3,0,3,0,1,2,0,0,3,5,15,3,82,52
13,Capital,001,0019 ,0098,350,9,5,1,1,5,12,4,2,2,7,27,4,123,50
13,Capital,001,0019 ,0099,350,11,4,2,1,9,5,4,1,6,8,22,4,135,43
13,Capital,001,0019 ,0100,350,8,2,0,2,2,12,3,2,4,6,29,4,128,59
13,Capital,001,0019 ,0101,350,0,0,3,4,3,7,2,2,2,6,28,1,131,54
13,Capital,001,0019 ,0102,350,5,5,2,5,3,9,2,0,2,6,30,8,122,48
13,Capital,001,0019 ,0103,350,8,0,7,4,4,10,2,1,4,9,27,3,141,54
13,Capital,001,0019 ,0104,350,6,7,2,1,4,5,4,0,3,2,39,9,129,42
13,Capital,001,0019 ,0105,350,18,0,3,3,2,3,1,1,9,3,38,5,116,42
13,Capital,001,0019 ,0106,350,6,5,7,2,8,14,1,3,4,4,36,8,117,41
13,Capital,001,0019 ,0107,305,2,1,1,6,3,3,2,3,3,5,23,7,123,44
13,Capital,001,0019 ,0108,305,5,10,2,3,2,5,0,0,2,4,18,5,123,52
13,Capital,001,0019 ,0113,350,2,5,3,2,0,9,7,2,2,6,21,8,149,38
13,Capital,001,0019 ,0114,350,0,3,3,3,5,5,1,3,5,6,32,3,147,43
13,Capital,001,0019 ,0115,350,5,3,4,4,1,7,1,0,3,7,3,12,129,40
13,Capital,001,0019 ,0116,350,3,3,3,1,4,6,0,1,5,9,25,10,131,45
13,Capital,001,0019 ,0117,350,3,1,2,5,2,5,1,2,3,11,31,10,133,48
13,Capital,001,0019 ,0118,350,6,1,2,2,5,8,5,0,3,4,17,9,132,44
13,Capital,001,0019 ,0119,350,3,5,2,3,4,5,2,1,8,15,19,12,137,40
13,Capital,001,0019 ,0120,350,12,0,3,1,5,6,2,2,4,9,38,9,114,41
13,Capital,001,0019 ,0121,350,3,6,0,3,5,1,4,0,2,6,20,10,148,40
13,Capital,001,0019 ,0122,350,5,11,1,2,5,5,3,2,3,4,38,8,116,40
13,Capital,001,0019 ,0123,350,5,4,2,3,6,3,0,0,1,7,30,10,122,51
13,Capital,001,0019 ,0124,350,3,2,3,1,2,9,3,2,3,5,20,10,135,51
13,Capital,001,0019 ,0125,188,0,3,3,1,2,1,0,1,1,3,11,3,98,14
13,Capital,001,0019 ,0126,188,1,2,1,1,0,0,2,1,2,3,16,9,74,30
13,Capital,001,0020 ,0109,350,6,8,5,2,0,7,1,2,1,0,33,1,138,31
13,Capital,001,0020 ,0110,350,9,8,2,2,0,1,3,0,0,4,45,4,125,31
13,Capital,001,0020 ,0111,350,40,5,0,0,4,5,0,0,4,1,40,3,143,42
13,Capital,001,0020 ,0112,350,14,8,1,2,1,2,3,1,4,4,35,4,126,40
13,Capital,001,0020 ,0113,350,2,5,6,3,1,5,3,0,1,5,27,3,134,47
13,Capital,001,0020 ,0114,350,8,3,4,0,3,3,3,0,2,5,34,1,131,43
13,Capital,001,0020 ,0115,350,5,5,2,3,2,6,2,1,2,3,37,6,119,47
13,Capital,001,0020 ,0116,350,10,0,5,2,2,7,3,1,2,5,29,3,134,34
13,Capital,001,0020 ,0117,265,8,1,4,3,2,3,1,1,3,6,26,4,101,25
13,Capital,001,0020 ,0118,266,12,1,0,2,4,0,1,2,2,5,30,2,94,34
13,Capital,001,0020 ,0127,350,6,8,1,2,0,6,2,2,1,7,34,3,157,40
13,Capital,001,0020 ,0128,350,0,0,9,4,2,5,4,0,3,6,41,5,150,38
13,Capital,001,0020 ,0129,350,2,12,0,4,2,1,0,0,1,9,2,11,146,36
13,Capital,001,0020 ,0130,350,7,12,2,0,2,8,1,0,5,5,33,5,148,36
13,Capital,001,0020 ,0131,350,9,7,7,2,0,5,0,1,5,5,35,7,139,21
13,Capital,001,0020 ,0132,350,36,1,1,2,2,3,3,0,3,8,4,6,131,46
13,Capital,001,0020 ,0133,350,2,6,0,2,5,5,1,0,5,6,47,4,146,25
13,Capital,001,0020 ,0134,350,4,8,3,6,3,6,3,1,2,2,4,1,151,27
13,Capital,001,0020 ,0135,334,3,9,4,2,6,4,2,0,2,4,21,8,130,39
13,Capital,001,0020 ,0136,335,4,6,2,1,2,1,0,0,2,3,31,1,146,35
13,Capital,001,0021 ,0119,350,4,7,0,2,1,6,3,2,3,2,27,6,111,82
13,Capital,001,0021 ,0120,350,4,4,2,6,1,5,0,1,0,2,23,6,121,60
13,Capital,001,0021 ,0121,195,3,1,3,0,3,2,0,1,0,4,13,2,69,44
13,Capital,001,0021 ,0122,196,7,5,0,3,2,4,0,0,3,2,11,1,66,42
13,Capital,001,0021 ,0137,350,5,2,1,4,1,5,0,3,3,5,15,4,121,73
13,Capital,001,0021 ,0138,350,4,3,0,0,5,2,0,2,3,8,15,6,113,70
13,Capital,001,0021 ,0139,277,3,2,1,2,0,8,0,1,6,0,14,7,92,62
13,Capital,001,0021 ,0140,278,5,3,0,2,0,3,1,1,0,5,15,2,105,53
13,Capital,001,0022 ,0123,350,17,3,8,2,6,1,4,1,5,1,45,2,114,35
13,Capital,001,0022 ,0124,350,10,4,4,1,4,5,0,0,3,5,51,3,128,47
13,Capital,001,0022 ,0125,350,8,7,4,4,3,3,3,0,2,1,52,2,131,42
13,Capital,001,0022 ,0126,350,11,7,5,4,2,3,2,0,6,1,54,3,128,43
13,Capital,001,0022 ,0127,350,15,2,4,1,4,4,3,0,6,2,64,4,114,49
13,Capital,001,0022 ,0128,350,8,2,4,0,4,3,1,2,5,6,62,1,130,44
13,Capital,001,0022 ,0129,350,7,6,2,0,5,0,4,0,1,4,41,0,128,32
13,Capital,001,0022 ,0130,350,4,4,0,2,2,5,1,1,5,5,55,2,107,49
13,Capital,001,0022 ,0131,350,14,5,2,2,0,0,2,1,4,3,57,3,120,40
13,Capital,001,0022 ,0132,324,0,0,7,0,2,4,0,0,4,3,55,3,119,31
13,Capital,001,0022 ,0133,325,1,15,2,0,2,4,1,0,4,1,58,2,105,35
13,Capital,001,0022 ,0141,350,0,8,5,3,1,5,2,0,7,4,60,7,117,39
13,Capital,001,0022 ,0142,350,4,9,5,2,1,0,1,1,4,6,49,4,141,47
13,Capital,001,0022 ,0143,350,4,2,4,2,2,1,3,0,3,3,46,4,149,42
13,Capital,001,0022 ,0144,350,7,7,5,1,2,1,1,1,3,3,50,7,147,38
13,Capital,001,0022 ,0145,350,0,0,3,0,5,1,1,1,1,3,57,11,123,37
13,Capital,001,0022 ,0146,350,25,0,3,3,4,3,1,0,6,3,60,5,124,48
13,Capital,001,0022 ,0147,350,7,4,0,0,7,1,4,0,2,1,42,4,159,40
13,Capital,001,0022 ,0148,350,0,6,5,2,3,1,3,0,4,3,36,1,158,36
13,Capital,001,0022 ,0149,350,24,2,2,0,1,1,3,1,2,1,52,3,144,35
13,Capital,001,0022 ,0150,350,7,6,2,1,3,2,5,1,3,2,57,6,140,35
13,Capital,001,0022 ,0151,292,5,2,3,1,4,0,1,0,8,1,46,10,104,36
13,Capital,001,0022 ,0152,292,7,4,1,1,3,1,0,2,4,0,43,3,108,42
13,Capital,001,0023 ,0134,350,7,4,4,5,2,3,1,1,7,6,17,7,113,79
13,Capital,001,0023 ,0135,350,12,1,2,2,3,4,2,1,8,8,25,2,120,68
13,Capital,001,0023 ,0136,177,0,3,0,1,1,6,4,0,1,4,14,0,51,45
13,Capital,001,0023 ,0137,177,1,3,0,0,0,4,0,1,1,1,9,2,76,34
13,Capital,001,0023 ,0153,350,5,4,2,2,1,4,2,0,2,7,19,5,140,64
13,Capital,001,0023 ,0154,350,8,1,3,2,2,10,2,0,2,8,18,3,118,72
13,Capital,001,0023 ,0155,294,3,1,1,3,1,4,3,1,4,5,19,5,95,52
13,Capital,001,0023 ,0156,294,0,0,2,0,2,2,0,1,3,8,14,3,107,65
13,Capital,001,0024 ,0138,350,5,4,5,4,0,5,2,0,5,13,30,5,115,66
13,Capital,001,0024 ,0139,350,17,3,3,3,3,6,4,3,2,5,19,7,141,53
13,Capital,001,0024 ,0140,350,8,7,1,5,3,4,1,0,4,12,26,3,115,54
13,Capital,001,0024 ,0141,350,8,4,1,3,1,12,0,1,2,19,29,1,146,47
13,Capital,001,0024 ,0142,350,0,10,2,2,2,4,2,1,2,5,32,4,135,55
13,Capital,001,0024 ,0143,350,5,4,4,1,2,10,2,1,1,13,33,6,122,48
13,Capital,001,0024 ,0144,184,2,3,2,2,0,5,2,1,0,4,9,4,68,36
13,Capital,001,0024 ,0145,185,1,2,2,2,1,5,0,1,3,4,15,3,67,30
13,Capital,001,0024 ,0157,350,5,5,3,4,2,7,1,0,4,10,20,6,138,59
13,Capital,001,0024 ,0158,350,6,6,1,3,0,4,1,1,3,9,12,6,142,53
13,Capital,001,0024 ,0159,350,1,4,1,7,3,6,1,1,7,11,31,11,115,51
13,Capital,001,0024 ,0160,350,3,5,2,3,6,0,0,0,4,10,30,5,154,43
13,Capital,001,0024 ,0161,350,2,0,3,4,1,8,1,0,6,8,21,11,121,67
13,Capital,001,0024 ,0162,350,2,3,0,0,0,0,0,0,0,0,0,0,0,0
13,Capital,001,0024 ,0163,350,0,2,2,3,2,4,0,1,3,8,24,4,139,49
13,Capital,001,0024 ,0164,196,0,0,2,2,2,4,2,0,0,3,19,2,60,41
13,Capital,001,0024 ,0165,196,1,1,3,2,1,4,0,0,1,3,21,2,70,31
13,Godoy Cruz,002,0025 ,0001,700,14,5,6,8,10,12,4,8,6,14,54,16,286,106
13,Godoy Cruz,002,0025 ,0002,700,7,3,16,6,6,18,0,2,4,4,60,20,252,102
13,Godoy Cruz,002,0025 ,0003,700,6,4,0,6,2,28,2,2,8,12,34,18,280,100
