codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0060,0136,0184,0185,0190,0192,0194,0501,0510,0517
23,Capital,001,0004 ,0096,341,3,7,101,0,3,0,11,0,1,2,46,30,9
23,Capital,001,0004 ,0097,341,12,4,77,16,7,0,21,12,3,2,56,38,14
23,Capital,001,0004 ,0098,341,10,6,78,13,3,0,22,10,4,3,59,52,14
23,Capital,001,0004 ,0099,341,5,5,88,18,3,0,19,12,6,2,45,48,11
23,Capital,001,0004 ,0100,341,16,6,91,19,2,0,25,5,6,2,45,44,11
23,Capital,001,0005 ,0101,339,29,3,83,16,6,0,15,10,8,5,48,45,6
23,Capital,001,0005 ,0102,339,0,0,88,25,2,0,16,17,8,0,32,31,10
23,Capital,001,0005 ,0103,339,24,17,84,19,5,0,27,0,11,3,32,37,6
23,Capital,001,0005 ,0104,339,26,1,72,20,5,0,25,15,9,4,40,40,7
23,Capital,001,0005 ,0105,339,13,3,93,22,5,0,21,10,4,1,37,36,7
23,Capital,001,0005 ,0106,339,22,2,96,16,6,15,4,9,16,34,27,4,17
23,Capital,001,0005 ,0107,339,23,1,92,29,1,0,28,19,9,2,32,24,7
23,Capital,001,0005 ,0108,339,21,1,90,22,2,0,30,7,7,2,40,33,5
23,Capital,001,0005 ,0109,339,17,5,102,17,2,0,31,13,6,1,43,28,4
23,Capital,001,0005 ,0110,339,12,2,78,23,2,0,31,21,3,0,39,35,13
23,Capital,001,0005 ,0111,339,18,5,124,17,3,0,26,5,10,1,28,33,8
23,Capital,001,0005 ,0112,339,2,1,101,16,2,0,28,5,1,0,35,33,10
23,Capital,001,0005 ,0113,340,11,2,104,16,2,0,20,13,3,1,27,46,18
23,Capital,001,0005 ,0114,338,13,4,97,18,5,0,34,10,4,1,38,26,10
23,Capital,001,0005 ,0115,339,17,5,110,14,1,0,19,13,6,5,42,42,7
23,Capital,001,0005 ,0116,339,27,1,88,26,3,0,25,8,3,1,37,42,4
23,Capital,001,0005 ,0117,339,23,4,85,13,3,0,27,13,7,2,38,27,7
23,Capital,001,0005 ,0118,339,13,3,109,16,3,0,34,10,11,4,34,34,9
23,Capital,001,0005 ,0119,339,2,5,76,8,2,0,42,8,5,4,41,28,7
23,Capital,001,0005 ,0120,339,27,1,85,0,3,0,0,8,5,2,38,38,10
23,Capital,001,0005 ,0121,339,19,4,89,17,3,0,41,14,4,2,36,43,9
23,Capital,001,0005 ,0122,339,24,6,84,22,1,0,18,21,9,0,26,37,4
23,Capital,001,0005 ,0123,339,26,4,88,15,5,0,21,21,5,1,39,35,14
23,Capital,001,0005 ,0124,339,26,5,91,12,2,0,22,14,14,1,37,32,4
23,Capital,001,0005 ,0125,339,28,3,105,23,2,0,26,12,8,2,33,26,6
23,Capital,001,0005 ,0126,339,21,4,85,12,3,0,34,11,4,2,50,30,7
23,Capital,001,0005 ,0127,339,29,2,94,20,2,0,25,12,8,2,34,35,7
23,Capital,001,0005 ,0128,339,16,5,101,11,2,0,26,13,7,3,40,27,8
23,Capital,001,0005 ,0129,339,21,5,88,17,7,0,18,14,4,4,28,38,7
23,Capital,001,0006 ,0130,333,21,2,72,16,8,0,14,11,4,5,64,29,10
23,Capital,001,0006 ,0131,333,42,5,82,0,2,0,12,14,8,2,42,32,8
23,Capital,001,0006 ,0132,333,6,1,93,0,4,0,20,10,6,3,55,30,11
23,Capital,001,0006 ,0133,333,22,2,90,8,2,0,17,9,6,4,62,25,8
23,Capital,001,0006 ,0134,333,14,2,79,30,2,0,13,11,10,1,47,31,10
23,Capital,001,0006 ,0135,332,26,3,87,13,5,0,21,12,4,1,56,28,5
23,Capital,001,0006 ,0136,332,13,2,107,8,8,0,19,21,4,2,31,37,6
23,Capital,001,0006 ,0137,332,20,6,97,13,3,0,23,7,6,5,54,25,5
23,Capital,001,0006 ,0138,332,18,7,81,18,4,0,21,19,5,1,44,31,6
23,Capital,001,0006 ,0139,332,16,2,97,13,5,0,22,6,10,7,51,24,12
23,Capital,001,0006 ,0140,332,17,3,108,15,3,0,13,8,10,1,41,31,9
23,Capital,001,0006 ,0141,332,17,1,85,11,2,0,17,10,7,2,59,25,7
23,Capital,001,0006 ,0142,332,24,6,79,21,4,0,13,13,5,4,57,26,10
23,Capital,001,0006 ,0143,332,16,7,79,10,4,0,34,24,9,2,41,25,9
23,Capital,001,0007 ,0144,330,13,3,67,11,2,0,19,10,6,1,65,36,9
23,Capital,001,0007 ,0145,329,26,6,79,9,2,0,12,7,8,4,80,25,12
23,Capital,001,0007 ,0146,329,20,6,56,14,4,0,15,3,11,10,83,25,10
23,Capital,001,0007 ,0147,329,20,3,122,11,19,16,2,4,24,8,12,1,11
23,Capital,001,0007 ,0148,329,18,0,66,15,1,0,13,7,7,5,84,30,7
23,Capital,001,0007 ,0149,329,0,0,48,0,0,0,0,0,0,0,0,0,0
23,Capital,001,0007 ,0150,329,1,7,65,20,5,0,12,0,0,0,79,21,8
23,Capital,001,0007 ,0151,329,28,8,66,10,4,0,10,10,13,1,84,20,9
23,Capital,001,0007 ,0152,329,5,3,62,17,1,0,14,10,4,1,96,24,10
23,Capital,001,0007 ,0153,329,2,2,94,17,5,0,5,10,7,0,66,29,8
23,Capital,001,0007 ,0154,329,30,0,83,11,0,0,10,6,14,5,64,25,7
23,Capital,001,0007 ,0155,329,16,3,76,12,1,0,6,10,7,3,88,23,9
23,Capital,001,0007 ,0156,329,12,1,57,0,2,0,14,0,3,1,87,27,11
23,Capital,001,0007 ,0157,329,3,2,63,13,3,0,20,10,7,0,66,30,8
23,Capital,001,0007 ,0158,329,28,4,55,0,5,0,10,6,8,3,114,24,10
23,Capital,001,0007A,0159,349,24,4,62,13,1,0,13,10,4,1,99,28,6
23,Capital,001,0007A,0160,349,5,9,69,16,5,0,15,11,8,6,90,10,7
23,Capital,001,0007A,0161,349,16,2,51,19,5,0,23,4,5,9,98,30,9
23,Capital,001,0007A,0162,349,1,3,67,16,0,0,21,6,7,2,109,24,12
23,Capital,001,0007A,0163,349,19,9,78,14,4,0,14,12,5,4,92,23,6
23,Capital,001,0007A,0164,349,18,8,63,9,3,0,8,8,6,0,105,28,11
23,Capital,001,0007A,0165,349,0,0,75,14,1,0,11,12,3,5,80,42,12
23,Capital,001,0007A,0166,349,20,3,70,18,2,0,21,13,7,3,78,36,10
23,Capital,001,0007A,0167,349,4,6,69,17,11,0,23,14,6,3,88,23,12
23,Capital,001,0007A,0168,349,5,7,61,16,1,0,0,8,7,2,98,22,13
23,Capital,001,0007A,0169,349,4,3,66,19,0,0,13,9,7,3,92,26,7
23,Capital,001,0007A,0170,349,22,11,59,23,3,0,15,0,5,3,80,26,11
