codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0012,0020,0050,0107,0505,0525,0540,0550
14,Capital,001,0001 ,0001,400,5,2,53,2,2,4,5,9,76,53,27
14,Capital,001,0001 ,0002,400,15,1,50,1,3,13,7,5,72,38,35
14,Capital,001,0001 ,0003,400,13,6,52,1,2,11,8,11,77,47,32
14,Capital,001,0001 ,0004,400,17,5,63,1,0,13,5,7,60,43,26
14,Capital,001,0001 ,0005,400,19,0,61,2,1,6,3,4,94,45,24
14,Capital,001,0001 ,0006,400,17,4,49,4,3,7,3,9,75,39,39
14,Capital,001,0001 ,0007,400,0,3,49,2,1,8,5,7,81,43,33
14,Capital,001,0001 ,0008,400,24,2,52,3,1,14,7,12,61,55,30
14,Capital,001,0001 ,0009,400,23,3,56,3,3,8,10,6,62,45,32
14,Capital,001,0001 ,0010,400,17,3,50,2,0,9,2,5,79,45,35
14,Capital,001,0001 ,0011,400,5,8,60,6,0,12,4,8,86,55,39
14,Capital,001,0001 ,0012,400,14,6,65,0,2,12,3,7,65,46,33
14,Capital,001,0001 ,0013,400,16,3,58,2,0,11,3,6,94,53,23
14,Capital,001,0001 ,0014,400,4,0,0,1,1,19,0,4,0,6,12
14,Capital,001,0001 ,0015,400,17,3,63,1,1,12,12,3,74,46,34
14,Capital,001,0001 ,0016,400,17,3,59,2,2,16,8,8,64,49,43
14,Capital,001,0001 ,0017,400,9,4,53,2,2,11,8,8,79,50,40
14,Capital,001,0001 ,0018,400,14,4,35,1,1,7,5,11,84,52,49
14,Capital,001,0001 ,0019,400,20,1,72,2,0,9,6,7,75,40,31
14,Capital,001,0001 ,0020,400,20,3,66,4,6,14,5,5,66,47,38
14,Capital,001,0001 ,0021,400,9,2,56,3,1,2,13,8,79,51,39
14,Capital,001,0001 ,0022,257,13,2,23,1,0,7,2,8,40,3,18
14,Capital,001,0001 ,0023,257,12,1,33,2,0,7,4,7,48,41,19
14,Capital,001,0001 ,0912,400,15,7,46,4,4,7,5,15,69,55,32
14,Capital,001,0001 ,0913,400,1,3,8,7,0,2,1,2,13,14,15
14,Capital,001,0001 ,0914,400,13,6,44,4,1,16,7,5,77,60,29
14,Capital,001,0001 ,0915,400,24,5,42,2,0,8,4,8,65,60,22
14,Capital,001,0001 ,0916,400,19,4,46,4,3,8,5,10,78,58,30
14,Capital,001,0001 ,0917,400,18,4,40,0,1,11,3,7,68,69,38
14,Capital,001,0001 ,0918,400,25,5,58,4,6,0,2,10,70,52,30
14,Capital,001,0001 ,0919,400,3,4,56,4,0,3,4,4,63,86,36
14,Capital,001,0001 ,0920,400,12,3,45,2,4,11,5,9,71,53,43
14,Capital,001,0001 ,0921,400,25,6,57,4,0,9,8,13,62,70,40
14,Capital,001,0001 ,0922,400,19,8,43,0,0,5,4,4,77,58,33
14,Capital,001,0001 ,0923,400,15,4,47,9,3,13,3,9,74,61,25
14,Capital,001,0001 ,0924,400,14,2,40,2,3,10,11,12,86,85,31
14,Capital,001,0001 ,0925,400,19,3,44,6,4,8,6,5,67,43,36
14,Capital,001,0001 ,0926,400,23,3,47,1,2,3,6,9,78,61,24
14,Capital,001,0001 ,0927,400,18,3,47,7,1,7,8,5,81,58,33
14,Capital,001,0001 ,0928,400,24,5,37,2,4,8,4,8,78,63,47
14,Capital,001,0001 ,0929,400,10,1,46,2,1,8,8,7,75,63,30
14,Capital,001,0001 ,0930,293,16,3,27,1,0,9,3,0,61,41,29
14,Capital,001,0001 ,0931,294,10,1,39,2,3,13,4,10,36,36,22
14,Capital,001,0002 ,0024,400,17,3,29,2,2,7,5,15,102,78,35
14,Capital,001,0002 ,0025,400,8,1,42,3,3,5,4,15,93,73,38
14,Capital,001,0002 ,0026,400,19,3,40,2,2,3,5,10,95,58,42
14,Capital,001,0002 ,0027,400,20,2,30,1,1,5,4,13,89,89,36
14,Capital,001,0002 ,0028,400,20,0,34,3,2,9,1,9,108,71,27
14,Capital,001,0002 ,0029,400,7,4,30,0,2,1,4,10,104,56,49
14,Capital,001,0002 ,0030,400,18,0,42,0,1,6,3,13,93,72,45
14,Capital,001,0002 ,0031,400,18,6,31,5,2,6,7,8,113,51,29
14,Capital,001,0002 ,0032,400,11,5,39,3,1,3,8,11,120,71,29
14,Capital,001,0002 ,0033,400,22,4,31,1,3,8,3,9,98,59,37
14,Capital,001,0002 ,0034,400,15,6,27,4,2,6,3,7,85,86,36
14,Capital,001,0002 ,0035,400,30,4,21,1,1,11,4,9,88,60,0
14,Capital,001,0002 ,0036,400,5,10,46,1,2,9,7,9,104,51,34
14,Capital,001,0002 ,0037,400,10,6,41,0,2,4,5,3,108,56,36
14,Capital,001,0002 ,0038,400,20,1,41,1,2,5,6,9,94,73,23
14,Capital,001,0002 ,0039,400,15,5,25,2,4,4,6,16,103,64,37
14,Capital,001,0002 ,0040,400,14,7,33,5,1,6,4,12,91,73,36
14,Capital,001,0002 ,0041,400,14,6,44,4,0,5,9,13,88,66,39
14,Capital,001,0002 ,0042,400,19,6,29,3,0,9,3,9,116,60,34
14,Capital,001,0002 ,0043,400,5,5,41,4,2,7,3,11,104,54,31
14,Capital,001,0002 ,0044,400,32,7,31,5,0,7,2,12,102,53,33
14,Capital,001,0002 ,0045,400,5,2,42,0,2,2,4,0,115,76,31
14,Capital,001,0002 ,0046,400,17,1,31,1,1,6,2,6,114,63,36
14,Capital,001,0002 ,0047,357,14,9,27,3,1,8,3,7,106,48,23
14,Capital,001,0002 ,0048,358,20,2,39,2,2,6,2,12,83,56,46
14,Capital,001,0002 ,0932,400,33,0,26,6,0,10,4,13,74,63,33
14,Capital,001,0002 ,0933,400,13,1,24,4,1,4,4,8,73,63,43
14,Capital,001,0002 ,0934,400,27,5,26,2,3,9,4,10,70,61,46
14,Capital,001,0002 ,0935,400,15,4,31,0,0,3,6,9,72,78,32
14,Capital,001,0002 ,0936,400,47,6,22,2,2,5,4,14,94,39,31
14,Capital,001,0002 ,0937,400,12,5,34,5,1,3,6,5,89,69,45
14,Capital,001,0002 ,0938,400,22,4,41,1,3,6,1,9,92,77,41
14,Capital,001,0002 ,0939,400,30,3,28,4,2,0,6,6,91,75,39
14,Capital,001,0002 ,0940,400,16,3,19,1,1,7,2,12,99,57,29
14,Capital,001,0002 ,0941,400,3,8,23,3,2,6,3,8,78,76,39
14,Capital,001,0002 ,0942,400,19,1,23,1,0,3,6,11,73,79,32
14,Capital,001,0002 ,0943,400,23,6,28,5,1,5,3,9,83,59,31
14,Capital,001,0002 ,0944,400,21,4,34,4,1,1,6,7,88,46,50
14,Capital,001,0002 ,0945,400,23,6,22,2,0,3,3,8,91,71,44
14,Capital,001,0002 ,0946,400,12,3,30,5,2,4,3,9,84,70,37
14,Capital,001,0002 ,0947,400,18,2,34,2,0,7,3,19,79,54,39
14,Capital,001,0002 ,0948,400,25,4,24,2,1,1,0,8,87,88,37
14,Capital,001,0002 ,0949,400,17,4,30,5,4,6,3,13,76,71,36
14,Capital,001,0002 ,0950,400,50,17,21,2,1,2,3,15,63,66,26
14,Capital,001,0002 ,0951,400,18,3,24,0,0,8,4,12,76,71,40
14,Capital,001,0002 ,0952,400,16,1,34,2,2,6,1,3,88,65,28
14,Capital,001,0002 ,0953,400,0,0,27,0,0,7,3,0,89,78,35
14,Capital,001,0002 ,0954,300,15,2,27,1,1,8,1,13,76,29,20
14,Capital,001,0002 ,0955,300,10,3,23,0,1,9,1,9,68,52,31
14,Capital,001,0003 ,0049,400,18,4,27,4,3,6,3,13,91,69,32
14,Capital,001,0003 ,0050,400,24,9,38,1,0,7,6,13,92,37,34
14,Capital,001,0003 ,0051,400,12,11,34,5,1,10,5,11,108,59,29
14,Capital,001,0003 ,0052,400,4,2,33,2,2,0,2,14,92,0,35
14,Capital,001,0003 ,0053,400,12,10,26,0,1,6,7,9,108,74,0
14,Capital,001,0003 ,0054,400,0,0,35,5,1,7,3,9,85,75,34
14,Capital,001,0003 ,0055,400,47,3,48,6,2,5,3,5,98,33,38
14,Capital,001,0003 ,0056,400,25,10,32,1,0,7,4,8,107,72,28
14,Capital,001,0003 ,0057,400,11,11,44,3,3,5,5,14,86,58,44
14,Capital,001,0003 ,0058,400,25,8,34,2,0,10,4,20,89,64,33
14,Capital,001,0003 ,0059,400,26,1,28,1,4,0,6,12,85,72,48
14,Capital,001,0003 ,0060,400,18,8,55,3,3,9,5,16,89,70,33
14,Capital,001,0003 ,0061,400,4,2,39,2,1,7,2,18,98,78,38
14,Capital,001,0003 ,0062,400,7,1,45,1,1,4,4,21,93,63,45
14,Capital,001,0003 ,0063,400,49,0,20,3,0,10,9,12,97,39,54
14,Capital,001,0003 ,0064,400,17,2,36,3,1,7,5,12,112,53,37
14,Capital,001,0003 ,0065,400,1,7,43,0,2,8,5,12,80,60,40
