codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0131,0152,0530,0531
07,Rawson,001,0001 ,0001,351,72,4,87,2,24,83
07,Rawson,001,0001 ,0002,347,54,1,85,8,32,76
07,Rawson,001,0001 ,0003,349,43,4,113,5,25,76
07,Rawson,001,0001 ,0004,349,58,6,93,4,21,89
07,Rawson,001,0001 ,0005,349,55,4,107,1,29,85
07,Rawson,001,0001 ,0006,347,59,8,92,2,15,83
07,Rawson,001,0001 ,0007,347,61,5,78,4,33,76
07,Rawson,001,0002 ,0008,337,56,0,75,2,35,85
07,Rawson,001,0002 ,0009,340,54,5,76,0,44,83
07,Rawson,001,0002 ,0010,336,61,6,67,1,35,86
07,Rawson,001,0002 ,0011,336,67,0,67,1,34,71
07,Rawson,001,0002 ,0012,340,0,0,0,0,0,0
07,Rawson,001,0002 ,0013,334,35,6,72,5,57,88
07,Rawson,001,0002 ,0014,335,44,1,88,1,32,88
07,Rawson,001,0002 ,0015,334,54,0,95,4,27,87
07,Rawson,001,0002 ,0016,335,59,16,69,2,30,78
07,Rawson,001,0002 ,0017,334,61,5,69,2,32,86
07,Rawson,001,0002 ,0018,336,63,6,75,3,36,79
07,Rawson,001,0002 ,0019,335,47,5,76,3,34,45
07,Rawson,001,0003 ,0020,347,80,3,81,1,36,80
07,Rawson,001,0003 ,0021,346,54,1,83,4,32,89
07,Rawson,001,0003 ,0022,345,80,2,95,2,21,69
07,Rawson,001,0003 ,0023,346,59,6,92,4,34,96
07,Rawson,001,0003 ,0024,346,66,0,81,8,53,68
07,Rawson,001,0003 ,0025,347,64,1,84,7,27,101
07,Rawson,001,0003 ,0026,346,56,3,76,1,40,0
07,Rawson,001,0003 ,0027,345,64,0,96,5,38,80
07,Rawson,001,0003 ,0028,346,51,0,81,8,40,97
07,Rawson,001,0003 ,0029,348,65,5,87,2,45,75
07,Rawson,001,0003 ,0030,346,71,0,78,0,39,80
07,Rawson,001,0003 ,0031,346,60,3,90,5,40,74
07,Rawson,001,0003 ,0032,347,65,12,89,7,46,68
07,Rawson,001,0003 ,0033,344,69,5,75,3,33,94
07,Rawson,001,0003 ,0034,345,65,5,81,5,36,79
07,Rawson,001,0003 ,0035,347,73,3,78,7,41,0
07,Rawson,001,0003 ,0036,346,277,3,86,3,42,0
07,Rawson,001,0003 ,0037,345,57,4,84,3,50,77
07,Rawson,001,0003 ,0038,345,60,0,78,7,35,96
07,Rawson,001,0003 ,0039,346,64,1,98,6,33,66
07,Rawson,001,0003 ,0040,346,85,3,80,6,41,63
