codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0014,0501,0508,0509
03,Capital,001,0001 ,0001,311,2,3,13,65,89,48
03,Capital,001,0001 ,0002,313,0,2,7,68,95,39
03,Capital,001,0001 ,0003,311,1,0,6,40,117,32
03,Capital,001,0001 ,0004,312,15,3,17,58,95,39
03,Capital,001,0001 ,0005,312,18,1,12,58,98,46
03,Capital,001,0001 ,0006,310,1,0,6,64,106,35
03,Capital,001,0001 ,0007,310,9,2,12,58,104,38
03,Capital,001,0001 ,0008,309,3,0,11,57,101,42
03,Capital,001,0001 ,0009,310,18,0,9,61,98,46
03,Capital,001,0002 ,0010,337,18,1,6,78,112,61
03,Capital,001,0002 ,0011,335,1,0,6,79,88,70
03,Capital,001,0002 ,0012,335,14,1,10,67,93,68
03,Capital,001,0002 ,0013,336,22,1,5,66,126,48
03,Capital,001,0002 ,0014,336,5,2,8,73,113,49
03,Capital,001,0002 ,0015,337,22,2,4,81,93,58
03,Capital,001,0002 ,0016,336,18,3,9,62,111,50
03,Capital,001,0002 ,0017,336,22,3,7,76,107,52
03,Capital,001,0002 ,0018,336,0,0,8,77,86,63
03,Capital,001,0002 ,0019,335,2,1,11,60,117,62
03,Capital,001,0002 ,0020,336,6,4,9,64,107,58
03,Capital,001,0002 ,0021,337,1,2,7,83,84,63
03,Capital,001,0002 ,0022,335,3,0,10,75,109,52
03,Capital,001,0002 ,0023,336,5,3,9,72,88,65
03,Capital,001,0002 ,0024,335,2,2,18,80,92,57
03,Capital,001,0002 ,0025,339,2,3,12,84,100,50
03,Capital,001,0002 ,0026,336,23,0,2,74,97,67
03,Capital,001,0002 ,0027,336,0,0,0,0,0,0
03,Capital,001,0002 ,0028,337,2,2,7,69,103,61
03,Capital,001,0002 ,0029,335,14,2,7,97,88,56
03,Capital,001,0002 ,0030,333,19,1,5,64,107,59
03,Capital,001,0002 ,0031,335,2,1,7,68,105,64
03,Capital,001,0002 ,0032,336,15,2,7,72,90,76
03,Capital,001,0002 ,0033,335,3,2,9,73,89,68
03,Capital,001,0002 ,0034,335,15,1,9,73,115,53
03,Capital,001,0003 ,0035,344,2,0,13,88,100,42
03,Capital,001,0003 ,0036,342,11,0,1,80,108,52
03,Capital,001,0003 ,0037,344,1,2,1,70,117,44
03,Capital,001,0003 ,0038,343,7,1,8,76,118,53
03,Capital,001,0003 ,0039,344,21,4,10,101,95,42
03,Capital,001,0003 ,0040,343,17,6,12,84,104,47
03,Capital,001,0003 ,0041,344,3,4,4,69,105,64
03,Capital,001,0003 ,0042,342,5,2,5,106,100,43
03,Capital,001,0003 ,0043,344,1,1,9,90,101,58
03,Capital,001,0003 ,0044,343,1,2,7,75,119,45
03,Capital,001,0003 ,0045,343,2,1,3,78,107,55
03,Capital,001,0003 ,0046,343,2,3,4,74,124,47
03,Capital,001,0003 ,0047,341,3,5,9,85,128,25
03,Capital,001,0003 ,0048,343,4,7,7,116,91,42
03,Capital,001,0003 ,0049,343,3,0,5,78,117,58
03,Capital,001,0003 ,0050,341,23,0,9,95,95,45
03,Capital,001,0003 ,0051,343,2,9,3,75,106,52
03,Capital,001,0003 ,0052,342,4,3,4,74,128,48
03,Capital,001,0003 ,0053,342,0,2,12,99,98,34
03,Capital,001,0003 ,0054,345,5,4,6,77,118,47
03,Capital,001,0003 ,0055,341,5,4,8,74,100,47
03,Capital,001,0003 ,0056,343,2,0,2,85,103,59
03,Capital,001,0003 ,0057,343,1,8,4,85,104,47
03,Capital,001,0003 ,0058,343,36,6,9,73,98,49
03,Capital,001,0003 ,0059,342,5,3,11,93,107,40
03,Capital,001,0003 ,0060,343,4,0,5,98,85,62
03,Capital,001,0003 ,0061,344,2,0,10,76,91,56
03,Capital,001,0003 ,0062,343,7,3,13,92,98,35
03,Capital,001,0003 ,0063,345,0,0,15,66,114,50
03,Capital,001,0003 ,0064,343,19,5,12,81,112,48
03,Capital,001,0003 ,0065,342,1,1,10,79,113,47
03,Capital,001,0003 ,0066,343,31,3,7,82,90,49
03,Capital,001,0003 ,0067,342,4,3,5,87,103,56
03,Capital,001,0003 ,0068,342,4,0,8,95,103,50
03,Capital,001,0003 ,0069,342,6,0,8,70,111,47
03,Capital,001,0003 ,0070,343,5,2,7,85,107,47
03,Capital,001,0003 ,0071,340,4,4,11,78,87,58
03,Capital,001,0003 ,0072,343,4,3,11,83,116,40
03,Capital,001,0003 ,0073,344,4,3,8,78,134,40
03,Capital,001,0003 ,0074,343,3,5,8,79,116,39
03,Capital,001,0003 ,0075,345,17,1,10,80,119,49
03,Capital,001,0003 ,0076,343,21,1,9,104,100,46
03,Capital,001,0003 ,0077,342,6,2,11,57,118,53
03,Capital,001,0003 ,0078,342,2,2,9,90,105,40
03,Capital,001,0003 ,0079,342,22,3,4,88,121,34
03,Capital,001,0003 ,0080,342,29,1,13,74,102,51
03,Capital,001,0003 ,0081,343,15,7,4,107,96,50
03,Capital,001,0003 ,0082,342,23,6,3,94,109,42
03,Capital,001,0003 ,0083,342,21,4,5,84,106,40
03,Capital,001,0003 ,0084,342,5,2,4,89,102,44
03,Capital,001,0003 ,0085,342,21,3,12,92,91,58
03,Capital,001,0003 ,0086,343,5,0,7,80,118,48
03,Capital,001,0003 ,0087,340,3,0,10,84,120,33
03,Capital,001,0003 ,0088,341,26,2,5,94,102,45
03,Capital,001,0003 ,0089,342,2,0,6,87,108,38
03,Capital,001,0003 ,0090,342,3,5,12,91,111,35
03,Capital,001,0003 ,0091,344,3,2,7,83,113,51
03,Capital,001,0003 ,0092,342,7,5,6,97,92,57
03,Capital,001,0003 ,0093,342,26,5,10,80,108,50
03,Capital,001,0003 ,0094,341,7,3,7,84,106,39
03,Capital,001,0003 ,0095,343,6,4,4,89,105,38
03,Capital,001,0003 ,0096,341,5,4,11,67,117,47
03,Capital,001,0003 ,0097,342,5,3,5,112,82,43
03,Capital,001,0003 ,0098,343,6,4,9,92,75,55
03,Capital,001,0003 ,0099,342,19,2,6,82,111,44
