codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0060,0070,0071,0131,0132,0134,0135,0136,0138
17,Capital,001,0001A,1001,349,0,1,0,1,15,44,2,4,99,5,57
17,Capital,001,0001A,1002,349,11,1,0,9,15,53,4,0,105,4,43
17,Capital,001,0001A,1003,351,12,4,0,3,9,44,5,6,129,6,51
17,Capital,001,0001A,1004,351,14,2,1,1,10,42,3,2,122,4,50
17,Capital,001,0001A,1005,350,18,1,0,1,16,55,8,4,111,5,40
17,Capital,001,0001A,1006,350,21,2,0,4,9,38,5,3,114,3,47
17,Capital,001,0001A,1007,350,14,1,2,1,14,48,5,3,107,2,56
17,Capital,001,0001A,1008,350,7,0,4,3,18,50,6,3,119,7,33
17,Capital,001,0001A,1009,351,4,1,3,2,13,53,5,4,103,9,36
17,Capital,001,0001A,1010,350,10,0,1,1,8,45,4,1,126,10,45
17,Capital,001,0001A,1011,350,23,2,1,4,19,37,2,0,112,6,45
17,Capital,001,0001A,1012,351,14,0,1,1,14,40,5,2,124,7,42
17,Capital,001,0001A,1013,351,11,2,0,4,12,33,4,1,133,4,31
17,Capital,001,0001A,1014,350,25,1,1,1,13,27,8,1,115,4,34
17,Capital,001,0001A,1015,268,20,1,0,1,11,28,3,2,90,0,43
17,Capital,001,0001B,1016,348,0,0,1,0,9,35,2,0,105,2,30
17,Capital,001,0001B,1017,350,9,0,2,0,5,22,8,3,136,8,34
17,Capital,001,0001B,1018,350,0,1,4,1,15,35,9,1,118,4,40
17,Capital,001,0001B,1019,350,1,0,0,1,4,33,9,2,109,3,30
17,Capital,001,0001B,1020,348,9,1,0,3,10,25,9,2,113,7,31
17,Capital,001,0001B,1021,346,16,3,0,3,9,28,11,1,129,3,30
17,Capital,001,0001B,1022,298,6,0,1,2,7,20,3,1,105,2,36
17,Capital,001,0001C,1023,349,14,3,0,2,11,28,6,1,117,9,42
17,Capital,001,0001C,1024,352,0,1,0,1,10,35,3,2,147,4,38
17,Capital,001,0001C,1025,351,1,5,1,2,16,28,6,1,136,0,32
17,Capital,001,0001C,1026,349,0,0,0,0,0,0,0,0,0,0,0
17,Capital,001,0001C,1027,349,0,4,0,3,8,32,7,2,150,5,23
