codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0014,0047,0048,0101,0177,0305,0306,0307,0308,0309
06,San Fernando                            ,001,0001 ,0001,450,17,8,4,82,14,41,0,1,8,11,132,6
06,San Fernando                            ,001,0001 ,0002,450,7,8,5,74,16,53,0,5,4,10,159,11
06,San Fernando                            ,001,0001 ,0003,450,12,12,6,81,19,66,0,2,4,20,120,9
06,San Fernando                            ,001,0001 ,0004,450,10,13,2,90,14,51,0,3,4,14,125,11
06,San Fernando                            ,001,0001 ,0005,450,17,4,9,80,11,40,0,1,7,21,160,8
06,San Fernando                            ,001,0001 ,1001,450,10,15,3,77,13,92,0,1,2,9,128,3
06,San Fernando                            ,001,0001 ,1002,450,9,9,2,77,19,40,0,0,2,16,143,6
06,San Fernando                            ,001,0001 ,1003,450,7,11,5,90,10,43,0,1,3,10,123,5
06,San Fernando                            ,001,0001 ,1004,450,6,7,0,87,7,31,0,3,4,17,137,4
06,San Fernando                            ,001,0001 ,1005,450,14,11,7,78,9,37,0,0,2,19,136,5
06,San Fernando                            ,001,0001 ,1006,450,10,8,4,86,8,39,0,2,7,12,130,9
06,San Fernando                            ,001,0001 ,1007,106,5,0,1,21,2,6,0,0,0,5,41,4
06,San Fernando                            ,001,0002 ,0006,450,15,7,9,83,15,41,0,0,5,14,126,10
06,San Fernando                            ,001,0002 ,0007,450,10,10,5,82,16,40,0,0,6,11,136,8
06,San Fernando                            ,001,0002 ,0008,450,5,5,5,87,13,32,0,2,6,13,126,5
06,San Fernando                            ,001,0002 ,0009,450,12,7,3,71,15,59,0,2,4,10,134,9
06,San Fernando                            ,001,0002 ,0010,346,8,4,1,64,12,33,0,0,1,10,113,5
06,San Fernando                            ,001,0002 ,1008,450,9,11,1,91,12,28,0,1,8,9,141,7
06,San Fernando                            ,001,0002 ,1009,450,7,11,0,85,14,35,0,0,2,13,145,3
06,San Fernando                            ,001,0002 ,1010,450,15,8,4,87,8,39,0,0,4,7,137,5
06,San Fernando                            ,001,0002 ,1011,450,7,8,10,75,11,29,0,3,1,14,166,3
06,San Fernando                            ,001,0002 ,1012,450,5,6,5,92,9,34,0,2,1,13,145,5
06,San Fernando                            ,001,0002 ,1013,407,8,7,4,67,10,31,0,2,2,11,132,3
06,San Fernando                            ,001,0003 ,0011,450,12,14,2,74,16,60,0,1,4,22,144,10
06,San Fernando                            ,001,0003 ,0012,450,6,11,3,63,13,48,0,3,5,12,150,2
06,San Fernando                            ,001,0003 ,0013,450,20,0,6,71,16,37,0,1,2,10,155,5
06,San Fernando                            ,001,0003 ,0014,450,14,13,2,83,11,41,0,0,5,15,143,6
06,San Fernando                            ,001,0003 ,0015,372,6,10,4,54,9,34,0,1,0,10,137,10
06,San Fernando                            ,001,0003 ,1014,450,6,8,7,75,9,40,0,0,4,11,172,6
06,San Fernando                            ,001,0003 ,1015,450,8,5,4,77,10,27,0,0,5,7,179,4
