codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0008,0014,0022,0040,0045,0112,0119,0124,0130,0501,0527,0536,0563
23,Capital,001,0001 ,0001,341,7,7,1,9,1,4,0,16,7,3,20,43,26,97,10
23,Capital,001,0001 ,0002,341,4,2,2,1,6,2,0,8,9,4,9,42,25,132,8
23,Capital,001,0001 ,0003,341,6,2,0,4,3,6,0,9,5,2,13,39,30,124,7
23,Capital,001,0001 ,0004,341,7,5,1,9,4,4,2,20,1,3,13,41,30,98,8
23,Capital,001,0001 ,0005,341,1,6,0,5,5,1,0,9,4,2,15,53,22,115,4
23,Capital,001,0001 ,0006,341,7,2,0,5,7,6,0,13,5,3,21,44,29,103,12
23,Capital,001,0001 ,0007,341,8,3,2,0,9,4,0,13,1,1,19,36,27,108,4
23,Capital,001,0001 ,0008,341,7,5,2,7,0,3,2,13,4,2,17,29,22,127,7
23,Capital,001,0001 ,0009,341,4,3,1,4,2,4,2,0,7,2,16,42,20,113,7
23,Capital,001,0001 ,0010,340,8,5,0,4,5,2,0,24,4,5,19,38,24,92,11
23,Capital,001,0001 ,0011,340,8,1,3,4,4,4,0,12,6,1,20,42,25,106,10
23,Capital,001,0001 ,1570,328,4,4,1,6,4,3,0,24,2,3,13,48,33,91,10
23,Capital,001,0001 ,1571,328,10,0,0,3,2,2,2,9,5,2,12,47,28,114,0
23,Capital,001,0001 ,1572,328,7,1,1,1,4,5,1,12,7,6,28,30,23,120,2
23,Capital,001,0001 ,1573,328,12,3,1,11,2,2,1,15,4,6,13,43,31,91,7
23,Capital,001,0001 ,1574,328,2,5,0,5,4,2,0,11,2,3,16,44,36,108,2
23,Capital,001,0001 ,1575,328,9,3,1,7,1,2,0,17,3,2,23,30,32,106,10
23,Capital,001,0001 ,1576,328,5,3,1,2,4,3,2,16,11,3,16,52,52,85,8
23,Capital,001,0001 ,1577,328,5,6,2,5,1,6,0,25,2,0,10,42,38,84,10
23,Capital,001,0001A,0012,336,0,0,0,7,3,5,0,15,2,0,21,43,20,108,7
23,Capital,001,0001A,0013,336,1,1,1,11,2,7,3,13,9,4,21,32,18,105,7
23,Capital,001,0001A,0014,336,5,1,2,5,3,5,1,11,8,2,18,41,28,125,8
23,Capital,001,0001A,0015,336,9,4,0,6,1,4,2,10,2,3,18,40,28,103,13
23,Capital,001,0001A,0016,336,7,4,1,10,3,5,0,22,4,4,22,41,33,91,12
23,Capital,001,0001A,0017,336,8,7,0,5,3,2,0,12,4,3,17,34,28,116,7
23,Capital,001,0001A,0018,335,6,4,2,1,2,0,0,25,8,1,22,27,27,108,8
23,Capital,001,0001A,0019,335,9,6,4,3,5,6,0,10,3,3,11,40,25,96,5
23,Capital,001,0001A,0020,335,1,11,3,14,1,2,1,12,5,2,21,39,27,93,9
23,Capital,001,0001A,1578,317,7,8,1,7,2,3,0,22,6,6,19,30,31,101,7
23,Capital,001,0001A,1579,317,9,5,0,5,3,2,2,16,6,3,17,35,35,100,5
23,Capital,001,0001A,1580,316,6,4,1,3,1,4,2,10,5,5,14,51,21,95,7
23,Capital,001,0001A,1581,316,2,2,1,6,3,3,0,15,5,4,13,37,33,96,11
23,Capital,001,0001A,1582,316,9,5,0,6,7,5,2,17,3,0,14,35,32,92,6
23,Capital,001,0001A,1583,316,9,4,2,3,1,2,3,11,9,2,14,39,18,88,11
23,Capital,001,0001A,1584,316,8,5,1,2,3,1,0,12,7,6,9,35,31,95,8
23,Capital,001,0002 ,0021,308,9,0,4,3,3,0,0,8,4,2,22,35,21,95,6
23,Capital,001,0002 ,0022,307,6,4,0,6,3,3,0,16,3,1,14,23,15,105,13
23,Capital,001,0002 ,0023,307,2,6,1,3,2,3,0,10,2,5,26,28,10,105,10
23,Capital,001,0002 ,0024,307,3,4,0,4,5,1,1,9,3,6,20,39,29,87,9
23,Capital,001,0002 ,0025,307,5,4,3,3,5,3,0,17,1,4,16,36,17,93,9
23,Capital,001,0002 ,0026,307,3,7,0,3,3,3,0,15,3,3,24,40,28,89,9
23,Capital,001,0002 ,0027,307,5,10,0,3,2,6,1,12,8,5,21,43,31,81,7
23,Capital,001,0002 ,0028,307,5,2,2,4,2,0,0,19,3,5,12,32,18,99,9
23,Capital,001,0002 ,1585,327,4,5,0,3,3,6,1,11,5,2,22,51,28,98,4
23,Capital,001,0002 ,1586,327,10,4,0,2,0,9,0,25,1,2,27,32,29,88,2
23,Capital,001,0002 ,1587,327,6,3,0,7,7,7,0,14,3,7,18,38,29,83,6
23,Capital,001,0002 ,1588,326,7,2,0,9,0,6,0,21,7,1,17,39,30,91,2
23,Capital,001,0002 ,1589,326,8,3,0,5,2,3,0,17,6,6,12,48,25,102,3
23,Capital,001,0002 ,1590,326,3,8,4,11,9,8,2,18,4,6,18,40,26,82,6
23,Capital,001,0002A,0029,319,9,4,1,8,4,5,1,14,7,4,17,49,20,78,7
23,Capital,001,0002A,0030,319,5,3,1,6,3,4,0,10,9,6,23,40,33,88,10
23,Capital,001,0002A,0031,319,2,5,0,5,3,4,0,14,4,5,24,55,15,86,11
23,Capital,001,0002A,0032,319,11,2,0,6,2,3,0,16,2,1,18,54,22,78,11
23,Capital,001,0002A,0033,319,4,1,1,7,5,5,0,14,6,4,17,46,23,76,10
23,Capital,001,0002A,0034,319,9,4,0,6,2,3,2,9,5,7,9,58,19,96,7
23,Capital,001,0002A,0035,318,5,9,0,8,5,2,1,20,3,0,14,33,19,92,9
23,Capital,001,0002A,0036,318,2,4,1,8,2,2,1,12,2,5,23,37,21,85,8
23,Capital,001,0002A,1591,334,4,2,0,11,3,4,2,20,8,7,14,46,26,88,5
23,Capital,001,0002A,1592,334,7,2,1,5,3,7,1,5,8,0,23,40,36,85,7
23,Capital,001,0002A,1593,334,5,8,0,6,3,5,2,20,8,6,14,49,30,68,13
23,Capital,001,0002A,1594,333,6,1,1,6,4,1,1,16,6,9,15,36,21,94,11
23,Capital,001,0002A,1595,333,11,8,0,6,4,5,0,14,9,4,21,43,16,83,8
23,Capital,001,0002A,1596,333,0,2,0,6,1,3,0,24,3,3,14,55,28,84,8
23,Capital,001,0003 ,0037,343,10,2,0,4,5,2,2,14,10,3,23,66,27,87,13
23,Capital,001,0003 ,0038,343,7,2,2,9,1,1,1,18,4,6,28,56,26,95,8
23,Capital,001,0003 ,0039,343,7,4,2,5,0,5,0,21,2,1,15,48,27,94,10
23,Capital,001,0003 ,0040,343,3,6,2,3,5,4,1,11,5,4,20,54,24,107,6
23,Capital,001,0003 ,0041,343,0,9,0,5,7,4,1,14,2,2,23,46,23,96,7
23,Capital,001,0003 ,0042,342,7,1,1,2,6,3,1,8,6,2,25,55,22,73,9
23,Capital,001,0003 ,0043,342,8,7,1,2,6,5,2,17,8,2,19,36,16,97,11
23,Capital,001,0003 ,0044,342,5,8,1,7,4,1,0,16,2,4,10,47,27,103,17
23,Capital,001,0003 ,0045,342,3,0,1,5,4,4,1,14,5,2,19,43,28,101,0
23,Capital,001,0003 ,0046,342,2,6,2,2,4,3,3,16,2,1,21,40,25,99,6
23,Capital,001,0003 ,0047,342,6,1,0,8,7,6,0,19,3,5,21,55,25,80,10
23,Capital,001,0003 ,0048,342,6,6,0,7,6,0,0,16,5,3,15,53,19,86,17
23,Capital,001,0003 ,1597,327,14,10,1,6,6,3,0,23,6,1,12,45,29,93,9
23,Capital,001,0003 ,1598,327,7,9,0,3,1,6,0,20,10,2,13,47,41,81,9
23,Capital,001,0003 ,1599,327,2,6,2,9,1,1,1,13,7,1,15,47,27,86,9
23,Capital,001,0003 ,1600,327,7,2,0,6,6,8,1,23,9,2,13,57,24,80,6
23,Capital,001,0003 ,1601,327,3,1,1,5,7,4,0,10,5,3,14,49,37,84,7
23,Capital,001,0003 ,1602,327,8,6,1,6,2,6,1,16,6,2,17,37,27,99,6
23,Capital,001,0003 ,1603,327,0,4,1,4,6,4,0,6,5,6,23,45,32,95,5
23,Capital,001,0003 ,1604,326,8,7,0,7,6,3,3,18,5,1,16,51,27,75,11
23,Capital,001,0003 ,1605,326,14,8,1,8,1,5,0,21,8,8,12,40,30,14,8
23,Capital,001,0003 ,1606,326,2,3,0,8,3,10,1,11,4,3,24,47,25,87,8
23,Capital,001,0004 ,0049,332,0,0,1,9,2,4,2,12,3,2,13,50,28,86,14
23,Capital,001,0004 ,0050,332,1,7,0,8,3,2,3,11,1,3,27,56,25,96,6
23,Capital,001,0004 ,0051,332,4,3,1,5,2,7,1,18,6,4,18,51,29,95,10
23,Capital,001,0004 ,0052,331,6,7,1,4,4,3,1,20,5,3,30,47,13,72,10
23,Capital,001,0004 ,0053,331,2,5,0,7,0,6,3,20,5,5,26,53,21,89,7
23,Capital,001,0004 ,0054,331,2,2,3,2,6,5,0,15,8,3,18,57,28,85,9
23,Capital,001,0004 ,0055,331,4,7,0,8,2,7,0,18,2,6,24,44,17,83,18
23,Capital,001,0004 ,0056,331,3,11,2,8,4,6,0,16,9,2,24,56,17,82,5
23,Capital,001,0004 ,0057,331,2,2,1,6,1,6,5,12,2,5,19,41,23,85,8
23,Capital,001,0004 ,0058,331,0,0,1,7,3,4,0,6,5,5,23,49,24,105,12
23,Capital,001,0004 ,0059,331,1,3,0,7,3,8,5,15,3,5,25,48,35,81,10
23,Capital,001,0004 ,1607,322,2,3,1,6,1,5,4,20,5,4,13,45,21,97,9
23,Capital,001,0004 ,1608,322,0,0,1,7,3,0,0,17,7,6,17,38,37,93,11
23,Capital,001,0004 ,1609,322,2,4,4,3,2,5,0,14,5,3,23,42,37,86,5
23,Capital,001,0004 ,1610,322,14,3,0,7,7,9,1,14,3,4,21,36,31,80,7
23,Capital,001,0004 ,1611,322,10,6,0,7,3,7,2,20,8,6,14,48,27,72,15
23,Capital,001,0004 ,1612,322,12,7,2,4,1,9,0,14,4,4,15,50,31,72,9
23,Capital,001,0004 ,1613,322,3,7,2,9,3,3,1,16,5,4,16,53,28,77,8
23,Capital,001,0004 ,1614,322,1,7,0,4,3,4,0,15,3,4,17,50,33,84,10
23,Capital,001,0004 ,1615,321,8,2,1,5,4,5,3,15,7,4,19,47,38,81,9
23,Capital,001,0005 ,0060,340,6,4,1,3,2,2,1,12,2,3,18,36,20,138,7
23,Capital,001,0005 ,0061,340,7,3,0,7,1,3,1,13,2,2,10,33,18,137,9
23,Capital,001,0005 ,0062,340,5,3,2,3,3,4,0,7,5,3,19,27,28,123,8
23,Capital,001,0005 ,0063,340,13,1,0,3,3,1,0,9,2,1,19,31,20,128,8
23,Capital,001,0005 ,0064,339,6,0,0,2,2,1,0,14,1,1,11,38,28,146,8
23,Capital,001,0005 ,0065,339,5,1,0,2,2,1,2,13,3,5,21,28,31,132,9
23,Capital,001,0005 ,0066,339,4,4,1,3,2,4,1,18,3,5,11,35,30,118,6
23,Capital,001,0005 ,0067,339,4,0,1,4,1,2,2,11,7,1,12,32,30,133,0
23,Capital,001,0005 ,0068,339,4,3,1,5,4,3,1,14,4,1,17,25,30,129,8
23,Capital,001,0005 ,0069,339,4,4,0,3,3,1,0,15,2,3,15,36,31,124,10
23,Capital,001,0005 ,0070,339,0,0,0,0,2,2,1,13,1,6,14,36,32,122,4
23,Capital,001,0005 ,0071,339,9,4,2,2,1,0,0,15,2,2,12,33,37,124,9
23,Capital,001,0005 ,0072,339,6,3,1,3,1,1,0,3,4,6,18,44,22,131,6
23,Capital,001,0005 ,0073,339,2,2,1,2,2,2,1,14,2,4,14,33,29,131,4
23,Capital,001,0005 ,0074,339,12,1,1,3,1,2,0,12,3,6,13,32,37,118,4
23,Capital,001,0005 ,0075,339,5,6,2,3,4,1,1,15,3,4,14,35,23,138,8
23,Capital,001,0005 ,1616,332,13,6,1,3,1,2,2,18,2,8,18,34,27,122,9
23,Capital,001,0005 ,1617,332,8,1,1,2,1,2,1,24,2,4,20,43,31,105,6
23,Capital,001,0005 ,1618,332,5,2,4,3,1,2,0,10,1,2,19,27,32,140,12
23,Capital,001,0005 ,1619,332,8,2,0,3,2,0,1,17,4,0,17,31,30,130,9
23,Capital,001,0005 ,1620,332,2,2,2,1,3,0,1,11,3,10,10,41,34,117,8
23,Capital,001,0005 ,1621,332,3,3,1,4,2,4,2,11,3,4,19,22,32,129,5
23,Capital,001,0005 ,1622,332,10,3,1,4,2,2,3,18,7,0,17,40,41,80,8
23,Capital,001,0005 ,1623,332,3,4,0,4,1,4,1,10,5,1,15,28,28,135,5
23,Capital,001,0005 ,1624,332,1,1,1,3,0,3,3,12,6,1,19,36,31,122,11
