codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0061,0131,0132,0133
20,Deseado,001,0001 ,0001,273,41,0,15,61,131,132,133
20,Deseado,001,0001 ,0002,271,25,5,29,61,131,132,133
20,Deseado,001,0001 ,0003,268,35,1,21,61,131,132,133
20,Deseado,001,0001 ,0004,272,23,1,19,61,131,132,133
20,Deseado,001,0001 ,0005,270,28,0,22,61,131,132,133
20,Deseado,001,0001 ,0006,270,26,0,35,61,131,132,133
20,Deseado,001,0001 ,0007,271,34,4,26,61,131,132,133
20,Deseado,001,0001 ,0008,271,37,4,23,61,131,132,133
20,Deseado,001,0001 ,0009,270,31,0,26,61,131,132,133
20,Deseado,001,0001 ,0010,278,39,4,27,61,131,132,133
20,Deseado,001,0001 ,0011,269,34,7,25,61,131,132,133
20,Deseado,001,0001 ,0012,271,20,3,37,61,131,132,133
20,Deseado,001,0001 ,0013,270,31,0,25,61,131,132,133
20,Deseado,001,0001 ,0014,272,36,2,37,61,131,132,133
20,Deseado,001,0001 ,0015,272,25,9,19,61,131,132,133
20,Deseado,001,0001 ,0016,270,23,6,19,61,131,132,133
20,Deseado,001,0001 ,0017,269,23,4,22,61,131,132,133
20,Deseado,001,0001 ,0018,270,22,1,17,61,131,132,133
20,Deseado,001,0001 ,0019,270,31,5,29,61,131,132,133
20,Deseado,001,0001 ,0020,271,30,2,17,61,131,132,133
20,Deseado,001,0001 ,0021,274,25,2,28,61,131,132,133
20,Deseado,001,0001 ,0022,270,18,0,28,61,131,132,133
20,Deseado,001,0001 ,0023,270,29,4,35,61,131,132,133
20,Deseado,001,0001 ,0024,270,21,4,31,61,131,132,133
20,Deseado,001,0001 ,0025,270,27,0,32,61,131,132,133
20,Deseado,001,0001 ,0026,270,1,5,21,61,131,132,133
20,Deseado,001,0001 ,0027,271,22,6,34,61,131,132,133
20,Deseado,001,0001 ,0028,271,24,1,16,61,131,132,133
20,Deseado,001,0001 ,0029,271,23,1,38,61,131,132,133
20,Deseado,001,0001 ,0030,270,16,8,37,61,131,132,133
20,Deseado,001,0001 ,0031,270,15,13,31,61,131,132,133
20,Deseado,001,0001 ,0032,272,25,2,24,61,131,132,133
20,Deseado,001,0001 ,0033,269,33,5,22,61,131,132,133
20,Deseado,001,0001 ,0034,273,0,0,19,61,131,132,133
20,Deseado,001,0001 ,0035,271,24,4,33,61,131,132,133
20,Deseado,001,0001 ,0036,272,25,4,23,61,131,132,133
20,Deseado,001,0001 ,0037,140,7,0,12,61,131,132,133
20,Deseado,001,0001 ,0038,140,19,2,10,61,131,132,133
20,Deseado,001,0001A,0039,40,6,1,1,61,131,132,133
20,Deseado,001,0002 ,0040,270,17,0,7,61,131,132,133
20,Deseado,001,0002 ,0041,174,8,0,6,61,131,132,133
20,Deseado,001,0002 ,0042,177,9,2,5,61,131,132,133
