codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0002,0006,0008,0014,0038,0045,0050,0165,0166,0167,0168,0169,0501,0572,0573,0574,0575
13,Capital,001,0014 ,0060,350,0,3,33,4,1,2,5,4,5,3,4,1,1,7,4,4,125,38,3
13,Capital,001,0014 ,0061,350,2,12,22,2,5,1,5,2,2,3,1,0,1,8,4,10,134,34,4
13,Capital,001,0014 ,0062,350,0,0,32,0,0,8,1,5,10,4,1,4,1,5,11,12,118,32,2
13,Capital,001,0014 ,0063,350,0,0,35,7,0,5,2,4,7,2,3,0,3,7,3,6,127,37,4
13,Capital,001,0014 ,0064,350,3,14,26,4,0,3,3,5,2,2,9,0,2,4,0,9,130,33,4
13,Capital,001,0014 ,0065,350,2,8,24,0,2,5,1,2,11,1,4,2,1,10,4,9,123,43,2
13,Capital,001,0014 ,0066,232,10,0,13,1,1,2,2,1,6,0,0,1,1,4,1,6,84,33,0
13,Capital,001,0014 ,0067,232,7,1,19,4,2,0,3,1,3,2,0,0,1,6,3,5,89,32,3
13,Capital,001,0015 ,0058,350,7,3,15,0,1,5,3,3,4,0,3,2,3,5,9,6,135,57,3
13,Capital,001,0015 ,0059,273,2,2,15,0,0,1,0,3,8,2,0,2,1,7,4,9,84,44,4
13,Capital,001,0015 ,0060,273,3,4,14,0,0,2,2,4,7,3,0,5,4,5,5,3,101,35,1
13,Capital,001,0015 ,0068,350,3,8,19,0,2,1,5,11,5,3,1,2,5,1,1,8,109,51,2
13,Capital,001,0015 ,0069,322,3,7,16,0,1,4,0,7,8,2,2,1,2,5,2,9,130,46,1
13,Capital,001,0015 ,0070,322,0,0,18,0,1,2,2,3,7,2,1,0,6,7,2,12,109,38,1
13,Capital,001,0016 ,0061,299,0,4,16,1,1,4,0,1,10,0,0,0,3,6,3,3,119,43,1
13,Capital,001,0016 ,0062,299,3,1,12,0,1,5,3,3,7,4,1,0,3,11,5,2,116,50,2
13,Capital,001,0016 ,0071,350,0,5,12,2,1,3,3,1,4,1,0,0,0,9,0,7,143,47,5
13,Capital,001,0016 ,0072,203,5,1,13,0,0,1,1,4,4,0,2,0,0,4,3,7,75,18,2
13,Capital,001,0016 ,0073,203,3,5,5,0,0,1,1,1,1,1,0,1,3,5,2,8,92,34,0
13,Capital,001,0017 ,0063,350,2,9,24,0,0,2,5,5,6,1,0,0,1,14,5,12,128,51,4
13,Capital,001,0017 ,0064,350,5,8,25,3,0,1,4,5,9,2,1,4,0,6,0,5,124,60,1
13,Capital,001,0017 ,0065,350,7,2,29,2,2,4,2,1,8,5,3,2,5,11,6,6,133,46,4
13,Capital,001,0017 ,0066,350,0,0,14,4,0,7,3,3,7,6,1,1,1,7,4,4,122,52,0
13,Capital,001,0017 ,0067,350,0,0,27,0,0,4,2,7,10,3,1,0,2,8,4,6,139,54,1
13,Capital,001,0017 ,0068,350,6,5,25,1,0,4,3,7,6,2,2,1,1,4,5,8,126,38,7
13,Capital,001,0017 ,0069,301,3,8,17,3,1,2,4,4,7,1,3,0,0,4,8,14,118,32,2
13,Capital,001,0017 ,0070,302,3,4,25,1,0,5,8,3,3,1,2,2,2,11,4,7,101,47,3
13,Capital,001,0017 ,0074,350,7,1,25,2,0,3,6,5,11,0,3,2,4,6,5,15,134,35,2
13,Capital,001,0017 ,0075,350,0,0,19,0,0,1,0,8,7,0,1,2,1,8,9,9,152,55,5
13,Capital,001,0017 ,0076,350,12,3,29,0,1,2,3,3,7,3,0,2,4,4,6,11,138,45,0
13,Capital,001,0017 ,0077,350,15,2,28,0,1,5,6,3,10,5,2,0,3,8,4,9,135,36,2
13,Capital,001,0017 ,0078,350,4,3,20,3,0,6,0,5,2,0,2,1,3,6,5,10,135,46,3
13,Capital,001,0017 ,0079,350,1,6,20,1,0,3,2,3,13,3,9,0,2,6,1,10,139,43,0
13,Capital,001,0017 ,0080,350,1,9,15,0,1,3,2,4,4,2,1,0,1,8,8,14,150,34,2
13,Capital,001,0017 ,0081,348,2,3,26,1,1,5,4,2,7,2,0,1,1,6,6,17,144,34,1
13,Capital,001,0017 ,0082,348,9,3,18,1,1,0,5,4,5,3,8,1,2,6,0,7,161,39,3
13,Capital,001,0018 ,0071,350,12,6,15,2,5,6,5,5,12,3,4,0,5,6,3,9,132,45,7
13,Capital,001,0018 ,0072,350,0,3,26,1,1,4,3,2,4,0,2,1,2,6,6,7,131,67,3
13,Capital,001,0018 ,0073,350,0,0,16,3,0,4,2,3,5,0,3,0,2,8,11,10,114,55,1
13,Capital,001,0018 ,0074,350,9,9,17,0,1,2,5,2,11,1,1,1,2,9,5,7,120,65,2
13,Capital,001,0018 ,0075,350,9,3,18,3,1,1,3,1,13,4,1,1,5,9,4,7,134,47,4
13,Capital,001,0018 ,0076,350,6,7,43,2,2,1,2,0,5,0,3,3,4,11,0,6,116,55,5
13,Capital,001,0018 ,0077,322,7,0,21,2,3,3,4,5,10,1,0,0,0,5,1,9,128,42,1
13,Capital,001,0018 ,0078,323,8,10,24,2,2,4,1,5,3,3,1,0,3,10,4,7,104,47,5
13,Capital,001,0018 ,0083,350,8,2,12,0,0,2,2,2,11,0,0,0,3,8,0,16,139,44,2
13,Capital,001,0018 ,0084,350,6,9,0,0,1,1,4,2,10,2,0,1,4,0,20,8,135,44,3
13,Capital,001,0018 ,0085,350,0,0,1,1,0,0,3,4,4,2,0,0,1,4,1,12,161,48,0
13,Capital,001,0018 ,0086,350,1,1,22,0,0,2,3,5,5,2,1,2,4,3,1,7,130,59,2
13,Capital,001,0018 ,0087,350,8,4,18,2,2,1,3,4,4,2,3,0,6,7,2,9,138,33,2
13,Capital,001,0018 ,0088,350,7,2,0,0,0,2,4,1,12,1,0,2,3,12,25,7,143,45,0
13,Capital,001,0018 ,0089,350,4,5,23,0,1,0,2,0,5,5,1,0,1,11,7,6,132,45,3
13,Capital,001,0018 ,0090,350,0,0,26,0,1,3,5,3,4,1,3,1,3,8,4,7,132,56,1
13,Capital,001,0018 ,0091,261,5,3,14,2,0,0,1,2,10,2,0,1,2,2,2,8,100,41,0
13,Capital,001,0018 ,0092,261,0,0,12,0,1,0,1,3,4,2,0,3,0,5,5,8,103,32,3
13,Capital,001,0018A,0079,350,0,0,0,5,0,0,6,0,0,6,0,0,0,6,60,0,121,30,0
13,Capital,001,0018A,0080,350,0,0,46,5,6,3,4,4,7,6,1,1,4,0,4,6,118,31,0
13,Capital,001,0018A,0081,350,11,3,43,3,0,9,1,0,2,4,6,0,0,6,6,3,125,22,3
13,Capital,001,0018A,0082,350,7,4,40,1,0,1,1,2,2,3,0,0,0,2,8,0,131,24,7
13,Capital,001,0018A,0083,350,15,10,40,11,0,4,1,6,5,5,4,2,1,4,2,3,103,19,1
13,Capital,001,0018A,0084,350,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Capital,001,0018A,0085,350,4,2,55,0,4,2,1,1,2,6,4,2,3,4,10,1,126,25,2
13,Capital,001,0018A,0086,350,0,4,45,2,7,6,1,3,1,5,1,1,1,6,8,1,129,23,1
13,Capital,001,0018A,0087,350,9,5,28,2,4,4,1,3,6,4,2,0,1,1,11,2,134,21,4
13,Capital,001,0018A,0088,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Capital,001,0018A,0089,350,51,6,0,4,4,4,3,2,0,2,2,0,2,6,4,4,114,25,1
13,Capital,001,0018A,0090,350,9,8,55,5,0,0,3,3,0,4,1,2,0,2,11,1,134,24,5
13,Capital,001,0018A,0091,212,0,6,23,1,4,3,4,3,1,1,0,2,2,3,3,0,65,16,7
13,Capital,001,0018A,0092,212,8,5,31,0,1,3,2,4,4,2,0,0,1,0,6,0,75,16,2
13,Capital,001,0018A,0093,350,0,0,56,0,3,3,0,1,2,3,0,1,2,0,4,7,153,21,3
13,Capital,001,0018A,0094,350,3,0,40,5,5,1,4,5,7,2,0,0,0,7,11,4,134,24,2
13,Capital,001,0018A,0095,350,12,11,31,6,3,5,2,3,7,3,2,2,3,2,5,7,134,20,6
13,Capital,001,0018A,0096,350,0,0,49,2,2,4,0,0,1,3,6,2,6,0,6,5,136,21,2
13,Capital,001,0018A,0097,350,2,14,0,0,1,8,2,0,7,0,0,2,2,1,54,4,156,25,0
13,Capital,001,0018A,0098,350,0,0,33,2,4,3,3,3,2,3,1,2,3,6,1,15,16,149,0
13,Capital,001,0018A,0099,350,0,0,39,4,3,0,1,2,4,3,6,1,0,3,10,7,135,26,1
13,Capital,001,0018A,0100,350,8,0,49,2,4,4,2,2,0,3,4,1,4,1,9,4,157,19,0
13,Capital,001,0018A,0101,350,0,0,42,4,3,2,1,0,5,2,1,1,5,3,6,4,140,22,6
13,Capital,001,0018A,0102,350,16,4,46,1,4,8,4,4,3,1,1,3,1,2,8,4,142,23,4
13,Capital,001,0018A,0103,350,0,0,25,11,4,6,3,5,5,1,1,2,2,3,8,3,144,29,6
13,Capital,001,0018A,0104,350,15,0,49,2,2,3,1,3,2,1,1,0,1,5,17,2,145,23,3
13,Capital,001,0018A,0105,180,0,0,21,3,2,1,0,2,1,4,0,0,1,0,5,0,87,12,2
13,Capital,001,0018A,0106,181,0,0,21,1,0,4,0,1,3,1,3,0,0,2,2,3,65,12,6
13,Capital,001,0018B,0093,350,5,2,26,0,0,1,2,5,2,1,1,0,3,3,3,2,149,80,1
13,Capital,001,0018B,0094,350,3,8,11,0,0,5,0,2,5,0,4,1,0,11,5,11,136,71,1
13,Capital,001,0018B,0095,350,11,0,20,2,2,3,0,0,7,0,0,0,1,9,8,6,140,71,2
13,Capital,001,0018B,0096,301,5,5,28,2,0,1,2,3,2,1,3,0,0,12,0,3,111,56,4
13,Capital,001,0018B,0097,302,8,3,16,2,0,0,1,3,5,2,0,3,1,7,1,6,120,75,0
13,Capital,001,0018B,0107,350,1,0,19,0,0,0,5,0,5,2,1,1,4,12,7,4,167,67,3
13,Capital,001,0018B,0108,350,2,2,19,3,0,2,1,1,6,1,0,0,0,8,5,14,125,97,0
13,Capital,001,0018B,0109,350,2,6,6,1,0,2,3,0,7,1,1,0,2,7,4,9,151,66,0
13,Capital,001,0018B,0110,350,3,0,0,0,0,3,2,2,4,0,0,0,1,6,4,7,149,70,2
13,Capital,001,0018B,0111,180,2,2,9,1,0,1,0,1,1,1,1,0,2,2,7,4,82,35,2
13,Capital,001,0018B,0112,181,2,0,8,0,0,3,0,2,2,0,1,0,1,9,3,6,80,51,1
13,Capital,001,0019 ,0098,350,6,5,14,3,1,1,1,5,13,5,0,2,2,6,6,8,123,50,1
13,Capital,001,0019 ,0099,350,10,4,13,0,0,2,1,8,5,4,1,1,5,10,4,6,134,43,4
13,Capital,001,0019 ,0100,350,3,2,14,1,4,1,2,3,12,3,3,2,4,8,4,6,121,66,2
13,Capital,001,0019 ,0101,350,0,0,7,3,0,3,5,3,8,2,5,2,1,7,8,2,127,59,4
13,Capital,001,0019 ,0102,350,7,5,16,1,0,2,5,3,9,2,4,0,2,7,9,7,116,52,0
13,Capital,001,0019 ,0103,350,8,0,11,2,1,7,4,4,10,2,1,0,4,9,6,3,140,56,6
13,Capital,001,0019 ,0104,350,7,7,19,2,2,2,1,5,5,4,2,0,3,3,7,12,126,42,4
13,Capital,001,0019 ,0105,350,14,0,13,1,0,3,3,5,3,1,10,0,5,3,9,7,115,45,6
13,Capital,001,0019 ,0106,350,6,5,18,0,1,7,2,8,17,1,0,2,4,5,9,8,116,41,6
13,Capital,001,0019 ,0107,305,0,1,14,0,1,1,6,3,6,3,1,3,2,7,1,7,120,45,5
13,Capital,001,0019 ,0108,305,5,10,12,1,0,2,3,2,5,0,2,0,2,4,1,5,121,56,0
13,Capital,001,0019 ,0113,350,0,0,13,3,1,3,2,0,9,7,1,2,1,6,2,8,151,38,0
13,Capital,001,0019 ,0114,350,0,3,21,0,1,4,3,4,6,1,1,3,4,7,7,5,144,45,1
13,Capital,001,0019 ,0115,350,2,4,21,1,2,4,4,1,7,3,2,0,2,8,2,12,134,36,7
13,Capital,001,0019 ,0116,350,0,0,18,0,0,3,1,4,6,0,1,1,4,12,3,12,128,46,2
13,Capital,001,0019 ,0117,350,2,1,22,0,1,2,5,2,5,1,2,2,2,13,2,12,131,50,2
13,Capital,001,0019 ,0118,350,4,1,13,0,0,2,2,5,8,5,1,0,3,6,2,10,128,48,0
13,Capital,001,0019 ,0119,350,3,5,6,0,4,2,3,5,6,2,2,1,4,15,5,13,138,39,3
13,Capital,001,0019 ,0120,350,15,0,27,0,4,3,1,5,6,2,1,2,4,9,0,10,118,35,4
13,Capital,001,0019 ,0121,350,5,6,15,2,0,0,3,5,2,4,3,0,2,6,2,13,143,40,0
13,Capital,001,0019 ,0122,350,7,11,25,2,0,1,2,5,5,3,2,1,3,4,1,10,118,36,7
13,Capital,001,0019 ,0123,350,4,4,15,3,2,2,3,7,3,0,3,0,1,6,1,11,120,53,6
13,Capital,001,0019 ,0124,350,0,2,12,1,0,3,2,4,9,3,0,1,1,9,3,10,136,52,3
13,Capital,001,0019 ,0125,188,0,3,6,0,0,3,1,2,1,0,1,1,1,3,3,3,97,16,0
13,Capital,001,0019 ,0126,188,1,2,6,1,0,1,2,0,0,2,3,1,0,4,5,9,72,31,1
13,Capital,001,0020 ,0109,350,6,8,21,0,1,5,2,0,7,1,0,2,1,0,7,1,139,31,3
13,Capital,001,0020 ,0110,350,10,9,33,0,2,2,2,0,1,3,3,0,0,4,2,4,125,30,4
13,Capital,001,0020 ,0111,350,8,5,24,3,0,3,3,4,5,0,3,0,4,3,3,3,136,45,4
13,Capital,001,0020 ,0112,350,16,9,24,1,1,1,2,1,2,3,1,1,4,6,6,4,123,40,1
13,Capital,001,0020 ,0113,350,4,4,22,2,0,6,3,1,6,3,0,0,1,5,0,5,135,45,0
13,Capital,001,0020 ,0114,350,8,3,22,2,1,4,0,3,3,3,0,0,1,5,61,2,130,45,2
13,Capital,001,0020 ,0115,350,12,5,32,0,1,2,3,2,7,3,2,1,2,3,0,6,120,48,1
13,Capital,001,0020 ,0116,350,9,0,19,1,3,5,2,2,6,3,1,1,2,7,2,3,133,36,2
13,Capital,001,0020 ,0117,265,7,1,19,1,1,4,3,2,3,1,4,1,2,6,0,4,104,24,1
13,Capital,001,0020 ,0118,266,10,3,15,0,0,0,2,4,1,1,2,2,2,5,9,3,91,36,3
13,Capital,001,0020 ,0127,350,4,8,26,2,0,1,2,0,6,2,2,1,1,8,0,5,159,38,4
13,Capital,001,0020 ,0128,350,0,0,20,1,1,9,3,2,8,3,5,0,2,6,4,6,142,38,4
13,Capital,001,0020 ,0129,350,0,0,17,2,0,0,4,2,1,0,4,0,1,10,1,11,144,38,2
13,Capital,001,0020 ,0130,350,5,12,25,0,0,2,1,2,10,1,0,0,4,5,3,7,147,37,3
13,Capital,001,0020 ,0131,350,9,7,21,0,1,7,2,0,7,0,2,1,5,6,2,8,136,25,4
13,Capital,001,0020 ,0132,350,7,1,27,0,0,1,2,2,3,2,0,0,2,9,3,9,129,48,1
13,Capital,001,0020 ,0133,350,0,6,35,3,3,0,2,5,5,1,1,0,3,8,0,5,147,27,3
13,Capital,001,0020 ,0134,350,4,8,30,2,0,3,6,3,8,3,2,0,2,2,3,1,148,29,0
13,Capital,001,0020 ,0135,334,4,9,18,0,1,3,1,6,5,2,0,0,1,4,0,9,129,41,0
13,Capital,001,0020 ,0136,335,5,6,21,0,2,2,1,2,1,1,1,0,1,3,6,1,143,37,1
13,Capital,001,0021 ,0119,350,4,7,17,4,0,0,2,1,6,3,0,0,2,5,2,7,108,85,3
13,Capital,001,0021 ,0120,350,4,3,9,0,1,2,6,1,7,0,0,1,0,2,10,8,120,60,1
13,Capital,001,0021 ,0121,195,2,1,12,0,0,3,0,3,3,0,0,1,0,5,1,3,63,48,0
13,Capital,001,0021 ,0122,196,6,5,8,0,1,0,3,2,7,0,1,0,2,2,2,1,63,43,0
13,Capital,001,0021 ,0137,350,1,2,11,1,0,1,3,0,5,0,0,1,3,9,2,6,120,74,1
