codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0038,0047,0050,0061,0064,0160,0515,0523
12,Capital,001,0001A,0001,317,38,8,56,1,2,0,5,30,10,45,46
12,Capital,001,0001A,0002,317,37,2,66,2,6,1,4,31,9,38,42
12,Capital,001,0001A,0003,317,0,1,69,0,7,2,8,21,5,32,41
12,Capital,001,0001A,0004,317,19,2,51,0,4,2,11,41,4,43,38
12,Capital,001,0001A,0005,317,0,1,73,1,6,1,5,20,11,27,34
12,Capital,001,0001A,0006,317,1,1,68,1,7,2,8,21,8,37,35
12,Capital,001,0001A,0007,317,36,1,52,3,8,0,8,26,5,36,39
12,Capital,001,0001A,0008,317,0,0,67,2,7,1,3,13,1,27,52
12,Capital,001,0001A,0009,317,39,5,60,2,2,2,5,23,10,35,39
12,Capital,001,0001A,0010,316,34,5,55,0,3,1,10,33,10,49,32
12,Capital,001,0001B,0011,299,32,3,40,1,3,1,8,33,6,45,47
12,Capital,001,0001B,0012,299,33,0,54,0,7,2,9,27,5,35,55
12,Capital,001,0001B,0013,299,33,0,68,0,1,0,4,27,6,39,45
12,Capital,001,0001B,0014,299,38,0,53,1,2,2,5,25,4,53,41
12,Capital,001,0001B,0015,299,40,0,49,1,1,1,8,21,9,37,41
12,Capital,001,0001B,0016,299,30,3,45,0,9,1,8,24,7,43,51
12,Capital,001,0001B,0017,298,17,2,60,2,3,2,5,37,6,33,48
12,Capital,001,0001B,0018,298,1,3,51,2,3,3,2,33,3,53,58
12,Capital,001,0001C,0019,314,36,3,35,0,4,0,1,22,7,51,84
12,Capital,001,0001C,0020,314,32,4,42,3,6,0,4,28,4,49,57
12,Capital,001,0001C,0021,314,1,0,56,1,7,2,5,27,1,46,67
12,Capital,001,0001C,0022,314,39,3,41,0,3,1,6,27,5,55,76
12,Capital,001,0001C,0023,314,28,4,56,1,3,0,3,23,9,49,63
12,Capital,001,0001C,0024,314,0,0,0,0,0,0,0,0,0,0,0
12,Capital,001,0001C,0025,314,29,10,48,0,1,0,5,28,4,44,76
12,Capital,001,0001C,0026,314,40,0,40,2,5,2,12,32,8,43,49
12,Capital,001,0001C,0027,314,6,5,44,0,2,0,3,28,3,50,0
12,Capital,001,0001C,0028,314,0,0,0,0,0,1,0,0,0,70,0
12,Capital,001,0001C,0029,313,37,5,43,0,0,0,5,29,2,44,81
12,Capital,001,0001C,0030,313,36,2,44,4,7,1,3,26,7,39,73
12,Capital,001,0001C,0031,313,0,0,30,2,5,4,7,23,4,57,75
12,Capital,001,0001C,0032,313,0,0,46,1,4,3,5,22,2,32,74
12,Capital,001,0001C,0033,313,39,2,51,0,1,0,3,26,1,46,90
12,Capital,001,0001D,0034,315,39,8,28,0,2,3,2,10,3,69,82
12,Capital,001,0001D,0035,315,24,0,27,0,7,0,4,15,4,74,80
12,Capital,001,0001D,0036,315,0,0,17,0,4,4,5,18,2,68,91
12,Capital,001,0001D,0037,315,42,2,35,0,3,2,4,21,2,57,71
12,Capital,001,0001D,0038,314,26,8,27,2,1,0,4,20,4,75,79
12,Capital,001,0001D,0039,314,33,0,29,1,2,2,3,21,2,72,86
12,Capital,001,0001D,0040,314,38,0,37,0,4,0,2,27,2,51,26
12,Capital,001,0001D,0041,314,22,14,33,0,3,0,4,13,5,75,71
12,Capital,001,0001D,0042,314,0,4,29,1,3,2,3,25,2,57,85
12,Capital,001,0001D,0043,314,36,6,33,0,2,0,2,19,0,65,70
12,Capital,001,0001D,0044,314,26,3,24,0,3,1,1,20,3,77,84
12,Capital,001,0001D,0045,314,32,7,34,1,3,2,5,26,3,60,67
12,Capital,001,0001D,0046,314,29,4,16,0,0,1,8,20,0,71,94
12,Capital,001,0001D,0047,314,29,0,21,0,3,0,4,23,3,80,86
12,Capital,001,0001E,0048,306,1,1,64,1,2,3,8,25,11,49,50
12,Capital,001,0001E,0049,306,0,0,79,3,4,1,6,21,4,47,33
12,Capital,001,0001E,0050,306,3,4,75,0,2,5,9,18,4,43,49
12,Capital,001,0001E,0051,306,16,0,61,2,5,1,3,39,4,53,52
12,Capital,001,0001E,0052,306,2,7,41,5,6,3,5,17,0,42,51
12,Capital,001,0001E,0053,306,32,3,61,2,4,5,7,24,7,38,49
12,Capital,001,0001F,0054,279,29,1,72,1,4,2,5,22,8,23,34
12,Capital,001,0001F,0055,279,25,3,63,1,7,2,7,23,4,27,0
12,Capital,001,0001F,0056,279,23,3,72,3,4,4,8,10,6,26,25
12,Capital,001,0001F,0057,279,3,3,52,4,4,10,12,18,10,30,33
12,Capital,001,0001F,0058,278,27,2,53,1,3,0,4,23,8,26,42
12,Capital,001,0001G,0059,292,0,1,64,2,3,1,7,25,5,29,35
12,Capital,001,0001G,0060,292,15,5,55,1,7,2,8,20,9,45,25
12,Capital,001,0001G,0061,292,24,1,53,1,3,1,5,21,6,37,53
12,Capital,001,0001G,0062,292,31,0,55,1,9,0,3,17,4,39,43
12,Capital,001,0001G,0063,292,1,1,42,4,8,0,13,22,8,34,38
12,Capital,001,0001G,0064,292,31,3,56,0,4,2,5,35,7,36,32
12,Capital,001,0001G,0065,291,35,2,55,3,3,2,4,16,4,40,33
12,Capital,001,0001H,0066,327,26,4,32,0,3,1,3,19,1,69,77
12,Capital,001,0001H,0067,327,12,40,34,0,2,0,4,20,1,80,56
12,Capital,001,0001H,0068,327,49,0,25,0,5,1,3,18,1,73,84
12,Capital,001,0001H,0069,327,42,1,31,0,7,0,5,21,5,64,73
12,Capital,001,0001H,0070,327,6,3,35,0,3,0,4,18,1,82,73
12,Capital,001,0001H,0071,327,34,6,25,0,0,1,7,21,2,93,65
12,Capital,001,0001H,0072,327,0,0,30,0,4,1,3,22,0,71,74
12,Capital,001,0001H,0073,327,37,0,16,0,3,1,2,26,3,60,75
12,Capital,001,0001H,0074,327,4,0,25,1,3,0,1,32,5,86,70
12,Capital,001,0001H,0075,327,5,12,25,1,3,1,2,14,5,84,75
12,Capital,001,0001H,0076,327,5,3,16,0,5,0,4,18,0,83,102
12,Capital,001,0001H,0077,327,0,0,26,0,3,0,5,17,1,83,73
12,Capital,001,0001H,0078,327,0,0,30,1,5,1,2,0,2,61,71
12,Capital,001,0001H,0079,327,42,4,34,2,5,2,0,18,1,80,77
12,Capital,001,0001H,0080,327,0,0,26,1,5,1,4,19,5,65,99
12,Capital,001,0001H,0081,327,23,8,16,0,3,0,4,24,5,83,89
12,Capital,001,0001H,0082,327,0,0,14,1,4,2,6,10,2,98,81
12,Capital,001,0001H,0083,327,33,7,32,0,3,0,2,17,5,71,71
12,Capital,001,0001H,0084,327,7,0,27,0,1,2,1,14,4,103,88
12,Capital,001,0001H,0085,327,25,3,18,1,1,0,3,26,5,99,81
12,Capital,001,0001H,0086,326,0,0,41,0,3,3,3,17,1,81,64
12,Capital,001,0001H,0087,326,2,7,30,0,1,0,1,30,2,74,86
12,Capital,001,0001H,0088,326,3,0,30,0,3,5,4,33,4,67,61
12,Capital,001,0001H,0089,326,3,3,23,0,12,0,5,13,4,64,75
12,Capital,001,0001H,0090,326,22,0,23,1,1,1,4,21,2,99,76
12,Capital,001,0001H,0091,326,0,0,24,0,2,0,0,9,3,75,89
12,Capital,001,0001H,0092,326,20,3,39,0,3,2,1,17,4,68,88
12,Capital,001,0001H,0093,326,5,0,25,0,1,1,3,23,3,67,86
