codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0014,0501,0521
09,Formosa,001,0001 ,0001,339,6,3,13,121,132
09,Formosa,001,0001 ,0002,341,3,3,8,111,136
09,Formosa,001,0001 ,0003,341,10,1,19,131,109
09,Formosa,001,0001 ,0004,340,18,1,11,115,118
09,Formosa,001,0001 ,0005,341,21,3,4,112,111
09,Formosa,001,0001 ,0006,340,3,8,13,112,119
09,Formosa,001,0001 ,0007,339,13,1,11,0,0
09,Formosa,001,0001 ,0008,341,2,1,13,105,126
09,Formosa,001,0001 ,0009,342,12,1,16,103,119
09,Formosa,001,0001 ,0010,338,6,3,11,87,138
09,Formosa,001,0001 ,0011,341,9,2,13,113,118
09,Formosa,001,0001 ,0012,339,14,0,16,114,123
09,Formosa,001,0001 ,0013,340,6,3,20,120,117
09,Formosa,001,0001 ,0014,339,3,4,21,100,122
09,Formosa,001,0001 ,0015,342,7,4,13,132,108
09,Formosa,001,0001 ,0016,340,8,1,16,108,125
09,Formosa,001,0001 ,0017,339,7,2,14,112,114
09,Formosa,001,0001 ,0018,339,3,1,14,126,103
09,Formosa,001,0001 ,0019,341,17,1,8,103,129
09,Formosa,001,0001 ,0020,343,0,0,18,100,117
09,Formosa,001,0001 ,0021,342,7,3,22,120,96
09,Formosa,001,0001 ,0022,341,14,1,17,115,122
09,Formosa,001,0001 ,0023,339,9,5,20,120,96
09,Formosa,001,0001 ,0024,338,9,2,21,110,102
09,Formosa,001,0001 ,0025,339,9,3,13,127,111
09,Formosa,001,0001 ,0026,337,27,5,15,101,105
09,Formosa,001,0001 ,0027,341,16,1,14,106,132
09,Formosa,001,0001 ,0028,341,10,7,15,96,124
09,Formosa,001,0001 ,0029,341,10,1,21,106,111
09,Formosa,001,0001 ,0030,342,22,3,16,115,108
09,Formosa,001,0001 ,0031,341,12,4,17,114,115
09,Formosa,001,0001 ,0032,340,8,2,16,133,96
09,Formosa,001,0001 ,0033,342,14,2,10,132,116
09,Formosa,001,0001 ,0034,340,13,0,21,102,121
09,Formosa,001,0001 ,0035,341,13,4,16,98,129
09,Formosa,001,0001 ,0036,342,22,11,18,101,116
09,Formosa,001,0001 ,0037,340,10,6,16,115,112
09,Formosa,001,0001 ,0038,341,3,2,14,119,125
09,Formosa,001,0001 ,0039,339,20,2,15,107,116
09,Formosa,001,0001 ,0040,340,11,2,21,112,110
09,Formosa,001,0001 ,0041,342,10,2,21,95,129
09,Formosa,001,0001 ,0042,340,0,0,12,0,0
09,Formosa,001,0001 ,0043,341,4,3,19,119,108
09,Formosa,001,0001 ,0044,341,11,2,7,116,111
09,Formosa,001,0001 ,0045,341,2,2,19,118,119
09,Formosa,001,0001 ,0046,341,0,1,9,120,119
