codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0023,0071,0072,0082,0165,0184,0534,0535,0559
14,Capital,001,0001 ,0001,349,4,3,3,2,3,2,11,10,6,134,44
14,Capital,001,0001 ,0002,350,4,2,7,7,4,3,12,10,7,148,34
14,Capital,001,0001 ,0003,351,6,3,10,14,4,4,11,14,9,111,42
14,Capital,001,0001 ,0004,350,5,3,4,6,6,2,13,6,10,129,41
14,Capital,001,0001 ,0005,350,10,3,4,6,1,2,11,12,9,123,36
14,Capital,001,0001 ,0006,350,6,1,7,5,0,3,16,11,7,152,34
14,Capital,001,0001 ,0007,351,2,4,5,5,3,0,16,7,8,123,41
14,Capital,001,0001 ,0008,354,3,2,4,10,4,1,11,8,5,149,27
14,Capital,001,0001 ,0009,350,8,3,4,8,2,2,13,7,7,134,45
14,Capital,001,0001 ,0010,351,6,8,9,7,4,3,14,5,7,122,42
14,Capital,001,0001 ,0011,351,5,1,7,9,6,1,17,7,10,149,35
14,Capital,001,0001 ,0012,350,2,1,6,5,5,0,11,13,12,126,47
14,Capital,001,0001 ,0013,350,7,0,7,8,4,1,10,5,9,145,40
14,Capital,001,0001 ,0014,350,1,3,8,4,4,3,12,5,9,133,12
14,Capital,001,0001 ,0015,354,1,0,4,11,1,2,16,10,5,145,41
14,Capital,001,0001 ,0016,350,5,4,12,6,1,2,18,5,6,135,34
14,Capital,001,0001 ,0017,350,4,5,6,13,2,0,12,9,11,122,30
14,Capital,001,0001 ,0018,351,4,1,6,11,4,0,12,7,9,137,36
14,Capital,001,0001 ,0019,350,4,4,5,10,3,0,12,5,12,146,31
14,Capital,001,0001 ,0020,352,5,6,5,6,6,1,16,8,4,148,38
14,Capital,001,0001 ,0021,350,6,3,4,10,4,0,19,8,7,143,38
14,Capital,001,0001 ,0022,355,3,1,6,3,1,4,16,9,14,140,41
14,Capital,001,0001 ,0023,350,6,1,4,4,2,3,19,11,9,145,27
14,Capital,001,0001 ,0024,352,3,2,5,11,2,2,18,13,13,131,30
14,Capital,001,0001 ,0025,350,7,5,8,4,5,2,21,8,2,138,31
14,Capital,001,0001 ,0026,350,13,2,5,7,7,3,9,8,8,142,43
14,Capital,001,0001 ,0027,350,3,1,5,8,6,1,15,11,6,126,40
14,Capital,001,0001 ,0028,355,4,5,13,10,7,1,11,8,4,137,46
14,Capital,001,0001 ,0029,350,6,2,7,4,0,1,18,5,8,162,29
14,Capital,001,0001 ,0030,350,3,4,1,5,3,3,14,7,8,119,49
14,Capital,001,0001 ,0031,350,2,3,3,5,6,1,8,8,7,153,47
14,Capital,001,0001 ,0032,350,4,0,5,10,5,1,21,7,6,127,42
14,Capital,001,0001 ,0033,353,2,1,12,10,1,4,16,7,10,121,32
14,Capital,001,0001 ,0034,351,3,0,5,7,2,1,9,8,11,139,45
14,Capital,001,0001 ,0035,355,8,2,3,7,2,0,16,8,9,144,35
14,Capital,001,0001 ,0036,350,6,4,2,6,4,3,13,6,5,159,35
14,Capital,001,0001 ,0037,350,3,7,4,10,7,1,15,14,11,121,48
14,Capital,001,0001 ,0038,350,6,1,1,5,1,0,19,7,9,114,46
14,Capital,001,0001 ,0039,294,2,0,3,6,1,0,11,6,6,114,22
14,Capital,001,0001 ,0040,298,9,3,7,5,4,1,11,6,8,120,26
14,Capital,001,0002 ,0041,351,4,3,7,9,13,1,10,15,14,91,69
14,Capital,001,0002 ,0042,350,8,8,14,8,13,2,11,7,16,104,73
14,Capital,001,0002 ,0043,350,7,5,10,10,18,0,9,13,16,81,70
14,Capital,001,0002 ,0044,350,4,4,10,6,6,0,16,14,9,120,54
14,Capital,001,0002 ,0045,350,1,2,11,10,12,4,21,5,21,95,60
14,Capital,001,0002 ,0046,351,6,3,21,4,12,1,13,10,9,105,56
14,Capital,001,0002 ,0047,350,9,0,13,6,10,3,7,9,14,74,94
14,Capital,001,0002 ,0048,350,6,2,15,6,9,2,8,4,13,112,60
14,Capital,001,0002 ,0049,350,2,2,8,8,9,0,14,9,11,121,59
14,Capital,001,0002 ,0050,350,5,10,14,6,14,4,17,13,17,98,49
14,Capital,001,0002 ,0051,350,6,7,14,7,7,1,7,10,19,95,53
14,Capital,001,0002 ,0052,355,9,6,10,10,17,4,9,11,7,103,53
14,Capital,001,0002 ,0053,350,5,8,10,3,9,2,13,9,18,119,59
14,Capital,001,0002 ,0054,350,5,2,6,10,7,1,11,15,20,106,72
14,Capital,001,0002 ,0055,350,3,4,13,5,10,3,25,10,15,102,61
14,Capital,001,0002 ,0056,350,10,7,12,11,10,4,11,12,11,93,71
14,Capital,001,0002 ,0057,350,5,2,16,4,5,3,13,21,14,110,52
14,Capital,001,0002 ,0058,353,0,7,8,12,12,5,17,7,17,118,57
14,Capital,001,0002 ,0059,350,5,3,12,12,11,3,6,7,23,116,50
