codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0014,0501,0534
16,Adolfo Alsina,001,0001 ,0001,351,0,5,55,13,123,80
16,Adolfo Alsina,001,0001 ,0002,352,6,7,52,13,113,72
16,Adolfo Alsina,001,0001 ,0003,349,6,9,40,13,119,85
16,Adolfo Alsina,001,0001 ,0004,351,4,5,43,8,124,80
16,Adolfo Alsina,001,0001 ,0005,350,2,8,43,16,114,79
16,Adolfo Alsina,001,0001 ,0006,347,2,9,62,12,98,84
16,Adolfo Alsina,001,0001 ,0007,347,5,1,53,14,127,67
16,Adolfo Alsina,001,0001 ,0008,350,3,2,36,17,124,73
16,Adolfo Alsina,001,0001 ,0009,349,4,7,38,11,129,75
16,Adolfo Alsina,001,0001 ,0010,352,5,7,46,12,121,78
16,Adolfo Alsina,001,0001 ,0011,349,7,4,56,10,115,75
16,Adolfo Alsina,001,0001 ,0012,348,4,2,58,3,108,95
16,Adolfo Alsina,001,0001 ,0013,352,4,8,62,6,100,75
16,Adolfo Alsina,001,0001 ,0014,348,5,4,56,18,120,75
16,Adolfo Alsina,001,0001 ,0015,350,0,6,57,9,110,79
16,Adolfo Alsina,001,0001 ,0016,350,6,3,55,12,95,95
16,Adolfo Alsina,001,0001 ,0017,347,2,5,56,17,107,89
16,Adolfo Alsina,001,0001 ,0018,352,8,2,52,13,124,78
16,Adolfo Alsina,001,0001 ,0019,350,3,3,46,22,122,73
16,Adolfo Alsina,001,0001 ,0020,349,2,8,54,13,138,59
16,Adolfo Alsina,001,0001 ,0021,352,3,6,67,16,120,61
16,Adolfo Alsina,001,0001 ,0022,351,4,7,51,12,115,70
16,Adolfo Alsina,001,0001 ,0023,349,6,3,42,6,134,62
16,Adolfo Alsina,001,0001 ,0024,351,8,6,60,12,117,73
16,Adolfo Alsina,001,0001 ,0025,350,5,7,49,14,104,68
16,Adolfo Alsina,001,0001 ,0026,351,8,1,50,13,120,80
16,Adolfo Alsina,001,0001 ,0027,351,7,6,54,10,124,86
16,Adolfo Alsina,001,0001 ,0028,347,4,11,43,5,165,60
16,Adolfo Alsina,001,0001 ,0029,353,1,3,63,12,116,81
16,Adolfo Alsina,001,0001 ,0030,352,9,8,54,10,135,62
16,Adolfo Alsina,001,0001 ,0031,350,7,5,49,7,125,74
16,Adolfo Alsina,001,0001 ,0032,351,5,7,46,16,70,137
16,Adolfo Alsina,001,0001 ,0033,350,8,1,45,13,140,82
16,Adolfo Alsina,001,0001 ,0034,350,7,7,46,12,112,72
16,Adolfo Alsina,001,0001 ,0035,351,4,2,43,13,132,72
16,Adolfo Alsina,001,0001 ,0036,349,1,4,50,17,123,74
16,Adolfo Alsina,001,0001 ,0037,349,4,4,44,6,106,94
