codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0022,0037,0047,0057,0501,0503,0506,0507,0511,0517
04,Capital,001,0001 ,0001,343,9,2,40,2,0,9,2,37,55,9,23,19,21
04,Capital,001,0001 ,0002,343,14,2,46,2,0,15,0,41,42,13,41,23,12
04,Capital,001,0001 ,0003,343,5,3,43,2,0,15,0,28,47,8,35,10,12
04,Capital,001,0001 ,0004,343,10,0,37,3,0,15,1,35,44,14,35,18,17
04,Capital,001,0001 ,0005,343,9,2,47,5,1,16,1,37,52,9,33,17,11
04,Capital,001,0001 ,0006,343,5,4,50,0,2,15,0,27,60,11,38,15,15
04,Capital,001,0001 ,0007,343,11,1,63,1,0,9,1,30,52,6,34,19,8
04,Capital,001,0001 ,0008,343,8,1,50,2,0,6,0,35,36,20,30,17,17
04,Capital,001,0001 ,0009,343,6,3,41,6,0,15,1,33,41,16,36,8,19
04,Capital,001,0001 ,0010,343,7,2,40,2,2,12,1,53,44,14,30,20,14
04,Capital,001,0001 ,0011,342,10,2,44,0,0,12,1,39,43,12,34,15,13
04,Capital,001,0001 ,0012,342,6,3,60,3,2,10,0,26,33,21,31,18,16
04,Capital,001,0001 ,0013,342,31,3,42,0,2,8,2,31,54,8,37,13,12
04,Capital,001,0001 ,0014,342,6,6,46,1,0,10,1,32,50,5,28,23,12
04,Capital,001,0001 ,0015,342,5,1,52,0,1,19,0,29,50,11,32,26,8
04,Capital,001,0001 ,0016,342,8,3,39,4,0,13,0,39,56,11,27,19,6
04,Capital,001,0001 ,0017,342,10,6,37,0,0,13,0,38,44,12,26,21,25
04,Capital,001,0001 ,0018,342,0,0,46,0,0,18,0,34,58,16,29,13,16
04,Capital,001,0001 ,0019,342,6,6,49,1,0,6,0,38,35,12,34,14,16
04,Capital,001,0001 ,0020,342,10,4,47,0,1,47,23,32,37,8,32,16,17
04,Capital,001,0001 ,0021,342,4,2,52,2,0,7,2,33,52,10,32,11,13
04,Capital,001,0001 ,0022,342,9,2,42,1,1,11,0,36,44,6,19,21,12
04,Capital,001,0001 ,0023,342,0,0,45,0,0,10,0,31,34,10,30,22,9
04,Capital,001,0001 ,0024,342,4,5,43,2,0,6,0,42,53,16,27,19,15
04,Capital,001,0001 ,0025,342,4,1,44,3,0,20,0,44,55,12,33,15,11
04,Capital,001,0001 ,0026,342,12,6,41,0,1,15,1,22,40,20,35,14,11
04,Capital,001,0001 ,0027,342,0,4,50,2,0,19,0,40,48,13,34,22,9
04,Capital,001,0001 ,0028,342,5,3,48,3,0,16,1,42,48,8,32,10,10
04,Capital,001,0001 ,0029,342,6,4,57,2,0,11,0,32,55,15,26,12,11
04,Capital,001,0001 ,0030,342,9,6,52,0,1,15,0,35,56,14,23,19,10
04,Capital,001,0001 ,0031,342,13,5,42,1,0,10,3,39,47,8,30,18,18
04,Capital,001,0001 ,0032,342,12,0,38,5,0,9,1,39,46,13,33,16,14
04,Capital,001,0001 ,0033,342,5,2,54,1,0,11,4,31,48,11,28,12,15
04,Capital,001,0001 ,0034,342,6,4,53,0,0,15,1,30,57,9,26,22,9
04,Capital,001,0001 ,0035,342,9,1,50,0,0,11,1,38,46,11,34,22,11
04,Capital,001,0001 ,0036,342,9,2,44,0,0,9,0,33,46,19,30,34,14
04,Capital,001,0001 ,0037,342,3,6,54,2,0,20,1,25,58,8,21,18,17
04,Capital,001,0001 ,0038,342,9,5,39,2,0,15,0,37,47,16,29,21,20
04,Capital,001,0001 ,0039,342,4,9,35,1,0,15,0,30,44,12,38,17,16
04,Capital,001,0001 ,0040,342,8,2,43,5,1,17,0,36,54,11,25,14,19
04,Capital,001,0001 ,0041,342,5,4,45,1,0,18,1,35,52,10,24,21,11
04,Capital,001,0001 ,0042,342,5,2,55,4,0,11,1,31,53,7,28,19,10
04,Capital,001,0001 ,0043,342,9,7,45,1,1,10,0,47,42,12,33,18,12
04,Capital,001,0001 ,0044,342,7,3,52,3,0,13,0,31,52,10,27,23,14
04,Capital,001,0002 ,0045,331,6,2,46,3,0,8,1,34,39,13,38,20,18
04,Capital,001,0002 ,0046,331,9,6,42,1,0,15,0,32,35,17,28,32,12
04,Capital,001,0002 ,0047,331,11,2,43,3,1,17,0,46,52,6,13,22,16
04,Capital,001,0002 ,0048,331,9,4,41,0,0,9,1,42,40,8,23,18,23
04,Capital,001,0002 ,0049,331,9,4,32,1,0,12,0,52,38,4,26,27,23
04,Capital,001,0002 ,0050,331,4,2,42,1,0,12,0,47,34,11,23,18,13
04,Capital,001,0002 ,0051,330,5,1,45,1,0,4,0,43,46,18,26,17,12
04,Capital,001,0002 ,0052,330,0,0,40,2,0,9,1,38,37,18,19,12,12
04,Capital,001,0002 ,0053,330,10,1,47,1,0,5,2,43,39,11,19,19,24
04,Capital,001,0002 ,0054,330,9,0,41,1,0,11,0,55,31,10,21,21,13
04,Capital,001,0002 ,0055,330,5,3,35,0,1,8,0,41,55,12,26,25,11
04,Capital,001,0002 ,0056,330,12,2,44,2,0,16,1,54,33,14,20,15,18
04,Capital,001,0002 ,0057,330,7,5,40,1,0,7,1,39,37,13,26,17,18
04,Capital,001,0002 ,0058,330,30,3,41,0,0,10,1,62,24,13,0,14,19
04,Capital,001,0002 ,0059,330,4,0,31,2,0,10,0,47,42,8,26,25,9
04,Capital,001,0002 ,0060,330,9,1,50,1,0,12,1,54,42,12,20,11,19
04,Capital,001,0002 ,0061,330,0,0,39,1,1,5,1,0,0,0,0,0,0
04,Capital,001,0003 ,0062,340,5,5,53,2,0,8,2,48,50,13,20,18,16
04,Capital,001,0003 ,0063,340,5,3,58,3,2,8,1,41,45,8,28,22,17
04,Capital,001,0003 ,0064,340,5,2,52,0,0,6,0,55,41,15,15,32,20
04,Capital,001,0003 ,0065,339,13,0,62,1,1,9,0,38,51,12,20,15,17
04,Capital,001,0003 ,0066,339,8,4,46,1,0,14,0,30,40,6,23,28,27
04,Capital,001,0003 ,0067,339,8,2,44,3,2,14,1,44,54,7,24,18,20
04,Capital,001,0003 ,0068,339,9,1,55,2,1,11,2,38,52,6,28,25,21
04,Capital,001,0003 ,0069,339,13,1,52,2,1,13,0,34,61,5,28,15,15
04,Capital,001,0003 ,0070,339,7,1,35,2,0,10,1,54,41,6,43,26,19
04,Capital,001,0003 ,0071,339,8,3,47,1,1,12,0,46,45,14,24,22,16
04,Capital,001,0003 ,0072,339,13,6,38,1,0,16,2,48,47,11,28,16,14
04,Capital,001,0003 ,0073,339,10,4,50,4,1,7,2,47,64,11,23,25,12
04,Capital,001,0003 ,0074,339,13,2,43,2,0,15,1,40,62,8,27,14,20
04,Capital,001,0003 ,0075,339,2,1,42,1,1,10,2,47,48,12,30,25,20
04,Capital,001,0003 ,0076,339,2,5,48,5,1,20,0,49,45,10,22,13,23
04,Capital,001,0003 ,0077,339,0,8,35,2,0,18,1,36,66,14,34,25,17
04,Capital,001,0003 ,0078,339,3,6,47,2,0,9,2,40,45,16,29,23,18
04,Capital,001,0003 ,0079,339,6,2,37,0,0,18,1,45,51,13,34,19,17
04,Capital,001,0003 ,0080,339,8,8,54,1,0,16,3,38,54,10,21,17,12
04,Capital,001,0003 ,0081,339,8,3,24,3,0,9,0,53,59,10,22,18,11
04,Capital,001,0003 ,0082,339,8,5,58,3,0,6,0,26,49,13,29,21,19
04,Capital,001,0003 ,0083,339,7,6,42,0,0,12,0,48,68,12,23,14,18
04,Capital,001,0003 ,0084,339,10,9,54,4,0,15,2,34,39,9,22,21,17
04,Capital,001,0003 ,0085,339,11,7,50,6,0,11,2,48,51,6,26,16,8
04,Capital,001,0003 ,0086,339,8,4,47,1,1,12,2,35,47,11,24,21,15
04,Capital,001,0003 ,0087,339,7,6,57,5,0,13,0,41,54,11,27,19,14
04,Capital,001,0003 ,0088,339,5,1,35,2,0,14,0,56,44,6,15,19,32
04,Capital,001,0003 ,0089,339,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Capital,001,0003 ,0090,339,6,3,39,3,0,18,3,42,49,10,27,25,20
04,Capital,001,0003 ,0091,339,6,4,45,1,0,10,0,60,45,19,22,24,16
04,Capital,001,0003 ,0092,339,14,3,36,3,0,16,1,56,56,13,16,17,14
04,Capital,001,0003 ,0093,339,3,5,47,0,2,9,1,39,48,0,31,19,10
04,Capital,001,0003 ,0094,339,4,3,43,3,1,13,0,46,64,7,33,14,18
04,Capital,001,0003 ,0095,339,9,4,54,4,0,7,0,51,56,5,27,14,21
04,Capital,001,0003 ,0096,339,10,6,46,1,0,9,0,42,57,14,21,18,13
04,Capital,001,0003 ,0097,339,6,5,45,5,0,18,1,40,55,10,27,21,15
04,Capital,001,0003 ,0098,339,1,0,47,4,0,6,0,42,63,8,22,15,18
04,Capital,001,0003 ,0099,339,0,0,36,2,0,12,0,47,42,13,0,25,11
04,Capital,001,0003 ,0100,339,2,4,50,4,0,10,1,44,48,14,33,18,12
04,Capital,001,0003 ,0101,339,0,0,50,2,0,10,0,43,53,8,21,19,22
04,Capital,001,0003 ,0102,339,6,4,54,3,0,10,0,38,53,12,30,23,17
04,Capital,001,0003 ,0103,339,6,5,39,0,0,9,1,46,57,13,40,25,12
04,Capital,001,0003 ,0104,339,11,3,37,5,1,9,0,44,44,14,23,30,15
04,Capital,001,0003 ,0105,339,6,2,44,0,0,12,2,25,65,7,0,20,20
04,Capital,001,0003 ,0106,339,5,3,53,0,2,13,2,45,51,18,20,22,21
04,Capital,001,0003 ,0107,339,3,5,45,2,1,12,2,39,46,7,17,25,19
04,Capital,001,0003 ,0108,339,4,3,40,0,0,10,1,38,56,12,29,21,18
04,Capital,001,0003 ,0109,339,13,1,51,0,0,8,0,37,62,8,27,25,17
04,Capital,001,0003 ,0110,339,8,3,50,2,0,16,0,38,63,11,26,14,17
04,Capital,001,0003 ,0111,339,5,1,50,4,2,15,0,43,44,11,27,21,21
04,Capital,001,0003 ,0112,339,4,3,49,1,0,14,1,48,52,8,28,19,17
04,Capital,001,0003 ,0113,339,9,5,50,3,0,13,0,50,48,4,30,20,17
04,Capital,001,0003 ,0114,339,2,3,44,2,0,11,0,36,52,7,29,19,21
04,Capital,001,0003 ,0115,339,10,0,54,3,0,14,0,50,43,13,22,14,19
04,Capital,001,0003 ,0116,339,6,0,43,2,1,14,0,40,66,10,18,22,15
04,Capital,001,0003 ,0117,339,4,8,51,2,1,15,1,39,44,8,27,21,16
04,Capital,001,0004 ,0118,339,6,3,42,0,1,23,1,41,53,12,29,13,6
04,Capital,001,0004 ,0119,339,10,0,45,3,0,24,0,32,42,13,41,18,8
04,Capital,001,0004 ,0120,339,7,4,41,1,0,17,1,35,62,9,37,21,16
04,Capital,001,0004 ,0121,339,7,2,38,1,0,16,0,32,65,10,38,18,13
04,Capital,001,0004 ,0122,339,9,3,45,5,0,11,0,42,46,8,29,22,13
04,Capital,001,0004 ,0123,339,10,3,38,0,0,25,0,35,64,6,39,15,13
04,Capital,001,0004 ,0124,339,7,1,56,2,1,21,1,40,49,11,32,18,17
04,Capital,001,0004 ,0125,339,8,2,53,2,0,21,0,36,46,11,34,18,12
04,Capital,001,0004 ,0126,339,9,3,41,1,1,24,0,39,51,11,37,20,15
04,Capital,001,0004 ,0127,339,13,3,33,2,0,23,1,24,57,11,40,1,12
04,Capital,001,0004 ,0128,339,7,2,47,2,0,18,0,40,58,14,33,20,13
04,Capital,001,0004 ,0129,339,1,0,32,2,0,20,0,37,54,10,42,12,13
04,Capital,001,0004 ,0130,339,0,0,50,2,1,1,2,38,52,4,29,14,8
04,Capital,001,0004 ,0131,339,16,4,41,2,1,14,0,37,45,6,41,13,13
04,Capital,001,0004 ,0132,339,11,6,56,3,1,17,1,22,63,10,22,10,20
04,Capital,001,0004 ,0133,339,4,1,34,1,1,22,0,32,57,8,44,15,14
04,Capital,001,0004 ,0134,339,4,4,48,1,0,16,0,28,42,8,45,14,11
04,Capital,001,0004 ,0135,339,7,4,51,1,0,4,0,30,59,12,33,19,12
04,Capital,001,0004 ,0136,339,5,8,40,1,0,29,0,32,43,7,42,16,11
04,Capital,001,0004 ,0137,339,2,3,54,4,0,10,0,43,63,9,25,20,11
04,Capital,001,0004 ,0138,339,10,2,52,0,1,14,1,39,46,11,35,15,21
04,Capital,001,0004 ,0139,339,5,4,49,2,0,19,0,41,52,21,41,10,10
04,Capital,001,0004 ,0140,339,8,5,52,0,0,16,0,34,52,9,36,13,8
04,Capital,001,0004 ,0141,339,13,3,41,3,0,27,0,27,56,8,36,14,9
04,Capital,001,0004 ,0142,339,10,5,35,1,0,10,0,36,53,11,39,15,11
04,Capital,001,0004 ,0143,339,5,5,47,2,1,20,1,40,52,10,25,9,10
04,Capital,001,0004 ,0144,339,0,3,45,0,0,18,2,36,56,11,42,14,13
04,Capital,001,0004 ,0145,339,5,0,30,2,0,17,1,35,58,12,45,20,10
04,Capital,001,0004 ,0146,339,0,0,50,3,0,21,0,30,46,13,27,13,16
04,Capital,001,0004 ,0147,339,8,2,45,0,0,19,0,35,58,7,40,14,14
04,Capital,001,0004 ,0148,339,13,5,36,4,0,11,1,25,33,18,64,15,14
