codprov,coddepto,depto,circuito,mesa,electores,blancos,00045,00037,00050,00036,00024
23,001,Capital,00001,000001,336,23,6,36,172,12,16
23,001,Capital,00001,000010,333,6,9,45,180,20,13
23,001,Capital,00001,000011,339,18,5,52,150,11,21
23,001,Capital,00001,000012,334,9,4,31,198,13,13
23,001,Capital,00001,000013,334,3,9,48,170,14,20
23,001,Capital,00001,000014,339,15,11,38,182,18,14
23,001,Capital,00001,000015,331,8,7,47,155,18,20
23,001,Capital,00001,000016,331,8,11,52,165,8,10
23,001,Capital,00001,000017,337,10,9,42,159,14,22
23,001,Capital,00001,000018,334,7,5,46,164,19,16
23,001,Capital,00001,000019,338,13,6,42,179,10,13
23,001,Capital,00001,000002,335,8,6,49,169,14,19
23,001,Capital,00001,000003,335,16,5,29,182,16,17
23,001,Capital,00001,000004,333,13,7,41,163,21,15
23,001,Capital,00001,000005,333,14,2,42,171,27,13
23,001,Capital,00001,000006,334,10,7,39,182,9,11
23,001,Capital,00001,000007,337,12,9,48,170,20,12
23,001,Capital,00001,000008,333,13,10,53,171,9,12
23,001,Capital,00001,000009,333,7,2,43,168,23,12
23,001,Capital,0001A,000020,334,16,8,51,148,11,22
23,001,Capital,0001A,000021,331,19,10,34,172,16,12
23,001,Capital,0001A,000022,331,13,9,41,184,9,11
23,001,Capital,0001A,000023,336,12,8,58,162,9,17
23,001,Capital,0001A,000024,334,9,9,49,171,16,11
23,001,Capital,0001A,000025,333,17,10,37,183,13,10
23,001,Capital,0001A,000026,330,22,14,44,153,20,12
23,001,Capital,0001A,000027,331,21,10,38,167,7,8
23,001,Capital,0001A,000028,331,21,8,36,188,10,14
23,001,Capital,0001A,000029,330,18,9,56,166,18,16
23,001,Capital,0001A,000030,336,8,5,54,181,16,7
23,001,Capital,0001A,000031,332,10,10,44,167,13,14
23,001,Capital,0001A,000032,333,12,9,48,166,13,14
23,001,Capital,0001A,000033,328,9,9,58,149,9,26
23,001,Capital,0001A,000034,332,16,6,48,142,14,24
23,001,Capital,0001A,000035,332,13,10,38,182,12,10
23,001,Capital,00002,000036,337,17,7,38,179,13,15
23,001,Capital,00002,000037,336,7,8,52,159,9,15
23,001,Capital,00002,000038,336,5,9,39,174,13,15
23,001,Capital,00002,000039,336,12,7,46,170,16,13
23,001,Capital,00002,000040,334,14,12,54,152,18,9
23,001,Capital,00002,000041,338,10,13,58,162,8,10
23,001,Capital,00002,000042,336,13,12,56,156,13,13
23,001,Capital,00002,000043,336,12,12,47,161,21,13
23,001,Capital,00002,000044,337,16,10,46,184,14,15
23,001,Capital,00002,000045,335,13,6,56,170,14,5
23,001,Capital,00002,000046,337,14,11,36,168,8,12
23,001,Capital,0002A,000047,348,17,10,65,150,15,20
23,001,Capital,0002A,000048,349,14,10,45,173,19,15
23,001,Capital,0002A,000049,350,10,11,43,203,10,17
23,001,Capital,0002A,000050,351,19,11,78,147,17,12
23,001,Capital,0002A,000051,351,12,8,61,164,15,10
23,001,Capital,0002A,000052,352,18,7,50,191,11,13
23,001,Capital,0002A,000053,349,7,12,50,167,22,11
23,001,Capital,0002A,000054,348,5,10,58,177,17,19
23,001,Capital,0002A,000055,353,6,7,51,182,12,11
23,001,Capital,0002A,000056,349,8,12,50,179,10,19
23,001,Capital,0002A,000057,346,16,9,49,164,14,17
23,001,Capital,0002A,000058,355,9,9,38,175,15,24
23,001,Capital,00003,000059,346,22,16,55,155,15,16
23,001,Capital,00003,000060,348,15,10,47,172,15,21
23,001,Capital,00003,000061,348,15,7,60,156,22,25
23,001,Capital,00003,000062,349,11,10,54,170,18,15
23,001,Capital,00003,000063,349,15,8,39,162,15,23
23,001,Capital,00003,000064,348,14,15,56,170,16,12
23,001,Capital,00003,000065,347,10,11,53,161,15,16
23,001,Capital,00003,000066,348,22,12,43,163,23,16
23,001,Capital,00003,000067,348,15,11,57,170,11,14
23,001,Capital,00003,000068,353,14,9,53,163,10,23
23,001,Capital,00003,000069,349,14,8,46,176,15,16
23,001,Capital,00003,000070,347,9,6,57,176,14,23
23,001,Capital,00003,000071,348,13,16,45,192,14,8
23,001,Capital,00003,000072,351,3,15,46,178,21,13
23,001,Capital,00003,000073,351,12,7,55,181,13,19
23,001,Capital,00003,000074,346,11,12,44,164,15,20
23,001,Capital,00003,000075,349,13,15,50,165,18,15
23,001,Capital,00003,000076,348,16,15,55,150,14,18
23,001,Capital,00003,000077,346,17,15,57,163,21,23
23,001,Capital,00003,000078,351,12,15,49,166,15,13
23,001,Capital,00004,000079,332,12,9,50,158,18,15
23,001,Capital,00004,000080,336,16,11,54,150,18,16
23,001,Capital,00004,000081,333,10,11,59,157,13,18
23,001,Capital,00004,000082,337,13,9,47,171,16,13
23,001,Capital,00004,000083,334,19,12,49,152,14,24
23,001,Capital,00004,000084,333,5,7,58,170,9,10
23,001,Capital,00004,000085,339,18,10,58,151,28,13
23,001,Capital,00004,000086,334,14,3,49,164,23,15
23,001,Capital,00004,000087,333,12,4,64,157,18,25
23,001,Capital,00004,000088,335,10,12,45,161,10,17
23,001,Capital,00004,000089,332,17,2,64,152,15,11
23,001,Capital,00004,000090,333,13,12,43,169,17,12
23,001,Capital,00004,000091,331,13,7,59,153,11,15
23,001,Capital,00004,000092,335,12,11,74,147,12,14
23,001,Capital,00004,000093,333,11,15,63,155,11,20
23,001,Capital,00004,000094,332,9,9,54,154,16,19
23,001,Capital,00004,000095,334,23,3,60,152,9,30
23,001,Capital,00004,000096,333,14,10,44,179,12,17
23,001,Capital,00004,000097,333,15,14,48,168,15,14
23,001,Capital,00005,000100,344,14,8,36,197,13,11
23,001,Capital,00005,000101,343,10,7,48,198,11,17
23,001,Capital,00005,000102,343,15,9,45,191,10,8
23,001,Capital,00005,000103,341,16,6,35,198,8,19
23,001,Capital,00005,000104,344,8,5,38,202,11,20
23,001,Capital,00005,000105,343,3,11,26,209,11,16
23,001,Capital,00005,000106,343,10,7,34,214,10,7
23,001,Capital,00005,000107,345,13,3,33,205,12,12
23,001,Capital,00005,000108,342,22,2,46,179,15,17
23,001,Capital,00005,000109,343,12,6,26,211,5,15
23,001,Capital,00005,000110,341,10,8,41,195,12,13
23,001,Capital,00005,000111,344,16,8,43,191,9,18
23,001,Capital,00005,000112,342,10,3,34,206,21,17
23,001,Capital,00005,000113,350,14,12,50,177,8,20
23,001,Capital,00005,000114,343,15,5,32,189,11,13
23,001,Capital,00005,000115,342,15,6,39,206,10,15
23,001,Capital,00005,000116,343,8,9,38,197,11,9
23,001,Capital,00005,000117,345,15,12,36,198,12,9
23,001,Capital,00005,000118,344,18,5,46,180,15,15
23,001,Capital,00005,000119,344,12,8,40,186,12,19
23,001,Capital,00005,000120,341,10,10,35,198,11,12
23,001,Capital,00005,000121,342,12,6,19,215,5,11
23,001,Capital,00005,000122,342,4,4,43,196,15,18
23,001,Capital,00005,000123,344,12,7,38,193,8,13
23,001,Capital,00005,000124,342,12,2,34,208,13,18
23,001,Capital,00005,000125,345,17,8,42,177,10,16
23,001,Capital,00005,000126,344,27,6,40,188,11,17
23,001,Capital,00005,000127,342,7,5,33,217,11,6
23,001,Capital,00005,000128,343,16,7,46,179,12,13
23,001,Capital,00005,000129,347,18,2,37,183,11,16
23,001,Capital,00005,000098,343,7,5,41,204,5,13
23,001,Capital,00005,000099,345,12,9,41,193,9,12
23,001,Capital,00006,000130,349,3,11,57,181,14,15
23,001,Capital,00006,000131,348,8,8,42,186,15,21
23,001,Capital,00006,000132,349,13,11,58,173,14,12
23,001,Capital,00006,000133,348,21,12,47,176,15,12
23,001,Capital,00006,000134,348,16,5,56,166,13,14
23,001,Capital,00006,000135,346,6,8,47,199,13,12
23,001,Capital,00006,000136,347,9,7,47,202,12,19
23,001,Capital,00006,000137,346,14,14,46,177,12,20
23,001,Capital,00006,000138,347,15,10,44,182,3,14
23,001,Capital,00006,000139,349,9,8,52,192,15,13
23,001,Capital,00006,000140,346,19,15,50,171,11,17
23,001,Capital,00006,000141,347,45,13,19,166,8,17
23,001,Capital,00006,000142,350,10,5,52,176,14,17
23,001,Capital,00006,000143,349,12,14,34,199,11,14
23,001,Capital,00007,000144,342,18,7,67,159,10,11
23,001,Capital,00007,000145,339,10,14,87,139,7,15
23,001,Capital,00007,000146,340,13,20,58,149,12,26
23,001,Capital,00007,000147,338,13,11,67,148,9,18
23,001,Capital,00007,000148,342,15,15,58,149,8,15
23,001,Capital,00007,000149,339,7,18,76,136,7,22
23,001,Capital,00007,000150,343,7,18,77,143,11,13
23,001,Capital,00007,000151,339,19,14,93,134,1,16
23,001,Capital,00007,000152,339,14,12,68,150,14,18
23,001,Capital,00007,000153,339,15,13,76,127,12,12
23,001,Capital,00007,000154,339,11,23,63,143,15,24
23,001,Capital,00007,000155,338,14,6,86,136,13,15
23,001,Capital,00007,000156,336,15,10,51,166,8,15
23,001,Capital,00007,000157,342,17,8,74,126,19,13
23,001,Capital,0007A,000158,349,16,8,60,155,7,18
23,001,Capital,0007A,000159,347,13,16,72,147,11,18
23,001,Capital,0007A,000160,347,5,13,63,163,14,17
23,001,Capital,0007A,000161,347,17,17,64,157,7,13
23,001,Capital,0007A,000162,347,19,8,76,141,20,29
23,001,Capital,0007A,000163,349,17,8,63,157,13,10
23,001,Capital,0007A,000164,349,13,18,49,180,7,17
23,001,Capital,0007A,000165,347,12,13,71,153,8,18
23,001,Capital,0007A,000166,350,12,8,53,176,15,15
23,001,Capital,0007A,000167,346,18,15,59,157,10,27
23,001,Capital,0007A,000168,347,20,12,64,154,12,21
23,001,Capital,0007A,000169,346,18,13,60,137,16,19
23,001,Capital,0007A,000170,347,12,16,81,146,13,15
23,001,Capital,0007A,000171,348,18,13,72,130,11,9
23,001,Capital,0007A,000172,348,10,11,82,145,16,16
23,001,Capital,0007A,000173,347,12,14,60,162,12,10
23,001,Capital,0007A,000174,346,18,14,68,168,13,12
23,001,Capital,0007A,000175,351,6,16,73,144,11,20
23,001,Capital,00008,000176,333,26,11,60,148,8,11
23,001,Capital,00008,000177,332,15,7,74,136,14,12
23,001,Capital,00008,000178,334,14,6,53,172,6,13
23,001,Capital,00008,000179,332,16,8,74,135,7,14
23,001,Capital,00008,000180,331,21,8,53,157,12,18
23,001,Capital,00008,000181,331,17,11,50,143,15,21
23,001,Capital,00008,000182,334,17,13,72,130,8,11
23,001,Capital,00008,000183,332,14,13,58,159,8,17
23,001,Capital,00008,000184,330,9,13,62,150,11,17
23,001,Capital,00008,000185,332,19,18,52,150,11,16
23,001,Capital,00008,000186,330,11,4,62,158,12,16
23,001,Capital,00008,000187,329,14,15,67,142,16,14
23,001,Capital,00008,000188,330,14,8,66,147,10,13
23,001,Capital,00008,000189,333,22,12,85,112,16,20
23,001,Capital,0008A,000190,339,21,22,81,137,4,14
23,001,Capital,0008A,000191,340,13,17,60,132,17,12
23,001,Capital,0008A,000192,342,10,14,88,140,13,13
23,001,Capital,0008A,000193,339,14,11,69,118,21,17
23,001,Capital,0008A,000194,341,15,16,74,141,11,17
23,001,Capital,0008A,000195,340,16,14,62,134,15,23
23,001,Capital,0008A,000196,341,14,14,77,118,14,19
23,001,Capital,0008A,000197,340,13,12,70,131,9,15
23,001,Capital,0008A,000198,339,14,23,73,122,10,18
23,001,Capital,0008A,000199,339,9,21,64,152,8,16
23,001,Capital,0008A,000200,343,14,15,85,129,9,21
23,001,Capital,0008A,000201,339,14,15,74,130,17,13
23,001,Capital,0008A,000202,341,14,14,68,144,11,12
23,001,Capital,0008A,000203,340,16,10,70,147,18,14
23,001,Capital,0008A,000204,339,12,14,57,157,13,16
23,001,Capital,0008A,000205,339,13,25,64,137,10,23
23,001,Capital,0008A,000206,341,22,19,70,128,15,17
23,001,Capital,0008A,000207,340,11,16,83,130,17,16
23,001,Capital,0008A,000208,339,15,27,64,129,10,10
23,001,Capital,0008A,000209,339,13,17,69,137,11,13
23,001,Capital,0008A,000210,339,14,20,87,115,8,17
23,001,Capital,0008A,000211,343,13,16,60,150,12,12
23,001,Capital,00009,000212,348,21,23,97,96,15,18
23,001,Capital,00009,000213,348,21,19,78,139,7,11
23,001,Capital,00009,000214,348,9,23,117,119,16,13
23,001,Capital,00009,000215,348,11,21,99,127,13,22
23,001,Capital,00009,000216,349,9,23,101,123,7,18
23,001,Capital,00009,000217,348,18,15,92,115,7,11
23,001,Capital,00009,000218,348,11,20,108,115,2,8
23,001,Capital,00009,000219,346,11,12,116,124,6,13
23,001,Capital,00009,000220,347,9,18,111,124,7,16
23,001,Capital,00009,000221,348,17,19,110,105,9,14
23,001,Capital,00009,000222,347,22,19,100,118,5,12
23,001,Capital,00009,000223,347,19,21,111,99,14,15
23,001,Capital,00009,000224,348,15,10,107,114,7,15
23,001,Capital,00009,000225,353,15,23,120,109,10,12
23,001,Capital,00009,000226,347,9,27,110,102,5,24
23,001,Capital,00009,000227,347,27,27,121,94,12,7
23,001,Capital,00009,000228,348,14,18,115,100,15,21
23,001,Capital,00009,000229,347,12,26,100,101,10,15
23,001,Capital,00009,000230,347,19,17,85,128,9,11
23,001,Capital,00009,000231,346,19,21,82,119,12,14
23,001,Capital,00009,000232,348,13,18,107,130,10,14
23,001,Capital,00009,000233,347,11,16,85,126,14,23
23,001,Capital,00009,000234,346,16,24,98,101,10,16
23,001,Capital,00009,000235,350,12,23,87,128,7,14
23,001,Capital,00009,000236,349,13,24,116,101,9,15
23,001,Capital,00009,000237,347,16,17,104,103,8,16
23,001,Capital,00009,000238,347,0,15,96,119,12,18
23,001,Capital,00009,000239,347,18,19,86,112,12,18
23,001,Capital,00009,000240,348,9,18,110,120,13,20
23,001,Capital,00009,000241,347,13,17,98,123,12,15
23,001,Capital,00009,000242,349,20,17,95,114,15,21
23,001,Capital,00009,000243,349,11,21,114,111,11,16
23,001,Capital,00009,000244,350,15,22,100,100,19,18
23,001,Capital,0009A,000245,343,8,17,126,99,7,16
23,001,Capital,0009A,000246,342,11,12,132,111,4,11
23,001,Capital,0009A,000247,346,13,15,125,104,8,9
23,001,Capital,0009A,000248,344,16,12,108,106,14,17
23,001,Capital,0009A,000249,343,27,0,89,115,8,17
23,001,Capital,0009A,000250,341,18,13,106,98,7,32
23,001,Capital,0009A,000251,342,16,20,103,105,5,11
23,001,Capital,0009A,000252,342,16,17,118,97,8,13
23,001,Capital,0009A,000253,345,13,9,124,96,3,11
23,001,Capital,0009A,000254,342,17,11,83,139,8,15
23,001,Capital,0009A,000255,344,16,19,112,93,14,19
23,001,Capital,0009A,000256,342,16,19,129,76,12,15
23,001,Capital,0009A,000257,343,18,16,123,82,14,17
23,001,Capital,0009A,000258,340,21,19,91,100,8,24
23,001,Capital,0009A,000259,341,24,20,124,84,7,17
23,001,Capital,0009A,000260,341,17,23,92,124,7,18
23,001,Capital,0009A,000261,345,19,16,120,97,5,11
23,001,Capital,0009A,000262,340,16,16,82,115,13,20
23,001,Capital,0009A,000263,341,13,14,109,111,13,19
23,001,Capital,0009A,000264,340,15,23,86,116,3,16
23,001,Capital,0009A,000265,343,17,14,130,93,4,14
23,001,Capital,0009A,000266,342,17,17,95,130,4,13
23,001,Capital,0009A,000267,341,12,35,114,105,8,15
23,001,Capital,0009A,000268,341,20,18,122,98,5,7
23,001,Capital,0009A,000269,342,15,12,98,123,11,12
23,001,Capital,0009A,000270,343,14,17,112,110,10,16
23,001,Capital,0009A,000271,341,19,21,88,105,8,16
23,001,Capital,0009A,000272,342,9,16,131,75,4,20
23,001,Capital,0009A,000273,342,18,22,100,108,11,14
23,001,Capital,0009A,000274,343,13,18,105,98,6,18
23,001,Capital,0009A,000275,347,15,18,105,91,18,15
23,001,Capital,00010,000276,348,21,24,144,83,2,12
23,001,Capital,00010,000277,346,22,26,122,82,4,17
23,001,Capital,00010,000278,346,10,25,121,86,5,14
23,001,Capital,00010,000279,346,16,28,127,77,4,12
23,001,Capital,00010,000280,346,13,21,136,97,4,13
23,001,Capital,00010,000281,347,12,17,134,84,5,9
23,001,Capital,00010,000282,347,22,29,133,79,5,8
23,001,Capital,00010,000283,347,28,21,128,87,6,15
23,001,Capital,00010,000284,347,33,29,110,85,10,13
23,001,Capital,00010,000285,346,26,20,115,92,2,14
23,001,Capital,00010,000286,345,16,14,111,106,9,16
23,001,Capital,00010,000287,347,18,19,156,72,2,17
23,001,Capital,00010,000288,347,18,33,124,75,10,14
23,001,Capital,00010,000289,347,15,30,122,78,9,11
23,001,Capital,00010,000290,346,10,28,123,100,4,15
23,001,Capital,00010,000291,349,12,29,146,67,6,11
23,001,Capital,00010,000292,350,36,29,130,82,6,3
23,001,Capital,00010,000293,346,22,19,105,102,14,15
23,001,Capital,00010,000294,349,1,23,129,86,16,19
23,001,Capital,00010,000295,347,9,27,132,74,7,18
23,001,Capital,00010,000296,346,20,23,138,96,4,5
23,001,Capital,00010,000297,349,18,22,115,117,5,9
23,001,Capital,00010,000298,348,21,21,118,99,9,18
23,001,Capital,00010,000299,346,12,19,140,103,3,11
23,001,Capital,00010,000300,347,16,22,131,79,2,21
23,001,Capital,00010,000301,346,8,17,138,77,6,13
23,001,Capital,00010,000302,345,30,16,147,67,5,16
23,001,Capital,00010,000303,346,25,20,158,60,4,9
23,001,Capital,00010,000304,346,18,16,121,104,6,16
23,001,Capital,00010,000305,345,28,25,135,68,8,14
23,001,Capital,00010,000306,346,16,14,127,93,7,9
23,001,Capital,00010,000307,345,33,0,138,89,3,11
23,001,Capital,00010,000308,346,14,9,156,75,8,11
23,001,Capital,00010,000309,349,18,26,121,77,12,14
23,001,Capital,0010A,000310,350,29,40,137,67,1,11
23,001,Capital,0010A,000311,350,39,35,161,43,4,6
23,001,Capital,0010A,000312,351,25,5,183,61,5,18
23,001,Capital,0010A,000313,350,24,26,141,63,7,13
23,001,Capital,0010A,000314,355,35,26,154,49,11,9
23,001,Capital,0010A,000315,352,21,28,157,56,6,11
23,001,Capital,0010A,000316,350,27,28,164,47,5,9
23,001,Capital,0010A,000317,350,28,25,146,73,2,12
23,001,Capital,0010A,000318,350,27,29,157,52,2,14
23,001,Capital,0010A,000319,352,28,35,144,74,1,11
23,001,Capital,0010A,000320,350,18,13,193,52,6,7
23,001,Capital,0010A,000321,351,29,17,188,55,1,5
23,001,Capital,0010A,000322,350,26,26,141,57,3,8
23,001,Capital,0010A,000323,353,12,23,161,63,8,13
23,001,Capital,0010A,000324,352,22,24,158,80,3,9
23,001,Capital,0010A,000325,351,22,22,154,64,3,6
23,001,Capital,0010A,000326,350,13,13,191,62,4,12
23,001,Capital,0010A,000327,355,4,18,159,93,1,5
23,001,Capital,0010A,000328,354,34,24,149,52,8,12
23,001,Capital,0010A,000329,350,22,25,155,65,6,8
23,001,Capital,0010A,000330,352,22,23,151,67,7,13
23,001,Capital,0010A,000331,350,15,28,147,72,4,14
23,001,Capital,0010A,000332,350,11,17,195,53,2,8
23,001,Capital,0010A,000333,351,17,36,161,61,6,9
23,001,Capital,0010A,000334,352,0,22,164,62,2,12
23,001,Capital,0010A,000335,350,34,13,162,71,6,15
23,001,Capital,0010A,000336,349,15,23,175,64,4,7
23,001,Capital,0010A,000337,350,19,19,165,61,5,18
23,001,Capital,0010A,000338,350,30,22,166,58,4,8
23,001,Capital,0010A,000339,352,20,20,162,63,1,15
23,001,Capital,0010A,000340,351,15,27,152,80,5,6
23,001,Capital,0010A,000341,350,18,19,161,76,5,19
23,001,Capital,0010A,000342,350,30,27,147,59,11,12
23,001,Capital,0010A,000343,350,21,20,151,52,5,21
23,001,Capital,0010A,000344,351,19,22,149,81,4,14
23,001,Capital,0010A,000345,351,24,29,148,69,7,13
23,001,Capital,0010A,000346,353,21,22,182,62,4,10
23,001,Capital,0010A,000347,350,9,25,166,68,7,6
23,001,Capital,0010A,000348,351,28,27,147,58,7,9
23,001,Capital,0010A,000349,350,12,19,151,65,7,10
23,001,Capital,0010A,000350,351,12,17,189,62,5,12
23,001,Capital,0010A,000351,354,25,30,146,64,9,9
23,001,Capital,0010A,000352,351,13,29,161,58,7,20
23,001,Capital,0010A,000353,350,18,25,174,55,7,9
23,001,Capital,0010A,000354,350,17,28,173,51,8,9
23,001,Capital,0010A,000355,352,17,18,166,65,4,10
23,001,Capital,0010A,000356,350,16,20,179,54,3,7
23,001,Capital,0010A,000357,350,19,27,165,50,8,10
23,001,Capital,0010A,000358,350,21,26,146,61,6,16
23,001,Capital,0010A,000359,352,16,19,153,80,6,8
23,001,Capital,0010A,000360,350,9,27,154,70,4,10
23,001,Capital,0010A,000361,353,17,28,162,81,4,14
23,001,Capital,0010A,000362,350,26,24,151,75,3,11
23,001,Capital,0010A,000363,349,15,22,165,57,5,9
23,001,Capital,0010A,000364,350,10,21,174,61,5,10
23,001,Capital,0010A,000365,350,26,20,161,59,7,16
23,001,Capital,0010A,000366,348,35,17,161,61,5,10
23,001,Capital,0010A,000367,350,26,23,136,77,4,15
23,001,Capital,0010A,000368,353,22,31,126,69,3,13
23,001,Capital,00011,000369,301,16,7,40,142,12,10
23,001,Capital,00011,000370,300,14,7,58,149,7,16
23,001,Capital,00011,000371,300,8,7,59,143,15,7
23,001,Capital,00011,000372,300,8,12,69,133,17,14
23,001,Capital,00011,000373,302,14,6,39,159,11,18
23,001,Capital,00011,000374,299,7,15,40,138,12,15
23,001,Capital,00011,000375,302,9,9,51,131,12,15
23,001,Capital,0011A,000376,342,25,18,163,57,9,10
23,001,Capital,0011A,000377,343,13,11,141,84,9,12
23,001,Capital,0011A,000378,343,15,20,141,79,5,5
23,001,Capital,0011A,000379,344,16,16,148,74,6,12
23,001,Capital,0011A,000380,341,9,20,146,87,6,7
23,001,Capital,0011A,000381,343,15,13,172,69,7,11
23,001,Capital,0011A,000382,341,17,22,175,62,2,5
23,001,Capital,0011A,000383,342,18,22,140,85,4,11
23,001,Capital,0011A,000384,340,21,14,147,72,6,13
23,001,Capital,0011A,000385,345,13,14,164,60,8,13
23,001,Capital,0011A,000386,343,23,21,137,70,12,12
23,001,Capital,0011A,000387,341,24,21,146,69,2,6
23,001,Capital,0011A,000388,341,24,12,154,72,4,16
23,001,Capital,0011A,000389,341,23,12,170,56,5,11
23,001,Capital,0011A,000390,340,21,19,147,76,11,5
23,001,Capital,0011A,000391,341,14,20,163,65,10,11
23,001,Capital,0011A,000392,345,24,13,133,87,10,12
23,001,Capital,0011A,000393,343,10,19,159,55,9,9
23,001,Capital,0011A,000394,339,15,13,144,82,10,11
23,001,Capital,0011A,000395,340,25,22,150,63,12,7
23,001,Capital,0011A,000396,340,16,7,181,57,3,10
23,001,Capital,0011A,000397,339,50,27,139,62,4,9
23,001,Capital,0011A,000398,338,18,11,154,55,8,16
23,001,Capital,0011A,000399,341,14,18,149,73,9,15
23,001,Capital,0011A,000400,339,19,18,155,59,4,11
23,001,Capital,0011A,000401,343,11,13,155,84,2,5
23,001,Capital,00012,000402,348,11,17,84,136,7,16
23,001,Capital,00012,000403,346,23,17,73,133,12,18
23,001,Capital,00012,000404,344,17,19,78,145,5,12
23,001,Capital,00012,000405,346,19,15,78,118,16,15
23,001,Capital,00012,000406,346,12,14,68,141,10,16
23,001,Capital,00012,000407,346,14,7,81,151,12,19
23,001,Capital,00012,000408,347,10,17,71,140,11,14
23,001,Capital,00012,000409,347,17,11,80,149,11,14
23,001,Capital,00012,000410,344,21,21,91,119,9,16
23,001,Capital,00012,000411,351,10,20,82,124,11,17
23,001,Capital,00012,000412,348,23,14,79,136,12,21
23,001,Capital,00012,000413,347,7,10,80,141,17,9
23,001,Capital,00012,000414,346,7,17,67,156,13,16
23,001,Capital,00012,000415,345,10,21,78,133,12,12
23,001,Capital,00012,000416,347,12,14,71,133,10,27
23,001,Capital,00012,000417,346,14,25,55,154,13,12
23,001,Capital,00012,000418,347,13,18,76,134,7,14
23,001,Capital,00012,000419,345,14,16,87,126,13,20
23,001,Capital,00012,000420,346,9,14,77,150,16,11
23,001,Capital,00012,000421,349,8,21,73,154,16,15
23,001,Capital,00012,000422,345,11,19,73,140,11,21
23,001,Capital,00012,000423,347,12,15,64,157,6,16
23,001,Capital,00012,000424,349,15,24,75,134,9,22
23,001,Capital,00012,000425,348,18,12,92,136,13,13
23,001,Capital,00012,000426,349,18,20,75,149,11,16
23,001,Capital,00012,000427,346,16,20,62,136,18,17
23,001,Capital,00012,000428,346,17,11,74,144,11,15
23,001,Capital,00012,000429,346,11,17,70,141,15,13
23,001,Capital,00012,000430,346,16,18,87,137,8,14
23,001,Capital,00012,000431,347,16,11,74,143,12,19
23,001,Capital,00012,000432,345,18,16,76,132,10,15
23,001,Capital,00012,000433,346,10,13,59,163,17,12
23,001,Capital,00012,000434,346,10,19,83,130,15,19
23,001,Capital,00012,000435,368,17,13,82,135,17,15
23,001,Capital,0012A,000436,341,17,23,108,100,10,17
23,001,Capital,0012A,000437,341,20,17,107,105,5,14
23,001,Capital,0012A,000438,343,15,25,94,119,5,17
23,001,Capital,0012A,000439,340,20,27,113,90,5,16
23,001,Capital,0012A,000440,341,16,32,75,114,13,22
23,001,Capital,0012A,000441,342,18,14,110,96,8,19
23,001,Capital,0012A,000442,345,14,28,100,109,10,6
23,001,Capital,0012A,000443,341,19,13,111,98,12,16
23,001,Capital,0012A,000444,342,13,17,110,105,9,18
23,001,Capital,0012A,000445,343,27,17,90,101,13,18
23,001,Capital,0012A,000446,341,18,23,74,106,17,17
23,001,Capital,0012A,000447,343,14,22,105,100,5,21
23,001,Capital,0012A,000448,341,17,26,120,89,5,10
23,001,Capital,0012A,000449,342,17,26,124,78,10,14
23,001,Capital,0012A,000450,341,18,28,94,102,7,21
23,001,Capital,0012A,000451,338,11,20,103,106,3,15
23,001,Capital,0012A,000452,341,6,18,127,100,9,19
23,001,Capital,0012A,000453,340,14,28,110,97,7,12
23,001,Capital,0012A,000454,337,31,15,88,121,8,15
23,001,Capital,0012A,000455,341,13,18,124,102,6,18
23,001,Capital,0012A,000456,340,6,23,110,97,11,17
23,001,Capital,0012A,000457,340,19,17,107,95,9,22
23,001,Capital,0012A,000458,339,7,30,107,90,12,20
23,001,Capital,0012A,000459,341,16,19,102,94,7,10
23,001,Capital,0012A,000460,339,23,26,90,99,6,18
23,001,Capital,0012A,000461,341,22,14,109,111,7,14
23,001,Capital,0012A,000462,345,19,10,103,110,10,8
23,001,Capital,00013,000463,342,9,23,120,93,9,18
23,001,Capital,00013,000464,347,15,20,99,116,8,16
23,001,Capital,00013,000465,344,3,18,90,137,12,27
23,001,Capital,00013,000466,347,21,14,97,121,7,13
23,001,Capital,00013,000467,345,13,13,91,130,10,16
23,001,Capital,00013,000468,346,9,17,100,121,17,18
23,001,Capital,00013,000469,345,15,11,95,125,16,14
23,001,Capital,00013,000470,343,23,16,79,116,6,16
23,001,Capital,00013,000471,344,10,13,94,129,15,11
23,001,Capital,00013,000472,344,12,18,96,110,11,11
23,001,Capital,00013,000473,346,22,16,85,131,6,16
23,001,Capital,00013,000474,344,13,12,77,141,13,21
23,001,Capital,00013,000475,343,20,10,102,112,12,30
23,001,Capital,00013,000476,343,14,13,123,90,9,15
23,001,Capital,00013,000477,343,18,13,103,105,13,12
23,001,Capital,00013,000478,344,13,18,88,126,5,11
23,001,Capital,00013,000479,344,22,14,114,102,4,13
23,001,Capital,00013,000480,349,14,20,95,123,10,16
23,001,Capital,00013,000481,345,13,13,103,111,10,7
23,001,Capital,00013,000482,344,8,19,86,119,4,20
23,001,Capital,00013,000483,345,26,10,94,115,8,22
23,001,Capital,00013,000484,343,23,22,93,104,14,17
23,001,Capital,00013,000485,343,14,15,96,125,5,10
23,001,Capital,00013,000486,343,10,24,92,127,13,9
23,001,Capital,00013,000487,343,22,17,108,116,10,14
23,001,Capital,00013,000488,342,20,21,106,95,6,25
23,001,Capital,00013,000489,344,14,22,98,114,15,22
23,001,Capital,00013,000490,343,16,18,88,126,4,20
