codprov,coddepto,depto,circuito,mesa,electores,blancos,00045,00037,00050,00036,00024
23,001,Capital,0017A,000897,344,17,18,59,160,9,17
23,001,Capital,0017A,000898,344,23,9,77,153,13,21
23,001,Capital,0017A,000899,344,11,12,71,157,15,19
23,001,Capital,0017A,000900,345,11,14,76,159,17,15
23,001,Capital,0017A,000901,344,18,16,68,159,12,10
23,001,Capital,0017A,000902,343,15,11,71,143,13,18
23,001,Capital,0017A,000903,344,16,21,87,136,14,18
23,001,Capital,0017A,000904,348,10,18,65,165,12,24
23,001,Capital,00018,000905,344,11,21,92,128,7,15
23,001,Capital,00018,000906,343,5,16,112,120,6,20
23,001,Capital,00018,000907,344,15,24,111,104,5,11
23,001,Capital,00018,000908,345,9,15,85,141,9,19
23,001,Capital,00018,000909,346,16,15,93,112,10,14
23,001,Capital,00018,000910,345,15,31,103,111,12,16
23,001,Capital,00018,000911,344,19,17,67,139,10,18
23,001,Capital,00018,000912,344,12,26,83,133,9,11
23,001,Capital,00018,000913,345,18,23,104,113,4,23
23,001,Capital,00018,000914,344,17,19,104,120,7,12
23,001,Capital,00018,000915,345,16,12,93,142,8,7
23,001,Capital,00018,000916,345,21,19,75,145,6,13
23,001,Capital,00018,000917,344,20,20,106,114,12,25
23,001,Capital,00018,000918,343,24,21,85,118,9,15
23,001,Capital,00018,000919,350,27,23,78,130,8,13
23,001,Capital,00018,000920,344,18,21,83,135,6,21
23,001,Capital,00018,000921,344,13,7,111,106,11,13
23,001,Capital,00018,000922,345,21,12,112,111,10,16
23,001,Capital,00018,000923,344,12,21,81,150,6,17
23,001,Capital,00018,000924,345,19,19,108,99,8,16
23,001,Capital,00018,000925,344,11,20,91,124,9,17
23,001,Capital,00018,000926,342,29,24,93,105,11,12
23,001,Capital,00018,000927,345,15,21,87,131,7,21
23,001,Capital,00018,000928,344,21,14,93,117,4,15
23,001,Capital,00018,000929,349,15,13,113,112,9,10
23,001,Capital,00018,000930,343,7,14,97,149,9,10
23,001,Capital,00018,000931,343,15,20,100,116,9,22
23,001,Capital,00018,000932,344,17,18,86,133,5,14
23,001,Capital,00018,000933,345,20,25,82,117,6,14
23,001,Capital,00018,000934,345,15,25,73,124,4,24
23,001,Capital,00018,000935,345,13,10,101,121,9,25
23,001,Capital,00018,000936,342,20,24,97,116,14,8
23,001,Capital,00018,000937,345,21,17,83,118,10,22
23,001,Capital,00018,000938,344,8,22,93,138,5,10
23,001,Capital,00018,000939,344,7,15,97,113,25,13
23,001,Capital,00018,000940,348,12,23,91,120,12,15
23,001,Capital,00018,000941,344,24,14,97,116,5,21
23,001,Capital,00018,000942,346,18,24,97,110,15,14
23,001,Capital,00018,000943,344,28,20,97,102,7,20
23,001,Capital,00018,000944,345,12,7,81,133,7,29
23,001,Capital,00018,000945,343,11,19,91,139,4,13
23,001,Capital,00018,000946,345,21,19,97,115,12,18
23,001,Capital,00018,000947,344,23,18,76,130,16,17
23,001,Capital,00018,000948,345,19,12,95,128,9,13
23,001,Capital,00018,000949,345,16,22,86,125,9,15
23,001,Capital,00018,000950,343,13,19,90,111,19,19
23,001,Capital,00018,000951,342,18,28,108,96,2,16
23,001,Capital,00018,000952,344,13,25,82,129,11,20
23,001,Capital,00018,000953,349,12,15,90,140,4,14
23,001,Capital,0018A,000954,344,18,35,99,100,9,17
23,001,Capital,0018A,000955,341,16,22,110,112,7,19
23,001,Capital,0018A,000956,353,9,25,130,100,5,11
23,001,Capital,0018A,000957,342,19,18,135,88,11,16
23,001,Capital,0018A,000958,342,19,22,123,90,4,25
23,001,Capital,0018A,000959,342,17,18,129,85,9,14
23,001,Capital,0018A,000960,342,19,27,108,93,10,19
23,001,Capital,0018A,000961,342,21,26,132,87,8,14
23,001,Capital,0018A,000962,342,12,21,132,104,9,13
23,001,Capital,0018A,000963,342,19,17,121,92,11,20
23,001,Capital,0018A,000964,342,19,24,107,112,8,19
23,001,Capital,0018B,000965,348,17,27,107,101,10,25
23,001,Capital,0018B,000966,346,17,29,136,84,6,16
23,001,Capital,0018B,000967,347,12,30,131,88,7,21
23,001,Capital,0018B,000968,348,17,13,115,118,8,12
23,001,Capital,0018B,000969,347,24,32,120,95,0,16
23,001,Capital,0018B,000970,346,22,30,88,120,6,26
23,001,Capital,0018B,000971,345,16,20,121,103,7,23
23,001,Capital,0018B,000972,345,23,20,113,108,6,16
23,001,Capital,0018B,000973,346,20,34,118,95,12,16
23,001,Capital,0018B,000974,347,33,34,125,70,3,10
23,001,Capital,0018B,000975,348,42,24,99,106,9,12
23,001,Capital,0018B,000976,346,31,36,116,86,8,11
23,001,Capital,0018B,000977,349,18,28,103,112,5,20
23,001,Capital,0018B,000978,347,19,22,119,102,6,11
23,001,Capital,0018B,000979,346,23,25,125,98,6,13
23,001,Capital,0018B,000980,348,22,20,96,129,7,21
23,001,Capital,0018B,000981,347,18,19,114,121,6,15
23,001,Capital,0018B,000982,346,22,22,127,85,9,21
23,001,Capital,0018B,000983,346,26,21,118,104,6,13
23,001,Capital,0018B,000984,347,22,26,132,85,5,15
23,001,Capital,0018B,000985,346,27,31,123,90,8,9
23,001,Capital,0018B,000986,348,22,28,126,90,4,16
23,001,Capital,0018B,000987,346,13,31,140,89,1,17
23,001,Capital,0018B,000988,350,29,42,144,66,7,20
23,001,Capital,0018B,000989,347,16,31,132,94,9,20
23,001,Capital,0018B,000990,346,23,18,139,86,9,13
23,001,Capital,0018B,000991,347,20,21,117,115,12,14
23,001,Capital,0018B,000992,350,18,31,128,85,7,18
23,001,Capital,0018C,001000,348,17,29,153,71,9,9
23,001,Capital,0018C,001001,347,11,25,141,97,11,2
23,001,Capital,0018C,001002,348,16,30,133,85,10,13
23,001,Capital,0018C,001003,351,16,16,157,82,10,10
23,001,Capital,0018C,001004,349,21,34,136,65,6,21
23,001,Capital,0018C,001005,349,18,17,144,71,10,12
23,001,Capital,0018C,001006,347,26,27,152,62,6,6
23,001,Capital,0018C,001007,352,21,18,147,69,15,15
23,001,Capital,0018C,001008,348,44,13,130,86,9,14
23,001,Capital,0018C,001009,348,33,30,143,63,3,16
23,001,Capital,0018C,001010,350,29,25,134,66,7,13
23,001,Capital,0018C,001011,347,18,23,129,75,8,22
23,001,Capital,0018C,001012,346,15,29,151,69,1,9
23,001,Capital,0018C,001013,349,17,19,134,81,12,12
23,001,Capital,0018C,001014,347,50,0,144,73,3,14
23,001,Capital,0018C,001015,348,25,24,166,71,6,9
23,001,Capital,0018C,001016,347,20,21,137,86,9,12
23,001,Capital,0018C,001017,348,25,31,153,61,6,14
23,001,Capital,0018C,001018,349,22,25,154,71,5,15
23,001,Capital,0018C,001019,348,20,28,144,79,4,13
23,001,Capital,0018C,001020,354,23,34,140,70,10,14
23,001,Capital,0018C,000993,348,21,19,131,93,6,19
23,001,Capital,0018C,000994,348,24,27,128,81,13,16
23,001,Capital,0018C,000995,348,27,32,128,66,11,17
23,001,Capital,0018C,000996,349,19,14,143,91,4,12
23,001,Capital,0018C,000997,348,18,28,140,73,3,10
23,001,Capital,0018C,000998,348,10,21,155,84,6,15
23,001,Capital,0018C,000999,349,24,31,143,58,6,11
23,001,Capital,0018D,001021,337,19,19,110,95,10,15
23,001,Capital,0018D,001022,338,12,24,121,98,2,14
23,001,Capital,0018D,001023,335,19,12,111,100,11,15
23,001,Capital,0018D,001024,337,18,17,140,91,9,13
23,001,Capital,0018D,001025,337,22,23,114,91,7,17
23,001,Capital,0018D,001026,337,18,33,122,77,4,8
23,001,Capital,0018D,001027,336,3,23,126,88,3,20
23,001,Capital,0018D,001028,336,20,22,132,70,7,18
23,001,Capital,0018D,001029,336,24,22,118,86,3,17
23,001,Capital,0018D,001030,336,15,22,131,89,6,9
23,001,Capital,0018D,001031,340,15,19,142,87,12,5
23,001,Capital,0018D,001032,337,10,17,114,107,7,13
23,001,Capital,0018D,001033,338,19,20,112,99,13,14
23,001,Capital,0018D,001034,336,10,26,138,66,6,14
23,001,Capital,0018D,001035,336,15,18,97,108,6,14
23,001,Capital,0018D,001036,336,26,8,130,78,8,14
23,001,Capital,0018D,001037,340,17,15,144,75,8,18
23,001,Capital,0018E,001038,348,9,32,127,112,9,11
23,001,Capital,0018E,001039,349,20,21,130,94,5,12
23,001,Capital,0018E,001040,349,23,24,138,66,10,15
23,001,Capital,0018E,001041,347,18,27,146,81,5,17
23,001,Capital,0018E,001042,349,18,30,109,95,3,31
23,001,Capital,0018E,001043,349,29,32,135,76,3,15
23,001,Capital,0018E,001044,349,25,26,140,73,7,16
23,001,Capital,0018E,001045,348,20,42,137,85,5,9
23,001,Capital,0018E,001046,349,19,23,129,102,3,8
23,001,Capital,0018E,001047,348,14,20,137,88,5,15
23,001,Capital,0018E,001048,348,23,22,109,105,10,20
23,001,Capital,0018E,001049,348,25,21,131,81,4,17
23,001,Capital,0018E,001050,350,25,27,132,79,8,18
23,001,Capital,0018E,001051,349,9,40,146,87,4,10
23,001,Capital,0018E,001052,347,15,22,165,74,3,12
23,001,Capital,0018E,001053,348,14,22,132,85,15,12
23,001,Capital,0018E,001054,348,16,22,136,89,4,15
23,001,Capital,0018E,001055,355,21,21,137,93,5,10
23,001,Capital,0018E,001056,348,22,35,128,97,4,6
23,001,Capital,0018E,001057,347,30,20,153,79,4,10
23,001,Capital,0018E,001058,348,17,23,139,86,7,13
23,001,Capital,0018E,001059,349,0,14,134,79,6,19
23,001,Capital,0018E,001060,350,12,22,146,77,9,13
23,001,Capital,0018E,001061,348,18,24,133,88,4,20
23,001,Capital,0018E,001062,350,23,20,125,93,12,15
23,001,Capital,0018E,001063,348,17,27,121,99,7,14
23,001,Capital,0018E,001064,350,31,36,109,89,10,10
23,001,Capital,0018E,001065,348,21,14,144,85,11,17
23,001,Capital,0018E,001066,352,20,27,112,96,7,17
23,001,Capital,0018F,001067,343,17,33,145,76,10,9
23,001,Capital,0018F,001068,344,18,29,140,72,10,11
23,001,Capital,0018F,001069,346,12,27,160,58,6,20
23,001,Capital,0018F,001070,343,29,33,140,56,3,24
23,001,Capital,0018F,001071,344,24,19,154,62,9,13
23,001,Capital,0018F,001072,343,33,34,127,72,5,10
23,001,Capital,0018F,001073,343,18,29,163,70,2,8
23,001,Capital,0018F,001074,345,18,22,162,56,10,10
23,001,Capital,0018F,001075,343,32,18,147,75,3,17
23,001,Capital,0018F,001076,346,21,19,145,74,3,19
23,001,Capital,0018F,001077,344,40,29,126,86,4,17
23,001,Capital,0018F,001078,344,19,29,120,91,8,12
23,001,Capital,0018F,001079,346,13,24,164,60,5,16
23,001,Capital,0018G,001080,338,17,22,134,82,8,15
23,001,Capital,0018G,001081,335,17,26,133,74,8,11
23,001,Capital,0018G,001082,336,17,19,158,71,5,11
23,001,Capital,0018G,001083,336,28,20,145,64,8,11
23,001,Capital,0018G,001084,336,25,26,126,68,8,10
23,001,Capital,0018G,001085,335,18,27,134,67,7,11
23,001,Capital,0018G,001086,336,28,17,145,76,1,13
23,001,Capital,0018G,001087,333,24,22,139,73,4,14
23,001,Capital,0018G,001088,333,21,18,125,84,7,8
23,001,Capital,0018G,001089,334,29,29,142,77,5,10
23,001,Capital,0018G,001090,334,40,14,151,61,5,13
23,001,Capital,0018G,001091,335,21,23,146,59,11,9
23,001,Capital,0018G,001092,337,21,21,147,59,9,21
23,001,Capital,0018G,001093,335,19,24,119,79,5,16
23,001,Capital,0018G,001094,338,13,23,147,55,6,13
23,001,Capital,00019,001095,347,9,23,120,112,3,26
23,001,Capital,00019,001096,345,10,26,131,77,12,10
23,001,Capital,00019,001097,346,9,25,110,105,9,14
23,001,Capital,00019,001098,346,12,36,108,113,9,13
23,001,Capital,00019,001099,345,13,17,113,120,4,17
23,001,Capital,00019,001100,346,12,25,100,123,3,22
23,001,Capital,00019,001101,345,17,26,110,112,8,14
23,001,Capital,00019,001102,347,19,22,114,99,13,23
23,001,Capital,00019,001103,346,13,18,122,97,16,17
23,001,Capital,00019,001104,347,14,23,107,105,7,12
23,001,Capital,00019,001105,346,12,29,103,113,8,18
23,001,Capital,00019,001106,347,26,27,109,103,6,18
23,001,Capital,00019,001107,346,19,16,102,116,6,21
23,001,Capital,00019,001108,345,10,19,102,120,7,14
23,001,Capital,00019,001109,347,18,11,132,98,10,24
23,001,Capital,00019,001110,347,19,18,106,106,5,21
23,001,Capital,00019,001111,345,13,27,119,118,3,9
23,001,Capital,00019,001112,345,16,24,131,87,7,18
23,001,Capital,00019,001113,346,13,18,129,101,9,10
23,001,Capital,00019,001114,346,17,20,133,103,5,17
23,001,Capital,00019,001115,348,28,26,108,105,7,12
23,001,Capital,00019,001116,348,29,24,111,91,13,12
23,001,Capital,00019,001117,343,19,18,134,92,12,19
23,001,Capital,00019,001118,347,23,20,127,103,7,10
23,001,Capital,00019,001119,343,23,12,123,100,5,13
23,001,Capital,00019,001120,344,19,26,120,93,7,16
23,001,Capital,00019,001121,345,15,27,106,117,5,8
23,001,Capital,00019,001122,343,12,22,115,104,6,18
23,001,Capital,00019,001123,344,17,17,101,106,10,22
23,001,Capital,00019,001124,345,24,19,119,97,14,20
23,001,Capital,00019,001125,344,18,13,103,122,2,18
23,001,Capital,00019,001126,345,17,20,121,90,11,15
23,001,Capital,00019,001127,348,21,24,101,103,11,21
23,001,Capital,00019,001128,344,15,24,143,96,5,11
23,001,Capital,00019,001129,344,18,24,122,100,7,19
23,001,Capital,00019,001130,346,19,30,110,89,10,11
23,001,Capital,00019,001131,345,16,29,110,98,10,23
23,001,Capital,00019,001132,344,15,24,129,95,9,17
23,001,Capital,00019,001133,344,17,23,117,103,7,9
23,001,Capital,00019,001134,346,24,17,139,73,8,16
23,001,Capital,00019,001135,347,21,28,88,112,7,21
23,001,Capital,00019,001136,344,18,23,147,90,8,11
23,001,Capital,00019,001137,344,25,17,117,98,9,14
23,001,Capital,00019,001138,346,21,21,109,98,4,16
23,001,Capital,0019A,001139,341,17,23,142,78,6,10
23,001,Capital,0019A,001140,342,20,33,146,66,4,10
23,001,Capital,0019A,001141,343,12,27,138,74,8,12
23,001,Capital,0019A,001142,342,44,0,160,61,5,0
23,001,Capital,0019A,001143,341,28,17,163,53,5,12
23,001,Capital,0019A,001144,341,15,21,170,56,12,10
23,001,Capital,0019A,001145,342,14,27,160,60,3,15
23,001,Capital,0019A,001146,340,18,27,166,48,5,13
23,001,Capital,0019A,001147,342,24,26,148,62,3,12
23,001,Capital,0019A,001148,340,28,30,147,59,5,12
23,001,Capital,0019A,001149,343,25,18,152,60,10,11
23,001,Capital,0019A,001150,343,15,27,168,43,5,13
23,001,Capital,0019A,001151,344,20,26,156,61,9,11
23,001,Capital,0019A,001152,341,22,18,156,55,7,17
23,001,Capital,0019A,001153,344,28,25,147,61,6,10
23,001,Capital,0019A,001154,342,17,23,158,66,2,12
23,001,Capital,0019A,001155,341,15,28,151,77,4,8
23,001,Capital,0019A,001156,339,17,20,143,85,6,7
23,001,Capital,0019A,001157,343,21,17,179,61,3,7
23,001,Capital,0019A,001158,341,27,28,134,67,3,9
23,001,Capital,0019A,001159,341,15,24,149,62,5,17
23,001,Capital,0019A,001160,340,24,23,132,63,4,10
23,001,Capital,0019A,001161,340,20,15,165,54,5,10
23,001,Capital,0019A,001162,340,23,25,149,77,4,13
23,001,Capital,0019A,001163,345,35,18,158,37,5,14
23,001,Capital,0019A,001164,341,43,20,139,64,6,12
23,001,Capital,0019A,001165,340,28,19,150,64,4,7
23,001,Capital,0019A,001166,339,25,20,169,51,5,11
23,001,Capital,0019A,001167,341,16,31,151,57,7,12
23,001,Capital,0019A,001168,339,20,18,180,46,3,10
23,001,Capital,0019A,001169,340,27,23,147,65,3,9
23,001,Capital,00020,001170,347,20,15,158,66,2,16
23,001,Capital,00020,001171,346,20,22,147,67,7,16
23,001,Capital,00020,001172,348,29,14,156,75,4,7
23,001,Capital,00020,001173,347,10,21,143,94,1,14
23,001,Capital,00020,001174,347,14,19,157,83,7,12
23,001,Capital,00020,001175,347,17,18,145,76,5,10
23,001,Capital,00020,001176,348,31,28,122,73,10,13
23,001,Capital,00020,001177,347,9,22,144,88,5,10
23,001,Capital,00020,001178,351,16,25,136,74,8,20
23,001,Capital,00020,001179,347,19,19,163,57,5,11
23,001,Capital,00020,001180,347,22,25,158,66,3,13
23,001,Capital,00020,001181,347,20,19,137,99,5,9
23,001,Capital,00020,001182,347,15,16,171,64,6,8
23,001,Capital,00020,001183,349,7,25,151,87,6,11
23,001,Capital,00020,001184,349,5,22,157,82,5,9
23,001,Capital,00020,001185,348,23,21,134,87,6,11
23,001,Capital,00020,001186,348,26,20,136,85,3,9
23,001,Capital,00020,001187,351,19,21,152,87,4,9
23,001,Capital,00020,001188,348,13,20,152,81,6,12
23,001,Capital,00020,001189,351,21,25,142,74,2,16
23,001,Capital,00020,001190,346,28,12,133,78,5,17
23,001,Capital,00020,001191,349,20,16,160,76,5,9
23,001,Capital,00020,001192,348,24,24,152,69,4,7
23,001,Capital,00020,001193,347,42,18,136,69,6,5
23,001,Capital,00020,001194,346,19,15,155,84,6,11
23,001,Capital,00020,001195,346,16,25,123,99,4,11
23,001,Capital,00020,001196,350,29,27,124,63,6,14
23,001,Capital,00020,001197,346,4,20,144,71,9,15
23,001,Capital,00020,001198,349,0,18,157,96,7,15
23,001,Capital,00020,001199,348,26,28,126,80,5,12
23,001,Capital,00020,001200,349,36,24,147,64,5,15
23,001,Capital,00020,001201,347,22,20,157,65,7,15
23,001,Capital,00020,001202,348,24,15,152,79,5,8
23,001,Capital,00020,001203,348,17,27,159,70,2,8
23,001,Capital,00020,001204,348,21,20,158,70,3,6
23,001,Capital,00020,001205,348,12,18,140,76,10,5
23,001,Capital,00020,001206,346,28,16,148,65,6,14
23,001,Capital,00020,001207,347,19,20,134,60,8,8
23,001,Capital,00020,001208,347,18,21,151,87,6,11
23,001,Capital,00020,001209,349,21,20,142,77,3,8
23,001,Capital,00020,001210,348,20,26,138,74,3,15
23,001,Capital,00020,001211,347,27,25,143,65,2,13
23,001,Capital,00020,001212,349,19,21,130,99,5,11
23,001,Capital,00020,001213,347,32,11,150,68,2,4
23,001,Capital,00020,001214,353,23,21,142,77,5,8
23,001,Capital,00020,001215,347,18,15,138,76,14,8
23,001,Capital,00020,001216,347,15,27,141,69,7,13
23,001,Capital,00020,001217,347,27,22,153,64,5,7
23,001,Capital,00020,001218,348,22,23,139,79,1,9
23,001,Capital,00020,001219,347,14,24,112,96,5,13
23,001,Capital,00020,001220,348,17,24,144,66,7,15
23,001,Capital,00020,001221,347,26,21,132,72,7,11
23,001,Capital,00020,001222,346,17,20,111,86,7,11
23,001,Capital,00020,001223,351,13,15,149,78,3,5
23,001,Capital,00020,001224,347,21,18,148,76,2,11
23,001,Capital,00020,001225,348,18,21,146,76,4,5
23,001,Capital,00020,001226,347,18,17,152,60,6,8
23,001,Capital,00020,001227,352,29,19,148,71,5,12
23,001,Capital,00020,001228,348,18,32,128,84,6,14
23,001,Capital,00020,001229,348,22,14,139,80,6,16
23,001,Capital,00020,001230,347,27,27,114,75,5,15
23,001,Capital,00020,001231,346,23,29,140,56,10,11
23,001,Capital,00020,001232,345,23,18,148,57,6,15
23,001,Capital,00020,001233,346,16,26,137,87,5,13
23,001,Capital,00020,001234,347,15,26,134,87,3,7
23,001,Capital,00020,001235,347,12,11,157,68,4,13
23,001,Capital,00020,001236,347,17,21,156,55,9,6
23,001,Capital,00020,001237,346,16,8,168,70,6,7
23,001,Capital,00020,001238,348,20,22,133,84,12,11
23,001,Capital,00020,001239,346,25,26,132,85,7,12
23,001,Capital,00020,001240,351,21,22,126,87,6,12
23,001,Capital,00021,001241,348,22,24,158,52,1,8
23,001,Capital,00021,001242,347,34,31,136,57,11,13
23,001,Capital,00021,001243,350,31,17,166,44,6,9
23,001,Capital,00021,001244,349,18,25,155,61,5,20
23,001,Capital,00021,001245,347,17,16,172,53,7,16
23,001,Capital,00021,001246,349,26,24,151,64,8,9
23,001,Capital,00021,001247,346,17,36,181,40,4,4
23,001,Capital,00021,001248,348,19,30,145,69,7,8
23,001,Capital,00021,001249,349,32,25,137,55,5,18
23,001,Capital,00021,001250,351,28,27,159,52,6,13
23,001,Capital,00021,001251,347,24,38,164,43,7,8
23,001,Capital,00021,001252,348,28,23,154,60,8,7
23,001,Capital,00021,001253,349,23,31,168,45,4,10
23,001,Capital,00021,001254,348,21,27,170,48,7,11
23,001,Capital,00021,001255,349,22,20,132,77,4,10
23,001,Capital,00021,001256,347,30,24,129,70,4,9
23,001,Capital,00021,001257,352,105,35,37,74,4,14
23,001,Capital,00021,001258,347,30,22,174,49,3,6
23,001,Capital,00021,001259,347,19,31,158,59,2,9
23,001,Capital,00021,001260,348,22,25,156,46,11,14
23,001,Capital,00021,001261,347,28,28,160,59,2,15
23,001,Capital,00021,001262,348,26,25,148,50,3,13
23,001,Capital,00021,001263,347,34,0,170,63,3,5
23,001,Capital,00021,001264,346,21,25,154,48,5,17
23,001,Capital,00021,001265,348,15,23,137,61,6,15
23,001,Capital,00021,001266,348,10,28,159,51,4,12
23,001,Capital,00021,001267,348,22,20,175,49,2,18
23,001,Capital,00021,001268,349,35,24,146,53,3,11
23,001,Capital,00021,001269,348,20,20,150,56,6,21
23,001,Capital,00021,001270,349,16,18,185,40,6,15
23,001,Capital,00021,001271,352,17,27,153,68,9,14
23,001,Capital,00021,001272,347,11,29,164,58,9,17
23,001,Capital,00021,001273,346,27,25,158,57,3,6
23,001,Capital,00021,001274,347,13,22,157,61,6,10
23,001,Capital,00021,001275,347,23,29,173,39,10,14
23,001,Capital,00021,001276,349,14,24,166,52,4,14
23,001,Capital,00021,001277,347,16,34,146,61,5,14
23,001,Capital,00021,001278,348,16,18,184,38,7,8
23,001,Capital,00021,001279,350,21,22,152,69,2,10
23,001,Capital,00021,001280,348,42,0,147,72,3,11
23,001,Capital,00021,001281,349,21,15,175,54,6,8
23,001,Capital,00021,001282,348,28,23,139,61,2,13
23,001,Capital,00021,001283,348,31,20,143,66,3,4
23,001,Capital,00021,001284,349,31,19,152,55,9,15
23,001,Capital,00021,001285,351,25,15,143,63,4,20
23,001,Capital,00021,001286,350,48,25,136,46,4,9
23,001,Capital,00021,001287,347,24,25,142,57,3,13
23,001,Capital,00021,001288,348,16,16,168,66,6,12
23,001,Capital,00021,001289,346,16,27,148,75,5,10
23,001,Capital,00021,001290,347,31,29,141,65,1,7
23,001,Capital,00021,001291,348,22,23,165,61,7,9
23,001,Capital,00021,001292,347,32,21,155,53,8,9
23,001,Capital,00021,001293,346,23,25,151,58,6,7
23,001,Capital,00021,001294,346,28,26,144,72,4,18
23,001,Capital,00021,001295,347,22,18,169,50,6,12
23,001,Capital,00021,001296,347,20,23,153,57,4,10
23,001,Capital,00021,001297,348,21,24,142,71,7,9
23,001,Capital,00022,001298,339,15,14,108,102,7,37
23,001,Capital,00022,001299,338,26,28,118,84,9,13
23,001,Capital,00022,001300,338,22,24,110,110,5,17
23,001,Capital,00022,001301,341,19,26,103,107,11,18
23,001,Capital,00022,001302,339,28,17,99,106,11,17
23,001,Capital,00022,001303,340,23,22,101,125,6,13
23,001,Capital,00022,001304,338,21,27,98,116,9,17
23,001,Capital,00022,001305,337,9,26,136,101,6,5
23,001,Capital,00022,001306,339,27,23,92,116,10,19
23,001,Capital,00022,001307,342,21,33,120,99,7,19
23,001,Capital,00022,001308,338,18,27,120,111,10,12
23,001,Capital,00022,001309,336,31,87,14,130,9,12
23,001,Capital,00022,001310,339,25,26,100,116,11,17
23,001,Capital,00022,001311,339,22,26,118,108,11,13
23,001,Capital,00022,001312,339,27,22,109,97,15,12
23,001,Capital,00022,001313,337,28,26,110,111,7,16
23,001,Capital,00022,001314,340,16,15,123,111,10,16
23,001,Capital,00022,001315,337,30,27,122,94,3,21
23,001,Capital,00022,001316,341,5,35,120,94,11,13
23,001,Capital,00022,001317,338,22,27,110,106,5,19
23,001,Capital,00022,001318,341,16,25,96,115,11,11
23,002,Lules,00023,001319,329,18,11,191,56,5,14
23,002,Lules,00023,001320,327,10,29,165,43,5,7
23,002,Lules,00023,001321,322,4,12,162,69,4,15
23,002,Lules,00023,001322,326,7,12,179,56,1,6
23,002,Lules,00023,001323,324,11,22,179,39,5,13
23,002,Lules,00023,001324,324,12,8,204,37,3,8
23,002,Lules,00023,001325,329,3,11,185,55,2,11
23,002,Lules,00024,001326,342,14,22,134,86,6,20
23,002,Lules,00024,001327,341,20,18,120,108,8,7
23,002,Lules,00024,001328,342,6,20,138,108,2,10
23,002,Lules,00024,001329,343,14,21,135,96,7,12
23,002,Lules,00024,001330,341,12,31,95,121,8,14
23,002,Lules,00024,001331,341,18,18,161,86,5,17
23,002,Lules,00024,001332,341,9,15,141,97,4,18
23,002,Lules,00024,001333,341,8,21,129,109,7,14
23,002,Lules,00024,001334,343,16,25,140,79,7,12
23,002,Lules,00024,001335,342,11,16,108,133,4,19
23,002,Lules,00024,001336,342,12,16,135,81,7,13
23,002,Lules,00024,001337,344,22,18,129,89,7,26
23,002,Lules,00024,001338,347,9,17,159,78,4,13
23,002,Lules,00024,001339,342,10,14,152,107,7,1
23,002,Lules,00024,001340,342,11,23,121,105,9,16
23,002,Lules,00024,001341,342,20,19,130,95,4,19
23,002,Lules,00024,001342,343,26,20,143,81,7,12
23,002,Lules,00024,001343,340,9,19,146,80,7,11
23,002,Lules,00024,001344,341,9,21,157,68,3,8
23,002,Lules,00024,001345,342,14,26,157,71,5,11
23,002,Lules,00024,001346,343,12,24,141,89,6,13
23,002,Lules,00024,001347,341,17,16,124,116,10,7
23,002,Lules,00024,001348,342,16,18,135,71,7,21
23,002,Lules,00024,001349,341,16,22,136,93,4,14
23,002,Lules,00024,001350,345,9,18,148,89,6,13
23,002,Lules,00024,001351,341,21,21,146,79,3,15
23,002,Lules,00024,001352,341,8,23,110,115,7,18
23,002,Lules,00024,001353,341,14,15,144,101,3,15
23,002,Lules,00024,001354,343,14,20,142,95,7,14
23,002,Lules,00024,001355,342,13,24,122,102,3,9
23,002,Lules,00024,001356,344,10,10,135,103,4,9
23,002,Lules,00024,001357,340,16,17,143,103,4,9
23,002,Lules,00024,001358,341,19,21,114,123,3,12
23,002,Lules,00024,001359,342,15,19,130,100,4,17
23,002,Lules,00024,001360,344,18,25,135,92,6,14
23,002,Lules,00024,001361,340,16,20,114,87,8,19
23,002,Lules,00024,001362,346,8,22,145,88,5,16
23,002,Lules,00025,001363,344,16,17,158,82,3,21
23,002,Lules,00025,001364,344,18,29,147,70,5,13
23,002,Lules,00025,001365,343,8,19,136,107,9,7
23,002,Lules,00025,001366,342,16,16,149,93,5,19
23,002,Lules,00025,001367,342,10,14,199,55,1,21
23,002,Lules,00025,001368,342,17,17,160,88,5,13
23,002,Lules,00025,001369,342,9,25,160,70,6,7
23,002,Lules,00025,001370,341,19,18,177,64,7,12
23,002,Lules,00025,001371,343,17,11,158,97,7,13
23,002,Lules,00025,001372,342,13,14,170,68,2,15
23,002,Lules,00025,001373,343,14,20,174,72,6,8
23,002,Lules,00025,001374,344,12,23,164,59,5,20
23,002,Lules,00025,001375,342,15,20,146,84,4,13
23,002,Lules,00025,001376,342,7,19,187,64,7,9
23,002,Lules,00025,001377,343,14,21,146,91,2,11
23,002,Lules,00025,001378,347,8,10,185,79,4,8
23,002,Lules,00025,001379,342,8,12,194,56,5,9
23,002,Lules,00025,001380,343,3,8,203,70,3,7
23,002,Lules,00025,001381,342,22,23,135,89,6,9
23,002,Lules,00025,001382,343,19,20,169,79,4,9
23,002,Lules,00025,001383,342,9,19,181,60,6,10
23,002,Lules,00025,001384,342,7,20,124,111,4,15
23,002,Lules,00025,001385,342,17,22,164,76,4,16
23,002,Lules,00025,001386,343,1,8,214,57,3,9
23,002,Lules,00025,001387,343,9,22,155,81,7,16
23,002,Lules,00025,001388,343,7,7,201,60,3,13
