codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0002,0003,0023,0047,0154,0174,0187,0188,0603
24,Ushuaia,001,0001 ,0001,353,23,9,28,12,4,7,78,2,10,34,29
24,Ushuaia,001,0001 ,0002,354,33,9,13,5,2,6,59,7,14,42,41
24,Ushuaia,001,0001 ,0003,352,29,11,27,14,8,7,60,3,16,20,42
24,Ushuaia,001,0001 ,0004,352,27,9,30,10,4,4,67,2,6,39,37
24,Ushuaia,001,0001 ,0005,349,0,4,26,14,7,3,48,7,10,27,38
24,Ushuaia,001,0001 ,0006,350,29,9,26,9,6,7,66,4,8,38,33
24,Ushuaia,001,0001 ,0007,348,17,15,27,14,4,6,74,3,10,27,27
24,Ushuaia,001,0001 ,0008,354,0,0,23,12,3,10,69,3,14,37,50
24,Ushuaia,001,0001 ,0009,350,18,18,32,11,6,4,64,1,7,26,34
24,Ushuaia,001,0001 ,0010,350,27,9,26,11,4,8,48,0,11,32,50
24,Ushuaia,001,0001 ,0011,354,23,9,17,10,3,5,86,4,10,28,39
24,Ushuaia,001,0001 ,0012,346,21,8,21,11,5,9,75,3,11,25,50
24,Ushuaia,001,0001 ,0013,351,24,9,20,16,5,7,72,4,12,21,46
24,Ushuaia,001,0001 ,0014,348,39,7,24,17,8,47,76,3,10,24,42
24,Ushuaia,001,0001 ,0015,354,0,10,27,13,7,8,62,4,14,27,10
24,Ushuaia,001,0001 ,0016,355,27,10,22,13,0,6,71,2,9,34,37
24,Ushuaia,001,0001 ,0017,351,24,4,30,16,3,6,75,2,9,35,45
24,Ushuaia,001,0002 ,0018,347,23,9,27,9,4,7,69,3,5,30,37
24,Ushuaia,001,0002 ,0019,347,29,7,24,9,3,10,68,5,11,25,48
24,Ushuaia,001,0002 ,0020,352,24,9,23,15,3,5,77,9,5,40,32
24,Ushuaia,001,0002 ,0021,346,25,7,20,16,2,9,73,10,4,23,46
24,Ushuaia,001,0002 ,0022,351,29,9,32,13,2,3,67,0,16,23,42
24,Ushuaia,001,0002 ,0023,347,30,8,22,18,1,12,73,4,7,29,38
24,Ushuaia,001,0002 ,0024,348,24,9,31,18,2,5,68,3,11,21,49
24,Ushuaia,001,0002 ,0025,344,33,11,24,12,1,2,84,7,10,27,30
24,Ushuaia,001,0002 ,0026,344,35,10,16,11,1,6,74,1,12,33,42
24,Ushuaia,001,0002 ,0027,344,10,15,12,24,1,2,77,7,10,27,53
24,Ushuaia,001,0003 ,0028,342,29,7,25,8,0,3,65,2,13,32,56
24,Ushuaia,001,0003 ,0029,337,26,10,43,7,0,6,70,4,11,22,44
24,Ushuaia,001,0003 ,0030,343,29,5,37,10,1,6,62,6,11,29,35
24,Ushuaia,001,0003 ,0031,340,21,10,39,13,4,9,59,3,6,26,40
24,Ushuaia,001,0003 ,0032,338,32,13,29,16,0,4,58,3,13,30,63
24,Ushuaia,001,0003 ,0033,336,19,5,32,16,6,4,70,5,8,21,30
24,Ushuaia,001,0003 ,0034,337,33,16,29,14,4,2,61,2,15,28,33
24,Ushuaia,001,0003 ,0035,336,27,6,23,19,3,4,70,4,13,27,45
24,Ushuaia,001,0003 ,0036,338,30,5,18,10,4,6,78,4,8,35,39
24,Ushuaia,001,0003 ,0037,335,27,6,20,18,6,5,66,9,12,27,33
24,Ushuaia,001,0003 ,0038,338,18,10,33,18,3,8,56,4,10,23,50
24,Ushuaia,001,0003 ,0039,338,28,13,34,10,4,4,69,5,7,33,33
24,Ushuaia,001,0003 ,0040,338,24,4,20,10,5,7,77,8,12,23,47
24,Ushuaia,001,0003 ,0041,339,33,9,24,10,0,10,63,6,10,19,44
24,Ushuaia,001,0003 ,0042,340,23,13,16,9,4,5,77,3,8,22,52
24,Ushuaia,001,0003 ,0043,336,28,16,24,7,2,3,73,5,10,31,42
24,Ushuaia,001,0003 ,0044,334,26,11,29,8,1,9,63,2,12,39,33
24,Ushuaia,001,0003 ,0045,339,22,13,25,12,2,4,72,3,10,31,44
24,Ushuaia,001,0003 ,0046,339,30,17,31,13,3,14,60,3,10,35,35
24,Ushuaia,001,0004 ,0047,352,38,14,40,12,4,14,66,4,9,27,26
24,Ushuaia,001,0004 ,0048,352,30,13,33,14,1,12,62,6,5,25,59
24,Ushuaia,001,0004 ,0049,350,28,15,41,7,5,13,72,4,4,14,40
24,Ushuaia,001,0004 ,0050,351,20,7,21,15,7,9,65,4,11,33,49
24,Ushuaia,001,0004 ,0051,352,27,10,31,9,4,5,63,5,19,38,27
24,Ushuaia,001,0004 ,0052,352,30,11,27,7,6,5,63,2,10,19,67
24,Ushuaia,001,0004 ,0053,349,24,6,121,13,4,12,64,3,7,45,46
24,Ushuaia,001,0004 ,0054,347,28,13,30,15,3,5,55,3,7,22,45
24,Ushuaia,001,0004 ,0055,346,31,11,29,11,4,9,60,1,11,33,53
24,Ushuaia,001,0004 ,0056,353,16,6,49,10,6,12,49,7,13,28,31
24,Ushuaia,001,0004 ,0057,349,0,7,39,19,3,7,52,4,9,22,37
24,Ushuaia,001,0004 ,0058,349,31,12,24,9,5,8,60,5,12,34,36
24,Ushuaia,001,0004 ,0059,353,21,6,28,14,2,7,70,4,15,36,32
24,Ushuaia,001,0004 ,0060,345,31,12,32,13,4,6,64,4,15,17,34
24,Ushuaia,001,0004 ,0061,347,0,0,18,18,2,8,60,5,12,28,48
24,Ushuaia,001,0004 ,0062,352,255,19,36,18,3,12,60,6,9,24,41
24,Ushuaia,001,0004 ,0063,348,29,7,35,9,3,6,59,4,13,31,41
24,Ushuaia,001,0004 ,0064,348,33,21,37,5,5,5,64,6,8,24,32
24,Ushuaia,001,0004 ,0065,352,23,15,34,14,2,8,63,7,11,16,42
24,Ushuaia,001,0004 ,0066,348,24,12,34,16,3,6,78,2,6,28,45
24,Ushuaia,001,0004 ,0067,348,20,9,38,8,6,11,65,5,18,24,37
24,Ushuaia,001,0004 ,0068,353,24,9,26,16,7,5,53,10,19,35,46
24,Ushuaia,001,0004 ,0069,350,35,11,29,8,7,3,63,5,8,28,51
24,Ushuaia,001,0004 ,0070,352,27,4,35,11,1,8,70,6,6,26,33
24,Ushuaia,001,0004 ,0071,353,28,9,18,13,3,3,76,3,7,24,53
24,Ushuaia,001,0004 ,0072,346,23,15,30,16,1,4,69,7,12,28,48
24,Ushuaia,001,0004 ,0073,349,24,9,48,10,5,6,65,3,10,34,52
24,Ushuaia,001,0004 ,0074,351,25,16,26,13,4,14,64,4,6,39,39
24,Ushuaia,001,0004 ,0075,350,23,19,38,7,1,5,76,11,17,36,36
24,Ushuaia,001,0005 ,0076,351,0,0,35,10,2,9,84,9,6,24,43
24,Ushuaia,001,0005 ,0077,348,32,25,26,11,3,3,78,2,7,23,51
24,Ushuaia,001,0005 ,0078,349,28,14,28,13,2,3,72,4,7,28,30
24,Ushuaia,001,0005 ,0079,349,29,15,14,13,5,9,79,5,12,22,49
24,Ushuaia,001,0005 ,0080,350,32,9,34,11,3,8,76,3,14,21,44
24,Ushuaia,001,0005 ,0081,350,1,10,34,13,5,5,76,6,11,44,34
24,Ushuaia,001,0005 ,0082,345,22,10,27,13,3,8,86,6,11,17,45
