codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0068,0501,0545,0546
08,Paraná,001,0001 ,0001,350,6,5,58,13,99,65,27
08,Paraná,001,0001 ,0002,350,8,8,62,15,75,59,37
08,Paraná,001,0001 ,0003,350,8,11,75,10,71,40,50
08,Paraná,001,0001 ,0004,350,7,2,56,9,83,68,43
08,Paraná,001,0001 ,0005,349,9,5,83,15,75,45,47
08,Paraná,001,0001 ,0006,349,7,7,73,10,77,50,35
08,Paraná,001,0001 ,0007,350,12,1,74,8,100,45,43
08,Paraná,001,0001 ,0008,349,6,8,75,15,80,65,31
08,Paraná,001,0001 ,0009,350,3,7,55,12,100,50,41
08,Paraná,001,0001 ,0010,350,5,6,78,10,78,53,33
08,Paraná,001,0001 ,0011,350,4,2,58,9,106,42,37
08,Paraná,001,0001 ,0012,349,3,6,75,18,92,26,42
08,Paraná,001,0001 ,0013,350,0,3,60,12,87,45,47
08,Paraná,001,0001 ,0014,349,6,4,57,14,70,81,41
08,Paraná,001,0001 ,0015,350,1,5,42,9,106,19,41
08,Paraná,001,0001 ,0016,350,11,6,69,11,76,65,30
08,Paraná,001,0001 ,0017,350,7,1,47,10,103,48,61
08,Paraná,001,0001 ,0018,350,6,11,80,12,77,41,38
08,Paraná,001,0001 ,0019,349,9,6,90,13,64,47,39
08,Paraná,001,0001 ,0020,350,9,2,77,12,79,51,30
08,Paraná,001,0001 ,0021,349,0,0,66,16,83,51,36
08,Paraná,001,0001 ,0022,350,16,10,65,11,77,49,35
08,Paraná,001,0001 ,0023,350,8,4,52,5,71,63,39
08,Paraná,001,0001 ,0024,350,6,2,72,8,94,35,39
08,Paraná,001,0001 ,0025,349,7,9,60,12,89,49,39
08,Paraná,001,0001 ,0026,350,6,6,75,7,74,64,35
08,Paraná,001,0001 ,0027,350,11,9,64,4,79,60,41
08,Paraná,001,0001 ,0028,350,12,4,66,14,88,57,39
08,Paraná,001,0001 ,0029,350,5,3,50,6,104,48,35
