codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0002,0005,0040,0041,0104,0138,0140,0143,0501,0514,0520,0548,0552
17,Capital,001,0001A,1001,340,4,7,27,1,16,5,17,40,1,0,3,72,1,22,34
17,Capital,001,0001A,1002,340,1,6,28,3,12,2,12,24,4,0,8,79,3,14,33
17,Capital,001,0001A,1003,340,1,4,21,4,10,3,15,26,2,0,4,67,2,29,33
17,Capital,001,0001A,1004,340,3,2,33,4,15,2,19,29,3,0,3,74,2,16,34
17,Capital,001,0001A,1005,340,1,1,37,2,8,4,14,34,1,0,5,74,2,11,24
17,Capital,001,0001A,1006,339,3,3,24,1,8,3,17,14,0,0,5,92,4,25,24
17,Capital,001,0001A,3001,376,3,6,28,3,18,3,14,39,1,0,5,91,0,21,29
17,Capital,001,0001A,3002,376,1,4,31,1,13,2,17,26,2,0,10,84,1,26,39
17,Capital,001,0001A,3003,376,1,3,39,8,12,2,17,27,3,0,2,81,2,28,35
17,Capital,001,0001A,3004,376,1,6,33,3,21,3,15,32,2,0,8,83,0,30,29
17,Capital,001,0001A,3005,376,1,5,38,4,15,3,15,27,2,0,5,104,0,31,22
17,Capital,001,0001A,3006,376,0,5,42,3,20,2,23,23,1,0,0,78,37,4,34
17,Capital,001,0001A,3007,376,1,7,37,5,12,5,24,35,2,0,5,71,0,40,34
17,Capital,001,0001B,1007,332,0,0,21,0,8,1,14,15,0,0,5,73,3,29,32
17,Capital,001,0001B,1008,332,4,1,34,4,5,2,22,15,1,0,2,73,1,27,35
17,Capital,001,0001B,1009,332,0,2,30,0,8,3,18,21,0,0,5,72,3,29,30
17,Capital,001,0001B,1010,332,0,4,32,6,14,5,19,26,2,0,4,51,0,32,28
17,Capital,001,0001B,1011,332,5,4,21,3,9,5,14,19,2,0,5,70,0,24,35
17,Capital,001,0001B,3008,372,1,3,27,1,9,2,19,189,0,0,5,78,2,41,26
17,Capital,001,0001B,3009,372,0,5,30,0,10,3,27,35,1,0,2,92,0,34,24
17,Capital,001,0001B,3010,372,3,4,34,1,11,3,20,21,1,0,5,85,3,44,28
17,Capital,001,0001B,3011,371,6,7,32,1,9,3,15,19,6,0,1,75,1,37,21
17,Capital,001,0001B,3012,371,2,3,28,2,12,4,35,21,1,0,2,67,3,38,24
17,Capital,001,0001B,3013,371,1,9,25,0,15,3,26,19,1,0,7,73,1,41,31
17,Capital,001,0001C,1012,379,3,4,33,1,13,2,27,24,3,0,8,80,1,35,33
17,Capital,001,0001C,1013,379,2,5,37,3,9,0,18,31,0,0,2,79,0,33,44
17,Capital,001,0001C,1014,379,2,3,23,2,11,2,20,27,1,0,4,103,2,30,43
17,Capital,001,0001C,1015,379,3,1,28,3,13,2,16,21,3,0,3,98,2,35,38
17,Capital,001,0001C,1016,379,3,1,37,1,11,4,23,20,1,0,2,100,2,42,35
17,Capital,001,0001C,3014,388,0,7,26,4,10,3,16,30,2,0,4,89,1,30,32
17,Capital,001,0001C,3015,388,1,3,31,1,7,5,17,20,1,0,1,100,1,45,34
17,Capital,001,0001C,3016,388,4,4,34,2,15,5,22,20,1,0,6,85,0,37,28
17,Capital,001,0001C,3017,388,3,5,28,4,18,2,27,27,2,0,5,74,0,37,31
17,Capital,001,0001C,3018,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Capital,001,0001C,3019,388,2,0,27,3,18,3,17,20,0,0,2,75,5,48,35
17,Capital,001,0001D,1017,345,5,1,30,0,12,4,18,26,0,0,4,77,4,41,28
17,Capital,001,0001D,1018,345,3,1,20,3,10,4,17,26,2,0,5,79,0,35,31
17,Capital,001,0001D,1019,345,5,6,38,3,12,2,15,27,1,0,2,62,4,32,27
17,Capital,001,0001D,1020,345,1,3,24,2,9,4,14,29,0,0,7,72,1,28,43
17,Capital,001,0001D,1021,345,5,2,27,3,12,4,17,23,0,0,10,82,1,18,44
17,Capital,001,0001D,1022,345,4,2,28,1,9,3,16,25,0,0,6,71,4,33,29
17,Capital,001,0001D,1023,344,4,4,29,2,14,2,21,23,1,0,3,71,2,29,30
17,Capital,001,0001D,3020,357,3,5,33,2,7,3,21,21,2,0,9,73,1,48,17
17,Capital,001,0001D,3021,357,0,3,29,1,10,4,16,26,7,0,9,76,1,42,17
17,Capital,001,0001D,3022,357,5,4,35,2,10,3,19,20,0,0,2,91,4,35,24
17,Capital,001,0001D,3023,357,1,1,44,6,15,3,22,24,1,0,3,79,1,45,31
17,Capital,001,0001D,3024,357,4,2,28,1,8,3,20,21,1,0,6,84,2,45,26
17,Capital,001,0001D,3025,356,1,2,35,6,12,2,17,28,1,0,2,94,3,31,30
17,Capital,001,0001D,3026,356,2,6,31,1,12,2,16,19,2,0,7,75,3,38,22
17,Capital,001,0001D,3027,356,0,7,24,1,15,5,19,18,0,0,5,75,4,35,23
17,Capital,001,0001E,1024,383,1,4,42,3,19,5,17,37,3,0,5,83,4,18,33
17,Capital,001,0001E,1025,382,0,3,34,2,16,3,17,36,1,0,7,88,5,24,39
17,Capital,001,0001E,1026,382,3,0,43,1,15,1,14,35,2,0,6,77,4,17,31
17,Capital,001,0001E,1027,382,4,5,42,1,10,4,22,40,2,0,6,81,1,23,25
17,Capital,001,0001E,1028,382,3,4,48,1,9,8,15,32,4,0,6,63,4,17,37
17,Capital,001,0001E,1029,382,4,7,39,2,10,7,17,25,0,0,9,65,1,21,31
17,Capital,001,0001E,3028,373,2,4,31,4,14,4,18,26,1,0,3,71,1,28,28
17,Capital,001,0001E,3029,373,2,5,53,1,22,2,24,20,3,0,4,65,3,24,42
17,Capital,001,0001E,3030,372,0,8,31,0,17,2,19,24,2,0,6,84,6,21,27
17,Capital,001,0001E,3031,372,2,6,58,1,17,3,13,19,1,0,4,93,2,28,22
17,Capital,001,0001E,3032,372,2,3,45,2,19,3,10,35,3,0,3,84,6,12,23
17,Capital,001,0001E,3033,372,1,3,54,2,19,2,15,33,4,0,9,61,1,18,28
17,Capital,001,0001E,3034,372,1,3,48,2,15,7,12,31,4,0,3,57,5,24,28
17,Capital,001,0001F,1030,363,2,4,34,5,18,5,19,28,1,0,10,89,2,25,25
17,Capital,001,0001F,1031,363,1,2,38,3,14,4,15,23,1,0,6,95,3,35,27
17,Capital,001,0001F,1032,363,4,4,31,1,11,1,18,26,1,0,7,85,1,33,34
17,Capital,001,0001F,1033,363,3,4,32,2,19,3,20,35,0,0,3,96,0,31,25
17,Capital,001,0001F,1034,363,3,3,32,3,8,1,25,34,0,0,4,86,1,31,36
17,Capital,001,0001F,1035,363,5,8,30,0,15,2,24,26,1,0,9,87,1,21,32
17,Capital,001,0001F,1036,363,1,2,32,0,15,3,18,25,4,0,3,83,4,20,35
17,Capital,001,0001F,1037,362,6,5,23,2,15,2,29,24,1,0,9,73,4,17,36
17,Capital,001,0001F,1038,362,3,4,32,5,7,1,18,33,3,0,10,81,4,28,32
17,Capital,001,0001F,1039,362,1,8,31,1,20,7,18,38,0,0,7,62,2,26,27
17,Capital,001,0001F,1040,362,1,4,40,4,9,3,19,27,4,0,6,71,4,25,23
17,Capital,001,0001F,3035,372,2,9,49,3,19,3,24,31,1,0,8,78,3,26,23
17,Capital,001,0001F,3036,372,3,9,37,4,16,2,22,30,0,0,6,90,3,32,24
17,Capital,001,0001F,3037,372,2,4,44,3,12,4,18,24,3,0,5,104,2,33,17
17,Capital,001,0001F,3038,372,1,11,29,0,12,5,51,25,4,0,3,92,2,32,30
17,Capital,001,0001F,3039,372,3,3,25,1,19,1,29,34,4,0,5,77,4,27,33
17,Capital,001,0001F,3040,372,2,1,38,2,18,3,12,29,1,0,11,88,2,42,25
17,Capital,001,0001F,3041,372,0,8,31,1,14,3,20,28,3,0,5,86,4,43,31
17,Capital,001,0001F,3042,372,1,8,31,0,11,3,16,33,2,0,4,81,1,34,40
17,Capital,001,0001F,3043,371,1,5,33,1,29,1,22,31,2,0,5,88,1,41,21
17,Capital,001,0001F,3044,371,2,4,44,1,9,0,31,27,3,0,4,82,2,39,18
17,Capital,001,0001F,3045,371,0,1,38,2,15,5,15,40,4,0,7,89,0,47,22
17,Capital,001,0001F,3046,371,0,2,38,1,15,2,24,35,3,0,9,75,2,25,25
17,Capital,001,0001F,3047,371,2,4,42,1,15,6,20,28,1,0,4,98,0,27,24
17,Capital,001,0001F,3048,371,0,6,41,1,11,5,23,29,3,0,6,72,3,22,31
