codprov,coddepto,depto,circuito,mesa,electores,blancos,nulos,00037,00050,00036,00087
11,001,Atreuco,00001,000001,306,6,5,97,113,1,13
11,001,Atreuco,00001,000002,306,12,0,93,129,4,15
11,001,Atreuco,00001,000003,306,10,3,86,131,7,18
11,001,Atreuco,00001,000004,305,10,3,113,95,7,16
11,001,Atreuco,00001,000005,307,0,5,111,107,8,16
11,001,Atreuco,00002,000010,335,15,3,159,78,4,16
11,001,Atreuco,00002,000011,336,12,1,135,120,3,14
11,001,Atreuco,00002,000012,339,7,2,128,118,4,19
11,001,Atreuco,00002,000013,334,8,2,146,104,10,17
11,001,Atreuco,00002,000014,334,14,0,145,104,2,13
11,001,Atreuco,00002,000015,335,9,7,133,123,2,13
11,001,Atreuco,00002,000016,335,8,4,126,122,4,20
11,001,Atreuco,00002,000017,335,4,4,125,120,3,18
11,001,Atreuco,00002,000018,334,9,0,113,136,3,19
11,001,Atreuco,00002,000019,337,15,0,127,118,5,22
11,001,Atreuco,00002,000006,336,2,3,133,108,3,22
11,001,Atreuco,00002,000007,336,9,0,118,152,4,12
11,001,Atreuco,00002,000008,337,6,2,157,98,4,21
11,001,Atreuco,00002,000009,337,6,2,130,136,2,7
11,001,Atreuco,00003,000020,318,7,1,114,111,6,20
11,001,Atreuco,00003,000021,319,8,1,137,107,3,10
11,001,Atreuco,00003,000022,317,12,0,127,100,3,14
11,001,Atreuco,00003,000023,317,9,1,122,108,11,15
11,001,Atreuco,00003,000024,318,7,0,131,109,2,6
11,001,Atreuco,00003,000025,318,6,2,130,115,5,16
11,001,Atreuco,00003,000026,322,9,0,119,125,0,12
11,001,Atreuco,00004,000027,331,9,1,164,100,2,18
11,001,Atreuco,00004,000028,334,8,1,144,102,4,20
11,001,Atreuco,00005,000029,202,4,1,46,101,1,10
11,001,Atreuco,00005,000030,204,5,1,67,88,2,5
11,002,Capital,00006,000031,299,9,2,160,71,11,14
11,002,Capital,00006,000032,299,13,1,132,84,3,14
11,002,Capital,00006,000033,299,10,2,136,79,6,15
11,002,Capital,00006,000034,298,3,2,159,65,12,11
11,002,Capital,00006,000035,299,9,3,125,84,4,22
11,002,Capital,00006,000036,303,13,3,105,116,9,14
11,002,Capital,00009,000100,349,11,4,161,74,7,15
11,002,Capital,00009,000101,347,15,7,162,69,12,17
11,002,Capital,00009,000102,350,8,2,145,100,7,16
11,002,Capital,00009,000103,350,13,4,174,58,6,22
11,002,Capital,00009,000104,345,17,7,141,87,12,13
11,002,Capital,00009,000105,347,19,1,137,102,8,20
11,002,Capital,00009,000106,348,9,3,137,103,3,31
11,002,Capital,00009,000107,349,8,2,126,115,5,19
11,002,Capital,00009,000108,348,7,0,128,113,7,18
11,002,Capital,00009,000109,343,20,1,154,98,4,13
11,002,Capital,00009,000110,347,9,1,140,94,6,22
11,002,Capital,00009,000111,347,13,1,135,97,6,16
11,002,Capital,00009,000112,344,9,2,130,102,12,12
11,002,Capital,00009,000113,346,20,2,192,65,3,11
11,002,Capital,00009,000114,346,18,0,134,95,7,18
11,002,Capital,00009,000115,347,19,0,148,94,5,19
11,002,Capital,00009,000116,349,11,7,132,114,11,18
11,002,Capital,00009,000117,353,13,2,144,97,11,14
11,002,Capital,00009,000118,348,12,5,165,75,11,17
11,002,Capital,00009,000119,346,11,4,170,60,7,26
11,002,Capital,00009,000120,350,23,2,134,91,8,14
11,002,Capital,00009,000121,349,11,2,158,90,7,16
11,002,Capital,00009,000122,344,11,2,130,110,6,9
11,002,Capital,00009,000123,343,9,4,131,98,4,20
11,002,Capital,00009,000124,348,22,3,175,46,5,8
11,002,Capital,00009,000125,345,10,0,149,88,10,19
11,002,Capital,00009,000126,347,6,2,135,110,6,19
11,002,Capital,00009,000127,349,12,1,129,98,14,21
11,002,Capital,00009,000128,349,11,1,163,80,1,18
11,002,Capital,00009,000129,347,17,0,133,105,5,19
11,002,Capital,00009,000130,345,12,6,155,71,10,20
11,002,Capital,00009,000131,351,9,1,154,96,12,14
11,002,Capital,00009,000132,345,18,5,107,115,9,18
11,002,Capital,00009,000133,346,13,2,149,93,6,20
11,002,Capital,00009,000134,351,16,0,168,78,8,14
11,002,Capital,00009,000135,350,9,2,176,76,4,11
11,002,Capital,00009,000136,348,12,9,163,79,7,17
11,002,Capital,00009,000137,344,10,0,147,104,9,10
11,002,Capital,00009,000138,349,10,0,160,74,6,19
11,002,Capital,00009,000139,352,11,1,129,107,13,22
11,002,Capital,00009,000140,347,12,3,144,86,12,19
11,002,Capital,00009,000141,347,12,7,128,101,10,15
11,002,Capital,00009,000142,348,20,0,146,105,1,13
11,002,Capital,00009,000143,353,11,1,154,96,13,21
11,002,Capital,00009,000144,345,10,7,139,92,6,20
11,002,Capital,00009,000145,349,14,0,135,97,7,20
11,002,Capital,00009,000146,346,12,3,131,99,6,19
11,002,Capital,00009,000147,346,14,4,156,88,6,14
11,002,Capital,00009,000148,350,15,2,155,91,7,15
11,002,Capital,00009,000149,347,12,2,160,98,5,14
11,002,Capital,00009,000150,346,13,3,127,94,10,19
11,002,Capital,00009,000151,347,1,8,166,71,8,19
11,002,Capital,00009,000152,348,12,3,138,106,7,13
11,002,Capital,00009,000153,387,9,3,165,105,7,23
11,002,Capital,00009,000154,347,10,1,153,81,14,17
11,002,Capital,00009,000155,344,15,4,130,92,7,25
11,002,Capital,00009,000156,344,15,0,155,79,9,15
11,002,Capital,00009,000157,348,10,0,166,73,8,21
11,002,Capital,00009,000158,345,7,1,127,102,5,17
