codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0023,0071,0072,0082,0165,0184,0534,0535,0559
14,Capital,001,0001 ,0001,349,3,2,3,2,3,2,12,12,3,132,43
14,Capital,001,0001 ,0002,350,6,2,4,7,4,3,12,12,8,146,34
14,Capital,001,0001 ,0003,351,4,3,9,14,3,5,15,14,9,109,43
14,Capital,001,0001 ,0004,350,4,3,4,5,7,2,16,6,9,126,43
14,Capital,001,0001 ,0005,350,10,3,4,7,1,2,12,12,9,122,35
14,Capital,001,0001 ,0006,350,3,2,5,5,0,2,21,15,6,151,32
14,Capital,001,0001 ,0007,351,2,4,4,5,3,0,18,9,8,123,38
14,Capital,001,0001 ,0008,354,3,2,3,10,4,1,15,8,6,145,28
14,Capital,001,0001 ,0009,350,6,3,4,8,2,2,18,11,8,128,43
14,Capital,001,0001 ,0010,351,8,6,9,7,4,4,12,7,6,129,35
14,Capital,001,0001 ,0011,351,4,1,7,9,6,1,19,8,6,147,39
14,Capital,001,0001 ,0012,350,2,1,5,6,4,0,13,15,11,123,48
14,Capital,001,0001 ,0013,350,7,0,5,8,4,1,12,10,7,141,41
14,Capital,001,0001 ,0014,350,2,2,8,4,5,3,12,6,9,129,0
14,Capital,001,0001 ,0015,354,2,0,4,11,1,2,16,13,6,140,41
14,Capital,001,0001 ,0016,350,3,4,11,6,1,2,19,6,5,135,36
14,Capital,001,0001 ,0017,350,3,6,4,13,2,0,15,10,10,122,29
14,Capital,001,0001 ,0018,351,4,1,6,11,5,0,17,10,7,131,35
14,Capital,001,0001 ,0019,350,3,4,5,10,2,0,14,8,13,146,27
14,Capital,001,0001 ,0020,352,8,3,3,8,6,1,18,9,4,145,38
14,Capital,001,0001 ,0021,350,5,3,4,10,4,0,21,9,7,142,37
14,Capital,001,0001 ,0022,355,2,2,6,3,1,4,16,11,13,139,41
14,Capital,001,0001 ,0023,350,3,1,4,4,2,4,19,14,8,142,30
14,Capital,001,0001 ,0024,352,6,1,5,11,2,3,23,13,12,124,30
14,Capital,001,0001 ,0025,350,0,5,8,4,5,2,21,9,2,157,32
14,Capital,001,0001 ,0026,350,15,2,4,6,7,3,12,11,9,141,37
14,Capital,001,0001 ,0027,350,5,1,4,8,7,1,18,12,6,122,38
14,Capital,001,0001 ,0028,355,2,5,11,10,7,1,16,7,4,133,50
14,Capital,001,0001 ,0029,350,7,2,4,4,0,1,17,8,8,161,30
14,Capital,001,0001 ,0030,350,3,4,1,6,2,2,17,11,7,116,47
14,Capital,001,0001 ,0031,350,4,3,2,5,6,1,12,8,7,149,46
14,Capital,001,0001 ,0032,350,4,0,6,10,6,1,22,10,7,125,37
14,Capital,001,0001 ,0033,353,2,1,10,8,1,4,17,7,9,124,33
14,Capital,001,0001 ,0034,351,3,1,3,6,2,1,10,8,11,140,45
14,Capital,001,0001 ,0035,355,5,2,1,7,2,0,20,9,8,141,39
14,Capital,001,0001 ,0036,350,6,5,2,8,4,3,21,4,4,150,35
14,Capital,001,0001 ,0037,350,4,7,5,13,8,1,16,15,11,114,47
14,Capital,001,0001 ,0038,350,8,1,2,4,2,0,21,9,9,113,40
14,Capital,001,0001 ,0039,294,1,0,1,7,1,0,11,7,6,115,22
14,Capital,001,0001 ,0040,298,0,3,7,7,4,1,13,6,8,125,26
14,Capital,001,0002 ,0041,351,5,3,7,9,13,1,10,13,14,93,68
14,Capital,001,0002 ,0042,350,7,8,11,8,13,2,12,7,16,108,72
14,Capital,001,0002 ,0043,350,7,5,6,10,18,0,9,11,21,83,69
14,Capital,001,0002 ,0044,350,5,4,10,6,6,0,16,14,9,119,54
14,Capital,001,0002 ,0045,350,2,3,11,10,12,4,23,6,21,91,59
14,Capital,001,0002 ,0046,351,6,3,16,4,11,1,14,11,10,106,58
14,Capital,001,0002 ,0047,350,4,0,14,6,10,4,7,10,14,74,96
14,Capital,001,0002 ,0048,350,7,3,13,5,9,2,8,7,13,112,58
14,Capital,001,0002 ,0049,350,8,2,5,6,10,0,17,9,9,121,56
14,Capital,001,0002 ,0050,350,5,10,13,0,13,3,14,14,18,98,49
14,Capital,001,0002 ,0051,350,4,7,14,7,7,1,11,11,17,95,52
14,Capital,001,0002 ,0052,355,8,7,10,8,17,4,13,11,8,102,51
14,Capital,001,0002 ,0053,350,6,8,6,3,9,2,19,10,17,117,53
14,Capital,001,0002 ,0054,350,4,2,6,10,7,1,13,16,22,102,72
14,Capital,001,0002 ,0055,350,4,4,12,5,10,3,26,11,15,99,62
14,Capital,001,0002 ,0056,350,9,8,12,11,10,3,12,13,13,95,66
14,Capital,001,0002 ,0057,350,3,2,15,4,5,3,14,23,13,112,51
14,Capital,001,0002 ,0058,353,2,7,8,12,12,5,15,7,17,118,57
14,Capital,001,0002 ,0059,350,0,3,12,9,11,3,7,8,23,120,52
14,Capital,001,0002 ,0060,350,7,4,11,6,10,2,19,9,11,104,70
14,Capital,001,0002 ,0061,350,5,2,12,13,8,1,11,11,11,95,64
14,Capital,001,0002 ,0062,350,10,4,18,8,13,1,11,11,18,86,78
14,Capital,001,0002 ,0063,350,6,7,7,2,7,2,17,14,20,100,50
14,Capital,001,0002 ,0064,350,6,2,9,13,11,7,15,13,13,96,66
14,Capital,001,0002 ,0065,354,3,4,12,10,3,1,20,7,14,112,60
14,Capital,001,0002 ,0066,350,6,4,10,8,10,3,16,19,6,126,50
14,Capital,001,0002 ,0067,350,8,3,24,7,8,4,18,14,12,87,62
14,Capital,001,0002 ,0068,350,8,4,12,4,12,5,21,15,10,84,61
14,Capital,001,0002 ,0069,350,5,3,9,5,18,4,10,7,11,103,65
14,Capital,001,0002 ,0070,350,6,4,5,13,13,4,12,25,19,104,53
14,Capital,001,0002 ,0071,350,2,5,10,6,14,2,6,15,14,118,50
14,Capital,001,0002 ,0072,355,3,3,8,6,5,3,26,27,10,200,62
14,Capital,001,0002 ,0073,351,8,6,13,5,11,1,9,19,6,114,66
14,Capital,001,0002 ,0074,350,4,3,9,8,13,1,29,14,14,96,73
14,Capital,001,0002 ,0075,350,1,2,9,7,7,6,20,13,17,108,63
14,Capital,001,0002 ,0076,350,9,3,19,9,16,2,18,11,19,96,43
14,Capital,001,0002 ,0077,350,6,3,9,12,9,3,12,10,12,100,68
14,Capital,001,0002 ,0078,350,13,5,16,10,6,6,12,14,8,99,54
14,Capital,001,0002 ,0079,354,7,2,6,7,18,3,19,22,10,109,57
14,Capital,001,0002 ,0080,350,12,2,8,5,16,2,9,10,6,99,63
14,Capital,001,0002 ,0081,350,10,0,12,8,4,1,16,8,10,104,55
14,Capital,001,0002 ,0082,351,2,4,12,7,11,2,12,13,14,112,61
14,Capital,001,0002 ,0083,355,5,3,5,3,17,3,18,17,12,119,60
14,Capital,001,0002 ,0084,350,5,4,17,9,28,0,8,13,15,88,43
14,Capital,001,0002 ,0085,350,7,4,13,8,8,2,18,8,5,120,57
14,Capital,001,0002 ,0086,350,5,1,10,6,13,1,11,17,6,116,65
14,Capital,001,0002 ,0087,350,4,6,6,4,12,6,9,14,20,98,65
14,Capital,001,0002 ,0088,350,6,4,14,4,8,0,13,23,20,97,57
14,Capital,001,0002 ,0089,255,6,2,9,5,2,1,13,9,4,76,40
14,Capital,001,0002 ,0090,259,7,4,10,6,5,1,10,3,8,87,45
