codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0047,0052,0101,0161,0169,0170,0171,0172
18,Capital                                 ,001,0001 ,0001,321,12,12,3,8,1,68,5,12,23,55,19
18,Capital                                 ,001,0001 ,0002,321,15,1,5,3,5,64,1,17,17,61,25
18,Capital                                 ,001,0001 ,0003,321,16,10,4,6,4,57,3,9,12,39,23
18,Capital                                 ,001,0001 ,0004,320,13,4,7,6,1,54,5,15,24,46,17
18,Capital                                 ,001,0001 ,0005,320,21,3,7,6,2,65,3,6,19,55,29
18,Capital                                 ,001,0001 ,0006,320,15,5,8,1,1,51,4,11,21,64,16
18,Capital                                 ,001,0001 ,0007,320,8,6,8,8,3,59,2,11,18,50,27
18,Capital                                 ,001,0001 ,0008,320,17,3,3,3,0,68,4,14,17,61,17
18,Capital                                 ,001,0001 ,0009,320,18,4,7,5,1,52,1,12,23,48,33
18,Capital                                 ,001,0001 ,0010,320,10,5,8,7,2,60,4,15,22,50,20
18,Capital                                 ,001,0001 ,1001,314,12,2,5,3,3,54,8,12,32,54,28
18,Capital                                 ,001,0001 ,1002,314,20,8,3,5,0,59,6,18,30,53,20
18,Capital                                 ,001,0001 ,1003,314,11,8,10,3,4,43,6,9,24,62,16
18,Capital                                 ,001,0001 ,1004,314,14,4,10,2,3,57,5,4,18,51,21
18,Capital                                 ,001,0001 ,1005,314,13,6,10,3,1,65,4,9,23,58,18
18,Capital                                 ,001,0001 ,1006,314,15,10,6,3,6,57,1,11,20,62,18
18,Capital                                 ,001,0001 ,1007,313,19,4,7,6,2,54,6,11,22,50,20
18,Capital                                 ,001,0001 ,1008,313,22,6,6,7,2,45,3,9,35,63,16
18,Capital                                 ,001,0002 ,0011,301,11,5,7,6,1,57,6,9,16,59,12
18,Capital                                 ,001,0002 ,0012,301,9,4,4,7,1,57,1,9,23,63,17
18,Capital                                 ,001,0002 ,0013,301,4,5,11,5,2,46,0,13,28,48,19
18,Capital                                 ,001,0002 ,0014,301,4,5,7,7,0,55,2,13,22,53,26
18,Capital                                 ,001,0002 ,0015,301,6,4,6,8,3,41,1,5,23,51,26
18,Capital                                 ,001,0002 ,1009,275,5,2,10,6,3,59,5,13,26,56,6
18,Capital                                 ,001,0002 ,1010,275,9,1,4,4,2,53,2,12,23,57,20
18,Capital                                 ,001,0002 ,1011,274,5,5,12,8,2,52,2,9,22,44,13
18,Capital                                 ,001,0002 ,1012,274,8,4,4,8,2,52,0,9,17,61,21
18,Capital                                 ,001,0002 ,1013,274,7,6,9,8,1,64,2,5,28,43,18
18,Capital                                 ,001,0003 ,0016,286,2,2,5,11,0,62,3,12,18,65,23
18,Capital                                 ,001,0003 ,0017,286,3,4,7,4,2,58,2,14,18,50,15
18,Capital                                 ,001,0003 ,0018,286,9,1,3,6,1,42,2,12,17,56,22
18,Capital                                 ,001,0003 ,0019,286,1,3,4,7,0,50,4,7,19,51,27
18,Capital                                 ,001,0003 ,0020,286,3,1,5,3,2,43,2,14,20,53,30
18,Capital                                 ,001,0003 ,0021,286,9,3,4,9,0,38,3,15,21,57,22
18,Capital                                 ,001,0003 ,1014,339,14,12,1,6,1,57,2,16,28,54,20
18,Capital                                 ,001,0003 ,1015,339,8,1,6,6,1,55,2,4,24,71,19
18,Capital                                 ,001,0003 ,1016,339,14,6,8,4,5,44,8,12,27,52,33
18,Capital                                 ,001,0003 ,1017,339,19,6,12,6,2,76,1,16,24,65,19
18,Capital                                 ,001,0004 ,0022,298,20,0,2,6,1,67,8,21,24,54,18
18,Capital                                 ,001,0004 ,0023,297,12,3,3,3,1,65,0,24,29,53,16
18,Capital                                 ,001,0004 ,0024,297,2,10,2,6,1,71,5,11,19,49,11
18,Capital                                 ,001,0004 ,0025,297,9,0,7,5,2,78,0,13,25,63,13
18,Capital                                 ,001,0004 ,1018,326,8,6,7,5,2,73,7,16,35,64,16
18,Capital                                 ,001,0004 ,1019,326,12,7,2,7,0,66,5,15,29,69,9
18,Capital                                 ,001,0004 ,1020,326,4,8,1,6,1,73,4,19,31,46,16
18,Capital                                 ,001,0005 ,0026,297,8,8,5,7,2,82,4,11,16,53,13
18,Capital                                 ,001,0005 ,0027,297,0,5,5,5,0,76,2,22,6,73,9
18,Capital                                 ,001,0005 ,0028,297,6,7,3,2,0,100,0,8,15,61,11
18,Capital                                 ,001,0005 ,0029,297,2,11,4,3,2,64,5,12,16,52,14
18,Capital                                 ,001,0005 ,0030,296,11,10,8,2,0,66,2,17,18,55,12
18,Capital                                 ,001,0005 ,0031,296,11,2,5,2,0,94,6,17,11,37,8
18,Capital                                 ,001,0005 ,1021,292,12,3,5,3,4,71,6,14,17,68,9
18,Capital                                 ,001,0005 ,1022,292,8,4,8,6,5,94,2,14,8,41,7
18,Capital                                 ,001,0005 ,1023,292,20,5,4,6,1,73,4,12,19,57,12
18,Capital                                 ,001,0005 ,1024,291,5,10,4,4,1,97,5,10,12,51,8
18,Capital                                 ,001,0005 ,1025,291,7,3,7,4,0,79,8,16,18,57,9
18,Capital                                 ,001,0006 ,0032,295,2,8,0,0,0,104,2,15,19,60,6
18,Capital                                 ,001,0006 ,0033,295,3,1,4,2,0,102,4,11,19,64,6
18,Capital                                 ,001,0006 ,0034,295,6,0,1,0,1,106,4,20,12,57,6
18,Capital                                 ,001,0006 ,0035,295,2,5,2,0,1,99,0,16,24,66,4
18,Capital                                 ,001,0006 ,1026,276,8,0,3,0,2,59,6,12,22,61,7
18,Capital                                 ,001,0006 ,1027,276,10,1,5,1,2,76,1,14,14,53,5
18,Capital                                 ,001,0006 ,1028,276,4,3,2,0,0,77,5,17,16,52,9
18,Capital                                 ,001,0006 ,1029,276,11,4,1,1,2,85,2,9,16,47,5
18,Capital                                 ,001,0007 ,0036,332,2,2,2,1,1,121,0,20,29,57,3
18,Capital                                 ,001,0007 ,0037,332,2,4,0,1,1,111,1,28,25,47,3
18,Capital                                 ,001,0007 ,0038,332,10,2,1,0,0,111,0,27,36,55,4
18,Capital                                 ,001,0007 ,0039,331,3,8,0,0,2,111,0,23,22,50,16
18,Capital                                 ,001,0007 ,0040,331,2,4,5,2,0,111,2,24,24,58,3
18,Capital                                 ,001,0007 ,0041,331,4,5,0,0,0,118,1,16,31,62,2
18,Capital                                 ,001,0007 ,1030,290,13,4,0,2,3,99,1,25,12,51,2
18,Capital                                 ,001,0007 ,1031,290,7,7,0,1,1,89,4,24,24,43,2
18,Capital                                 ,001,0007 ,1032,289,4,0,3,0,0,75,1,22,20,52,0
18,Capital                                 ,001,0007 ,1033,289,4,1,6,3,3,82,3,21,22,37,1
18,Capital                                 ,001,0007 ,1034,289,4,4,1,1,0,77,2,24,35,58,2
