codprov,coddepto,depto,circuito,mesa,electores,blancos,00036,00050,00037,00047
19,001,Pueyrredon,01020,000344,349,29,8,78,143,20
19,001,Pueyrredon,01020,000345,348,34,11,75,133,24
19,001,Pueyrredon,01020,000346,345,24,18,92,133,15
19,001,Pueyrredon,01020,000347,349,36,10,111,104,25
19,001,Pueyrredon,01020,000348,350,25,11,98,149,17
19,001,Pueyrredon,01020,000349,348,34,6,81,136,21
19,001,Pueyrredon,01020,000350,347,32,6,88,132,20
19,001,Pueyrredon,01020,000351,348,33,12,87,134,19
19,001,Pueyrredon,01020,000352,349,18,12,92,133,16
19,001,Pueyrredon,01020,000353,344,20,8,85,128,21
19,001,Pueyrredon,01020,000354,353,27,13,92,151,18
19,001,Pueyrredon,01020,000355,349,35,11,76,142,28
19,001,Pueyrredon,01020,000356,349,23,8,101,123,28
19,001,Pueyrredon,01020,000357,350,32,7,70,148,17
19,001,Pueyrredon,01020,000358,349,36,6,69,142,24
19,001,Pueyrredon,01020,000359,345,60,9,83,131,2
19,001,Pueyrredon,01020,000360,345,35,11,78,134,23
19,001,Pueyrredon,01020,000361,353,25,12,92,141,15
19,001,Pueyrredon,01020,000362,362,35,13,91,139,25
19,001,Pueyrredon,01020,000363,359,29,6,63,151,19
19,001,Pueyrredon,01020,000364,349,38,12,65,123,28
19,001,Pueyrredon,01020,000365,351,0,11,74,184,25
19,001,Pueyrredon,01020,000366,347,24,11,87,140,17
19,001,Pueyrredon,01020,000367,347,26,10,72,145,28
19,001,Pueyrredon,01020,000368,348,25,7,87,150,18
19,001,Pueyrredon,01021,000369,337,32,11,99,127,12
19,001,Pueyrredon,01021,000370,337,29,11,81,129,19
19,001,Pueyrredon,01021,000371,339,31,10,101,119,20
19,001,Pueyrredon,01021,000372,339,19,6,101,123,22
19,001,Pueyrredon,01021,000373,340,27,9,79,130,22
19,001,Pueyrredon,01021,000374,338,22,13,100,131,15
19,001,Pueyrredon,01021,000375,337,26,13,89,135,12
19,001,Pueyrredon,01021,000376,344,21,8,105,120,26
19,001,Pueyrredon,01021,000377,337,27,6,93,132,17
19,001,Pueyrredon,01021,000378,334,28,7,96,112,26
19,001,Pueyrredon,01021,000379,338,34,11,82,128,19
19,001,Pueyrredon,01021,000380,338,24,6,85,135,19
19,001,Pueyrredon,01021,000381,337,27,6,124,98,28
19,001,Pueyrredon,01021,000382,336,25,6,99,135,24
19,001,Pueyrredon,01021,000383,338,26,3,82,145,25
19,001,Pueyrredon,01021,000384,341,26,7,85,141,25
19,001,Pueyrredon,01021,000385,336,31,7,92,130,18
19,001,Pueyrredon,01021,000386,336,22,14,111,113,17
19,001,Pueyrredon,01021,000387,345,30,11,78,138,19
19,001,Pueyrredon,01021,000388,352,25,10,100,136,22
19,001,Pueyrredon,01021,000389,352,26,9,101,124,19
19,001,Pueyrredon,01021,000390,337,44,8,102,126,0
19,001,Pueyrredon,01021,000391,340,25,8,100,124,23
19,001,Pueyrredon,01021,000392,337,28,7,99,119,20
19,001,Pueyrredon,01022,000393,342,50,13,82,111,24
19,001,Pueyrredon,01022,000394,339,21,4,145,104,21
19,001,Pueyrredon,01022,000395,342,35,17,105,104,24
19,001,Pueyrredon,01022,000396,342,35,10,121,99,18
19,001,Pueyrredon,01022,000397,342,40,8,107,105,29
19,001,Pueyrredon,01022,000398,342,24,12,118,114,20
19,001,Pueyrredon,01022,000399,342,22,4,141,99,26
19,001,Pueyrredon,01022,000400,340,20,9,102,133,18
19,001,Pueyrredon,01022,000401,344,18,9,129,117,16
19,001,Pueyrredon,01022,000402,343,24,9,110,113,16
19,001,Pueyrredon,01022,000403,342,24,11,115,101,18
19,001,Pueyrredon,01022,000404,342,27,14,136,95,16
19,001,Pueyrredon,01022,000405,340,28,17,119,96,24
19,001,Pueyrredon,01022,000406,340,25,5,110,113,21
19,001,Pueyrredon,01022,000407,344,18,12,132,115,18
19,001,Pueyrredon,01022,000408,343,30,15,118,92,25
19,001,Pueyrredon,01022,000409,343,21,11,110,125,22
19,001,Pueyrredon,01022,000410,342,22,12,101,122,22
19,001,Pueyrredon,01022,000411,342,28,8,99,128,16
19,001,Pueyrredon,01022,000412,341,23,10,119,97,20
19,001,Pueyrredon,01022,000413,339,43,11,137,82,11
19,001,Pueyrredon,01022,000414,340,23,10,126,106,25
19,001,Pueyrredon,01022,000415,342,25,10,120,98,22
19,001,Pueyrredon,01022,000416,345,30,9,121,115,16
19,001,Pueyrredon,01022,000417,341,26,12,118,110,20
19,001,Pueyrredon,01022,000418,340,16,13,127,114,18
19,001,Pueyrredon,01022,000419,342,30,10,121,103,25
19,001,Pueyrredon,01022,000420,341,21,10,121,119,15
19,001,Pueyrredon,01022,000421,342,26,11,116,102,25
19,001,Pueyrredon,01022,000422,342,35,14,108,106,17
19,001,Pueyrredon,01022,000423,344,35,11,104,103,28
19,001,Pueyrredon,01022,000424,341,20,7,114,116,18
19,001,Pueyrredon,01022,000425,339,22,10,104,119,28
19,001,Pueyrredon,01022,000426,340,37,15,103,107,20
19,001,Pueyrredon,01022,000427,341,34,12,128,92,21
19,001,Pueyrredon,01022,000428,342,25,14,108,119,21
19,001,Pueyrredon,01022,000429,339,28,6,133,80,19
19,001,Pueyrredon,01022,000430,340,28,10,124,94,19
19,001,Pueyrredon,01022,000431,344,20,16,103,115,18
19,001,Pueyrredon,01022,000432,342,28,9,112,103,24
19,001,Pueyrredon,01022,000433,354,117,10,131,10,21
19,001,Pueyrredon,01022,000434,356,23,13,138,103,27
19,001,Pueyrredon,01022,000435,357,17,11,137,95,24
19,001,Pueyrredon,01022,000436,340,22,10,117,107,12
19,001,Pueyrredon,01022,000437,340,35,2,110,114,16
19,001,Pueyrredon,01022,000438,343,24,9,114,115,27
19,002,Pringles,00016,000553,205,2,1,72,100,3
19,002,Pringles,00016,000554,207,10,3,57,98,5
19,002,Pringles,00017,000555,298,18,2,96,133,8
19,002,Pringles,00017,000556,297,13,1,103,108,13
19,002,Pringles,00017,000557,299,14,7,110,111,12
19,002,Pringles,00017,000558,307,10,6,128,115,8
19,002,Pringles,00019,000580,41,0,0,12,14,1
19,002,Pringles,00020,000581,36,0,1,11,13,0
19,002,Pringles,00021,000582,277,19,1,65,142,4
19,002,Pringles,00021,000583,284,15,2,64,144,8
19,002,Pringles,00022,000584,35,1,0,7,11,6
19,002,Pringles,0022A,000585,29,1,2,12,6,1
19,002,Pringles,00023,000586,98,6,0,14,57,0
19,002,Pringles,00024,000587,329,10,7,74,164,7
19,002,Pringles,00024,000588,328,20,8,86,122,20
19,002,Pringles,00024,000589,329,12,10,78,152,3
19,002,Pringles,00024,000590,329,28,9,65,138,12
19,002,Pringles,00024,000591,329,15,7,102,122,9
19,002,Pringles,00024,000592,335,10,8,108,130,16
19,002,Pringles,00025,000593,249,7,3,36,153,7
19,002,Pringles,00025,000594,254,12,1,40,144,9
19,002,Pringles,00026,000596,275,14,5,88,86,9
19,002,Pringles,0026A,000597,337,30,5,83,140,10
19,002,Pringles,00027,000595,109,1,1,23,57,2
19,002,Pringles,00028,000598,33,3,0,2,14,0
19,002,Pringles,01801,000559,292,12,8,121,86,17
19,002,Pringles,01801,000560,289,12,6,90,102,12
19,002,Pringles,01801,000561,292,10,5,96,92,13
19,002,Pringles,01801,000562,289,15,3,87,115,14
19,002,Pringles,01801,000563,294,11,4,105,97,11
19,002,Pringles,01802,000564,327,19,4,116,97,18
19,002,Pringles,01802,000565,328,13,8,93,125,16
19,002,Pringles,01802,000566,324,11,7,112,124,19
19,002,Pringles,01802,000567,336,19,4,117,113,18
19,002,Pringles,01803,000568,346,25,4,115,139,12
19,002,Pringles,01803,000569,345,22,5,113,136,10
19,002,Pringles,01803,000570,345,17,5,99,156,10
19,002,Pringles,01803,000571,347,24,9,112,132,8
19,002,Pringles,01803,000572,351,11,4,153,120,13
19,002,Pringles,01804,000573,305,8,3,109,115,13
19,002,Pringles,01804,000574,304,14,2,120,101,14
19,002,Pringles,01804,000575,306,109,4,104,11,8
19,002,Pringles,01804,000576,304,29,7,105,102,13
19,002,Pringles,01804,000577,304,23,2,111,103,15
19,002,Pringles,01804,000578,304,35,6,104,109,0
19,002,Pringles,01804,000579,313,22,6,118,99,13
19,003,Pedernera,00031,000883,30,1,0,13,7,3
19,003,Pedernera,00032,000884,147,3,2,45,49,0
19,003,Pedernera,00033,000885,12,3,0,7,0,0
19,003,Pedernera,00035,000916,11,1,0,3,2,0
19,003,Pedernera,00036,000917,249,9,2,84,101,8
19,003,Pedernera,00037,000918,57,2,1,31,8,3
19,003,Pedernera,00038,000919,190,45,0,78,61,6
19,003,Pedernera,00038,000920,190,19,2,83,48,0
19,003,Pedernera,00039,000921,219,23,0,103,55,0
19,003,Pedernera,00039,000922,220,5,0,100,74,9
19,003,Pedernera,00040,000923,223,8,0,143,16,8
19,003,Pedernera,00040,000924,236,7,1,161,24,6
19,003,Pedernera,00041,000925,286,9,3,123,97,9
19,003,Pedernera,3001A,000599,324,18,6,107,113,11
19,003,Pedernera,3001A,000600,320,22,10,83,131,14
19,003,Pedernera,3001A,000601,324,24,12,102,109,10
19,003,Pedernera,3001A,000602,322,27,5,114,110,14
19,003,Pedernera,3001A,000603,321,28,5,104,126,0
19,003,Pedernera,3001A,000604,321,36,10,108,117,0
19,003,Pedernera,3001A,000605,323,25,5,97,117,11
19,003,Pedernera,3001A,000606,331,31,8,93,114,17
19,003,Pedernera,3001A,000607,332,24,9,128,93,18
19,003,Pedernera,3001A,000608,325,23,4,102,115,14
19,003,Pedernera,3001B,000609,346,29,5,143,98,16
19,003,Pedernera,3001B,000610,345,26,9,155,96,20
19,003,Pedernera,3001B,000611,343,34,11,144,99,21
19,003,Pedernera,3001B,000612,347,35,8,126,101,30
19,003,Pedernera,3001B,000613,346,32,11,152,94,21
19,003,Pedernera,3001B,000614,344,27,11,152,94,22
19,003,Pedernera,3001B,000615,342,24,7,154,84,26
19,003,Pedernera,3001B,000616,345,26,4,168,93,21
19,003,Pedernera,3001B,000617,347,21,10,147,103,27
19,003,Pedernera,3001B,000618,344,36,9,150,84,21
19,003,Pedernera,3001B,000619,343,25,4,160,88,18
19,003,Pedernera,3001B,000620,343,37,11,115,98,35
19,003,Pedernera,3001B,000621,342,39,7,161,75,23
19,003,Pedernera,3001B,000622,345,26,11,156,86,25
19,003,Pedernera,3001B,000623,349,36,9,136,102,29
19,003,Pedernera,3001B,000624,344,37,10,135,108,14
19,003,Pedernera,3001B,000625,342,55,6,144,109,0
19,003,Pedernera,3001B,000626,345,43,1,172,82,20
19,003,Pedernera,3001B,000627,349,28,7,139,114,17
19,003,Pedernera,3001B,000628,358,26,10,140,108,27
19,003,Pedernera,3001B,000629,358,34,1,147,101,24
19,003,Pedernera,3001B,000630,360,28,8,137,112,18
19,003,Pedernera,3001B,000631,360,34,8,155,99,22
19,003,Pedernera,3001B,000632,352,32,5,168,94,15
19,003,Pedernera,3001B,000633,343,40,7,139,94,20
19,003,Pedernera,3001B,000634,344,40,7,159,89,12
19,003,Pedernera,3001B,000635,345,39,6,129,100,16
19,003,Pedernera,3001B,000636,346,24,3,149,97,29
19,003,Pedernera,03002,000637,333,25,8,131,96,20
19,003,Pedernera,03002,000638,332,25,5,132,91,20
19,003,Pedernera,03002,000639,332,17,2,167,77,22
19,003,Pedernera,03002,000640,335,14,8,149,85,16
19,003,Pedernera,03002,000641,334,13,9,137,102,14
19,003,Pedernera,03002,000642,336,21,5,153,97,16
19,003,Pedernera,03002,000643,335,26,8,146,76,22
19,003,Pedernera,03002,000644,333,15,6,161,70,23
19,003,Pedernera,03002,000645,335,24,5,149,92,14
19,003,Pedernera,03002,000646,336,32,6,121,106,0
19,003,Pedernera,03002,000647,333,22,4,149,75,17
19,003,Pedernera,03002,000648,346,24,10,143,90,14
19,003,Pedernera,03002,000649,341,26,9,128,75,18
19,003,Pedernera,03002,000650,336,30,6,139,91,23
19,003,Pedernera,03003,000651,340,19,18,140,98,14
19,003,Pedernera,03003,000652,341,38,10,153,89,0
19,003,Pedernera,03003,000653,338,22,12,164,65,24
19,003,Pedernera,03003,000654,338,20,8,163,67,20
19,003,Pedernera,03003,000655,335,21,10,146,84,15
19,003,Pedernera,03003,000656,338,23,6,157,89,21
19,003,Pedernera,03003,000657,338,29,3,144,90,19
19,003,Pedernera,03003,000658,338,17,6,161,82,14
19,003,Pedernera,03003,000659,341,19,7,150,85,12
19,003,Pedernera,03003,000660,340,16,8,151,91,18
19,003,Pedernera,03003,000661,340,19,7,158,93,24
19,003,Pedernera,03003,000662,337,31,13,159,66,13
19,003,Pedernera,03003,000663,338,16,16,157,79,20
19,003,Pedernera,03003,000664,339,22,11,139,100,14
19,003,Pedernera,03003,000665,339,14,9,166,76,21
19,003,Pedernera,03003,000666,338,13,7,168,78,11
19,003,Pedernera,03003,000667,340,38,10,144,89,0
19,003,Pedernera,03003,000668,349,27,9,161,68,15
19,003,Pedernera,03003,000669,348,19,8,180,80,15
19,003,Pedernera,03003,000670,342,28,6,165,71,21
19,003,Pedernera,03004,000671,343,18,6,191,58,13
19,003,Pedernera,03004,000672,341,17,6,167,70,24
19,003,Pedernera,03004,000673,341,13,7,180,60,22
19,003,Pedernera,03004,000674,342,22,13,158,68,22
19,003,Pedernera,03004,000675,339,24,6,171,71,17
19,003,Pedernera,03004,000676,342,15,6,181,71,14
19,003,Pedernera,03004,000677,341,27,7,177,69,20
19,003,Pedernera,03004,000678,336,9,9,180,71,19
19,003,Pedernera,03004,000679,343,19,7,162,92,20
19,003,Pedernera,03004,000680,343,22,6,181,72,25
19,003,Pedernera,03004,000681,343,17,9,160,92,19
19,003,Pedernera,03004,000682,350,15,7,185,63,12
19,003,Pedernera,03004,000683,349,21,8,178,58,22
19,003,Pedernera,03004,000684,345,22,5,165,73,27
19,003,Pedernera,03005,000685,271,21,3,92,85,17
19,003,Pedernera,03005,000686,271,15,2,75,115,11
19,003,Pedernera,03005,000687,277,15,5,97,102,16
19,003,Pedernera,03006,000688,332,23,11,99,115,16
19,003,Pedernera,03006,000689,333,35,8,111,119,0
19,003,Pedernera,03006,000690,333,26,12,105,104,13
19,003,Pedernera,03006,000691,332,25,6,89,132,17
19,003,Pedernera,03006,000692,332,26,9,106,110,26
19,003,Pedernera,03006,000693,333,18,3,130,103,17
19,003,Pedernera,03006,000694,332,17,4,119,115,15
19,003,Pedernera,03006,000695,332,23,5,128,116,11
19,003,Pedernera,03006,000696,341,36,12,98,119,14
19,003,Pedernera,03006,000697,342,21,8,107,128,15
19,003,Pedernera,03006,000698,335,22,8,150,111,14
19,003,Pedernera,03007,000699,337,19,5,128,101,16
19,003,Pedernera,03007,000700,337,19,9,121,122,16
19,003,Pedernera,03007,000701,338,24,10,120,100,27
19,003,Pedernera,03007,000702,338,27,16,120,96,20
19,003,Pedernera,03007,000703,336,22,6,141,101,16
19,003,Pedernera,03007,000704,336,19,9,114,121,18
19,003,Pedernera,03007,000705,335,12,8,120,120,17
19,003,Pedernera,03007,000706,338,12,7,110,117,11
19,003,Pedernera,03007,000707,337,22,7,117,118,0
19,003,Pedernera,03007,000708,334,10,6,118,127,10
19,003,Pedernera,03007,000709,335,18,5,131,109,12
19,003,Pedernera,03007,000710,338,15,4,111,106,27
19,003,Pedernera,03007,000711,349,17,11,134,96,13
19,003,Pedernera,03007,000712,349,17,7,115,112,18
19,003,Pedernera,03007,000713,331,38,13,110,100,0
19,003,Pedernera,03007,000714,337,20,8,119,112,19
19,003,Pedernera,03008,000715,306,22,5,158,51,14
19,003,Pedernera,03008,000716,303,10,6,161,58,11
19,003,Pedernera,03008,000717,308,9,2,166,50,8
19,003,Pedernera,03008,000718,301,26,7,146,50,11
19,003,Pedernera,03008,000719,305,13,5,136,70,10
19,003,Pedernera,03008,000720,313,23,3,137,54,17
19,003,Pedernera,03009,000721,347,16,9,147,80,18
19,003,Pedernera,03009,000722,347,22,7,152,82,16
19,003,Pedernera,03009,000723,343,18,9,170,76,9
19,003,Pedernera,03009,000724,346,18,9,147,75,18
19,003,Pedernera,03009,000725,345,20,7,158,83,9
19,003,Pedernera,03009,000726,352,14,11,158,83,22
19,003,Pedernera,03009,000727,346,23,5,155,77,18
19,003,Pedernera,03009,000728,345,18,4,164,63,19
19,003,Pedernera,03009,000729,348,17,9,152,84,10
19,003,Pedernera,03009,000730,348,15,7,151,95,14
19,003,Pedernera,03009,000731,346,16,2,146,88,20
19,003,Pedernera,03009,000732,344,20,11,154,82,8
19,003,Pedernera,03009,000733,347,15,6,145,85,17
19,003,Pedernera,03009,000734,354,16,6,169,71,13
19,003,Pedernera,03009,000735,357,15,10,170,82,16
19,003,Pedernera,03009,000736,350,22,4,154,78,13
19,003,Pedernera,03010,000737,341,12,7,171,64,14
19,003,Pedernera,03010,000738,342,20,6,162,62,16
19,003,Pedernera,03010,000739,342,15,2,184,62,9
19,003,Pedernera,03010,000740,343,15,6,186,58,10
19,003,Pedernera,03010,000741,348,22,8,159,81,11
19,003,Pedernera,03010,000742,343,18,4,173,55,12
19,003,Pedernera,03010,000743,341,15,6,177,65,4
19,003,Pedernera,03010,000744,346,14,4,178,64,12
19,003,Pedernera,03010,000745,340,18,6,170,68,9
19,003,Pedernera,03010,000746,355,11,6,183,62,10
19,003,Pedernera,03010,000747,346,18,9,166,56,16
19,003,Pedernera,03010,000748,348,11,6,177,68,11
19,003,Pedernera,03011,000749,340,11,4,186,66,18
19,003,Pedernera,03011,000750,339,20,2,173,65,14
19,003,Pedernera,03011,000751,348,19,4,186,53,12
19,003,Pedernera,03011,000752,347,15,6,186,62,10
19,003,Pedernera,03011,000753,341,23,3,170,58,12
19,003,Pedernera,03011,000754,340,25,2,181,49,15
19,003,Pedernera,03011,000755,340,19,9,183,59,15
19,003,Pedernera,03011,000756,338,15,4,185,59,13
19,003,Pedernera,03011,000757,341,15,6,188,56,16
19,003,Pedernera,03011,000758,342,17,3,172,78,16
19,003,Pedernera,03011,000759,341,22,2,161,73,14
19,003,Pedernera,03012,000760,313,23,5,169,55,0
19,003,Pedernera,03012,000761,311,9,8,184,42,10
19,003,Pedernera,03012,000762,314,8,9,161,53,8
19,003,Pedernera,03012,000763,316,24,8,159,55,10
19,003,Pedernera,03012,000764,313,11,3,152,63,17
19,003,Pedernera,03012,000765,311,12,6,165,44,16
19,003,Pedernera,03012,000766,314,13,7,160,54,7
19,003,Pedernera,03012,000767,317,17,6,149,53,11
19,003,Pedernera,03013,000768,309,14,6,151,62,12
19,003,Pedernera,03013,000769,305,23,3,127,76,18
19,003,Pedernera,03013,000770,305,13,4,164,59,8
19,003,Pedernera,03013,000771,313,27,4,163,58,0
19,003,Pedernera,03013,000772,309,17,6,179,49,14
19,003,Pedernera,03013,000773,309,12,4,163,63,12
19,003,Pedernera,03013,000774,318,13,2,174,55,12
19,003,Pedernera,03013,000775,310,14,4,152,51,14
19,003,Pedernera,03014,000776,333,27,7,110,108,12
19,003,Pedernera,03014,000777,330,22,9,113,115,11
19,003,Pedernera,03014,000778,331,14,6,112,112,17
19,003,Pedernera,03014,000779,332,15,12,85,128,11
19,003,Pedernera,03014,000780,335,16,4,117,117,18
19,003,Pedernera,03014,000781,331,17,7,128,110,12
19,003,Pedernera,03014,000782,337,14,3,105,138,10
19,003,Pedernera,03014,000783,347,19,2,117,124,21
19,003,Pedernera,03014,000784,337,25,8,80,152,11
19,003,Pedernera,03014,000785,336,19,3,117,114,12
19,003,Pedernera,03015,000786,328,22,6,106,123,23
19,003,Pedernera,03015,000787,328,27,9,98,130,21
19,003,Pedernera,03015,000788,330,30,5,115,117,18
19,003,Pedernera,03015,000789,330,20,7,92,140,19
19,003,Pedernera,03015,000790,328,30,9,99,129,16
19,003,Pedernera,03015,000791,328,15,4,94,140,18
19,003,Pedernera,03015,000792,328,15,5,96,138,16
19,003,Pedernera,03015,000793,330,28,6,109,102,22
19,003,Pedernera,03015,000794,332,31,2,100,125,20
19,003,Pedernera,03015,000795,343,23,7,94,127,22
19,003,Pedernera,03015,000796,339,23,3,105,135,20
19,003,Pedernera,03015,000797,325,30,9,92,136,12
19,003,Pedernera,03015,000798,336,16,0,105,142,19
19,003,Pedernera,03016,000799,348,17,8,129,124,19
19,003,Pedernera,03016,000800,349,24,8,132,109,14
19,003,Pedernera,03016,000801,346,21,7,135,100,22
19,003,Pedernera,03016,000802,346,19,5,133,112,16
19,003,Pedernera,03016,000803,348,19,7,137,100,25
19,003,Pedernera,03016,000804,346,24,6,125,119,19
19,003,Pedernera,03016,000805,348,30,6,124,114,23
19,003,Pedernera,03016,000806,351,24,13,140,99,20
19,003,Pedernera,03016,000807,345,18,6,118,131,12
19,003,Pedernera,03016,000808,348,21,9,142,106,29
19,003,Pedernera,03016,000809,357,28,6,134,122,11
19,003,Pedernera,03016,000810,355,21,5,115,118,22
19,003,Pedernera,03016,000811,351,17,8,139,114,22
19,003,Pedernera,03017,000812,335,21,8,142,102,17
19,003,Pedernera,03017,000813,335,25,3,146,90,20
19,003,Pedernera,03017,000814,336,22,10,141,104,17
19,003,Pedernera,03017,000815,339,24,7,145,94,20
19,003,Pedernera,03017,000816,338,15,9,149,99,14
19,003,Pedernera,03017,000817,342,30,10,127,105,14
19,003,Pedernera,03017,000818,337,26,5,131,106,25
19,003,Pedernera,03017,000819,339,25,13,148,90,24
19,003,Pedernera,03017,000820,338,22,8,149,96,25
19,003,Pedernera,03017,000821,339,18,9,126,116,22
19,003,Pedernera,03017,000822,351,18,9,156,88,18
19,003,Pedernera,03017,000823,355,21,8,148,100,23
19,003,Pedernera,03017,000824,339,21,4,133,104,19
19,003,Pedernera,03017,000825,341,27,7,142,93,19
19,003,Pedernera,03018,000826,333,16,9,137,102,14
19,003,Pedernera,03018,000827,332,21,2,136,99,29
19,003,Pedernera,03018,000828,331,32,10,120,111,16
19,003,Pedernera,03018,000829,332,25,8,138,99,18
19,003,Pedernera,03018,000830,325,22,3,128,95,22
19,003,Pedernera,03018,000831,329,32,8,105,109,13
19,003,Pedernera,03018,000832,333,26,12,129,102,27
19,003,Pedernera,03018,000833,330,30,7,130,100,21
19,003,Pedernera,03018,000834,330,21,9,132,93,25
19,003,Pedernera,03018,000835,330,24,17,127,82,24
19,003,Pedernera,03018,000836,329,40,10,129,99,0
19,003,Pedernera,03018,000837,332,30,8,120,120,22
19,003,Pedernera,03018,000838,332,22,7,128,90,24
19,003,Pedernera,03018,000839,332,17,2,126,87,33
19,003,Pedernera,03018,000840,338,19,7,136,94,33
19,003,Pedernera,03018,000841,344,17,5,135,112,19
19,003,Pedernera,03018,000842,332,29,11,121,93,16
19,003,Pedernera,03018,000843,336,21,8,123,113,16
19,003,Pedernera,03019,000844,349,34,7,89,142,18
19,003,Pedernera,03019,000845,347,28,8,99,139,15
19,003,Pedernera,03019,000846,348,29,10,83,158,9
19,003,Pedernera,03019,000847,347,27,4,91,151,11
19,003,Pedernera,03019,000848,350,22,7,78,165,23
19,003,Pedernera,03019,000849,351,40,9,79,139,20
19,003,Pedernera,03019,000850,362,33,11,69,180,9
19,003,Pedernera,03019,000851,363,34,2,85,163,13
19,003,Pedernera,03019,000852,353,28,7,98,153,10
19,003,Pedernera,03019,000853,348,35,13,70,153,0
19,003,Pedernera,03019,000854,349,33,6,89,155,0
19,003,Pedernera,03020,000855,340,20,11,153,86,24
19,003,Pedernera,03020,000856,341,27,4,160,86,17
19,003,Pedernera,03020,000857,343,19,9,168,88,20
19,003,Pedernera,03020,000858,344,28,5,167,82,24
19,003,Pedernera,03020,000859,354,34,3,179,78,23
19,003,Pedernera,03020,000860,346,14,6,181,87,14
19,003,Pedernera,03020,000861,344,17,3,180,90,24
19,003,Pedernera,03021,000862,338,16,7,156,91,15
19,003,Pedernera,03021,000863,337,18,6,169,80,20
19,003,Pedernera,03021,000864,339,44,6,155,98,0
19,003,Pedernera,03021,000865,339,16,7,156,102,21
19,003,Pedernera,03021,000866,340,47,4,140,99,0
19,003,Pedernera,03021,000867,339,22,9,151,90,16
19,003,Pedernera,03021,000868,336,18,9,154,82,23
19,003,Pedernera,03021,000869,338,30,7,146,76,18
19,003,Pedernera,03021,000870,339,20,2,145,92,20
19,003,Pedernera,03021,000871,344,20,10,139,83,28
19,003,Pedernera,03021,000872,333,28,8,136,91,19
19,003,Pedernera,03021,000873,337,11,3,156,90,29
19,003,Pedernera,03021,000874,338,19,7,172,84,11
19,003,Pedernera,03021,000875,340,20,9,163,86,18
19,003,Pedernera,03021,000876,337,18,5,179,80,16
19,003,Pedernera,03021,000877,338,24,5,167,80,17
19,003,Pedernera,03021,000878,336,30,8,151,79,19
19,003,Pedernera,03021,000879,350,25,4,168,86,21
19,003,Pedernera,03021,000880,351,22,2,173,80,19
19,003,Pedernera,03021,000881,338,20,10,176,74,14
19,003,Pedernera,03021,000882,342,29,2,154,81,26
19,003,Pedernera,03401,000886,305,18,4,59,150,13
19,003,Pedernera,03401,000887,306,16,1,69,137,5
19,003,Pedernera,03401,000888,305,11,7,86,112,11
19,003,Pedernera,03401,000889,305,20,1,82,121,20
19,003,Pedernera,03401,000890,305,28,6,80,118,11
19,003,Pedernera,03401,000891,313,14,4,75,138,13
19,003,Pedernera,03402,000892,330,16,6,91,150,16
19,003,Pedernera,03402,000893,328,24,5,101,118,9
19,003,Pedernera,03402,000894,329,14,7,110,105,20
19,003,Pedernera,03402,000895,331,13,3,103,120,20
19,003,Pedernera,03402,000896,336,16,6,113,119,13
19,003,Pedernera,03403,000897,256,20,4,117,57,9
19,003,Pedernera,03403,000898,253,26,1,97,75,0
19,003,Pedernera,03403,000899,258,20,2,81,86,10
19,003,Pedernera,03404,000900,297,17,3,114,92,13
19,003,Pedernera,03404,000901,297,14,6,133,78,13
19,003,Pedernera,03404,000902,299,19,2,99,99,7
19,003,Pedernera,03404,000903,302,27,4,95,105,6
19,003,Pedernera,03405,000904,338,32,7,91,139,16
19,003,Pedernera,03405,000905,338,24,6,113,124,19
19,003,Pedernera,03405,000906,337,16,1,119,120,18
19,003,Pedernera,03405,000907,336,37,10,94,120,21
19,003,Pedernera,03405,000908,336,29,4,128,105,14
19,003,Pedernera,03405,000909,343,23,5,92,150,16
19,003,Pedernera,03406,000910,306,16,4,92,123,12
19,003,Pedernera,03406,000911,308,11,5,85,123,14
19,003,Pedernera,03406,000912,309,20,10,68,118,12
19,003,Pedernera,03407,000913,261,18,4,58,110,13
19,003,Pedernera,03407,000914,254,19,3,70,95,8
19,003,Pedernera,03407,000915,262,15,6,79,96,13
19,004,Chacabuco,00042,000926,329,21,6,101,132,11
19,004,Chacabuco,00042,000927,329,16,13,91,136,16
19,004,Chacabuco,00042,000928,329,18,5,111,123,8
19,004,Chacabuco,00042,000929,329,13,3,105,141,17
19,004,Chacabuco,00042,000930,328,34,8,126,106,0
19,004,Chacabuco,00042,000931,329,11,8,79,149,13
19,004,Chacabuco,00042,000932,325,24,8,90,127,0
19,004,Chacabuco,00042,000933,327,21,8,93,133,13
19,004,Chacabuco,00042,000934,329,14,6,122,104,16
19,004,Chacabuco,00042,000935,331,18,9,101,127,10
19,004,Chacabuco,00042,000936,327,17,4,92,133,8
19,004,Chacabuco,00042,000937,330,16,6,81,155,14
19,004,Chacabuco,00042,000938,332,17,6,109,126,18
19,004,Chacabuco,00042,000939,332,11,4,116,119,17
19,004,Chacabuco,00042,000940,341,19,7,116,123,12
19,004,Chacabuco,00042,000941,334,14,8,108,110,13
19,004,Chacabuco,00042,000942,330,17,8,92,129,16
19,004,Chacabuco,00043,000943,290,8,2,54,159,10
19,004,Chacabuco,00043,000944,295,6,5,67,154,12
19,004,Chacabuco,00044,000945,277,7,3,69,139,7
19,004,Chacabuco,00045,000946,335,18,2,84,147,16
19,004,Chacabuco,00045,000947,337,12,4,90,165,14
19,004,Chacabuco,00045,000948,335,11,3,116,122,11
