codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0050,0501,0529,0531
14,Capital,001,0001 ,0001,349,2,2,116,19,12,50,39
14,Capital,001,0001 ,0002,352,1,2,142,16,12,46,29
14,Capital,001,0001 ,0003,348,2,3,126,14,15,42,38
14,Capital,001,0001 ,0004,350,1,2,107,7,15,62,40
14,Capital,001,0001 ,0005,352,3,2,90,13,16,58,55
14,Capital,001,0001 ,0006,351,1,5,120,19,20,44,43
14,Capital,001,0001 ,0007,350,1,4,131,18,13,43,26
14,Capital,001,0001 ,0008,350,0,0,128,13,7,52,22
14,Capital,001,0001 ,0009,351,1,1,126,15,11,54,24
14,Capital,001,0001 ,0010,349,2,4,124,14,5,68,29
14,Capital,001,0001 ,0011,351,2,2,117,14,15,47,39
14,Capital,001,0001 ,0012,348,4,0,111,19,13,61,31
14,Capital,001,0001 ,0013,348,6,0,112,26,21,47,24
14,Capital,001,0001 ,0014,349,4,0,124,13,9,55,29
14,Capital,001,0001 ,0015,349,3,1,101,25,9,59,33
14,Capital,001,0001 ,0016,347,0,2,130,12,11,59,30
14,Capital,001,0001 ,0017,350,2,4,113,10,15,47,37
14,Capital,001,0001 ,0018,349,1,3,117,14,11,52,43
14,Capital,001,0001 ,0019,347,0,3,121,27,14,46,36
14,Capital,001,0001 ,0020,351,4,3,141,12,11,50,21
14,Capital,001,0001 ,0021,350,4,3,121,11,15,57,33
14,Capital,001,0001 ,0022,351,2,0,125,12,11,49,40
14,Capital,001,0001 ,0023,352,1,4,121,17,10,57,38
14,Capital,001,0001 ,0024,350,2,6,116,12,14,62,39
14,Capital,001,0001 ,0025,350,3,2,131,14,9,52,39
14,Capital,001,0001 ,0026,349,2,5,121,15,11,49,28
14,Capital,001,0001 ,0027,349,3,2,125,11,18,42,40
14,Capital,001,0001 ,0028,348,2,1,140,15,15,46,41
14,Capital,001,0001 ,0029,350,1,2,110,18,8,55,32
14,Capital,001,0001 ,0030,348,1,1,120,15,8,63,42
14,Capital,001,0001 ,0031,349,1,3,132,13,10,43,37
14,Capital,001,0001 ,0032,350,2,1,134,13,14,47,26
14,Capital,001,0001 ,0033,350,2,2,94,11,16,57,47
14,Capital,001,0001 ,0034,349,2,2,107,18,10,56,47
14,Capital,001,0001 ,0035,348,1,2,128,17,10,50,33
14,Capital,001,0001 ,0036,351,2,2,113,10,15,50,38
14,Capital,001,0001 ,0037,352,2,3,129,13,9,57,31
14,Capital,001,0001 ,0038,348,1,2,125,14,9,54,39
14,Capital,001,0001 ,0039,350,1,2,147,13,8,53,26
14,Capital,001,0001 ,0040,351,3,4,164,17,17,64,20
14,Capital,001,0001 ,0041,351,4,1,122,11,15,45,32
14,Capital,001,0001 ,0042,327,0,1,128,14,2,45,24
14,Capital,001,0001 ,0043,328,0,3,136,10,6,50,29
14,Capital,001,0002 ,0044,351,1,10,100,17,10,66,55
14,Capital,001,0002 ,0045,350,0,2,103,16,13,71,6
14,Capital,001,0002 ,0046,349,3,2,79,15,21,77,57
14,Capital,001,0002 ,0047,351,3,4,91,9,18,71,57
14,Capital,001,0002 ,0048,350,0,2,93,14,16,53,68
14,Capital,001,0002 ,0049,351,2,1,85,9,13,84,68
14,Capital,001,0002 ,0050,348,2,3,87,15,13,75,61
14,Capital,001,0002 ,0051,349,2,4,66,19,17,84,60
14,Capital,001,0002 ,0052,351,2,1,96,5,16,72,59
14,Capital,001,0002 ,0053,350,1,4,96,17,18,73,53
14,Capital,001,0002 ,0054,350,2,6,67,15,14,89,66
14,Capital,001,0002 ,0055,351,2,1,97,12,26,72,48
14,Capital,001,0002 ,0056,350,4,4,90,18,18,64,58
14,Capital,001,0002 ,0057,350,3,4,100,20,12,77,51
14,Capital,001,0002 ,0058,350,8,3,90,10,12,77,74
14,Capital,001,0002 ,0059,347,2,3,100,13,23,83,49
14,Capital,001,0002 ,0060,350,3,6,72,19,23,91,49
14,Capital,001,0002 ,0061,349,2,3,81,13,21,80,61
14,Capital,001,0002 ,0062,351,4,6,88,14,18,78,55
14,Capital,001,0002 ,0063,351,2,5,96,29,11,74,49
14,Capital,001,0002 ,0064,352,4,2,108,17,10,71,53
14,Capital,001,0002 ,0065,351,2,3,85,19,22,71,52
14,Capital,001,0002 ,0066,349,5,6,77,21,18,73,61
14,Capital,001,0002 ,0067,351,3,0,77,16,21,75,60
14,Capital,001,0002 ,0068,352,3,1,101,16,15,84,38
14,Capital,001,0002 ,0069,350,0,3,86,19,23,74,55
14,Capital,001,0002 ,0070,352,1,4,105,13,25,79,39
14,Capital,001,0002 ,0071,351,0,6,105,26,21,65,38
14,Capital,001,0002 ,0072,347,2,3,81,18,21,69,56
14,Capital,001,0002 ,0073,349,3,6,99,9,24,73,56
14,Capital,001,0002 ,0074,350,2,7,93,14,14,63,58
14,Capital,001,0002 ,0075,349,1,6,83,14,24,72,57
14,Capital,001,0002 ,0076,350,2,4,120,22,20,49,52
14,Capital,001,0002 ,0077,350,5,0,109,17,13,65,53
14,Capital,001,0002 ,0078,348,5,1,116,18,18,84,50
14,Capital,001,0002 ,0079,350,0,5,83,15,18,69,65
14,Capital,001,0002 ,0080,350,1,3,91,20,16,70,66
14,Capital,001,0002 ,0081,351,1,6,105,14,12,65,58
14,Capital,001,0002 ,0082,349,1,1,93,27,22,61,48
14,Capital,001,0002 ,0083,349,5,0,99,18,11,57,56
14,Capital,001,0002 ,0084,350,4,3,66,16,25,83,53
14,Capital,001,0002 ,0085,350,2,4,101,14,19,73,45
14,Capital,001,0002 ,0086,350,0,3,95,13,20,86,39
14,Capital,001,0002 ,0087,350,0,7,94,13,19,60,62
14,Capital,001,0002 ,0088,351,2,9,87,12,13,81,55
14,Capital,001,0002 ,0089,351,3,4,87,18,14,91,48
14,Capital,001,0002 ,0090,351,2,4,94,13,11,76,55
14,Capital,001,0002 ,0091,350,4,7,83,21,15,69,53
14,Capital,001,0002 ,0092,348,4,0,96,13,11,76,53
14,Capital,001,0002 ,0093,351,4,3,105,15,14,65,0
14,Capital,001,0002 ,0094,351,0,10,75,14,15,84,52
14,Capital,001,0002 ,0095,351,2,5,83,15,17,67,61
14,Capital,001,0002 ,0096,221,1,3,78,11,5,42,27
14,Capital,001,0002 ,0097,221,3,5,74,9,13,31,26
14,Capital,001,0003 ,0098,349,1,8,100,13,17,67,64
14,Capital,001,0003 ,0099,352,1,5,112,13,19,75,56
14,Capital,001,0003 ,0100,351,1,3,107,16,18,57,56
14,Capital,001,0003 ,0101,351,2,2,97,16,18,75,67
14,Capital,001,0003 ,0102,349,2,5,105,22,13,65,59
14,Capital,001,0003 ,0103,350,2,8,127,25,18,59,43
14,Capital,001,0003 ,0104,349,2,2,93,17,20,74,41
14,Capital,001,0003 ,0105,350,0,3,98,15,19,66,61
14,Capital,001,0003 ,0106,349,0,0,108,19,14,64,50
14,Capital,001,0003 ,0107,348,2,3,104,22,15,70,53
14,Capital,001,0003 ,0108,350,1,3,117,19,11,67,55
14,Capital,001,0003 ,0109,349,2,2,109,14,23,68,47
14,Capital,001,0003 ,0110,350,3,3,118,17,18,41,65
14,Capital,001,0003 ,0111,349,4,4,96,13,17,57,57
14,Capital,001,0003 ,0112,350,2,7,112,17,15,64,47
14,Capital,001,0003 ,0113,347,1,0,126,22,18,59,30
14,Capital,001,0003 ,0114,350,1,5,99,16,18,75,47
14,Capital,001,0003 ,0115,350,3,3,103,21,13,68,57
14,Capital,001,0003 ,0116,349,3,5,85,26,17,75,62
14,Capital,001,0003 ,0117,349,1,5,117,21,12,75,37
14,Capital,001,0003 ,0118,350,3,7,104,15,22,71,40
14,Capital,001,0003 ,0119,349,0,6,120,21,11,65,57
14,Capital,001,0003 ,0120,349,0,8,87,19,12,50,68
14,Capital,001,0003 ,0121,350,3,0,107,17,17,56,59
14,Capital,001,0003 ,0122,351,2,1,145,11,13,56,47
14,Capital,001,0003 ,0123,350,1,4,104,15,14,75,48
14,Capital,001,0003 ,0124,349,7,4,143,17,14,66,36
14,Capital,001,0003 ,0125,350,2,4,116,16,15,77,46
14,Capital,001,0003 ,0126,350,1,4,113,11,18,58,54
14,Capital,001,0003 ,0127,352,0,6,116,12,13,66,46
14,Capital,001,0003 ,0128,349,1,3,125,13,22,73,57
14,Capital,001,0003 ,0129,349,0,2,89,24,17,73,57
14,Capital,001,0003 ,0130,349,4,7,114,24,21,56,49
14,Capital,001,0003 ,0131,348,4,5,113,11,9,71,47
14,Capital,001,0003 ,0132,352,5,3,109,20,24,66,46
14,Capital,001,0003 ,0133,348,1,5,110,22,9,53,57
14,Capital,001,0003 ,0134,348,1,2,120,18,22,75,34
14,Capital,001,0003 ,0135,350,0,1,114,13,13,68,45
14,Capital,001,0003 ,0136,349,1,5,132,13,22,49,41
14,Capital,001,0003 ,0137,350,0,3,133,14,21,66,41
14,Capital,001,0003 ,0138,352,2,5,104,14,14,72,62
14,Capital,001,0003 ,0139,350,3,4,111,22,11,68,50
14,Capital,001,0003 ,0140,351,4,0,85,24,13,75,53
14,Capital,001,0003 ,0141,350,7,1,116,22,12,63,51
14,Capital,001,0003 ,0142,350,0,6,98,8,30,69,66
14,Capital,001,0003 ,0143,350,1,2,115,16,26,53,52
14,Capital,001,0003 ,0144,349,0,8,117,17,15,74,53
14,Capital,001,0003 ,0145,352,1,3,121,13,17,67,48
14,Capital,001,0003 ,0146,350,0,6,116,19,24,69,49
14,Capital,001,0003 ,0147,348,2,4,107,13,19,62,60
14,Capital,001,0003 ,0148,350,2,5,105,19,15,73,55
14,Capital,001,0003 ,0149,267,3,0,77,14,12,49,42
14,Capital,001,0003 ,0150,265,1,3,89,14,14,48,34
14,Capital,001,0003A,0151,351,3,5,73,24,31,87,63
14,Capital,001,0003A,0152,349,4,1,94,20,17,69,75
14,Capital,001,0003A,0153,350,4,6,105,18,21,79,58
14,Capital,001,0003A,0154,350,3,6,98,10,23,67,76
14,Capital,001,0003A,0155,351,3,6,82,17,21,73,66
14,Capital,001,0003A,0156,349,0,7,99,12,29,88,52
14,Capital,001,0003A,0157,349,1,4,101,19,22,77,59
14,Capital,001,0003A,0158,349,2,3,84,17,28,78,66
14,Capital,001,0003A,0159,350,1,4,99,10,20,83,63
14,Capital,001,0003A,0160,350,5,0,89,25,22,79,72
14,Capital,001,0003A,0161,352,4,4,101,20,23,97,50
14,Capital,001,0003A,0162,349,1,6,97,16,33,76,64
14,Capital,001,0003A,0163,350,4,1,98,17,17,78,60
14,Capital,001,0003A,0164,350,3,8,105,20,24,70,63
14,Capital,001,0003A,0165,350,3,4,99,19,23,87,46
14,Capital,001,0003A,0166,352,2,8,90,17,22,80,60
14,Capital,001,0003A,0167,350,1,2,115,12,19,76,62
14,Capital,001,0003A,0168,350,5,2,90,13,20,85,69
14,Capital,001,0003A,0169,350,3,3,113,12,23,72,62
14,Capital,001,0003A,0170,350,3,1,85,14,29,81,71
14,Capital,001,0003A,0171,349,4,5,95,14,20,85,65
14,Capital,001,0003A,0172,350,1,8,94,11,22,76,74
14,Capital,001,0003A,0173,349,5,0,92,15,21,88,79
14,Capital,001,0003A,0174,349,2,4,88,24,28,78,69
14,Capital,001,0003A,0175,350,3,4,90,14,28,82,68
14,Capital,001,0003A,0176,350,2,8,95,12,18,77,75
14,Capital,001,0003A,0177,349,0,12,96,9,26,75,73
14,Capital,001,0003A,0178,351,1,4,90,19,20,86,58
14,Capital,001,0003A,0179,350,6,6,103,16,13,93,48
14,Capital,001,0003A,0180,349,3,6,101,19,18,81,64
14,Capital,001,0003A,0181,351,2,7,79,14,30,91,65
14,Capital,001,0003A,0182,348,3,5,77,14,20,80,80
14,Capital,001,0003A,0183,350,0,0,0,0,0,0,0
14,Capital,001,0003A,0184,352,0,13,116,19,26,62,68
14,Capital,001,0003A,0185,350,0,8,110,13,18,80,74
14,Capital,001,0003A,0186,351,1,0,93,14,23,81,70
14,Capital,001,0003A,0187,350,2,6,99,19,22,81,65
14,Capital,001,0003A,0188,349,0,5,109,20,20,69,67
14,Capital,001,0003A,0189,350,2,8,101,14,14,77,73
14,Capital,001,0003A,0190,350,1,7,88,16,20,80,68
14,Capital,001,0003A,0191,353,2,9,96,15,20,85,70
14,Capital,001,0003A,0192,348,3,6,99,17,19,70,62
14,Capital,001,0003A,0193,351,1,8,116,22,17,51,66
14,Capital,001,0003A,0194,350,2,3,79,17,22,76,81
14,Capital,001,0003A,0195,350,2,2,95,19,36,71,62
14,Capital,001,0003A,0196,349,9,1,79,22,28,60,74
14,Capital,001,0003A,0197,350,2,7,73,28,31,85,64
14,Capital,001,0003A,0198,349,2,6,112,6,25,72,54
14,Capital,001,0003A,0199,350,1,5,94,18,14,85,57
14,Capital,001,0003A,0200,350,4,5,90,12,21,81,69
14,Capital,001,0003A,0201,348,8,6,95,13,18,74,73
14,Capital,001,0003A,0202,350,3,4,101,16,33,68,62
14,Capital,001,0003A,0203,349,1,4,93,21,24,99,46
14,Capital,001,0003A,0204,350,3,4,93,24,26,62,69
14,Capital,001,0003A,0205,350,1,7,83,14,18,81,93
14,Capital,001,0003A,0206,350,4,5,72,14,26,88,67
14,Capital,001,0003A,0207,350,11,0,98,13,23,84,49
14,Capital,001,0003A,0208,217,1,3,65,10,11,40,46
14,Capital,001,0003A,0209,216,1,5,63,13,4,42,64
14,Capital,001,0004 ,0210,351,3,4,75,20,20,83,87
14,Capital,001,0004 ,0211,350,3,5,91,10,25,64,100
14,Capital,001,0004 ,0212,349,2,3,94,19,20,85,65
14,Capital,001,0004 ,0213,352,5,7,91,15,19,77,58
14,Capital,001,0004 ,0214,350,4,4,93,16,22,81,76
14,Capital,001,0004 ,0215,350,6,6,88,12,22,47,90
14,Capital,001,0004 ,0216,348,0,1,88,19,17,74,76
14,Capital,001,0004 ,0217,349,3,3,95,15,28,61,70
14,Capital,001,0004 ,0218,350,4,6,74,15,21,98,69
14,Capital,001,0004 ,0219,351,11,0,86,14,22,86,69
14,Capital,001,0004 ,0220,350,3,6,94,10,15,83,64
14,Capital,001,0004 ,0221,350,6,5,97,11,31,61,70
14,Capital,001,0004 ,0222,349,2,3,82,10,15,90,71
14,Capital,001,0004 ,0223,350,6,12,89,18,15,80,58
14,Capital,001,0004 ,0224,350,1,6,97,11,21,72,64
14,Capital,001,0004 ,0225,349,3,4,97,12,23,84,56
14,Capital,001,0004 ,0226,349,3,4,93,14,32,91,61
14,Capital,001,0004 ,0227,349,2,21,90,8,17,71,64
14,Capital,001,0004 ,0228,350,4,6,116,16,20,73,47
14,Capital,001,0004 ,0229,349,2,4,96,25,20,69,66
14,Capital,001,0004 ,0230,351,2,7,98,15,17,80,65
14,Capital,001,0004 ,0231,350,4,8,93,13,16,77,68
14,Capital,001,0004 ,0232,351,1,5,68,11,19,104,76
14,Capital,001,0004 ,0233,350,2,6,82,12,21,88,67
14,Capital,001,0004 ,0234,352,7,0,89,8,22,107,63
14,Capital,001,0004 ,0235,353,6,2,111,9,16,73,66
14,Capital,001,0004 ,0236,351,1,6,93,10,13,68,94
14,Capital,001,0004 ,0237,349,5,1,89,17,13,98,55
14,Capital,001,0004 ,0238,349,2,8,118,9,18,74,52
14,Capital,001,0004 ,0239,350,2,2,111,18,13,78,54
14,Capital,001,0004 ,0240,351,3,6,77,15,25,74,76
14,Capital,001,0004 ,0241,351,2,1,110,6,13,81,61
14,Capital,001,0004 ,0242,349,4,7,105,21,19,67,63
14,Capital,001,0004 ,0243,350,2,3,77,11,17,89,82
14,Capital,001,0004 ,0244,351,1,2,76,17,21,87,67
14,Capital,001,0004 ,0245,348,2,7,96,16,11,61,80
14,Capital,001,0004 ,0246,351,0,2,89,11,34,70,69
14,Capital,001,0004 ,0247,350,3,7,10,12,24,66,64
14,Capital,001,0004 ,0248,347,2,8,93,15,20,69,63
14,Capital,001,0004 ,0249,350,2,2,78,24,14,76,69
14,Capital,001,0004 ,0250,349,5,4,101,11,22,77,68
14,Capital,001,0004 ,0251,352,1,10,90,11,24,74,0
14,Capital,001,0004 ,0252,352,2,8,92,13,14,84,81
14,Capital,001,0004 ,0253,350,1,4,113,20,18,76,53
14,Capital,001,0004 ,0254,348,1,8,95,13,23,99,45
14,Capital,001,0004 ,0255,350,2,6,66,17,22,83,84
14,Capital,001,0004 ,0256,349,2,3,109,14,21,74,58
14,Capital,001,0004 ,0257,350,2,4,81,14,19,65,85
14,Capital,001,0004 ,0258,349,1,6,66,16,18,89,73
14,Capital,001,0004 ,0259,350,1,9,85,18,16,69,67
14,Capital,001,0004 ,0260,350,6,2,97,10,20,85,50
14,Capital,001,0004 ,0261,350,5,7,93,21,20,75,51
14,Capital,001,0004 ,0262,349,5,2,102,15,16,70,63
14,Capital,001,0004 ,0263,349,2,3,87,8,18,67,92
14,Capital,001,0004 ,0264,350,4,1,75,13,24,82,78
14,Capital,001,0004 ,0265,350,2,2,82,14,29,82,61
14,Capital,001,0004 ,0266,351,4,4,99,16,17,81,52
14,Capital,001,0004 ,0267,351,4,3,81,16,18,95,63
14,Capital,001,0004 ,0268,351,5,8,104,16,24,68,65
14,Capital,001,0004 ,0269,350,5,6,88,11,15,80,54
14,Capital,001,0004 ,0270,349,0,1,88,17,16,73,75
14,Capital,001,0004 ,0271,349,5,5,94,16,16,70,68
14,Capital,001,0004 ,0272,350,3,4,78,24,19,87,73
14,Capital,001,0004 ,0273,350,1,8,80,19,21,85,72
14,Capital,001,0004 ,0274,350,2,4,90,18,18,89,73
14,Capital,001,0004 ,0275,349,2,5,101,13,21,86,58
14,Capital,001,0004 ,0276,350,1,2,93,19,25,80,50
14,Capital,001,0004 ,0277,351,1,6,84,15,23,78,73
14,Capital,001,0004 ,0278,350,0,4,88,16,20,94,53
14,Capital,001,0004 ,0279,348,1,10,95,21,22,71,55
14,Capital,001,0004 ,0280,348,1,3,68,11,20,88,72
