codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0002,0003,0158,0174,0199,0501,0544
24,Ushuaia,001,0001 ,0001,290,19,6,14,7,45,20,4,40,36
24,Ushuaia,001,0001 ,0002,292,27,12,13,10,47,23,8,30,28
24,Ushuaia,001,0001 ,0003,294,17,14,14,14,39,24,16,33,30
24,Ushuaia,001,0001 ,0004,292,23,11,13,12,45,17,9,27,40
24,Ushuaia,001,0001 ,0005,291,21,19,15,8,41,12,9,37,23
24,Ushuaia,001,0001 ,0006,291,32,17,15,11,43,20,6,29,26
24,Ushuaia,001,0001 ,0007,291,26,15,14,9,33,22,8,36,33
24,Ushuaia,001,0001 ,0008,293,25,18,15,6,49,20,6,32,25
24,Ushuaia,001,0001 ,0009,290,15,7,18,10,49,27,6,25,23
24,Ushuaia,001,0001 ,0010,291,25,19,14,10,39,16,6,41,31
24,Ushuaia,001,0001 ,0011,290,21,15,14,7,47,15,7,38,26
24,Ushuaia,001,0001 ,0012,290,29,8,6,8,42,27,8,31,25
24,Ushuaia,001,0001 ,0013,291,26,15,10,11,38,15,9,33,27
24,Ushuaia,001,0001 ,0014,290,22,19,11,12,50,20,3,36,18
24,Ushuaia,001,0001 ,0015,293,22,8,17,13,63,23,3,36,26
24,Ushuaia,001,0001 ,0016,291,23,10,17,10,39,16,13,36,31
24,Ushuaia,001,0001 ,0017,289,33,13,12,14,46,19,2,25,25
24,Ushuaia,001,0001 ,0018,290,21,17,12,7,38,19,7,46,23
24,Ushuaia,001,0001 ,0019,291,23,12,23,12,46,13,4,26,24
24,Ushuaia,001,0001 ,0020,290,28,10,13,9,32,9,8,36,36
24,Ushuaia,001,0001 ,0021,290,21,14,9,9,36,27,8,35,32
24,Ushuaia,001,0001 ,0022,290,24,9,13,9,55,28,6,32,29
24,Ushuaia,001,0002 ,0023,286,20,19,12,8,38,19,11,32,43
24,Ushuaia,001,0002 ,0024,287,15,12,13,16,40,15,6,32,32
24,Ushuaia,001,0002 ,0025,288,5,24,20,11,51,21,5,31,34
24,Ushuaia,001,0002 ,0026,287,21,12,10,10,40,25,4,35,30
24,Ushuaia,001,0002 ,0027,286,27,13,12,10,40,25,6,38,32
24,Ushuaia,001,0002 ,0028,287,25,13,19,12,46,19,6,31,26
24,Ushuaia,001,0002 ,0029,286,24,9,17,12,42,20,3,32,33
24,Ushuaia,001,0002 ,0030,288,23,10,23,14,42,20,7,31,27
24,Ushuaia,001,0002 ,0031,286,24,17,21,5,33,22,4,32,36
24,Ushuaia,001,0002 ,0032,285,22,10,14,8,60,17,2,32,19
24,Ushuaia,001,0002 ,0033,285,21,7,12,20,45,27,9,24,27
24,Ushuaia,001,0002 ,0034,286,16,15,17,4,43,23,6,30,39
24,Ushuaia,001,0002 ,0035,287,20,10,16,10,41,29,3,31,25
24,Ushuaia,001,0003 ,0036,299,22,16,20,10,34,27,7,35,33
24,Ushuaia,001,0003 ,0037,299,25,21,13,7,40,36,7,47,19
24,Ushuaia,001,0003 ,0038,299,28,14,14,10,45,25,2,38,29
24,Ushuaia,001,0003 ,0039,298,22,15,17,13,40,20,2,31,38
24,Ushuaia,001,0003 ,0040,299,36,9,19,7,42,30,9,28,32
24,Ushuaia,001,0003 ,0041,298,42,11,15,16,32,17,8,30,46
24,Ushuaia,001,0003 ,0042,300,19,15,9,10,44,29,4,35,33
24,Ushuaia,001,0003 ,0043,299,18,10,11,7,49,39,5,41,27
24,Ushuaia,001,0003 ,0044,299,17,10,18,18,45,20,4,29,30
24,Ushuaia,001,0003 ,0045,299,24,13,12,10,43,20,11,35,42
24,Ushuaia,001,0003 ,0046,299,29,6,16,8,50,26,5,30,25
24,Ushuaia,001,0003 ,0047,298,24,5,11,16,54,30,7,25,33
24,Ushuaia,001,0003 ,0048,299,27,5,19,12,46,21,7,40,29
24,Ushuaia,001,0003 ,0049,298,27,14,10,8,46,19,6,44,27
24,Ushuaia,001,0003 ,0050,300,23,7,15,7,53,25,4,36,32
24,Ushuaia,001,0003 ,0051,299,21,11,16,8,53,22,7,38,32
24,Ushuaia,001,0003 ,0052,299,24,17,14,9,42,27,5,37,26
24,Ushuaia,001,0003 ,0053,298,2,11,17,14,42,27,7,33,25
24,Ushuaia,001,0003 ,0054,299,26,13,12,11,57,21,6,25,35
24,Ushuaia,001,0003 ,0055,299,15,20,15,19,38,26,5,41,28
24,Ushuaia,001,0003 ,0056,298,29,13,17,11,44,33,7,26,23
24,Ushuaia,001,0003 ,0057,301,19,20,10,8,46,32,8,39,30
24,Ushuaia,001,0003 ,0058,303,32,15,10,6,47,27,10,34,31
24,Ushuaia,001,0004 ,0059,300,38,14,20,7,41,27,3,36,29
24,Ushuaia,001,0004 ,0060,297,22,19,20,5,47,28,4,38,44
24,Ushuaia,001,0004 ,0061,299,22,14,15,5,40,36,7,30,29
24,Ushuaia,001,0004 ,0062,298,24,9,13,6,46,34,7,39,4
24,Ushuaia,001,0004 ,0063,300,28,10,14,5,38,23,6,37,33
24,Ushuaia,001,0004 ,0064,297,29,10,16,17,42,16,7,30,31
24,Ushuaia,001,0004 ,0065,298,2,13,19,8,46,36,7,32,34
24,Ushuaia,001,0004 ,0066,298,32,12,20,7,33,24,8,39,32
24,Ushuaia,001,0004 ,0067,297,23,17,24,9,42,30,6,35,31
24,Ushuaia,001,0004 ,0068,297,19,7,18,15,38,24,3,34,30
24,Ushuaia,001,0004 ,0069,298,32,9,16,6,39,24,5,31,42
24,Ushuaia,001,0004 ,0070,300,22,11,22,4,32,34,6,40,29
24,Ushuaia,001,0004 ,0071,298,0,0,0,0,0,0,0,0,0
24,Ushuaia,001,0004 ,0072,297,33,9,25,12,34,28,2,32,26
24,Ushuaia,001,0004 ,0073,298,18,13,24,11,46,21,8,31,35
24,Ushuaia,001,0004 ,0074,297,24,9,13,11,38,24,7,29,39
24,Ushuaia,001,0004 ,0075,298,21,5,16,11,38,22,6,35,44
24,Ushuaia,001,0004 ,0076,299,32,10,11,13,37,23,3,38,30
24,Ushuaia,001,0004 ,0077,297,29,5,16,13,44,23,1,38,32
24,Ushuaia,001,0004 ,0078,297,0,0,0,0,0,0,0,0,0
24,Ushuaia,001,0004 ,0079,297,31,11,17,12,40,25,4,33,30
24,Ushuaia,001,0004 ,0080,301,0,0,9,7,33,40,5,27,32
24,Ushuaia,001,0004 ,0081,299,20,19,14,7,53,25,9,33,30
24,Ushuaia,001,0004 ,0082,300,26,9,16,12,45,20,3,37,29
24,Ushuaia,001,0004 ,0083,299,19,7,16,8,50,24,2,31,31
24,Ushuaia,001,0004 ,0084,300,16,9,14,11,52,35,5,31,38
24,Ushuaia,001,0004 ,0085,297,3,26,14,13,47,34,4,33,30
24,Ushuaia,001,0004 ,0086,299,25,16,19,6,29,29,7,39,38
24,Ushuaia,001,0004 ,0087,297,25,9,22,9,40,32,7,30,30
24,Ushuaia,001,0004 ,0088,298,41,6,23,7,43,30,4,30,31
24,Ushuaia,001,0004 ,0089,300,28,11,17,15,51,26,4,26,39
24,Ushuaia,001,0004 ,0090,298,25,9,17,10,43,26,5,34,22
24,Ushuaia,001,0004 ,0091,299,26,9,17,9,50,33,8,30,34
24,Ushuaia,001,0004 ,0092,300,21,10,13,6,58,32,7,27,35
24,Ushuaia,001,0004 ,0093,298,30,18,16,5,43,35,6,37,32
24,Ushuaia,001,0004 ,0094,299,24,21,24,7,32,30,8,36,41
