codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0501,0516,0517
05,Capital,001,0001 ,0001,350,2,6,51,22,166
05,Capital,001,0001 ,0002,350,2,7,55,31,143
05,Capital,001,0001 ,0003,350,6,7,42,23,176
05,Capital,001,0001 ,0004,350,0,2,44,39,159
05,Capital,001,0001 ,0005,350,3,5,40,38,178
05,Capital,001,0001 ,0006,350,2,5,47,34,169
05,Capital,001,0001 ,0007,350,5,4,43,34,169
05,Capital,001,0001 ,0008,350,1,6,52,26,173
05,Capital,001,0001 ,0009,350,4,2,51,30,178
05,Capital,001,0001 ,0010,350,5,2,60,30,170
05,Capital,001,0001 ,0011,350,0,6,46,25,154
05,Capital,001,0001 ,0012,350,3,5,61,33,159
05,Capital,001,0001 ,0013,350,4,6,72,24,160
05,Capital,001,0001 ,0014,350,1,3,36,30,175
05,Capital,001,0001 ,0015,350,3,4,52,33,161
05,Capital,001,0001 ,0016,350,4,9,50,41,145
05,Capital,001,0001 ,0017,350,2,15,55,32,160
05,Capital,001,0001 ,0018,350,6,4,58,27,162
05,Capital,001,0001 ,0019,350,1,3,43,32,163
05,Capital,001,0001 ,0020,350,4,6,56,24,163
05,Capital,001,0001 ,0021,350,2,6,68,23,165
05,Capital,001,0001 ,0022,350,3,5,36,46,162
05,Capital,001,0001 ,0023,350,1,3,53,29,156
05,Capital,001,0001 ,0024,350,4,2,53,32,173
05,Capital,001,0001 ,0025,350,0,6,62,36,157
05,Capital,001,0001 ,0026,350,0,6,33,29,181
05,Capital,001,0001 ,0027,350,1,3,45,27,193
05,Capital,001,0001 ,0028,350,1,6,44,36,168
05,Capital,001,0001 ,0029,196,0,2,18,26,89
05,Capital,001,0001 ,0030,196,3,0,26,18,108
05,Capital,001,0002 ,0031,350,3,5,106,34,129
05,Capital,001,0002 ,0032,350,7,5,77,27,151
05,Capital,001,0002 ,0033,350,5,4,95,35,125
05,Capital,001,0002 ,0034,350,5,8,80,38,138
05,Capital,001,0002 ,0035,350,5,7,74,32,147
05,Capital,001,0002 ,0036,350,5,8,87,37,138
05,Capital,001,0002 ,0037,350,4,6,118,29,106
05,Capital,001,0002 ,0038,350,7,7,107,36,109
05,Capital,001,0002 ,0039,350,5,5,84,26,128
05,Capital,001,0002 ,0040,350,5,2,84,40,144
05,Capital,001,0002 ,0041,350,8,10,86,35,139
05,Capital,001,0002 ,0042,350,4,4,107,27,129
05,Capital,001,0002 ,0043,350,2,9,84,31,143
05,Capital,001,0002 ,0044,350,3,11,98,37,123
05,Capital,001,0002 ,0045,350,6,6,98,29,130
05,Capital,001,0002 ,0046,350,4,11,95,39,115
05,Capital,001,0002 ,0047,350,3,3,89,47,113
05,Capital,001,0002 ,0048,350,2,5,103,33,130
05,Capital,001,0002 ,0049,350,6,8,122,22,124
05,Capital,001,0002 ,0050,350,8,6,85,39,135
05,Capital,001,0002 ,0051,350,4,14,111,32,109
05,Capital,001,0002 ,0052,350,5,4,112,30,124
05,Capital,001,0002 ,0053,350,3,6,98,34,127
05,Capital,001,0002 ,0054,350,4,7,82,53,132
05,Capital,001,0002 ,0055,350,6,6,88,38,138
05,Capital,001,0002 ,0056,350,2,6,83,35,137
05,Capital,001,0002 ,0057,350,5,9,85,40,130
05,Capital,001,0002 ,0058,350,3,9,98,32,132
05,Capital,001,0002 ,0059,350,3,7,78,39,134
05,Capital,001,0002 ,0060,350,3,13,81,41,126
05,Capital,001,0002 ,0061,350,5,7,81,31,140
05,Capital,001,0002 ,0062,350,2,6,93,34,135
05,Capital,001,0002 ,0063,350,10,7,100,38,129
05,Capital,001,0002 ,0064,282,0,6,80,21,100
05,Capital,001,0002 ,0065,282,2,2,79,36,107
05,Capital,001,0002A,0066,350,4,7,133,32,111
05,Capital,001,0002A,0067,350,7,10,137,33,101
05,Capital,001,0002A,0068,350,5,13,111,42,117
05,Capital,001,0002A,0069,350,5,7,121,34,106
05,Capital,001,0002A,0070,350,2,4,113,42,129
05,Capital,001,0002A,0071,350,3,3,140,35,108
05,Capital,001,0002A,0072,350,4,8,112,36,118
05,Capital,001,0002A,0073,350,4,5,122,30,116
05,Capital,001,0002A,0074,350,1,11,128,26,115
05,Capital,001,0002A,0075,350,3,7,133,24,115
05,Capital,001,0002A,0076,350,5,9,101,37,114
05,Capital,001,0002A,0077,350,1,16,101,43,131
05,Capital,001,0002A,0078,350,2,8,127,31,109
05,Capital,001,0002A,0079,350,4,8,136,21,114
05,Capital,001,0002A,0080,350,7,3,127,42,96
05,Capital,001,0002A,0081,350,4,11,116,32,118
05,Capital,001,0002A,0082,350,2,7,142,26,111
05,Capital,001,0002A,0083,350,12,4,142,41,88
05,Capital,001,0002A,0084,350,4,8,142,27,107
05,Capital,001,0002A,0085,350,5,9,120,22,108
05,Capital,001,0002A,0086,350,5,3,139,31,113
05,Capital,001,0002A,0087,350,6,8,103,30,124
05,Capital,001,0002A,0088,350,7,5,116,31,118
05,Capital,001,0002A,0089,350,4,2,119,18,120
05,Capital,001,0002A,0090,350,5,5,128,24,130
05,Capital,001,0002A,0091,350,6,14,115,25,122
05,Capital,001,0002A,0092,350,4,10,128,34,94
05,Capital,001,0002A,0093,350,2,10,117,31,124
05,Capital,001,0002A,0094,350,4,5,110,40,121
05,Capital,001,0002A,0095,350,4,3,144,20,115
05,Capital,001,0002A,0096,350,1,2,141,38,108
05,Capital,001,0002A,0097,350,2,6,149,39,92
05,Capital,001,0002A,0098,350,2,7,119,26,119
05,Capital,001,0002A,0099,350,3,19,96,29,133
05,Capital,001,0002A,0100,350,2,4,125,43,97
05,Capital,001,0002A,0101,350,5,4,103,40,123
05,Capital,001,0002A,0102,350,2,10,118,23,118
05,Capital,001,0002A,0103,350,4,11,114,34,97
05,Capital,001,0002A,0104,350,8,5,127,25,112
05,Capital,001,0002A,0105,350,4,7,140,31,101
05,Capital,001,0002A,0106,350,5,5,136,22,104
05,Capital,001,0002A,0107,350,2,15,106,41,109
05,Capital,001,0002A,0108,350,3,5,116,33,113
05,Capital,001,0002A,0109,350,8,4,127,37,98
05,Capital,001,0002A,0110,350,3,7,117,41,117
05,Capital,001,0002A,0111,350,11,5,136,29,100
05,Capital,001,0002A,0112,350,3,3,115,32,114
05,Capital,001,0002A,0113,350,3,5,131,18,125
05,Capital,001,0002A,0114,231,2,4,65,17,95
05,Capital,001,0002A,0115,231,3,6,81,25,72
05,Capital,001,0003 ,0116,350,4,5,50,30,160
05,Capital,001,0003 ,0117,350,1,5,50,32,158
05,Capital,001,0003 ,0118,350,2,1,54,39,156
05,Capital,001,0003 ,0119,350,0,4,49,23,179
05,Capital,001,0003 ,0120,350,3,2,44,31,185
05,Capital,001,0003 ,0121,350,3,4,64,37,153
05,Capital,001,0003 ,0122,350,3,5,46,22,178
05,Capital,001,0003 ,0123,350,3,6,41,21,173
05,Capital,001,0003 ,0124,350,4,5,38,28,187
05,Capital,001,0003 ,0125,350,2,5,48,40,164
05,Capital,001,0003 ,0126,350,4,2,62,19,167
05,Capital,001,0003 ,0127,350,2,7,48,27,161
05,Capital,001,0003 ,0128,350,2,4,51,22,171
05,Capital,001,0003 ,0129,350,4,8,47,30,172
05,Capital,001,0003 ,0130,350,5,11,41,46,169
05,Capital,001,0003 ,0131,350,1,3,38,40,179
05,Capital,001,0003 ,0132,183,1,2,17,19,99
05,Capital,001,0003 ,0133,183,0,2,26,39,63
05,Capital,001,0004 ,0134,350,3,5,56,39,154
05,Capital,001,0004 ,0135,350,3,5,45,40,160
05,Capital,001,0004 ,0136,350,1,8,54,38,158
05,Capital,001,0004 ,0137,350,4,3,39,44,164
05,Capital,001,0004 ,0138,350,0,5,44,29,174
05,Capital,001,0004 ,0139,350,7,3,38,27,195
05,Capital,001,0004 ,0140,350,5,3,45,27,163
05,Capital,001,0004 ,0141,350,6,4,47,40,172
05,Capital,001,0004 ,0142,350,3,5,51,30,163
05,Capital,001,0004 ,0143,350,0,4,45,38,166
05,Capital,001,0004 ,0144,350,5,5,49,42,150
05,Capital,001,0004 ,0145,350,5,6,38,28,164
05,Capital,001,0004 ,0146,350,3,4,47,34,157
05,Capital,001,0004 ,0147,350,2,5,49,23,156
05,Capital,001,0004 ,0148,350,2,10,45,25,180
05,Capital,001,0004 ,0149,349,4,4,47,24,185
05,Capital,001,0004 ,0150,349,1,3,79,39,149
05,Capital,001,0004 ,0151,350,4,4,40,30,164
05,Capital,001,0004 ,0152,350,2,6,52,21,167
05,Capital,001,0004 ,0153,350,4,2,45,38,169
05,Capital,001,0004 ,0154,350,2,6,53,42,161
05,Capital,001,0004 ,0155,350,1,2,59,29,152
05,Capital,001,0004 ,0156,350,1,6,41,17,169
05,Capital,001,0004 ,0157,350,1,8,52,39,146
