codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0033,0071,0082,0083,0185,0179,0502,0537,0572,0574
06,San Fernando,001,0001 ,0001,347,2,7,0,18,1,2,NA,0,173,25,4,11
06,San Fernando,001,0001 ,0002,347,0,4,2,19,2,5,NA,3,157,32,2,18
06,San Fernando,001,0001 ,0003,347,4,12,2,21,0,3,NA,0,158,28,5,17
06,San Fernando,001,0001 ,0004,347,2,6,2,13,1,4,NA,2,150,39,6,8
06,San Fernando,001,0001 ,0005,347,0,0,0,19,0,7,NA,1,139,34,3,27
06,San Fernando,001,0001 ,0006,347,11,10,0,18,0,3,NA,1,139,34,5,12
06,San Fernando,001,0001 ,0007,346,4,6,0,21,0,3,NA,0,151,26,2,11
06,San Fernando,001,0001 ,0008,346,1,6,0,14,0,4,NA,4,159,32,3,11
06,San Fernando,001,0001 ,0009,346,3,3,2,15,0,10,NA,2,150,30,5,19
06,San Fernando,001,0001 ,0010,346,4,3,2,16,0,7,NA,0,155,28,4,11
06,San Fernando,001,0001 ,0011,346,2,9,1,15,0,2,NA,0,180,29,4,16
06,San Fernando,001,0001 ,0012,346,3,7,1,14,0,1,NA,1,149,26,4,19
06,San Fernando,001,0001 ,0013,346,3,14,2,11,0,2,NA,0,155,37,7,12
06,San Fernando,001,0001 ,0014,346,1,9,2,30,0,3,NA,0,148,41,1,18
06,San Fernando,001,0001 ,0015,346,3,19,0,10,0,5,NA,1,130,47,3,17
06,San Fernando,001,0002 ,0016,337,4,13,1,15,0,1,NA,0,157,42,3,17
06,San Fernando,001,0002 ,0017,337,0,5,1,23,0,4,NA,0,155,33,0,15
06,San Fernando,001,0002 ,0018,336,3,6,3,14,0,1,NA,0,142,45,4,10
06,San Fernando,001,0002 ,0019,336,1,7,1,15,0,5,NA,1,164,19,5,18
06,San Fernando,001,0002 ,0020,336,2,4,1,19,1,1,NA,1,181,16,3,8
06,San Fernando,001,0002 ,0021,336,4,7,3,24,6,2,NA,0,138,38,3,9
06,San Fernando,001,0002 ,0022,336,3,8,1,9,0,4,NA,0,152,22,3,19
06,San Fernando,001,0002 ,0023,336,0,11,0,10,0,4,NA,4,154,31,5,8
06,San Fernando,001,0002 ,0024,336,1,7,0,10,0,0,NA,1,163,40,2,11
06,San Fernando,001,0002 ,0025,336,1,5,2,14,0,6,NA,3,156,32,4,14
06,San Fernando,001,0002 ,0026,336,0,8,3,14,0,5,NA,0,163,30,0,14
06,San Fernando,001,0002 ,0027,336,2,9,3,16,1,0,NA,0,144,31,7,13
06,San Fernando,001,0002 ,0028,336,2,4,3,15,0,4,NA,3,152,26,1,10
06,San Fernando,001,0002 ,0029,336,5,6,3,11,0,5,NA,9,161,23,3,10
06,San Fernando,001,0003 ,0030,333,4,11,1,15,0,1,NA,1,150,22,4,12
06,San Fernando,001,0003 ,0031,333,0,7,4,17,0,2,NA,1,151,46,1,11
06,San Fernando,001,0003 ,0032,333,4,7,6,17,0,2,NA,2,143,31,3,23
06,San Fernando,001,0003 ,0033,332,1,10,2,19,0,3,NA,0,160,26,2,9
06,San Fernando,001,0003 ,0034,332,1,9,1,18,0,3,NA,1,153,26,3,16
06,San Fernando,001,0003 ,0035,332,2,6,1,22,0,6,NA,4,148,27,3,8
06,San Fernando,001,0003 ,0036,332,3,7,5,14,0,1,NA,0,146,40,2,19
06,San Fernando,001,0003 ,0037,332,1,7,0,13,1,2,NA,2,161,21,3,8
06,San Fernando,001,0003 ,0038,332,5,11,3,14,2,2,NA,1,159,37,2,17
06,San Fernando,001,0003 ,0039,332,0,5,0,20,0,6,NA,0,155,43,1,14
06,San Fernando,001,0003 ,0040,332,0,9,1,21,0,2,NA,0,153,30,2,12
06,San Fernando,001,0003 ,0041,332,3,12,4,17,1,0,NA,1,141,24,2,13
06,San Fernando,001,0003 ,0042,332,4,7,3,13,0,1,NA,0,159,32,1,9
06,San Fernando,001,0003 ,0043,332,5,5,2,11,0,3,NA,0,153,43,3,10
06,San Fernando,001,0004 ,0044,345,1,8,3,25,0,6,NA,1,159,36,4,6
06,San Fernando,001,0004 ,0045,344,3,6,0,14,0,1,NA,0,165,21,5,22
06,San Fernando,001,0004 ,0046,344,1,12,1,18,0,3,NA,2,153,46,1,17
06,San Fernando,001,0004 ,0047,344,0,13,1,11,0,3,NA,0,157,34,4,13
06,San Fernando,001,0004 ,0048,344,3,9,1,8,0,3,NA,0,149,35,3,19
06,San Fernando,001,0004 ,0049,344,0,8,1,19,0,0,NA,1,160,26,2,12
