codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0001,0005,0012,0014,0017,0038,0050,0056,0057,0060,0175,0187,0209,0210,0211,0212,0213,0442
22,Capital                                 ,001,0007B,0147,900,0,3,22,74,0,2,0,10,22,4,8,0,18,18,306,24,28,42,70,14
22,Capital                                 ,001,0007B,0148,900,0,0,18,40,2,4,0,6,24,6,4,4,16,22,320,24,14,34,78,16
22,Capital                                 ,001,0007B,0149,900,0,0,14,18,6,2,0,4,42,6,2,0,20,24,310,14,24,24,62,16
22,Capital                                 ,001,0007B,0150,900,4,7,0,30,0,6,0,16,10,2,10,4,34,26,340,14,40,32,72,18
22,Capital                                 ,001,0007B,0151,900,0,0,12,26,0,4,0,8,32,4,4,2,24,20,290,18,14,56,84,18
22,Capital                                 ,001,0007B,0152,900,4,3,24,34,2,2,0,16,30,8,6,2,34,36,300,22,38,30,84,10
22,Capital                                 ,001,0007B,0153,900,29,3,14,38,0,6,0,2,30,4,6,4,30,26,296,4,22,44,108,18
22,Capital                                 ,001,0007B,0154,900,0,0,18,26,0,8,0,12,32,6,0,4,16,36,286,20,24,38,74,12
22,Capital                                 ,001,0007B,0155,628,26,2,14,20,2,2,0,12,24,6,2,4,30,28,300,14,24,32,92,18
22,Capital                                 ,001,0007B,0156,450,22,4,14,9,0,0,0,2,7,1,0,0,16,22,148,8,11,20,42,5
22,Capital                                 ,001,0007B,0157,450,29,0,8,18,1,1,0,5,13,2,0,0,5,15,134,4,17,20,35,5
22,Capital                                 ,001,0007B,0158,450,2,1,2,12,2,3,0,6,9,3,3,0,10,17,153,5,15,24,38,5
22,Capital                                 ,001,0007B,0159,450,36,5,0,14,0,0,0,3,13,3,1,0,10,5,160,10,15,17,34,10
22,Capital                                 ,001,0007B,0160,450,3,1,8,8,0,1,0,6,15,2,0,0,11,19,137,7,11,12,27,2
22,Capital                                 ,001,0007B,0161,450,5,3,8,13,2,3,0,5,12,2,1,1,17,11,146,3,12,17,41,3
22,Capital                                 ,001,0007B,0162,450,36,2,6,14,0,0,0,2,19,1,1,0,16,7,145,6,17,21,30,6
22,Capital                                 ,001,0007B,0163,450,3,2,8,16,2,0,0,3,22,2,0,0,10,11,124,6,10,13,36,6
22,Capital                                 ,001,0007B,0164,450,4,7,8,9,1,2,0,3,15,0,0,0,7,9,147,3,7,14,34,9
22,Capital                                 ,001,0007B,0165,450,5,1,8,14,1,0,0,2,13,2,0,1,3,19,169,10,8,17,44,6
22,Capital                                 ,001,0007B,0166,450,5,5,6,16,0,2,0,5,8,1,0,0,10,16,151,1,10,18,32,4
22,Capital                                 ,001,0007B,0167,450,0,0,7,17,2,0,0,7,16,1,1,0,9,12,129,5,17,19,36,7
22,Capital                                 ,001,0007B,0168,450,7,2,11,15,1,2,0,7,16,1,3,1,19,13,139,3,5,17,28,5
22,Capital                                 ,001,0007B,0169,450,0,0,7,12,0,0,0,3,18,0,1,1,10,13,146,4,12,19,32,7
22,Capital                                 ,001,0007B,0170,450,5,0,8,7,1,1,0,3,10,2,0,0,10,13,139,9,8,22,48,3
22,Capital                                 ,001,0007B,0171,450,0,0,9,6,0,1,0,9,10,1,0,0,9,18,155,3,12,18,28,6
22,Capital                                 ,001,0007B,0172,450,5,5,11,24,0,0,0,4,13,1,0,1,10,21,154,5,5,24,28,3
22,Capital                                 ,001,0007B,0173,450,5,0,2,9,0,0,0,1,16,2,0,0,8,11,146,10,10,15,35,7
22,Capital                                 ,001,0007B,0174,450,11,7,10,12,0,1,0,4,22,1,3,0,6,7,146,1,8,19,46,8
22,Capital                                 ,001,0007B,0175,238,12,3,5,12,1,0,0,1,8,0,0,0,5,7,88,0,6,8,15,1
22,Capital                                 ,001,0007B,0176,238,2,2,2,8,0,3,0,1,7,0,1,0,7,3,76,8,8,0,18,3
22,Capital                                 ,001,0008 ,0156,450,0,9,5,8,1,2,0,7,15,1,0,0,19,4,148,3,19,12,28,3
22,Capital                                 ,001,0008 ,0157,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Capital                                 ,001,0008 ,0158,450,4,1,3,21,1,0,0,7,0,2,0,0,13,6,133,6,10,21,35,2
22,Capital                                 ,001,0008 ,0159,450,7,7,10,7,1,0,0,1,2,3,0,1,15,5,133,4,32,14,36,8
22,Capital                                 ,001,0008 ,0160,450,1,2,10,14,2,0,0,5,6,0,1,0,15,23,129,4,8,14,38,2
22,Capital                                 ,001,0008 ,0161,450,25,7,4,15,1,0,0,5,5,2,1,1,11,18,136,4,9,23,28,6
22,Capital                                 ,001,0008 ,0162,450,4,2,4,7,2,0,0,4,7,1,1,2,12,13,144,2,15,16,56,3
22,Capital                                 ,001,0008 ,0163,450,0,0,0,0,1,1,0,4,0,1,0,0,8,0,146,3,1,3,48,3
22,Capital                                 ,001,0008 ,0164,450,0,0,10,12,0,0,0,4,6,2,0,1,16,16,112,4,25,14,34,3
22,Capital                                 ,001,0008 ,0165,450,0,0,5,8,2,1,0,2,6,0,2,3,9,8,166,0,17,13,25,1
22,Capital                                 ,001,0008 ,0166,450,18,0,6,0,0,22,0,6,1,0,1,1,13,19,143,0,14,0,37,7
22,Capital                                 ,001,0008 ,0167,450,0,0,0,12,1,3,0,5,0,0,0,1,14,10,137,0,9,22,21,1
22,Capital                                 ,001,0008 ,0168,450,3,1,8,11,0,2,0,1,10,3,1,4,10,17,125,2,8,22,24,3
22,Capital                                 ,001,0008 ,0169,450,0,0,8,10,2,2,0,3,10,4,0,2,7,29,0,4,13,18,25,4
22,Capital                                 ,001,0008 ,0170,450,0,0,6,18,1,1,0,4,7,0,2,0,18,10,128,8,7,20,33,0
22,Capital                                 ,001,0008 ,0171,450,0,0,7,8,0,2,0,5,9,0,1,0,19,10,133,2,12,17,43,3
22,Capital                                 ,001,0008 ,0172,235,0,0,13,15,0,0,0,1,6,0,1,0,4,2,82,4,9,5,11,2
22,Capital                                 ,001,0008 ,0177,450,0,0,3,7,0,4,0,4,6,4,0,0,15,9,172,4,7,31,39,2
22,Capital                                 ,001,0008 ,0178,450,5,8,3,11,0,2,0,4,9,3,0,0,16,12,145,4,18,34,36,8
22,Capital                                 ,001,0008 ,0179,450,1,7,10,11,1,6,0,3,13,1,0,2,9,17,137,4,16,17,34,6
22,Capital                                 ,001,0008 ,0180,450,6,2,9,8,0,1,0,6,5,1,2,0,10,11,172,1,14,19,29,8
22,Capital                                 ,001,0008 ,0181,450,4,4,3,15,0,3,0,2,11,1,0,0,11,11,175,2,12,16,39,2
22,Capital                                 ,001,0008 ,0182,450,6,3,7,18,1,2,0,1,3,1,1,0,9,16,183,2,14,22,44,6
22,Capital                                 ,001,0008 ,0183,450,0,0,5,14,2,1,0,2,9,2,1,0,16,18,144,6,0,0,38,3
22,Capital                                 ,001,0008 ,0184,450,24,5,6,10,0,4,0,6,8,1,0,0,10,17,160,3,8,17,31,6
22,Capital                                 ,001,0008 ,0185,450,1,6,0,17,0,5,0,1,8,1,0,2,9,15,149,3,9,21,37,2
22,Capital                                 ,001,0008 ,0186,450,0,0,8,10,1,1,0,7,3,2,2,0,8,13,188,2,14,33,23,2
22,Capital                                 ,001,0008 ,0187,450,5,4,10,11,1,0,0,5,5,2,0,0,19,15,143,6,17,17,34,2
22,Capital                                 ,001,0008 ,0188,450,3,0,5,1,0,1,0,3,17,2,0,0,11,12,173,4,15,25,35,8
22,Capital                                 ,001,0008 ,0189,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Capital                                 ,001,0008 ,0190,450,0,0,5,9,0,0,0,5,9,1,0,2,8,14,152,0,12,20,32,2
22,Capital                                 ,001,0008 ,0191,450,2,4,8,10,0,1,0,3,6,2,1,0,12,9,137,2,19,17,32,4
22,Capital                                 ,001,0008 ,0192,450,4,0,7,12,0,0,0,2,6,2,1,0,11,14,145,2,12,33,35,3
22,Capital                                 ,001,0008 ,0193,450,0,0,6,10,0,4,0,1,4,1,1,0,8,19,155,6,10,22,25,2
22,Capital                                 ,001,0008 ,0194,450,9,0,6,8,0,3,0,3,11,1,0,0,13,14,152,4,16,24,27,3
22,Capital                                 ,001,0008 ,0195,263,0,0,0,13,1,1,0,3,5,0,1,0,4,8,99,3,3,11,24,0
22,Capital                                 ,001,0009 ,0173,450,0,0,6,15,0,0,0,1,1,3,1,1,7,13,141,8,14,1,66,4
22,Capital                                 ,001,0009 ,0174,433,6,7,4,3,1,0,0,3,15,1,0,1,20,11,128,9,13,11,68,4
22,Capital                                 ,001,0009 ,0196,450,3,1,4,8,0,3,0,3,11,1,0,0,10,17,186,1,9,9,55,3
22,Capital                                 ,001,0009 ,0197,238,6,1,4,7,0,1,0,1,9,0,0,1,6,6,84,1,10,2,40,0
22,Capital                                 ,001,0009 ,0198,239,0,0,2,9,3,1,0,2,2,1,0,0,2,6,93,1,11,5,33,1
22,Capital                                 ,001,0010 ,0175,450,0,0,5,7,1,2,0,1,0,0,0,1,16,24,155,0,7,23,25,2
22,Capital                                 ,001,0010 ,0176,450,0,0,1,6,1,2,0,0,2,2,0,0,13,18,147,2,24,21,26,0
22,Capital                                 ,001,0010 ,0177,115,0,0,0,0,0,0,0,3,0,0,1,0,6,5,41,0,10,10,10,1
22,Capital                                 ,001,0010 ,0199,450,0,0,2,2,0,0,0,1,0,0,0,0,0,24,195,3,8,18,32,3
22,Capital                                 ,001,0010 ,0200,450,0,0,2,8,0,1,0,3,5,0,0,0,9,10,180,5,23,13,29,4
22,Capital                                 ,001,0010 ,0201,68,0,0,0,0,0,0,0,1,0,0,0,0,0,4,30,0,0,3,5,0
22,Capital                                 ,001,0011 ,0178,450,0,0,4,0,5,0,0,1,0,1,2,0,5,2,189,1,3,1,2,2
22,Capital                                 ,001,0011 ,0179,148,7,0,0,0,0,0,0,0,0,1,2,0,1,6,68,0,0,1,9,0
22,Capital                                 ,001,0011 ,0202,238,0,0,2,0,0,0,0,0,0,1,0,0,2,0,93,0,1,3,0,0
22,Capital                                 ,001,0011 ,0203,238,0,0,0,0,0,0,0,0,1,0,0,0,0,0,103,0,2,4,2,0
22,Capital                                 ,001,0012 ,0180,450,8,1,1,1,0,0,0,0,7,1,2,0,4,21,100,1,7,11,18,1
22,Capital                                 ,001,0012 ,0181,450,8,3,0,4,0,2,0,0,0,3,0,0,23,4,103,6,8,25,22,1
22,Capital                                 ,001,0012 ,0182,218,0,0,0,4,0,0,0,0,1,0,1,0,0,5,62,1,0,13,13,0
22,Capital                                 ,001,0012 ,0204,450,0,0,1,3,0,0,0,0,1,3,0,1,6,10,108,10,13,7,30,1
22,Capital                                 ,001,0012 ,0205,229,0,0,0,1,0,0,0,1,0,3,2,0,9,1,48,0,4,9,15,1
22,Capital                                 ,001,0012 ,0206,230,2,0,0,1,0,0,0,0,2,0,0,0,2,3,74,0,0,4,8,0
22,Capital                                 ,001,0013 ,0183,269,1,0,1,0,0,0,0,0,0,1,0,0,1,0,198,0,0,1,4,0
22,Capital                                 ,001,0013 ,0207,183,6,0,1,0,0,2,0,0,0,1,0,0,0,1,91,0,1,1,7,2
22,Capital                                 ,001,0014 ,0184,401,13,1,0,7,2,4,0,0,1,2,0,1,11,5,150,3,15,16,45,2
22,Capital                                 ,001,0014 ,0208,383,2,3,1,8,1,1,0,1,3,1,0,1,8,11,177,1,8,8,54,0
22,Capital                                 ,001,0015 ,0185,254,4,0,2,3,0,0,0,2,2,0,0,0,3,0,83,2,11,0,46,0
22,Capital                                 ,001,0015 ,0186,254,25,1,1,2,1,0,0,0,3,0,2,0,4,3,80,1,5,3,18,1
22,Capital                                 ,001,0015 ,0209,427,52,4,0,2,0,0,0,0,3,1,1,0,15,8,161,4,12,9,51,1
22,Capital                                 ,001,0016 ,0187,245,4,0,0,1,0,0,0,1,2,0,0,0,7,1,99,2,10,0,22,0
22,Capital                                 ,001,0016 ,0188,246,7,2,2,1,0,0,0,0,0,1,0,0,1,5,116,1,2,2,15,2
22,Capital                                 ,001,0016 ,0210,373,0,0,0,0,0,0,0,2,2,0,0,0,2,3,171,1,14,10,61,0
22,Capital                                 ,001,0017 ,0189,450,6,5,10,2,0,0,0,1,4,1,0,0,12,17,123,3,11,11,71,2
22,Capital                                 ,001,0017 ,0190,450,0,0,3,8,4,0,0,7,2,4,0,1,7,7,149,5,15,5,68,3
22,Capital                                 ,001,0017 ,0191,190,0,0,2,3,0,1,0,2,2,1,0,0,2,6,62,0,3,4,40,0
22,Capital                                 ,001,0017 ,0211,450,4,7,3,12,0,1,0,1,7,0,0,0,15,12,124,6,17,17,73,5
22,Capital                                 ,001,0017 ,0212,450,3,2,4,9,1,0,0,7,0,3,1,0,10,25,165,7,21,16,50,1
22,Capital                                 ,001,0017 ,0213,154,0,0,1,0,0,1,0,1,0,0,1,0,7,6,68,0,3,3,24,0
22,Capital                                 ,001,0018 ,0192,381,30,5,2,1,1,2,0,0,4,2,0,0,0,10,158,6,10,13,47,4
22,Capital                                 ,001,0018 ,0214,361,4,0,2,4,0,0,0,0,5,0,1,0,6,6,170,3,11,10,41,1
22,Avellaneda                              ,002,0019 ,0193,250,5,0,0,0,0,1,0,0,0,0,0,0,2,2,43,0,0,1,11,0
22,Avellaneda                              ,002,0019 ,0194,251,0,0,0,0,0,1,0,0,0,0,0,1,6,5,61,0,0,0,13,0
22,Avellaneda                              ,002,0019 ,0215,414,1,0,0,0,0,0,0,1,0,0,0,0,7,12,115,0,1,0,27,1
22,Avellaneda                              ,002,0020 ,0195,450,1,1,1,5,1,0,0,5,0,0,0,0,15,15,152,1,10,17,35,4
22,Avellaneda                              ,002,0020 ,0196,450,2,0,2,9,2,2,0,1,3,1,1,0,5,20,163,2,7,13,37,0
22,Avellaneda                              ,002,0020 ,0197,450,7,1,6,2,0,0,0,2,5,1,0,0,21,15,135,2,6,16,43,0
22,Avellaneda                              ,002,0020 ,0198,450,2,3,2,4,3,0,0,8,8,1,0,0,18,3,146,1,7,15,36,1
22,Avellaneda                              ,002,0020 ,0199,406,0,0,1,3,2,0,0,1,1,0,0,0,12,11,137,1,11,18,24,2
22,Avellaneda                              ,002,0020 ,0216,450,0,0,0,0,0,0,0,1,7,1,1,0,8,14,142,4,6,20,40,0
22,Avellaneda                              ,002,0020 ,0217,450,4,0,2,5,0,2,0,2,3,1,0,2,21,13,162,2,9,17,34,1
22,Avellaneda                              ,002,0020 ,0218,450,0,0,0,8,0,0,0,2,3,1,1,0,23,22,159,0,5,14,42,1
22,Avellaneda                              ,002,0020 ,0219,447,7,1,0,5,0,0,0,1,1,0,1,0,18,10,168,0,4,24,37,1
22,Avellaneda                              ,002,0021 ,0200,450,5,1,1,5,3,0,0,1,7,1,0,1,28,1,136,1,7,18,26,0
22,Avellaneda                              ,002,0021 ,0201,450,6,1,0,3,0,0,0,1,20,0,0,0,10,0,112,6,14,20,50,2
22,Avellaneda                              ,002,0021 ,0202,145,4,1,0,1,0,2,0,2,1,0,0,0,4,1,40,0,2,9,15,1
22,Avellaneda                              ,002,0021 ,0220,450,5,1,1,8,1,1,0,0,5,0,0,0,8,1,154,0,4,28,47,1
22,Avellaneda                              ,002,0021 ,0221,225,1,2,1,2,0,1,0,1,2,0,1,0,3,0,78,0,9,14,21,0
22,Avellaneda                              ,002,0021 ,0222,226,1,0,1,3,1,1,0,0,1,0,0,0,6,2,86,1,3,5,19,0
22,Avellaneda                              ,002,0022 ,0203,338,0,0,0,1,0,1,0,2,0,2,0,0,10,0,119,2,12,11,20,0
22,Avellaneda                              ,002,0022 ,0223,285,6,0,0,0,0,0,0,1,0,0,0,0,3,1,157,0,1,4,13,0
22,Avellaneda                              ,002,0023 ,0204,450,5,3,0,8,1,1,0,5,7,1,0,0,5,4,152,0,8,8,30,2
22,Avellaneda                              ,002,0023 ,0205,450,5,0,1,13,0,5,0,4,6,1,0,1,8,8,136,3,3,5,51,0
22,Avellaneda                              ,002,0023 ,0206,450,15,0,0,15,1,1,0,3,8,2,0,0,19,6,134,1,10,14,49,2
22,Avellaneda                              ,002,0023 ,0207,199,0,0,0,4,1,0,0,1,1,0,0,0,7,7,74,0,5,1,17,2
22,Avellaneda                              ,002,0023 ,0224,450,3,1,0,6,0,1,0,0,3,0,0,0,18,10,156,3,7,3,56,2
22,Avellaneda                              ,002,0023 ,0225,450,6,0,0,6,0,0,0,0,1,0,0,0,13,11,157,2,6,4,51,2
22,Avellaneda                              ,002,0023 ,0226,360,7,0,1,3,1,1,0,0,5,0,0,12,7,9,118,0,12,6,43,0
22,Avellaneda                              ,002,0024 ,0208,450,11,2,1,6,1,0,0,27,0,1,1,0,9,5,122,3,10,18,66,2
22,Avellaneda                              ,002,0024 ,0209,169,8,1,0,0,1,0,0,11,0,2,0,0,6,0,55,0,1,10,19,2
22,Avellaneda                              ,002,0024 ,0227,450,6,0,0,6,0,2,0,22,1,2,1,0,7,12,156,0,2,13,71,0
22,Avellaneda                              ,002,0024 ,0228,103,0,1,0,2,0,0,0,12,1,0,0,0,1,1,35,1,2,8,13,0
22,Avellaneda                              ,002,0025 ,0210,148,4,0,0,1,1,1,0,0,0,2,0,1,0,0,54,0,0,1,15,0
22,Avellaneda                              ,002,0025 ,0229,108,0,0,0,0,0,0,0,0,0,0,0,0,1,1,54,1,1,3,9,0
22,Avellaneda                              ,002,0026 ,0211,226,0,0,0,0,0,0,0,0,0,0,0,0,3,1,93,0,1,32,12,0
22,Avellaneda                              ,002,0026 ,0212,227,0,0,0,2,0,1,0,0,1,0,0,1,5,2,90,0,0,23,18,1
22,Avellaneda                              ,002,0026 ,0230,364,0,0,0,2,0,0,0,0,0,0,0,0,4,1,171,0,5,39,21,0
22,Avellaneda                              ,002,0027 ,0213,450,4,0,0,3,0,0,0,1,4,0,0,1,3,2,201,1,7,2,69,1
22,Avellaneda                              ,002,0027 ,0214,414,5,0,0,1,1,0,0,0,4,1,0,0,5,1,147,2,2,1,74,0
22,Avellaneda                              ,002,0027 ,0231,450,1,2,1,0,0,0,0,0,0,0,0,0,0,8,222,6,2,1,69,0
22,Avellaneda                              ,002,0027 ,0232,225,1,0,0,1,0,0,0,0,0,1,0,0,1,2,116,1,3,1,44,0
22,Aguirre                                 ,003,0028 ,0215,407,4,1,0,2,0,0,0,0,0,0,1,1,8,12,109,0,8,4,30,1
22,Aguirre                                 ,003,0028 ,0233,244,0,0,0,0,0,0,0,1,0,0,0,0,6,0,71,0,5,1,18,0
22,Aguirre                                 ,003,0029 ,0216,450,14,0,1,17,0,2,0,1,1,0,0,0,45,4,166,5,2,23,18,0
22,Aguirre                                 ,003,0029 ,0217,112,0,2,0,0,1,0,0,0,0,0,0,0,19,1,34,0,2,11,3,0
22,Aguirre                                 ,003,0029 ,0234,429,3,2,1,7,0,0,0,1,0,2,1,0,65,3,171,2,2,23,17,2
22,Aguirre                                 ,003,0030 ,0218,96,1,0,0,2,0,0,0,0,0,0,0,0,1,0,47,0,1,0,8,0
22,Aguirre                                 ,003,0030 ,0235,55,0,0,0,1,0,0,0,0,0,0,0,0,3,0,24,0,0,0,9,0
22,Aguirre                                 ,003,0031 ,0219,450,3,1,8,7,0,1,0,1,0,1,0,0,11,11,218,2,16,3,5,5
22,Aguirre                                 ,003,0031 ,0220,450,3,0,1,6,2,2,0,3,7,1,0,0,9,7,217,3,8,7,8,6
22,Aguirre                                 ,003,0031 ,0221,450,0,0,2,8,2,0,0,2,2,2,3,0,12,10,211,3,8,3,8,8
22,Aguirre                                 ,003,0031 ,0222,450,20,1,6,7,1,3,0,1,5,0,0,0,12,15,206,3,21,2,5,10
22,Aguirre                                 ,003,0031 ,0223,180,1,2,1,1,0,0,0,0,2,1,0,0,5,8,73,2,5,2,3,1
22,Aguirre                                 ,003,0031 ,0236,450,0,0,0,4,1,0,0,0,4,0,1,0,11,18,234,5,7,7,10,7
22,Aguirre                                 ,003,0031 ,0237,450,30,0,1,2,2,0,0,0,3,0,0,0,2,19,240,1,9,3,14,7
22,Aguirre                                 ,003,0031 ,0238,450,3,1,1,10,0,0,0,2,10,0,0,0,10,15,214,0,20,3,15,0
22,Aguirre                                 ,003,0031 ,0239,415,0,0,1,8,0,0,0,0,1,0,0,0,9,20,221,1,14,8,8,7
22,Alberdi                                 ,004,0032 ,0224,450,1,0,0,0,0,0,0,0,0,0,0,0,3,4,85,1,2,0,63,0
22,Alberdi                                 ,004,0032 ,0225,135,2,0,0,0,0,0,0,0,1,1,0,0,1,1,59,0,1,1,16,0
22,Alberdi                                 ,004,0032 ,0240,445,1,2,0,1,0,0,0,0,1,0,0,0,2,3,106,0,0,2,55,0
22,Alberdi                                 ,004,0033 ,0226,225,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,Alberdi                                 ,004,0033 ,0227,226,1,0,0,0,0,0,0,0,0,0,0,0,3,0,94,0,2,1,18,0
22,Alberdi                                 ,004,0033 ,0241,385,1,0,0,0,0,2,0,1,0,0,0,0,0,0,119,0,2,1,41,0
22,Alberdi                                 ,004,0033A,0228,174,0,0,0,0,0,0,0,1,0,0,0,0,2,0,78,0,0,2,12,0
22,Alberdi                                 ,004,0033A,0242,104,1,0,0,0,0,0,0,0,0,0,0,0,0,2,53,0,0,2,7,0
22,Alberdi                                 ,004,0034 ,0229,450,12,1,0,5,0,1,0,0,4,0,0,0,6,1,185,0,5,27,9,0
22,Alberdi                                 ,004,0034 ,0230,450,4,0,0,2,1,1,0,2,0,0,0,0,14,14,180,1,4,13,11,0
22,Alberdi                                 ,004,0034 ,0231,450,2,0,2,0,0,0,0,0,6,0,0,0,9,2,222,1,3,13,12,0
22,Alberdi                                 ,004,0034 ,0232,450,7,1,3,1,0,1,0,1,0,0,0,0,12,3,194,0,9,17,18,0
22,Alberdi                                 ,004,0034 ,0233,450,9,0,0,0,0,2,0,0,0,0,0,0,11,4,190,0,11,22,9,4
22,Alberdi                                 ,004,0034 ,0234,254,2,0,1,1,0,1,0,0,3,0,0,0,10,2,105,2,2,11,9,0
22,Alberdi                                 ,004,0034 ,0235,254,5,1,4,0,0,0,0,1,3,0,0,0,6,3,118,0,1,11,6,0
22,Alberdi                                 ,004,0034 ,0243,450,8,0,0,3,0,0,0,1,3,0,0,0,10,3,216,1,13,25,14,0
22,Alberdi                                 ,004,0034 ,0244,450,10,1,0,3,0,0,0,2,0,0,0,0,10,7,214,1,7,28,9,0
22,Alberdi                                 ,004,0034 ,0245,450,2,2,0,0,0,0,0,1,0,0,0,0,4,1,253,0,6,8,9,0
22,Alberdi                                 ,004,0034 ,0246,450,2,0,1,0,0,1,0,1,0,0,0,0,1,2,236,0,11,19,14,0
22,Alberdi                                 ,004,0034 ,0247,416,4,0,1,2,0,0,0,0,0,0,0,0,7,1,209,0,4,30,9,0
22,Alberdi                                 ,004,0035 ,0236,362,5,1,3,0,0,0,0,0,0,1,0,0,0,0,205,0,3,0,9,0
22,Alberdi                                 ,004,0035 ,0248,304,2,0,0,1,0,0,0,0,0,0,0,0,2,0,216,1,3,2,5,0
22,Alberdi                                 ,004,0036 ,0237,450,5,2,2,1,0,2,0,0,1,2,0,0,20,53,160,3,6,25,29,2
22,Alberdi                                 ,004,0036 ,0238,450,0,0,5,7,2,1,0,1,5,2,0,0,7,48,139,3,10,21,30,2
22,Alberdi                                 ,004,0036 ,0239,312,0,0,0,5,0,1,0,0,4,0,0,1,9,27,96,0,8,14,14,0
22,Alberdi                                 ,004,0036 ,0249,450,4,2,0,0,1,0,0,2,0,2,0,0,5,87,169,0,7,28,24,0
22,Alberdi                                 ,004,0036 ,0250,244,0,0,1,1,0,0,0,0,0,0,0,0,11,31,107,0,1,9,17,0
22,Alberdi                                 ,004,0036 ,0251,245,1,0,1,1,0,0,0,0,1,0,0,0,1,24,100,0,5,14,15,0
22,Atamisqui                               ,005,0037 ,0240,450,0,0,0,2,1,0,0,0,0,0,0,0,2,87,144,2,1,3,2,0
22,Atamisqui                               ,005,0037 ,0241,450,0,0,1,1,0,0,0,1,2,0,2,0,5,95,125,0,2,2,4,0
22,Atamisqui                               ,005,0037 ,0242,450,2,0,0,0,0,0,0,1,2,0,0,0,3,98,136,0,6,10,5,1
22,Atamisqui                               ,005,0037 ,0243,450,0,0,2,0,0,0,0,0,0,0,0,0,3,84,147,0,2,3,8,0
22,Atamisqui                               ,005,0037 ,0244,218,1,1,0,0,0,0,0,1,0,1,0,0,2,41,71,0,1,4,1,0
22,Atamisqui                               ,005,0037 ,0252,450,0,1,0,1,0,1,0,0,0,0,0,0,4,115,144,1,1,0,2,1
22,Atamisqui                               ,005,0037 ,0253,450,4,0,0,0,0,0,0,0,2,0,1,0,2,121,144,0,3,5,3,0
22,Atamisqui                               ,005,0037 ,0254,450,1,0,0,1,0,0,0,0,0,2,0,0,2,127,177,0,1,2,1,1
22,Atamisqui                               ,005,0037 ,0255,450,2,0,0,0,0,0,0,0,0,1,0,0,1,139,154,0,1,3,0,0
22,Atamisqui                               ,005,0037 ,0256,228,0,0,1,2,0,0,0,0,0,0,0,0,1,63,90,0,0,1,1,0
22,Atamisqui                               ,005,0038 ,0245,450,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22,Atamisqui                               ,005,0038 ,0246,87,3,0,0,0,0,0,0,2,0,0,0,0,1,4,36,0,0,0,1,0
22,Atamisqui                               ,005,0038 ,0257,397,0,2,0,1,0,0,0,1,0,1,0,1,6,21,210,0,6,7,0,7
22,Atamisqui                               ,005,0039 ,0247,450,6,1,1,0,0,0,0,0,0,0,0,0,1,31,170,1,0,10,16,0
22,Atamisqui                               ,005,0039 ,0248,162,1,0,0,0,0,0,0,0,0,0,0,0,3,24,54,0,2,0,1,0
22,Atamisqui                               ,005,0039 ,0258,405,4,0,2,1,0,1,0,0,0,1,0,0,7,35,153,0,2,2,6,0
22,Atamisqui                               ,005,0040 ,0249,275,2,0,1,1,0,1,0,0,0,0,0,0,0,17,120,0,0,0,3,0
22,Atamisqui                               ,005,0040 ,0259,240,1,3,0,0,0,0,0,1,3,0,0,0,1,23,91,0,2,2,8,0
22,Atamisqui                               ,005,0040A,0250,118,0,1,0,0,0,0,0,0,0,1,0,0,0,11,30,0,0,0,2,0
22,Atamisqui                               ,005,0040A,0260,107,1,0,1,0,0,0,0,0,0,0,0,0,0,7,33,0,0,0,7,0
22,Atamisqui                               ,005,0041 ,0251,170,2,0,0,0,0,0,0,0,4,0,0,0,2,17,59,0,0,2,4,0
22,Atamisqui                               ,005,0041 ,0261,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Atamisqui                               ,005,0042 ,0252,450,2,3,2,1,1,3,0,1,1,1,0,0,6,7,188,0,7,3,8,0
22,Atamisqui                               ,005,0042 ,0253,107,1,1,0,0,0,0,0,0,0,1,0,0,5,2,51,0,1,0,4,0
22,Atamisqui                               ,005,0042 ,0262,445,1,3,1,4,1,1,0,1,1,1,0,0,5,13,243,3,4,1,19,0
22,Banda                                   ,006,0043 ,0254,450,18,2,2,8,1,3,0,1,7,0,3,1,19,9,99,5,8,73,22,5
22,Banda                                   ,006,0043 ,0255,450,0,0,6,9,1,8,0,2,2,1,1,0,11,5,97,3,10,72,16,3
22,Banda                                   ,006,0043 ,0256,450,0,0,3,7,1,3,0,2,8,0,0,1,1,12,87,6,9,80,27,3
22,Banda                                   ,006,0043 ,0257,450,2,5,9,5,2,2,0,3,14,2,4,0,13,10,100,7,11,64,22,6
22,Banda                                   ,006,0043 ,0258,450,4,1,6,15,0,4,0,1,9,4,1,0,10,8,112,5,7,85,12,3
22,Banda                                   ,006,0043 ,0259,450,2,5,8,10,0,4,0,6,7,0,0,0,13,4,81,2,7,82,22,2
22,Banda                                   ,006,0043 ,0260,450,1,2,7,4,2,4,0,5,10,2,0,1,8,6,71,4,4,66,33,1
