codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0001,0005,0012,0014,0017,0038,0050,0056,0057,0060,0175,0187,0209,0210,0211,0212,0213,0442
22,Banda                                   ,006,0043 ,0261,450,0,0,4,3,2,4,0,4,20,0,0,0,4,8,77,8,10,75,27,4
22,Banda                                   ,006,0043 ,0262,450,0,0,1,2,1,5,0,4,6,2,0,0,10,13,95,2,10,78,20,3
22,Banda                                   ,006,0043 ,0263,900,0,0,16,16,2,6,0,8,22,0,0,2,30,24,222,10,26,172,52,4
22,Banda                                   ,006,0043 ,0264,900,6,2,10,18,2,8,0,14,22,4,0,2,30,16,232,8,36,158,40,8
22,Banda                                   ,006,0043 ,0265,900,0,0,14,32,8,14,0,10,36,2,0,0,16,14,212,20,16,172,42,4
22,Banda                                   ,006,0043 ,0266,900,0,0,14,16,2,16,0,14,22,2,2,0,22,14,212,12,10,166,38,14
22,Banda                                   ,006,0043 ,0267,900,4,3,24,26,0,10,0,2,20,4,4,2,16,16,230,18,16,190,34,4
22,Banda                                   ,006,0043 ,0268,900,3,4,10,12,2,4,0,8,26,0,4,0,20,18,222,12,26,190,60,6
22,Banda                                   ,006,0043 ,0269,900,4,0,22,24,0,4,0,10,30,4,6,0,22,14,228,4,16,182,46,8
22,Banda                                   ,006,0043 ,0270,900,3,3,10,18,4,6,0,12,26,4,2,2,16,16,186,12,16,206,32,10
22,Banda                                   ,006,0043 ,0271,900,25,0,22,20,4,10,0,4,28,2,0,2,14,28,218,6,30,168,54,8
22,Banda                                   ,006,0043 ,0272,900,3,1,0,22,0,8,0,14,24,4,4,0,16,30,194,12,20,184,32,10
22,Banda                                   ,006,0043 ,0273,900,8,5,14,18,8,14,0,8,32,4,2,0,16,20,224,14,34,144,52,16
22,Banda                                   ,006,0043 ,0274,900,8,2,18,18,6,2,0,10,52,10,0,0,24,24,220,14,24,140,46,8
22,Banda                                   ,006,0043 ,0275,807,0,0,14,6,6,14,0,2,30,2,2,0,10,22,226,16,14,144,52,8
22,Banda                                   ,006,0043 ,0276,450,20,7,6,6,0,2,0,3,14,2,0,0,0,9,121,3,9,91,18,1
22,Banda                                   ,006,0043 ,0277,450,29,10,6,13,1,3,0,3,8,0,0,1,8,15,78,5,12,93,14,0
22,Banda                                   ,006,0043 ,0278,450,0,2,5,18,3,0,0,3,14,0,0,0,9,5,110,4,11,80,28,2
22,Banda                                   ,006,0043 ,0279,450,0,0,8,8,2,1,0,0,3,0,0,1,11,14,97,13,3,105,25,1
22,Banda                                   ,006,0043 ,0280,450,0,0,5,14,1,1,0,1,16,1,0,0,18,11,113,9,9,89,16,1
22,Banda                                   ,006,0043 ,0281,450,2,2,7,17,4,1,0,6,17,0,0,0,1,7,91,4,11,87,32,0
22,Banda                                   ,006,0043 ,0282,450,1,2,11,9,0,6,0,3,8,1,0,1,4,10,114,5,13,76,27,3
22,Banda                                   ,006,0043 ,0283,450,0,0,4,9,0,2,0,4,11,2,0,0,7,7,118,5,7,59,17,1
22,Banda                                   ,006,0043 ,0284,450,2,6,7,4,0,1,0,5,12,0,0,0,5,7,116,5,5,91,18,4
22,Banda                                   ,006,0043 ,0285,450,6,2,0,0,0,0,0,0,11,0,0,0,9,11,111,1,9,77,0,1
22,Banda                                   ,006,0043 ,0286,450,0,0,8,5,0,0,0,3,14,1,1,0,6,7,91,6,9,104,19,3
22,Banda                                   ,006,0043 ,0287,280,2,3,4,0,0,0,0,2,9,0,2,0,5,11,60,3,5,57,10,0
22,Banda                                   ,006,0044 ,0276,450,3,2,6,4,0,2,0,3,8,0,1,0,10,6,100,5,10,82,26,3
22,Banda                                   ,006,0044 ,0277,450,0,0,3,7,0,1,0,4,4,1,0,0,7,7,95,9,3,78,22,1
22,Banda                                   ,006,0044 ,0278,450,0,0,0,0,1,3,0,3,4,0,0,0,5,7,101,3,3,84,21,5
22,Banda                                   ,006,0044 ,0279,450,23,9,4,6,1,2,0,3,7,2,0,1,8,11,112,0,3,67,24,1
22,Banda                                   ,006,0044 ,0280,450,23,0,6,5,3,2,0,1,8,2,2,0,11,10,117,1,5,64,20,1
22,Banda                                   ,006,0044 ,0281,450,3,4,0,0,1,0,0,0,3,0,0,0,9,11,105,8,8,61,30,2
22,Banda                                   ,006,0044 ,0282,450,0,0,1,5,12,4,0,4,5,1,0,0,12,13,88,4,14,70,26,2
22,Banda                                   ,006,0044 ,0283,450,0,0,5,0,1,2,0,2,14,1,0,0,4,11,128,5,6,79,20,0
22,Banda                                   ,006,0044 ,0284,450,2,4,10,0,0,3,0,5,11,1,0,0,9,11,101,3,8,73,34,0
22,Banda                                   ,006,0044 ,0285,450,3,2,4,5,4,3,0,2,6,0,1,0,6,9,102,8,7,90,22,0
22,Banda                                   ,006,0044 ,0286,450,0,0,0,4,0,0,0,3,3,0,0,0,3,9,127,8,3,71,29,1
22,Banda                                   ,006,0044 ,0287,450,0,0,2,0,0,3,0,7,8,3,0,0,8,12,117,5,10,80,26,2
22,Banda                                   ,006,0044 ,0288,900,4,9,12,14,4,12,0,6,6,0,0,0,14,20,212,4,28,208,62,8
22,Banda                                   ,006,0044 ,0289,900,93,10,6,12,2,6,0,8,30,2,0,2,16,18,222,4,14,158,58,10
22,Banda                                   ,006,0044 ,0290,900,2,2,14,16,0,14,0,8,18,2,6,2,6,36,270,14,22,160,46,4
22,Banda                                   ,006,0044 ,0291,900,29,5,8,2,2,6,0,10,20,6,0,2,22,34,242,8,28,154,48,8
22,Banda                                   ,006,0044 ,0292,900,30,6,4,16,4,2,0,12,10,8,2,4,20,12,276,8,24,182,40,14
22,Banda                                   ,006,0044 ,0293,900,2,4,8,10,4,12,0,14,18,2,2,0,28,24,244,12,14,200,56,0
22,Banda                                   ,006,0044 ,0294,900,5,0,14,20,6,8,0,12,20,0,2,2,24,26,244,6,22,178,48,6
22,Banda                                   ,006,0044 ,0295,900,7,8,6,8,2,8,0,10,16,2,0,2,18,16,284,10,24,174,50,4
22,Banda                                   ,006,0044 ,0296,900,15,2,24,12,6,4,0,8,18,2,4,0,14,8,270,4,22,176,46,6
22,Banda                                   ,006,0044 ,0297,900,0,0,10,6,2,4,0,12,16,2,2,0,20,20,264,10,22,180,46,2
22,Banda                                   ,006,0044 ,0298,900,11,5,20,14,0,6,0,6,18,6,2,2,14,28,282,8,20,174,48,12
22,Banda                                   ,006,0044 ,0299,900,0,0,10,10,6,2,0,8,12,6,0,2,22,28,262,14,16,172,62,4
22,Banda                                   ,006,0044 ,0300,900,6,0,14,10,4,4,0,8,20,2,0,2,8,26,256,12,14,182,46,4
22,Banda                                   ,006,0044 ,0301,798,3,5,6,14,6,10,0,8,14,0,2,2,12,20,268,6,8,190,44,12
22,Banda                                   ,006,0044 ,0302,450,0,0,6,3,0,4,0,5,9,2,0,1,8,7,134,8,13,71,23,3
22,Banda                                   ,006,0044 ,0303,450,0,0,3,10,2,2,0,2,10,2,0,2,7,17,121,2,4,88,27,0
22,Banda                                   ,006,0044 ,0304,450,0,0,2,2,0,8,0,3,10,0,1,1,10,15,126,4,7,82,13,2
22,Banda                                   ,006,0044 ,0305,450,0,0,4,1,0,4,0,1,0,0,0,0,8,16,106,2,6,91,35,2
22,Banda                                   ,006,0044 ,0306,450,28,4,5,4,0,2,0,6,10,0,1,0,4,8,127,2,7,96,25,1
22,Banda                                   ,006,0044 ,0307,450,0,0,7,6,0,2,0,4,3,0,0,0,5,3,139,3,13,95,28,3
22,Banda                                   ,006,0044 ,0308,450,1,7,4,5,0,1,0,6,8,2,0,0,10,9,128,4,3,74,16,1
22,Banda                                   ,006,0044 ,0309,450,0,0,7,8,3,1,0,5,8,2,0,1,15,21,119,2,9,79,25,1
22,Banda                                   ,006,0044 ,0310,450,3,3,2,10,0,0,0,2,14,1,0,0,8,7,128,1,12,86,24,0
22,Banda                                   ,006,0044 ,0311,450,1,1,7,5,0,5,0,4,6,3,1,0,8,6,121,6,6,101,23,2
22,Banda                                   ,006,0044 ,0312,450,0,0,4,4,1,1,0,3,5,1,0,1,9,7,130,4,13,98,23,3
22,Banda                                   ,006,0044 ,0313,450,4,1,4,0,0,0,0,4,9,0,0,0,7,11,129,1,7,92,27,4
22,Banda                                   ,006,0044 ,0314,450,4,4,2,7,0,0,0,3,1,4,0,0,15,13,133,2,6,100,18,0
22,Banda                                   ,006,0044 ,0315,450,2,0,3,5,1,2,0,2,8,2,0,0,11,16,121,8,8,89,26,2
22,Banda                                   ,006,0044 ,0316,186,2,1,3,1,1,2,0,2,0,0,0,0,2,5,52,0,2,39,3,0
22,Banda                                   ,006,0045 ,0302,450,0,0,1,4,4,1,0,5,4,0,1,2,12,15,120,4,11,43,27,2
22,Banda                                   ,006,0045 ,0303,152,2,0,3,1,0,0,0,1,0,0,0,0,12,0,43,0,3,13,10,0
22,Banda                                   ,006,0045 ,0317,450,7,0,3,4,1,5,0,6,9,1,0,0,14,7,133,0,9,61,16,2
22,Banda                                   ,006,0045 ,0318,97,0,0,0,2,0,0,0,0,0,1,1,0,4,3,43,3,2,10,6,1
22,Banda                                   ,006,0046 ,0304,199,0,0,0,1,1,1,0,0,1,0,0,0,6,3,67,2,2,20,8,0
22,Banda                                   ,006,0046 ,0319,189,0,0,1,0,1,0,0,1,0,2,0,0,3,5,63,0,4,0,0,0
22,Banda                                   ,006,0047 ,0305,450,7,1,6,0,0,6,0,7,6,7,0,0,0,5,16,0,32,43,15,1
22,Banda                                   ,006,0047 ,0306,149,0,0,0,2,0,1,0,1,1,0,0,0,7,0,42,1,4,34,3,0
22,Banda                                   ,006,0047 ,0320,450,0,0,0,0,0,2,0,5,0,0,1,0,3,8,179,0,17,0,14,2
22,Banda                                   ,006,0047 ,0321,74,1,0,0,0,0,1,0,0,1,1,0,0,0,0,25,0,3,15,5,0
22,Banda                                   ,006,0048 ,0307,450,0,0,0,8,1,0,0,2,2,1,0,2,7,5,140,7,7,62,18,1
22,Banda                                   ,006,0048 ,0308,450,0,0,7,5,0,6,0,3,6,2,0,0,9,13,120,3,11,67,16,8
22,Banda                                   ,006,0048 ,0309,450,2,3,5,12,1,2,0,6,3,2,1,2,12,8,103,5,16,62,19,3
22,Banda                                   ,006,0048 ,0310,450,18,3,4,0,1,3,0,5,15,0,0,1,5,9,95,1,9,86,27,3
22,Banda                                   ,006,0048 ,0311,450,3,5,6,0,2,4,0,2,13,0,0,1,16,5,104,4,3,78,20,4
22,Banda                                   ,006,0048 ,0312,450,22,2,3,15,2,1,0,1,0,1,0,1,7,11,95,9,9,56,24,3
22,Banda                                   ,006,0048 ,0313,450,3,0,2,5,1,5,0,1,5,0,0,0,7,7,113,6,2,56,18,3
22,Banda                                   ,006,0048 ,0314,450,5,1,7,6,0,5,0,0,9,1,2,0,6,5,101,0,16,71,20,0
22,Banda                                   ,006,0048 ,0315,450,4,7,8,8,1,1,0,5,10,1,1,2,8,7,113,5,17,64,14,3
22,Banda                                   ,006,0048 ,0316,450,0,0,4,7,0,3,0,6,9,1,0,0,7,3,113,9,14,56,26,6
22,Banda                                   ,006,0048 ,0317,450,1,0,1,5,0,1,3,2,0,1,0,6,14,7,103,2,12,77,23,1
22,Banda                                   ,006,0048 ,0318,450,6,3,5,8,2,2,0,2,4,0,2,1,5,16,119,3,6,79,30,1
22,Banda                                   ,006,0048 ,0319,450,1,4,2,4,0,4,0,1,5,1,2,1,6,9,107,5,5,85,16,1
22,Banda                                   ,006,0048 ,0320,450,1,1,6,4,3,1,0,5,4,0,0,0,11,10,102,4,5,75,20,2
22,Banda                                   ,006,0048 ,0321,450,6,3,2,7,1,6,0,4,10,2,0,1,6,5,136,0,7,51,14,1
22,Banda                                   ,006,0048 ,0322,688,3,2,6,14,2,4,0,6,10,2,0,6,28,18,238,6,16,196,48,2
22,Banda                                   ,006,0048 ,0323,689,2,0,8,14,2,2,0,4,10,2,4,0,16,32,280,16,12,164,28,2
22,Banda                                   ,006,0048 ,0324,450,0,0,0,8,5,4,0,3,0,0,0,0,10,11,13,3,10,82,138,5
22,Banda                                   ,006,0048 ,0325,450,1,2,5,13,0,2,0,7,0,2,0,0,11,5,122,2,16,101,26,2
22,Banda                                   ,006,0048 ,0326,450,4,5,2,11,1,3,0,2,11,1,1,3,10,5,124,7,8,94,14,4
22,Banda                                   ,006,0048 ,0327,450,0,0,11,8,3,5,0,2,5,1,0,1,11,9,141,1,5,67,24,2
22,Banda                                   ,006,0048 ,0328,450,0,0,6,0,1,3,0,2,2,1,0,1,7,4,114,2,8,78,27,0
22,Banda                                   ,006,0048 ,0329,450,23,4,3,10,0,1,0,3,7,3,0,0,9,8,143,1,14,80,21,0
22,Banda                                   ,006,0048 ,0330,450,0,0,2,0,0,1,0,3,10,3,0,0,0,0,1,0,20,138,11,0
22,Banda                                   ,006,0048 ,0331,450,5,9,9,12,3,0,0,5,6,4,0,0,5,9,105,4,8,89,19,2
22,Banda                                   ,006,0048 ,0332,450,0,0,4,4,0,2,0,6,8,1,0,2,10,4,131,10,9,91,27,0
22,Banda                                   ,006,0048 ,0333,450,0,0,5,2,0,3,0,2,13,1,0,1,3,10,130,5,7,99,23,6
22,Banda                                   ,006,0048 ,0334,450,3,1,5,2,0,2,0,3,6,2,2,0,4,11,133,5,14,86,27,2
22,Banda                                   ,006,0048 ,0335,450,2,3,5,11,1,4,0,3,8,1,1,0,15,10,127,2,3,87,19,1
22,Banda                                   ,006,0048 ,0336,450,24,4,2,7,2,1,0,1,7,0,0,0,8,8,125,4,5,77,18,6
22,Banda                                   ,006,0048 ,0337,450,2,0,4,3,1,1,0,0,10,3,1,1,4,7,149,2,8,72,22,1
22,Banda                                   ,006,0048 ,0338,450,0,0,8,7,0,4,0,1,9,0,0,0,14,8,145,3,7,85,16,1
22,Banda                                   ,006,0048 ,0339,450,3,1,7,3,1,1,0,2,5,1,1,0,8,12,136,0,10,80,19,3
22,Banda                                   ,006,0048 ,0340,136,1,0,3,1,0,0,0,3,1,0,0,0,4,0,36,0,4,24,3,1
22,Banda                                   ,006,0049 ,0324,450,10,1,2,0,0,4,0,3,4,0,7,0,32,3,115,1,5,22,8,1
22,Banda                                   ,006,0049 ,0325,284,27,0,1,0,0,0,0,1,3,1,2,0,8,2,64,0,5,16,13,0
22,Banda                                   ,006,0049 ,0341,450,24,2,0,0,0,0,0,0,3,1,2,0,22,2,139,0,11,38,20,0
22,Banda                                   ,006,0049 ,0342,99,0,0,0,0,0,2,0,0,1,0,0,0,1,0,23,0,1,10,4,0
22,Banda                                   ,006,0049A,0326,94,0,0,0,0,0,1,0,0,0,0,0,0,1,0,37,0,1,1,1,0
22,Banda                                   ,006,0049A,0343,52,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,0,1,2,2,0
22,Banda                                   ,006,0050 ,0327,362,0,0,5,1,0,2,0,2,3,3,0,1,2,0,106,2,3,21,0,0
22,Banda                                   ,006,0050 ,0344,328,7,0,2,0,0,4,0,0,2,4,0,0,1,1,151,3,4,13,17,0
22,Banda                                   ,006,0051 ,0328,434,0,0,0,1,0,1,0,0,1,0,0,0,18,7,143,0,4,26,15,1
22,Banda                                   ,006,0051 ,0345,325,0,0,0,1,0,0,0,0,1,3,0,0,16,2,126,2,3,14,15,0
22,Banda                                   ,006,0052 ,0329,450,51,0,10,6,0,6,0,2,10,2,0,1,3,9,127,3,10,38,14,1
22,Banda                                   ,006,0052 ,0330,450,7,0,4,2,1,5,0,4,11,0,0,4,8,10,140,7,7,27,8,1
22,Banda                                   ,006,0052 ,0331,450,55,0,1,7,2,3,0,3,8,0,1,3,4,13,131,1,12,37,7,0
22,Banda                                   ,006,0052 ,0332,450,55,2,5,10,0,1,0,3,8,2,1,6,13,9,127,1,6,27,18,1
22,Banda                                   ,006,0052 ,0333,450,5,0,5,5,0,1,0,0,11,2,0,1,5,6,138,5,8,39,9,5
22,Banda                                   ,006,0052 ,0334,450,0,0,4,3,0,2,0,2,8,0,0,2,9,14,148,3,11,29,16,2
22,Banda                                   ,006,0052 ,0335,450,28,0,3,0,2,1,0,2,7,1,0,2,3,9,176,4,5,25,24,3
22,Banda                                   ,006,0052 ,0336,450,62,0,4,14,0,0,0,2,5,2,1,3,7,10,115,2,9,38,10,0
22,Banda                                   ,006,0052 ,0337,432,46,0,1,7,3,0,0,4,2,2,2,2,5,4,136,0,8,28,15,0
22,Banda                                   ,006,0052 ,0346,450,1,2,1,5,2,1,0,1,13,0,0,3,3,10,152,1,9,51,11,0
22,Banda                                   ,006,0052 ,0347,450,3,5,2,5,1,1,0,0,5,0,0,2,3,8,176,1,16,47,3,4
22,Banda                                   ,006,0052 ,0348,450,3,3,1,5,1,3,1,5,8,1,0,1,9,10,150,2,12,34,7,3
22,Banda                                   ,006,0052 ,0349,450,6,2,2,12,1,3,0,2,7,1,0,6,7,4,157,1,8,61,18,1
22,Banda                                   ,006,0052 ,0350,450,0,0,6,8,0,2,0,1,8,1,0,0,7,13,153,1,9,34,20,3
22,Banda                                   ,006,0052 ,0351,450,2,4,2,5,0,0,0,1,5,1,0,1,6,19,154,1,8,40,11,0
22,Banda                                   ,006,0052 ,0352,450,34,4,5,5,2,0,0,0,5,0,1,0,8,7,190,3,9,46,11,1
22,Banda                                   ,006,0052 ,0353,450,0,3,3,7,0,2,0,1,6,0,0,4,6,14,144,4,14,53,13,2
22,Banda                                   ,006,0052 ,0354,327,0,0,1,5,0,1,0,1,1,0,0,2,3,8,13,3,10,26,13,1
22,Banda                                   ,006,0053 ,0338,392,0,0,0,3,4,0,0,1,0,3,1,0,11,4,83,2,4,21,9,0
22,Banda                                   ,006,0053 ,0355,314,3,0,0,2,0,1,0,1,0,0,0,0,13,3,78,1,2,17,12,1
22,Banda                                   ,006,0053A,0339,198,0,0,0,3,0,2,0,1,1,0,1,2,2,0,59,1,5,3,3,1
22,Banda                                   ,006,0053A,0356,142,0,0,0,0,0,1,0,0,2,1,0,0,1,4,48,1,5,8,2,0
22,Banda                                   ,006,0054 ,0340,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Banda                                   ,006,0054 ,0357,308,0,0,1,2,0,1,0,3,0,0,0,0,1,2,62,1,5,47,14,0
22,Banda                                   ,006,0055 ,0341,450,0,0,4,0,0,0,0,0,0,0,0,0,15,3,171,0,4,20,6,0
22,Banda                                   ,006,0055 ,0342,149,2,0,0,0,0,1,0,0,0,0,0,0,4,4,59,0,1,12,0,0
22,Banda                                   ,006,0055 ,0358,450,0,0,0,0,0,0,0,0,0,0,0,0,8,0,231,0,2,47,13,0
22,Banda                                   ,006,0055 ,0359,67,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,0,2,7,5,0
22,Banda                                   ,006,0056 ,0343,251,6,0,2,0,3,1,0,2,0,1,1,0,13,3,71,2,1,3,0,0
22,Banda                                   ,006,0056 ,0344,252,1,1,1,0,1,0,0,0,0,2,0,0,22,1,60,0,5,5,7,1
22,Banda                                   ,006,0056 ,0360,407,0,0,2,1,0,2,0,0,1,0,0,0,37,1,133,1,7,7,19,1
22,Banda                                   ,006,0057 ,0345,316,0,0,2,0,0,0,0,2,0,0,2,0,16,7,84,1,4,13,19,0
22,Banda                                   ,006,0057 ,0361,266,0,0,2,1,0,1,0,0,0,1,0,0,3,7,84,2,5,5,20,1
22,Banda                                   ,006,0058 ,0346,450,0,0,0,0,0,4,0,12,0,0,0,0,6,0,157,0,5,37,15,0
22,Banda                                   ,006,0058 ,0347,450,3,1,1,4,0,2,0,4,3,1,0,0,5,7,164,2,12,33,14,1
22,Banda                                   ,006,0058 ,0348,368,0,0,0,0,0,4,0,6,1,0,0,1,2,5,123,1,2,45,0,0
22,Banda                                   ,006,0058 ,0362,450,0,0,0,8,1,1,0,6,2,0,0,0,3,10,186,3,5,45,8,0
22,Banda                                   ,006,0058 ,0363,450,4,3,0,7,0,3,0,15,0,0,1,0,10,6,212,2,6,22,14,2
22,Banda                                   ,006,0058 ,0364,157,2,0,0,0,0,0,0,4,0,0,0,0,1,2,67,0,3,17,3,1
22,Banda                                   ,006,0059 ,0349,234,4,3,2,0,1,2,0,1,0,0,1,0,5,8,51,0,5,23,8,0
22,Banda                                   ,006,0059 ,0365,177,0,0,0,2,0,1,0,0,1,0,0,1,2,4,49,2,8,10,15,0
22,Banda                                   ,006,0060 ,0350,222,0,0,11,3,0,1,0,0,1,0,1,0,6,2,69,0,6,0,5,0
22,Banda                                   ,006,0060 ,0366,166,0,0,0,0,0,3,0,0,0,0,0,0,4,1,54,0,3,14,5,1
22,Banda                                   ,006,0061 ,0351,293,7,0,1,2,0,2,0,2,0,2,2,0,13,5,66,0,5,6,20,1
22,Banda                                   ,006,0061 ,0367,209,0,0,0,0,0,0,0,0,2,0,0,0,12,1,50,1,11,9,10,1
22,Banda                                   ,006,0062 ,0352,415,0,0,0,2,0,1,0,4,0,0,0,0,13,9,131,2,7,26,13,1
22,Banda                                   ,006,0062 ,0368,299,0,0,0,0,0,0,0,0,0,0,0,0,4,16,117,0,4,22,0,2
22,Banda                                   ,006,0063 ,0353,419,0,0,1,4,2,1,0,0,0,1,0,1,17,20,120,0,9,18,25,4
22,Banda                                   ,006,0063 ,0369,347,3,3,1,0,0,4,0,1,0,0,1,0,8,9,139,2,7,26,12,0
22,Banda                                   ,006,0064 ,0354,450,0,0,0,2,0,0,0,0,1,0,3,1,23,6,118,1,7,23,29,1
22,Banda                                   ,006,0064 ,0355,118,1,0,0,0,0,1,0,0,0,0,0,0,5,3,39,0,4,2,9,1
22,Banda                                   ,006,0064 ,0370,423,3,0,3,2,0,1,0,0,2,1,0,0,30,6,131,3,6,20,22,1
22,Banda                                   ,006,0065 ,0356,270,0,0,0,1,0,0,0,0,2,0,2,0,0,0,88,2,0,11,0,1
22,Banda                                   ,006,0065 ,0371,251,0,0,1,0,0,1,0,0,0,0,0,0,3,3,111,0,8,17,5,1
22,Banda                                   ,006,0066 ,0357,450,8,0,1,1,0,1,0,1,0,1,0,0,8,3,164,0,6,52,11,1
22,Banda                                   ,006,0066 ,0358,440,17,0,1,1,0,0,0,0,3,0,1,1,8,5,152,1,2,81,10,1
22,Banda                                   ,006,0066 ,0372,450,2,4,2,1,0,2,0,0,0,0,0,0,5,5,200,3,5,77,13,1
22,Banda                                   ,006,0066 ,0373,367,6,1,1,0,1,1,0,1,0,1,0,0,3,9,150,1,10,75,7,1
22,Belgrano                                ,007,0067 ,0359,450,0,0,12,15,0,1,0,2,7,3,0,0,9,24,167,11,2,6,10,21
22,Belgrano                                ,007,0067 ,0360,450,0,3,0,6,0,0,0,1,18,1,0,1,10,8,193,7,5,19,10,8
22,Belgrano                                ,007,0067 ,0361,450,0,0,0,16,1,0,0,1,11,1,0,0,16,20,166,3,2,11,27,16
22,Belgrano                                ,007,0067 ,0362,450,5,0,0,0,0,13,0,0,22,10,0,0,6,10,158,10,3,11,33,13
22,Belgrano                                ,007,0067 ,0363,74,1,1,0,1,0,0,0,0,1,0,1,0,0,1,26,1,1,3,4,1
22,Belgrano                                ,007,0067 ,0374,450,6,3,12,3,0,3,0,1,26,2,0,0,15,15,172,6,5,9,24,15
22,Belgrano                                ,007,0067 ,0375,450,0,0,13,10,0,2,0,1,32,0,0,0,9,21,162,6,3,15,17,7
22,Belgrano                                ,007,0067 ,0376,450,0,0,13,13,1,0,0,1,12,2,0,0,9,28,174,10,3,15,17,8
22,Belgrano                                ,007,0067 ,0377,391,0,0,9,12,0,2,0,0,14,0,0,0,11,19,157,5,8,15,12,17
22,Belgrano                                ,007,0067A,0364,109,0,1,6,5,0,0,0,0,0,0,0,0,0,0,50,0,0,0,3,3
22,Belgrano                                ,007,0067A,0378,106,1,1,4,3,0,1,0,0,5,0,0,0,0,1,54,1,0,1,0,3
22,Belgrano                                ,007,0068 ,0365,234,3,1,5,6,0,1,0,0,3,1,0,0,4,11,94,2,7,8,1,2
22,Belgrano                                ,007,0068 ,0379,187,0,0,3,2,0,0,0,0,3,3,0,0,4,16,88,2,1,7,6,0
22,Belgrano                                ,007,0069 ,0366,244,17,1,5,0,0,0,0,0,8,0,0,0,4,8,61,6,0,65,6,6
22,Belgrano                                ,007,0069 ,0367,245,13,0,4,3,1,1,0,0,0,0,1,0,5,1,97,8,1,40,2,4
22,Belgrano                                ,007,0069 ,0380,431,17,0,3,6,1,1,0,2,5,1,0,0,6,14,169,1,2,72,8,5
22,Copo                                    ,008,0070 ,0368,450,0,0,0,0,2,0,0,3,6,1,0,0,15,1,101,0,2,29,42,1
22,Copo                                    ,008,0070 ,0369,241,17,1,2,2,1,4,0,1,0,0,1,0,8,0,53,0,1,25,13,0
22,Copo                                    ,008,0070 ,0381,246,0,0,0,4,0,0,0,0,0,0,0,0,11,3,59,1,1,15,14,0
22,Copo                                    ,008,0070 ,0382,246,2,1,0,2,0,0,0,1,0,0,0,0,18,0,50,0,0,18,15,1
22,Copo                                    ,008,0070A,0370,254,0,1,1,0,0,0,0,0,1,0,0,0,16,2,60,1,1,14,27,0
22,Copo                                    ,008,0070A,0383,144,0,0,1,0,0,1,0,0,0,0,0,0,0,0,30,0,0,0,14,1
22,Copo                                    ,008,0071 ,0371,450,4,0,0,6,2,0,0,0,0,0,0,1,78,5,138,0,1,2,4,0
22,Copo                                    ,008,0071 ,0372,450,6,0,0,3,4,0,0,3,2,2,2,2,84,8,149,3,7,8,4,0
22,Copo                                    ,008,0071 ,0373,450,0,0,0,0,1,0,0,0,0,1,0,3,74,12,9,0,1,7,101,0
22,Copo                                    ,008,0071 ,0374,450,0,0,0,3,0,0,0,0,1,2,0,2,82,15,116,0,0,3,21,0
22,Copo                                    ,008,0071 ,0375,450,2,3,0,0,0,2,0,0,1,2,0,3,87,11,97,0,5,17,11,0
22,Copo                                    ,008,0071 ,0376,450,10,0,0,3,0,0,0,1,2,0,1,4,77,4,129,0,2,2,0,0
22,Copo                                    ,008,0071 ,0377,450,3,1,0,7,1,0,0,0,0,0,0,3,96,9,123,3,4,4,1,2
22,Copo                                    ,008,0071 ,0378,450,6,0,0,4,0,0,0,0,0,0,0,2,63,5,129,0,6,2,7,1
22,Copo                                    ,008,0071 ,0379,450,5,0,0,5,1,0,0,1,0,1,1,3,60,4,119,2,6,3,8,3
22,Copo                                    ,008,0071 ,0380,450,10,2,1,4,1,0,0,3,0,2,0,0,73,3,118,2,2,7,11,0
22,Copo                                    ,008,0071 ,0381,450,12,0,0,5,0,0,0,1,4,1,0,2,81,5,106,0,4,7,7,0
22,Copo                                    ,008,0071 ,0382,328,7,0,0,2,1,0,0,0,1,0,0,1,54,3,80,0,0,5,7,0
22,Copo                                    ,008,0071 ,0384,450,2,1,0,5,1,0,0,0,5,0,0,3,91,12,127,0,6,7,7,0
22,Copo                                    ,008,0071 ,0385,450,15,0,0,6,0,0,0,1,0,0,0,2,88,6,148,0,3,7,5,1
22,Copo                                    ,008,0071 ,0386,450,0,0,0,1,2,1,0,4,2,0,0,1,92,19,124,0,0,6,7,0
22,Copo                                    ,008,0071 ,0387,450,6,0,0,1,2,2,0,4,5,1,0,0,93,3,123,0,7,5,5,0
22,Copo                                    ,008,0071 ,0388,450,1,0,0,2,0,0,0,2,3,1,1,1,111,4,120,2,3,3,9,0
22,Copo                                    ,008,0071 ,0389,450,3,1,0,4,0,0,0,2,4,2,0,3,106,1,0,3,3,3,3,0
22,Copo                                    ,008,0071 ,0390,450,2,0,3,3,0,0,0,0,2,1,2,1,104,6,124,1,3,6,16,0
22,Copo                                    ,008,0071 ,0391,450,0,2,0,4,0,0,0,4,1,1,0,3,101,3,104,0,1,4,7,1
22,Copo                                    ,008,0071 ,0392,450,5,0,1,0,1,0,0,1,6,1,0,5,95,13,107,0,4,7,9,1
22,Copo                                    ,008,0071 ,0393,450,15,0,0,2,0,2,0,2,1,1,0,1,99,4,120,0,4,1,8,0
