codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0023,0036,0179,0302,0501,0504,0508,0509,0510,0517,0518,0536
01,Comuna 01,001,0001 ,0027,344,3,1,30,9,1,5,77,17,11,20,21,10,26,13
01,Comuna 01,001,0001 ,0028,343,2,4,16,3,0,20,77,4,12,10,30,18,36,14
01,Comuna 01,001,0001 ,0029,344,2,0,26,7,0,6,71,19,8,24,33,11,27,18
01,Comuna 01,001,0001 ,0030,343,5,7,16,9,0,8,88,11,6,17,29,10,24,14
01,Comuna 01,001,0001 ,0031,344,5,3,21,12,2,8,83,10,11,19,20,17,29,13
01,Comuna 01,001,0001 ,0032,343,3,1,17,18,1,12,107,15,5,15,22,8,19,11
01,Comuna 01,001,0002 ,0033,342,1,11,12,11,2,4,105,8,6,11,21,12,26,10
01,Comuna 01,001,0002 ,0034,341,4,4,10,12,0,3,91,12,4,21,26,13,27,8
01,Comuna 01,001,0002 ,0035,341,6,2,20,5,1,5,93,8,10,20,16,11,26,10
01,Comuna 01,001,0002 ,0036,339,2,1,31,6,1,3,98,13,9,15,18,16,24,12
01,Comuna 01,001,0002 ,0037,342,2,5,28,6,1,3,88,9,8,21,24,8,23,15
01,Comuna 01,001,0002 ,0038,341,7,7,13,7,0,9,78,8,4,0,29,10,25,14
01,Comuna 01,001,0002 ,0039,342,3,3,15,17,0,3,95,14,9,19,22,11,20,14
01,Comuna 01,001,0002 ,0040,343,8,2,18,4,1,2,88,17,6,9,23,7,19,18
01,Comuna 01,001,0002 ,0041,340,2,2,27,9,0,2,91,17,8,17,26,14,31,8
01,Comuna 01,001,0002 ,0042,339,23,3,28,3,0,3,96,15,4,13,29,11,36,0
01,Comuna 01,001,0002 ,0043,341,0,0,20,8,0,9,98,20,6,15,31,19,21,12
01,Comuna 01,001,0002 ,0044,341,3,3,18,7,1,0,87,17,4,15,30,11,26,11
01,Comuna 01,001,0002 ,0045,342,2,5,24,10,0,1,75,17,8,14,24,14,33,13
01,Comuna 01,001,0002 ,0046,341,0,0,21,9,0,11,84,8,6,14,27,12,19,10
01,Comuna 01,001,0002 ,0047,341,2,5,14,9,1,15,90,7,5,23,28,12,23,8
01,Comuna 01,001,0002 ,0048,342,8,0,23,13,0,11,82,5,19,14,24,17,25,14
01,Comuna 01,001,0002 ,0049,340,4,4,24,2,2,11,72,9,19,19,22,7,26,13
01,Comuna 01,001,0002 ,0050,339,0,0,17,4,2,10,72,16,3,19,36,18,25,15
01,Comuna 01,001,0002 ,0051,339,1,1,28,7,4,5,79,8,10,13,33,18,25,13
01,Comuna 01,001,0002 ,0052,339,1,3,27,11,1,11,85,13,7,12,19,8,36,12
01,Comuna 01,001,0002 ,0053,339,6,3,25,8,1,3,78,6,6,20,19,14,20,11
01,Comuna 01,001,0002 ,0054,339,9,6,14,14,2,8,76,10,15,13,21,14,22,15
01,Comuna 01,001,0002 ,0055,340,5,3,30,8,1,4,78,9,6,19,27,17,25,7
01,Comuna 01,001,0002 ,0056,340,9,2,31,8,2,6,87,14,7,11,19,11,40,14
01,Comuna 01,001,0002 ,0057,340,2,3,16,11,4,12,87,9,0,18,28,0,0,15
01,Comuna 01,001,0002 ,0058,339,3,0,16,10,0,7,78,11,6,17,17,8,31,21
01,Comuna 01,001,0002 ,0059,341,1,2,20,8,3,4,85,11,7,8,27,14,21,12
01,Comuna 01,001,0002 ,0060,340,8,3,21,5,2,10,83,15,7,26,20,13,27,13
01,Comuna 01,001,0002 ,0061,341,11,5,26,8,1,10,91,27,7,19,11,15,15,10
01,Comuna 01,001,0002 ,0062,340,3,4,19,3,2,10,92,10,5,11,28,9,26,16
01,Comuna 01,001,0002 ,0063,342,4,7,22,5,1,3,75,12,3,15,24,16,33,9
01,Comuna 01,001,0002 ,0064,338,5,2,17,7,4,8,88,10,10,14,20,17,26,15
01,Comuna 01,001,0003 ,0065,309,5,7,54,17,3,8,33,10,4,10,12,5,83,31
01,Comuna 01,001,0003 ,0066,310,1,2,52,4,1,5,34,9,4,13,22,4,73,30
01,Comuna 01,001,0003 ,0067,310,19,0,55,5,1,7,32,12,1,10,23,4,64,28
01,Comuna 01,001,0004 ,0068,295,2,0,47,15,0,13,41,6,0,14,16,2,68,24
01,Comuna 01,001,0004 ,0069,294,4,1,45,36,1,3,33,10,5,10,20,4,75,26
01,Comuna 01,001,0004 ,0070,291,2,5,48,15,1,8,24,6,2,15,17,6,66,22
01,Comuna 01,001,0005 ,0071,341,6,1,13,3,1,1,153,15,2,15,13,9,3,6
01,Comuna 01,001,0005 ,0072,341,6,6,10,2,1,1,162,6,5,6,5,5,10,1
01,Comuna 01,001,0005 ,0073,340,4,3,11,14,0,0,146,5,2,12,7,3,15,2
01,Comuna 01,001,0005 ,0074,342,9,2,32,3,1,1,170,4,2,15,11,5,11,4
01,Comuna 01,001,0005 ,0075,342,2,4,14,10,0,8,160,9,3,10,9,7,5,6
01,Comuna 01,001,0005 ,0076,345,12,3,8,7,3,1,126,8,2,19,8,2,11,4
01,Comuna 01,001,0005 ,0077,344,12,10,8,7,0,0,128,14,2,8,2,5,16,3
01,Comuna 01,001,0005 ,0078,341,14,1,5,9,0,3,153,10,2,13,2,4,7,7
01,Comuna 01,001,0005 ,0079,338,0,1,19,4,1,0,152,15,2,12,3,0,0,5
01,Comuna 01,001,0005 ,0080,339,8,5,11,0,0,4,156,11,1,18,3,9,12,9
01,Comuna 01,001,0005 ,0081,341,10,7,12,10,4,5,152,9,4,10,5,4,7,4
01,Comuna 01,001,0005 ,0082,342,8,5,6,5,1,3,136,6,2,8,9,7,9,3
01,Comuna 01,001,0005 ,0083,339,4,0,12,3,0,2,135,9,0,11,2,3,6,5
01,Comuna 01,001,0005 ,0084,345,6,7,9,10,1,3,135,9,2,8,4,4,14,1
01,Comuna 01,001,0005 ,0085,340,9,0,9,3,0,5,146,6,0,7,5,5,6,2
01,Comuna 01,001,0005 ,0086,339,4,6,8,11,1,3,145,8,2,9,3,6,9,6
01,Comuna 01,001,0005 ,0087,341,7,4,0,14,3,4,151,13,4,9,6,8,8,10
01,Comuna 01,001,0005 ,0088,341,8,2,10,11,2,0,152,8,2,13,3,3,11,3
01,Comuna 01,001,0006 ,0089,344,1,2,25,11,0,9,32,9,4,11,12,2,99,28
01,Comuna 01,001,0006 ,0090,346,5,0,25,22,1,2,24,9,1,11,13,3,109,35
01,Comuna 01,001,0006 ,0091,344,2,3,28,14,0,3,25,13,5,10,8,5,100,34
01,Comuna 01,001,0006 ,0092,346,4,3,21,12,0,6,25,3,4,9,14,7,101,37
01,Comuna 01,001,0006 ,0093,345,2,4,24,8,2,8,22,10,0,15,17,4,104,36
01,Comuna 01,001,0006 ,0094,344,4,6,29,8,1,6,16,11,2,2,5,1,117,36
01,Comuna 01,001,0006 ,0095,345,5,6,13,11,1,8,22,7,4,8,16,7,113,35
01,Comuna 01,001,0006 ,0096,345,0,6,23,10,1,11,21,12,3,7,9,3,105,35
01,Comuna 01,001,0006 ,0097,344,6,0,23,11,0,7,28,9,3,8,12,6,120,34
01,Comuna 01,001,0006 ,0098,344,2,2,20,13,0,4,44,9,1,10,12,8,94,29
01,Comuna 01,001,0006 ,0099,345,0,3,22,14,2,5,22,7,6,17,18,2,87,42
01,Comuna 01,001,0006 ,0100,345,2,7,18,5,0,7,26,5,5,15,14,1,103,43
01,Comuna 01,001,0006 ,0101,345,2,6,26,13,0,7,24,14,1,15,9,3,105,28
01,Comuna 01,001,0006 ,0102,344,5,1,30,9,0,2,24,12,0,13,14,2,118,32
01,Comuna 01,001,0006 ,0103,344,0,1,24,9,0,5,27,10,1,18,21,8,116,31
01,Comuna 01,001,0006 ,0104,344,1,2,14,18,1,13,25,10,3,21,13,6,107,32
01,Comuna 01,001,0006 ,0105,345,1,4,25,14,0,5,23,2,1,8,10,3,117,40
01,Comuna 01,001,0006 ,0106,344,0,2,16,11,0,7,23,16,2,7,16,5,119,31
01,Comuna 01,001,0006 ,0107,344,0,1,31,4,1,3,25,19,2,9,8,3,88,33
01,Comuna 01,001,0006 ,0108,346,3,3,17,6,1,10,26,9,4,14,8,5,114,31
01,Comuna 01,001,0006 ,0109,346,3,3,12,13,0,2,22,12,2,10,13,6,119,34
01,Comuna 01,001,0006 ,0110,345,0,2,14,15,1,8,20,7,6,6,11,6,106,41
01,Comuna 01,001,0006 ,0111,345,0,3,20,13,2,9,24,18,1,12,11,7,75,44
01,Comuna 01,001,0006 ,0112,344,1,2,22,11,0,7,24,9,2,6,21,3,107,42
01,Comuna 01,001,0006 ,0113,343,4,7,23,10,0,4,18,11,5,12,20,0,107,35
01,Comuna 01,001,0006 ,0114,344,6,7,29,10,0,2,26,17,2,14,9,3,101,26
01,Comuna 01,001,0006 ,0115,344,5,7,18,22,0,5,24,12,4,14,22,4,96,33
01,Comuna 01,001,0006 ,0116,345,0,0,34,9,2,1,32,11,2,8,18,8,90,52
01,Comuna 01,001,0006 ,0117,344,3,1,12,18,0,4,26,7,2,7,12,2,113,38
01,Comuna 01,001,0006 ,0118,346,1,4,26,10,0,6,24,5,2,6,11,4,121,32
01,Comuna 01,001,0006 ,0119,345,3,9,24,13,0,4,27,10,3,10,11,2,94,47
01,Comuna 01,001,0006 ,0120,346,0,4,22,10,1,3,19,9,1,6,12,2,138,29
01,Comuna 01,001,0006 ,0121,346,3,3,9,18,0,5,27,10,2,12,11,1,92,34
01,Comuna 01,001,0006 ,0122,344,3,2,18,9,1,3,27,9,4,9,16,1,118,36
01,Comuna 01,001,0006 ,0123,346,4,5,30,8,0,12,23,10,2,9,20,1,99,33
01,Comuna 01,001,0006 ,0124,343,3,3,24,9,0,1,22,12,4,6,19,4,100,35
01,Comuna 01,001,0006 ,0125,345,9,7,16,17,0,10,18,14,2,7,20,5,100,26
01,Comuna 01,001,0006 ,0126,343,1,4,23,11,0,7,34,11,3,8,16,6,88,34
01,Comuna 01,001,0006 ,0127,342,2,2,31,12,0,12,41,12,1,19,8,6,79,31
01,Comuna 01,001,0006 ,0128,343,8,3,23,18,0,6,21,12,2,9,12,7,90,38
01,Comuna 01,001,0006 ,0129,344,4,3,23,9,1,7,24,9,2,10,6,5,117,45
01,Comuna 01,001,0006 ,0130,343,4,5,30,17,0,6,13,8,1,10,18,2,97,37
01,Comuna 01,001,0006 ,0131,344,4,4,21,12,0,2,28,11,3,10,15,14,93,32
01,Comuna 01,001,0006 ,0132,342,3,4,30,8,2,10,25,8,1,3,13,7,110,20
01,Comuna 01,001,0006 ,0133,343,0,8,19,13,0,4,33,10,2,8,15,6,93,37
01,Comuna 01,001,0006 ,0134,346,4,3,23,6,2,4,35,20,5,10,15,4,100,26
01,Comuna 01,001,0006 ,0135,343,0,0,32,6,0,4,21,6,2,9,9,4,100,38
01,Comuna 01,001,0006 ,0136,345,4,4,24,7,0,3,22,8,4,16,20,4,91,41
01,Comuna 01,001,0007 ,0137,344,0,0,18,8,0,8,37,16,1,12,22,4,79,33
01,Comuna 01,001,0007 ,0138,345,6,1,27,13,0,10,30,10,5,11,13,8,99,36
01,Comuna 01,001,0007 ,0139,345,3,3,35,15,1,5,41,9,2,11,21,3,67,28
01,Comuna 01,001,0007 ,0140,346,2,4,30,13,1,11,39,12,8,12,15,9,85,22
01,Comuna 01,001,0007 ,0141,343,6,3,26,8,0,6,34,11,6,11,18,2,81,36
01,Comuna 01,001,0007 ,0142,346,0,6,22,9,1,3,39,15,5,17,19,5,88,33
01,Comuna 01,001,0007 ,0143,343,6,4,19,6,2,11,41,10,1,11,29,5,95,26
01,Comuna 01,001,0007 ,0144,344,3,3,30,15,1,6,33,7,10,6,16,4,84,35
01,Comuna 01,001,0007 ,0145,342,4,4,22,6,0,6,35,12,4,11,24,44,72,37
01,Comuna 01,001,0007 ,0146,347,4,4,23,9,0,14,31,11,3,13,19,5,45,30
01,Comuna 01,001,0007 ,0147,347,6,2,32,7,1,12,49,16,5,11,19,1,55,31
01,Comuna 01,001,0007 ,0148,344,5,5,18,6,1,4,31,19,2,9,23,8,57,31
01,Comuna 01,001,0007 ,0149,345,7,1,23,6,2,11,28,17,4,6,16,3,97,29
01,Comuna 01,001,0007 ,0150,344,4,4,25,10,3,7,35,15,2,13,19,6,77,32
01,Comuna 01,001,0007 ,0151,345,4,3,33,11,17,10,37,8,4,13,45,2,82,32
01,Comuna 01,001,0007 ,0152,346,6,5,28,9,1,6,30,24,7,14,15,5,86,33
01,Comuna 01,001,0007 ,0153,345,2,2,34,8,0,9,33,12,5,13,12,4,92,28
01,Comuna 01,001,0007 ,0154,346,3,3,25,7,0,4,37,16,4,9,16,8,83,35
01,Comuna 01,001,0007 ,0155,344,4,2,28,3,0,4,31,12,1,9,11,4,92,32
01,Comuna 01,001,0007 ,0156,343,3,2,26,7,0,12,41,9,3,10,15,2,87,28
01,Comuna 01,001,0007 ,0157,344,2,5,22,11,0,7,18,0,17,141,0,19,5,0
01,Comuna 01,001,0007 ,0158,344,5,1,22,8,2,9,33,13,3,13,18,9,77,36
01,Comuna 01,001,0007 ,0159,346,2,3,15,12,0,7,31,13,4,14,22,9,83,36
01,Comuna 01,001,0007 ,0160,344,2,2,28,10,0,10,37,23,3,13,15,4,68,29
01,Comuna 01,001,0007 ,0161,345,5,5,28,6,0,10,33,21,5,9,24,2,56,30
01,Comuna 01,001,0008 ,0162,349,8,4,33,10,3,5,60,8,0,18,12,5,56,24
01,Comuna 01,001,0008 ,0163,349,7,0,29,9,1,5,43,12,4,11,14,7,53,26
01,Comuna 01,001,0008 ,0164,350,0,0,29,13,1,6,39,7,4,9,27,6,50,29
01,Comuna 01,001,0008 ,0165,353,3,7,24,6,1,8,45,12,1,7,21,13,67,26
01,Comuna 01,001,0008 ,0166,351,3,2,23,11,0,8,56,9,6,12,16,7,63,16
01,Comuna 01,001,0008 ,0167,351,3,0,27,11,0,6,43,17,0,14,15,4,60,22
01,Comuna 01,001,0008 ,0168,353,3,3,22,13,0,6,51,20,2,12,16,7,59,23
01,Comuna 01,001,0008 ,0169,353,0,8,16,10,2,5,36,16,3,13,20,10,62,19
01,Comuna 01,001,0008 ,0170,349,7,2,30,14,2,8,46,10,5,10,18,7,53,22
01,Comuna 01,001,0008 ,0171,349,4,4,22,5,0,12,37,18,2,12,18,7,67,19
01,Comuna 01,001,0008 ,0172,350,2,4,22,15,3,5,42,11,3,10,15,3,51,32
01,Comuna 01,001,0008 ,0173,349,3,3,34,18,1,7,38,12,0,13,17,3,57,23
01,Comuna 01,001,0008 ,0174,350,3,4,23,6,1,4,32,19,5,16,20,6,54,21
01,Comuna 01,001,0008 ,0175,351,1,2,26,11,2,6,40,12,4,13,18,6,57,30
01,Comuna 01,001,0008 ,0176,349,0,2,36,7,1,8,59,8,3,16,28,6,47,29
01,Comuna 01,001,0008 ,0177,349,0,0,24,4,0,12,55,10,2,10,19,6,65,24
01,Comuna 01,001,0008 ,0178,348,6,14,24,10,1,3,43,11,8,16,16,6,52,15
01,Comuna 01,001,0008 ,0179,349,0,2,26,11,2,7,45,12,4,19,28,8,58,24
01,Comuna 01,001,0008 ,0180,349,4,7,29,8,2,9,39,15,4,12,18,7,68,21
01,Comuna 01,001,0008 ,0181,352,3,2,22,16,0,5,44,11,7,12,18,5,67,35
01,Comuna 01,001,0008 ,0182,350,4,5,16,16,3,7,50,14,4,14,20,6,51,28
01,Comuna 01,001,0008 ,0183,350,6,4,33,11,1,3,59,9,6,15,19,10,42,18
01,Comuna 01,001,0008 ,0184,350,0,0,16,29,0,7,31,11,0,14,29,6,58,23
01,Comuna 01,001,0008 ,0185,348,1,4,23,11,2,8,49,13,5,16,21,8,52,23
01,Comuna 01,001,0008 ,0186,349,1,4,23,11,2,11,52,12,2,18,16,8,55,25
01,Comuna 01,001,0008 ,0187,352,3,3,20,23,1,6,49,9,8,19,14,3,60,14
01,Comuna 01,001,0009 ,0188,344,0,3,37,11,0,7,73,11,4,24,9,5,39,15
01,Comuna 01,001,0009 ,0189,345,0,0,25,16,1,7,60,12,5,14,19,7,43,13
01,Comuna 01,001,0009 ,0190,346,6,3,39,5,1,7,54,10,6,11,18,8,37,23
01,Comuna 01,001,0009 ,0191,345,3,12,19,22,2,8,48,9,3,21,22,4,50,7
01,Comuna 01,001,0009 ,0192,345,3,2,28,8,1,5,45,10,6,13,24,5,46,19
01,Comuna 01,001,0009 ,0193,345,9,4,42,7,0,7,51,11,8,20,23,4,37,24
01,Comuna 01,001,0009 ,0194,345,6,3,24,3,1,7,59,13,1,16,18,6,46,25
01,Comuna 01,001,0009 ,0195,346,3,4,29,7,1,4,61,16,0,22,11,8,42,17
01,Comuna 01,001,0009 ,0196,346,4,4,25,13,0,12,54,11,1,22,22,6,40,19
01,Comuna 01,001,0009 ,0197,345,3,2,30,15,0,11,56,3,7,21,20,4,41,14
01,Comuna 01,001,0009 ,0198,344,4,8,28,6,0,10,57,8,4,19,21,4,41,21
01,Comuna 01,001,0009 ,0199,344,1,3,33,7,1,1,55,13,5,11,20,3,45,28
01,Comuna 01,001,0009 ,0200,344,7,3,22,22,0,4,58,12,4,22,23,6,45,15
01,Comuna 01,001,0009 ,0201,345,1,0,35,12,2,7,46,16,3,18,15,6,52,13
01,Comuna 01,001,0009 ,0202,346,0,0,33,10,1,8,54,4,5,19,13,8,44,11
01,Comuna 01,001,0009 ,0203,344,28,1,11,10,1,7,42,6,4,14,13,3,46,17
01,Comuna 01,001,0009 ,0204,343,5,7,33,7,2,7,37,17,3,18,18,8,45,13
01,Comuna 01,001,0009 ,0205,345,4,5,38,8,0,3,59,6,3,4,16,7,57,18
01,Comuna 01,001,0009 ,0206,344,7,0,39,7,1,9,66,11,3,10,18,5,35,8
01,Comuna 01,001,0009 ,0207,344,7,0,20,13,2,5,46,4,6,23,7,8,49,13
01,Comuna 01,001,0009 ,0208,344,8,5,32,8,1,2,63,11,6,16,20,5,38,20
01,Comuna 01,001,0009 ,0209,347,6,2,30,7,1,5,31,11,5,19,17,10,53,18
01,Comuna 01,001,0009 ,0210,343,4,5,22,13,1,5,49,12,5,18,14,11,45,13
01,Comuna 01,001,0009 ,0211,343,7,4,43,8,0,7,59,11,7,20,19,4,38,13
01,Comuna 01,001,0009 ,0212,345,0,0,32,19,1,8,61,9,1,20,14,7,32,13
01,Comuna 01,001,0009 ,0213,346,6,5,38,9,1,11,38,9,2,13,27,4,43,20
01,Comuna 01,001,0009 ,0214,347,4,5,29,10,0,6,47,18,2,16,16,2,44,19
01,Comuna 01,001,0009 ,0215,344,1,5,16,17,0,8,61,7,3,13,18,4,30,14
01,Comuna 01,001,0009 ,0216,346,1,4,23,11,1,12,49,8,2,16,13,6,59,11
01,Comuna 01,001,0009 ,0217,344,5,2,29,7,3,6,58,8,5,18,25,4,37,14
01,Comuna 01,001,0009 ,0218,343,4,5,22,13,1,7,57,7,4,13,19,11,35,13
01,Comuna 01,001,0009 ,0219,343,2,3,24,7,0,3,69,9,4,9,13,9,28,17
01,Comuna 01,001,0009 ,0220,345,7,3,26,11,2,9,53,14,2,26,17,5,36,18
01,Comuna 01,001,0009 ,0221,344,3,3,29,8,0,1,56,12,1,17,26,4,40,25
01,Comuna 01,001,0009 ,0222,342,0,0,27,9,1,7,48,8,3,17,24,11,44,10
01,Comuna 01,001,0010 ,0223,345,5,4,26,12,1,2,65,12,7,25,18,8,30,27
01,Comuna 01,001,0010 ,0224,347,9,5,21,12,2,3,63,12,5,11,24,8,51,22
01,Comuna 01,001,0010 ,0225,345,7,6,25,12,0,4,54,19,5,23,25,7,41,18
01,Comuna 01,001,0010 ,0226,346,11,6,35,0,1,6,62,13,5,13,29,9,34,26
01,Comuna 01,001,0010 ,0227,346,1,5,30,12,0,9,42,17,3,16,27,9,42,21
01,Comuna 01,001,0010 ,0228,346,3,2,33,6,0,11,49,10,6,23,16,10,50,37
01,Comuna 01,001,0010 ,0229,344,0,0,24,12,1,6,70,9,3,11,28,12,40,20
01,Comuna 01,001,0010 ,0230,344,3,5,31,9,0,5,55,18,3,20,23,10,40,18
01,Comuna 01,001,0010 ,0231,345,1,5,23,2,0,2,78,22,6,17,12,8,44,14
01,Comuna 01,001,0010 ,0232,344,7,3,33,8,2,6,52,18,5,21,21,9,48,23
01,Comuna 01,001,0010 ,0233,345,4,2,26,10,0,4,62,18,2,28,24,10,38,21
01,Comuna 01,001,0010 ,0234,344,6,6,32,10,0,6,46,12,3,18,27,10,46,19
01,Comuna 01,001,0010 ,0235,344,3,1,31,13,2,1,62,17,6,9,20,13,58,12
01,Comuna 01,001,0010 ,0236,345,2,4,25,16,2,5,42,24,8,21,21,11,50,18
01,Comuna 01,001,0010 ,0237,346,9,3,41,6,2,8,59,16,3,19,16,7,40,22
01,Comuna 01,001,0010 ,0238,345,7,0,40,10,1,8,67,12,6,12,24,11,42,13
01,Comuna 01,001,0010 ,0239,346,7,1,40,12,0,11,77,14,9,7,14,10,27,21
01,Comuna 01,001,0010 ,0240,343,3,7,20,11,2,10,69,10,5,10,26,9,36,24
01,Comuna 01,001,0010 ,0241,344,6,1,30,17,0,6,57,8,7,9,22,7,40,17
01,Comuna 01,001,0010 ,0242,343,5,0,38,6,0,15,54,12,2,12,15,4,47,16
01,Comuna 01,001,0010 ,0243,341,0,0,26,11,1,4,47,21,5,12,25,9,40,17
01,Comuna 01,001,0010 ,0244,343,8,3,46,6,0,7,53,16,6,14,17,10,30,21
01,Comuna 01,001,0010 ,0245,344,5,5,28,12,3,10,61,10,2,17,23,11,49,13
01,Comuna 01,001,0010 ,0246,344,3,8,45,6,2,9,57,13,4,18,22,7,38,17
01,Comuna 01,001,0010 ,0247,343,3,3,23,18,1,6,54,15,3,16,21,10,52,25
01,Comuna 01,001,0010 ,0248,343,5,5,24,11,1,4,62,23,3,16,21,7,46,16
01,Comuna 01,001,0010 ,0249,343,7,7,27,16,1,6,51,15,13,19,24,10,32,22
01,Comuna 01,001,0010 ,0250,342,3,3,25,10,1,6,78,15,5,14,28,7,32,25
01,Comuna 01,001,0010 ,0251,346,4,4,33,7,2,8,56,17,6,10,23,10,43,21
01,Comuna 01,001,0010 ,0252,344,3,6,23,10,0,7,56,19,1,19,30,9,47,16
01,Comuna 01,001,0010 ,0253,343,5,0,40,7,1,2,50,21,3,20,19,8,55,19
01,Comuna 01,001,0010 ,0254,346,0,2,43,5,0,7,67,21,5,16,19,87,32,27
01,Comuna 01,001,0010 ,0255,343,2,5,23,10,1,4,55,28,5,13,24,7,39,28
01,Comuna 01,001,0010 ,0256,343,5,4,34,14,1,2,48,18,6,17,27,8,47,23
01,Comuna 01,001,0010 ,0257,343,7,2,23,6,1,9,76,10,4,15,24,12,38,14
01,Comuna 01,001,0010 ,0258,344,6,6,24,15,1,6,52,16,5,12,27,13,30,24
01,Comuna 01,001,0010 ,0259,344,0,2,19,9,2,6,59,12,3,16,33,9,48,25
01,Comuna 01,001,0010 ,0260,345,4,3,19,14,3,4,54,25,4,14,21,10,34,25
01,Comuna 01,001,0010 ,0261,344,6,3,35,13,0,11,39,16,4,15,22,8,42,29
01,Comuna 01,001,0011 ,0262,347,5,9,23,36,1,10,82,13,6,14,22,12,40,14
01,Comuna 01,001,0011 ,0263,345,5,5,17,16,0,10,75,11,7,19,22,7,38,11
01,Comuna 01,001,0011 ,0264,345,2,5,22,13,2,8,69,19,3,14,28,11,32,15
01,Comuna 01,001,0011 ,0265,344,8,4,28,5,2,10,61,12,3,24,27,16,23,13
01,Comuna 01,001,0011 ,0266,344,4,6,24,6,0,11,83,12,5,15,25,8,31,15
01,Comuna 01,001,0011 ,0267,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Comuna 01,001,0011 ,0268,344,2,4,38,6,2,10,69,4,9,19,20,9,32,9
01,Comuna 01,001,0011 ,0269,345,5,2,23,20,4,10,88,10,7,13,19,6,24,15
01,Comuna 01,001,0011 ,0270,345,7,6,22,13,2,7,67,19,7,20,17,12,30,16
01,Comuna 01,001,0011 ,0271,345,8,0,18,13,1,6,81,14,6,15,18,3,38,13
01,Comuna 01,001,0011 ,0272,346,4,3,35,7,1,8,74,20,6,19,32,8,25,6
01,Comuna 01,001,0011 ,0273,344,5,0,22,9,0,6,76,14,6,16,23,10,27,14
01,Comuna 01,001,0011 ,0274,346,6,7,23,10,2,8,74,12,9,12,27,8,20,13
01,Comuna 01,001,0011 ,0275,346,4,0,31,6,0,5,79,17,8,14,16,9,31,18
01,Comuna 01,001,0011 ,0276,345,5,1,22,4,2,8,69,22,4,11,27,3,29,12
01,Comuna 01,001,0011 ,0277,344,4,7,29,7,0,5,70,14,5,18,24,10,26,14
01,Comuna 01,001,0011 ,0278,347,5,2,31,7,2,10,67,15,6,16,16,8,33,14
01,Comuna 01,001,0011 ,0279,345,7,1,26,6,0,7,76,17,4,19,25,8,27,3
01,Comuna 01,001,0011 ,0280,346,4,6,21,17,0,9,65,9,3,0,24,12,27,14
01,Comuna 01,001,0011 ,0281,346,7,4,23,8,2,12,65,4,5,11,26,9,20,13
01,Comuna 01,001,0011 ,0282,344,4,1,38,12,2,3,57,13,3,9,21,11,31,15
