codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0002,0003,0022,0054,0304
12,Capital                                 ,001,0001A,0001,349,3,11,98,21,3,78,13
12,Capital                                 ,001,0001A,0002,348,21,0,95,21,2,91,18
12,Capital                                 ,001,0001A,0003,348,17,2,117,25,1,86,13
12,Capital                                 ,001,0001A,0004,348,15,5,96,18,2,97,24
12,Capital                                 ,001,0001A,0005,348,3,21,112,18,1,90,22
12,Capital                                 ,001,0001A,0332,383,21,3,136,15,2,91,18
12,Capital                                 ,001,0001A,0333,383,3,10,108,19,4,90,16
12,Capital                                 ,001,0001A,0334,383,11,7,115,28,5,76,15
12,Capital                                 ,001,0001A,0335,382,12,6,94,23,3,110,24
12,Capital                                 ,001,0001B,0006,330,13,7,126,10,3,86,15
12,Capital                                 ,001,0001B,0007,330,19,0,114,18,0,91,11
12,Capital                                 ,001,0001B,0008,330,12,6,114,14,4,92,13
12,Capital                                 ,001,0001B,0009,330,10,4,108,15,2,110,15
12,Capital                                 ,001,0001B,0336,367,15,8,129,9,0,95,28
12,Capital                                 ,001,0001B,0337,367,17,0,115,12,1,96,13
12,Capital                                 ,001,0001B,0338,367,4,2,108,20,2,93,16
12,Capital                                 ,001,0001C,0010,372,2,11,164,5,1,124,12
12,Capital                                 ,001,0001C,0011,371,13,2,132,14,1,129,5
12,Capital                                 ,001,0001C,0012,371,2,10,124,7,1,139,18
12,Capital                                 ,001,0001C,0013,371,17,8,129,16,5,115,12
12,Capital                                 ,001,0001C,0014,371,3,4,127,13,2,124,10
12,Capital                                 ,001,0001C,0015,371,1,4,128,12,3,148,11
12,Capital                                 ,001,0001C,0339,417,24,9,142,13,3,131,17
12,Capital                                 ,001,0001C,0340,417,9,8,145,6,2,138,12
12,Capital                                 ,001,0001C,0341,416,7,10,150,11,4,130,19
12,Capital                                 ,001,0001C,0342,416,24,0,132,10,2,152,10
12,Capital                                 ,001,0001C,0343,416,16,4,157,10,2,125,9
12,Capital                                 ,001,0001D,0016,397,0,0,164,8,1,7,0
12,Capital                                 ,001,0001D,0017,397,21,2,177,10,1,106,8
12,Capital                                 ,001,0001D,0018,397,2,8,166,7,0,121,6
12,Capital                                 ,001,0001D,0019,397,9,4,145,6,5,131,11
12,Capital                                 ,001,0001D,0020,396,3,3,309,8,3,0,6
12,Capital                                 ,001,0001D,0344,366,14,8,164,5,2,105,7
12,Capital                                 ,001,0001D,0345,366,9,11,159,5,2,95,5
12,Capital                                 ,001,0001D,0346,366,13,3,136,8,1,119,13
12,Capital                                 ,001,0001D,0347,366,10,4,137,6,1,120,8
12,Capital                                 ,001,0001D,0348,365,14,4,138,8,0,111,7
12,Capital                                 ,001,0001E,0021,314,4,2,81,21,3,93,13
12,Capital                                 ,001,0001E,0022,314,4,0,105,19,0,86,21
12,Capital                                 ,001,0001E,0023,314,11,1,88,22,2,103,15
12,Capital                                 ,001,0001E,0349,375,23,5,100,25,2,113,19
12,Capital                                 ,001,0001E,0350,374,15,4,123,23,0,114,15
12,Capital                                 ,001,0001F,0024,360,13,8,92,15,2,92,18
12,Capital                                 ,001,0001F,0025,359,16,1,104,16,2,95,15
12,Capital                                 ,001,0001F,0351,353,16,7,82,22,1,102,20
12,Capital                                 ,001,0001F,0352,353,12,3,106,27,2,87,18
12,Capital                                 ,001,0001G,0026,359,14,12,85,26,0,97,18
12,Capital                                 ,001,0001G,0027,359,10,2,99,25,22,107,11
12,Capital                                 ,001,0001G,0028,358,10,0,123,11,1,112,17
12,Capital                                 ,001,0001G,0353,344,13,4,97,19,0,88,16
12,Capital                                 ,001,0001G,0354,343,12,4,97,12,0,85,16
12,Capital                                 ,001,0001G,0355,343,16,3,105,21,3,97,11
12,Capital                                 ,001,0001H,0029,430,16,4,178,11,0,149,7
12,Capital                                 ,001,0001H,0030,430,0,0,199,4,2,133,4
12,Capital                                 ,001,0001H,0031,430,3,0,192,7,0,116,3
12,Capital                                 ,001,0001H,0032,429,10,0,189,7,0,123,4
12,Capital                                 ,001,0001H,0033,429,15,6,186,12,0,126,7
12,Capital                                 ,001,0001H,0034,429,26,0,177,10,1,118,6
12,Capital                                 ,001,0001H,0035,429,1,2,197,3,1,124,11
12,Capital                                 ,001,0001H,0036,429,1,0,183,5,0,151,3
12,Capital                                 ,001,0001H,0037,429,12,6,171,5,1,135,7
12,Capital                                 ,001,0001H,0038,429,0,0,174,9,2,162,7
12,Capital                                 ,001,0001H,0039,429,17,3,169,9,2,148,10
