codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0014,0036,0038,0047,0148,0149,0150,0187,0188,0330,0332
03,Capital                                 ,001,0001 ,0001,763,28,7,16,18,2,128,76,130,20,46,4,60,50
03,Capital                                 ,001,0001 ,0002,762,0,6,6,18,2,98,70,136,10,60,0,82,26
03,Capital                                 ,001,0001 ,0003,761,35,2,28,20,6,82,42,126,10,68,6,76,20
03,Capital                                 ,001,0001 ,0004,761,42,6,6,14,4,106,88,150,72,66,20,62,34
03,Capital                                 ,001,0002 ,0005,820,6,4,12,14,0,72,132,134,14,78,4,54,34
03,Capital                                 ,001,0002 ,0006,820,22,2,14,8,8,68,90,138,14,106,2,66,40
03,Capital                                 ,001,0002 ,0007,820,37,0,14,14,10,64,84,170,22,102,2,66,28
03,Capital                                 ,001,0002 ,0008,819,18,0,16,6,2,84,64,218,8,40,8,84,42
03,Capital                                 ,001,0002 ,0009,818,22,7,18,12,0,76,74,142,76,110,22,64,42
03,Capital                                 ,001,0002 ,0010,818,0,0,4,14,2,60,70,144,10,100,2,64,66
03,Capital                                 ,001,0002 ,0011,818,7,4,10,6,0,66,74,156,14,92,12,90,36
03,Capital                                 ,001,0002 ,0012,818,2,10,8,18,6,88,66,108,30,108,4,66,40
03,Capital                                 ,001,0002 ,0013,818,28,7,14,8,6,88,78,184,14,80,2,66,38
03,Capital                                 ,001,0002 ,0014,407,0,0,16,1,1,35,35,70,0,26,0,39,10
03,Capital                                 ,001,0003 ,0014,430,0,0,3,3,3,31,29,66,8,66,2,20,9
03,Capital                                 ,001,0003 ,0015,860,31,7,4,140,6,78,80,194,26,96,4,56,52
03,Capital                                 ,001,0003 ,0016,860,0,0,20,4,2,60,102,160,18,142,10,70,48
03,Capital                                 ,001,0003 ,0017,860,27,10,8,0,2,52,76,126,16,174,10,60,62
03,Capital                                 ,001,0003 ,0018,860,3,7,6,6,2,58,108,136,22,110,6,66,48
03,Capital                                 ,001,0003 ,0019,860,1,8,10,14,4,50,62,140,28,118,10,88,62
03,Capital                                 ,001,0003 ,0020,860,16,9,22,10,2,52,118,148,38,88,2,38,52
03,Capital                                 ,001,0003 ,0021,860,0,13,12,0,0,50,84,160,16,132,4,80,54
03,Capital                                 ,001,0003 ,0022,860,1,0,24,10,2,72,106,146,22,160,0,48,42
03,Capital                                 ,001,0003 ,0023,860,0,0,12,10,4,60,122,154,16,114,8,62,54
03,Capital                                 ,001,0003 ,0024,860,4,9,16,6,4,62,146,88,18,88,10,68,38
03,Capital                                 ,001,0003 ,0025,860,5,4,14,4,6,70,106,152,24,96,2,46,50
03,Capital                                 ,001,0003 ,0026,860,4,12,8,8,4,62,146,116,14,144,6,60,42
03,Capital                                 ,001,0003 ,0027,860,1,7,14,10,0,56,136,122,10,88,6,72,110
03,Capital                                 ,001,0003 ,0028,860,25,4,16,6,4,52,70,180,24,132,4,40,34
03,Capital                                 ,001,0003 ,0029,860,23,0,8,4,4,76,88,160,36,102,2,50,56
03,Capital                                 ,001,0003 ,0030,859,0,0,6,8,2,76,132,116,10,120,4,56,42
03,Capital                                 ,001,0003 ,0031,859,4,2,10,12,0,86,68,124,28,118,2,66,50
03,Capital                                 ,001,0003 ,0032,859,0,0,18,6,4,62,70,202,12,42,4,66,48
03,Capital                                 ,001,0003 ,0033,859,37,3,14,10,0,82,140,176,28,88,10,54,40
03,Capital                                 ,001,0003 ,0034,859,11,13,6,12,4,70,106,148,18,124,2,52,34
03,Capital                                 ,001,0003 ,0035,859,18,3,12,10,2,62,90,184,12,182,10,80,46
03,Capital                                 ,001,0003 ,0036,859,5,9,14,14,0,74,98,154,24,134,4,52,52
03,Capital                                 ,001,0003 ,0037,859,20,2,8,6,2,80,104,192,26,128,4,68,64
03,Capital                                 ,001,0003 ,0038,859,3,1,22,4,0,56,58,150,22,172,4,56,42
03,Capital                                 ,001,0003 ,0039,859,0,0,6,8,4,64,144,200,10,94,4,64,56
03,Capital                                 ,001,0003 ,0040,859,26,0,6,6,2,50,138,162,6,138,2,52,50
03,Capital                                 ,001,0003 ,0041,859,0,0,10,4,0,66,126,162,12,86,4,84,28
03,Capital                                 ,001,0003 ,0042,859,27,9,10,6,4,58,66,140,28,136,8,44,44
03,Capital                                 ,001,0003 ,0043,430,3,4,1,2,1,27,40,73,11,73,1,13,16
03,Capital                                 ,001,0003 ,0044,430,0,0,1,3,0,40,37,56,8,72,3,34,13
03,Capital                                 ,001,0003 ,0045,430,0,0,9,4,1,32,38,80,19,41,0,24,17
03,Capital                                 ,001,0004 ,0043,378,19,3,4,4,1,21,33,68,13,37,3,26,20
03,Capital                                 ,001,0004 ,0044,378,0,0,6,3,2,31,26,99,5,9,1,23,16
03,Capital                                 ,001,0004 ,0045,378,1,4,6,6,0,31,39,80,9,21,2,22,13
03,Capital                                 ,001,0004 ,0046,812,0,0,10,10,4,76,52,154,16,68,0,84,50
03,Capital                                 ,001,0004 ,0047,812,32,8,8,8,8,80,54,180,32,48,4,72,48
03,Capital                                 ,001,0004 ,0048,811,2,5,16,14,2,90,82,118,38,62,4,58,34
03,Capital                                 ,001,0004 ,0049,811,60,4,14,6,2,52,38,194,26,80,6,102,50
03,Capital                                 ,001,0004 ,0050,433,20,0,3,2,0,34,19,75,16,34,1,43,20
03,Capital                                 ,001,0004 ,0051,433,5,6,1,2,1,38,23,82,14,21,3,29,16
03,Capital                                 ,001,0004 ,0052,433,19,0,5,1,0,40,32,63,10,29,3,46,29
03,Capital                                 ,001,0005 ,0050,409,0,0,5,3,2,24,42,72,7,31,0,15,14
03,Capital                                 ,001,0005 ,0051,409,0,0,5,12,1,27,46,63,5,24,0,21,21
03,Capital                                 ,001,0005 ,0052,409,1,5,6,0,1,21,36,61,4,37,0,27,20
03,Capital                                 ,001,0005 ,0053,843,0,0,4,10,4,44,102,146,10,122,2,68,62
03,Capital                                 ,001,0005 ,0054,843,0,0,10,16,4,60,110,156,20,76,4,48,36
03,Capital                                 ,001,0005 ,0055,843,0,0,10,12,0,66,112,166,16,118,6,44,30
03,Capital                                 ,001,0005 ,0056,843,50,10,12,8,4,52,72,174,14,142,2,52,34
03,Capital                                 ,001,0005 ,0057,843,49,6,8,10,4,58,54,164,12,124,4,62,36
03,Capital                                 ,001,0005 ,0058,842,0,0,16,18,4,48,72,214,22,112,4,66,38
03,Capital                                 ,001,0005 ,0059,842,22,3,8,10,4,56,112,126,14,76,2,36,44
03,Capital                                 ,001,0005 ,0060,841,0,0,28,2,0,50,168,128,28,98,2,50,40
03,Capital                                 ,001,0005 ,0061,841,0,0,6,8,4,46,80,174,18,80,6,46,40
03,Capital                                 ,001,0005 ,0062,433,3,3,0,1,1,20,51,109,7,39,1,15,21
03,Capital                                 ,001,0005 ,0063,433,0,0,2,1,0,28,58,86,13,52,1,19,19
03,Capital                                 ,001,0005 ,0064,433,5,5,3,1,1,22,49,96,8,34,1,12,31
