codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0001,0003,0014,0038,0128,0144,0145,0148,0507,0564,0565,0566,0567
04,Capital,001,0003 ,3638,384,2,8,3,77,0,2,4,0,0,6,4,90,6,17,17
04,Capital,001,0004 ,0060,376,6,3,2,86,2,3,6,0,0,18,0,79,6,11,11
04,Capital,001,0004 ,0061,376,1,9,2,83,3,6,3,0,1,6,3,82,14,9,9
04,Capital,001,0004 ,0062,376,7,6,1,93,4,1,6,3,3,11,4,85,7,11,11
04,Capital,001,0004 ,0063,376,3,5,1,102,4,7,3,3,0,16,7,54,10,20,20
04,Capital,001,0004 ,0064,376,2,3,1,79,2,2,2,2,0,18,5,87,13,13,13
04,Capital,001,0004 ,0065,376,1,3,1,94,6,1,4,1,2,10,1,59,11,18,18
04,Capital,001,0004 ,0066,376,4,3,1,97,3,3,10,1,2,17,3,58,12,5,5
04,Capital,001,0004 ,0067,376,6,2,2,78,3,2,1,1,0,14,2,88,8,11,11
04,Capital,001,0004 ,0068,376,3,1,2,108,1,5,4,1,0,10,2,79,7,15,15
04,Capital,001,0004 ,0069,376,4,3,0,84,1,2,10,0,4,14,4,80,6,13,13
04,Capital,001,0004 ,0070,376,1,3,3,110,2,4,2,1,1,12,3,61,13,10,10
04,Capital,001,0004 ,0071,376,4,5,3,87,4,4,3,1,1,12,1,74,11,16,16
04,Capital,001,0004 ,0072,376,7,3,2,99,1,4,1,4,0,8,1,83,8,2,2
04,Capital,001,0004 ,0073,376,3,3,1,96,4,6,3,4,0,22,2,60,13,9,9
04,Capital,001,0004 ,0074,376,1,2,1,96,1,2,4,1,1,13,3,71,16,15,15
04,Capital,001,0004 ,0075,376,5,6,0,104,1,0,2,1,1,8,2,77,14,9,9
04,Capital,001,0004 ,0076,376,2,2,0,75,2,3,2,1,4,10,3,86,13,10,10
04,Capital,001,0004 ,0077,376,3,1,0,91,2,3,7,1,0,11,0,73,11,14,14
04,Capital,001,0004 ,0078,376,2,4,2,91,1,1,5,2,1,10,5,77,6,19,19
04,Capital,001,0004 ,0079,376,3,2,1,89,6,6,3,1,1,9,3,78,11,20,20
04,Capital,001,0004 ,0080,376,5,4,3,94,1,3,1,1,0,10,1,70,13,14,14
04,Capital,001,0004 ,0081,376,3,5,2,83,5,4,4,1,0,12,1,64,11,12,12
04,Capital,001,0004 ,0082,376,0,1,1,86,2,1,0,3,3,13,1,79,11,13,13
04,Capital,001,0004 ,0083,376,7,2,2,82,2,3,5,0,1,11,5,76,9,12,12
04,Capital,001,0004 ,0084,376,2,6,1,76,3,4,3,1,0,19,3,78,7,11,11
04,Capital,001,0004 ,0085,376,8,2,2,70,0,4,5,0,1,13,3,88,11,12,12
04,Capital,001,0004 ,0086,375,1,5,0,83,3,2,2,0,0,11,3,78,8,18,18
04,Capital,001,0004 ,3639,378,7,8,3,59,3,6,8,0,1,22,4,85,8,9,9
04,Capital,001,0004 ,3640,378,7,11,0,88,3,6,3,0,1,7,6,70,10,22,22
04,Capital,001,0004 ,3641,378,5,5,0,82,2,3,2,0,0,6,2,91,70,16,16
04,Capital,001,0004 ,3642,378,6,2,1,69,1,4,2,3,1,16,3,82,8,13,13
04,Capital,001,0004 ,3643,378,5,3,1,70,0,1,2,2,1,10,6,85,6,18,18
04,Capital,001,0004 ,3644,378,7,2,1,81,4,3,9,0,1,18,3,78,8,17,17
04,Capital,001,0004 ,3645,378,3,6,0,81,6,3,7,0,2,15,5,92,2,12,12
04,Capital,001,0004 ,3646,378,4,0,3,76,3,2,10,3,0,11,3,81,6,19,19
04,Capital,001,0004 ,3647,378,6,8,2,78,4,5,3,1,0,6,2,77,5,26,26
04,Capital,001,0004 ,3648,378,4,5,2,66,2,5,0,2,1,8,3,88,7,14,14
04,Capital,001,0004 ,3649,378,1,6,3,78,2,4,5,1,0,12,2,98,8,17,17
04,Capital,001,0004 ,3650,378,12,5,0,73,1,0,6,2,1,5,3,83,5,7,7
04,Capital,001,0004 ,3651,378,4,10,0,86,2,2,4,1,1,16,0,89,7,13,13
04,Capital,001,0004 ,3652,378,5,4,1,77,1,3,1,1,0,16,1,97,11,20,20
04,Capital,001,0004 ,3653,378,5,3,1,84,1,4,3,2,1,13,1,79,8,14,14
04,Capital,001,0004 ,3654,378,7,3,2,87,3,1,6,2,0,4,3,81,7,10,10
04,Capital,001,0004 ,3655,378,2,7,1,85,2,5,1,1,0,15,2,82,7,17,17
04,Capital,001,0004 ,3656,378,6,2,2,78,5,2,6,2,0,7,3,77,12,14,14
04,Capital,001,0004 ,3657,378,4,3,3,80,1,2,4,2,2,8,0,77,14,18,18
04,Capital,001,0004 ,3658,378,6,8,1,88,4,1,2,0,0,12,0,92,2,16,16
04,Capital,001,0004 ,3659,378,9,7,2,80,1,2,4,1,0,12,3,95,4,13,13
04,Capital,001,0004A,0087,374,6,0,1,66,5,2,1,2,0,7,4,107,12,18,18
04,Capital,001,0004A,0088,374,2,1,1,82,2,3,1,3,0,5,3,101,15,19,19
04,Capital,001,0004A,0089,374,2,7,2,83,1,1,4,1,0,5,1,95,14,13,13
04,Capital,001,0004A,0090,374,2,6,0,78,1,5,1,4,1,6,2,97,4,15,15
04,Capital,001,0004A,0091,374,2,4,0,80,4,1,2,3,4,4,3,100,14,19,19
04,Capital,001,0004A,0092,374,2,3,4,75,3,3,0,1,1,2,2,108,11,20,20
04,Capital,001,0004A,0093,374,2,11,1,82,4,3,0,1,3,11,1,76,12,1,1
04,Capital,001,0004A,0094,374,6,4,3,75,4,4,1,3,0,6,2,82,11,22,22
04,Capital,001,0004A,0095,374,6,1,2,77,5,4,0,1,1,2,1,109,7,17,17
04,Capital,001,0004A,0096,374,4,8,1,86,4,5,3,2,1,4,2,93,14,16,16
04,Capital,001,0004A,0097,374,8,6,3,81,5,6,2,2,2,0,1,92,11,12,12
04,Capital,001,0004A,0098,374,2,2,1,69,7,0,0,3,0,4,1,104,11,24,24
04,Capital,001,0004A,0099,374,3,6,2,66,4,1,0,2,2,7,2,87,8,17,17
04,Capital,001,0004A,0100,373,3,6,3,68,4,1,1,1,2,4,3,95,10,14,14
04,Capital,001,0004A,0101,373,2,4,1,76,2,6,0,3,2,11,2,92,10,17,17
04,Capital,001,0004A,0102,373,2,6,0,70,2,7,2,1,0,2,1,98,11,25,25
04,Capital,001,0004A,0103,373,2,6,1,85,10,6,0,0,0,2,4,97,15,21,21
04,Capital,001,0004A,0104,373,3,8,1,74,5,3,1,1,2,3,5,104,15,20,20
04,Capital,001,0004A,0105,373,4,2,1,73,3,1,3,4,2,4,3,87,8,17,17
04,Capital,001,0004A,0106,373,3,6,2,90,4,2,1,4,0,7,0,96,6,15,15
04,Capital,001,0004A,0107,373,4,4,4,69,2,2,7,1,1,3,1,106,8,24,24
04,Capital,001,0004A,0108,373,16,4,3,76,5,7,0,1,0,7,2,86,6,15,15
04,Capital,001,0004A,3660,384,1,3,1,68,6,6,1,2,1,1,5,97,8,14,14
04,Capital,001,0004A,3661,384,4,7,2,58,4,4,2,0,2,6,1,116,11,18,18
04,Capital,001,0004A,3662,384,2,4,2,70,3,2,0,3,1,5,2,131,5,12,12
04,Capital,001,0004A,3663,384,6,3,0,59,4,6,0,3,1,1,3,111,10,23,23
04,Capital,001,0004A,3664,384,5,5,3,58,7,0,0,1,2,8,4,145,6,20,20
04,Capital,001,0004A,3665,384,5,6,0,58,4,6,5,4,1,10,5,110,8,22,22
04,Capital,001,0004A,3666,384,8,2,0,66,5,2,1,4,2,5,1,112,11,13,13
04,Capital,001,0004A,3667,384,8,3,2,64,2,3,2,0,2,1,4,118,2,21,21
04,Capital,001,0004A,3668,384,7,2,2,68,4,5,0,2,0,2,5,89,16,24,24
04,Capital,001,0004A,3669,384,5,5,1,49,3,5,2,4,0,4,3,122,9,19,19
04,Capital,001,0004A,3670,384,6,4,0,53,4,1,1,4,1,5,2,104,3,17,17
04,Capital,001,0004A,3671,384,5,6,1,75,2,3,3,0,0,7,2,123,5,13,13
04,Capital,001,0004A,3672,384,5,4,1,75,2,6,1,2,2,4,1,103,5,22,22
04,Capital,001,0004A,3673,384,1,3,1,82,3,2,3,3,0,7,8,113,10,31,31
04,Capital,001,0004A,3674,383,6,8,1,47,16,4,1,4,0,3,3,118,9,18,18
04,Capital,001,0004A,3675,383,3,7,2,66,6,2,0,1,3,4,1,101,12,21,21
04,Capital,001,0004A,3676,383,4,10,0,60,4,4,2,1,0,4,1,114,8,20,20
04,Capital,001,0004A,3677,383,6,8,0,76,3,4,0,2,1,7,4,102,15,26,26
04,Capital,001,0004A,3678,383,6,3,2,54,7,2,0,1,1,5,4,129,8,26,26
04,Capital,001,0004A,3679,383,1,9,1,72,8,6,0,1,1,7,1,104,9,24,24
04,Capital,001,0004B,0109,390,7,5,2,90,2,1,2,0,1,17,1,98,10,10,10
04,Capital,001,0004B,0110,390,4,7,0,84,3,5,3,0,1,3,1,97,9,18,18
04,Capital,001,0004B,0111,390,3,4,1,87,3,2,4,1,1,12,2,114,8,9,9
04,Capital,001,0004B,0112,390,0,2,3,78,2,4,2,1,1,10,1,91,13,17,17
04,Capital,001,0004B,0113,390,7,6,0,79,5,5,4,1,1,14,3,101,8,6,6
04,Capital,001,0004B,0114,390,7,4,0,81,1,6,3,2,1,9,2,105,12,12,12
04,Capital,001,0004B,0115,390,2,1,0,81,5,3,3,0,1,11,3,120,9,11,11
04,Capital,001,0004B,0116,390,1,9,2,95,2,1,0,1,1,9,2,98,13,19,19
04,Capital,001,0004B,0117,389,0,3,0,83,3,3,3,2,1,4,4,114,6,15,15
04,Capital,001,0004B,0118,389,6,7,1,95,1,5,1,1,2,9,1,79,10,17,17
04,Capital,001,0004B,0119,389,5,5,2,95,2,4,0,1,0,10,1,96,11,14,14
04,Capital,001,0004B,0120,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Capital,001,0004B,0121,389,5,5,0,76,3,4,2,0,3,12,2,107,12,17,17
04,Capital,001,0004B,0122,389,6,7,3,85,1,6,4,2,3,5,4,82,6,17,17
04,Capital,001,0004B,0123,389,3,2,1,89,3,1,3,2,0,8,1,104,10,17,17
04,Capital,001,0004B,0124,389,2,3,2,92,3,4,0,2,1,9,6,90,13,14,14
04,Capital,001,0004B,0125,389,5,5,0,84,4,2,2,0,1,8,4,73,13,14,14
04,Capital,001,0004B,0126,389,3,4,2,105,8,5,2,0,3,16,4,88,11,14,14
04,Capital,001,0004B,0127,389,9,2,0,86,2,2,2,0,0,15,2,83,14,15,15
04,Capital,001,0004B,0128,389,1,10,0,89,3,4,2,0,2,9,4,88,4,19,19
04,Capital,001,0004B,3680,379,7,5,1,61,3,4,4,4,0,7,0,97,6,15,15
04,Capital,001,0004B,3681,379,2,10,1,71,2,2,3,0,0,10,6,112,12,14,14
04,Capital,001,0004B,3682,379,0,1,3,94,0,5,2,2,0,5,1,97,15,12,12
04,Capital,001,0004B,3683,379,5,3,3,68,1,3,2,1,0,2,1,91,4,19,19
04,Capital,001,0004B,3684,379,4,1,0,76,3,2,3,1,3,14,2,95,17,14,14
04,Capital,001,0004B,3685,379,6,6,0,67,4,3,8,0,0,13,1,99,6,18,18
04,Capital,001,0004B,3686,379,7,5,1,76,2,1,5,3,0,11,2,111,13,14,14
04,Capital,001,0004B,3687,379,7,3,2,58,7,4,4,3,1,7,3,98,8,18,18
04,Capital,001,0004B,3688,379,7,7,1,85,3,2,2,0,1,6,3,69,10,12,12
04,Capital,001,0004B,3689,379,5,4,1,68,3,5,2,1,0,6,2,108,10,17,17
04,Capital,001,0004B,3690,379,3,6,3,84,1,0,2,1,0,8,3,110,6,15,15
04,Capital,001,0004B,3691,379,4,7,0,80,3,5,0,1,0,0,4,110,9,17,17
04,Capital,001,0004B,3692,379,0,8,0,69,2,2,3,1,2,1,3,97,6,20,20
04,Capital,001,0004B,3693,379,2,6,1,68,3,1,1,1,1,3,2,117,7,9,9
04,Capital,001,0004B,3694,379,2,9,1,82,3,4,1,2,0,8,2,93,11,2,2
04,Capital,001,0004B,3695,379,5,7,0,62,6,2,0,5,1,10,7,107,7,15,15
04,Capital,001,0004B,3696,378,1,6,1,60,4,2,2,0,1,14,2,97,15,20,20
04,Capital,001,0004B,3697,378,2,8,1,76,4,5,4,2,0,7,2,106,10,20,20
04,Capital,001,0004C,0129,325,5,8,1,76,5,3,3,1,2,11,2,80,6,15,15
04,Capital,001,0004C,0130,325,4,2,5,64,0,3,0,2,3,16,1,77,10,22,22
04,Capital,001,0004C,0131,325,0,0,2,59,4,5,3,4,4,10,3,82,8,21,21
04,Capital,001,0004C,0132,325,1,3,3,69,1,6,1,2,3,12,3,78,9,12,12
04,Capital,001,0004C,0133,325,8,6,3,64,7,6,0,0,0,3,4,78,8,14,14
04,Capital,001,0004C,3698,328,2,8,2,73,1,4,1,2,0,14,0,89,10,15,15
04,Capital,001,0004C,3699,328,1,8,1,67,3,0,1,1,2,15,0,72,9,21,21
04,Capital,001,0004C,3700,328,2,5,2,58,3,5,1,0,1,15,0,78,9,20,20
04,Capital,001,0004C,3701,328,2,6,0,46,6,3,0,1,2,12,0,82,10,12,12
04,Capital,001,0004C,3702,328,0,2,3,51,3,4,0,1,0,15,2,91,6,18,18
04,Capital,001,0004D,0134,202,1,3,0,44,1,1,1,1,2,9,1,57,2,6,6
04,Capital,001,0004D,0135,202,1,4,3,42,2,0,1,1,0,6,2,51,10,11,11
04,Capital,001,0004D,3703,223,3,7,0,53,0,0,0,1,1,1,1,62,2,12,12
04,Capital,001,0004D,3704,223,0,4,0,44,2,0,0,0,0,3,1,65,1,9,9
04,Capital,001,0004E,0136,292,0,0,0,38,1,3,0,0,0,2,1,71,7,29,29
04,Capital,001,0004E,3705,319,6,7,1,22,4,2,0,0,0,4,0,94,2,20,20
04,Capital,001,0004F,0137,281,13,2,0,16,5,0,1,0,0,2,0,40,0,24,24
04,Capital,001,0004F,0138,281,2,5,3,24,4,2,0,0,1,1,0,66,2,19,19
04,Capital,001,0004F,3706,260,5,4,0,14,2,1,2,2,1,0,1,51,1,19,19
04,Capital,001,0004F,3707,259,1,1,1,16,5,2,0,3,1,0,3,47,3,18,18
04,Capital,001,0005 ,0139,373,3,4,1,57,3,1,0,0,2,2,2,104,6,17,17
04,Capital,001,0005 ,0140,373,0,7,0,73,1,3,0,1,0,4,0,98,8,19,19
04,Capital,001,0005 ,0141,373,0,0,3,73,4,2,3,0,0,4,0,95,5,13,13
04,Capital,001,0005 ,0142,373,4,4,0,79,7,0,1,2,1,2,1,89,12,19,19
04,Capital,001,0005 ,0143,373,3,8,0,72,7,6,8,1,1,5,2,85,8,14,14
04,Capital,001,0005 ,0144,373,13,0,1,71,0,0,0,0,2,4,0,88,13,12,12
04,Capital,001,0005 ,0145,373,2,4,1,69,1,3,2,1,0,6,4,100,13,10,10
04,Capital,001,0005 ,0146,373,5,10,0,76,1,2,1,4,0,4,0,90,5,11,11
04,Capital,001,0005 ,0147,373,5,7,0,76,6,7,1,3,1,1,1,90,7,15,15
04,Capital,001,0005 ,0148,372,5,16,0,77,3,1,1,1,1,2,2,76,8,18,18
04,Capital,001,0005 ,0149,372,3,9,2,90,2,3,0,3,1,5,6,90,8,14,14
04,Capital,001,0005 ,0150,372,3,5,1,70,2,2,0,1,1,4,2,107,7,26,26
04,Capital,001,0005 ,0151,372,7,10,2,83,4,3,2,2,0,3,3,106,6,12,12
04,Capital,001,0005 ,0152,372,12,0,2,66,3,2,2,4,2,3,4,113,4,11,11
04,Capital,001,0005 ,0153,372,0,6,0,68,3,1,1,1,0,4,3,102,10,18,18
04,Capital,001,0005 ,0154,372,3,8,1,74,3,2,0,0,0,1,2,95,8,11,11
04,Capital,001,0005 ,0155,372,2,11,3,68,6,2,4,1,0,6,6,18,8,3,3
04,Capital,001,0005 ,0156,372,11,9,1,80,2,0,0,3,0,3,2,99,5,7,7
04,Capital,001,0005 ,3708,368,1,7,1,61,5,0,1,4,16,3,3,109,7,25,25
04,Capital,001,0005 ,3709,368,8,6,1,47,2,1,1,1,0,2,2,117,8,15,15
04,Capital,001,0005 ,3710,368,9,0,0,68,3,1,0,3,2,4,4,105,7,20,20
04,Capital,001,0005 ,3711,368,6,4,4,47,5,2,0,3,0,1,1,104,10,23,23
04,Capital,001,0005 ,3712,368,3,9,5,44,4,2,1,1,4,11,0,100,9,14,14
04,Capital,001,0005 ,3713,368,1,1,1,58,6,4,1,1,1,1,2,110,8,15,15
04,Capital,001,0005 ,3714,368,7,4,1,67,6,3,1,1,1,9,7,94,5,19,19
04,Capital,001,0005 ,3715,368,4,5,0,64,1,2,1,4,1,5,2,92,4,25,25
04,Capital,001,0005 ,3716,368,1,6,0,56,5,3,0,0,0,1,1,118,7,15,15
04,Capital,001,0005 ,3717,368,0,0,1,73,3,2,0,2,3,5,1,99,9,13,13
04,Capital,001,0005 ,3718,368,6,11,1,50,5,3,2,1,0,5,0,114,3,17,17
04,Capital,001,0005 ,3719,367,3,14,3,57,1,1,5,0,1,5,0,110,4,13,13
04,Capital,001,0005 ,3720,367,1,6,0,61,4,2,0,3,1,3,0,88,10,17,17
04,Capital,001,0005 ,3721,367,7,6,2,53,4,2,1,2,1,0,3,108,7,16,16
04,Capital,001,0005 ,3722,367,4,8,1,61,0,0,0,1,2,3,5,84,9,13,13
04,Capital,001,0005 ,3723,367,3,4,0,51,5,1,0,1,2,4,3,119,6,11,11
04,Capital,001,0005 ,3724,367,11,0,0,49,8,5,2,0,0,3,2,117,6,18,18
04,Capital,001,0005A,0157,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,Capital,001,0005A,0158,352,1,4,0,43,1,0,2,2,0,0,1,112,4,16,16
