codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0013,0038,0072,0076,0186,0302,0333,0501,0507,0503,0502,0504,0506
01,Comuna 01,001,0002 ,0043,348,11,0,2,2,2,0,7,0,0,60,23,1,81,9,22
01,Comuna 01,001,0002 ,0044,347,7,4,1,0,4,2,9,0,0,72,25,1,85,16,13
01,Comuna 01,001,0002 ,0045,347,11,0,2,4,2,2,4,2,0,91,21,8,75,15,14
01,Comuna 01,001,0002 ,0046,347,5,1,2,4,2,0,11,1,0,68,23,5,88,9,15
01,Comuna 01,001,0002 ,0047,348,6,2,3,1,2,1,8,0,0,54,33,4,84,21,20
01,Comuna 01,001,0002 ,0048,347,5,5,2,2,1,1,15,0,1,68,24,3,83,7,15
01,Comuna 01,001,0002 ,0049,347,5,3,3,1,6,0,7,1,0,61,16,2,96,10,20
01,Comuna 01,001,0002 ,0050,346,5,2,1,1,1,0,8,0,0,84,36,2,88,7,12
01,Comuna 01,001,0002 ,0051,345,6,2,1,1,7,1,13,0,0,66,22,2,90,6,15
01,Comuna 01,001,0002 ,0052,348,3,5,2,0,5,0,7,0,1,60,28,1,101,14,8
01,Comuna 01,001,0002 ,0053,347,4,0,4,3,3,4,6,2,1,65,23,2,95,9,12
01,Comuna 01,001,0002 ,0054,346,6,8,0,1,3,0,6,0,0,63,26,4,84,9,18
01,Comuna 01,001,0002 ,0055,347,0,2,1,3,5,0,11,2,0,72,26,4,81,8,11
01,Comuna 01,001,0002 ,0056,349,10,1,1,3,2,1,5,0,0,83,22,2,84,14,14
01,Comuna 01,001,0002 ,0057,346,7,2,1,1,7,1,9,1,0,68,28,5,81,12,8
01,Comuna 01,001,0002 ,0058,346,13,1,2,3,2,0,10,1,1,83,24,3,79,6,14
01,Comuna 01,001,0002 ,0059,346,9,2,2,2,4,1,7,0,0,55,20,3,85,14,19
01,Comuna 01,001,0002 ,0060,346,6,4,1,0,1,0,5,0,1,78,25,2,76,10,12
01,Comuna 01,001,0003 ,0061,326,4,0,1,0,0,0,1,0,0,26,17,1,177,2,10
01,Comuna 01,001,0003 ,0062,325,3,1,1,1,2,0,0,0,0,19,28,0,164,17,12
01,Comuna 01,001,0003 ,0063,324,8,1,0,0,2,0,1,0,0,25,13,2,174,0,11
01,Comuna 01,001,0003 ,0064,324,2,0,0,1,1,1,1,0,0,23,24,1,168,4,16
01,Comuna 01,001,0003 ,0065,324,2,0,0,0,1,0,2,0,0,23,23,2,169,1,17
01,Comuna 01,001,0003 ,0066,325,3,0,0,0,0,0,3,0,0,11,14,0,183,2,16
01,Comuna 01,001,0004 ,0067,339,3,0,2,0,0,0,0,0,0,31,0,0,180,3,6
01,Comuna 01,001,0004 ,0068,336,6,0,0,0,1,0,1,0,0,17,12,0,195,4,12
01,Comuna 01,001,0004 ,0069,338,10,0,0,0,2,0,2,0,0,25,11,1,166,1,13
01,Comuna 01,001,0004 ,0070,337,4,0,0,2,1,0,2,0,0,23,14,1,184,6,14
01,Comuna 01,001,0004 ,0071,337,6,0,0,0,2,1,3,0,0,26,18,1,168,1,10
01,Comuna 01,001,0004 ,0072,338,4,0,0,0,0,0,4,0,0,24,28,0,172,4,6
01,Comuna 01,001,0005 ,0073,338,13,2,1,0,10,0,0,0,0,83,19,1,40,13,2
01,Comuna 01,001,0005 ,0074,339,17,1,3,0,6,0,0,0,2,104,23,1,28,5,3
01,Comuna 01,001,0005 ,0075,346,12,1,1,1,1,2,0,0,0,86,21,0,30,10,1
01,Comuna 01,001,0005 ,0076,343,16,2,0,0,4,2,0,0,0,87,32,3,34,1,0
01,Comuna 01,001,0005 ,0077,338,12,1,1,0,2,0,0,4,1,86,34,2,35,0,4
01,Comuna 01,001,0005 ,0078,338,9,3,1,1,8,0,3,0,3,100,35,2,33,5,2
01,Comuna 01,001,0005 ,0079,337,14,4,0,1,2,1,1,0,0,87,20,1,33,11,4
01,Comuna 01,001,0005 ,0080,341,10,0,1,0,3,1,1,0,1,89,22,2,31,6,2
01,Comuna 01,001,0005 ,0081,339,10,1,0,0,0,6,1,0,0,96,20,1,27,2,0
01,Comuna 01,001,0005 ,0082,337,7,1,1,2,2,0,3,1,2,100,19,1,26,5,1
01,Comuna 01,001,0005 ,0083,335,9,3,1,0,2,1,0,0,0,115,19,1,35,9,3
01,Comuna 01,001,0005 ,0084,337,2,8,0,0,1,0,2,0,0,96,0,0,33,0,1
01,Comuna 01,001,0005 ,0085,337,2,2,0,0,0,0,0,0,0,105,22,0,0,0,0
01,Comuna 01,001,0005 ,0086,337,0,3,0,1,4,0,1,3,1,106,15,0,35,8,0
01,Comuna 01,001,0005 ,0087,339,14,2,0,3,1,2,0,0,0,87,18,3,42,0,1
01,Comuna 01,001,0005 ,0088,340,6,3,0,0,0,1,2,0,0,118,19,0,30,0,5
01,Comuna 01,001,0005 ,0089,337,10,2,0,1,2,1,1,0,0,74,17,1,39,6,1
01,Comuna 01,001,0005 ,0090,336,8,6,2,1,3,1,0,0,0,87,20,2,47,3,2
01,Comuna 01,001,0005 ,0091,337,5,4,1,0,2,0,0,0,0,89,15,1,31,3,4
01,Comuna 01,001,0005 ,0092,339,18,6,2,0,1,1,0,1,1,95,24,2,35,5,0
01,Comuna 01,001,0005 ,0093,336,59,8,0,1,2,1,0,1,0,87,34,0,34,6,0
01,Comuna 01,001,0005 ,0094,335,7,3,5,1,3,0,1,0,0,100,22,2,41,5,3
01,Comuna 01,001,0005 ,0095,338,9,5,1,0,3,3,0,0,0,94,23,1,35,3,1
01,Comuna 01,001,0006 ,0096,354,4,0,1,0,0,0,2,0,1,29,17,0,188,3,12
01,Comuna 01,001,0006 ,0097,349,4,2,0,1,0,0,2,0,0,18,15,0,200,4,13
01,Comuna 01,001,0006 ,0098,350,3,0,0,1,1,0,2,0,0,14,6,1,200,5,5
01,Comuna 01,001,0006 ,0099,350,2,2,0,1,1,1,0,0,0,22,14,1,191,6,10
01,Comuna 01,001,0006 ,0100,350,9,0,0,0,0,0,1,0,0,13,13,1,208,0,6
01,Comuna 01,001,0006 ,0101,348,10,0,0,0,1,0,2,1,0,12,11,1,197,1,8
01,Comuna 01,001,0006 ,0102,352,4,0,0,1,0,1,6,0,0,10,11,1,213,2,11
01,Comuna 01,001,0006 ,0103,350,5,1,1,0,0,2,4,1,0,23,14,1,164,1,11
01,Comuna 01,001,0006 ,0104,351,11,0,1,0,2,0,4,0,0,24,3,2,194,3,9
01,Comuna 01,001,0006 ,0105,352,2,1,0,1,0,0,1,0,0,20,16,2,176,3,11
01,Comuna 01,001,0006 ,0106,352,4,0,0,0,0,0,4,0,0,26,19,0,171,3,5
01,Comuna 01,001,0006 ,0107,350,3,1,0,0,0,0,0,0,0,24,12,0,186,2,10
01,Comuna 01,001,0006 ,0108,350,4,0,0,0,1,0,3,0,0,17,7,0,206,1,6
01,Comuna 01,001,0006 ,0109,352,3,0,0,0,2,0,4,0,0,17,11,0,188,1,9
01,Comuna 01,001,0006 ,0110,351,4,0,0,0,1,0,3,1,0,13,13,0,201,1,9
01,Comuna 01,001,0006 ,0111,350,3,2,1,0,1,0,0,0,0,22,9,2,172,3,8
01,Comuna 01,001,0006 ,0112,351,7,1,0,0,0,1,10,0,0,12,12,1,186,1,6
01,Comuna 01,001,0006 ,0113,350,1,2,0,0,0,0,3,0,0,17,9,0,209,2,9
01,Comuna 01,001,0006 ,0114,352,1,0,0,0,0,0,0,0,0,19,17,1,193,5,5
01,Comuna 01,001,0006 ,0115,349,5,0,0,1,0,0,0,0,0,17,6,0,193,7,12
01,Comuna 01,001,0006 ,0116,351,3,1,0,0,1,0,4,0,0,15,12,1,213,4,6
01,Comuna 01,001,0006 ,0117,350,6,0,1,0,0,1,0,0,0,14,8,3,205,3,3
01,Comuna 01,001,0006 ,0118,353,4,0,0,0,0,0,2,0,0,15,14,0,177,0,11
01,Comuna 01,001,0006 ,0119,351,4,3,0,0,0,0,1,1,0,20,11,1,213,0,10
01,Comuna 01,001,0006 ,0120,351,7,0,1,0,1,30,3,1,0,19,10,2,159,6,11
01,Comuna 01,001,0006 ,0121,350,3,2,0,0,1,0,2,0,0,26,17,2,185,5,6
01,Comuna 01,001,0006 ,0122,350,3,1,1,1,0,0,0,0,0,18,9,0,194,5,12
01,Comuna 01,001,0006 ,0123,349,6,0,0,0,0,1,4,0,0,17,10,3,188,0,11
01,Comuna 01,001,0006 ,0124,349,4,1,0,0,1,2,1,0,0,19,17,0,190,1,9
01,Comuna 01,001,0006 ,0125,351,3,0,0,0,0,0,1,0,0,18,11,2,182,6,10
01,Comuna 01,001,0006 ,0126,350,4,1,0,0,0,0,3,0,0,8,11,1,210,1,2
01,Comuna 01,001,0006 ,0127,350,2,0,1,0,0,0,4,0,0,19,15,1,181,1,5
01,Comuna 01,001,0006 ,0128,351,5,5,1,0,1,1,2,0,0,18,17,2,184,1,8
01,Comuna 01,001,0006 ,0129,350,1,1,0,0,0,0,0,0,0,10,10,2,199,4,9
01,Comuna 01,001,0006 ,0130,349,1,1,0,0,0,1,1,0,0,14,11,0,200,1,4
01,Comuna 01,001,0006 ,0131,349,6,4,1,0,0,1,3,0,0,13,13,1,171,3,10
01,Comuna 01,001,0006 ,0132,350,2,1,1,0,1,0,1,0,0,25,16,3,173,0,7
01,Comuna 01,001,0006 ,0133,352,4,0,1,0,1,0,4,0,0,21,20,0,179,5,7
01,Comuna 01,001,0006 ,0134,350,0,1,1,0,2,0,2,1,0,13,9,0,188,1,8
01,Comuna 01,001,0006 ,0135,348,4,1,0,1,1,0,0,0,0,11,12,0,195,3,5
01,Comuna 01,001,0006 ,0136,349,1,1,0,0,0,0,3,0,0,12,22,2,168,7,13
01,Comuna 01,001,0006 ,0137,349,6,0,0,0,1,0,1,0,0,13,5,2,191,2,10
01,Comuna 01,001,0006 ,0138,352,23,0,0,1,0,1,1,1,0,13,17,4,154,3,13
01,Comuna 01,001,0006 ,0139,350,5,0,0,1,1,1,4,0,0,13,11,1,198,3,9
01,Comuna 01,001,0006 ,0140,350,33,0,0,0,3,0,0,0,0,8,8,1,172,3,6
01,Comuna 01,001,0006 ,0141,349,10,0,0,0,1,1,1,1,0,10,15,2,195,2,10
01,Comuna 01,001,0007 ,0142,342,8,2,0,1,2,1,1,0,0,20,18,3,179,2,13
01,Comuna 01,001,0007 ,0143,341,0,0,0,2,1,2,4,0,0,2,19,0,192,6,9
01,Comuna 01,001,0007 ,0144,343,4,0,0,0,2,3,3,1,0,25,18,0,156,4,13
01,Comuna 01,001,0007 ,0145,341,7,1,1,1,0,0,2,2,0,20,19,1,166,7,19
01,Comuna 01,001,0007 ,0146,341,3,1,2,1,1,0,1,0,0,35,14,5,161,7,7
01,Comuna 01,001,0007 ,0147,343,11,2,0,0,2,6,6,2,0,24,19,0,173,5,10
01,Comuna 01,001,0007 ,0148,341,8,3,0,1,0,0,2,2,0,29,17,2,177,2,3
01,Comuna 01,001,0007 ,0149,341,3,2,1,0,0,1,2,0,0,23,13,2,180,3,5
01,Comuna 01,001,0007 ,0150,342,7,0,2,0,3,0,8,1,2,33,9,0,156,7,11
01,Comuna 01,001,0007 ,0151,341,3,1,1,1,1,0,3,0,0,25,19,2,164,5,12
01,Comuna 01,001,0007 ,0152,342,5,2,1,0,0,0,2,0,0,32,19,3,155,2,14
01,Comuna 01,001,0007 ,0153,340,4,0,1,0,0,0,6,0,0,25,22,2,135,3,7
01,Comuna 01,001,0007 ,0154,339,4,0,0,0,1,33,8,0,0,16,13,2,148,3,14
01,Comuna 01,001,0007 ,0155,340,1,2,0,1,0,1,1,0,0,31,19,1,165,2,7
01,Comuna 01,001,0007 ,0156,340,14,3,1,0,1,1,1,0,0,18,20,4,172,5,8
01,Comuna 01,001,0007 ,0157,340,8,0,1,0,0,2,3,0,0,21,13,1,182,0,13
01,Comuna 01,001,0007 ,0158,340,5,1,1,0,0,1,2,0,0,26,11,2,189,7,9
01,Comuna 01,001,0007 ,0159,340,4,1,2,0,1,1,3,1,2,18,7,0,178,9,3
01,Comuna 01,001,0007 ,0160,340,6,2,0,1,2,2,4,0,0,29,15,0,160,1,5
01,Comuna 01,001,0007 ,0161,340,8,1,1,0,3,2,3,1,0,32,22,0,150,0,15
01,Comuna 01,001,0007 ,0162,339,4,3,0,0,0,1,4,0,0,24,9,0,170,8,8
01,Comuna 01,001,0007 ,0163,339,0,1,1,1,0,0,4,0,0,18,14,1,163,7,11
01,Comuna 01,001,0007 ,0164,339,8,0,3,1,1,1,5,0,0,21,18,3,157,0,15
01,Comuna 01,001,0007 ,0165,341,4,3,1,1,1,0,5,0,0,31,12,6,147,3,11
01,Comuna 01,001,0008 ,0166,340,2,0,1,0,2,0,4,0,0,36,22,2,123,10,13
01,Comuna 01,001,0008 ,0167,338,6,1,1,2,2,1,4,1,1,31,24,4,109,8,12
01,Comuna 01,001,0008 ,0168,341,0,1,0,1,1,0,5,0,1,27,20,0,125,4,15
01,Comuna 01,001,0008 ,0169,342,4,2,0,0,0,1,4,0,0,36,12,2,150,3,7
01,Comuna 01,001,0008 ,0170,339,8,1,4,2,1,0,2,1,0,40,12,2,134,3,9
01,Comuna 01,001,0008 ,0171,339,0,0,0,0,1,0,1,0,0,37,10,3,138,5,11
01,Comuna 01,001,0008 ,0172,339,3,4,0,1,3,0,5,0,1,27,23,0,119,7,12
01,Comuna 01,001,0008 ,0173,340,0,1,0,0,0,0,2,0,0,26,23,2,146,3,9
01,Comuna 01,001,0008 ,0174,341,0,4,1,0,0,1,4,3,0,33,12,2,134,5,10
01,Comuna 01,001,0008 ,0175,341,5,1,1,0,1,0,7,0,0,21,7,2,142,7,13
01,Comuna 01,001,0008 ,0176,338,6,0,2,0,1,0,3,0,1,31,22,0,126,4,9
01,Comuna 01,001,0008 ,0177,338,7,0,1,1,0,0,6,0,0,33,22,3,131,1,11
01,Comuna 01,001,0008 ,0178,339,9,1,1,1,0,0,5,0,0,27,12,1,122,7,8
01,Comuna 01,001,0008 ,0179,338,10,3,2,1,2,0,5,0,0,21,22,1,131,5,5
01,Comuna 01,001,0008 ,0180,338,0,2,2,0,1,0,6,0,0,42,23,5,126,8,13
01,Comuna 01,001,0008 ,0181,335,0,0,2,1,3,0,5,1,0,36,16,1,117,12,10
01,Comuna 01,001,0008 ,0182,340,0,2,3,0,1,1,8,0,0,29,11,1,144,6,5
01,Comuna 01,001,0008 ,0183,339,2,1,0,1,0,2,8,0,0,21,15,3,142,2,11
01,Comuna 01,001,0008 ,0184,336,4,0,0,1,1,0,3,1,1,27,12,3,142,5,13
01,Comuna 01,001,0008 ,0185,338,5,2,0,2,0,0,4,0,0,30,18,1,130,3,17
01,Comuna 01,001,0008 ,0186,338,18,0,0,1,0,0,4,0,0,29,1,1,137,4,14
01,Comuna 01,001,0008 ,0187,339,1,3,1,1,1,0,0,0,0,45,12,1,134,4,11
01,Comuna 01,001,0008 ,0188,338,2,0,0,0,2,0,6,0,0,21,19,0,134,6,17
01,Comuna 01,001,0008 ,0189,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Comuna 01,001,0008 ,0190,336,6,1,0,0,0,0,6,1,0,39,20,2,127,6,13
01,Comuna 01,001,0008 ,0191,338,0,0,0,0,2,0,0,0,0,36,14,0,122,5,12
01,Comuna 01,001,0009 ,0192,347,1,1,0,1,1,1,6,0,0,55,20,5,111,7,7
01,Comuna 01,001,0009 ,0193,346,3,6,1,2,0,0,4,0,0,40,31,1,122,7,11
01,Comuna 01,001,0009 ,0194,346,10,4,1,3,1,0,3,1,0,40,20,1,109,6,9
01,Comuna 01,001,0009 ,0195,349,1,2,3,0,3,1,3,0,1,40,23,1,127,6,6
01,Comuna 01,001,0009 ,0196,347,7,4,0,3,3,1,3,0,0,26,17,1,136,7,8
01,Comuna 01,001,0009 ,0197,347,4,2,0,0,1,0,3,0,0,52,16,5,122,6,3
01,Comuna 01,001,0009 ,0198,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Comuna 01,001,0009 ,0199,348,9,1,0,0,2,2,4,0,0,39,13,2,127,5,11
01,Comuna 01,001,0009 ,0200,347,6,4,0,0,1,0,4,0,0,38,20,3,117,4,10
01,Comuna 01,001,0009 ,0201,347,0,3,0,0,2,1,4,1,0,41,22,0,122,12,3
01,Comuna 01,001,0009 ,0202,348,5,0,0,0,1,2,3,1,0,35,24,1,110,6,11
01,Comuna 01,001,0009 ,0203,348,1,5,0,3,2,0,3,0,0,44,16,8,127,11,14
01,Comuna 01,001,0009 ,0204,347,1,1,0,0,2,0,5,0,0,44,27,4,114,5,10
01,Comuna 01,001,0009 ,0205,349,12,1,0,2,1,0,4,0,0,49,21,2,111,7,9
01,Comuna 01,001,0009 ,0206,348,0,4,1,1,0,2,4,1,1,31,20,1,127,10,9
01,Comuna 01,001,0009 ,0207,347,6,1,2,1,4,1,5,0,0,32,27,6,109,7,12
01,Comuna 01,001,0009 ,0208,347,9,1,0,0,2,1,0,0,0,36,31,4,113,7,9
01,Comuna 01,001,0009 ,0209,347,31,0,0,0,1,1,2,0,0,41,23,0,107,6,2
01,Comuna 01,001,0009 ,0210,349,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6
01,Comuna 01,001,0009 ,0211,346,3,0,0,2,1,4,3,0,0,39,18,1,109,11,14
01,Comuna 01,001,0009 ,0212,348,6,0,0,0,2,0,5,0,1,48,23,1,106,5,15
01,Comuna 01,001,0009 ,0213,347,3,1,1,1,1,0,3,0,0,33,24,5,120,10,5
01,Comuna 01,001,0009 ,0214,347,14,2,1,3,4,1,7,0,0,35,14,5,121,9,13
01,Comuna 01,001,0009 ,0215,346,5,0,2,0,1,0,0,0,0,27,30,1,136,6,8
01,Comuna 01,001,0009 ,0216,346,6,0,2,1,1,3,7,0,0,33,20,0,126,4,8
01,Comuna 01,001,0009 ,0217,346,4,3,2,0,2,1,4,0,0,35,23,1,135,6,11
01,Comuna 01,001,0009 ,0218,346,4,8,0,1,1,0,8,0,0,36,38,4,109,4,4
01,Comuna 01,001,0009 ,0219,349,10,1,2,0,0,0,6,0,0,44,28,2,122,5,8
01,Comuna 01,001,0009 ,0220,344,2,3,2,0,1,0,6,0,0,25,24,3,110,7,14
01,Comuna 01,001,0009 ,0221,346,6,1,1,2,2,1,5,0,0,54,13,0,94,10,8
01,Comuna 01,001,0009 ,0222,346,4,2,1,2,2,0,5,0,0,40,20,2,121,6,4
01,Comuna 01,001,0009 ,0223,346,1,2,0,1,0,2,3,0,0,39,27,2,123,6,10
01,Comuna 01,001,0009 ,0224,345,13,3,2,1,0,0,7,1,0,37,18,1,125,4,5
01,Comuna 01,001,0010 ,0225,345,4,2,3,1,3,1,1,0,0,59,31,0,111,4,10
01,Comuna 01,001,0010 ,0226,346,5,0,0,1,2,0,4,1,0,52,28,2,128,7,14
01,Comuna 01,001,0010 ,0227,343,6,0,0,2,1,1,5,1,0,39,20,1,135,6,12
01,Comuna 01,001,0010 ,0228,346,8,3,1,0,1,1,13,0,0,39,13,3,135,7,14
01,Comuna 01,001,0010 ,0229,345,3,3,0,3,0,0,11,0,0,42,27,0,128,7,12
01,Comuna 01,001,0010 ,0230,346,7,0,1,2,4,2,8,0,0,36,22,3,116,10,16
01,Comuna 01,001,0010 ,0231,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Comuna 01,001,0010 ,0232,345,0,0,1,1,1,2,9,0,0,45,25,2,127,6,9
01,Comuna 01,001,0010 ,0233,346,0,2,0,1,3,1,7,2,0,40,19,3,144,7,6
01,Comuna 01,001,0010 ,0234,345,11,1,2,1,1,0,7,0,0,49,20,1,109,10,10
01,Comuna 01,001,0010 ,0235,345,11,6,0,1,1,1,4,1,1,3,26,5,128,9,10
01,Comuna 01,001,0010 ,0236,346,3,2,0,1,0,1,3,2,0,41,23,0,147,6,11
01,Comuna 01,001,0010 ,0237,344,9,0,2,0,0,0,7,0,0,49,23,1,131,6,12
01,Comuna 01,001,0010 ,0238,344,8,0,2,1,1,1,9,2,0,40,23,0,126,11,12
01,Comuna 01,001,0010 ,0239,345,0,0,2,1,1,2,9,1,1,50,16,2,120,8,7
01,Comuna 01,001,0010 ,0240,347,12,1,1,0,1,3,12,0,0,46,20,1,110,11,22
01,Comuna 01,001,0010 ,0241,346,5,3,0,0,1,1,5,1,0,55,14,2,127,10,16
01,Comuna 01,001,0010 ,0242,344,4,1,0,0,3,1,6,1,0,38,13,2,123,8,13
01,Comuna 01,001,0010 ,0243,344,2,0,0,1,1,0,9,1,0,48,28,2,112,44,14
01,Comuna 01,001,0010 ,0244,346,7,2,4,2,0,1,8,0,0,38,19,0,118,11,14
01,Comuna 01,001,0010 ,0245,345,5,1,0,0,1,1,10,3,0,45,34,1,117,5,6
01,Comuna 01,001,0010 ,0246,346,3,0,5,3,0,3,8,0,0,38,32,3,136,2,14
01,Comuna 01,001,0010 ,0247,345,7,1,0,1,1,3,10,0,0,30,0,0,127,10,31
01,Comuna 01,001,0010 ,0248,345,8,4,0,3,4,0,7,0,0,44,26,3,115,9,11
01,Comuna 01,001,0010 ,0249,345,1,1,0,1,0,0,6,0,0,43,19,2,146,14,15
01,Comuna 01,001,0010 ,0250,346,2,3,3,1,4,0,2,0,0,45,19,1,132,8,10
01,Comuna 01,001,0010 ,0251,344,5,1,2,1,2,3,8,1,0,35,30,4,108,19,17
01,Comuna 01,001,0010 ,0252,347,6,0,0,1,3,1,5,1,0,37,27,1,134,6,12
01,Comuna 01,001,0010 ,0253,346,3,0,1,1,3,2,8,1,0,44,24,1,132,4,12
01,Comuna 01,001,0010 ,0254,345,7,0,1,0,1,1,6,1,1,32,28,4,114,7,12
01,Comuna 01,001,0010 ,0255,345,3,1,0,1,3,0,9,1,0,30,31,3,123,7,14
01,Comuna 01,001,0010 ,0256,342,1,1,0,1,6,1,5,1,0,50,26,3,104,11,22
01,Comuna 01,001,0010 ,0257,344,4,1,0,1,2,2,7,1,0,43,17,1,136,6,11
01,Comuna 01,001,0010 ,0258,347,6,5,0,1,1,0,12,2,0,42,21,3,118,10,8
01,Comuna 01,001,0010 ,0259,346,5,1,1,1,2,2,10,0,0,38,22,2,131,5,12
01,Comuna 01,001,0011 ,0260,342,5,2,4,1,1,1,4,0,0,57,26,6,98,11,13
01,Comuna 01,001,0011 ,0261,343,9,0,3,0,1,0,3,0,0,72,24,3,91,10,20
01,Comuna 01,001,0011 ,0262,343,5,1,2,3,3,1,6,0,0,53,30,3,94,13,16
01,Comuna 01,001,0011 ,0263,343,8,3,1,0,0,0,10,1,0,52,12,2,115,12,9
01,Comuna 01,001,0011 ,0264,340,1,2,0,0,2,0,3,0,0,54,23,0,111,7,7
01,Comuna 01,001,0011 ,0265,341,9,4,4,0,3,2,11,0,0,52,19,3,93,10,12
01,Comuna 01,001,0011 ,0266,340,9,0,1,2,0,2,9,1,0,59,21,3,105,11,7
01,Comuna 01,001,0011 ,0267,341,17,0,0,0,0,1,8,1,0,66,23,0,102,10,10
01,Comuna 01,001,0011 ,0268,342,3,2,2,0,0,2,3,2,1,57,24,2,94,7,11
01,Comuna 01,001,0011 ,0269,341,3,1,0,6,2,0,9,0,0,56,21,1,90,9,10
01,Comuna 01,001,0011 ,0270,342,1,1,1,0,1,0,5,0,0,63,19,1,93,10,14
01,Comuna 01,001,0011 ,0271,341,15,0,0,1,3,1,8,0,0,51,18,2,115,7,6
