codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0002,0003,0023,0047,0064,0154,0174,0187,0188,0501
24,Ushuaia,001,0001 ,0001,353,34,19,7,12,3,12,2,53,3,11,25,65
24,Ushuaia,001,0001 ,0002,354,27,23,5,12,3,13,2,53,4,15,36,47
24,Ushuaia,001,0001 ,0003,352,25,21,10,18,9,7,1,53,3,16,20,56
24,Ushuaia,001,0001 ,0004,353,24,19,10,17,6,9,3,57,3,9,28,53
24,Ushuaia,001,0001 ,0005,349,32,15,12,18,7,7,3,41,7,16,16,40
24,Ushuaia,001,0001 ,0006,350,31,21,10,9,3,5,6,61,1,14,28,41
24,Ushuaia,001,0001 ,0007,348,28,22,6,12,3,8,4,64,2,8,25,39
24,Ushuaia,001,0001 ,0008,354,45,22,4,16,7,7,2,49,5,7,20,72
24,Ushuaia,001,0001 ,0009,350,21,23,10,15,6,7,3,56,1,5,15,62
24,Ushuaia,001,0001 ,0010,350,30,21,7,8,6,4,2,44,3,14,19,66
24,Ushuaia,001,0001 ,0011,354,0,0,11,15,7,4,2,61,2,12,13,60
24,Ushuaia,001,0001 ,0012,346,31,12,10,11,3,0,5,53,3,13,22,59
24,Ushuaia,001,0001 ,0013,351,21,24,9,21,4,10,1,54,5,16,15,58
24,Ushuaia,001,0001 ,0014,348,39,21,6,18,4,4,1,50,5,14,20,63
24,Ushuaia,001,0001 ,0015,354,25,20,7,15,9,6,4,63,4,12,18,51
24,Ushuaia,001,0001 ,0016,355,20,24,8,17,4,10,1,54,6,17,19,45
24,Ushuaia,001,0001 ,0017,351,25,25,10,14,10,11,1,50,2,12,22,60
24,Ushuaia,001,0002 ,0018,347,20,19,9,9,5,6,1,54,7,9,19,62
24,Ushuaia,001,0002 ,0019,347,26,23,12,20,2,13,0,53,6,21,21,55
24,Ushuaia,001,0002 ,0020,352,30,17,13,15,3,6,2,53,7,12,24,59
24,Ushuaia,001,0002 ,0021,346,17,31,8,16,1,12,4,59,5,11,13,54
24,Ushuaia,001,0002 ,0022,351,29,15,10,13,5,4,1,60,1,19,12,79
24,Ushuaia,001,0002 ,0023,347,22,21,8,15,6,7,1,52,3,8,18,74
24,Ushuaia,001,0002 ,0024,348,22,26,12,14,7,13,2,63,3,9,9,66
24,Ushuaia,001,0002 ,0025,344,20,20,8,15,4,6,0,64,6,11,22,59
24,Ushuaia,001,0002 ,0026,344,29,34,7,13,10,9,3,55,1,15,23,52
24,Ushuaia,001,0002 ,0027,344,19,25,10,20,9,2,4,65,8,9,23,42
24,Ushuaia,001,0003 ,0028,342,28,25,8,10,2,10,5,59,2,12,13,77
24,Ushuaia,001,0003 ,0029,337,22,26,19,4,3,10,2,67,4,14,19,53
24,Ushuaia,001,0003 ,0030,343,34,11,12,13,1,9,5,57,4,13,23,54
24,Ushuaia,001,0003 ,0031,340,25,16,11,18,4,3,6,46,8,12,18,54
24,Ushuaia,001,0003 ,0032,338,22,33,11,17,3,6,2,48,4,9,20,76
24,Ushuaia,001,0003 ,0033,336,29,12,11,12,4,3,0,60,6,16,19,57
24,Ushuaia,001,0003 ,0034,337,30,21,11,19,6,3,1,49,4,14,16,59
24,Ushuaia,001,0003 ,0035,336,32,13,19,23,4,10,2,52,3,14,11,54
24,Ushuaia,001,0003 ,0036,338,20,15,11,11,6,8,1,60,5,8,21,67
24,Ushuaia,001,0003 ,0037,335,32,29,7,17,5,5,5,52,4,12,18,45
24,Ushuaia,001,0003 ,0038,338,21,29,4,13,1,6,0,52,9,14,17,66
24,Ushuaia,001,0003 ,0039,338,33,19,6,16,7,7,2,51,7,8,23,62
24,Ushuaia,001,0003 ,0040,338,26,26,12,9,7,8,3,61,8,10,13,56
24,Ushuaia,001,0003 ,0041,339,30,23,10,6,3,6,2,57,4,5,12,59
24,Ushuaia,001,0003 ,0042,340,21,30,6,13,4,8,2,52,3,6,16,70
24,Ushuaia,001,0003 ,0043,336,31,31,5,7,8,7,0,59,0,11,21,68
24,Ushuaia,001,0003 ,0044,334,23,22,11,11,3,8,2,58,2,12,19,59
24,Ushuaia,001,0003 ,0045,339,27,20,7,15,5,6,2,51,5,10,10,68
24,Ushuaia,001,0003 ,0046,339,26,29,3,12,23,13,2,41,3,14,17,74
24,Ushuaia,001,0004 ,0047,352,30,49,11,15,10,8,1,45,1,6,17,62
24,Ushuaia,001,0004 ,0048,352,21,29,11,11,5,10,4,44,9,11,17,81
24,Ushuaia,001,0004 ,0049,351,28,21,9,10,6,5,2,56,5,5,14,83
24,Ushuaia,001,0004 ,0050,351,14,26,7,14,8,5,2,53,3,11,19,64
24,Ushuaia,001,0004 ,0051,352,18,28,6,12,6,9,4,49,5,14,21,61
24,Ushuaia,001,0004 ,0052,352,22,28,9,11,5,7,0,41,3,9,15,93
24,Ushuaia,001,0004 ,0053,349,25,31,10,12,7,14,6,38,7,3,18,86
24,Ushuaia,001,0004 ,0054,347,28,28,8,15,9,6,1,39,2,12,13,60
24,Ushuaia,001,0004 ,0055,346,43,39,8,12,7,8,2,45,7,19,16,81
24,Ushuaia,001,0004 ,0056,353,21,24,12,13,7,13,3,43,7,10,15,65
24,Ushuaia,001,0004 ,0057,349,41,25,8,11,4,0,5,47,4,12,20,63
24,Ushuaia,001,0004 ,0058,349,28,21,10,14,6,11,2,57,4,9,25,55
24,Ushuaia,001,0004 ,0059,353,28,21,11,16,5,5,2,60,5,12,16,58
24,Ushuaia,001,0004 ,0060,345,21,28,15,16,5,15,6,57,1,8,11,54
24,Ushuaia,001,0004 ,0061,347,26,18,7,18,4,6,1,55,6,19,12,59
24,Ushuaia,001,0004 ,0062,352,30,20,11,14,4,16,2,51,4,8,21,77
24,Ushuaia,001,0004 ,0063,348,27,26,3,12,5,9,1,45,4,6,24,64
24,Ushuaia,001,0004 ,0064,348,30,35,10,9,11,7,1,44,6,4,14,67
24,Ushuaia,001,0004 ,0065,352,24,19,18,15,4,7,2,49,11,8,5,70
24,Ushuaia,001,0004 ,0066,348,19,24,16,15,9,10,4,58,6,8,15,72
24,Ushuaia,001,0004 ,0067,348,24,28,11,11,8,6,1,53,7,12,18,65
24,Ushuaia,001,0004 ,0068,353,35,28,15,14,7,7,5,36,9,12,16,61
24,Ushuaia,001,0004 ,0069,350,22,25,7,18,10,8,5,56,3,11,23,64
24,Ushuaia,001,0004 ,0070,352,27,17,10,10,6,9,2,45,5,7,18,66
24,Ushuaia,001,0004 ,0071,353,13,25,7,12,6,5,2,69,2,11,18,60
24,Ushuaia,001,0004 ,0072,346,20,32,11,17,8,10,3,50,3,4,18,74
24,Ushuaia,001,0004 ,0073,349,19,31,16,11,7,10,2,46,2,7,20,84
24,Ushuaia,001,0004 ,0074,351,33,27,13,14,7,7,0,50,10,9,18,55
24,Ushuaia,001,0004 ,0075,350,22,29,5,11,7,8,1,59,12,12,25,72
24,Ushuaia,001,0005 ,0076,351,30,21,7,10,9,6,4,57,3,11,23,80
24,Ushuaia,001,0005 ,0077,348,39,16,16,14,4,6,3,69,4,10,15,66
