codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0180,0503,0521,0548
23,Capital,001,0001 ,0001,332,3,4,31,25,149,33
23,Capital,001,0001 ,0002,332,4,1,16,20,168,41
23,Capital,001,0001 ,0003,332,3,5,18,15,169,39
23,Capital,001,0001 ,0004,332,5,3,29,19,168,30
23,Capital,001,0001 ,0005,332,2,1,20,29,158,35
23,Capital,001,0001 ,0006,332,4,2,16,19,170,28
23,Capital,001,0001 ,0007,332,5,4,19,20,179,37
23,Capital,001,0001 ,0008,332,4,4,20,17,167,51
23,Capital,001,0001 ,0009,332,5,2,13,32,146,39
23,Capital,001,0001 ,0010,332,4,3,20,25,159,48
23,Capital,001,0001 ,0011,332,2,3,21,11,152,48
23,Capital,001,0001 ,0012,332,1,6,19,16,185,28
23,Capital,001,0001 ,0013,333,1,9,19,17,160,45
23,Capital,001,0001 ,0014,332,1,3,25,24,172,29
23,Capital,001,0001 ,0015,332,2,1,17,23,237,48
23,Capital,001,0001 ,0016,331,0,5,26,27,159,41
23,Capital,001,0001 ,0017,331,0,5,24,20,138,32
23,Capital,001,0001 ,0018,331,5,1,22,24,157,39
23,Capital,001,0001 ,0019,331,3,4,23,23,161,29
23,Capital,001,0001A,0020,330,5,0,31,15,156,45
23,Capital,001,0001A,0021,330,2,1,23,21,178,26
23,Capital,001,0001A,0022,330,5,3,17,28,173,35
23,Capital,001,0001A,0023,330,2,2,26,18,152,47
23,Capital,001,0001A,0024,330,1,5,22,18,166,50
23,Capital,001,0001A,0025,330,0,5,27,23,171,35
23,Capital,001,0001A,0026,330,6,3,17,31,162,33
23,Capital,001,0001A,0027,330,5,3,21,17,164,39
23,Capital,001,0001A,0028,330,4,4,13,20,176,38
23,Capital,001,0001A,0029,330,2,3,25,24,154,49
23,Capital,001,0001A,0030,330,2,4,22,22,171,38
23,Capital,001,0001A,0031,329,2,0,28,22,169,42
23,Capital,001,0001A,0032,329,7,4,23,23,156,30
23,Capital,001,0001A,0033,330,1,2,24,28,145,44
23,Capital,001,0001A,0034,329,1,6,31,30,147,46
23,Capital,001,0001A,0035,329,3,3,16,23,166,39
23,Capital,001,0002 ,0036,337,1,3,19,24,165,34
23,Capital,001,0002 ,0037,337,1,4,20,18,168,38
23,Capital,001,0002 ,0038,337,2,5,25,14,172,33
23,Capital,001,0002 ,0039,337,4,3,26,29,156,37
23,Capital,001,0002 ,0040,337,1,4,29,17,149,53
23,Capital,001,0002 ,0041,337,2,6,23,24,161,42
23,Capital,001,0002 ,0042,337,2,6,29,13,152,43
23,Capital,001,0002 ,0043,337,1,3,15,28,173,44
23,Capital,001,0002 ,0044,337,2,3,33,29,156,39
23,Capital,001,0002 ,0045,337,7,10,21,25,162,37
23,Capital,001,0002 ,0046,336,3,3,25,27,154,36
23,Capital,001,0002A,0047,327,5,8,25,29,143,40
23,Capital,001,0002A,0048,327,0,2,29,32,150,39
23,Capital,001,0002A,0049,327,4,4,20,26,165,37
23,Capital,001,0002A,0050,326,2,4,31,25,145,58
23,Capital,001,0002A,0051,326,6,2,21,20,146,50
23,Capital,001,0002A,0052,326,3,1,9,28,164,49
23,Capital,001,0002A,0053,326,2,2,25,23,169,29
23,Capital,001,0002A,0054,326,4,2,25,26,165,33
23,Capital,001,0002A,0055,326,5,2,26,28,143,52
23,Capital,001,0002A,0056,326,3,3,20,18,161,39
23,Capital,001,0002A,0057,326,5,6,31,23,157,34
23,Capital,001,0002A,0058,326,3,2,30,22,151,38
23,Capital,001,0002A,0059,326,1,3,26,19,152,33
23,Capital,001,0003 ,0060,346,5,2,29,30,166,41
23,Capital,001,0003 ,0061,346,6,3,28,27,164,51
23,Capital,001,0003 ,0062,346,5,1,22,23,164,57
23,Capital,001,0003 ,0063,346,1,6,24,34,0,44
23,Capital,001,0003 ,0064,346,3,2,30,21,164,33
23,Capital,001,0003 ,0065,346,3,3,18,24,174,49
23,Capital,001,0003 ,0066,346,6,3,32,18,159,55
23,Capital,001,0003 ,0067,346,3,5,32,30,151,44
23,Capital,001,0003 ,0068,346,2,7,18,23,183,42
23,Capital,001,0003 ,0069,346,1,1,26,21,164,42
23,Capital,001,0003 ,0070,346,1,1,20,25,174,45
23,Capital,001,0003 ,0071,346,3,3,24,32,175,46
23,Capital,001,0003 ,0072,346,0,3,29,22,191,28
23,Capital,001,0003 ,0073,346,1,0,27,36,166,38
23,Capital,001,0003 ,0074,346,1,2,18,24,169,51
23,Capital,001,0003 ,0075,346,1,7,26,19,155,51
23,Capital,001,0003 ,0076,346,4,6,29,21,156,52
23,Capital,001,0003 ,0077,346,0,4,29,29,152,53
23,Capital,001,0003 ,0078,346,2,3,33,30,155,54
23,Capital,001,0003 ,0079,346,0,4,34,24,152,48
23,Capital,001,0004 ,0080,350,2,1,26,26,177,43
23,Capital,001,0004 ,0081,350,5,7,25,26,160,53
23,Capital,001,0004 ,0082,350,5,2,28,24,165,58
23,Capital,001,0004 ,0083,350,0,5,34,23,163,61
23,Capital,001,0004 ,0084,350,0,2,22,30,185,36
23,Capital,001,0004 ,0085,350,3,1,22,37,140,51
23,Capital,001,0004 ,0086,350,0,1,21,44,160,50
23,Capital,001,0004 ,0087,350,0,5,25,31,174,43
23,Capital,001,0004 ,0088,350,2,2,19,34,163,44
23,Capital,001,0004 ,0089,350,5,6,26,28,176,37
23,Capital,001,0004 ,0090,350,4,10,23,35,164,47
23,Capital,001,0004 ,0091,350,3,6,36,32,143,47
23,Capital,001,0004 ,0092,350,5,10,44,34,151,40
23,Capital,001,0004 ,0093,350,1,5,17,26,156,59
23,Capital,001,0004 ,0094,349,3,5,32,20,161,56
23,Capital,001,0004 ,0095,349,2,4,23,22,174,53
23,Capital,001,0004 ,0096,349,6,4,34,27,172,37
23,Capital,001,0004 ,0097,349,1,6,32,16,169,57
23,Capital,001,0005 ,0098,350,3,2,22,20,195,46
23,Capital,001,0005 ,0099,350,3,3,22,21,188,31
23,Capital,001,0005 ,0100,350,4,5,14,21,189,40
23,Capital,001,0005 ,0101,350,5,4,15,13,200,40
23,Capital,001,0005 ,0102,350,2,6,14,12,191,35
23,Capital,001,0005 ,0103,350,1,3,17,13,218,31
23,Capital,001,0005 ,0104,350,3,5,16,19,218,25
23,Capital,001,0005 ,0105,350,0,2,18,16,203,31
23,Capital,001,0005 ,0106,350,4,2,15,21,207,32
23,Capital,001,0005 ,0107,350,6,5,26,12,186,33
23,Capital,001,0005 ,0108,350,3,5,21,14,203,35
23,Capital,001,0005 ,0109,350,1,3,22,16,193,33
23,Capital,001,0005 ,0110,350,1,3,19,19,195,41
23,Capital,001,0005 ,0111,350,1,3,13,19,200,31
23,Capital,001,0005 ,0112,350,2,1,18,17,204,37
23,Capital,001,0005 ,0113,350,3,3,13,21,199,35
23,Capital,001,0005 ,0114,350,1,2,25,19,193,35
23,Capital,001,0005 ,0115,350,1,3,15,17,202,36
23,Capital,001,0005 ,0116,350,2,4,21,21,194,35
23,Capital,001,0005 ,0117,350,1,2,20,20,191,44
23,Capital,001,0005 ,0118,350,6,2,21,20,193,41
23,Capital,001,0005 ,0119,350,1,6,20,17,209,26
23,Capital,001,0005 ,0120,350,3,1,16,18,203,23
23,Capital,001,0005 ,0121,350,2,3,15,24,192,40
23,Capital,001,0005 ,0122,349,4,3,11,20,185,33
23,Capital,001,0005 ,0123,349,1,5,12,19,214,27
23,Capital,001,0005 ,0124,349,4,3,21,21,185,43
23,Capital,001,0005 ,0125,349,5,4,16,26,191,35
23,Capital,001,0005 ,0126,349,1,5,19,13,209,29
23,Capital,001,0005 ,0127,349,5,5,20,28,172,27
23,Capital,001,0005 ,0128,349,1,5,14,15,197,33
23,Capital,001,0006 ,0129,344,1,3,34,0,168,43
23,Capital,001,0006 ,0130,344,1,4,18,22,190,40
23,Capital,001,0006 ,0131,344,2,5,23,22,180,48
23,Capital,001,0006 ,0132,344,3,1,23,20,176,48
23,Capital,001,0006 ,0133,343,0,5,25,24,160,51
23,Capital,001,0006 ,0134,343,2,2,27,24,168,37
23,Capital,001,0006 ,0135,343,3,3,18,24,193,33
23,Capital,001,0006 ,0136,343,2,5,25,19,175,41
23,Capital,001,0006 ,0137,343,0,5,23,23,170,34
23,Capital,001,0006 ,0138,343,2,5,30,14,190,48
23,Capital,001,0006 ,0139,343,3,14,29,26,163,40
23,Capital,001,0006 ,0140,343,4,3,23,16,159,43
23,Capital,001,0006 ,0141,343,1,7,20,23,164,48
23,Capital,001,0006 ,0142,343,2,2,36,17,181,25
23,Capital,001,0007 ,0143,340,1,4,32,25,156,46
23,Capital,001,0007 ,0144,340,1,3,36,14,161,55
