codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0001,0006,0045,0048,0178,0179,0180,0181,0187,0440,0441
15,Confluencia                             ,001,0001 ,0001,331,72,6,24,0,2,8,35,49,2,0,33,0,0
15,Confluencia                             ,001,0001 ,0002,330,50,2,25,0,1,8,54,29,3,1,43,0,0
15,Confluencia                             ,001,0001 ,0003,330,51,8,29,8,2,7,56,46,0,1,32,0,1
15,Confluencia                             ,001,0001 ,0004,330,58,7,27,0,1,14,54,39,2,2,35,0,0
15,Confluencia                             ,001,0001 ,0005,330,40,7,28,0,1,6,60,45,2,1,44,0,0
15,Confluencia                             ,001,0001 ,0006,330,54,8,39,0,2,7,52,31,2,0,42,0,0
15,Confluencia                             ,001,0001 ,0007,330,38,5,30,0,4,10,61,35,1,0,38,0,0
15,Confluencia                             ,001,0001 ,0008,330,64,7,27,0,2,12,56,46,0,2,29,0,0
15,Confluencia                             ,001,0001 ,0009,330,43,2,30,0,2,12,56,50,1,0,34,0,0
15,Confluencia                             ,001,0001 ,0010,330,51,7,35,0,3,3,58,38,2,1,39,0,0
15,Confluencia                             ,001,0001 ,0011,330,45,1,37,0,2,12,22,45,0,0,33,0,0
15,Confluencia                             ,001,0001 ,0012,330,39,5,40,0,3,5,54,50,1,0,39,0,2
15,Confluencia                             ,001,0001 ,0013,330,0,0,22,0,0,9,55,48,1,2,41,0,0
15,Confluencia                             ,001,0001 ,0014,330,43,7,29,0,1,11,48,43,3,2,40,0,0
15,Confluencia                             ,001,0001 ,0015,330,57,6,25,0,1,10,54,37,2,1,35,0,1
15,Confluencia                             ,001,0001 ,0016,330,36,4,30,0,4,13,63,45,1,3,33,0,1
15,Confluencia                             ,001,0001 ,1000,320,51,6,33,0,1,7,73,39,2,1,28,0,2
15,Confluencia                             ,001,0001 ,1001,320,54,10,28,0,2,5,72,43,1,3,28,0,0
15,Confluencia                             ,001,0001 ,1002,320,50,7,28,0,1,7,70,38,2,1,33,0,1
15,Confluencia                             ,001,0001 ,1003,320,59,6,30,0,1,10,63,28,2,1,36,0,0
15,Confluencia                             ,001,0001 ,1004,320,50,8,24,0,2,7,82,32,1,0,25,0,0
15,Confluencia                             ,001,0001 ,1005,320,30,2,43,0,3,7,73,35,1,2,34,0,0
15,Confluencia                             ,001,0001 ,1006,320,51,6,38,0,1,8,65,40,1,0,27,0,0
15,Confluencia                             ,001,0001 ,1007,320,51,1,33,0,3,4,75,31,2,0,27,0,2
15,Confluencia                             ,001,0001 ,1008,320,58,4,32,0,1,7,84,27,1,1,35,0,0
15,Confluencia                             ,001,0001 ,1009,320,52,5,32,0,0,5,80,34,0,2,30,0,0
15,Confluencia                             ,001,0001 ,1010,320,52,6,34,0,0,3,69,29,0,0,34,0,0
15,Confluencia                             ,001,0001 ,1011,320,42,14,32,1,0,2,77,33,1,2,33,0,0
15,Confluencia                             ,001,0001 ,1012,320,48,3,23,0,3,5,77,28,0,0,45,0,0
15,Confluencia                             ,001,0001 ,1013,320,67,7,28,0,2,9,63,39,1,0,32,0,0
15,Confluencia                             ,001,0001 ,1014,320,59,9,20,0,3,7,75,28,1,3,28,0,1
15,Confluencia                             ,001,0001 ,1015,320,58,4,30,0,1,4,81,31,2,2,28,0,0
15,Confluencia                             ,001,0001 ,1016,320,50,7,40,0,2,5,53,34,1,2,42,0,0
15,Confluencia                             ,001,0001 ,1017,320,55,6,28,0,2,9,62,35,2,3,24,0,2
15,Confluencia                             ,001,0001 ,1018,320,45,10,22,0,1,1,68,27,1,2,44,0,0
15,Confluencia                             ,001,0001 ,1019,319,51,3,37,0,2,5,69,31,0,0,32,0,0
15,Confluencia                             ,001,0001A,0017,221,49,1,15,0,0,2,28,28,1,2,31,0,0
15,Confluencia                             ,001,0001A,0018,221,52,4,27,0,0,1,25,19,1,1,26,0,0
15,Confluencia                             ,001,0001A,1020,220,46,7,12,0,0,6,37,19,2,0,22,0,0
15,Confluencia                             ,001,0001A,1021,220,43,8,13,0,2,4,41,21,0,1,28,0,1
15,Confluencia                             ,001,0001B,0019,322,46,4,36,0,4,8,48,48,0,0,29,0,1
15,Confluencia                             ,001,0001B,0020,322,50,8,33,0,2,10,66,37,0,0,23,0,1
15,Confluencia                             ,001,0001B,0021,322,50,1,37,0,0,10,46,54,1,3,24,0,0
15,Confluencia                             ,001,0001B,0022,321,50,3,38,0,3,5,51,29,1,2,40,0,0
15,Confluencia                             ,001,0001B,0023,321,59,1,30,0,2,7,50,36,4,1,37,0,0
15,Confluencia                             ,001,0001B,0024,321,45,6,32,0,2,8,54,42,0,4,23,0,1
15,Confluencia                             ,001,0001B,0025,321,42,4,28,0,0,10,58,39,4,1,34,0,2
15,Confluencia                             ,001,0001B,0026,321,60,4,30,0,0,8,59,40,0,0,22,0,0
15,Confluencia                             ,001,0001B,0027,321,46,5,34,0,1,8,46,50,0,0,31,0,0
15,Confluencia                             ,001,0001B,0028,321,46,5,30,0,0,6,63,53,2,0,19,0,0
15,Confluencia                             ,001,0001B,1022,319,47,6,18,0,1,3,92,40,0,0,28,0,0
15,Confluencia                             ,001,0001B,1023,319,46,6,30,0,0,9,71,38,2,1,25,0,0
15,Confluencia                             ,001,0001B,1024,319,40,5,32,0,3,9,57,31,0,2,36,0,0
15,Confluencia                             ,001,0001B,1025,319,45,8,38,0,0,5,66,23,2,1,25,0,1
15,Confluencia                             ,001,0001B,1026,319,53,9,21,0,2,2,62,33,2,2,34,0,0
15,Confluencia                             ,001,0001B,1027,318,51,3,33,0,2,10,68,33,2,1,31,0,1
15,Confluencia                             ,001,0001B,1028,318,47,11,17,0,4,14,62,44,1,1,33,0,0
15,Confluencia                             ,001,0001B,1029,318,47,4,25,0,1,6,84,30,1,1,21,0,1
