codprov,coddepto,depto,circuito,mesa,electores,blancos,nulos,00035,00037,00050,00063
22,001,Capital,00001,000001,316,19,0,82,23,111,12
22,001,Capital,00001,000010,358,20,1,49,41,110,13
22,001,Capital,00001,000002,318,22,2,54,30,125,14
22,001,Capital,00001,000003,313,30,1,79,20,122,0
22,001,Capital,00001,000004,315,19,1,63,41,109,19
22,001,Capital,00001,000005,323,18,1,60,36,109,8
22,001,Capital,00001,000006,315,15,0,63,44,110,10
22,001,Capital,00001,000007,312,18,0,70,28,118,13
22,001,Capital,00001,000008,315,15,0,55,36,120,11
22,001,Capital,00001,000009,317,11,3,77,45,105,18
22,001,Capital,00002,000011,341,18,1,83,34,120,13
22,001,Capital,00002,000012,338,13,2,85,53,88,16
22,001,Capital,00002,000013,340,16,0,91,57,94,16
22,001,Capital,00002,000014,340,21,2,79,33,133,19
22,001,Capital,00002,000015,341,19,0,91,34,102,27
22,001,Capital,00002,000016,345,17,0,83,47,107,12
22,001,Capital,00002,000017,337,14,0,97,37,111,8
22,001,Capital,00002,000018,341,15,2,75,39,130,13
22,001,Capital,00002,000019,340,19,1,93,48,108,11
22,001,Capital,00002,000020,338,8,4,88,41,110,13
22,001,Capital,00002,000021,339,12,2,95,39,112,11
22,001,Capital,00002,000022,343,14,3,75,35,132,13
22,001,Capital,0002A,000023,347,21,1,145,44,58,18
22,001,Capital,0002A,000024,345,14,1,161,44,58,13
22,001,Capital,0002A,000025,346,8,0,162,41,47,18
22,001,Capital,0002A,000026,346,25,3,154,37,48,12
22,001,Capital,0002A,000027,347,18,0,134,30,88,11
22,001,Capital,0002A,000028,346,11,3,136,54,67,17
22,001,Capital,0002A,000029,351,20,3,155,57,48,13
22,001,Capital,0002A,000030,348,16,2,143,40,72,18
22,001,Capital,0002A,000031,347,10,3,164,41,45,24
22,001,Capital,0002A,000032,346,25,1,140,47,68,15
22,001,Capital,0002A,000033,347,15,0,151,52,46,18
22,001,Capital,0002A,000034,353,22,4,137,39,70,19
22,001,Capital,0002A,000035,346,11,2,147,31,62,17
22,001,Capital,0002A,000036,346,13,1,143,44,62,18
22,001,Capital,0002A,000037,346,15,4,160,36,46,13
22,001,Capital,0002A,000038,345,18,1,173,35,49,8
22,001,Capital,0002A,000039,348,15,2,152,43,57,21
22,001,Capital,0002A,000040,350,10,5,152,50,57,19
22,001,Capital,0002A,000041,354,22,2,176,33,47,13
22,001,Capital,0002A,000042,348,14,3,159,35,48,28
22,001,Capital,0002A,000043,347,15,6,155,48,39,15
22,001,Capital,0002A,000044,346,15,2,123,40,83,19
22,001,Capital,0002A,000045,348,13,1,157,27,60,25
22,001,Capital,0002A,000046,347,21,3,132,30,88,19
22,001,Capital,0002A,000047,349,4,2,184,42,37,24
22,001,Capital,0002A,000048,351,19,0,148,45,61,12
22,001,Capital,0002A,000049,348,14,1,175,49,39,17
22,001,Capital,0002A,000050,346,19,0,142,46,69,10
22,001,Capital,0002A,000051,346,14,0,150,36,61,14
22,001,Capital,0002A,000052,345,21,3,146,32,71,13
22,001,Capital,0002A,000053,346,19,2,137,45,82,13
22,001,Capital,0002A,000054,353,22,3,129,45,71,20
22,001,Capital,0002A,000055,346,19,2,138,48,50,21
22,001,Capital,0002A,000056,347,17,3,132,42,71,16
22,001,Capital,0002A,000057,346,12,0,159,60,48,9
22,001,Capital,0002A,000058,355,26,6,151,39,70,8
22,001,Capital,00003,000059,325,13,2,87,24,99,7
