codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0001,0003,0014,0020,0038,0041,0043,0047,0056,0057,0132,0134,0135,0151,0152,0153,0154,0155,0157,0158,0159,0160,0161
04,Capital                                 ,001,0004 ,0067,378,5,2,6,63,2,6,0,6,NA,77,0,0,1,9,2,9,3,54,0,0,0,0,0,5,0
04,Capital                                 ,001,0004 ,0068,378,0,4,15,90,2,12,0,0,NA,0,0,0,0,10,3,3,3,22,0,0,1,0,0,2,0
04,Capital                                 ,001,0004 ,0069,378,7,3,9,72,0,8,2,7,NA,78,1,0,2,14,4,12,2,38,0,0,0,0,0,10,0
04,Capital                                 ,001,0004 ,0070,378,0,0,6,77,2,3,1,5,NA,77,0,1,0,10,6,6,5,39,0,0,0,0,0,7,0
04,Capital                                 ,001,0004 ,0071,378,9,3,7,55,1,2,2,3,NA,88,0,0,1,11,4,5,5,35,0,0,0,1,0,4,0
04,Capital                                 ,001,0004 ,0072,377,5,7,12,61,0,6,0,8,NA,79,0,0,0,10,2,3,2,31,0,2,0,0,0,10,0
04,Capital                                 ,001,0004 ,0073,377,1,1,13,72,0,5,1,3,NA,79,0,1,0,5,6,9,7,29,1,0,0,0,0,9,0
04,Capital                                 ,001,0004 ,0074,377,0,0,6,71,3,5,5,6,NA,80,1,0,1,17,0,8,7,23,0,0,0,0,0,4,1
04,Capital                                 ,001,0004 ,0075,377,14,2,4,64,0,8,0,4,NA,61,13,7,0,13,7,4,6,39,1,0,0,0,0,7,0
04,Capital                                 ,001,0004 ,0076,377,4,2,13,70,0,6,2,2,NA,68,3,1,0,18,4,2,2,30,1,1,0,1,0,11,0
04,Capital                                 ,001,0004 ,0077,377,8,2,16,51,0,2,0,6,NA,71,1,1,1,19,6,6,7,38,1,0,0,0,0,0,0
04,Capital                                 ,001,0004 ,0078,377,7,4,8,65,1,10,2,6,NA,66,0,0,1,15,3,7,9,23,0,0,0,0,0,18,0
04,Capital                                 ,001,0004 ,0079,377,0,0,9,77,1,4,1,8,NA,78,0,0,0,16,4,8,2,30,0,0,0,0,0,10,0
04,Capital                                 ,001,0004 ,0080,377,9,0,7,72,0,4,2,0,NA,63,0,0,0,18,0,9,5,25,0,0,1,0,0,11,0
04,Capital                                 ,001,0004 ,0081,377,12,7,16,59,0,11,0,4,NA,68,1,2,1,17,0,11,5,30,0,0,0,0,0,0,0
04,Capital                                 ,001,0004 ,0082,377,4,0,23,52,1,3,0,3,NA,70,1,0,1,21,6,4,6,41,0,0,0,1,2,5,0
04,Capital                                 ,001,0004 ,0083,377,10,2,16,64,0,4,1,2,NA,80,0,0,0,18,4,8,5,25,1,0,0,0,0,10,0
04,Capital                                 ,001,0004 ,0084,377,15,0,12,52,0,4,1,4,NA,82,0,2,0,19,6,5,1,22,0,0,0,0,0,2,1
04,Capital                                 ,001,0004 ,0085,377,7,5,16,60,1,6,1,5,NA,82,0,0,0,12,2,3,6,26,0,0,0,1,0,10,0
04,Capital                                 ,001,0004 ,0086,377,10,1,8,75,0,0,2,5,NA,71,0,0,2,18,0,7,4,32,0,0,0,0,0,7,1
04,Capital                                 ,001,0004 ,3533,377,4,3,15,58,2,5,1,2,NA,0,2,1,1,17,5,6,1,45,12,0,0,0,0,7,0
04,Capital                                 ,001,0004 ,3534,377,14,6,3,59,0,5,0,4,NA,59,0,1,1,14,6,2,6,39,0,0,1,0,0,15,0
04,Capital                                 ,001,0004 ,3535,377,9,5,8,81,1,8,0,1,NA,71,0,1,0,18,1,9,3,32,1,0,0,1,0,7,1
04,Capital                                 ,001,0004 ,3536,377,0,2,5,67,1,6,2,3,NA,67,0,0,0,17,2,11,5,33,0,0,0,0,1,10,0
04,Capital                                 ,001,0004 ,3537,377,8,3,12,65,3,6,2,6,NA,60,0,0,0,15,3,3,6,36,1,0,1,0,0,5,2
04,Capital                                 ,001,0004 ,3538,377,1,2,9,76,1,3,1,11,NA,52,1,0,1,13,0,12,9,46,1,0,0,0,0,3,0
04,Capital                                 ,001,0004 ,3539,377,0,0,6,67,0,12,3,5,NA,61,1,0,1,24,4,5,1,44,0,0,0,0,0,11,1
04,Capital                                 ,001,0004 ,3540,377,13,2,7,74,3,6,0,1,NA,55,0,0,2,14,2,5,4,35,0,0,1,0,0,8,2
04,Capital                                 ,001,0004 ,3541,377,13,1,10,64,2,3,3,5,NA,72,0,0,0,19,2,9,6,29,0,1,0,0,0,10,0
04,Capital                                 ,001,0004 ,3542,377,13,6,5,51,1,1,1,5,NA,50,0,1,0,26,1,4,7,32,0,0,0,0,2,10,0
04,Capital                                 ,001,0004 ,3543,377,68,2,10,61,1,5,0,3,NA,0,0,0,0,25,7,7,7,39,0,0,0,0,0,7,0
04,Capital                                 ,001,0004 ,3544,376,60,8,4,7,2,16,1,2,NA,43,1,1,1,18,4,8,5,33,0,1,1,0,1,11,2
04,Capital                                 ,001,0004 ,3545,376,17,0,10,68,2,4,1,2,NA,60,0,0,0,17,4,15,5,36,0,0,0,0,0,9,1
04,Capital                                 ,001,0004 ,3546,376,11,3,10,63,2,7,2,6,NA,62,0,0,0,16,2,10,11,36,1,0,1,0,0,7,0
04,Capital                                 ,001,0004 ,3547,376,11,2,2,74,2,8,0,2,NA,63,0,0,0,27,2,8,2,24,1,0,2,0,0,10,1
04,Capital                                 ,001,0004 ,3548,376,13,1,12,77,1,1,0,5,NA,68,0,0,0,18,4,16,3,27,0,0,0,0,0,2,2
04,Capital                                 ,001,0004 ,3549,376,8,6,15,60,1,4,0,9,NA,54,1,1,0,23,1,15,9,28,1,1,0,0,1,12,0
04,Capital                                 ,001,0004 ,3550,376,66,1,9,71,1,9,0,3,NA,59,0,0,3,16,4,10,10,20,0,0,1,0,0,11,1
04,Capital                                 ,001,0004 ,3551,376,2,2,5,58,1,5,2,12,NA,59,0,1,1,18,3,6,6,31,0,0,1,0,1,6,2
04,Capital                                 ,001,0004 ,3552,376,21,0,5,73,0,1,1,7,NA,60,0,0,0,15,3,8,8,36,0,0,0,0,0,7,1
04,Capital                                 ,001,0004 ,3553,376,10,1,8,0,18,1,0,5,NA,49,0,1,1,25,1,11,7,34,0,1,0,3,0,8,0
04,Capital                                 ,001,0004A,0087,383,11,3,16,60,1,8,2,8,NA,81,0,0,3,30,7,0,7,22,0,0,0,2,1,10,2
04,Capital                                 ,001,0004A,0088,383,16,8,11,68,3,3,1,9,NA,75,0,2,1,27,4,4,8,5,0,2,0,2,0,11,3
04,Capital                                 ,001,0004A,0089,383,10,1,2,59,3,4,1,5,NA,86,2,1,1,19,7,4,8,39,0,0,0,0,0,9,4
04,Capital                                 ,001,0004A,0090,383,13,6,3,90,1,13,2,4,NA,67,0,0,1,16,1,4,17,26,0,0,0,1,0,12,0
04,Capital                                 ,001,0004A,0091,383,1,1,16,63,1,10,2,7,NA,69,0,0,0,31,4,1,8,26,1,0,1,4,0,12,1
04,Capital                                 ,001,0004A,0092,383,13,0,9,54,5,8,0,10,NA,68,0,0,0,17,2,10,7,32,0,0,0,1,0,14,0
04,Capital                                 ,001,0004A,0093,383,21,1,8,69,2,9,0,13,NA,71,1,0,1,23,2,2,10,26,3,0,1,0,0,8,0
04,Capital                                 ,001,0004A,0094,383,52,4,12,69,0,8,7,6,NA,72,2,0,0,19,8,0,19,0,1,0,0,0,0,1,0
04,Capital                                 ,001,0004A,0095,383,20,5,9,63,2,13,1,8,NA,54,1,0,3,21,7,1,6,30,2,0,0,4,0,11,0
04,Capital                                 ,001,0004A,0096,383,0,6,18,61,3,9,3,12,NA,82,0,0,1,23,7,2,10,25,1,1,0,1,0,10,2
04,Capital                                 ,001,0004A,0097,383,6,3,0,69,1,5,2,8,NA,63,0,1,0,24,2,0,0,39,1,0,0,0,0,12,0
04,Capital                                 ,001,0004A,0098,383,19,4,11,65,0,14,3,11,NA,65,2,0,1,24,4,5,8,14,0,0,0,2,2,0,1
04,Capital                                 ,001,0004A,0099,382,0,0,9,54,1,13,0,11,NA,73,0,0,1,11,3,6,14,21,1,0,2,3,2,11,3
04,Capital                                 ,001,0004A,0100,382,1,5,16,56,2,16,0,4,NA,74,0,1,0,22,2,4,6,24,3,1,2,4,0,15,1
04,Capital                                 ,001,0004A,0101,382,28,11,3,48,0,3,2,8,NA,83,0,0,0,15,4,1,8,36,0,1,0,1,0,5,0
04,Capital                                 ,001,0004A,0102,382,4,11,9,82,4,5,3,9,NA,52,0,1,1,17,6,0,10,22,1,0,0,0,1,10,0
04,Capital                                 ,001,0004A,0103,382,0,0,15,44,3,29,3,12,NA,68,0,1,0,23,2,1,17,37,0,0,0,1,0,5,0
04,Capital                                 ,001,0004A,0104,382,9,6,5,74,1,6,1,12,NA,80,0,2,2,28,10,5,10,15,0,0,0,4,1,8,0
04,Capital                                 ,001,0004A,0105,382,3,4,8,60,2,15,4,7,NA,66,0,1,4,17,1,2,15,47,1,0,0,1,0,7,1
04,Capital                                 ,001,0004A,0106,382,20,4,10,63,1,7,6,10,NA,63,4,3,0,24,7,2,21,20,1,1,0,2,1,9,1
04,Capital                                 ,001,0004A,0107,382,0,0,16,57,4,10,2,3,NA,54,0,1,2,20,5,0,12,43,0,0,0,3,0,8,0
04,Capital                                 ,001,0004A,3554,389,16,5,12,81,1,9,3,9,NA,44,1,0,0,39,8,3,9,1,2,1,0,1,0,18,0
04,Capital                                 ,001,0004A,3555,389,2,6,17,60,8,3,2,8,NA,60,0,0,0,30,9,2,12,26,2,1,1,2,0,9,1
04,Capital                                 ,001,0004A,3556,389,0,0,12,74,2,12,1,9,NA,47,0,1,1,22,4,2,7,44,2,0,1,0,0,13,2
04,Capital                                 ,001,0004A,3557,389,3,6,21,55,0,17,3,6,NA,71,1,1,0,21,6,4,13,15,0,0,1,1,0,8,1
04,Capital                                 ,001,0004A,3558,389,7,2,10,90,3,7,2,12,NA,54,1,1,0,28,4,4,16,12,2,1,0,1,2,10,1
04,Capital                                 ,001,0004A,3559,389,3,7,10,68,2,14,0,14,NA,32,0,0,0,31,7,6,18,28,1,0,1,1,0,8,1
04,Capital                                 ,001,0004A,3560,389,5,1,16,73,3,12,2,12,NA,51,1,0,0,23,10,3,14,19,0,0,0,0,0,9,2
04,Capital                                 ,001,0004A,3561,389,20,5,11,57,2,12,2,7,NA,49,0,0,1,27,0,4,14,23,4,2,0,4,0,10,0
04,Capital                                 ,001,0004A,3562,389,15,6,13,57,1,17,4,6,NA,40,0,1,1,27,3,5,23,26,5,0,2,0,0,7,0
04,Capital                                 ,001,0004A,3563,389,20,5,6,41,3,7,3,17,NA,44,0,0,1,33,2,7,9,46,1,1,1,1,0,11,0
04,Capital                                 ,001,0004A,3564,389,16,3,16,68,4,10,1,14,NA,63,2,0,3,28,0,4,8,18,1,1,0,3,0,3,2
04,Capital                                 ,001,0004A,3565,389,24,4,8,86,3,9,0,12,NA,47,0,1,0,20,5,2,10,24,0,1,0,0,2,13,1
04,Capital                                 ,001,0004A,3566,389,18,0,5,80,1,9,3,9,NA,45,2,1,0,28,6,6,9,22,0,1,1,0,0,18,1
04,Capital                                 ,001,0004A,3567,389,10,3,13,40,0,14,5,6,NA,54,2,0,1,36,8,6,14,47,2,0,0,3,0,42,3
