codprov,coddepto,depto,circuito,mesa,electores,blancos,nulos,00037,00024,00050
03,005,El Alto,00050,000530,263,39,0,143,10,30
03,005,El Alto,00050,000531,265,33,0,155,8,25
03,005,El Alto,00050,000532,263,20,0,172,3,29
03,005,El Alto,00050,000533,268,23,2,157,6,28
03,006,Santa Rosa,00051,000534,316,33,2,185,2,46
03,006,Santa Rosa,00051,000535,316,40,2,161,5,57
03,006,Santa Rosa,00051,000536,314,29,0,161,1,63
03,006,Santa Rosa,00051,000537,314,33,0,184,3,38
03,006,Santa Rosa,00052,000538,141,16,0,80,10,5
03,006,Santa Rosa,00053,000539,338,45,2,171,13,38
03,006,Santa Rosa,00053,000540,339,40,5,148,27,41
03,006,Santa Rosa,00053,000541,338,51,0,166,42,17
03,006,Santa Rosa,00053,000542,336,80,0,150,31,13
03,006,Santa Rosa,00053,000543,342,50,0,167,24,33
03,006,Santa Rosa,00054,000544,151,23,1,82,8,5
03,006,Santa Rosa,00055,000545,240,20,0,147,2,30
03,006,Santa Rosa,00056,000546,193,37,0,96,13,12
03,006,Santa Rosa,00057,000547,317,36,0,181,7,25
03,006,Santa Rosa,00057,000548,314,31,0,185,12,31
03,006,Santa Rosa,00057,000549,313,38,1,172,7,26
03,006,Santa Rosa,00058,000550,337,53,2,179,5,52
03,006,Santa Rosa,00058,000551,338,35,2,167,5,68
03,006,Santa Rosa,00058,000552,336,56,4,174,6,45
03,006,Santa Rosa,00058,000553,338,52,1,166,8,61
03,006,Santa Rosa,00058,000554,337,67,2,148,5,59
03,006,Santa Rosa,00058,000555,335,39,3,172,19,46
03,006,Santa Rosa,00058,000556,337,35,0,180,5,54
03,006,Santa Rosa,00058,000557,337,54,1,148,11,64
03,006,Santa Rosa,00058,000558,336,53,2,165,12,52
03,006,Santa Rosa,00058,000559,335,45,3,153,9,67
03,006,Santa Rosa,00058,000560,335,56,0,163,11,48
03,006,Santa Rosa,00058,000561,336,43,4,174,11,56
03,006,Santa Rosa,00058,000562,339,35,0,172,6,65
03,006,Santa Rosa,00059,000563,266,17,2,169,4,25
03,006,Santa Rosa,00059,000564,271,13,1,181,0,19
03,006,Santa Rosa,00060,000565,176,19,1,116,4,10
03,006,Santa Rosa,00060,000566,179,24,0,113,4,14
03,006,Santa Rosa,00061,000567,297,26,0,191,10,27
03,006,Santa Rosa,00061,000568,289,22,0,183,4,23
03,007,Paclin,00062,000569,217,25,1,111,0,47
03,007,Paclin,00063,000570,242,17,4,124,1,66
03,007,Paclin,00063,000571,242,16,0,120,2,74
03,007,Paclin,00063,000572,247,25,0,124,1,70
03,007,Paclin,00064,000573,322,38,0,163,0,88
03,007,Paclin,00065,000574,295,22,0,133,0,113
03,007,Paclin,00065,000575,293,33,0,130,2,96
03,007,Paclin,00065,000576,296,31,0,132,1,100
03,007,Paclin,00065,000577,296,38,1,123,1,92
03,007,Paclin,00065,000578,297,26,0,133,1,115
03,007,Paclin,00065,000579,297,39,0,118,2,106
03,007,Paclin,00065,000580,297,32,0,136,3,93
03,007,Paclin,00066,000581,173,20,0,68,1,66
03,007,Paclin,00067,000582,325,45,0,140,2,101
03,007,Paclin,00068,000583,327,37,0,172,1,84
03,008,Valle Viejo,00069,000584,206,18,1,88,4,56
03,008,Valle Viejo,00070,000585,287,28,0,108,14,94
03,008,Valle Viejo,00070,000586,291,29,0,124,14,79
03,008,Valle Viejo,00071,000587,199,31,0,76,9,54
03,008,Valle Viejo,00071,000588,200,28,1,101,5,40
03,008,Valle Viejo,00072,000589,336,30,0,139,17,80
03,008,Valle Viejo,00072,000590,335,43,0,150,9,81
03,008,Valle Viejo,00072,000591,334,40,0,143,17,84
03,008,Valle Viejo,00072,000592,335,50,1,120,12,94
03,008,Valle Viejo,00072,000593,336,49,0,122,13,105
03,008,Valle Viejo,00072,000594,338,43,1,136,15,88
03,008,Valle Viejo,00072,000595,338,35,7,151,13,76
03,008,Valle Viejo,00072,000596,336,52,1,140,9,79
03,008,Valle Viejo,00072,000597,336,47,4,121,9,86
03,008,Valle Viejo,00072,000598,335,50,0,131,17,78
03,008,Valle Viejo,00072,000599,336,59,0,133,6,78
03,008,Valle Viejo,00072,000600,339,43,5,128,4,101
03,008,Valle Viejo,00072,000601,338,61,0,126,15,80
03,008,Valle Viejo,00072,000602,335,48,0,112,9,108
03,008,Valle Viejo,00072,000603,335,51,1,131,10,91
03,008,Valle Viejo,00072,000604,336,40,2,131,12,91
03,008,Valle Viejo,00072,000605,338,63,2,145,10,69
03,008,Valle Viejo,00072,000606,337,40,0,142,15,83
03,008,Valle Viejo,00072,000607,338,36,0,142,8,72
03,008,Valle Viejo,00072,000608,337,42,0,130,8,95
03,008,Valle Viejo,00072,000609,337,44,5,129,10,98
03,008,Valle Viejo,00072,000610,337,46,0,136,11,85
03,008,Valle Viejo,00072,000611,334,45,0,132,17,84
03,008,Valle Viejo,00072,000612,336,43,0,132,10,105
03,008,Valle Viejo,00072,000613,336,53,0,144,13,71
03,008,Valle Viejo,00072,000614,336,47,1,123,9,94
03,008,Valle Viejo,00072,000615,337,48,0,165,13,65
03,008,Valle Viejo,00072,000616,339,34,0,140,14,80
03,008,Valle Viejo,00073,000617,194,16,0,109,1,33
03,008,Valle Viejo,00074,000618,345,42,0,141,13,88
03,008,Valle Viejo,00074,000619,342,41,0,93,11,143
03,008,Valle Viejo,00074,000620,342,41,0,151,13,79
03,008,Valle Viejo,00074,000621,342,44,2,149,10,83
03,008,Valle Viejo,00074,000622,342,38,2,146,20,90
03,008,Valle Viejo,00074,000623,342,52,3,123,13,93
03,008,Valle Viejo,00074,000624,343,41,0,132,10,85
03,008,Valle Viejo,00074,000625,342,47,0,122,12,114
03,008,Valle Viejo,00074,000626,343,48,0,139,12,85
03,008,Valle Viejo,00074,000627,348,35,2,134,9,95
03,008,Valle Viejo,00074,000628,341,37,3,119,14,109
03,008,Valle Viejo,00074,000629,344,43,0,122,6,109
03,008,Valle Viejo,00074,000630,344,32,5,132,7,120
03,008,Valle Viejo,00074,000631,342,41,0,119,9,96
03,008,Valle Viejo,00074,000632,342,18,0,150,13,109
03,008,Valle Viejo,00074,000633,340,51,0,121,13,86
03,008,Valle Viejo,00074,000634,344,43,0,148,11,84
03,008,Valle Viejo,00074,000635,343,50,5,120,5,95
03,008,Valle Viejo,00074,000636,343,44,1,150,4,79
03,008,Valle Viejo,00074,000637,343,41,5,133,6,87
03,008,Valle Viejo,00074,000638,343,73,0,119,9,111
03,008,Valle Viejo,00074,000639,348,51,0,123,5,99
03,008,Valle Viejo,00075,000640,317,13,36,148,6,80
03,008,Valle Viejo,00075,000641,317,45,0,129,8,93
03,008,Valle Viejo,00075,000642,316,36,0,130,6,97
03,008,Valle Viejo,00075,000643,318,50,2,133,4,83
03,008,Valle Viejo,00075,000644,319,50,5,107,7,85
03,008,Valle Viejo,00075,000645,317,40,1,115,13,87
03,008,Valle Viejo,00075,000646,316,30,0,142,7,85
03,008,Valle Viejo,00075,000647,316,44,0,138,7,79
03,008,Valle Viejo,00075,000648,315,45,3,137,10,74
03,008,Valle Viejo,00075,000649,316,34,0,147,15,69
03,008,Valle Viejo,00075,000650,319,43,1,140,12,63
03,008,Valle Viejo,00076,000651,330,39,0,140,5,90
03,008,Valle Viejo,00076,000652,330,46,0,117,4,86
03,008,Valle Viejo,00076,000653,329,36,0,139,4,90
03,008,Valle Viejo,00076,000654,329,57,2,111,8,88
03,008,Valle Viejo,00076,000655,328,49,0,103,4,115
03,008,Valle Viejo,00076,000656,329,50,0,111,6,124
03,008,Valle Viejo,00076,000657,330,41,3,130,7,91
03,008,Valle Viejo,00076,000658,329,44,5,131,13,82
03,008,Valle Viejo,00076,000659,324,43,0,129,12,97
03,008,Valle Viejo,00076,000660,328,35,2,118,9,103
03,008,Valle Viejo,00076,000661,333,51,3,141,8,81
03,009,Fray Mamerto Esquiú,00077,000662,337,36,3,119,11,120
03,009,Fray Mamerto Esquiú,00077,000663,336,36,1,140,13,94
03,009,Fray Mamerto Esquiú,00077,000664,336,30,2,147,7,101
03,009,Fray Mamerto Esquiú,00077,000665,336,32,5,147,13,89
03,009,Fray Mamerto Esquiú,00077,000666,340,29,2,163,13,77
03,009,Fray Mamerto Esquiú,00078,000667,234,15,0,132,1,58
03,009,Fray Mamerto Esquiú,00078,000668,236,20,0,115,10,48
03,009,Fray Mamerto Esquiú,00078,000669,235,13,0,134,5,48
03,009,Fray Mamerto Esquiú,00079,000670,208,24,0,95,7,50
03,009,Fray Mamerto Esquiú,00079,000671,211,31,0,89,7,56
03,009,Fray Mamerto Esquiú,00080,000672,325,38,0,154,3,81
03,009,Fray Mamerto Esquiú,00080,000673,324,29,2,131,5,110
03,009,Fray Mamerto Esquiú,00080,000674,323,38,0,136,6,91
03,009,Fray Mamerto Esquiú,00080,000675,324,31,0,118,7,94
03,009,Fray Mamerto Esquiú,00080,000676,323,42,4,135,14,87
03,009,Fray Mamerto Esquiú,00080,000677,323,28,3,135,9,91
03,009,Fray Mamerto Esquiú,00080,000678,328,42,0,156,2,91
03,009,Fray Mamerto Esquiú,00080,000679,323,41,0,115,5,101
03,009,Fray Mamerto Esquiú,00080,000680,324,39,0,143,9,93
03,009,Fray Mamerto Esquiú,00080,000681,325,42,0,129,2,99
03,009,Fray Mamerto Esquiú,00080,000682,323,30,2,122,6,114
03,009,Fray Mamerto Esquiú,00080,000683,320,36,3,110,8,120
03,009,Fray Mamerto Esquiú,00080,000684,326,29,2,130,3,107
03,009,Fray Mamerto Esquiú,00081,000685,342,31,0,162,1,99
03,009,Fray Mamerto Esquiú,00081,000686,341,33,1,145,5,88
03,009,Fray Mamerto Esquiú,00081,000687,343,34,0,152,4,75
03,009,Fray Mamerto Esquiú,00081,000688,340,38,0,163,3,84
03,009,Fray Mamerto Esquiú,00081,000689,341,34,0,133,9,110
03,009,Fray Mamerto Esquiú,00081,000690,341,32,1,171,9,79
03,009,Fray Mamerto Esquiú,00081,000691,342,27,2,154,5,102
03,009,Fray Mamerto Esquiú,00081,000692,339,32,3,135,3,98
03,009,Fray Mamerto Esquiú,00081,000693,342,48,2,154,6,82
03,009,Fray Mamerto Esquiú,00081,000694,341,42,7,154,4,88
03,009,Fray Mamerto Esquiú,00081,000695,341,13,0,203,8,62
03,009,Fray Mamerto Esquiú,00081,000696,345,40,0,138,4,112
03,010,Ambato,00082,000697,75,10,0,45,2,5
03,010,Ambato,00083,000698,340,33,1,160,3,83
03,010,Ambato,00083,000699,339,34,0,172,10,68
03,010,Ambato,00083,000700,340,34,0,172,7,78
03,010,Ambato,00083,000701,342,43,0,142,6,83
03,010,Ambato,00084,000702,277,33,0,142,8,54
03,010,Ambato,00084,000703,277,46,0,157,0,34
03,010,Ambato,00084,000704,277,36,0,152,5,46
03,010,Ambato,00084,000705,278,30,0,137,5,62
03,010,Ambato,00085,000706,96,4,0,56,17,3
03,010,Ambato,00086,000707,304,23,1,195,8,33
03,010,Ambato,00086,000708,305,33,0,186,6,34
03,010,Ambato,00087,000709,172,12,0,97,25,14
03,010,Ambato,00087,000710,174,15,0,93,29,14
03,010,Ambato,00088,000711,306,33,0,147,49,32
03,010,Ambato,00088,000712,305,41,0,133,65,24
03,010,Ambato,00088,000713,309,33,1,150,49,31
03,010,Ambato,00089,000714,201,19,0,125,39,4
03,010,Ambato,00089,000715,203,7,0,141,25,6
03,011,Pomán,00090,000716,217,21,0,118,2,49
03,011,Pomán,00090,000717,218,17,1,106,2,53
03,011,Pomán,00091,000718,300,29,0,138,2,102
03,011,Pomán,00091,000719,299,43,0,125,2,74
03,011,Pomán,00092,000720,243,19,2,170,3,15
03,011,Pomán,00092,000721,245,11,0,166,2,25
03,011,Pomán,00093,000722,261,11,0,126,5,55
03,011,Pomán,00093,000723,260,12,0,145,1,47
03,011,Pomán,00093,000724,259,17,0,131,4,55
03,011,Pomán,00093,000725,262,16,0,133,10,57
03,011,Pomán,00094,000726,240,13,0,127,1,61
03,011,Pomán,00094,000727,241,8,0,136,1,62
03,011,Pomán,00095,000728,302,30,0,141,0,87
03,011,Pomán,00096,000729,311,30,2,127,1,97
03,011,Pomán,00096,000730,313,34,0,165,1,71
03,011,Pomán,00096,000731,310,47,0,145,1,73
03,011,Pomán,00096,000732,310,83,1,114,1,59
03,011,Pomán,00096,000733,314,37,1,129,2,75
03,011,Pomán,00096,000734,311,39,0,119,2,91
03,011,Pomán,00096,000735,317,26,1,130,2,95
03,011,Pomán,00097,000736,296,26,0,160,0,59
03,011,Pomán,00097,000737,294,17,1,140,3,76
03,011,Pomán,00097,000738,295,27,0,146,0,66
03,011,Pomán,00098,000739,315,19,0,182,4,53
03,011,Pomán,00098,000740,315,20,0,186,3,52
03,011,Pomán,00098,000741,313,17,0,192,1,56
03,011,Pomán,00098,000742,315,40,0,177,5,49
03,011,Pomán,00098,000743,313,23,0,169,4,65
03,011,Pomán,00098,000744,317,18,0,195,4,53
03,011,Pomán,00098,000745,313,25,0,173,2,56
03,011,Pomán,00098,000746,317,27,0,206,2,41
03,012,Andalgalá,00099,000747,331,23,0,190,1,57
03,012,Andalgalá,00099,000748,331,13,2,201,5,39
03,012,Andalgalá,00099,000749,333,21,0,201,2,39
03,012,Andalgalá,00099,000750,331,19,0,199,2,46
03,012,Andalgalá,00099,000751,331,7,0,202,4,58
03,012,Andalgalá,00099,000752,330,20,3,223,3,35
03,012,Andalgalá,00099,000753,330,26,0,222,4,27
03,012,Andalgalá,00100,000754,107,2,1,64,0,4
03,012,Andalgalá,00101,000755,83,6,0,39,2,14
03,012,Andalgalá,00102,000756,334,56,2,113,2,91
03,012,Andalgalá,00102,000757,333,55,0,97,0,116
03,012,Andalgalá,00102,000758,332,54,0,132,2,89
03,012,Andalgalá,00102,000759,335,36,0,102,2,120
03,012,Andalgalá,00102,000760,335,35,0,134,2,97
03,012,Andalgalá,00102,000761,333,37,8,140,0,84
03,012,Andalgalá,00102,000762,334,58,2,109,1,96
03,012,Andalgalá,00102,000763,333,36,0,125,4,79
03,012,Andalgalá,00102,000764,333,38,1,125,3,93
03,012,Andalgalá,00102,000765,332,31,0,125,1,109
03,012,Andalgalá,00102,000766,333,39,2,121,2,101
03,012,Andalgalá,00102,000767,332,30,1,132,0,80
03,012,Andalgalá,00102,000768,339,43,3,132,4,96
03,012,Andalgalá,00102,000769,335,33,0,106,1,108
03,012,Andalgalá,00102,000770,333,27,0,104,6,128
03,012,Andalgalá,00102,000771,333,34,1,130,4,103
03,012,Andalgalá,00102,000772,333,36,2,125,0,86
03,012,Andalgalá,00102,000773,333,45,0,122,3,90
03,012,Andalgalá,00102,000774,331,41,1,136,0,98
03,012,Andalgalá,00102,000775,334,44,0,137,2,88
03,012,Andalgalá,00102,000776,333,39,0,124,0,102
03,012,Andalgalá,00102,000777,333,32,0,116,1,116
03,012,Andalgalá,00102,000778,330,33,3,139,1,89
03,012,Andalgalá,00102,000779,331,23,1,147,7,80
03,012,Andalgalá,00102,000780,334,28,4,119,0,110
03,012,Andalgalá,00102,000781,336,42,1,134,4,84
03,012,Andalgalá,00103,000782,326,47,0,108,5,118
03,012,Andalgalá,00103,000783,327,33,0,129,3,104
03,012,Andalgalá,00103,000784,328,29,1,139,1,105
03,012,Andalgalá,00103,000785,325,24,0,123,2,104
03,012,Andalgalá,00103,000786,331,35,1,120,3,104
03,012,Andalgalá,00104,000787,326,26,1,142,1,100
03,012,Andalgalá,00105,000788,203,15,1,81,2,79
03,012,Andalgalá,00106,000789,215,13,0,140,1,20
03,012,Andalgalá,00107,000790,320,30,2,135,2,83
03,012,Andalgalá,00107,000791,318,26,2,156,1,75
03,012,Andalgalá,00107,000792,319,32,3,142,7,76
03,012,Andalgalá,00107,000793,319,30,0,141,0,91
03,012,Andalgalá,00107,000794,319,31,4,130,0,85
03,012,Andalgalá,00108,000795,45,10,0,17,0,4
03,012,Andalgalá,00109,000796,161,19,0,63,1,45
03,013,Belén,00110,000797,41,1,0,24,0,5
03,013,Belén,00111,000798,298,12,1,136,1,108
03,013,Belén,00111,000799,301,13,0,113,0,141
03,013,Belén,00111,000800,299,14,0,122,1,128
03,013,Belén,00111,000801,299,7,0,130,0,125
03,013,Belén,00112,000802,107,10,0,39,0,36
03,013,Belén,00113,000803,238,29,1,63,0,140
03,013,Belén,00113,000804,237,50,0,78,0,120
03,013,Belén,00113,000805,239,21,1,94,3,102
03,013,Belén,0113A,000806,38,13,0,1,0,17
03,013,Belén,00114,000807,340,18,0,212,4,43
03,013,Belén,00114,000808,339,28,0,191,1,53
03,013,Belén,00114,000809,345,32,0,191,6,50
03,013,Belén,00115,000810,329,16,2,212,13,28
03,013,Belén,00115,000811,330,30,0,204,12,23
03,013,Belén,00116,000812,252,15,0,57,0,116
03,013,Belén,0116A,000813,46,0,0,37,0,5
03,013,Belén,0116B,000814,100,0,0,51,0,38
03,013,Belén,00117,000815,323,30,0,212,7,23
03,013,Belén,00118,000816,131,6,1,82,0,23
03,013,Belén,00119,000817,296,11,0,141,2,115
03,013,Belén,00119,000818,298,7,0,127,0,148
03,013,Belén,00119,000819,299,9,0,161,1,104
03,013,Belén,00119,000820,296,13,0,124,0,137
03,013,Belén,00119,000821,299,6,0,146,0,116
03,013,Belén,00120,000822,310,23,2,158,8,64
03,013,Belén,00120,000823,312,36,2,153,5,53
03,013,Belén,00120,000824,313,26,1,160,4,81
03,013,Belén,00120,000825,302,43,0,129,7,63
03,013,Belén,00120,000826,307,31,6,155,1,60
03,013,Belén,00120,000827,311,28,1,164,4,68
03,013,Belén,00120,000828,311,18,2,185,5,57
03,013,Belén,00120,000829,310,23,6,173,4,51
03,013,Belén,00121,000830,165,13,0,98,4,16
03,013,Belén,00122,000831,260,64,0,111,0,66
03,013,Belén,00122,000832,262,87,0,88,0,70
03,013,Belén,00123,000833,233,39,0,132,3,46
03,013,Belén,00123,000834,234,13,0,138,0,61
03,013,Belén,00123,000835,234,33,0,119,4,73
03,013,Belén,00124,000836,338,38,0,98,3,121
03,013,Belén,00124,000837,343,34,0,117,2,124
03,013,Belén,00124,000838,343,46,3,132,1,98
03,013,Belén,00124,000839,342,40,0,116,1,124
03,013,Belén,00124,000840,342,55,0,106,1,117
03,013,Belén,00124,000841,342,29,5,117,3,131
03,013,Belén,00124,000842,342,27,0,152,6,103
03,013,Belén,00124,000843,342,39,1,116,6,119
03,013,Belén,00124,000844,341,44,6,115,1,118
03,013,Belén,00124,000845,343,33,3,105,3,149
03,013,Belén,00124,000846,343,48,0,104,0,136
03,013,Belén,00124,000847,342,31,6,109,4,119
03,013,Belén,00124,000848,342,26,0,134,1,116
03,013,Belén,00124,000849,342,37,4,109,1,123
03,013,Belén,00124,000850,340,42,3,120,4,116
03,013,Belén,00124,000851,342,29,1,138,4,87
03,013,Belén,00124,000852,343,27,0,130,3,110
03,013,Belén,00124,000853,344,37,0,137,1,104
03,013,Belén,00124,000854,341,38,5,134,4,113
03,013,Belén,00124,000855,340,31,2,141,3,98
03,013,Belén,00124,000856,342,47,0,132,3,111
03,013,Belén,00124,000857,342,28,2,151,0,98
03,013,Belén,00124,000858,343,22,0,128,1,123
03,013,Belén,00124,000859,341,35,2,116,2,109
03,013,Belén,00124,000860,342,51,0,129,1,105
03,013,Belén,00124,000861,340,49,2,125,3,112
03,013,Belén,00124,000862,343,47,0,117,2,133
03,013,Belén,00124,000863,343,34,5,146,2,92
03,013,Belén,00124,000864,340,39,3,112,6,109
03,013,Belén,00124,000865,342,42,0,114,4,108
03,013,Belén,00124,000866,343,33,0,120,4,124
03,013,Belén,00124,000867,344,40,0,115,3,133
03,013,Belén,00124,000868,341,49,3,115,1,105
03,013,Belén,00124,000869,341,33,5,111,0,128
03,013,Belén,00124,000870,342,38,6,122,3,105
03,013,Belén,00125,000871,269,16,1,144,0,59
03,013,Belén,00125,000872,267,32,0,136,0,57
03,013,Belén,00125,000873,269,23,0,115,3,77
03,014,Antofagasta de la Sierra,00126,000874,273,31,0,113,0,72
03,014,Antofagasta de la Sierra,00126,000875,274,33,0,83,1,108
03,014,Antofagasta de la Sierra,00126,000876,275,34,0,99,1,105
03,014,Antofagasta de la Sierra,00126,000877,281,27,0,109,1,91
03,014,Antofagasta de la Sierra,00127,000878,262,18,0,114,1,86
03,015,Tinogasta,00128,000879,200,14,1,115,6,26
03,015,Tinogasta,00129,000880,111,10,0,59,4,22
03,015,Tinogasta,00130,000881,177,11,0,110,4,22
03,015,Tinogasta,00130,000882,176,7,0,93,3,36
03,015,Tinogasta,00131,000883,292,13,0,175,22,33
03,015,Tinogasta,00131,000884,296,13,0,161,34,33
03,015,Tinogasta,00132,000885,317,15,0,112,0,146
03,015,Tinogasta,00132,000886,319,13,1,127,1,132
03,015,Tinogasta,00132,000887,318,19,5,149,1,97
03,015,Tinogasta,00132,000888,319,9,0,145,0,109
03,015,Tinogasta,00132,000889,319,11,0,122,1,127
03,015,Tinogasta,00132,000890,319,17,1,140,1,111
03,015,Tinogasta,00132,000891,320,11,3,132,2,123
03,015,Tinogasta,00132,000892,319,17,0,133,2,121
03,015,Tinogasta,00132,000893,320,11,1,124,1,151
03,015,Tinogasta,00132,000894,320,13,0,114,3,139
03,015,Tinogasta,00132,000895,319,19,0,130,0,112
03,015,Tinogasta,00132,000896,322,26,2,104,2,137
03,015,Tinogasta,00133,000897,175,8,0,72,1,57
03,015,Tinogasta,00134,000898,173,8,0,97,7,22
03,015,Tinogasta,00135,000899,83,1,0,32,1,26
03,015,Tinogasta,00136,000900,280,29,0,124,2,90
03,015,Tinogasta,00136,000901,279,41,1,91,1,108
03,015,Tinogasta,00136,000902,280,19,0,101,2,114
03,015,Tinogasta,00137,000903,314,7,1,168,0,94
03,015,Tinogasta,00137,000904,313,11,0,141,3,105
03,015,Tinogasta,00137,000905,314,16,0,132,3,121
03,015,Tinogasta,00138,000906,262,10,1,169,5,40
03,015,Tinogasta,00138,000907,263,16,0,134,4,78
03,015,Tinogasta,00139,000908,143,4,0,85,3,16
03,015,Tinogasta,00140,000909,321,22,0,156,10,63
03,015,Tinogasta,00140,000910,326,27,0,179,9,51
03,015,Tinogasta,00141,000911,232,11,1,92,0,93
03,015,Tinogasta,00142,000912,294,9,1,115,1,122
03,015,Tinogasta,00143,000913,333,34,0,133,13,73
03,015,Tinogasta,00143,000914,332,49,0,148,15,48
03,015,Tinogasta,00143,000915,336,35,7,136,11,65
03,015,Tinogasta,00143,000916,335,34,0,141,11,64
03,015,Tinogasta,00143,000917,330,28,0,140,14,74
03,015,Tinogasta,00143,000918,334,26,5,164,15,58
03,015,Tinogasta,00143,000919,336,33,0,161,21,49
03,015,Tinogasta,00143,000920,333,23,4,175,10,50
03,015,Tinogasta,00143,000921,333,34,1,147,19,65
03,015,Tinogasta,00143,000922,335,26,2,155,13,56
03,015,Tinogasta,00143,000923,334,31,7,129,13,67
03,015,Tinogasta,00143,000924,331,41,2,116,17,58
03,015,Tinogasta,00143,000925,330,36,1,155,18,52
03,015,Tinogasta,00143,000926,332,29,5,132,18,68
03,015,Tinogasta,00143,000927,334,24,0,155,20,49
03,015,Tinogasta,00143,000928,334,29,0,146,18,68
03,015,Tinogasta,00143,000929,334,23,2,141,13,69
03,015,Tinogasta,00143,000930,331,24,0,138,17,75
03,015,Tinogasta,00143,000931,333,38,1,151,11,46
03,015,Tinogasta,00143,000932,331,28,2,99,14,104
03,015,Tinogasta,00143,000933,336,23,2,156,30,64
03,015,Tinogasta,00143,000934,335,26,3,153,21,53
03,015,Tinogasta,00143,000935,335,37,0,138,19,57
03,015,Tinogasta,00143,000936,331,32,1,125,16,69
03,015,Tinogasta,00143,000937,332,42,0,136,12,65
03,015,Tinogasta,00143,000938,330,29,4,135,16,66
03,015,Tinogasta,00143,000939,335,26,3,135,17,73
03,015,Tinogasta,00143,000940,341,46,0,141,12,61
03,016,Santa María,00144,000941,173,14,0,99,3,6
03,016,Santa María,00145,000942,238,43,3,104,4,20
03,016,Santa María,00146,000943,272,53,0,157,7,17
03,016,Santa María,00146,000944,271,50,4,151,4,18
03,016,Santa María,00147,000945,280,18,0,151,6,48
03,016,Santa María,00147,000946,277,25,0,162,2,40
03,016,Santa María,00147,000947,274,20,0,150,11,62
03,016,Santa María,00147,000948,278,25,1,125,7,64
03,016,Santa María,00147,000949,280,32,1,138,8,46
03,016,Santa María,00148,000950,250,19,0,119,1,40
03,016,Santa María,00149,000951,318,20,1,179,8,53
03,016,Santa María,00149,000952,321,20,2,169,9,51
03,016,Santa María,00150,000953,158,18,0,83,1,24
03,016,Santa María,00151,000954,303,22,2,159,8,56
03,016,Santa María,00151,000955,303,32,0,162,7,47
03,016,Santa María,00151,000956,305,34,0,175,8,35
03,016,Santa María,00151,000957,302,35,0,164,5,40
03,016,Santa María,00151,000958,305,29,3,176,1,33
03,016,Santa María,00152,000959,213,30,0,127,6,16
03,016,Santa María,00153,000960,337,63,1,164,6,61
03,016,Santa María,00153,000961,336,88,1,147,4,46
03,016,Santa María,00153,000962,334,68,0,160,6,46
03,016,Santa María,00153,000963,336,81,0,147,3,49
03,016,Santa María,00153,000964,336,70,5,173,8,33
03,016,Santa María,00153,000965,338,68,0,151,6,62
03,016,Santa María,00153,000966,337,76,5,144,10,50
03,016,Santa María,00153,000967,336,80,2,131,11,58
03,016,Santa María,00153,000968,336,69,0,167,14,34
03,016,Santa María,00153,000969,339,74,0,159,17,42
03,016,Santa María,00154,001000,335,36,2,130,4,94
03,016,Santa María,00154,000970,332,36,1,114,9,97
03,016,Santa María,00154,000971,336,34,1,138,11,89
03,016,Santa María,00154,000972,334,41,0,160,12,65
03,016,Santa María,00154,000973,337,33,0,133,10,97
03,016,Santa María,00154,000974,335,37,0,121,17,94
03,016,Santa María,00154,000975,334,41,2,141,7,80
03,016,Santa María,00154,000976,334,43,0,137,7,88
03,016,Santa María,00154,000977,332,33,0,136,8,81
03,016,Santa María,00154,000978,334,32,0,146,11,67
03,016,Santa María,00154,000979,336,40,1,151,9,73
03,016,Santa María,00154,000980,336,44,2,168,10,59
03,016,Santa María,00154,000981,339,39,8,151,12,62
03,016,Santa María,00154,000982,333,47,3,128,9,85
03,016,Santa María,00154,000983,335,37,1,154,11,61
03,016,Santa María,00154,000984,337,32,1,164,9,66
03,016,Santa María,00154,000985,336,34,1,152,11,75
03,016,Santa María,00154,000986,334,39,0,126,9,81
03,016,Santa María,00154,000987,336,32,11,149,6,63
03,016,Santa María,00154,000988,338,38,1,70,8,145
03,016,Santa María,00154,000989,335,27,0,136,4,94
03,016,Santa María,00154,000990,334,35,0,155,12,76
03,016,Santa María,00154,000991,334,47,1,157,9,69
03,016,Santa María,00154,000992,334,30,3,128,7,113
03,016,Santa María,00154,000993,335,36,0,165,0,72
03,016,Santa María,00154,000994,337,51,0,119,8,94
03,016,Santa María,00154,000995,336,29,1,141,9,86
03,016,Santa María,00154,000996,335,34,1,117,5,110
03,016,Santa María,00154,000997,336,41,1,136,9,90
03,016,Santa María,00154,000998,335,25,6,147,8,75
03,016,Santa María,00154,000999,333,23,0,147,8,73
