codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0131,0135,0153,0518
18,Capital,001,0001 ,0001,329,34,1,72,97,5,37
18,Capital,001,0001 ,0002,330,31,0,53,104,6,54
18,Capital,001,0001 ,0003,329,0,0,59,97,7,42
18,Capital,001,0001 ,0004,329,34,0,52,118,4,51
18,Capital,001,0001 ,0005,329,39,2,53,112,3,37
18,Capital,001,0001 ,0006,328,31,1,43,95,10,67
18,Capital,001,0001 ,0007,330,32,2,59,118,4,49
18,Capital,001,0001 ,0008,330,35,1,42,113,3,49
18,Capital,001,0001 ,0009,328,32,0,57,108,3,51
18,Capital,001,0001 ,0010,328,32,1,62,109,4,50
18,Capital,001,0001 ,0011,329,32,1,64,106,4,55
18,Capital,001,0001 ,0012,328,20,0,44,110,7,71
18,Capital,001,0001 ,0013,327,39,3,58,91,3,56
18,Capital,001,0001 ,0014,329,38,1,41,113,9,44
18,Capital,001,0001 ,0015,328,133,1,60,108,2,32
18,Capital,001,0002 ,0016,341,44,0,50,89,6,60
18,Capital,001,0002 ,0017,342,0,0,71,113,6,53
18,Capital,001,0002 ,0018,342,0,3,67,112,6,31
18,Capital,001,0002 ,0019,341,35,3,48,125,2,34
18,Capital,001,0002 ,0020,341,0,1,53,110,5,56
18,Capital,001,0002 ,0021,342,32,1,56,101,8,48
18,Capital,001,0002 ,0022,339,0,3,62,97,8,49
18,Capital,001,0003 ,0023,314,25,0,62,104,5,44
18,Capital,001,0003 ,0024,315,33,1,53,93,7,54
18,Capital,001,0003 ,0025,313,23,1,63,104,12,38
18,Capital,001,0003 ,0026,313,32,3,63,95,3,50
18,Capital,001,0003 ,0027,312,20,0,67,93,3,55
18,Capital,001,0003 ,0028,313,29,1,65,87,4,51
18,Capital,001,0003 ,0029,313,30,0,61,111,4,51
18,Capital,001,0003 ,0030,314,23,0,62,109,11,37
18,Capital,001,0004 ,0031,334,29,2,105,72,11,54
18,Capital,001,0004 ,0032,334,98,0,80,76,8,6
18,Capital,001,0004 ,0033,335,45,0,72,88,7,54
18,Capital,001,0004 ,0034,331,31,1,83,84,3,64
18,Capital,001,0004 ,0035,333,25,1,100,78,5,53
18,Capital,001,0004 ,0036,334,37,3,99,69,4,55
18,Capital,001,0005 ,0037,322,29,2,90,77,5,63
18,Capital,001,0005 ,0038,322,29,3,98,60,10,66
18,Capital,001,0005 ,0039,321,23,0,100,68,8,72
18,Capital,001,0005 ,0040,322,25,1,94,72,6,67
18,Capital,001,0005 ,0041,321,20,1,89,69,8,87
18,Capital,001,0005 ,0042,322,30,1,85,68,6,66
18,Capital,001,0005 ,0043,319,30,7,79,62,11,58
18,Capital,001,0005 ,0044,322,0,0,89,64,12,60
18,Capital,001,0005 ,0045,321,24,0,102,61,8,51
18,Capital,001,0006 ,0046,351,24,0,146,45,8,75
18,Capital,001,0006 ,0047,349,26,5,131,46,9,69
18,Capital,001,0006 ,0048,349,30,4,143,46,10,61
18,Capital,001,0006 ,0049,349,21,4,132,51,14,71
18,Capital,001,0006 ,0050,349,32,3,0,45,6,69
18,Capital,001,0006 ,0051,349,0,1,121,41,3,86
18,Capital,001,0006 ,0052,348,32,2,147,49,4,64
18,Capital,001,0006 ,0053,349,29,5,125,46,3,77
18,Capital,001,0006 ,0054,349,26,2,160,50,1,60
18,Capital,001,0007 ,0055,328,34,5,173,9,4,52
18,Capital,001,0007 ,0056,326,22,2,164,22,7,55
18,Capital,001,0007 ,0057,326,18,5,172,32,2,45
18,Capital,001,0007 ,0058,326,22,0,184,25,3,48
18,Capital,001,0007 ,0059,325,94,1,155,15,7,56
18,Capital,001,0007 ,0060,326,25,3,158,26,7,38
18,Capital,001,0007 ,0061,325,16,7,162,28,1,42
18,Capital,001,0007 ,0062,328,41,0,165,14,2,46
18,Capital,001,0007 ,0063,325,19,2,150,35,5,56
18,Capital,001,0007 ,0064,326,1,22,161,27,0,56
18,Capital,001,0007 ,0065,326,22,0,166,22,9,49
18,Capital,001,0007 ,0066,327,0,0,151,40,2,50
18,Capital,001,0007 ,0067,327,34,0,154,27,4,66
18,Capital,001,0008 ,0068,327,32,0,123,57,0,83
18,Capital,001,0008 ,0069,329,22,5,139,45,7,56
18,Capital,001,0008 ,0070,329,26,0,126,59,5,47
18,Capital,001,0008 ,0071,327,37,0,110,51,3,68
18,Capital,001,0008 ,0072,326,0,0,109,47,3,76
18,Capital,001,0008 ,0073,325,29,11,107,52,4,63
18,Capital,001,0008 ,0074,324,35,2,111,64,11,52
18,Capital,001,0008 ,0075,326,19,1,124,43,4,65
18,Capital,001,0008 ,0076,326,30,0,120,66,4,55
18,Capital,001,0008 ,0077,328,23,2,115,53,6,70
18,Capital,001,0008 ,0078,325,39,2,105,51,2,63
18,Capital,001,0009 ,0079,336,38,0,94,58,6,68
18,Capital,001,0009 ,0080,335,19,4,73,79,4,67
18,Capital,001,0009 ,0081,335,38,2,82,76,5,59
18,Capital,001,0009 ,0082,335,26,0,79,80,5,68
18,Capital,001,0009 ,0083,336,43,2,69,73,10,60
18,Capital,001,0009 ,0084,336,41,1,77,73,7,67
18,Capital,001,0009 ,0085,334,38,1,82,83,7,55
18,Capital,001,0009 ,0086,335,27,2,89,90,6,67
18,Capital,001,0009 ,0087,335,0,0,90,81,6,61
18,Capital,001,0009 ,0088,336,0,0,101,60,8,70
18,Capital,001,0009 ,0089,335,26,3,95,73,11,54
18,Capital,001,0009 ,0090,337,0,0,89,82,9,61
18,Capital,001,0009 ,0091,336,94,4,95,76,5,62
18,Capital,001,0009 ,0092,334,35,2,82,64,10,66
18,Capital,001,0009 ,0093,335,72,4,86,79,14,23
18,Capital,001,0010 ,0094,349,44,5,95,67,2,66
18,Capital,001,0010 ,0095,349,42,1,85,77,4,61
18,Capital,001,0010 ,0096,349,26,1,93,86,6,71
18,Capital,001,0010 ,0097,349,23,3,102,74,4,58
18,Capital,001,0010 ,0098,348,38,3,97,78,7,51
18,Capital,001,0010 ,0099,350,32,0,84,87,7,63
18,Capital,001,0010 ,0100,350,19,1,94,79,12,72
18,Capital,001,0011 ,0101,340,29,0,141,29,5,59
18,Capital,001,0011 ,0102,342,27,0,124,54,8,67
18,Capital,001,0011 ,0103,343,38,2,106,51,2,75
18,Capital,001,0011 ,0104,342,37,0,132,63,6,39
18,Capital,001,0011 ,0105,342,30,0,128,50,4,56
18,Capital,001,0011 ,0106,341,0,0,136,41,8,57
18,Capital,001,0011 ,0107,341,28,0,108,63,6,64
18,Capital,001,0011 ,0108,341,100,1,133,46,0,0
18,Capital,001,0012 ,0109,339,34,8,137,44,5,48
18,Capital,001,0012 ,0110,341,16,16,125,52,8,64
18,Capital,001,0012 ,0111,338,0,5,121,44,9,68
18,Capital,001,0012 ,0112,339,2,8,143,43,8,44
18,Capital,001,0012 ,0113,337,30,3,125,47,6,60
18,Capital,001,0012 ,0114,338,28,3,144,40,3,58
18,Capital,001,0012 ,0115,339,37,2,120,42,2,53
18,Capital,001,0012 ,0116,339,29,1,117,53,4,73
18,Capital,001,0012 ,0117,338,33,1,119,53,3,59
18,Capital,001,0012 ,0118,340,29,3,123,42,7,58
18,Capital,001,0012 ,0119,338,10,19,118,40,5,69
18,Capital,001,0012 ,0120,339,15,3,148,54,9,58
18,Capital,001,0012 ,0121,339,38,1,132,34,7,64
18,Capital,001,0013 ,0122,292,23,2,110,48,6,54
18,Capital,001,0013 ,0123,291,32,1,112,41,4,59
18,Capital,001,0013 ,0124,292,28,0,103,59,2,41
18,Capital,001,0013 ,0125,293,12,0,120,59,4,59
18,Capital,001,0013 ,0126,292,30,2,103,48,5,56
18,Capital,001,0014 ,0127,330,44,1,98,62,9,68
18,Capital,001,0014 ,0128,328,26,1,114,87,8,47
18,Capital,001,0014 ,0129,330,37,3,118,60,3,53
18,Capital,001,0014 ,0130,330,41,2,106,73,6,43
18,Capital,001,0014 ,0131,329,41,1,107,59,6,49
18,Capital,001,0014 ,0132,329,34,3,93,70,6,76
18,Capital,001,0014 ,0133,329,28,1,110,70,7,55
18,Capital,001,0014 ,0134,331,25,1,104,78,4,57
18,Capital,001,0014 ,0135,327,32,0,87,73,6,53
18,Capital,001,0014 ,0136,327,30,7,86,82,3,62
18,Capital,001,0014 ,0137,330,31,2,102,92,2,52
18,Capital,001,0014 ,0138,329,31,2,92,90,2,56
18,Capital,001,0014 ,0139,328,34,2,88,81,7,68
18,Capital,001,0015 ,0140,328,40,2,103,64,6,49
18,Capital,001,0015 ,0141,327,31,0,106,68,4,56
