codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00095,00005,00009,00094,00079,00006,00061,00004
22,001,CAPITAL,05088,093825,0,0,46,129,30,50,0,4,0,5,3
22,001,CAPITAL,05088,093826,0,0,18,116,25,62,9,7,0,1,5
22,001,CAPITAL,05088,093827,0,0,31,138,24,43,15,4,0,3,0
22,001,CAPITAL,05088,093828,0,0,2,129,32,55,15,8,0,1,3
22,001,CAPITAL,05088,093829,0,0,13,95,30,68,19,5,0,2,4
22,001,CAPITAL,05088,093830,0,0,16,120,30,62,15,6,0,0,6
22,001,CAPITAL,05088,093831,0,0,1,129,13,63,17,5,0,3,4
22,001,CAPITAL,05088,093832,0,0,21,109,27,67,14,7,1,3,0
22,001,CAPITAL,05088,093833,0,0,9,108,40,62,11,6,1,4,7
22,001,CAPITAL,05088,093834,0,0,26,128,29,62,13,5,0,4,3
22,001,CAPITAL,05088,093835,0,0,24,97,34,59,17,8,0,2,4
22,001,CAPITAL,05088,093836,0,0,16,122,25,66,17,5,1,1,4
22,001,CAPITAL,05088,093837,0,0,21,122,21,50,12,5,1,5,5
22,001,CAPITAL,05088,093838,0,0,23,113,29,56,26,6,9,4,8
22,001,CAPITAL,05088,093839,0,0,20,120,25,54,15,8,1,1,4
22,001,CAPITAL,05088,093840,0,0,23,133,29,45,17,6,0,2,8
22,001,CAPITAL,05088,093841,0,0,21,109,23,59,13,5,1,7,6
22,001,CAPITAL,05088,093842,0,0,15,103,43,68,16,9,2,1,2
22,001,CAPITAL,05088,093843,0,0,35,117,28,51,8,7,0,3,5
22,001,CAPITAL,05088,093844,0,0,26,118,18,68,0,7,21,1,4
22,001,CAPITAL,05089,093845,0,0,10,139,35,51,8,5,0,1,3
22,001,CAPITAL,05089,093846,0,0,18,140,36,37,11,3,0,0,8
22,001,CAPITAL,05089,093847,0,0,29,122,31,34,17,6,1,3,6
22,001,CAPITAL,05089,093848,0,0,12,127,37,47,19,10,4,3,1
22,001,CAPITAL,05089,093849,0,0,9,137,45,39,10,4,1,6,6
22,001,CAPITAL,05089,093850,0,0,26,146,44,33,9,8,0,1,4
22,001,CAPITAL,05089,093851,0,0,18,145,41,32,11,1,0,5,3
22,001,CAPITAL,05089,093852,0,0,19,129,36,51,9,2,0,3,2
22,001,CAPITAL,05089,093853,0,0,14,122,45,51,11,3,0,0,6
22,001,CAPITAL,05089,093854,0,0,0,114,40,47,44,4,0,4,0
22,001,CAPITAL,05089,093855,0,0,58,174,0,0,22,2,1,3,4
22,001,CAPITAL,05089,093856,0,0,14,122,58,30,17,3,2,2,7
22,001,CAPITAL,05089,093857,0,0,20,147,29,46,9,6,0,3,4
22,001,CAPITAL,05089,093858,0,0,22,125,44,32,18,7,1,3,5
22,001,CAPITAL,05089,093859,0,0,4,155,22,56,14,3,0,1,2
22,001,CAPITAL,05089,093860,0,0,16,125,42,54,13,7,0,2,1
22,001,CAPITAL,05089,093861,0,0,9,148,35,32,12,4,0,3,2
22,001,CAPITAL,05089,093862,0,0,14,134,36,52,13,2,1,3,0
22,001,CAPITAL,05089,093863,0,0,14,117,46,51,19,4,0,2,3
22,001,CAPITAL,05089,093864,0,0,72,5,107,44,13,6,1,2,1
22,001,CAPITAL,05089,093865,0,0,0,150,35,35,15,10,0,2,4
22,001,CAPITAL,05089,093866,0,0,15,134,45,30,19,0,1,1,0
22,001,CAPITAL,05089,093867,0,0,12,126,36,59,13,4,1,4,7
22,001,CAPITAL,05090,093868,0,0,11,119,43,47,15,5,0,4,5
22,001,CAPITAL,05090,093869,0,0,35,122,41,50,1,0,0,2,5
22,001,CAPITAL,05090,093870,0,0,0,0,0,0,0,0,0,0,0
22,001,CAPITAL,05090,093871,0,0,19,115,47,49,25,1,1,2,2
22,001,CAPITAL,05090,093872,0,0,17,149,40,36,14,3,1,6,2
22,001,CAPITAL,05090,093873,0,0,22,122,35,62,12,5,1,2,4
22,001,CAPITAL,05090,093874,0,0,1,134,41,36,15,7,1,2,0
22,001,CAPITAL,05090,093875,0,0,7,155,30,49,14,6,0,2,5
22,001,CAPITAL,05090,093876,0,0,19,138,51,39,12,6,0,5,8
22,001,CAPITAL,05090,093877,0,0,21,122,41,51,13,3,0,3,6
22,001,CAPITAL,05090,093878,0,0,20,106,46,51,20,2,0,3,4
22,001,CAPITAL,05090,093879,0,0,23,125,42,43,11,6,2,0,8
22,001,CAPITAL,05090,093880,0,0,21,123,31,43,19,10,1,2,4
22,001,CAPITAL,05090,093881,0,0,15,154,45,28,12,6,0,1,3
22,001,CAPITAL,05090,093882,0,0,19,140,45,46,21,8,1,2,2
22,001,CAPITAL,05090,093883,0,0,23,123,47,53,7,6,0,3,7
22,001,CAPITAL,05091,093884,0,0,5,160,66,8,5,2,0,0,0
22,001,CAPITAL,05091,093885,0,0,9,150,55,5,6,2,0,0,1
22,001,CAPITAL,05091,093886,0,0,5,173,47,6,8,0,0,1,1
22,001,CAPITAL,05091,093887,0,0,7,171,38,6,3,4,0,3,1
22,001,CAPITAL,05091,093888,0,0,7,0,162,12,11,0,0,5,1
22,001,CAPITAL,05091,093889,0,0,0,159,30,23,4,0,0,11,0
22,001,CAPITAL,05091,093890,0,0,2,160,52,0,4,0,0,4,0
22,001,CAPITAL,05091,093891,0,0,9,172,38,10,7,2,1,0,1
22,001,CAPITAL,05092,093892,0,0,2,151,3,13,2,0,0,0,0
22,001,CAPITAL,05092,093893,0,0,2,144,2,8,3,1,0,0,0
22,001,CAPITAL,05092,093894,0,0,5,164,24,8,0,1,0,0,0
22,001,CAPITAL,05092,093895,0,0,4,163,17,3,0,0,0,2,1
22,001,CAPITAL,05093,093896,0,0,0,0,0,0,0,0,0,0,0
22,001,CAPITAL,05093,093897,0,0,1,163,37,7,4,1,0,1,0
22,001,CAPITAL,05093,093898,0,0,0,176,55,2,3,0,0,0,0
22,001,CAPITAL,05093,093899,0,0,0,184,0,1,2,0,0,0,0
22,001,CAPITAL,05093,093900,0,0,0,164,57,8,0,0,0,0,0
22,001,CAPITAL,05094,093901,0,0,2,113,28,3,0,1,0,0,0
22,001,CAPITAL,05094,093902,0,0,0,107,26,13,3,0,0,1,2
22,001,CAPITAL,05095,093903,0,0,7,126,77,19,8,2,0,3,1
22,001,CAPITAL,05095,093904,0,0,2,123,68,23,5,1,0,6,4
22,001,CAPITAL,05095,093905,0,0,0,145,94,2,0,1,0,0,0
22,001,CAPITAL,05095,093906,0,0,9,131,67,14,6,0,0,0,0
22,001,CAPITAL,05096,093907,0,0,1,113,59,17,1,1,0,2,1
22,001,CAPITAL,05096,093908,0,0,0,132,35,13,5,2,0,1,4
22,001,CAPITAL,05096,093909,0,0,0,127,47,19,0,0,0,0,1
22,001,CAPITAL,05096,093910,0,0,1,161,29,13,3,1,0,0,0
22,001,CAPITAL,05097,093911,0,0,8,131,75,5,0,1,1,1,0
22,001,CAPITAL,05097,093912,0,0,6,128,87,4,0,0,0,0,0
22,001,CAPITAL,05097,093913,0,0,9,109,101,3,0,2,0,6,4
22,001,CAPITAL,05097,093914,0,0,9,118,95,3,0,0,0,0,0
22,001,CAPITAL,05098,093915,0,0,7,140,50,46,8,1,2,3,3
22,001,CAPITAL,05098,093916,0,0,10,154,58,40,7,2,0,1,2
22,001,CAPITAL,05098,093917,0,0,2,152,60,27,9,3,0,9,0
22,001,CAPITAL,05098,093918,0,0,4,167,52,23,16,2,2,1,4
22,001,CAPITAL,05098,093919,0,0,0,150,106,14,2,0,0,1,1
22,001,CAPITAL,05098,093920,0,0,12,144,61,39,6,3,0,5,2
22,001,CAPITAL,05098,093921,0,0,2,128,63,50,12,1,1,0,3
22,001,CAPITAL,05098,093922,0,0,4,148,66,31,12,1,0,1,3
22,001,CAPITAL,05098,093923,0,0,4,167,58,36,7,2,1,0,1
22,001,CAPITAL,05099,093924,0,0,11,146,27,8,5,3,1,1,5
22,001,CAPITAL,05099,093925,0,0,12,124,23,23,6,3,0,7,5
22,001,CAPITAL,05099,093926,0,0,11,115,32,28,8,3,0,0,1
22,001,CAPITAL,05099,093927,0,0,16,136,31,18,5,2,0,0,0
22,001,CAPITAL,05100,093928,0,0,6,148,34,42,20,3,1,7,3
22,001,CAPITAL,05100,093929,0,0,29,161,41,25,13,6,0,1,1
22,001,CAPITAL,05100,093930,0,0,10,148,34,41,11,6,1,2,1
22,001,CAPITAL,05100,093931,0,0,0,0,0,0,0,0,0,0,0
22,001,CAPITAL,05100,093932,0,0,31,142,21,61,0,7,2,3,2
22,001,CAPITAL,05100,093933,0,0,16,147,34,50,15,8,0,3,1
22,001,CAPITAL,05100,093934,0,0,8,155,39,42,12,6,2,2,0
22,001,CAPITAL,05100,093935,0,0,40,29,140,56,0,0,0,0,0
