codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0005,0033,0036,0037,0047,0064,0065,0131,0133,0134,0136,0186,0191,0196
21,Belgrano,001,0403 ,0041,350,27,0,4,3,9,10,0,6,16,0,124,17,50,1,2,7,0
21,Belgrano,001,0403 ,0042,350,36,0,15,6,3,19,0,5,21,0,96,23,42,1,0,1,1
21,Belgrano,001,0403 ,0043,350,17,0,13,4,6,8,0,5,14,0,103,26,77,0,3,9,0
21,Belgrano,001,0403 ,0044,350,10,0,9,1,3,8,0,6,26,0,128,16,66,1,2,8,0
21,Belgrano,001,0403 ,0045,350,14,0,16,0,0,11,0,10,21,1,96,16,55,4,2,20,1
21,Belgrano,001,0403 ,0046,350,20,0,9,0,4,16,0,6,11,0,127,16,47,0,2,6,2
21,Belgrano,001,0403 ,0047,350,17,0,11,3,6,19,1,11,19,1,110,23,51,1,2,1,0
21,Belgrano,001,0403 ,0048,350,25,0,8,7,1,15,0,7,14,2,84,32,64,0,6,2,0
21,Belgrano,001,0403 ,0049,350,24,0,8,3,7,9,0,6,10,0,109,29,64,1,3,11,0
21,Belgrano,001,0403 ,0050,350,11,0,15,21,2,10,1,9,15,0,94,18,63,3,0,0,0
21,Belgrano,001,0403 ,0051,350,17,0,10,7,1,18,0,8,16,3,108,25,46,0,2,3,0
21,Belgrano,001,0403 ,0052,350,15,0,12,5,3,10,0,10,15,0,106,16,72,0,1,5,1
21,Belgrano,001,0403 ,0053,350,8,0,11,3,0,9,2,10,11,1,118,12,49,4,3,16,3
21,Belgrano,001,0403 ,0054,350,12,15,13,2,4,16,0,13,8,0,94,20,68,1,3,9,1
21,Belgrano,001,0403 ,0055,157,9,4,3,2,1,4,0,5,7,0,37,12,42,0,0,5,1
21,Belgrano,001,0404A,0056,349,13,0,32,0,4,8,0,4,4,0,107,17,55,1,4,4,1
21,Belgrano,001,0404A,0057,350,9,0,29,7,4,11,0,13,17,1,92,12,46,3,0,5,0
21,Belgrano,001,0404A,0058,350,7,3,21,25,8,6,0,12,20,0,77,12,74,0,5,5,0
21,Belgrano,001,0404A,0059,350,18,0,28,14,3,12,0,12,23,0,70,19,64,0,2,6,0
21,Belgrano,001,0404A,0060,350,14,0,28,4,3,18,0,9,11,0,87,20,75,3,4,6,0
21,Belgrano,001,0404A,0061,350,14,0,19,8,6,17,11,13,0,2,79,5,76,0,2,18,1
21,Belgrano,001,0404A,0062,350,16,7,29,5,7,16,2,7,14,0,84,11,54,0,5,6,1
21,Belgrano,001,0404A,0063,350,10,0,15,11,4,7,1,5,26,0,72,19,75,1,0,8,0
21,Belgrano,001,0404A,0064,350,19,0,16,11,6,12,1,7,15,0,71,24,73,1,0,10,0
21,Belgrano,001,0404A,0065,350,6,4,23,7,7,24,0,10,9,0,74,16,75,0,5,15,0
21,Belgrano,001,0404A,0066,350,7,0,39,11,0,9,1,11,17,1,73,13,83,2,6,12,0
21,Belgrano,001,0404A,0067,350,16,0,20,5,0,8,0,4,23,0,84,16,65,0,4,17,1
21,Belgrano,001,0404A,0068,350,14,0,18,5,0,19,0,12,12,1,88,15,67,2,1,7,0
21,Belgrano,001,0404A,0069,351,24,0,21,0,4,18,0,7,16,2,90,10,62,0,2,5,0
21,Belgrano,001,0404A,0070,351,12,0,18,5,2,4,0,9,8,0,114,21,57,2,2,22,1
21,Belgrano,001,0404A,0071,350,23,0,22,3,10,14,0,7,11,3,86,23,67,2,1,0,0
21,Belgrano,001,0404A,0072,350,19,0,23,1,8,12,2,4,22,0,105,7,67,0,3,12,0
21,Belgrano,001,0404A,0073,350,15,4,25,4,4,9,0,7,16,0,86,17,75,1,0,6,0
21,Belgrano,001,0404A,0074,350,13,8,10,13,5,7,0,6,16,0,99,13,65,2,1,5,1
21,Belgrano,001,0404A,0075,351,9,5,31,7,4,17,0,10,13,0,95,14,56,3,3,14,0
21,Belgrano,001,0404A,0076,350,11,7,17,6,7,16,1,10,23,0,92,17,64,0,3,3,3
21,Belgrano,001,0404A,0077,350,23,0,30,16,3,9,0,9,22,0,56,24,58,1,3,9,0
21,Belgrano,001,0404A,0078,350,25,0,24,8,3,13,0,14,20,0,77,11,64,2,0,1,0
21,Belgrano,001,0404A,0079,350,8,0,15,14,1,12,0,14,17,0,110,13,61,0,1,9,0
21,Belgrano,001,0404A,0080,350,0,0,18,24,3,7,0,14,6,0,86,17,73,1,0,6,0
21,Belgrano,001,0404A,0081,350,3,2,28,6,4,16,1,7,22,1,90,17,69,1,1,11,1
21,Belgrano,001,0404A,0082,350,9,0,23,13,1,12,1,4,20,0,74,25,77,4,3,11,0
21,Belgrano,001,0404A,0083,350,10,0,23,7,8,24,0,14,11,0,72,14,64,4,6,7,2
21,Belgrano,001,0404A,0084,350,15,0,24,9,8,16,0,4,11,0,108,11,66,2,2,0,0
21,Belgrano,001,0404A,0085,305,8,0,19,3,8,4,0,8,27,1,77,13,65,2,1,9,1
21,Belgrano,001,0404B,0086,350,13,0,29,0,5,12,0,6,36,0,110,12,61,0,3,6,2
21,Belgrano,001,0404B,0087,350,12,0,20,0,4,13,0,11,29,0,113,10,59,2,7,7,0
21,Belgrano,001,0404B,0088,350,9,0,21,0,10,19,0,9,24,1,81,11,81,1,5,22,0
21,Belgrano,001,0404B,0089,223,7,1,11,0,4,6,0,6,21,1,65,12,37,3,1,9,0
21,Belgrano,001,0405 ,0090,350,9,0,10,0,4,11,0,16,40,0,68,23,68,1,3,14,0
21,Belgrano,001,0405 ,0091,350,14,0,15,0,2,24,0,17,32,0,85,11,59,2,4,14,1
21,Belgrano,001,0405 ,0092,350,9,0,17,0,6,24,0,18,38,0,54,32,73,0,1,11,1
21,Belgrano,001,0405 ,0093,350,15,0,18,0,8,17,0,16,45,1,66,22,57,0,0,9,0
21,Belgrano,001,0405 ,0094,350,5,0,21,0,8,8,0,10,43,0,66,19,60,0,1,18,1
21,Belgrano,001,0405 ,0095,350,7,2,19,0,5,12,1,12,30,1,66,21,70,1,4,30,1
21,Belgrano,001,0405 ,0096,335,10,4,26,0,5,17,1,21,23,0,51,17,71,0,2,33,3
21,Belgrano,001,0406 ,0097,350,8,0,27,0,8,13,0,2,16,0,115,10,69,1,4,11,1
21,Belgrano,001,0406 ,0098,350,26,0,27,0,10,7,0,8,7,0,141,11,61,1,4,7,0
21,Belgrano,001,0406 ,0099,350,8,1,29,0,5,16,0,8,10,0,121,14,70,0,0,9,0
21,Belgrano,001,0406 ,0100,350,15,0,29,0,2,12,0,8,11,0,107,13,70,1,1,14,0
21,Belgrano,001,0406 ,0101,350,12,0,19,0,3,11,0,6,25,0,126,23,63,1,7,4,0
21,Belgrano,001,0406 ,0102,100,3,0,11,0,3,2,0,4,3,0,42,5,12,1,0,5,0
21,Caseros,002,0364 ,0103,352,8,1,21,9,5,4,2,10,16,0,104,13,61,6,6,11,4
21,Caseros,002,0364 ,0104,350,13,0,24,12,9,22,1,11,10,0,87,6,71,1,3,9,6
21,Caseros,002,0364 ,0105,350,12,0,25,11,6,10,0,10,12,3,94,13,73,1,2,5,0
21,Caseros,002,0364 ,0106,351,7,6,21,2,4,9,1,5,11,0,91,16,79,1,4,22,0
21,Caseros,002,0364 ,0107,350,12,0,28,25,7,17,0,17,24,0,52,8,77,0,4,5,1
21,Caseros,002,0364 ,0108,350,12,0,24,5,7,16,0,7,14,0,83,11,78,5,0,8,0
21,Caseros,002,0364 ,0109,351,9,0,21,10,2,24,0,10,17,1,94,9,70,2,5,4,0
21,Caseros,002,0364 ,0110,350,19,0,22,4,2,10,0,11,29,0,97,13,63,6,2,9,0
21,Caseros,002,0364 ,0111,350,15,0,20,8,6,17,3,6,15,3,98,10,60,2,5,12,0
21,Caseros,002,0364 ,0112,351,21,0,34,8,4,8,2,5,22,0,93,11,71,4,2,7,1
21,Caseros,002,0364 ,0113,350,8,5,14,5,1,16,1,16,23,0,102,5,77,3,6,8,0
21,Caseros,002,0364 ,0114,350,8,3,20,6,4,14,1,9,11,1,100,19,59,1,7,5,1
21,Caseros,002,0364 ,0115,350,25,0,20,9,1,12,0,14,5,0,84,6,91,3,0,7,0
21,Caseros,002,0364 ,0116,350,15,0,27,0,5,21,0,2,14,2,96,13,81,1,4,7,1
21,Caseros,002,0364 ,0117,350,19,0,27,10,5,17,0,15,9,1,102,10,55,1,3,11,0
21,Caseros,002,0364 ,0118,350,10,0,25,9,2,10,1,13,22,0,79,8,85,6,6,10,0
21,Caseros,002,0364 ,0119,343,10,3,32,0,3,24,1,5,12,0,79,10,85,1,5,5,0
21,Caseros,002,0365 ,0120,351,6,4,33,16,3,28,0,9,15,0,69,22,46,26,3,16,0
21,Caseros,002,0365 ,0121,350,7,0,34,12,8,25,1,20,17,0,50,13,60,25,5,4,0
21,Caseros,002,0365 ,0122,350,15,0,26,3,3,18,0,8,19,1,73,11,64,30,3,7,1
21,Caseros,002,0365 ,0123,350,11,2,34,13,4,13,2,10,21,0,59,16,66,18,2,14,2
21,Caseros,002,0365 ,0124,350,7,1,35,12,9,13,0,8,24,0,59,15,62,33,4,11,1
21,Caseros,002,0365 ,0125,350,9,2,39,8,0,27,2,14,17,0,63,25,59,25,1,8,0
21,Caseros,002,0365 ,0126,350,12,6,22,11,11,5,1,8,41,0,59,21,47,29,2,4,0
21,Caseros,002,0365 ,0127,168,8,0,11,17,3,6,0,8,13,0,22,1,20,24,2,6,1
21,Caseros,002,0365A,0128,7,0,0,2,1,0,1,0,1,0,0,2,0,1,0,0,1,0
21,Caseros,002,0366 ,0129,350,2,1,45,10,6,18,1,7,8,0,68,22,42,15,8,14,0
21,Caseros,002,0366 ,0130,350,10,0,43,13,6,14,1,12,14,0,79,10,53,17,4,2,0
21,Caseros,002,0366 ,0131,349,21,0,32,4,5,7,1,10,22,1,79,19,47,11,7,12,2
21,Caseros,002,0366 ,0132,350,10,0,32,12,6,9,2,4,22,0,82,17,46,24,7,6,1
21,Caseros,002,0366 ,0133,350,6,0,35,12,4,11,1,9,9,1,87,20,43,11,5,7,0
21,Caseros,002,0366 ,0134,140,12,0,19,0,2,5,0,4,0,0,27,2,34,4,2,2,0
21,Caseros,002,0367 ,0135,350,7,5,25,0,2,20,0,15,10,0,90,21,81,3,8,5,0
21,Caseros,002,0367 ,0136,350,8,4,11,0,5,17,1,10,26,0,98,12,82,4,1,3,0
21,Caseros,002,0367 ,0137,350,7,4,17,0,7,19,0,11,0,1,72,20,85,1,2,17,0
21,Caseros,002,0367 ,0138,349,8,6,23,0,8,24,0,9,17,0,74,18,81,1,3,10,1
21,Caseros,002,0367 ,0139,350,14,2,17,0,6,18,1,10,20,0,73,22,83,4,5,0,2
21,Caseros,002,0367 ,0140,350,5,6,21,0,3,10,0,14,11,0,80,23,87,3,6,14,0
21,Caseros,002,0367 ,0141,350,14,3,29,0,5,12,0,9,29,1,71,15,74,1,6,8,1
21,Caseros,002,0367 ,0142,350,8,6,29,0,1,29,1,6,15,4,84,17,76,0,7,6,1
21,Caseros,002,0367 ,0143,350,8,3,23,0,4,12,0,8,21,0,96,20,63,2,6,14,1
21,Caseros,002,0367 ,0144,350,11,9,17,0,5,10,0,11,14,1,77,13,65,4,8,11,2
21,Caseros,002,0367 ,0145,350,26,6,9,0,1,18,1,18,14,0,106,24,58,1,7,6,1
21,Caseros,002,0367 ,0146,350,10,6,19,1,3,7,0,8,13,0,67,12,97,2,3,18,1
21,Caseros,002,0367 ,0147,282,6,7,22,0,3,9,1,5,26,0,79,9,44,2,3,2,0
21,Caseros,002,0368A,0148,351,0,9,20,0,8,14,1,11,11,2,102,13,81,2,6,2,0
21,Caseros,002,0368A,0149,350,9,10,12,6,8,21,0,15,9,0,95,20,65,1,4,11,0
21,Caseros,002,0368A,0150,350,20,11,12,9,6,16,0,12,12,0,106,10,56,1,3,3,1
21,Caseros,002,0368A,0151,350,11,11,13,13,13,14,2,25,19,1,58,19,61,3,2,6,0
21,Caseros,002,0368A,0152,351,8,1,17,0,7,11,0,15,32,1,82,16,75,0,4,5,1
21,Caseros,002,0368A,0153,350,27,0,16,21,9,23,0,21,11,0,66,0,83,3,3,0,2
21,Caseros,002,0368A,0154,350,19,7,9,7,4,16,1,12,32,1,58,23,68,3,3,8,0
21,Caseros,002,0368A,0155,349,7,1,15,11,10,30,0,10,21,0,52,10,82,4,3,12,0
21,Caseros,002,0368A,0156,350,9,9,19,3,3,10,0,11,24,2,74,12,88,4,11,2,2
21,Caseros,002,0368A,0157,350,9,2,15,4,5,14,1,19,21,0,59,12,106,3,2,10,3
21,Caseros,002,0368A,0158,350,6,4,10,10,7,11,1,15,30,2,44,29,69,6,6,18,1
21,Caseros,002,0368A,0159,350,18,1,14,3,8,23,1,10,12,1,88,12,70,2,5,4,1
21,Caseros,002,0368A,0160,350,26,0,16,1,0,19,0,7,20,0,75,0,74,2,0,0,1
21,Caseros,002,0368A,0161,351,10,6,17,4,4,8,1,19,18,0,50,11,98,5,2,6,0
21,Caseros,002,0368A,0162,351,17,0,17,18,1,15,0,8,23,0,70,15,85,2,5,4,0
21,Caseros,002,0368A,0163,350,11,0,11,8,8,41,1,12,15,1,76,10,70,3,0,2,0
21,Caseros,002,0368A,0164,350,6,3,8,5,6,24,1,12,18,4,58,28,86,3,2,11,0
21,Caseros,002,0368A,0165,350,20,8,16,14,6,11,0,13,15,0,75,12,76,4,3,10,0
21,Caseros,002,0368A,0166,350,9,9,16,15,4,15,1,16,21,0,56,13,90,5,1,13,0
21,Caseros,002,0368A,0167,350,18,0,13,2,6,17,0,13,17,0,65,17,70,3,2,6,1
21,Caseros,002,0368A,0168,350,19,0,13,10,6,19,0,11,25,0,70,15,87,3,0,3,2
21,Caseros,002,0368A,0169,350,9,6,16,14,5,21,0,10,31,0,45,20,83,0,1,20,0
21,Caseros,002,0368A,0170,350,10,8,14,0,7,24,0,13,27,0,72,17,61,6,6,8,0
21,Caseros,002,0368A,0171,350,7,3,11,9,4,12,1,12,14,0,72,14,77,0,6,23,0
21,Caseros,002,0368A,0172,351,9,12,14,22,10,16,0,6,11,2,78,11,72,1,5,1,2
21,Caseros,002,0368A,0173,350,19,0,16,16,4,12,3,7,13,1,80,6,81,2,5,4,0
21,Caseros,002,0368A,0174,350,17,5,16,9,0,12,0,12,14,3,76,25,83,5,1,9,0
21,Caseros,002,0368A,0175,351,14,8,13,8,3,23,1,13,19,0,61,14,85,2,8,7,2
21,Caseros,002,0368A,0176,351,9,8,6,4,5,10,2,14,42,2,68,10,90,3,0,4,2
21,Caseros,002,0368A,0177,350,14,5,19,11,6,9,0,12,17,1,76,10,80,6,5,7,2
21,Caseros,002,0368A,0178,350,11,0,12,11,7,10,0,17,14,0,84,8,69,5,8,22,0
21,Caseros,002,0368A,0179,350,13,5,25,11,7,12,1,15,21,0,60,12,83,2,0,12,0
21,Caseros,002,0368A,0180,350,19,0,18,9,3,23,0,11,17,1,71,12,91,3,5,10,1
21,Caseros,002,0368A,0181,351,16,8,11,8,2,8,1,7,20,2,99,12,69,3,2,5,2
21,Caseros,002,0368A,0182,350,3,2,5,25,4,17,0,8,24,1,77,8,76,5,4,8,0
21,Caseros,002,0368A,0183,350,8,14,7,9,3,18,1,13,22,0,98,21,68,4,4,0,1
21,Caseros,002,0368A,0184,350,12,6,13,21,5,17,0,15,13,1,86,15,63,2,7,6,0
21,Caseros,002,0368A,0185,352,9,10,19,3,4,15,1,9,17,2,65,11,104,4,3,8,2
21,Caseros,002,0368A,0186,350,5,10,19,20,5,7,0,15,12,0,75,18,84,1,1,3,0
21,Caseros,002,0368A,0187,351,12,6,10,7,5,23,0,14,18,1,84,14,60,3,1,9,1
21,Caseros,002,0368A,0188,351,11,5,13,11,3,30,0,11,15,0,62,12,87,4,1,3,1
21,Caseros,002,0368A,0189,350,10,11,16,7,6,24,0,7,13,0,79,13,75,6,3,4,0
21,Caseros,002,0368A,0190,350,11,4,22,6,3,17,1,16,29,0,62,15,76,4,3,14,0
21,Caseros,002,0368A,0191,350,8,3,16,6,4,23,1,20,24,1,60,20,63,4,6,2,1
21,Caseros,002,0368A,0192,350,8,10,20,6,5,30,0,15,20,0,70,14,67,2,2,12,0
21,Caseros,002,0368A,0193,350,2,7,11,13,3,15,1,15,15,1,92,7,89,2,3,2,2
21,Caseros,002,0368A,0194,350,10,6,20,1,5,33,0,16,17,1,72,4,82,1,3,5,1
21,Caseros,002,0368A,0195,350,11,14,12,7,3,28,0,14,13,1,77,15,66,1,0,5,0
21,Caseros,002,0368A,0196,350,1,14,15,7,2,18,3,11,26,1,75,16,62,0,5,7,1
21,Caseros,002,0368A,0197,350,13,6,17,3,5,14,0,8,17,0,86,8,79,3,0,16,0
21,Caseros,002,0368A,0198,351,9,11,14,10,10,16,0,16,17,0,90,11,70,3,2,5,1
21,Caseros,002,0368A,0199,350,2,16,19,6,6,19,0,14,9,0,82,16,72,2,3,9,0
21,Caseros,002,0368A,0200,351,17,2,13,11,8,17,0,17,20,1,82,14,71,0,6,5,1
21,Caseros,002,0368A,0201,350,12,4,14,7,6,24,0,8,31,1,60,12,92,2,2,3,2
21,Caseros,002,0368A,0202,350,3,11,20,5,5,19,0,11,18,1,75,15,68,3,7,4,0
21,Caseros,002,0368A,0203,350,16,7,17,10,1,16,0,16,14,0,57,7,90,4,6,10,0
21,Caseros,002,0368A,0204,350,4,7,16,16,1,15,0,12,9,3,67,16,80,0,2,30,0
21,Caseros,002,0368A,0205,350,9,8,12,8,8,22,1,9,12,0,75,12,92,0,3,11,1
21,Caseros,002,0368A,0206,350,17,2,24,8,3,9,0,13,16,0,82,14,65,2,5,4,0
21,Caseros,002,0368A,0207,350,6,4,16,13,6,11,3,27,30,1,67,18,71,2,6,8,0
21,Caseros,002,0368A,0208,350,25,0,14,6,5,13,3,10,27,0,63,14,94,3,3,9,1
21,Caseros,002,0368A,0209,351,2,4,7,5,4,15,0,8,14,0,100,15,74,2,1,9,1
21,Caseros,002,0368A,0210,351,9,10,19,7,4,21,0,8,22,1,102,15,58,0,3,8,0
21,Caseros,002,0368A,0211,350,5,10,19,7,2,12,1,16,20,0,76,10,71,4,3,10,0
21,Caseros,002,0368A,0212,350,12,0,14,11,5,12,2,19,16,0,65,25,75,2,4,8,0
21,Caseros,002,0368A,0213,350,16,0,13,19,3,11,0,16,26,1,60,18,87,7,1,3,0
21,Caseros,002,0368A,0214,350,12,3,11,16,1,16,0,20,21,0,63,18,79,7,6,10,0
21,Caseros,002,0368A,0215,350,13,0,14,8,1,23,0,13,21,2,83,12,70,0,4,7,0
21,Caseros,002,0368A,0216,350,0,0,16,10,3,13,1,21,22,0,82,13,79,6,6,7,1
21,Caseros,002,0368A,0217,350,8,5,11,19,6,27,0,13,25,3,60,13,81,4,1,5,0
21,Caseros,002,0368A,0218,350,18,0,14,9,4,29,0,5,14,0,69,11,75,1,4,3,2
21,Caseros,002,0368A,0219,350,14,0,22,19,0,19,1,16,19,0,41,22,89,3,0,0,19
21,Caseros,002,0368A,0220,351,6,8,15,3,2,25,1,9,29,1,63,12,88,0,0,8,1
21,Caseros,002,0368A,0221,351,12,7,12,1,18,2,17,20,0,4,89,17,57,5,6,5,6
21,Caseros,002,0368A,0222,350,7,1,15,10,0,31,0,20,16,0,55,14,92,2,2,9,1
21,Caseros,002,0368A,0223,350,14,4,15,6,4,10,1,8,22,2,70,22,56,2,4,14,1
21,Caseros,002,0368A,0224,350,10,6,19,15,2,15,0,6,21,1,88,11,76,0,0,10,1
21,Caseros,002,0368A,0225,338,17,0,18,14,7,29,1,15,30,0,62,10,56,5,2,1,0
21,Caseros,002,0368B,0226,139,4,1,2,7,3,17,0,4,14,0,31,3,8,0,0,5,0
21,Caseros,002,0368C,0227,81,1,1,3,5,0,6,0,3,10,0,5,2,10,1,1,4,0
21,Caseros,002,0368D,0228,10,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0
21,Caseros,002,0369 ,0229,350,2,1,13,0,5,11,1,7,26,0,100,17,65,2,5,7,0
21,Caseros,002,0369 ,0230,350,4,2,25,0,2,11,0,7,15,1,121,8,67,3,3,4,0
21,Caseros,002,0369 ,0231,196,1,0,23,0,1,14,0,5,9,1,47,6,36,5,5,1,0
21,Caseros,002,0369 ,0232,196,1,0,10,0,1,3,0,3,8,1,71,2,37,0,0,2,1
21,Caseros,002,0370 ,0233,350,19,0,31,8,15,11,1,12,57,0,67,1,51,2,1,7,2
21,Caseros,002,0370 ,0234,350,15,0,27,7,4,10,1,8,58,0,61,12,59,3,2,12,0
21,Caseros,002,0370 ,0235,350,7,4,28,5,7,10,0,17,58,0,56,16,61,3,2,10,0
21,Caseros,002,0370 ,0236,350,14,0,20,11,1,12,0,7,36,0,66,26,59,2,7,6,0
21,Caseros,002,0370 ,0237,350,7,5,35,12,3,16,0,16,37,0,51,19,63,2,2,5,0
21,Caseros,002,0370 ,0238,350,10,5,17,13,6,8,1,8,33,0,53,22,66,11,7,20,1
21,Caseros,002,0370 ,0239,350,14,4,24,3,0,20,1,16,40,1,70,19,51,3,3,14,2
21,Caseros,002,0370 ,0240,350,12,5,25,8,6,21,1,14,37,0,80,15,51,2,4,5,1
21,Caseros,002,0370 ,0241,350,7,3,23,0,4,19,1,13,50,0,70,18,53,3,4,10,0
21,Caseros,002,0370 ,0242,351,15,8,34,9,9,9,1,8,41,1,60,9,66,5,2,7,1
21,Caseros,002,0370 ,0243,350,7,0,17,5,7,9,0,20,50,0,82,12,68,3,3,4,0
21,Caseros,002,0370 ,0244,350,2,6,23,3,2,16,1,8,43,0,75,21,65,2,0,2,1
21,Caseros,002,0370 ,0245,350,8,4,19,8,5,10,0,5,55,0,69,16,60,1,2,12,0
21,Caseros,002,0370 ,0246,350,8,4,20,5,6,19,1,16,25,0,79,15,49,5,3,7,0
21,Caseros,002,0370 ,0247,350,8,2,15,13,8,24,1,12,37,0,65,10,60,8,1,4,0
21,Caseros,002,0370 ,0248,350,21,2,20,21,10,4,0,12,47,0,66,19,64,2,3,1,0
21,Caseros,002,0370 ,0249,350,5,4,23,13,12,28,0,13,71,1,50,15,54,1,4,8,1
21,Caseros,002,0370 ,0250,141,4,0,11,0,3,10,1,5,18,0,30,5,26,1,3,1,0
21,Caseros,002,0371 ,0251,350,11,0,40,15,10,10,1,8,25,1,77,25,49,2,9,2,0
21,Caseros,002,0371 ,0252,350,11,0,26,18,1,24,0,24,24,0,43,25,63,1,7,17,0
21,Caseros,002,0371 ,0253,350,9,0,33,25,0,14,1,12,23,0,73,25,48,1,5,8,2
21,Caseros,002,0371 ,0254,350,6,1,21,16,9,22,0,13,20,0,109,15,45,5,4,3,0
21,Caseros,002,0371 ,0255,350,3,0,25,23,6,15,0,6,16,0,75,27,55,4,1,9,0
21,Caseros,002,0371 ,0256,350,8,0,30,17,3,21,3,21,13,0,61,19,53,1,5,15,14
21,Caseros,002,0371 ,0257,350,15,0,42,18,10,5,1,8,21,0,68,31,52,1,0,4,1
21,Caseros,002,0371 ,0258,350,14,0,28,7,6,12,1,15,21,0,62,21,71,3,1,11,0
21,Caseros,002,0371 ,0259,350,5,0,25,20,13,10,0,17,35,0,70,20,45,1,4,3,1
21,Caseros,002,0371 ,0260,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Caseros,002,0371 ,0261,350,15,2,33,19,4,10,1,11,14,1,62,25,66,3,4,5,0
